i,suite,case,CRYSTAL_THRESH,BLOCK_SIZE,NO_SET,SIZE,CHUNK,NO_FRUNCATE,FILE_COUNT,SIM_TIME,SKIP_WARMUP,SIM_SIZE,DISK_SIZE,SEED,DISK_GEOMETRY,FILE_SIZE,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
43,bench_p26_wt,bench_p26_wt_logging,-1,65536,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,20091904,0,0,0,0,0,0,3328,41.914613
43,bench_p26_wt,bench_p26_wt_logging,-1,65536,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,20091904,0,0,0,0,0,0,624,41.914666
43,bench_p26_wt,bench_p26_wt_logging,-1,65536,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,20091904,0,0,0,0,0,0,1296,41.914710
43,bench_p26_wt,bench_p26_wt_logging,-1,65536,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,20091904,0,0,0,0,0,0,8847360,41.914753
44,bench_p26_wt,bench_p26_wt_logging,-1,131072,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,21401152,110040039,3085959,12592,3675604593,1580011008,1650458624,3600002946147,43.682421
44,bench_p26_wt,bench_p26_wt_logging,-1,131072,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,21401152,0,0,0,0,0,0,3328,43.682526
44,bench_p26_wt,bench_p26_wt_logging,-1,131072,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,21401152,0,0,0,0,0,0,624,43.682607
44,bench_p26_wt,bench_p26_wt_logging,-1,131072,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,21401152,0,0,0,0,0,0,1296,43.682657
44,bench_p26_wt,bench_p26_wt_logging,-1,131072,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,21401152,0,0,0,0,0,0,9175040,43.682715
41,bench_p26_wt,bench_p26_wt_logging,-1,16384,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,8573376,126483102,1639933,53891,2769802023,839645696,882950144,3600019573221,47.455235
41,bench_p26_wt,bench_p26_wt_logging,-1,16384,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,8573376,0,0,0,0,0,0,3328,47.455340
41,bench_p26_wt,bench_p26_wt_logging,-1,16384,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,8573376,0,0,0,0,0,0,624,47.455392
41,bench_p26_wt,bench_p26_wt_logging,-1,16384,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,8573376,0,0,0,0,0,0,1296,47.455436
41,bench_p26_wt,bench_p26_wt_logging,-1,16384,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,8573376,0,0,0,0,0,0,8634368,47.455492
42,bench_p26_wt,bench_p26_wt_logging,-1,32768,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,10566208,127708185,1539591,25217,2599896589,788270592,826310656,3600002239735,49.561356
42,bench_p26_wt,bench_p26_wt_logging,-1,32768,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,10566208,0,0,0,0,0,0,3328,49.561473
42,bench_p26_wt,bench_p26_wt_logging,-1,32768,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,10566208,0,0,0,0,0,0,624,49.561518
42,bench_p26_wt,bench_p26_wt_logging,-1,32768,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,10566208,0,0,0,0,0,0,1296,49.561554
42,bench_p26_wt,bench_p26_wt_logging,-1,32768,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,10566208,0,0,0,0,0,0,8814592,49.561587
47,bench_p26_wt,bench_p26_wt_logging,-1,1048576,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,23551616,106550193,3394221,13816,3851461596,1737841152,1810890752,3600004138836,57.162926
47,bench_p26_wt,bench_p26_wt_logging,-1,1048576,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,23551616,0,0,0,0,0,0,3344,57.163018
47,bench_p26_wt,bench_p26_wt_logging,-1,1048576,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,23551616,0,0,0,0,0,0,624,57.163059
47,bench_p26_wt,bench_p26_wt_logging,-1,1048576,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,23551616,0,0,0,0,0,0,1296,57.163092
47,bench_p26_wt,bench_p26_wt_logging,-1,1048576,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,23551616,0,0,0,0,0,0,13631488,57.163124
45,bench_p26_wt,bench_p26_wt_logging,-1,262144,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,23865600,106108637,3431149,13992,3899675639,1756748288,1833959424,3600000473429,58.914372
45,bench_p26_wt,bench_p26_wt_logging,-1,262144,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,23865600,0,0,0,0,0,0,3328,58.914448
45,bench_p26_wt,bench_p26_wt_logging,-1,262144,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,23865600,0,0,0,0,0,0,624,58.914485
45,bench_p26_wt,bench_p26_wt_logging,-1,262144,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,23865600,0,0,0,0,0,0,1296,58.914518
45,bench_p26_wt,bench_p26_wt_logging,-1,262144,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,23865600,0,0,0,0,0,0,9699328,58.914547
39,bench_p26_wt,bench_p26_wt_logging,-1,4096,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,5741760,130042239,1330592,187407,2483695628,681263104,767619072,3600022962404,59.648983
39,bench_p26_wt,bench_p26_wt_logging,-1,4096,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,5741760,0,0,0,0,0,0,3280,59.649065
39,bench_p26_wt,bench_p26_wt_logging,-1,4096,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,5741760,0,0,0,0,0,0,624,59.649110
39,bench_p26_wt,bench_p26_wt_logging,-1,4096,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,5741760,0,0,0,0,0,0,1296,59.649141
39,bench_p26_wt,bench_p26_wt_logging,-1,4096,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,5741760,0,0,0,0,0,0,9121792,59.649171
46,bench_p26_wt,bench_p26_wt_logging,-1,524288,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,write,24036096,105770016,3461847,14092,3908234627,1772465664,1847066624,3600006462137,59.826576
46,bench_p26_wt,bench_p26_wt_logging,-1,524288,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,stack,24036096,0,0,0,0,0,0,3328,59.826640
46,bench_p26_wt,bench_p26_wt_logging,-1,524288,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,ctx,24036096,0,0,0,0,0,0,624,59.826671
46,bench_p26_wt,bench_p26_wt_logging,-1,524288,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,heap,24036096,0,0,0,0,0,0,1296,59.826696
46,bench_p26_wt,bench_p26_wt_logging,-1,524288,0,2097152,64,0,32768,3600000000000,0,0,134217728,42,1,64,31,usage,24036096,0,0,0,0,0,0,10485760,59.826719
