i,suite,case,FILE_COUNT,SEED,SIZE,NO_SET,FS,DISK_SIZE,BLOCK_SIZE,DISK_GEOMETRY,SKIP_WARMUP,SIM_SIZE,CHUNK,FILE_SIZE,SIM_TIME,NO_FRUNCATE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
45,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,262144,0,0,0,64,64,3600000000000,0,heap,33649024,0,0,0,0,0,0,784,7.388537
45,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,262144,0,0,0,64,64,3600000000000,0,usage,33649024,0,0,0,0,0,0,3932160,7.388581
42,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,32768,0,0,0,64,64,3600000000000,0,write,28019328,421197328,2891734,53824,421197328,214829928,220463104,3600001064248,8.201347
42,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,32768,0,0,0,64,64,3600000000000,0,stack,28019328,0,0,0,0,0,0,3296,8.201452
42,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,32768,0,0,0,64,64,3600000000000,0,ctx,28019328,0,0,0,0,0,0,624,8.201505
42,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,32768,0,0,0,64,64,3600000000000,0,heap,28019328,0,0,0,0,0,0,784,8.201551
42,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,32768,0,0,0,64,64,3600000000000,0,usage,28019328,0,0,0,0,0,0,2326528,8.201598
47,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,1048576,0,0,0,64,64,3600000000000,0,write,36763328,214044152,3452833,49152,214044152,194224246,201326592,3605601129090,10.350113
47,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,1048576,0,0,0,64,64,3600000000000,0,stack,36763328,0,0,0,0,0,0,3296,10.350226
47,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,1048576,0,0,0,64,64,3600000000000,0,ctx,36763328,0,0,0,0,0,0,624,10.358512
47,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,1048576,0,0,0,64,64,3600000000000,0,heap,36763328,0,0,0,0,0,0,784,10.358569
47,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,1048576,0,0,0,64,64,3600000000000,0,usage,36763328,0,0,0,0,0,0,6291456,10.358617
46,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,524288,0,0,0,64,64,3600000000000,0,write,35160064,249578035,3347663,50048,249578035,198226306,204996608,3605335857566,10.403087
46,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,524288,0,0,0,64,64,3600000000000,0,stack,35160064,0,0,0,0,0,0,3296,10.403161
46,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,524288,0,0,0,64,64,3600000000000,0,ctx,35160064,0,0,0,0,0,0,624,10.403210
46,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,524288,0,0,0,64,64,3600000000000,0,heap,35160064,0,0,0,0,0,0,784,10.403254
46,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,524288,0,0,0,64,64,3600000000000,0,usage,35160064,0,0,0,0,0,0,4718592,10.403307
43,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,65536,0,0,0,64,64,3600000000000,0,write,30308416,329922107,3032050,52672,329922107,209897107,215744512,3600562240545,10.640301
43,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,65536,0,0,0,64,64,3600000000000,0,stack,30308416,0,0,0,0,0,0,3296,10.640376
43,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,65536,0,0,0,64,64,3600000000000,0,ctx,30308416,0,0,0,0,0,0,624,10.640421
43,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,65536,0,0,0,64,64,3600000000000,0,heap,30308416,0,0,0,0,0,0,784,10.640461
43,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,65536,0,0,0,64,64,3600000000000,0,usage,30308416,0,0,0,0,0,0,2555904,10.640500
40,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,8192,0,0,0,64,64,3600000000000,0,write,16695808,866514453,2755241,54642,866514453,215653749,223813632,3600023631351,13.662055
40,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,8192,0,0,0,64,64,3600000000000,0,stack,16695808,0,0,0,0,0,0,3296,13.662143
40,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,8192,0,0,0,64,64,3600000000000,0,ctx,16695808,0,0,0,0,0,0,624,13.662192
40,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,8192,0,0,0,64,64,3600000000000,0,heap,16695808,0,0,0,0,0,0,784,13.662227
40,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,8192,0,0,0,64,64,3600000000000,0,usage,16695808,0,0,0,0,0,0,2293760,13.662261
39,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,4096,0,0,0,64,64,3600000000000,0,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,13.713838
39,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,4096,0,0,0,64,64,3600000000000,0,stack,15992704,0,0,0,0,0,0,3264,13.713885
39,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,4096,0,0,0,64,64,3600000000000,0,ctx,15992704,0,0,0,0,0,0,624,13.713912
39,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,4096,0,0,0,64,64,3600000000000,0,heap,15992704,0,0,0,0,0,0,784,13.713936
39,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,4096,0,0,0,64,64,3600000000000,0,usage,15992704,0,0,0,0,0,0,2449408,13.713957
41,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,16384,0,0,0,64,64,3600000000000,0,write,23246912,896422573,2566527,56292,896422573,224888797,230572032,3600133449071,13.773299
41,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,16384,0,0,0,64,64,3600000000000,0,stack,23246912,0,0,0,0,0,0,3296,13.773348
41,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,16384,0,0,0,64,64,3600000000000,0,ctx,23246912,0,0,0,0,0,0,624,13.773379
41,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,16384,0,0,0,64,64,3600000000000,0,heap,23246912,0,0,0,0,0,0,784,13.773404
41,bench_p26_wt,bench_p26_wt_logging,32768,42,2097152,0,3,134217728,16384,0,0,0,64,64,3600000000000,0,usage,23246912,0,0,0,0,0,0,2260992,13.773426
