i,suite,case,FS,FILE_SIZE,SKIP_WARMUP,PROG_SIZE,NO_FRUNCATE,DISK_SIZE,CHUNK,SIM_TIME,SIM_SIZE,FILE_COUNT,SIZE,NO_SET,DISK_GEOMETRY,SEED,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_many,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9731840,130400445,224019,405,17770163048,46984960,53084160,3600015902136,179.321122
42,bench_p26_wt,bench_p26_wt_many,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9731840,0,0,0,0,0,0,3488,179.321229
42,bench_p26_wt,bench_p26_wt_many,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9731840,0,0,0,0,0,0,848,179.321284
42,bench_p26_wt,bench_p26_wt_many,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9731840,0,0,0,0,0,0,784,179.321332
42,bench_p26_wt,bench_p26_wt_many,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9731840,0,0,0,0,0,0,34078720,179.321381
40,bench_p26_wt,bench_p26_wt_many,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9736896,130380932,224388,398,17792223421,45956208,52166656,3600014385751,195.857150
40,bench_p26_wt,bench_p26_wt_many,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9736896,0,0,0,0,0,0,3488,195.857258
40,bench_p26_wt,bench_p26_wt_many,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9736896,0,0,0,0,0,0,848,195.857313
40,bench_p26_wt,bench_p26_wt_many,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9736896,0,0,0,0,0,0,784,195.857361
40,bench_p26_wt,bench_p26_wt_many,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9736896,0,0,0,0,0,0,34078720,195.857408
43,bench_p26_wt,bench_p26_wt_many,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9889152,130332070,227414,420,17810494014,49089312,55050240,3600019541498,196.644595
43,bench_p26_wt,bench_p26_wt_many,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9889152,0,0,0,0,0,0,3488,196.644693
43,bench_p26_wt,bench_p26_wt_many,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9889152,0,0,0,0,0,0,848,196.644746
43,bench_p26_wt,bench_p26_wt_many,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9889152,0,0,0,0,0,0,784,196.644792
43,bench_p26_wt,bench_p26_wt_many,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9889152,0,0,0,0,0,0,34078720,196.644836
41,bench_p26_wt,bench_p26_wt_many,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9753728,130353168,224596,399,17824513082,46331672,52297728,3600006631190,199.781018
41,bench_p26_wt,bench_p26_wt_many,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9753728,0,0,0,0,0,0,3488,199.781117
41,bench_p26_wt,bench_p26_wt_many,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9753728,0,0,0,0,0,0,848,199.781169
41,bench_p26_wt,bench_p26_wt_many,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9753728,0,0,0,0,0,0,784,199.781217
41,bench_p26_wt,bench_p26_wt_many,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9753728,0,0,0,0,0,0,34078720,199.781275
47,bench_p26_wt,bench_p26_wt_many,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,202.049587
47,bench_p26_wt,bench_p26_wt_many,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,13886336,0,0,0,0,0,0,3312,202.049690
47,bench_p26_wt,bench_p26_wt_many,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,13886336,0,0,0,0,0,0,848,202.049743
47,bench_p26_wt,bench_p26_wt_many,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,13886336,0,0,0,0,0,0,1296,202.049790
47,bench_p26_wt,bench_p26_wt_many,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,13886336,0,0,0,0,0,0,34340864,202.049835
44,bench_p26_wt,bench_p26_wt_many,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,10470272,130228514,244432,493,17704230101,57193920,64618496,3600005095695,204.079226
44,bench_p26_wt,bench_p26_wt_many,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,10470272,0,0,0,0,0,0,3248,204.079323
44,bench_p26_wt,bench_p26_wt_many,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,10470272,0,0,0,0,0,0,848,204.079373
44,bench_p26_wt,bench_p26_wt_many,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,10470272,0,0,0,0,0,0,784,204.079415
44,bench_p26_wt,bench_p26_wt_many,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,10470272,0,0,0,0,0,0,34078720,204.079456
39,bench_p26_wt,bench_p26_wt_many,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9728960,130367597,224234,397,17811476754,45758958,52035584,3600008286464,204.409735
39,bench_p26_wt,bench_p26_wt_many,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9728960,0,0,0,0,0,0,3488,204.409822
39,bench_p26_wt,bench_p26_wt_many,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9728960,0,0,0,0,0,0,848,204.409865
39,bench_p26_wt,bench_p26_wt_many,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9728960,0,0,0,0,0,0,784,204.409901
39,bench_p26_wt,bench_p26_wt_many,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9728960,0,0,0,0,0,0,34078720,204.409934
38,bench_p26_wt,bench_p26_wt_many,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,9690752,130406596,223585,396,17770940679,45579359,51904512,3600029005458,205.276601
38,bench_p26_wt,bench_p26_wt_many,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,9690752,0,0,0,0,0,0,3488,205.276693
38,bench_p26_wt,bench_p26_wt_many,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,9690752,0,0,0,0,0,0,848,205.276748
38,bench_p26_wt,bench_p26_wt_many,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,9690752,0,0,0,0,0,0,784,205.276788
38,bench_p26_wt,bench_p26_wt_many,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,9690752,0,0,0,0,0,0,34078720,205.276829
45,bench_p26_wt,bench_p26_wt_many,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,11568832,129825568,259157,521,18023141072,62698624,68288512,3600000372464,205.523231
45,bench_p26_wt,bench_p26_wt_many,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,11568832,0,0,0,0,0,0,3248,205.523298
45,bench_p26_wt,bench_p26_wt_many,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,11568832,0,0,0,0,0,0,848,205.523330
45,bench_p26_wt,bench_p26_wt_many,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,11568832,0,0,0,0,0,0,784,205.523356
45,bench_p26_wt,bench_p26_wt_many,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,11568832,0,0,0,0,0,0,34078720,205.523380
46,bench_p26_wt,bench_p26_wt_many,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,12027776,129633355,257686,553,18284775425,65967616,72482816,3600005085715,215.773848
46,bench_p26_wt,bench_p26_wt_many,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,12027776,0,0,0,0,0,0,3488,215.773938
46,bench_p26_wt,bench_p26_wt_many,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,12027776,0,0,0,0,0,0,848,215.773974
46,bench_p26_wt,bench_p26_wt_many,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,12027776,0,0,0,0,0,0,784,215.774002
46,bench_p26_wt,bench_p26_wt_many,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,12027776,0,0,0,0,0,0,34078720,215.774029
50,bench_p26_wt,bench_p26_wt_many,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,6963328,137197076,286008,4664,7198716179,585744384,611319808,3600290702441,34.005176
50,bench_p26_wt,bench_p26_wt_many,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,6963328,0,0,0,0,0,0,3312,34.005247
50,bench_p26_wt,bench_p26_wt_many,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,6963328,0,0,0,0,0,0,848,34.005279
50,bench_p26_wt,bench_p26_wt_many,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,6963328,0,0,0,0,0,0,8464,34.005306
50,bench_p26_wt,bench_p26_wt_many,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,6963328,0,0,0,0,0,0,34603008,34.005332
51,bench_p26_wt,bench_p26_wt_logging,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,120900352,65821244,7811830,4403,593014335,559023371,577110016,3600000855678,37.578847
51,bench_p26_wt,bench_p26_wt_logging,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,120900352,0,0,0,0,0,0,3296,37.578991
51,bench_p26_wt,bench_p26_wt_logging,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,120900352,0,0,0,0,0,0,624,37.579059
51,bench_p26_wt,bench_p26_wt_logging,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,120900352,0,0,0,0,0,0,784,37.579116
51,bench_p26_wt,bench_p26_wt_logging,32,64,0,1,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,120900352,0,0,0,0,0,0,4194304,37.579171
52,bench_p26_wt,bench_p26_wt_logging,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,125578368,62696381,8113804,4603,619289187,583010454,603324416,3600002431099,38.553466
52,bench_p26_wt,bench_p26_wt_logging,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,125578368,0,0,0,0,0,0,3296,38.553584
52,bench_p26_wt,bench_p26_wt_logging,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,125578368,0,0,0,0,0,0,624,38.553645
52,bench_p26_wt,bench_p26_wt_logging,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,125578368,0,0,0,0,0,0,784,38.553708
52,bench_p26_wt,bench_p26_wt_logging,32,64,0,2,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,125578368,0,0,0,0,0,0,4718592,38.553763
54,bench_p26_wt,bench_p26_wt_logging,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,125946304,62540657,8124189,4737,650005749,603192432,620888064,3600000639615,38.653902
54,bench_p26_wt,bench_p26_wt_logging,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,125946304,0,0,0,0,0,0,3296,38.654010
54,bench_p26_wt,bench_p26_wt_logging,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,125946304,0,0,0,0,0,0,624,38.654069
54,bench_p26_wt,bench_p26_wt_logging,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,125946304,0,0,0,0,0,0,784,38.654121
54,bench_p26_wt,bench_p26_wt_logging,32,64,0,8,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,125946304,0,0,0,0,0,0,3014656,38.654171
53,bench_p26_wt,bench_p26_wt_logging,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,126030592,62447338,8136521,4681,626850416,590714936,613548032,3600001331832,38.724732
53,bench_p26_wt,bench_p26_wt_logging,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,126030592,0,0,0,0,0,0,3296,38.724835
53,bench_p26_wt,bench_p26_wt_logging,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,126030592,0,0,0,0,0,0,624,38.724905
53,bench_p26_wt,bench_p26_wt_logging,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,126030592,0,0,0,0,0,0,784,38.724974
53,bench_p26_wt,bench_p26_wt_logging,32,64,0,4,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,126030592,0,0,0,0,0,0,3145728,38.725027
55,bench_p26_wt,bench_p26_wt_logging,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,126184896,62424880,8129114,4889,698001829,624456912,640811008,3600000639663,39.828461
55,bench_p26_wt,bench_p26_wt_logging,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,126184896,0,0,0,0,0,0,3296,39.828571
55,bench_p26_wt,bench_p26_wt_logging,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,126184896,0,0,0,0,0,0,624,39.828628
55,bench_p26_wt,bench_p26_wt_logging,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,126184896,0,0,0,0,0,0,784,39.828678
55,bench_p26_wt,bench_p26_wt_logging,32,64,0,16,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,126184896,0,0,0,0,0,0,3276800,39.828727
56,bench_p26_wt,bench_p26_wt_logging,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,125970112,62690749,8090624,5159,797971869,658941216,676200448,3600003152903,40.625410
56,bench_p26_wt,bench_p26_wt_logging,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,125970112,0,0,0,0,0,0,3296,40.625515
56,bench_p26_wt,bench_p26_wt_logging,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,125970112,0,0,0,0,0,0,624,40.625569
56,bench_p26_wt,bench_p26_wt_logging,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,125970112,0,0,0,0,0,0,784,40.625635
56,bench_p26_wt,bench_p26_wt_logging,32,64,0,32,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,125970112,0,0,0,0,0,0,3014656,40.625685
57,bench_p26_wt,bench_p26_wt_logging,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,125666176,62893899,8040795,6058,991144751,765147200,794034176,3600001397053,40.663876
57,bench_p26_wt,bench_p26_wt_logging,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,125666176,0,0,0,0,0,0,3296,40.663969
57,bench_p26_wt,bench_p26_wt_logging,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,125666176,0,0,0,0,0,0,624,40.664024
57,bench_p26_wt,bench_p26_wt_logging,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,125666176,0,0,0,0,0,0,784,40.664072
57,bench_p26_wt,bench_p26_wt_logging,32,64,0,64,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,125666176,0,0,0,0,0,0,4980736,40.664118
58,bench_p26_wt,bench_p26_wt_logging,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,126171968,72861931,7000571,7140,1506848148,923344768,935854080,3600000960636,41.878377
58,bench_p26_wt,bench_p26_wt_logging,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,126171968,0,0,0,0,0,0,3296,41.878478
58,bench_p26_wt,bench_p26_wt_logging,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,126171968,0,0,0,0,0,0,624,41.878540
58,bench_p26_wt,bench_p26_wt_logging,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,126171968,0,0,0,0,0,0,784,41.878593
58,bench_p26_wt,bench_p26_wt_logging,32,64,0,128,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,126171968,0,0,0,0,0,0,3276800,41.878639
59,bench_p26_wt,bench_p26_wt_logging,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,117575936,78942642,6244337,12223,2385169989,1598550272,1602093056,3600001516063,48.280863
59,bench_p26_wt,bench_p26_wt_logging,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,117575936,0,0,0,0,0,0,3296,48.280955
59,bench_p26_wt,bench_p26_wt_logging,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,117575936,0,0,0,0,0,0,624,48.281001
59,bench_p26_wt,bench_p26_wt_logging,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,117575936,0,0,0,0,0,0,784,48.281037
59,bench_p26_wt,bench_p26_wt_logging,32,64,0,256,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,117575936,0,0,0,0,0,0,2883584,48.281071
60,bench_p26_wt,bench_p26_wt_logging,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,119645248,79254051,5897133,23086,4003651349,3019332096,3025928192,3600007228559,54.499418
60,bench_p26_wt,bench_p26_wt_logging,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,119645248,0,0,0,0,0,0,3296,54.499501
60,bench_p26_wt,bench_p26_wt_logging,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,119645248,0,0,0,0,0,0,624,54.499542
60,bench_p26_wt,bench_p26_wt_logging,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,119645248,0,0,0,0,0,0,1296,54.499575
60,bench_p26_wt,bench_p26_wt_logging,32,64,0,512,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,119645248,0,0,0,0,0,0,3014656,54.499605
61,bench_p26_wt,bench_p26_wt_logging,32,64,0,1024,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,85063232,94479212,4135323,32306,5308985060,4234570752,4234412032,3600000118508,60.821135
61,bench_p26_wt,bench_p26_wt_logging,32,64,0,1024,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,85063232,0,0,0,0,0,0,3296,60.821220
61,bench_p26_wt,bench_p26_wt_logging,32,64,0,1024,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,85063232,0,0,0,0,0,0,624,60.821257
61,bench_p26_wt,bench_p26_wt_logging,32,64,0,1024,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,85063232,0,0,0,0,0,0,2320,60.821287
61,bench_p26_wt,bench_p26_wt_logging,32,64,0,1024,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,85063232,0,0,0,0,0,0,3932160,60.821316
62,bench_p26_wt,bench_p26_wt_logging,32,64,0,2048,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,79351040,90849384,3771261,58941,8546517009,7723542528,7725514752,3600000502083,74.364196
62,bench_p26_wt,bench_p26_wt_logging,32,64,0,2048,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,79351040,0,0,0,0,0,0,3296,74.364285
62,bench_p26_wt,bench_p26_wt_logging,32,64,0,2048,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,79351040,0,0,0,0,0,0,624,74.364321
62,bench_p26_wt,bench_p26_wt_logging,32,64,0,2048,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,79351040,0,0,0,0,0,0,4368,74.364352
62,bench_p26_wt,bench_p26_wt_logging,32,64,0,2048,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,79351040,0,0,0,0,0,0,4849664,74.364383
63,bench_p26_wt,bench_p26_wt_logging,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,write,43777024,85226130,4171658,65200,9087134575,8543555584,8545894400,3600002681149,52.821809
63,bench_p26_wt,bench_p26_wt_logging,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,stack,43777024,0,0,0,0,0,0,3296,52.821882
63,bench_p26_wt,bench_p26_wt_logging,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,ctx,43777024,0,0,0,0,0,0,624,52.821912
63,bench_p26_wt,bench_p26_wt_logging,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,heap,43777024,0,0,0,0,0,0,8464,52.821938
63,bench_p26_wt,bench_p26_wt_logging,32,64,0,4096,1,134217728,64,3600000000000,0,32768,2097152,0,1,42,usage,43777024,0,0,0,0,0,0,4849664,52.821963
