i,suite,case,FILE_COUNT,DISK_GEOMETRY,SIM_TIME,SEED,NO_SET,NO_FRUNCATE,SIM_SIZE,SKIP_WARMUP,SIZE,CHUNK,FILE_SIZE,BLOCK_SIZE,DISK_SIZE,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
39,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,4096,134217728,3,stack,10235008,0,0,0,0,0,0,3280,32.490178
39,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,4096,134217728,3,ctx,10235008,0,0,0,0,0,0,624,32.490233
39,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,4096,134217728,3,heap,10235008,0,0,0,0,0,0,1296,32.490282
39,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,4096,134217728,3,usage,10235008,0,0,0,0,0,0,2318336,32.490330
44,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,131072,134217728,3,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,37.780866
44,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,131072,134217728,3,stack,77765696,0,0,0,0,0,0,3296,37.780967
44,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,131072,134217728,3,ctx,77765696,0,0,0,0,0,0,624,37.781021
44,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,131072,134217728,3,heap,77765696,0,0,0,0,0,0,1296,37.781067
44,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,131072,134217728,3,usage,77765696,0,0,0,0,0,0,3014656,37.781114
42,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,32768,134217728,3,write,39210944,115504732,2663335,41624,2607337565,1363627520,1363935232,3600001888487,39.658437
42,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,32768,134217728,3,stack,39210944,0,0,0,0,0,0,3296,39.658538
42,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,32768,134217728,3,ctx,39210944,0,0,0,0,0,0,624,39.658578
42,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,32768,134217728,3,heap,39210944,0,0,0,0,0,0,1296,39.658618
42,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,32768,134217728,3,usage,39210944,0,0,0,0,0,0,2326528,39.658647
43,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,65536,134217728,3,write,64145920,98416418,4189956,32744,3236168469,2145257472,2145910784,3600003289743,41.421381
43,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,65536,134217728,3,stack,64145920,0,0,0,0,0,0,3296,41.421464
43,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,65536,134217728,3,ctx,64145920,0,0,0,0,0,0,624,41.421505
43,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,65536,134217728,3,heap,64145920,0,0,0,0,0,0,1296,41.421539
43,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,65536,134217728,3,usage,64145920,0,0,0,0,0,0,2555904,41.421573
47,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,1048576,134217728,3,write,99873728,73238134,6439381,25168,4161031377,3296963072,3298820096,3600002556291,47.315218
47,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,1048576,134217728,3,stack,99873728,0,0,0,0,0,0,3296,47.315288
47,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,1048576,134217728,3,ctx,99873728,0,0,0,0,0,0,624,47.315320
47,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,1048576,134217728,3,heap,99873728,0,0,0,0,0,0,1296,47.315346
47,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,1048576,134217728,3,usage,99873728,0,0,0,0,0,0,9437184,47.315369
45,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,262144,134217728,3,write,82605504,85376695,5354263,20920,3724891249,2741382656,2742026240,3600001990243,47.666566
45,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,262144,134217728,3,stack,82605504,0,0,0,0,0,0,3296,47.666632
45,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,262144,134217728,3,ctx,82605504,0,0,0,0,0,0,624,47.666666
45,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,262144,134217728,3,heap,82605504,0,0,0,0,0,0,1296,47.666697
45,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,262144,134217728,3,usage,82605504,0,0,0,0,0,0,3670016,47.666722
46,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,524288,134217728,3,write,91115904,79341174,5893806,23028,3942079549,3017628672,3018326016,3600000830599,51.278619
46,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,524288,134217728,3,stack,91115904,0,0,0,0,0,0,3296,51.278682
46,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,524288,134217728,3,ctx,91115904,0,0,0,0,0,0,624,51.278713
46,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,524288,134217728,3,heap,91115904,0,0,0,0,0,0,1296,51.278738
46,bench_p26_wt,bench_p26_wt_logging,32768,1,3600000000000,42,0,0,0,0,2097152,64,64,524288,134217728,3,usage,91115904,0,0,0,0,0,0,5242880,51.278762
