i,suite,case,SEED,NO_FRUNCATE,DISK_SIZE,SIM_TIME,CRYSTAL_THRESH,FS,FILE_SIZE,SIZE,CHUNK,SIM_SIZE,SKIP_WARMUP,FILE_COUNT,NO_SET,DISK_GEOMETRY,READ_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
47,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,ctx,43303360,0,0,0,0,0,0,848,69.668869
47,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,heap,43303360,0,0,0,0,0,0,1296,69.668919
47,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,usage,43303360,0,0,0,0,0,0,31956992,69.668965
44,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,write,59388608,12452154752,1741826,53358,12452154752,206468685,218554368,3600000735671,79.268706
44,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,stack,59388608,0,0,0,0,0,0,3552,79.268825
44,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,ctx,59388608,0,0,0,0,0,0,848,79.277117
44,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,heap,59388608,0,0,0,0,0,0,784,79.277185
44,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,usage,59388608,0,0,0,0,0,0,31956992,79.277238
46,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,write,49703808,24225795584,1472231,45303,24225795584,174543159,185561088,3600003101717,79.962820
46,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,stack,49703808,0,0,0,0,0,0,3552,79.962927
46,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,ctx,49703808,0,0,0,0,0,0,848,79.962982
46,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,heap,49703808,0,0,0,0,0,0,784,79.963049
46,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,usage,49703808,0,0,0,0,0,0,31956992,79.963098
42,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,write,63465728,7528079104,1855345,56720,7528079104,219882460,232325120,3600000183380,85.894964
42,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,stack,63465728,0,0,0,0,0,0,3552,85.895071
42,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,ctx,63465728,0,0,0,0,0,0,848,85.895137
42,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,heap,63465728,0,0,0,0,0,0,784,85.895185
42,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,usage,63465728,0,0,0,0,0,0,31956992,85.895231
45,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,write,55392704,17278777600,1630668,50062,17278777600,193318693,205053952,3600022801343,86.223787
45,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,stack,55392704,0,0,0,0,0,0,3552,86.223885
45,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,ctx,55392704,0,0,0,0,0,0,848,86.223938
45,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,heap,55392704,0,0,0,0,0,0,784,86.223985
45,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,usage,55392704,0,0,0,0,0,0,31956992,86.224029
43,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,write,61961792,9317387936,1813632,55503,9317387936,214964847,227340288,3600025198397,88.898834
43,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,stack,61961792,0,0,0,0,0,0,3552,88.898930
43,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,ctx,61961792,0,0,0,0,0,0,848,88.898980
43,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,heap,61961792,0,0,0,0,0,0,784,88.899023
43,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,usage,61961792,0,0,0,0,0,0,31956992,88.899065
38,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,write,64469056,6246651551,1883424,57608,6246651551,223242130,235962368,3600000915630,91.335961
38,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,stack,64469056,0,0,0,0,0,0,3552,91.336060
38,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,ctx,64469056,0,0,0,0,0,0,848,91.336113
38,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,heap,64469056,0,0,0,0,0,0,784,91.336153
38,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,usage,64469056,0,0,0,0,0,0,31956992,91.336192
41,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,write,63922176,6954563352,1868078,57116,6954563352,221396976,233947136,3600002626704,99.619759
41,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,stack,63922176,0,0,0,0,0,0,3552,99.619860
41,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,ctx,63922176,0,0,0,0,0,0,848,99.619909
41,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,heap,63922176,0,0,0,0,0,0,784,99.619951
41,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,usage,63922176,0,0,0,0,0,0,31956992,99.619994
39,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,write,64430656,6298448716,1882336,57572,6298448716,223109520,235814912,3600014991760,100.073218
39,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,stack,64430656,0,0,0,0,0,0,3552,100.073307
39,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,ctx,64430656,0,0,0,0,0,0,848,100.073352
39,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,heap,64430656,0,0,0,0,0,0,784,100.073403
39,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,usage,64430656,0,0,0,0,0,0,31956992,100.073441
40,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,write,64264320,6528724012,1877638,57409,6528724012,222532088,235147264,3600000450120,101.067667
40,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,stack,64264320,0,0,0,0,0,0,3552,101.067744
40,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,ctx,64264320,0,0,0,0,0,0,848,101.067778
40,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,heap,64264320,0,0,0,0,0,0,784,101.067806
40,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,usage,64264320,0,0,0,0,0,0,31956992,101.067832
50,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,write,46878784,27549814784,1393881,43049,27549814784,165338406,176328704,3600011979986,28.391948
50,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,stack,46878784,0,0,0,0,0,0,3552,28.392024
50,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,ctx,46878784,0,0,0,0,0,0,848,28.392056
50,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,heap,46878784,0,0,0,0,0,0,8464,28.392085
50,bench_p26_wt,bench_p26_wt_many,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,usage,46878784,0,0,0,0,0,0,31956992,28.392113
62,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2048,write,6844032,20947326976,1766089,45607,20947326976,168489891,186806272,3600009750553,31.009302
62,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2048,stack,6844032,0,0,0,0,0,0,3328,31.009421
62,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2048,ctx,6844032,0,0,0,0,0,0,624,31.009483
62,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2048,heap,6844032,0,0,0,0,0,0,4368,31.009547
62,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2048,usage,6844032,0,0,0,0,0,0,7348224,31.009601
61,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1024,write,7329792,14779124736,1926355,49661,14779124736,183475279,203411456,3600117848797,32.275329
61,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1024,stack,7329792,0,0,0,0,0,0,3328,32.275441
61,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1024,ctx,7329792,0,0,0,0,0,0,624,32.275500
61,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1024,heap,7329792,0,0,0,0,0,0,2320,32.275550
61,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1024,usage,7329792,0,0,0,0,0,0,7618560,32.275597
60,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,write,7728256,10237939712,2044937,52636,10237939712,194635878,215597056,3600001479314,33.326051
60,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,stack,7728256,0,0,0,0,0,0,3328,33.326164
60,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,ctx,7728256,0,0,0,0,0,0,624,33.326233
60,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,heap,7728256,0,0,0,0,0,0,1296,33.326285
60,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,512,usage,7728256,0,0,0,0,0,0,7618560,33.326336
58,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,write,8243584,4352083968,2198339,56499,4352083968,209130143,231419904,3600052884173,34.781768
58,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,stack,8243584,0,0,0,0,0,0,3328,34.781877
58,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,ctx,8243584,0,0,0,0,0,0,624,34.781942
58,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,heap,8243584,0,0,0,0,0,0,784,34.781993
58,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,128,usage,8243584,0,0,0,0,0,0,7622656,34.782043
59,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,write,8012480,6974167296,2129801,54782,6974167296,202690566,224387072,3600127200114,35.368501
59,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,stack,8012480,0,0,0,0,0,0,3328,35.368606
59,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,ctx,8012480,0,0,0,0,0,0,624,35.368661
59,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,heap,8012480,0,0,0,0,0,0,784,35.368711
59,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,256,usage,8012480,0,0,0,0,0,0,7618560,35.368759
57,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,write,8371776,2898617280,2236350,57451,2898617280,212696605,235319296,3600029965351,36.063469
57,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,stack,8371776,0,0,0,0,0,0,3328,36.063569
57,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,ctx,8371776,0,0,0,0,0,0,624,36.063622
57,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,heap,8371776,0,0,0,0,0,0,784,36.063672
57,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,64,usage,8371776,0,0,0,0,0,0,7618560,36.063719
51,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,write,8541184,972615713,2286635,58714,972615713,217440757,240492544,3600033780567,36.089908
51,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,stack,8541184,0,0,0,0,0,0,3328,36.089994
51,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,ctx,8541184,0,0,0,0,0,0,624,36.090050
51,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,heap,8541184,0,0,0,0,0,0,784,36.090098
51,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,1,usage,8541184,0,0,0,0,0,0,7614464,36.090145
56,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,write,8452032,1990495168,2260172,58046,1990495168,214930147,237756416,3600053567705,36.101287
56,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,stack,8452032,0,0,0,0,0,0,3328,36.101399
56,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,ctx,8452032,0,0,0,0,0,0,624,36.101455
56,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,heap,8452032,0,0,0,0,0,0,784,36.101509
56,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,32,usage,8452032,0,0,0,0,0,0,7614464,36.101555
55,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,write,8494784,1500846976,2272890,58367,1500846976,216135971,239071232,3600023947161,36.714506
55,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,stack,8494784,0,0,0,0,0,0,3328,36.714612
55,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,ctx,8494784,0,0,0,0,0,0,624,36.714656
55,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,heap,8494784,0,0,0,0,0,0,784,36.714692
55,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,16,usage,8494784,0,0,0,0,0,0,7614464,36.714725
54,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,write,8513344,1286176856,2278420,58508,1286176856,216664729,239648768,3600004707099,40.118065
54,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,stack,8513344,0,0,0,0,0,0,3328,40.118153
54,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,ctx,8513344,0,0,0,0,0,0,624,40.118196
54,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,heap,8513344,0,0,0,0,0,0,784,40.118230
54,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,8,usage,8513344,0,0,0,0,0,0,7622656,40.118262
53,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,write,8527488,1127316616,2282583,58614,1127316616,217057263,240082944,3600093346045,41.288299
53,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,stack,8527488,0,0,0,0,0,0,3328,41.288380
53,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,ctx,8527488,0,0,0,0,0,0,624,41.288420
53,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,heap,8527488,0,0,0,0,0,0,784,41.288452
53,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4,usage,8527488,0,0,0,0,0,0,7618560,41.288482
52,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,write,8533248,1062198722,2284286,58656,1062198722,217218254,240254976,3600063050650,41.397787
52,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,stack,8533248,0,0,0,0,0,0,3328,41.397849
52,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,ctx,8533248,0,0,0,0,0,0,624,41.397884
52,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,heap,8533248,0,0,0,0,0,0,784,41.397913
52,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,2,usage,8533248,0,0,0,0,0,0,7614464,41.397939
63,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,write,6960128,18999181312,1816230,46892,18999181312,173086497,192069632,3600057350515,12.941960
63,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,stack,6960128,0,0,0,0,0,0,3328,12.942032
63,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,ctx,6960128,0,0,0,0,0,0,624,12.942063
63,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,heap,6960128,0,0,0,0,0,0,8464,12.942090
63,bench_p26_wt,bench_p26_wt_logging,42,0,134217728,3600000000000,-1,31,64,2097152,64,0,0,32768,0,0,4096,usage,6960128,0,0,0,0,0,0,7622656,12.942114
