i,suite,case,SKIP_WARMUP,CHUNK,NO_SET,DISK_GEOMETRY,FILE_SIZE,SEED,FS,PROG_SIZE,FILE_COUNT,DISK_SIZE,NO_FRUNCATE,SIZE,SIM_TIME,CRYSTAL_THRESH,SIM_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,usage,45680768,0,0,0,0,0,0,32423936,78.079308
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,write,42976704,4120194914,992101,67411,4120194914,253977856,276115456,3600005164368,82.468009
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,stack,42976704,0,0,0,0,0,0,3552,82.468115
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,ctx,42976704,0,0,0,0,0,0,848,82.468170
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,heap,42976704,0,0,0,0,0,0,784,82.468218
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,usage,42976704,0,0,0,0,0,0,32202752,82.468264
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,write,8918400,1186665332,853792,71264,1186665332,218570752,291897344,3600029764128,83.407467
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,stack,8918400,0,0,0,0,0,0,3568,83.407574
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8918400,0,0,0,0,0,0,848,83.407631
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,heap,8918400,0,0,0,0,0,0,2320,83.407683
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,usage,8918400,0,0,0,0,0,0,32153600,83.407735
40,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,write,64012864,6195531199,1865143,57816,6195531199,223975988,236814336,3600015025332,89.643797
40,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,stack,64012864,0,0,0,0,0,0,3552,89.643904
40,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,ctx,64012864,0,0,0,0,0,0,848,89.643957
40,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,heap,64012864,0,0,0,0,0,0,784,89.644004
40,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,usage,64012864,0,0,0,0,0,0,32030720,89.644048
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,write,57586432,5474709727,1576863,61015,5474709727,237110592,249917440,3600033524632,90.709002
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,stack,57586432,0,0,0,0,0,0,3552,90.709102
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,ctx,57586432,0,0,0,0,0,0,848,90.709173
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,heap,57586432,0,0,0,0,0,0,784,90.709246
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,usage,57586432,0,0,0,0,0,0,32374784,90.709297
42,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,write,62869120,6047697992,1811094,58427,6047697992,227636224,239316992,3600038902080,91.025031
42,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,stack,62869120,0,0,0,0,0,0,3552,91.025127
42,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,ctx,62869120,0,0,0,0,0,0,848,91.025180
42,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,heap,62869120,0,0,0,0,0,0,784,91.025227
42,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,usage,62869120,0,0,0,0,0,0,32219136,91.025271
43,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,write,62070080,5960623214,1730674,59218,5960623214,229501760,242556928,3600006999280,91.778476
43,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,stack,62070080,0,0,0,0,0,0,3552,91.778550
43,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,ctx,62070080,0,0,0,0,0,0,848,91.778585
43,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,heap,62070080,0,0,0,0,0,0,784,91.778613
43,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,usage,62070080,0,0,0,0,0,0,32239616,91.778639
38,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,write,64469056,6246651551,1883424,57608,6246651551,223242130,235962368,3600000915630,92.953340
38,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,stack,64469056,0,0,0,0,0,0,3552,92.953423
38,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,ctx,64469056,0,0,0,0,0,0,848,92.953465
38,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,heap,64469056,0,0,0,0,0,0,784,92.953500
38,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,usage,64469056,0,0,0,0,0,0,31956992,92.953532
41,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,write,63783104,6147477401,1854108,57956,6147477401,225442464,237387776,3600005135816,94.667732
41,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,stack,63783104,0,0,0,0,0,0,3552,94.667816
41,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,ctx,63783104,0,0,0,0,0,0,848,94.667857
41,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,heap,63783104,0,0,0,0,0,0,784,94.667890
41,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,usage,63783104,0,0,0,0,0,0,32247808,94.667922
39,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,write,64374016,6258573935,1878650,57640,6258573935,223260200,236093440,3600007900240,94.906879
39,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,stack,64374016,0,0,0,0,0,0,3552,94.906957
39,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,ctx,64374016,0,0,0,0,0,0,848,94.906997
39,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,heap,64374016,0,0,0,0,0,0,784,94.907027
39,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,usage,64374016,0,0,0,0,0,0,31993856,94.907068
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,write,3912640,737148151,616304,73802,737148151,157773824,302292992,3600074925720,96.743739
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,stack,3912640,0,0,0,0,0,0,3568,96.743812
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,ctx,3912640,0,0,0,0,0,0,848,96.743847
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,heap,3912640,0,0,0,0,0,0,4368,96.743876
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,usage,3912640,0,0,0,0,0,0,27320320,96.743902
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,write,2734784,746940703,1109632,69352,746940703,284065792,284065792,3600016501976,38.092299
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,stack,2734784,0,0,0,0,0,0,3568,38.092371
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,ctx,2734784,0,0,0,0,0,0,848,38.092402
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,heap,2734784,0,0,0,0,0,0,8464,38.092427
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,usage,2734784,0,0,0,0,0,0,23277568,38.092452
53,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,write,8503680,972807687,2268609,58873,972807687,218616724,241143808,3600005881876,36.410527
53,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,stack,8503680,0,0,0,0,0,0,3328,36.410652
53,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8503680,0,0,0,0,0,0,624,36.410712
53,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,heap,8503680,0,0,0,0,0,0,784,36.410764
53,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4,32768,134217728,0,2097152,3600000000000,-1,0,usage,8503680,0,0,0,0,0,0,7630848,36.410811
52,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,write,8538560,972867333,2270647,58856,972867333,217983398,241074176,3600046718234,36.694829
52,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,stack,8538560,0,0,0,0,0,0,3328,36.694935
52,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8538560,0,0,0,0,0,0,624,36.694993
52,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,heap,8538560,0,0,0,0,0,0,784,36.695043
52,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2,32768,134217728,0,2097152,3600000000000,-1,0,usage,8538560,0,0,0,0,0,0,7622656,36.695091
54,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,write,8452480,975374203,2233047,59186,975374203,220556288,242425856,3600000621624,36.694708
54,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,stack,8452480,0,0,0,0,0,0,3328,36.694786
54,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8452480,0,0,0,0,0,0,624,36.694840
54,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,heap,8452480,0,0,0,0,0,0,784,36.694887
54,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,8,32768,134217728,0,2097152,3600000000000,-1,0,usage,8452480,0,0,0,0,0,0,7634944,36.694933
55,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,write,8304896,972381447,2185705,59609,972381447,222543216,244158464,3600010234728,36.822156
55,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,stack,8304896,0,0,0,0,0,0,3328,36.822269
55,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8304896,0,0,0,0,0,0,624,36.822325
55,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,heap,8304896,0,0,0,0,0,0,784,36.822373
55,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,16,32768,134217728,0,2097152,3600000000000,-1,0,usage,8304896,0,0,0,0,0,0,7680000,36.822418
51,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,write,8541184,972615713,2286635,58714,972615713,217440757,240492544,3600033780567,36.847149
51,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,stack,8541184,0,0,0,0,0,0,3328,36.847229
51,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8541184,0,0,0,0,0,0,624,36.847282
51,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,heap,8541184,0,0,0,0,0,0,784,36.847330
51,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1,32768,134217728,0,2097152,3600000000000,-1,0,usage,8541184,0,0,0,0,0,0,7614464,36.847376
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,write,7524736,976369818,1871674,62393,976369818,236020608,255561728,3600049502352,37.726777
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,stack,7524736,0,0,0,0,0,0,3328,37.726886
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,ctx,7524736,0,0,0,0,0,0,624,37.735192
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,heap,7524736,0,0,0,0,0,0,784,37.735264
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,64,32768,134217728,0,2097152,3600000000000,-1,0,usage,7524736,0,0,0,0,0,0,8429568,37.735311
56,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,write,8024768,971876014,2061106,60714,971876014,231036448,248684544,3600019355024,37.997917
56,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,stack,8024768,0,0,0,0,0,0,3328,37.998020
56,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,ctx,8024768,0,0,0,0,0,0,624,37.998074
56,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,heap,8024768,0,0,0,0,0,0,784,37.998118
56,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,32,32768,134217728,0,2097152,3600000000000,-1,0,usage,8024768,0,0,0,0,0,0,8105984,37.998160
58,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,write,6754048,1010291222,1510564,65572,1010291222,242911104,268582912,3600097783280,38.774283
58,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,stack,6754048,0,0,0,0,0,0,3328,38.774380
58,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,ctx,6754048,0,0,0,0,0,0,624,38.774430
58,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,heap,6754048,0,0,0,0,0,0,784,38.774476
58,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,128,32768,134217728,0,2097152,3600000000000,-1,0,usage,6754048,0,0,0,0,0,0,9531392,38.774518
59,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,write,4556800,1069843588,1046699,71924,1069843588,267954944,294600704,3703181799072,41.454690
59,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,stack,4556800,0,0,0,0,0,0,3328,41.454792
59,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,ctx,4556800,0,0,0,0,0,0,624,41.454854
59,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,heap,4556800,0,0,0,0,0,0,784,41.454901
59,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,256,32768,134217728,0,2097152,3600000000000,-1,0,usage,4556800,0,0,0,0,0,0,9166848,41.454944
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,512,32768,134217728,0,2097152,3600000000000,-1,0,write,2790784,908770798,996120,70230,908770798,255006720,287662080,3600027073840,45.584764
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,512,32768,134217728,0,2097152,3600000000000,-1,0,stack,2790784,0,0,0,0,0,0,3280,45.584851
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,512,32768,134217728,0,2097152,3600000000000,-1,0,ctx,2790784,0,0,0,0,0,0,624,45.584892
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,512,32768,134217728,0,2097152,3600000000000,-1,0,heap,2790784,0,0,0,0,0,0,1296,45.584926
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,512,32768,134217728,0,2097152,3600000000000,-1,0,usage,2790784,0,0,0,0,0,0,9162752,45.584957
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,write,1648192,730152352,919936,71076,730152352,235503616,291127296,3600097288448,60.290128
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,stack,1648192,0,0,0,0,0,0,3344,60.290213
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,ctx,1648192,0,0,0,0,0,0,624,60.290251
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,heap,1648192,0,0,0,0,0,0,2320,60.290281
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,1024,32768,134217728,0,2097152,3600000000000,-1,0,usage,1648192,0,0,0,0,0,0,7118848,60.290310
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,write,890688,551787634,762320,72653,551787634,195153920,297586688,3600092361168,68.848217
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,stack,890688,0,0,0,0,0,0,3344,68.848295
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,ctx,890688,0,0,0,0,0,0,624,68.848330
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,heap,890688,0,0,0,0,0,0,4368,68.848360
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,2048,32768,134217728,0,2097152,3600000000000,-1,0,usage,890688,0,0,0,0,0,0,3850240,68.848386
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,write,681216,339137673,1114736,69671,339137673,285372416,285372416,3600126031208,41.002971
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,stack,681216,0,0,0,0,0,0,3344,41.003042
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,ctx,681216,0,0,0,0,0,0,624,41.003073
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,heap,681216,0,0,0,0,0,0,8464,41.003099
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,42,31,4096,32768,134217728,0,2097152,3600000000000,-1,0,usage,681216,0,0,0,0,0,0,2961408,41.003122
