i,suite,case,FS,FILE_SIZE,NO_FRUNCATE,SKIP_WARMUP,CHUNK,SIM_SIZE,SIM_TIME,READ_SIZE,DISK_GEOMETRY,NO_SET,FILE_COUNT,SEED,DISK_SIZE,SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,heap,11175360,0,0,0,0,0,0,1296,184.386507
40,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,usage,11175360,0,0,0,0,0,0,34340864,184.386557
41,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,write,12504832,132601887,260119,1070,14292573904,133180928,140247040,3600009315184,204.667348
41,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,stack,12504832,0,0,0,0,0,0,3312,204.667462
41,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,ctx,12504832,0,0,0,0,0,0,848,204.667522
41,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,heap,12504832,0,0,0,0,0,0,1296,204.667573
41,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,usage,12504832,0,0,0,0,0,0,34340864,204.667620
38,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,222.487366
38,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,stack,13886336,0,0,0,0,0,0,3312,222.487477
38,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,ctx,13886336,0,0,0,0,0,0,848,222.487533
38,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,heap,13886336,0,0,0,0,0,0,1296,222.487581
38,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,usage,13886336,0,0,0,0,0,0,34340864,222.487629
42,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,write,14896448,129383874,309312,1261,17762775328,158367744,165281792,3600002491744,223.543285
42,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,stack,14896448,0,0,0,0,0,0,3312,223.543386
42,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,ctx,14896448,0,0,0,0,0,0,848,223.543440
42,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,heap,14896448,0,0,0,0,0,0,1296,223.543487
42,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,usage,14896448,0,0,0,0,0,0,34340864,223.543533
44,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,write,16784384,125939849,348396,1415,21669349632,178378752,185466880,3600035402496,231.505452
44,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,stack,16784384,0,0,0,0,0,0,3264,231.505561
44,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,ctx,16784384,0,0,0,0,0,0,848,231.505617
44,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,heap,16784384,0,0,0,0,0,0,1296,231.505666
44,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,usage,16784384,0,0,0,0,0,0,34340864,231.505725
45,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,write,16859328,123196170,349816,1419,25196851584,179105792,185991168,3600005758080,232.976608
45,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,stack,16859328,0,0,0,0,0,0,3264,232.976707
45,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,ctx,16859328,0,0,0,0,0,0,848,232.976759
45,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,heap,16859328,0,0,0,0,0,0,1296,232.976806
45,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,usage,16859328,0,0,0,0,0,0,34340864,232.976850
46,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,write,16852416,119104419,349708,1419,30490731264,179050496,185991168,3600002564352,245.259606
46,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,stack,16852416,0,0,0,0,0,0,3264,245.259715
46,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,ctx,16852416,0,0,0,0,0,0,848,245.259773
46,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,heap,16852416,0,0,0,0,0,0,1296,245.259820
46,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,usage,16852416,0,0,0,0,0,0,34340864,245.259862
43,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,write,16320640,127671098,339135,1383,19558505152,173637120,181272576,3600009610816,245.863756
43,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,stack,16320640,0,0,0,0,0,0,3264,245.863844
43,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,ctx,16320640,0,0,0,0,0,0,848,245.863887
43,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,heap,16320640,0,0,0,0,0,0,1296,245.863925
43,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,usage,16320640,0,0,0,0,0,0,34340864,245.863959
47,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,write,19303616,101822512,400293,1617,52133126144,204950016,211943424,3600008261120,265.160320
47,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,stack,19303616,0,0,0,0,0,0,3264,265.160414
47,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,ctx,19303616,0,0,0,0,0,0,848,265.160459
47,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,heap,19303616,0,0,0,0,0,0,1552,265.160498
47,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,usage,19303616,0,0,0,0,0,0,34340864,265.160537
49,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,write,21732480,54810034,450614,1817,112250949632,230714368,238157824,3600323990528,275.069122
49,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,stack,21732480,0,0,0,0,0,0,3248,275.069213
49,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,ctx,21732480,0,0,0,0,0,0,848,275.069255
49,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,heap,21732480,0,0,0,0,0,0,4624,275.069293
49,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,usage,21732480,0,0,0,0,0,0,34340864,275.069328
48,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,write,22209664,78963482,460140,1851,80858605568,235591680,242614272,3600004235264,278.438740
48,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,stack,22209664,0,0,0,0,0,0,3248,278.438828
48,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,ctx,22209664,0,0,0,0,0,0,848,278.438869
48,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,heap,22209664,0,0,0,0,0,0,2576,278.438907
48,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,usage,22209664,0,0,0,0,0,0,34340864,278.438943
50,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,write,14476416,55436120,300731,1229,113533173760,153974272,161087488,3600009654784,92.358047
50,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,stack,14476416,0,0,0,0,0,0,3248,92.358122
50,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,ctx,14476416,0,0,0,0,0,0,848,92.358155
50,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,heap,14476416,0,0,0,0,0,0,8720,92.358183
50,bench_p26_wt,bench_p26_wt_many,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,usage,14476416,0,0,0,0,0,0,34340864,92.358211
52,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2,1,0,32768,42,134217728,2097152,write,67866112,108266662,3345054,13095,2377488584,1712667648,1716387840,3600002083544,44.919782
52,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2,1,0,32768,42,134217728,2097152,stack,67866112,0,0,0,0,0,0,3296,44.919907
52,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2,1,0,32768,42,134217728,2097152,ctx,67866112,0,0,0,0,0,0,624,44.919963
52,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2,1,0,32768,42,134217728,2097152,heap,67866112,0,0,0,0,0,0,1296,44.920012
52,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2,1,0,32768,42,134217728,2097152,usage,67866112,0,0,0,0,0,0,3801088,44.920056
53,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,write,71045248,106474467,3501527,13707,2494488032,1792781824,1796603904,3600001216928,46.378398
53,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,stack,71045248,0,0,0,0,0,0,3296,46.378500
53,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,ctx,71045248,0,0,0,0,0,0,624,46.378554
53,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,heap,71045248,0,0,0,0,0,0,1296,46.378600
53,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4,1,0,32768,42,134217728,2097152,usage,71045248,0,0,0,0,0,0,4849664,46.378645
54,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,write,87696704,97000448,4322243,16919,3203696072,2212988416,2217607168,3600002469848,53.605826
54,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,stack,87696704,0,0,0,0,0,0,3296,53.605933
54,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,ctx,87696704,0,0,0,0,0,0,624,53.605986
54,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,heap,87696704,0,0,0,0,0,0,1296,53.606032
54,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,8,1,0,32768,42,134217728,2097152,usage,87696704,0,0,0,0,0,0,4718592,53.606076
62,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,write,148084928,25975440,7298975,28572,53197701120,3737075200,3744989184,3600000698880,64.854863
62,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,stack,148084928,0,0,0,0,0,0,3296,64.854972
62,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,ctx,148084928,0,0,0,0,0,0,624,64.855025
62,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,heap,148084928,0,0,0,0,0,0,4624,64.855086
62,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,2048,1,0,32768,42,134217728,2097152,usage,148084928,0,0,0,0,0,0,4325376,64.855132
51,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,write,119645248,79254051,5897133,23086,4003651349,3019332096,3025928192,3600007228559,65.642003
51,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,stack,119645248,0,0,0,0,0,0,3296,65.642103
51,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,ctx,119645248,0,0,0,0,0,0,624,65.642155
51,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,heap,119645248,0,0,0,0,0,0,1296,65.642208
51,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1,1,0,32768,42,134217728,2097152,usage,119645248,0,0,0,0,0,0,3014656,65.642249
55,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,write,116444288,80640488,5739396,22469,4428926368,2938570752,2945056768,3600001456864,65.944142
55,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,stack,116444288,0,0,0,0,0,0,3296,65.944242
55,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,ctx,116444288,0,0,0,0,0,0,624,65.944293
55,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,heap,116444288,0,0,0,0,0,0,1296,65.944337
55,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,16,1,0,32768,42,134217728,2097152,usage,116444288,0,0,0,0,0,0,4194304,65.944379
56,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,write,148439424,62425977,7316389,28641,5804881984,3745991168,3754033152,3600001587904,67.679226
56,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,stack,148439424,0,0,0,0,0,0,3296,67.679333
56,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,ctx,148439424,0,0,0,0,0,0,624,67.687618
56,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,heap,148439424,0,0,0,0,0,0,1296,67.687678
56,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,32,1,0,32768,42,134217728,2097152,usage,148439424,0,0,0,0,0,0,4718592,67.687725
58,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,write,169495040,48980114,8354213,32704,8597170816,4277357056,4286578688,3600000234880,73.601184
58,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,stack,169495040,0,0,0,0,0,0,3296,73.601296
58,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,ctx,169495040,0,0,0,0,0,0,624,73.601347
58,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,heap,169495040,0,0,0,0,0,0,1296,73.601393
58,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,128,1,0,32768,42,134217728,2097152,usage,169495040,0,0,0,0,0,0,4849664,73.601434
61,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,write,162810112,33047453,8024736,31414,33840591872,4108664832,4117495808,3600000957440,76.103486
61,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,stack,162810112,0,0,0,0,0,0,3296,76.103576
61,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,ctx,162810112,0,0,0,0,0,0,624,76.103618
61,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,heap,162810112,0,0,0,0,0,0,2576,76.103651
61,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,1024,1,0,32768,42,134217728,2097152,usage,162810112,0,0,0,0,0,0,4456448,76.103695
57,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,write,169659008,50303752,8362270,32736,6771710400,4281482240,4290772992,3600000597312,77.450701
57,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,stack,169659008,0,0,0,0,0,0,3296,77.450797
57,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,ctx,169659008,0,0,0,0,0,0,624,77.450840
57,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,heap,169659008,0,0,0,0,0,0,1296,77.450878
57,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,64,1,0,32768,42,134217728,2097152,usage,169659008,0,0,0,0,0,0,4980736,77.450914
59,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,write,167913472,47143112,8276352,32399,12068636672,4237492224,4246601728,3600000800768,77.803103
59,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,stack,167913472,0,0,0,0,0,0,3296,77.803180
59,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,ctx,167913472,0,0,0,0,0,0,624,77.803217
59,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,heap,167913472,0,0,0,0,0,0,1296,77.803247
59,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,256,1,0,32768,42,134217728,2097152,usage,167913472,0,0,0,0,0,0,3014656,77.803275
60,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,write,174233344,38031754,8587822,33619,19472258048,4396964864,4406509568,3600000118784,78.929626
60,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,stack,174233344,0,0,0,0,0,0,3296,78.929702
60,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,ctx,174233344,0,0,0,0,0,0,624,78.929735
60,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,heap,174233344,0,0,0,0,0,0,1552,78.929763
60,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,512,1,0,32768,42,134217728,2097152,usage,174233344,0,0,0,0,0,0,3145728,78.929790
63,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,write,112310528,33399388,5535537,21669,68401946624,2834194944,2840199168,3600000169472,27.906886
63,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,stack,112310528,0,0,0,0,0,0,3296,27.906958
63,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,ctx,112310528,0,0,0,0,0,0,624,27.906990
63,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,heap,112310528,0,0,0,0,0,0,8720,27.907026
63,bench_p26_wt,bench_p26_wt_logging,32,64,1,0,64,0,3600000000000,4096,1,0,32768,42,134217728,2097152,usage,112310528,0,0,0,0,0,0,4194304,27.907054
