i,suite,case,FS,NO_FRUNCATE,FILE_COUNT,SIM_TIME,SKIP_WARMUP,CHUNK,BLOCK_SIZE,SEED,NO_SET,DISK_SIZE,SIM_SIZE,SIZE,DISK_GEOMETRY,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
39,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,4096,42,0,134217728,0,2097152,1,64,ctx,15165568,0,0,0,0,0,0,624,31.581242
39,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,4096,42,0,134217728,0,2097152,1,64,heap,15165568,0,0,0,0,0,0,1296,31.581337
39,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,4096,42,0,134217728,0,2097152,1,64,usage,15165568,0,0,0,0,0,0,2912256,31.581412
42,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,32768,42,0,134217728,0,2097152,1,64,write,76535936,101498724,3913555,61335,3132830605,2003740160,2009825280,3600000062839,31.756335
42,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,32768,42,0,134217728,0,2097152,1,64,stack,76535936,0,0,0,0,0,0,3296,31.756431
42,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,32768,42,0,134217728,0,2097152,1,64,ctx,76535936,0,0,0,0,0,0,624,31.756484
42,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,32768,42,0,134217728,0,2097152,1,64,heap,76535936,0,0,0,0,0,0,1296,31.756531
42,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,32768,42,0,134217728,0,2097152,1,64,usage,76535936,0,0,0,0,0,0,3375104,31.756577
41,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,16384,42,0,134217728,0,2097152,1,64,write,33575232,124112337,1892204,59410,2317344766,968808448,973373440,3600000829402,34.785833
41,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,16384,42,0,134217728,0,2097152,1,64,stack,33575232,0,0,0,0,0,0,3296,34.785938
41,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,16384,42,0,134217728,0,2097152,1,64,ctx,33575232,0,0,0,0,0,0,624,34.785987
41,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,16384,42,0,134217728,0,2097152,1,64,heap,33575232,0,0,0,0,0,0,1296,34.786030
41,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,16384,42,0,134217728,0,2097152,1,64,usage,33575232,0,0,0,0,0,0,2293760,34.786075
43,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,65536,42,0,134217728,0,2097152,1,64,write,106085696,86301025,5269268,41232,3721935630,2697865216,2702180352,3600001137162,37.449628
43,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,65536,42,0,134217728,0,2097152,1,64,stack,106085696,0,0,0,0,0,0,3296,37.449752
43,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,65536,42,0,134217728,0,2097152,1,64,ctx,106085696,0,0,0,0,0,0,624,37.449801
43,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,65536,42,0,134217728,0,2097152,1,64,heap,106085696,0,0,0,0,0,0,1296,37.449844
43,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,65536,42,0,134217728,0,2097152,1,64,usage,106085696,0,0,0,0,0,0,3801088,37.449886
44,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,131072,42,0,134217728,0,2097152,1,64,write,119645248,79254051,5897133,23086,4003651349,3019332096,3025928192,3600007228559,50.195982
44,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,131072,42,0,134217728,0,2097152,1,64,stack,119645248,0,0,0,0,0,0,3296,50.196072
44,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,131072,42,0,134217728,0,2097152,1,64,ctx,119645248,0,0,0,0,0,0,624,50.196113
44,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,131072,42,0,134217728,0,2097152,1,64,heap,119645248,0,0,0,0,0,0,1296,50.196147
44,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,131072,42,0,134217728,0,2097152,1,64,usage,119645248,0,0,0,0,0,0,3014656,50.196179
47,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,1048576,42,0,134217728,0,2097152,1,64,write,139013760,68531717,6854422,26784,4410968132,3509464064,3510632448,3600001638668,51.659575
47,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,1048576,42,0,134217728,0,2097152,1,64,stack,139013760,0,0,0,0,0,0,3296,51.659651
47,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,1048576,42,0,134217728,0,2097152,1,64,ctx,139013760,0,0,0,0,0,0,624,51.659689
47,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,1048576,42,0,134217728,0,2097152,1,64,heap,139013760,0,0,0,0,0,0,1296,51.659719
47,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,1048576,42,0,134217728,0,2097152,1,64,usage,139013760,0,0,0,0,0,0,8388608,51.659747
45,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,262144,42,0,134217728,0,2097152,1,64,write,124265088,76472893,6145457,24012,4112196384,3146473984,3147300864,3600001372512,52.996577
45,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,262144,42,0,134217728,0,2097152,1,64,stack,124265088,0,0,0,0,0,0,3296,52.996650
45,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,262144,42,0,134217728,0,2097152,1,64,ctx,124265088,0,0,0,0,0,0,624,52.996719
45,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,262144,42,0,134217728,0,2097152,1,64,heap,124265088,0,0,0,0,0,0,1296,52.996750
45,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,262144,42,0,134217728,0,2097152,1,64,usage,124265088,0,0,0,0,0,0,3932160,52.996778
46,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,524288,42,0,134217728,0,2097152,1,64,write,133659968,71484043,6590985,25752,4298125846,3374584320,3375366144,3600000974242,53.365683
46,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,524288,42,0,134217728,0,2097152,1,64,stack,133659968,0,0,0,0,0,0,3296,53.365738
46,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,524288,42,0,134217728,0,2097152,1,64,ctx,133659968,0,0,0,0,0,0,624,53.365768
46,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,524288,42,0,134217728,0,2097152,1,64,heap,133659968,0,0,0,0,0,0,1296,53.365792
46,bench_p26_wt,bench_p26_wt_logging,32,1,32768,3600000000000,0,64,524288,42,0,134217728,0,2097152,1,64,usage,133659968,0,0,0,0,0,0,6291456,53.365815
