i,suite,case,NO_SET,SEED,FS,CHUNK,NO_FRUNCATE,SIM_SIZE,SKIP_WARMUP,FILE_SIZE,READ_SIZE,SIZE,DISK_GEOMETRY,FILE_COUNT,SIM_TIME,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,heap,49793920,0,0,0,0,0,0,784,60.291728
46,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,usage,49793920,0,0,0,0,0,0,31965184,60.291782
38,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,write,64232256,6207258790,1897616,57517,6207258790,222942364,235589632,3600003248516,72.397738
38,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,stack,64232256,0,0,0,0,0,0,3488,72.397851
38,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,ctx,64232256,0,0,0,0,0,0,848,72.397909
38,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,heap,64232256,0,0,0,0,0,0,784,72.397959
38,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,usage,64232256,0,0,0,0,0,0,31965184,72.398005
44,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,write,59302656,12104480384,1760684,53500,12104480384,206788458,219136000,3600035259614,72.650145
44,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,stack,59302656,0,0,0,0,0,0,3488,72.650254
44,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,ctx,59302656,0,0,0,0,0,0,848,72.650309
44,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,heap,59302656,0,0,0,0,0,0,784,72.650357
44,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,usage,59302656,0,0,0,0,0,0,31965184,72.650407
45,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,write,55307008,17011932416,1649226,50134,17011932416,193567050,205348864,3600019191422,73.013843
45,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,stack,55307008,0,0,0,0,0,0,3488,73.013957
45,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,ctx,55307008,0,0,0,0,0,0,848,73.014013
45,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,heap,55307008,0,0,0,0,0,0,784,73.014060
45,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,usage,55307008,0,0,0,0,0,0,31965184,73.014108
42,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,write,63162432,7493605248,1867922,56639,7493605248,219436964,231993344,3600000283436,75.853780
42,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,stack,63162432,0,0,0,0,0,0,3488,75.853884
42,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,ctx,63162432,0,0,0,0,0,0,848,75.853940
42,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,heap,63162432,0,0,0,0,0,0,784,75.853988
42,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,usage,63162432,0,0,0,0,0,0,31965184,75.854035
43,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,write,61771456,9177996864,1829196,55488,9177996864,214859544,227278848,3600000167112,78.330772
43,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,stack,61771456,0,0,0,0,0,0,3488,78.330874
43,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,ctx,61771456,0,0,0,0,0,0,848,78.330927
43,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,heap,61771456,0,0,0,0,0,0,784,78.330973
43,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,usage,61771456,0,0,0,0,0,0,31965184,78.331017
41,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,write,63631232,6916434728,1881001,57036,6916434728,220999122,233619456,3600040884182,85.116038
41,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,stack,63631232,0,0,0,0,0,0,3488,85.116135
41,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,ctx,63631232,0,0,0,0,0,0,848,85.116185
41,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,heap,63631232,0,0,0,0,0,0,784,85.116228
41,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,usage,63631232,0,0,0,0,0,0,31965184,85.116268
39,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,write,64210560,6237294436,1897008,57496,6237294436,222869914,235503616,3600015048206,85.888618
39,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,stack,64210560,0,0,0,0,0,0,3488,85.888698
39,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,ctx,64210560,0,0,0,0,0,0,848,85.888738
39,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,heap,64210560,0,0,0,0,0,0,784,85.888771
39,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,usage,64210560,0,0,0,0,0,0,31965184,85.888801
40,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,write,64004608,6470270992,1891347,57340,6470270992,222209891,234864640,3600036655065,88.665097
40,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,stack,64004608,0,0,0,0,0,0,3488,88.665172
40,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,ctx,64004608,0,0,0,0,0,0,848,88.665207
40,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,heap,64004608,0,0,0,0,0,0,784,88.665248
40,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,usage,64004608,0,0,0,0,0,0,31965184,88.665276
50,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,write,46753664,27375140864,1411169,43051,27375140864,165413966,176336896,3600033869002,24.997495
50,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,stack,46753664,0,0,0,0,0,0,3488,24.997567
50,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,ctx,46753664,0,0,0,0,0,0,848,24.997599
50,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,heap,46753664,0,0,0,0,0,0,8464,24.997624
50,bench_p26_wt,bench_p26_wt_many,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,usage,46753664,0,0,0,0,0,0,31965184,24.997648
62,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2048,2097152,0,32768,3600000000000,134217728,write,12595072,20802000896,2069536,43040,20802000896,169223653,176291840,3600116740095,15.680647
62,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2048,2097152,0,32768,3600000000000,134217728,stack,12595072,0,0,0,0,0,0,3264,15.680779
62,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2048,2097152,0,32768,3600000000000,134217728,ctx,12595072,0,0,0,0,0,0,624,15.680843
62,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2048,2097152,0,32768,3600000000000,134217728,heap,12595072,0,0,0,0,0,0,4368,15.680898
62,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2048,2097152,0,32768,3600000000000,134217728,usage,12595072,0,0,0,0,0,0,2445312,15.680951
61,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1024,2097152,0,32768,3600000000000,134217728,write,13727680,14152735744,2266146,47193,14152735744,185576412,193302528,3600005420884,16.806020
61,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1024,2097152,0,32768,3600000000000,134217728,stack,13727680,0,0,0,0,0,0,3264,16.806135
61,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1024,2097152,0,32768,3600000000000,134217728,ctx,13727680,0,0,0,0,0,0,624,16.806196
61,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1024,2097152,0,32768,3600000000000,134217728,heap,13727680,0,0,0,0,0,0,2320,16.806251
61,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1024,2097152,0,32768,3600000000000,134217728,usage,13727680,0,0,0,0,0,0,2449408,16.806302
60,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,512,2097152,0,32768,3600000000000,134217728,write,14490752,9684468224,2398481,49984,9684468224,196566592,204734464,3600025721280,17.913146
60,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,512,2097152,0,32768,3600000000000,134217728,stack,14490752,0,0,0,0,0,0,3264,17.913260
60,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,512,2097152,0,32768,3600000000000,134217728,ctx,14490752,0,0,0,0,0,0,624,17.913321
60,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,512,2097152,0,32768,3600000000000,134217728,heap,14490752,0,0,0,0,0,0,1296,17.913373
60,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,512,2097152,0,32768,3600000000000,134217728,usage,14490752,0,0,0,0,0,0,2449408,17.913424
57,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,write,15666624,2772736448,2602865,54304,2772736448,213569490,222429184,3600053460374,18.746767
57,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,stack,15666624,0,0,0,0,0,0,3264,18.746878
57,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,ctx,15666624,0,0,0,0,0,0,624,18.746936
57,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,heap,15666624,0,0,0,0,0,0,784,18.746986
57,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,64,2097152,0,32768,3600000000000,134217728,usage,15666624,0,0,0,0,0,0,2449408,18.747051
59,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,write,14989376,6757088768,2485038,51813,6757088768,203767578,212226048,3600003782894,19.016051
59,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,stack,14989376,0,0,0,0,0,0,3264,19.016154
59,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,ctx,14989376,0,0,0,0,0,0,624,19.016211
59,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,heap,14989376,0,0,0,0,0,0,784,19.016261
59,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,256,2097152,0,32768,3600000000000,134217728,usage,14989376,0,0,0,0,0,0,2449408,19.016309
58,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,write,15417600,4247141632,2559353,53381,4247141632,209936889,218648576,3600016519291,19.298842
58,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,stack,15417600,0,0,0,0,0,0,3264,19.298944
58,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,ctx,15417600,0,0,0,0,0,0,624,19.299001
58,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,heap,15417600,0,0,0,0,0,0,784,19.299053
58,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,128,2097152,0,32768,3600000000000,134217728,usage,15417600,0,0,0,0,0,0,2449408,19.299102
51,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,20.150649
51,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,stack,15992704,0,0,0,0,0,0,3264,20.150759
51,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,ctx,15992704,0,0,0,0,0,0,624,20.150815
51,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,heap,15992704,0,0,0,0,0,0,784,20.150864
51,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,1,2097152,0,32768,3600000000000,134217728,usage,15992704,0,0,0,0,0,0,2449408,20.150911
56,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,write,15826560,1832315168,2630664,54891,1832315168,215878618,224833536,3600017851950,20.446121
56,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,stack,15826560,0,0,0,0,0,0,3264,20.446232
56,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,ctx,15826560,0,0,0,0,0,0,624,20.446284
56,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,heap,15826560,0,0,0,0,0,0,784,20.446333
56,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,32,2097152,0,32768,3600000000000,134217728,usage,15826560,0,0,0,0,0,0,2449408,20.446378
55,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,write,15907264,1349129360,2644727,55195,1349129360,217068813,226078720,3600019624823,20.529482
55,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,stack,15907264,0,0,0,0,0,0,3264,20.529572
55,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,ctx,15907264,0,0,0,0,0,0,624,20.529619
55,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,heap,15907264,0,0,0,0,0,0,784,20.529661
55,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,16,2097152,0,32768,3600000000000,134217728,usage,15907264,0,0,0,0,0,0,2449408,20.529703
54,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,write,15940992,1150803328,2650579,55319,1150803328,217556389,226586624,3600017229887,22.165550
54,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,stack,15940992,0,0,0,0,0,0,3264,22.165654
54,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,ctx,15940992,0,0,0,0,0,0,624,22.165698
54,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,heap,15940992,0,0,0,0,0,0,784,22.165734
54,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,8,2097152,0,32768,3600000000000,134217728,usage,15940992,0,0,0,0,0,0,2445312,22.165780
53,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,write,15965056,1004605364,2654797,55411,1004605364,217918901,226963456,3600003815311,22.600538
53,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,stack,15965056,0,0,0,0,0,0,3264,22.600625
53,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,ctx,15965056,0,0,0,0,0,0,624,22.600665
53,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,heap,15965056,0,0,0,0,0,0,784,22.600699
53,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4,2097152,0,32768,3600000000000,134217728,usage,15965056,0,0,0,0,0,0,2449408,22.600730
52,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,write,15977344,930277520,2656926,55458,930277520,218098989,227155968,3600000932567,23.402820
52,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,stack,15977344,0,0,0,0,0,0,3264,23.402901
52,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,ctx,15977344,0,0,0,0,0,0,624,23.402944
52,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,heap,15977344,0,0,0,0,0,0,784,23.402987
52,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,2,2097152,0,32768,3600000000000,134217728,usage,15977344,0,0,0,0,0,0,2449408,23.403020
63,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,write,13530944,15306268672,2231999,46473,15306268672,182737843,190353408,3600030602057,6.415931
63,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,stack,13530944,0,0,0,0,0,0,3264,6.415999
63,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,ctx,13530944,0,0,0,0,0,0,624,6.416032
63,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,heap,13530944,0,0,0,0,0,0,8464,6.416059
63,bench_p26_wt,bench_p26_wt_logging,1,42,33,64,0,0,0,64,4096,2097152,0,32768,3600000000000,134217728,usage,13530944,0,0,0,0,0,0,2449408,6.416083
