i,suite,case,SIM_SIZE,NO_FRUNCATE,SKIP_WARMUP,NO_SET,FILE_COUNT,SEED,DISK_SIZE,FS,PROG_SIZE,CHUNK,DISK_GEOMETRY,SIM_TIME,SIZE,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
47,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,ctx,21023232,0,0,0,0,0,0,752,44.122227
47,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,heap,21023232,0,0,0,0,0,0,1296,44.122277
47,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,usage,21023232,0,0,0,0,0,0,32477184,44.122322
45,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,write,45790464,5782058417,1322565,63000,5782058417,244101504,258048000,3600030881576,56.953471
45,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,stack,45790464,0,0,0,0,0,0,3312,56.953576
45,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,ctx,45790464,0,0,0,0,0,0,752,56.953631
45,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,heap,45790464,0,0,0,0,0,0,784,56.953693
45,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,usage,45790464,0,0,0,0,0,0,32182272,56.953745
44,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,write,56898560,6465468334,1557472,60308,6465468334,234363520,247021568,3600038742704,66.820970
44,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,stack,56898560,0,0,0,0,0,0,3312,66.821077
44,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,ctx,56898560,0,0,0,0,0,0,752,66.821136
44,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,heap,56898560,0,0,0,0,0,0,784,66.821187
44,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,usage,56898560,0,0,0,0,0,0,32124928,66.821245
46,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,write,43549376,5190571779,978821,66579,5190571779,250578176,272707584,3600003063416,67.708560
46,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,stack,43549376,0,0,0,0,0,0,3312,67.708666
46,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,ctx,43549376,0,0,0,0,0,0,752,67.708720
46,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,heap,43549376,0,0,0,0,0,0,784,67.708766
46,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,usage,43549376,0,0,0,0,0,0,32432128,67.708810
42,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,write,62889664,7162100633,1778319,57729,7162100633,225050512,236457984,3600042622104,74.330369
42,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,stack,62889664,0,0,0,0,0,0,3312,74.330480
42,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,ctx,62889664,0,0,0,0,0,0,752,74.330531
42,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,heap,62889664,0,0,0,0,0,0,784,74.330576
42,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,usage,62889664,0,0,0,0,0,0,31772672,74.330619
39,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,write,64870656,7340913660,1847143,56959,7340913660,220634580,233304064,3600000684828,77.455245
39,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,stack,64870656,0,0,0,0,0,0,3312,77.455329
39,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,ctx,64870656,0,0,0,0,0,0,752,77.455371
39,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,heap,64870656,0,0,0,0,0,0,784,77.455405
39,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,usage,64870656,0,0,0,0,0,0,31887360,77.455438
41,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,write,63973120,7224915736,1818260,57318,7224915736,222843520,234774528,3600000358208,78.863279
41,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,stack,63973120,0,0,0,0,0,0,3312,78.863371
41,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,ctx,63973120,0,0,0,0,0,0,752,78.863417
41,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,heap,63973120,0,0,0,0,0,0,784,78.863457
41,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,usage,63973120,0,0,0,0,0,0,31862784,78.863496
43,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,write,61537024,6968727890,1706156,58541,6968727890,227101760,239783936,3600011157904,79.489015
43,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,stack,61537024,0,0,0,0,0,0,3248,79.489099
43,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,ctx,61537024,0,0,0,0,0,0,752,79.489149
43,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,heap,61537024,0,0,0,0,0,0,784,79.489184
43,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,usage,61537024,0,0,0,0,0,0,31961088,79.489217
40,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,write,64630592,7257737568,1836094,57131,7257737568,221353828,234008576,3600006061420,81.181329
40,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,stack,64630592,0,0,0,0,0,0,3200,81.181398
40,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,ctx,64630592,0,0,0,0,0,0,752,81.181433
40,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,heap,64630592,0,0,0,0,0,0,784,81.181460
40,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,usage,64630592,0,0,0,0,0,0,31969280,81.181484
38,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,write,65014272,7342646095,1852402,56911,7342646095,220512933,233107456,3600012008599,82.039374
38,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,stack,65014272,0,0,0,0,0,0,3312,82.039442
38,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,ctx,65014272,0,0,0,0,0,0,752,82.039472
38,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,heap,65014272,0,0,0,0,0,0,784,82.039507
38,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,usage,65014272,0,0,0,0,0,0,31838208,82.039531
50,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,write,3452544,1210659472,1103872,68992,1210659472,282591232,282591232,3600032982656,8.829461
50,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,stack,3452544,0,0,0,0,0,0,3312,8.829529
50,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,ctx,3452544,0,0,0,0,0,0,752,8.829559
50,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,heap,3452544,0,0,0,0,0,0,8464,8.829585
50,bench_p26_wt,bench_p26_wt_many,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,usage,3452544,0,0,0,0,0,0,25804800,8.829610
62,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2048,64,0,3600000000000,2097152,64,write,1308480,458530618,830032,72125,458530618,212488192,295424000,3600025608464,12.056150
62,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2048,64,0,3600000000000,2097152,64,stack,1308480,0,0,0,0,0,0,3072,12.056278
62,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2048,64,0,3600000000000,2097152,64,ctx,1308480,0,0,0,0,0,0,528,12.056339
62,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2048,64,0,3600000000000,2097152,64,heap,1308480,0,0,0,0,0,0,4368,12.056390
62,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2048,64,0,3600000000000,2097152,64,usage,1308480,0,0,0,0,0,0,1392640,12.056440
61,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1024,64,0,3600000000000,2097152,64,write,2458240,693306967,948072,70855,693306967,242706432,290222080,3600073624984,14.686703
61,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1024,64,0,3600000000000,2097152,64,stack,2458240,0,0,0,0,0,0,3072,14.686811
61,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1024,64,0,3600000000000,2097152,64,ctx,2458240,0,0,0,0,0,0,528,14.686870
61,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1024,64,0,3600000000000,2097152,64,heap,2458240,0,0,0,0,0,0,2320,14.686921
61,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1024,64,0,3600000000000,2097152,64,usage,2458240,0,0,0,0,0,0,2199552,14.686969
60,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,write,4392384,883818868,1018416,70052,883818868,260714496,286932992,3600048937504,16.343851
60,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,stack,4392384,0,0,0,0,0,0,3072,16.343956
60,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,ctx,4392384,0,0,0,0,0,0,528,16.344013
60,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,heap,4392384,0,0,0,0,0,0,1296,16.344065
60,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,512,64,0,3600000000000,2097152,64,usage,4392384,0,0,0,0,0,0,2191360,16.344115
54,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,write,15764096,883546412,2591921,56077,883546412,219520672,229691392,3600002547648,17.692064
54,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,stack,15764096,0,0,0,0,0,0,3072,17.692172
54,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,ctx,15764096,0,0,0,0,0,0,528,17.692225
54,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,heap,15764096,0,0,0,0,0,0,784,17.692273
54,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,8,64,0,3600000000000,2097152,64,usage,15764096,0,0,0,0,0,0,2199552,17.692317
53,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,write,15976128,884676749,2635798,55686,884676749,219082836,228089856,3600001384004,18.684607
53,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,stack,15976128,0,0,0,0,0,0,3104,18.684710
53,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,ctx,15976128,0,0,0,0,0,0,528,18.684762
53,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,heap,15976128,0,0,0,0,0,0,784,18.684807
53,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4,64,0,3600000000000,2097152,64,usage,15976128,0,0,0,0,0,0,2199552,18.684852
56,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,write,14919424,903117952,2237308,59209,903117952,230864608,242520064,3600046144160,18.707291
56,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,stack,14919424,0,0,0,0,0,0,3088,18.707370
56,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,ctx,14919424,0,0,0,0,0,0,528,18.707422
56,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,heap,14919424,0,0,0,0,0,0,784,18.707467
56,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,32,64,0,3600000000000,2097152,64,usage,14919424,0,0,0,0,0,0,2199552,18.707512
59,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,write,8031552,1082736331,1065878,69448,1082736331,272864768,284459008,3600048178104,18.978210
59,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,stack,8031552,0,0,0,0,0,0,3168,18.978307
59,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,ctx,8031552,0,0,0,0,0,0,528,18.978359
59,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,heap,8031552,0,0,0,0,0,0,784,18.978405
59,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,256,64,0,3600000000000,2097152,64,usage,8031552,0,0,0,0,0,0,2199552,18.978450
52,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,write,16061632,880337937,2658466,55489,880337937,218127952,227282944,3600015055000,18.990004
52,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,stack,16061632,0,0,0,0,0,0,3168,18.990077
52,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,ctx,16061632,0,0,0,0,0,0,528,18.990122
52,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,heap,16061632,0,0,0,0,0,0,784,18.990161
52,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,2,64,0,3600000000000,2097152,64,usage,16061632,0,0,0,0,0,0,2199552,18.990196
55,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,write,15361088,881880417,2509005,56815,881880417,221380720,232714240,3600003243640,19.113841
55,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,stack,15361088,0,0,0,0,0,0,3072,19.113909
55,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,ctx,15361088,0,0,0,0,0,0,528,19.113941
55,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,heap,15361088,0,0,0,0,0,0,784,19.113967
55,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,16,64,0,3600000000000,2097152,64,usage,15361088,0,0,0,0,0,0,2199552,19.113992
57,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,write,13941888,914406060,1996545,61338,914406060,232973888,251240448,3600003865760,19.222106
57,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,stack,13941888,0,0,0,0,0,0,3072,19.222170
57,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,ctx,13941888,0,0,0,0,0,0,528,19.222219
57,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,heap,13941888,0,0,0,0,0,0,784,19.222251
57,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,64,64,0,3600000000000,2097152,64,usage,13941888,0,0,0,0,0,0,2199552,19.222280
51,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,write,16093632,882871469,2668527,55397,882871469,218062808,226906112,3600000970000,19.622425
51,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,stack,16093632,0,0,0,0,0,0,3104,19.622493
51,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,ctx,16093632,0,0,0,0,0,0,528,19.622536
51,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,heap,16093632,0,0,0,0,0,0,784,19.622579
51,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,1,64,0,3600000000000,2097152,64,usage,16093632,0,0,0,0,0,0,2203648,19.622606
58,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,write,12441280,1070863157,1669567,64097,1070863157,255169536,262541312,3600002105672,20.263336
58,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,stack,12441280,0,0,0,0,0,0,3104,20.263412
58,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,ctx,12441280,0,0,0,0,0,0,528,20.263445
58,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,heap,12441280,0,0,0,0,0,0,784,20.263473
58,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,128,64,0,3600000000000,2097152,64,usage,12441280,0,0,0,0,0,0,2203648,20.263498
63,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,write,875456,206054809,1116352,69772,206054809,285786112,285786112,3600002047976,3.922155
63,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,stack,875456,0,0,0,0,0,0,3040,3.922220
63,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,ctx,875456,0,0,0,0,0,0,528,3.922251
63,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,heap,875456,0,0,0,0,0,0,8464,3.922275
63,bench_p26_wt,bench_p26_wt_logging,0,0,0,0,32768,42,134217728,30,4096,64,0,3600000000000,2097152,64,usage,875456,0,0,0,0,0,0,946176,3.922298
