i,suite,case,READ_SIZE,SIM_TIME,FS,NO_FRUNCATE,NO_SET,SIM_SIZE,CHUNK,SKIP_WARMUP,DISK_GEOMETRY,FILE_SIZE,FILE_COUNT,DISK_SIZE,SEED,SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_many,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,10322944,0,0,0,0,0,0,3312,170.180753
40,bench_p26_wt,bench_p26_wt_many,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,10322944,0,0,0,0,0,0,848,170.180811
40,bench_p26_wt,bench_p26_wt_many,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,10322944,0,0,0,0,0,0,1296,170.180860
40,bench_p26_wt,bench_p26_wt_many,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,10322944,0,0,0,0,0,0,34078720,170.180907
41,bench_p26_wt,bench_p26_wt_many,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,11897280,131997872,290569,1186,14646111216,148771328,155451392,3600014649552,188.212713
41,bench_p26_wt,bench_p26_wt_many,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,11897280,0,0,0,0,0,0,3312,188.212820
41,bench_p26_wt,bench_p26_wt_many,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,11897280,0,0,0,0,0,0,848,188.212874
41,bench_p26_wt,bench_p26_wt_many,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,11897280,0,0,0,0,0,0,1296,188.212923
41,bench_p26_wt,bench_p26_wt_many,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,11897280,0,0,0,0,0,0,34078720,188.212969
38,bench_p26_wt,bench_p26_wt_many,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,13003072,131124368,313669,1278,15475130734,160598528,167510016,3600476055850,197.267929
38,bench_p26_wt,bench_p26_wt_many,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,13003072,0,0,0,0,0,0,3312,197.268039
38,bench_p26_wt,bench_p26_wt_many,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,13003072,0,0,0,0,0,0,848,197.268095
38,bench_p26_wt,bench_p26_wt_many,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,13003072,0,0,0,0,0,0,1296,197.268144
38,bench_p26_wt,bench_p26_wt_many,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,13003072,0,0,0,0,0,0,34078720,197.268191
42,bench_p26_wt,bench_p26_wt_many,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,14004352,129087778,334223,1357,17795852512,171122176,177864704,3600009343648,200.159242
42,bench_p26_wt,bench_p26_wt_many,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,14004352,0,0,0,0,0,0,3312,200.159353
42,bench_p26_wt,bench_p26_wt_many,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,14004352,0,0,0,0,0,0,848,200.159407
42,bench_p26_wt,bench_p26_wt_many,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,14004352,0,0,0,0,0,0,1296,200.159455
42,bench_p26_wt,bench_p26_wt_many,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,14004352,0,0,0,0,0,0,34078720,200.159503
45,bench_p26_wt,bench_p26_wt_many,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,15736832,123056369,370310,1500,25089675520,189598720,196608000,3600012830464,240.071639
45,bench_p26_wt,bench_p26_wt_many,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,15736832,0,0,0,0,0,0,3264,240.071749
45,bench_p26_wt,bench_p26_wt_many,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,15736832,0,0,0,0,0,0,848,240.071804
45,bench_p26_wt,bench_p26_wt_many,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,15736832,0,0,0,0,0,0,1296,240.071856
45,bench_p26_wt,bench_p26_wt_many,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,15736832,0,0,0,0,0,0,34078720,240.071913
43,bench_p26_wt,bench_p26_wt_many,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,15354240,127436977,362409,1470,19533868992,185553408,192675840,3600000373056,240.141005
43,bench_p26_wt,bench_p26_wt_many,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,15354240,0,0,0,0,0,0,3264,240.141108
43,bench_p26_wt,bench_p26_wt_many,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,15354240,0,0,0,0,0,0,848,240.141162
43,bench_p26_wt,bench_p26_wt_many,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,15354240,0,0,0,0,0,0,1296,240.141208
43,bench_p26_wt,bench_p26_wt_many,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,15354240,0,0,0,0,0,0,34078720,240.141253
44,bench_p26_wt,bench_p26_wt_many,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,15773568,125703078,371138,1504,21654021696,190022656,197132288,3600003728064,241.834583
44,bench_p26_wt,bench_p26_wt_many,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,15773568,0,0,0,0,0,0,3264,241.834686
44,bench_p26_wt,bench_p26_wt_many,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,15773568,0,0,0,0,0,0,848,241.834738
44,bench_p26_wt,bench_p26_wt_many,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,15773568,0,0,0,0,0,0,1296,241.834783
44,bench_p26_wt,bench_p26_wt_many,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,15773568,0,0,0,0,0,0,34078720,241.834827
46,bench_p26_wt,bench_p26_wt_many,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,15539136,118954943,366198,1484,30452465408,187493376,194510848,3600010326272,242.743553
46,bench_p26_wt,bench_p26_wt_many,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,15539136,0,0,0,0,0,0,3264,242.743647
46,bench_p26_wt,bench_p26_wt_many,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,15539136,0,0,0,0,0,0,848,242.743695
46,bench_p26_wt,bench_p26_wt_many,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,15539136,0,0,0,0,0,0,1296,242.743739
46,bench_p26_wt,bench_p26_wt_many,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,15539136,0,0,0,0,0,0,34078720,242.743779
47,bench_p26_wt,bench_p26_wt_many,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,18732544,101571756,432454,1746,52004739072,221416448,228851712,3600008432640,246.952866
47,bench_p26_wt,bench_p26_wt_many,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,18732544,0,0,0,0,0,0,3264,246.952959
47,bench_p26_wt,bench_p26_wt_many,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,18732544,0,0,0,0,0,0,848,246.961332
47,bench_p26_wt,bench_p26_wt_many,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,18732544,0,0,0,0,0,0,1552,246.961400
47,bench_p26_wt,bench_p26_wt_many,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,18732544,0,0,0,0,0,0,34078720,246.961441
48,bench_p26_wt,bench_p26_wt_many,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,21253760,78817816,484146,1943,80709443584,247882752,254672896,3600002722816,254.549111
48,bench_p26_wt,bench_p26_wt_many,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,21253760,0,0,0,0,0,0,3248,254.549194
48,bench_p26_wt,bench_p26_wt_many,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,21253760,0,0,0,0,0,0,848,254.549233
48,bench_p26_wt,bench_p26_wt_many,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,21253760,0,0,0,0,0,0,2576,254.549265
48,bench_p26_wt,bench_p26_wt_many,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,21253760,0,0,0,0,0,0,34078720,254.549296
49,bench_p26_wt,bench_p26_wt_many,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,20739584,54706756,473953,1908,112039436288,242663936,250085376,3600004421120,258.177994
49,bench_p26_wt,bench_p26_wt_many,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,20739584,0,0,0,0,0,0,3248,258.178078
49,bench_p26_wt,bench_p26_wt_many,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,20739584,0,0,0,0,0,0,848,258.178113
49,bench_p26_wt,bench_p26_wt_many,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,20739584,0,0,0,0,0,0,4624,258.178141
49,bench_p26_wt,bench_p26_wt_many,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,20739584,0,0,0,0,0,0,34078720,258.178168
50,bench_p26_wt,bench_p26_wt_many,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,13651008,55324448,327228,1333,113304469504,167540736,174718976,3600002492416,90.286190
50,bench_p26_wt,bench_p26_wt_many,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,13651008,0,0,0,0,0,0,3248,90.286259
50,bench_p26_wt,bench_p26_wt_many,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,13651008,0,0,0,0,0,0,848,90.286291
50,bench_p26_wt,bench_p26_wt_many,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,13651008,0,0,0,0,0,0,8720,90.286317
50,bench_p26_wt,bench_p26_wt_many,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,13651008,0,0,0,0,0,0,34078720,90.286342
53,bench_p26_wt,bench_p26_wt_logging,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,51146880,108713028,3294328,12874,2516007072,1686695936,1687420928,3600001663968,45.799870
53,bench_p26_wt,bench_p26_wt_logging,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,51146880,0,0,0,0,0,0,3296,45.799996
53,bench_p26_wt,bench_p26_wt_logging,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,51146880,0,0,0,0,0,0,624,45.800053
53,bench_p26_wt,bench_p26_wt_logging,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,51146880,0,0,0,0,0,0,1296,45.800102
53,bench_p26_wt,bench_p26_wt_logging,4,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,51146880,0,0,0,0,0,0,3014656,45.800148
52,bench_p26_wt,bench_p26_wt_logging,2,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,59935104,102292929,3866049,15107,2778261778,1979417088,1980104704,3600004031062,50.722359
52,bench_p26_wt,bench_p26_wt_logging,2,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,59935104,0,0,0,0,0,0,3296,50.722462
52,bench_p26_wt,bench_p26_wt_logging,2,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,59935104,0,0,0,0,0,0,624,50.722516
52,bench_p26_wt,bench_p26_wt_logging,2,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,59935104,0,0,0,0,0,0,1296,50.722564
52,bench_p26_wt,bench_p26_wt_logging,2,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,59935104,0,0,0,0,0,0,3014656,50.722611
54,bench_p26_wt,bench_p26_wt_logging,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,65599488,97868836,4234603,16547,3316256576,2168116736,2168848384,3600001299392,53.497947
54,bench_p26_wt,bench_p26_wt_logging,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,65599488,0,0,0,0,0,0,3296,53.498057
54,bench_p26_wt,bench_p26_wt_logging,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,65599488,0,0,0,0,0,0,624,53.498111
54,bench_p26_wt,bench_p26_wt_logging,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,65599488,0,0,0,0,0,0,1296,53.498158
54,bench_p26_wt,bench_p26_wt_logging,8,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,65599488,0,0,0,0,0,0,3014656,53.498202
51,bench_p26_wt,bench_p26_wt_logging,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,59.469179
51,bench_p26_wt,bench_p26_wt_logging,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,77765696,0,0,0,0,0,0,3296,59.469291
51,bench_p26_wt,bench_p26_wt_logging,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,77765696,0,0,0,0,0,0,624,59.469343
51,bench_p26_wt,bench_p26_wt_logging,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,77765696,0,0,0,0,0,0,1296,59.469402
51,bench_p26_wt,bench_p26_wt_logging,1,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,77765696,0,0,0,0,0,0,3014656,59.469447
61,bench_p26_wt,bench_p26_wt_logging,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,108641216,39058875,7034778,27489,39996288000,3601806336,3603038208,3600001769472,67.348853
61,bench_p26_wt,bench_p26_wt_logging,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,108641216,0,0,0,0,0,0,3296,67.348965
61,bench_p26_wt,bench_p26_wt_logging,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,108641216,0,0,0,0,0,0,624,67.349022
61,bench_p26_wt,bench_p26_wt_logging,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,108641216,0,0,0,0,0,0,2576,67.349072
61,bench_p26_wt,bench_p26_wt_logging,1024,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,108641216,0,0,0,0,0,0,3014656,67.349120
56,bench_p26_wt,bench_p26_wt_logging,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,103931968,68712135,6728413,26290,5950244512,3444947456,3445882880,3600000678880,67.828378
56,bench_p26_wt,bench_p26_wt_logging,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,103931968,0,0,0,0,0,0,3296,67.828480
56,bench_p26_wt,bench_p26_wt_logging,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,103931968,0,0,0,0,0,0,624,67.828532
56,bench_p26_wt,bench_p26_wt_logging,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,103931968,0,0,0,0,0,0,1296,67.828577
56,bench_p26_wt,bench_p26_wt_logging,32,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,103931968,0,0,0,0,0,0,3014656,67.828621
55,bench_p26_wt,bench_p26_wt_logging,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,91041920,78830123,5889859,23015,4658428048,3015607808,3016622080,3600001725616,69.160116
55,bench_p26_wt,bench_p26_wt_logging,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,91041920,0,0,0,0,0,0,3296,69.160224
55,bench_p26_wt,bench_p26_wt_logging,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,91041920,0,0,0,0,0,0,624,69.160275
55,bench_p26_wt,bench_p26_wt_logging,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,91041920,0,0,0,0,0,0,1296,69.160319
55,bench_p26_wt,bench_p26_wt_logging,16,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,91041920,0,0,0,0,0,0,3014656,69.160361
60,bench_p26_wt,bench_p26_wt_logging,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,112493440,48182505,7285418,28468,24669442560,3730134016,3731357696,3600000963072,69.416720
60,bench_p26_wt,bench_p26_wt_logging,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,112493440,0,0,0,0,0,0,3296,69.416816
60,bench_p26_wt,bench_p26_wt_logging,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,112493440,0,0,0,0,0,0,624,69.416865
60,bench_p26_wt,bench_p26_wt_logging,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,112493440,0,0,0,0,0,0,1552,69.416910
60,bench_p26_wt,bench_p26_wt_logging,512,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,112493440,0,0,0,0,0,0,3014656,69.416951
62,bench_p26_wt,bench_p26_wt_logging,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,105482624,27954391,6829267,26685,57250592768,3496584704,3497656320,3600001665536,71.937950
62,bench_p26_wt,bench_p26_wt_logging,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,105482624,0,0,0,0,0,0,3296,71.938042
62,bench_p26_wt,bench_p26_wt_logging,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,105482624,0,0,0,0,0,0,624,71.938089
62,bench_p26_wt,bench_p26_wt_logging,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,105482624,0,0,0,0,0,0,4624,71.938131
62,bench_p26_wt,bench_p26_wt_logging,2048,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,105482624,0,0,0,0,0,0,3014656,71.938184
58,bench_p26_wt,bench_p26_wt_logging,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,109821952,61547750,7111564,27789,9827379712,3641120768,3642359808,3600001345024,73.807799
58,bench_p26_wt,bench_p26_wt_logging,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,109821952,0,0,0,0,0,0,3296,73.807890
58,bench_p26_wt,bench_p26_wt_logging,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,109821952,0,0,0,0,0,0,624,73.807939
58,bench_p26_wt,bench_p26_wt_logging,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,109821952,0,0,0,0,0,0,1296,73.807986
58,bench_p26_wt,bench_p26_wt_logging,128,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,109821952,0,0,0,0,0,0,3014656,73.808022
57,bench_p26_wt,bench_p26_wt_logging,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,110717632,63073993,7169912,28017,7032438912,3670994944,3672244224,3600000891264,73.934871
57,bench_p26_wt,bench_p26_wt_logging,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,110717632,0,0,0,0,0,0,3296,73.934974
57,bench_p26_wt,bench_p26_wt_logging,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,110717632,0,0,0,0,0,0,624,73.935016
57,bench_p26_wt,bench_p26_wt_logging,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,110717632,0,0,0,0,0,0,1296,73.935054
57,bench_p26_wt,bench_p26_wt_logging,64,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,110717632,0,0,0,0,0,0,3014656,73.935089
59,bench_p26_wt,bench_p26_wt_logging,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,111878272,56506354,7245411,28311,14465626624,3709650432,3710779392,3600001521664,74.477316
59,bench_p26_wt,bench_p26_wt_logging,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,111878272,0,0,0,0,0,0,3296,74.477389
59,bench_p26_wt,bench_p26_wt_logging,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,111878272,0,0,0,0,0,0,624,74.477422
59,bench_p26_wt,bench_p26_wt_logging,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,111878272,0,0,0,0,0,0,1296,74.477449
59,bench_p26_wt,bench_p26_wt_logging,256,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,111878272,0,0,0,0,0,0,3014656,74.477474
63,bench_p26_wt,bench_p26_wt_logging,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,write,83661440,33930272,5409716,21139,69489197056,2769774592,2770731008,3600001792000,30.770780
63,bench_p26_wt,bench_p26_wt_logging,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,stack,83661440,0,0,0,0,0,0,3296,30.770850
63,bench_p26_wt,bench_p26_wt_logging,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,ctx,83661440,0,0,0,0,0,0,624,30.770881
63,bench_p26_wt,bench_p26_wt_logging,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,heap,83661440,0,0,0,0,0,0,8720,30.770905
63,bench_p26_wt,bench_p26_wt_logging,4096,3600000000000,33,0,1,0,64,0,1,64,32768,134217728,42,2097152,usage,83661440,0,0,0,0,0,0,3014656,30.770929
