i,suite,case,SIZE,SKIP_WARMUP,CHUNK,PROG_SIZE,DISK_GEOMETRY,NO_FRUNCATE,DISK_SIZE,NO_SET,FILE_COUNT,SIM_SIZE,SIM_TIME,FILE_SIZE,SEED,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
48,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,8632448,0,0,0,0,0,0,32129024,20.637425
47,bench_p26_wt,bench_p26_wt_many,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,20594432,2119431774,958890,69489,2119431774,245475840,284626944,3600031656624,31.067221
47,bench_p26_wt,bench_p26_wt_many,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,20594432,0,0,0,0,0,0,3248,31.067329
47,bench_p26_wt,bench_p26_wt_many,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,20594432,0,0,0,0,0,0,848,31.067385
47,bench_p26_wt,bench_p26_wt_many,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,20594432,0,0,0,0,0,0,1296,31.067434
47,bench_p26_wt,bench_p26_wt_many,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,20594432,0,0,0,0,0,0,32583680,31.067481
46,bench_p26_wt,bench_p26_wt_many,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,43253696,4151714497,991355,67390,4151714497,253786880,276029440,3600018851880,41.322175
46,bench_p26_wt,bench_p26_wt_many,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,43253696,0,0,0,0,0,0,3488,41.322290
46,bench_p26_wt,bench_p26_wt_many,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,43253696,0,0,0,0,0,0,848,41.322347
46,bench_p26_wt,bench_p26_wt_many,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,43253696,0,0,0,0,0,0,784,41.322409
46,bench_p26_wt,bench_p26_wt_many,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,43253696,0,0,0,0,0,0,32251904,41.322462
45,bench_p26_wt,bench_p26_wt_many,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,45894080,4656129091,1343350,63814,4656129091,247307904,261382144,3600000196600,56.034396
45,bench_p26_wt,bench_p26_wt_many,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,45894080,0,0,0,0,0,0,3248,56.034512
45,bench_p26_wt,bench_p26_wt_many,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,45894080,0,0,0,0,0,0,848,56.034568
45,bench_p26_wt,bench_p26_wt_many,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,45894080,0,0,0,0,0,0,784,56.034615
45,bench_p26_wt,bench_p26_wt_many,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,45894080,0,0,0,0,0,0,32268288,56.034682
42,bench_p26_wt,bench_p26_wt_many,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,63193984,6137281078,1806772,58386,6137281078,227513584,239149056,3600045597248,56.428896
42,bench_p26_wt,bench_p26_wt_many,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,63193984,0,0,0,0,0,0,3248,56.428994
42,bench_p26_wt,bench_p26_wt_many,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,63193984,0,0,0,0,0,0,848,56.429046
42,bench_p26_wt,bench_p26_wt_many,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,63193984,0,0,0,0,0,0,784,56.429089
42,bench_p26_wt,bench_p26_wt_many,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,63193984,0,0,0,0,0,0,32079872,56.429133
43,bench_p26_wt,bench_p26_wt_many,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,61728256,5870191190,1732990,59278,5870191190,229996448,242802688,3600025733200,58.587876
43,bench_p26_wt,bench_p26_wt_many,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,61728256,0,0,0,0,0,0,3488,58.587983
43,bench_p26_wt,bench_p26_wt_many,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,61728256,0,0,0,0,0,0,848,58.588049
43,bench_p26_wt,bench_p26_wt_many,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,61728256,0,0,0,0,0,0,784,58.588095
43,bench_p26_wt,bench_p26_wt_many,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,61728256,0,0,0,0,0,0,32002048,58.588143
44,bench_p26_wt,bench_p26_wt_many,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,56951808,5441975730,1580253,61014,5441975730,236952064,249913344,3600032587984,63.726376
44,bench_p26_wt,bench_p26_wt_many,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,56951808,0,0,0,0,0,0,3488,63.726473
44,bench_p26_wt,bench_p26_wt_many,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,56951808,0,0,0,0,0,0,848,63.726521
44,bench_p26_wt,bench_p26_wt_many,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,56951808,0,0,0,0,0,0,784,63.726563
44,bench_p26_wt,bench_p26_wt_many,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,56951808,0,0,0,0,0,0,32428032,63.726604
40,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,64731328,6228587094,1862718,57808,6228587094,224074812,236781568,3600008839140,63.821723
40,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,64731328,0,0,0,0,0,0,3488,63.821803
40,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,64731328,0,0,0,0,0,0,848,63.821843
40,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,64731328,0,0,0,0,0,0,784,63.821876
40,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,64731328,0,0,0,0,0,0,31985664,63.821907
38,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,64.817563
38,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,65273856,0,0,0,0,0,0,3488,64.817640
38,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,65273856,0,0,0,0,0,0,848,64.817677
38,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,65273856,0,0,0,0,0,0,784,64.817709
38,bench_p26_wt,bench_p26_wt_many,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,65273856,0,0,0,0,0,0,31920128,64.817739
39,bench_p26_wt,bench_p26_wt_many,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,65081344,6283752459,1875874,57643,6283752459,223301448,236105728,3600040065552,69.202501
39,bench_p26_wt,bench_p26_wt_many,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,65081344,0,0,0,0,0,0,3488,69.202586
39,bench_p26_wt,bench_p26_wt_many,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,65081344,0,0,0,0,0,0,848,69.202660
39,bench_p26_wt,bench_p26_wt_many,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,65081344,0,0,0,0,0,0,784,69.202695
39,bench_p26_wt,bench_p26_wt_many,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,65081344,0,0,0,0,0,0,31969280,69.202725
41,bench_p26_wt,bench_p26_wt_many,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,64187648,6224840067,1845888,57961,6224840067,225352568,237408256,3600033875552,69.819824
41,bench_p26_wt,bench_p26_wt_many,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,64187648,0,0,0,0,0,0,3488,69.819894
41,bench_p26_wt,bench_p26_wt_many,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,64187648,0,0,0,0,0,0,848,69.819930
41,bench_p26_wt,bench_p26_wt_many,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,64187648,0,0,0,0,0,0,784,69.819959
41,bench_p26_wt,bench_p26_wt_many,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,64187648,0,0,0,0,0,0,31977472,69.819986
50,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,3111552,516303847,1112576,69536,516303847,284819456,284819456,3600263076888,6.725933
50,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,3111552,0,0,0,0,0,0,3392,6.726000
50,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,3111552,0,0,0,0,0,0,848,6.726031
50,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,3111552,0,0,0,0,0,0,8464,6.726057
50,bench_p26_wt,bench_p26_wt_many,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,3111552,0,0,0,0,0,0,24768512,6.726081
62,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2048,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,1303488,443240674,830240,72138,443240674,212541440,295477248,3600083231568,12.410771
62,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2048,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,1303488,0,0,0,0,0,0,3200,12.410894
62,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2048,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,1303488,0,0,0,0,0,0,624,12.410954
62,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2048,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,1303488,0,0,0,0,0,0,4368,12.411004
62,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2048,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,1303488,0,0,0,0,0,0,1437696,12.411053
61,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,2428672,669182080,948464,70874,669182080,242806784,290299904,3600122360832,14.129574
61,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,2428672,0,0,0,0,0,0,3200,14.129689
61,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,2428672,0,0,0,0,0,0,624,14.129746
61,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,2428672,0,0,0,0,0,0,2320,14.129800
61,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1024,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,2428672,0,0,0,0,0,0,2293760,14.129857
60,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,4332032,848742199,1018366,70084,848742199,260701696,287064064,3600065578136,16.106993
60,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,4332032,0,0,0,0,0,0,3280,16.107095
60,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,4332032,0,0,0,0,0,0,624,16.107150
60,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,4332032,0,0,0,0,0,0,1296,16.107200
60,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,512,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,4332032,0,0,0,0,0,0,2326528,16.107247
51,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,16.605259
51,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,15992704,0,0,0,0,0,0,3264,16.605365
51,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,15992704,0,0,0,0,0,0,624,16.605420
51,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,15992704,0,0,0,0,0,0,784,16.605474
51,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,1,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,15992704,0,0,0,0,0,0,2449408,16.605525
52,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,15976768,839368606,2651732,55585,839368606,218664118,227676160,3600011877938,17.377954
52,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,15976768,0,0,0,0,0,0,3264,17.378059
52,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,15976768,0,0,0,0,0,0,624,17.378131
52,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,15976768,0,0,0,0,0,0,784,17.378177
52,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,2,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,15976768,0,0,0,0,0,0,2453504,17.378224
53,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,15887040,843337680,2626643,55804,843337680,219540584,228573184,3600003188024,18.108266
53,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,15887040,0,0,0,0,0,0,3264,18.108375
53,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,15887040,0,0,0,0,0,0,624,18.108429
53,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,15887040,0,0,0,0,0,0,784,18.108476
53,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,15887040,0,0,0,0,0,0,2453504,18.108521
56,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,14843328,863386072,2234999,59263,863386072,232972352,242741248,3600002947968,18.722620
56,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,14843328,0,0,0,0,0,0,3296,18.722722
56,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,14843328,0,0,0,0,0,0,624,18.722777
56,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,14843328,0,0,0,0,0,0,784,18.722823
56,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,32,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,14843328,0,0,0,0,0,0,2461696,18.722867
57,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,13977088,880333364,2018352,61173,880333364,236978880,250564608,3600017865824,18.782183
57,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,13977088,0,0,0,0,0,0,3264,18.782266
57,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,13977088,0,0,0,0,0,0,624,18.782316
57,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,13977088,0,0,0,0,0,0,784,18.782369
57,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,64,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,13977088,0,0,0,0,0,0,2445312,18.782411
59,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,7965248,1044510062,1065704,69483,1044510062,272820224,284602368,3600023611696,18.944157
59,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,7965248,0,0,0,0,0,0,3296,18.944259
59,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,7965248,0,0,0,0,0,0,624,18.944307
59,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,7965248,0,0,0,0,0,0,784,18.944351
59,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,256,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,7965248,0,0,0,0,0,0,2367488,18.944392
54,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,15692032,842983841,2586759,56159,842983841,220422480,230027264,3600021608216,18.986782
54,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,15692032,0,0,0,0,0,0,3296,18.986888
54,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,15692032,0,0,0,0,0,0,624,18.986931
54,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,15692032,0,0,0,0,0,0,784,18.986966
54,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,8,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,15692032,0,0,0,0,0,0,2453504,18.987010
55,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,15284352,841404509,2509399,56848,841404509,222520752,232849408,3600048474008,19.130680
55,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,15284352,0,0,0,0,0,0,3296,19.130769
55,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,15284352,0,0,0,0,0,0,624,19.130813
55,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,15284352,0,0,0,0,0,0,784,19.130850
55,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,16,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,15284352,0,0,0,0,0,0,2457600,19.130887
58,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,12369728,1032212097,1668685,64140,1032212097,255098112,262717440,3600036735528,19.641459
58,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,12369728,0,0,0,0,0,0,3200,19.641533
58,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,12369728,0,0,0,0,0,0,624,19.641566
58,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,12369728,0,0,0,0,0,0,784,19.641593
58,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,128,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,12369728,0,0,0,0,0,0,2416640,19.641619
63,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,write,870528,197569563,1116512,69782,197569563,285827072,285827072,3600177423416,4.968253
63,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,stack,870528,0,0,0,0,0,0,3168,4.968325
63,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,ctx,870528,0,0,0,0,0,0,624,4.968359
63,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,heap,870528,0,0,0,0,0,0,8464,4.968387
63,bench_p26_wt,bench_p26_wt_logging,2097152,0,64,4096,0,0,134217728,0,32768,0,3600000000000,64,42,3,usage,870528,0,0,0,0,0,0,978944,4.968414
