i,suite,case,NO_FRUNCATE,CHUNK,DISK_GEOMETRY,SKIP_WARMUP,CRYSTAL_THRESH,SIZE,NO_SET,FILE_COUNT,SEED,SIM_SIZE,PROG_SIZE,FS,SIM_TIME,FILE_SIZE,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
48,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,stack,12968256,0,0,0,0,0,0,3488,200.750665
48,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,ctx,12968256,0,0,0,0,0,0,848,200.750727
48,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,heap,12968256,0,0,0,0,0,0,2320,200.750781
48,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,usage,12968256,0,0,0,0,0,0,34340864,200.750834
41,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,write,9747072,130362475,224239,399,17817759082,46269608,52297728,3600016656214,221.964034
41,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,stack,9747072,0,0,0,0,0,0,3552,221.964159
41,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,ctx,9747072,0,0,0,0,0,0,848,221.964222
41,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,heap,9747072,0,0,0,0,0,0,784,221.964279
41,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,usage,9747072,0,0,0,0,0,0,34340864,221.964341
39,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,write,9725952,130378689,223957,398,17800659872,45751118,52166656,3600007969706,222.861338
39,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,stack,9725952,0,0,0,0,0,0,3552,222.861456
39,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,ctx,9725952,0,0,0,0,0,0,848,222.861515
39,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,heap,9725952,0,0,0,0,0,0,784,222.861570
39,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,usage,9725952,0,0,0,0,0,0,34340864,222.861626
44,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,write,10274368,130284943,239938,487,17692454568,56207680,63832064,3600014771768,227.454501
44,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,stack,10274368,0,0,0,0,0,0,3552,227.454614
44,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,ctx,10274368,0,0,0,0,0,0,848,227.454678
44,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,heap,10274368,0,0,0,0,0,0,784,227.454742
44,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,usage,10274368,0,0,0,0,0,0,34340864,227.454793
42,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,write,9773696,130376355,224693,405,17792379415,47117104,53084160,3600016890949,228.735410
42,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,stack,9773696,0,0,0,0,0,0,3552,228.735531
42,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,ctx,9773696,0,0,0,0,0,0,848,228.735590
42,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,heap,9773696,0,0,0,0,0,0,784,228.735641
42,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,usage,9773696,0,0,0,0,0,0,34340864,228.735689
38,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,write,9738496,130357266,223982,397,17827958464,45670317,52035584,3600002896407,229.572321
38,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,stack,9738496,0,0,0,0,0,0,3552,229.572435
38,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,ctx,9738496,0,0,0,0,0,0,848,229.572491
38,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,heap,9738496,0,0,0,0,0,0,784,229.572541
38,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,usage,9738496,0,0,0,0,0,0,34340864,229.572592
43,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,write,9944576,130259138,227241,416,17906699336,49017024,54525952,3600002602904,229.896424
43,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,stack,9944576,0,0,0,0,0,0,3552,229.896530
43,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,ctx,9944576,0,0,0,0,0,0,848,229.896586
43,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,heap,9944576,0,0,0,0,0,0,784,229.896634
43,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,usage,9944576,0,0,0,0,0,0,34340864,229.896680
40,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,write,9757568,130319014,224566,399,17869555297,46040816,52297728,3600010042627,233.274966
40,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,stack,9757568,0,0,0,0,0,0,3552,233.275061
40,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,ctx,9757568,0,0,0,0,0,0,848,233.275109
40,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,heap,9757568,0,0,0,0,0,0,784,233.275149
40,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,usage,9757568,0,0,0,0,0,0,34340864,233.275186
47,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,write,13888960,131420444,288750,1181,15417918233,147840000,154796032,3600006098651,233.849480
47,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,stack,13888960,0,0,0,0,0,0,3552,233.849557
47,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,ctx,13888960,0,0,0,0,0,0,848,233.849593
47,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,heap,13888960,0,0,0,0,0,0,1296,233.849623
47,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,usage,13888960,0,0,0,0,0,0,34603008,233.849650
45,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,write,11688320,129787462,263949,528,18017891302,63509760,69206016,3600190617874,241.872366
45,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,stack,11688320,0,0,0,0,0,0,3552,241.872458
45,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,ctx,11688320,0,0,0,0,0,0,848,241.872532
45,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,heap,11688320,0,0,0,0,0,0,784,241.872584
45,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,usage,11688320,0,0,0,0,0,0,34340864,241.872623
46,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,write,12187328,129534120,258954,553,18408863668,66292224,72482816,3600246947932,245.708094
46,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,stack,12187328,0,0,0,0,0,0,3552,245.708203
46,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,ctx,12187328,0,0,0,0,0,0,848,245.708261
46,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,heap,12187328,0,0,0,0,0,0,784,245.708315
46,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,usage,12187328,0,0,0,0,0,0,34340864,245.708369
50,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,write,6944704,137191924,285484,4652,7199650630,584671232,609746944,3600006934066,72.272954
50,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,stack,6944704,0,0,0,0,0,0,3584,72.273026
50,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,ctx,6944704,0,0,0,0,0,0,848,72.273058
50,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,heap,6944704,0,0,0,0,0,0,8464,72.273083
50,bench_p26_wt,bench_p26_wt_many,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,usage,6944704,0,0,0,0,0,0,34078720,72.273107
51,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,write,26852800,96020394,4714139,6292,1890712137,743244899,824705024,3600068875972,47.228319
51,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,stack,26852800,0,0,0,0,0,0,3328,47.228464
51,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,ctx,26852800,0,0,0,0,0,0,624,47.228524
51,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,heap,26852800,0,0,0,0,0,0,784,47.228575
51,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1,31,3600000000000,64,134217728,usage,26852800,0,0,0,0,0,0,8388608,47.228623
53,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,write,26964992,95755840,4735959,6388,1921930341,754048708,837287936,3600006216715,47.883757
53,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,stack,26964992,0,0,0,0,0,0,3328,47.883873
53,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,ctx,26964992,0,0,0,0,0,0,624,47.883958
53,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,heap,26964992,0,0,0,0,0,0,784,47.884010
53,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4,31,3600000000000,64,134217728,usage,26964992,0,0,0,0,0,0,8519680,47.884071
52,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,write,27118528,95191958,4790061,6425,1929524240,760536324,842137600,3600006255740,48.049385
52,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,stack,27118528,0,0,0,0,0,0,3328,48.049491
52,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,ctx,27118528,0,0,0,0,0,0,624,48.049547
52,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,heap,27118528,0,0,0,0,0,0,784,48.049596
52,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2,31,3600000000000,64,134217728,usage,27118528,0,0,0,0,0,0,8388608,48.049643
54,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,write,26993600,95540288,4754721,6465,1939297942,767068224,847380480,3600125352418,48.656792
54,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,stack,26993600,0,0,0,0,0,0,3328,48.656891
54,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,ctx,26993600,0,0,0,0,0,0,624,48.656945
54,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,heap,26993600,0,0,0,0,0,0,784,48.656991
54,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,8,31,3600000000000,64,134217728,usage,26993600,0,0,0,0,0,0,8519680,48.657035
57,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,write,26008064,97653931,4531449,6712,2081333651,795095744,879755264,3600001217065,48.915279
57,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,stack,26008064,0,0,0,0,0,0,3328,48.915385
57,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,ctx,26008064,0,0,0,0,0,0,624,48.915440
57,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,heap,26008064,0,0,0,0,0,0,784,48.915489
57,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,64,31,3600000000000,64,134217728,usage,26008064,0,0,0,0,0,0,9306112,48.915534
55,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,write,27171328,95336980,4770850,6574,1961243167,778311600,861667328,3600003668573,48.961149
55,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,stack,27171328,0,0,0,0,0,0,3328,48.961241
55,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,ctx,27171328,0,0,0,0,0,0,624,48.961294
55,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,heap,27171328,0,0,0,0,0,0,784,48.961340
55,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,16,31,3600000000000,64,134217728,usage,27171328,0,0,0,0,0,0,8519680,48.961384
56,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,write,26956224,95550929,4743259,6754,2007177619,799717440,885260288,3600001262249,49.319138
56,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,stack,26956224,0,0,0,0,0,0,3328,49.319239
56,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,ctx,26956224,0,0,0,0,0,0,624,49.319292
56,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,heap,26956224,0,0,0,0,0,0,784,49.319339
56,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,32,31,3600000000000,64,134217728,usage,26956224,0,0,0,0,0,0,8650752,49.319383
58,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,write,25400704,97581510,4500637,7955,2285559070,961392768,1042677760,3600006599354,51.023543
58,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,stack,25400704,0,0,0,0,0,0,3328,51.023645
58,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,ctx,25400704,0,0,0,0,0,0,624,51.023696
58,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,heap,25400704,0,0,0,0,0,0,784,51.023739
58,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,128,31,3600000000000,64,134217728,usage,25400704,0,0,0,0,0,0,9043968,51.023781
59,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,write,23550592,99556625,4251283,8859,2789592454,1088328448,1161166848,3600010181106,53.452765
59,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,stack,23550592,0,0,0,0,0,0,3328,53.452872
59,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,ctx,23550592,0,0,0,0,0,0,624,53.452920
59,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,heap,23550592,0,0,0,0,0,0,784,53.452966
59,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,256,31,3600000000000,64,134217728,usage,23550592,0,0,0,0,0,0,9043968,53.453011
60,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,write,21401152,110040039,3085959,12592,3675604593,1580011008,1650458624,3600002946147,59.997228
60,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,stack,21401152,0,0,0,0,0,0,3328,59.997312
60,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,ctx,21401152,0,0,0,0,0,0,624,59.997352
60,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,heap,21401152,0,0,0,0,0,0,1296,59.997386
60,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,512,31,3600000000000,64,134217728,usage,21401152,0,0,0,0,0,0,9175040,59.997417
61,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,write,17048640,117061441,2221193,17816,4730556459,2274501632,2335178752,3600004157233,67.650767
61,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,stack,17048640,0,0,0,0,0,0,3280,67.650847
61,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,ctx,17048640,0,0,0,0,0,0,624,67.650884
61,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,heap,17048640,0,0,0,0,0,0,2320,67.650913
61,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,1024,31,3600000000000,64,134217728,usage,17048640,0,0,0,0,0,0,9043968,67.650940
62,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2048,31,3600000000000,64,134217728,write,11254272,123636743,1426710,22749,5515385669,2921902080,2981756928,3600003470879,79.850879
62,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2048,31,3600000000000,64,134217728,stack,11254272,0,0,0,0,0,0,3344,79.850961
62,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2048,31,3600000000000,64,134217728,ctx,11254272,0,0,0,0,0,0,624,79.850998
62,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2048,31,3600000000000,64,134217728,heap,11254272,0,0,0,0,0,0,4368,79.851026
62,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,2048,31,3600000000000,64,134217728,usage,11254272,0,0,0,0,0,0,9437184,79.851051
63,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,write,6793216,120422198,1649056,26363,5920256954,3377266688,3455451136,3600007190222,67.307738
63,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,stack,6793216,0,0,0,0,0,0,3360,67.307809
63,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,ctx,6793216,0,0,0,0,0,0,624,67.307840
63,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,heap,6793216,0,0,0,0,0,0,8464,67.307864
63,bench_p26_wt,bench_p26_wt_logging,0,64,1,0,-1,2097152,0,32768,42,0,4096,31,3600000000000,64,134217728,usage,6793216,0,0,0,0,0,0,9306112,67.307888
