i,suite,case,SEED,DISK_SIZE,NO_FRUNCATE,SIM_TIME,DISK_GEOMETRY,FS,FILE_SIZE,CHUNK,READ_SIZE,NO_SET,FILE_COUNT,SKIP_WARMUP,SIZE,SIM_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,heap,783488,0,0,0,0,0,0,1552,63.582236
41,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,usage,783488,0,0,0,0,0,0,10223616,63.582283
42,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,write,740800,136118098,25957,144,13963279840,13289984,18874368,3617561830816,64.915622
42,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,stack,740800,0,0,0,0,0,0,2288,64.915722
42,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,ctx,740800,0,0,0,0,0,0,640,64.915771
42,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,heap,740800,0,0,0,0,0,0,1552,64.915813
42,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,usage,740800,0,0,0,0,0,0,9699328,64.915854
43,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,write,898368,134211534,31133,182,17072293248,15940096,23855104,3631195686528,76.628589
43,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,stack,898368,0,0,0,0,0,0,2288,76.628747
43,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,ctx,898368,0,0,0,0,0,0,640,76.628799
43,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,heap,898368,0,0,0,0,0,0,1552,76.628844
43,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,usage,898368,0,0,0,0,0,0,14417920,76.628886
44,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,write,971456,129464179,33565,202,21537150144,17185280,26476544,3600027600960,87.991664
44,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,stack,971456,0,0,0,0,0,0,2288,87.991779
44,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,ctx,971456,0,0,0,0,0,0,640,87.991829
44,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,heap,971456,0,0,0,0,0,0,1552,87.991871
44,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,usage,971456,0,0,0,0,0,0,16777216,87.991912
46,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,write,1280640,113512700,41801,225,42061866496,21402112,29491200,3600156817408,106.125798
46,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,stack,1280640,0,0,0,0,0,0,2288,106.125902
46,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,ctx,1280640,0,0,0,0,0,0,640,106.125953
46,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,heap,1280640,0,0,0,0,0,0,1552,106.125995
46,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,usage,1280640,0,0,0,0,0,0,19398656,106.126036
47,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,write,1260160,104624146,41197,220,53567562752,21092864,28835840,3600153324032,115.617238
47,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,stack,1260160,0,0,0,0,0,0,2288,115.617340
47,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,ctx,1260160,0,0,0,0,0,0,640,115.617387
47,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,heap,1260160,0,0,0,0,0,0,1552,115.617427
47,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,usage,1260160,0,0,0,0,0,0,18874368,115.617465
45,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,write,1272384,119830453,41540,222,34334019584,21268480,29097984,3608519174144,116.264347
45,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,stack,1272384,0,0,0,0,0,0,2288,116.264438
45,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,ctx,1272384,0,0,0,0,0,0,640,116.264483
45,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,heap,1272384,0,0,0,0,0,0,1552,116.264521
45,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,usage,1272384,0,0,0,0,0,0,19136512,116.264556
48,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,write,1724928,81451697,49927,297,83406537728,27960320,38928384,3600070854656,149.715826
48,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,stack,1724928,0,0,0,0,0,0,2288,149.715914
48,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,ctx,1724928,0,0,0,0,0,0,640,149.715955
48,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,heap,1724928,0,0,0,0,0,0,3088,149.715990
48,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,usage,1724928,0,0,0,0,0,0,22282240,149.716023
49,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,write,2149696,56460029,57187,346,115630139392,33405440,45350912,3600137803264,199.633586
49,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,stack,2149696,0,0,0,0,0,0,2288,199.633690
49,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,ctx,2149696,0,0,0,0,0,0,640,199.633734
49,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,heap,2149696,0,0,0,0,0,0,6160,199.633798
49,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,usage,2149696,0,0,0,0,0,0,27000832,199.633834
50,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,write,2099200,56464940,56061,336,115640197120,32727552,44040192,3600135714304,154.205067
50,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,stack,2099200,0,0,0,0,0,0,2288,154.205137
50,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,ctx,2099200,0,0,0,0,0,0,640,154.205168
50,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,heap,2099200,0,0,0,0,0,0,12304,154.205194
50,bench_p26_wt,bench_p26_wt_many,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,usage,2099200,0,0,0,0,0,0,25690112,154.205217
52,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2,0,32768,0,2097152,0,write,5071808,24107613,10215513,79566,10492714348,5230342656,10428874752,3600047117572,322.608727
52,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2,0,32768,0,2097152,0,stack,5071808,0,0,0,0,0,0,1904,322.608854
52,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2,0,32768,0,2097152,0,ctx,5071808,0,0,0,0,0,0,400,322.608912
52,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2,0,32768,0,2097152,0,heap,5071808,0,0,0,0,0,0,1552,322.608971
52,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2,0,32768,0,2097152,0,usage,5071808,0,0,0,0,0,0,3670016,322.609019
53,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4,0,32768,0,2097152,0,write,5071808,24107613,10215513,79566,10492733916,5230342656,10428874752,3600047489364,322.816348
53,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4,0,32768,0,2097152,0,stack,5071808,0,0,0,0,0,0,1904,322.816452
53,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4,0,32768,0,2097152,0,ctx,5071808,0,0,0,0,0,0,400,322.816506
53,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4,0,32768,0,2097152,0,heap,5071808,0,0,0,0,0,0,1552,322.816554
53,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4,0,32768,0,2097152,0,usage,5071808,0,0,0,0,0,0,3670016,322.816626
54,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,write,5071808,24095823,10215513,79566,10507174440,5230342656,10428874752,3600032108280,323.286349
54,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,stack,5071808,0,0,0,0,0,0,1904,323.286544
54,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,ctx,5071808,0,0,0,0,0,0,400,323.286598
54,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,heap,5071808,0,0,0,0,0,0,1552,323.286643
54,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,8,0,32768,0,2097152,0,usage,5071808,0,0,0,0,0,0,3670016,323.286685
51,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1,0,32768,0,2097152,0,write,5071808,24107915,10215513,79566,10492696364,5230342656,10428874752,3600054197828,324.248111
51,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1,0,32768,0,2097152,0,stack,5071808,0,0,0,0,0,0,1904,324.248284
51,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1,0,32768,0,2097152,0,ctx,5071808,0,0,0,0,0,0,400,324.248337
51,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1,0,32768,0,2097152,0,heap,5071808,0,0,0,0,0,0,1552,324.248380
51,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1,0,32768,0,2097152,0,usage,5071808,0,0,0,0,0,0,3670016,324.248423
57,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,write,5145408,22197555,10370195,80722,10727944640,5309539840,10580393984,3600000668480,325.112091
57,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,stack,5145408,0,0,0,0,0,0,1904,325.112206
57,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,ctx,5145408,0,0,0,0,0,0,400,325.112257
57,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,heap,5145408,0,0,0,0,0,0,1552,325.112301
57,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,64,0,32768,0,2097152,0,usage,5145408,0,0,0,0,0,0,3801088,325.112344
56,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,write,5147328,22207817,10372269,80752,10684555552,5310601728,10584326144,3600025834336,326.206680
56,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,stack,5147328,0,0,0,0,0,0,1904,326.206778
56,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,ctx,5147328,0,0,0,0,0,0,400,326.206828
56,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,heap,5147328,0,0,0,0,0,0,1552,326.206871
56,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,32,0,32768,0,2097152,0,usage,5147328,0,0,0,0,0,0,3801088,326.206918
60,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,write,5108480,22115314,10338888,80141,11323040768,5293510656,10504241152,3600017251328,326.262822
60,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,stack,5108480,0,0,0,0,0,0,1904,326.262911
60,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,ctx,5108480,0,0,0,0,0,0,400,326.262958
60,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,heap,5108480,0,0,0,0,0,0,1552,326.262999
60,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,512,0,32768,0,2097152,0,usage,5108480,0,0,0,0,0,0,3670016,326.263040
58,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,write,5141248,22180265,10366088,80656,10813594496,5307437056,10571743232,3600007223936,340.305585
58,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,stack,5141248,0,0,0,0,0,0,1904,340.305693
58,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,ctx,5141248,0,0,0,0,0,0,400,340.305743
58,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,heap,5141248,0,0,0,0,0,0,1552,340.305789
58,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,128,0,32768,0,2097152,0,usage,5141248,0,0,0,0,0,0,3801088,340.305829
55,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,write,5094848,23230723,10288233,79928,10594444496,5267575296,10476322816,3600018211184,340.514054
55,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,stack,5094848,0,0,0,0,0,0,1904,340.514138
55,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,ctx,5094848,0,0,0,0,0,0,400,340.514182
55,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,heap,5094848,0,0,0,0,0,0,1552,340.514221
55,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,16,0,32768,0,2097152,0,usage,5094848,0,0,0,0,0,0,3670016,340.514259
59,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,write,5128640,22160988,10356865,80459,10984806144,5302714880,10545922048,3600005032704,340.759453
59,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,stack,5128640,0,0,0,0,0,0,1904,340.759540
59,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,ctx,5128640,0,0,0,0,0,0,400,340.759596
59,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,heap,5128640,0,0,0,0,0,0,1552,340.759635
59,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,256,0,32768,0,2097152,0,usage,5128640,0,0,0,0,0,0,3801088,340.759671
61,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,write,8953472,19614609,9142856,140429,20085359616,9254855168,18406309888,3600004788736,458.076273
61,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,stack,8953472,0,0,0,0,0,0,1904,458.076364
61,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,ctx,8953472,0,0,0,0,0,0,400,458.076402
61,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,heap,8953472,0,0,0,0,0,0,3088,458.076434
61,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,1024,0,32768,0,2097152,0,usage,8953472,0,0,0,0,0,0,3407872,458.076463
62,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,write,14257408,16012249,7457510,223632,32793085952,14759783936,29311893504,3600003580416,609.578417
62,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,stack,14257408,0,0,0,0,0,0,1904,609.578495
62,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,ctx,14257408,0,0,0,0,0,0,400,609.578530
62,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,heap,14257408,0,0,0,0,0,0,6160,609.578558
62,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,2048,0,32768,0,2097152,0,usage,14257408,0,0,0,0,0,0,4456448,609.578584
63,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,write,14094400,16500594,7367184,221074,33793216512,14580668928,28976611328,3600006716928,388.169250
63,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,stack,14094400,0,0,0,0,0,0,1904,388.169322
63,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,ctx,14094400,0,0,0,0,0,0,400,388.169353
63,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,heap,14094400,0,0,0,0,0,0,12304,388.169378
63,bench_p26_wt,bench_p26_wt_logging,42,134217728,0,3600000000000,1,2,64,64,4096,0,32768,0,2097152,0,usage,14094400,0,0,0,0,0,0,4325376,388.169402
