i,suite,case,SEED,SIM_TIME,DISK_GEOMETRY,NO_FRUNCATE,DISK_SIZE,SIZE,FS,FILE_COUNT,FILE_SIZE,NO_SET,CHUNK,SKIP_WARMUP,PROG_SIZE,SIM_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,write,41492736,4005330642,994990,67487,4005330642,254717440,276426752,3600000513232,55.092583
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,stack,41492736,0,0,0,0,0,0,3488,55.092698
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,ctx,41492736,0,0,0,0,0,0,848,55.100974
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,heap,41492736,0,0,0,0,0,0,784,55.101034
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,usage,41492736,0,0,0,0,0,0,32436224,55.101084
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,write,60740800,5779848073,1747566,59229,5779848073,229744640,242601984,3600034555752,57.222036
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,stack,60740800,0,0,0,0,0,0,3488,57.222138
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,ctx,60740800,0,0,0,0,0,0,848,57.222192
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,heap,60740800,0,0,0,0,0,0,784,57.222239
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,usage,60740800,0,0,0,0,0,0,32227328,57.222286
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,write,45044352,4565104551,1344838,63882,4565104551,247590144,261660672,3600019876632,57.625199
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,stack,45044352,0,0,0,0,0,0,3248,57.625299
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,ctx,45044352,0,0,0,0,0,0,848,57.625354
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,heap,45044352,0,0,0,0,0,0,784,57.625402
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,usage,45044352,0,0,0,0,0,0,32292864,57.625456
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,write,63839872,6140681453,1879734,57735,6140681453,223670164,236482560,3600008601348,58.097275
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,stack,63839872,0,0,0,0,0,0,3488,58.097384
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,ctx,63839872,0,0,0,0,0,0,848,58.097437
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,heap,63839872,0,0,0,0,0,0,784,58.097483
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,usage,63839872,0,0,0,0,0,0,32079872,58.097528
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,write,64022720,6190202234,1890990,57591,6190202234,222986592,235892736,3600000479024,61.679710
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,stack,64022720,0,0,0,0,0,0,3488,61.679797
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,ctx,64022720,0,0,0,0,0,0,848,61.679841
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,heap,64022720,0,0,0,0,0,0,784,61.679877
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,usage,64022720,0,0,0,0,0,0,31920128,61.679910
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,write,55594624,5292462529,1589571,61064,5292462529,237495168,250118144,3600040704424,63.989604
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,stack,55594624,0,0,0,0,0,0,3488,63.989685
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,ctx,55594624,0,0,0,0,0,0,848,63.989725
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,heap,55594624,0,0,0,0,0,0,784,63.989758
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,usage,55594624,0,0,0,0,0,0,32161792,63.989788
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,write,62353472,5995799026,1824858,58351,5995799026,227441776,239005696,3600046712864,67.953012
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,stack,62353472,0,0,0,0,0,0,3248,67.953095
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,ctx,62353472,0,0,0,0,0,0,848,67.953134
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,heap,62353472,0,0,0,0,0,0,784,67.953165
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,usage,62353472,0,0,0,0,0,0,32239616,67.953194
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,write,63484608,6105772227,1866403,57884,6105772227,225053392,237092864,3600009207016,69.221469
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,stack,63484608,0,0,0,0,0,0,3488,69.221539
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,ctx,63484608,0,0,0,0,0,0,848,69.221574
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,heap,63484608,0,0,0,0,0,0,784,69.221602
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,usage,63484608,0,0,0,0,0,0,32329728,69.221631
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,write,64232256,6207258790,1897616,57517,6207258790,222942364,235589632,3600003248516,69.675200
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,stack,64232256,0,0,0,0,0,0,3488,69.675268
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,ctx,64232256,0,0,0,0,0,0,848,69.675298
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,heap,64232256,0,0,0,0,0,0,784,69.675331
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,usage,64232256,0,0,0,0,0,0,31965184,69.675355
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,write,2002304,456940529,1113296,69581,456940529,285003776,285003776,3600205077928,5.513796
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,stack,2002304,0,0,0,0,0,0,3392,5.513865
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,ctx,2002304,0,0,0,0,0,0,848,5.513896
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,heap,2002304,0,0,0,0,0,0,8464,5.513921
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,usage,2002304,0,0,0,0,0,0,20197376,5.513945
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2048,0,write,1303488,443240674,830240,72138,443240674,212541440,295477248,3600083231568,12.509886
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2048,0,stack,1303488,0,0,0,0,0,0,3200,12.510002
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2048,0,ctx,1303488,0,0,0,0,0,0,624,12.510072
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2048,0,heap,1303488,0,0,0,0,0,0,4368,12.510123
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2048,0,usage,1303488,0,0,0,0,0,0,1437696,12.510171
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1024,0,write,2428672,669182080,948464,70874,669182080,242806784,290299904,3600122360832,13.956069
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1024,0,stack,2428672,0,0,0,0,0,0,3200,13.956177
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1024,0,ctx,2428672,0,0,0,0,0,0,624,13.956312
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1024,0,heap,2428672,0,0,0,0,0,0,2320,13.956376
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1024,0,usage,2428672,0,0,0,0,0,0,2293760,13.956438
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,512,0,write,4332032,848742199,1018366,70084,848742199,260701696,287064064,3600065578136,16.336241
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,512,0,stack,4332032,0,0,0,0,0,0,3280,16.336351
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,512,0,ctx,4332032,0,0,0,0,0,0,624,16.344649
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,512,0,heap,4332032,0,0,0,0,0,0,1296,16.344710
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,512,0,usage,4332032,0,0,0,0,0,0,2326528,16.344761
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,17.293217
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,stack,15992704,0,0,0,0,0,0,3264,17.293317
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,ctx,15992704,0,0,0,0,0,0,624,17.293369
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,heap,15992704,0,0,0,0,0,0,784,17.293421
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,1,0,usage,15992704,0,0,0,0,0,0,2449408,17.293478
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,write,14843328,863386072,2234999,59263,863386072,232972352,242741248,3600002947968,17.704890
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,stack,14843328,0,0,0,0,0,0,3296,17.704992
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,ctx,14843328,0,0,0,0,0,0,624,17.705055
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,heap,14843328,0,0,0,0,0,0,784,17.705101
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,32,0,usage,14843328,0,0,0,0,0,0,2461696,17.705149
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,write,15692032,842983841,2586759,56159,842983841,220422480,230027264,3600021608216,18.016915
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,stack,15692032,0,0,0,0,0,0,3296,18.017020
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,ctx,15692032,0,0,0,0,0,0,624,18.017075
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,heap,15692032,0,0,0,0,0,0,784,18.017121
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,8,0,usage,15692032,0,0,0,0,0,0,2453504,18.017167
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,write,15976768,839368606,2651732,55585,839368606,218664118,227676160,3600011877938,18.098567
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,stack,15976768,0,0,0,0,0,0,3264,18.098653
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,ctx,15976768,0,0,0,0,0,0,624,18.098706
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,heap,15976768,0,0,0,0,0,0,784,18.098752
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,2,0,usage,15976768,0,0,0,0,0,0,2453504,18.098798
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,write,15887040,843337680,2626643,55804,843337680,219540584,228573184,3600003188024,18.830310
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,stack,15887040,0,0,0,0,0,0,3264,18.830415
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,ctx,15887040,0,0,0,0,0,0,624,18.830467
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,heap,15887040,0,0,0,0,0,0,784,18.830516
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4,0,usage,15887040,0,0,0,0,0,0,2453504,18.830561
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,write,13977088,880333364,2018352,61173,880333364,236978880,250564608,3600017865824,18.883835
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,stack,13977088,0,0,0,0,0,0,3264,18.883921
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,ctx,13977088,0,0,0,0,0,0,624,18.883982
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,heap,13977088,0,0,0,0,0,0,784,18.884028
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,64,0,usage,13977088,0,0,0,0,0,0,2445312,18.884076
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,write,15284352,841404509,2509399,56848,841404509,222520752,232849408,3600048474008,18.914414
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,stack,15284352,0,0,0,0,0,0,3296,18.914469
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,ctx,15284352,0,0,0,0,0,0,624,18.914514
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,heap,15284352,0,0,0,0,0,0,784,18.914543
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,16,0,usage,15284352,0,0,0,0,0,0,2457600,18.914571
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,write,7965248,1044510062,1065704,69483,1044510062,272820224,284602368,3600023611696,18.930544
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,stack,7965248,0,0,0,0,0,0,3296,18.930615
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,ctx,7965248,0,0,0,0,0,0,624,18.930660
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,heap,7965248,0,0,0,0,0,0,784,18.930698
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,256,0,usage,7965248,0,0,0,0,0,0,2367488,18.930736
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,write,12369728,1032212097,1668685,64140,1032212097,255098112,262717440,3600036735528,19.618978
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,stack,12369728,0,0,0,0,0,0,3200,19.619051
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,ctx,12369728,0,0,0,0,0,0,624,19.619085
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,heap,12369728,0,0,0,0,0,0,784,19.619113
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,128,0,usage,12369728,0,0,0,0,0,0,2416640,19.619138
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,write,870528,197569563,1116512,69782,197569563,285827072,285827072,3600177423416,4.652590
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,stack,870528,0,0,0,0,0,0,3168,4.652660
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,ctx,870528,0,0,0,0,0,0,624,4.652693
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,heap,870528,0,0,0,0,0,0,8464,4.652719
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,0,0,134217728,2097152,33,32768,64,1,64,0,4096,0,usage,870528,0,0,0,0,0,0,978944,4.652742
