i,suite,case,FILE_SIZE,NO_SET,DISK_GEOMETRY,NO_FRUNCATE,SIM_SIZE,FS,CHUNK,SIZE,SIM_TIME,SKIP_WARMUP,FILE_COUNT,BLOCK_SIZE,DISK_SIZE,SEED,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
39,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,4096,134217728,42,ctx,66757120,0,0,0,0,0,0,400,115.731100
39,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,4096,134217728,42,heap,66757120,0,0,0,0,0,0,1552,115.731144
39,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,4096,134217728,42,usage,66757120,0,0,0,0,0,0,3874816,115.731186
42,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,32768,134217728,42,write,18166144,32395121,9537742,288719,9794933708,4883323904,9460744192,3600002616356,173.304407
42,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,32768,134217728,42,stack,18166144,0,0,0,0,0,0,2000,173.304514
42,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,32768,134217728,42,ctx,18166144,0,0,0,0,0,0,400,173.304567
42,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,32768,134217728,42,heap,18166144,0,0,0,0,0,0,1552,173.304615
42,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,32768,134217728,42,usage,18166144,0,0,0,0,0,0,3670016,173.304664
40,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,8192,134217728,42,write,51063872,54998194,7673016,884038,7786576216,3928584192,7242039296,3600003338632,193.387722
40,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,8192,134217728,42,stack,51063872,0,0,0,0,0,0,2016,193.387824
40,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,8192,134217728,42,ctx,51063872,0,0,0,0,0,0,400,193.387874
40,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,8192,134217728,42,heap,51063872,0,0,0,0,0,0,1552,193.387917
40,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,8192,134217728,42,usage,51063872,0,0,0,0,0,0,2875392,193.387960
41,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,16384,134217728,42,write,32024704,41235140,8813697,517700,9025427815,4512612864,8481996800,3600002603173,206.068102
41,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,16384,134217728,42,stack,32024704,0,0,0,0,0,0,2016,206.068204
41,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,16384,134217728,42,ctx,32024704,0,0,0,0,0,0,400,206.068254
41,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,16384,134217728,42,heap,32024704,0,0,0,0,0,0,1552,206.068298
41,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,16384,134217728,42,usage,32024704,0,0,0,0,0,0,2752512,206.068341
44,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,131072,134217728,42,write,5071808,24107915,10215513,79566,10492696364,5230342656,10428874752,3600054197828,206.292155
44,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,131072,134217728,42,stack,5071808,0,0,0,0,0,0,1904,206.292249
44,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,131072,134217728,42,ctx,5071808,0,0,0,0,0,0,400,206.292297
44,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,131072,134217728,42,heap,5071808,0,0,0,0,0,0,1552,206.292351
44,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,131072,134217728,42,usage,5071808,0,0,0,0,0,0,3670016,206.292393
43,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,65536,134217728,42,write,9746432,27020791,9978902,153571,10243043916,5109197824,10064429056,3600010526628,230.198462
43,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,65536,134217728,42,stack,9746432,0,0,0,0,0,0,1904,230.198563
43,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,65536,134217728,42,ctx,9746432,0,0,0,0,0,0,400,230.206221
43,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,65536,134217728,42,heap,9746432,0,0,0,0,0,0,1552,230.206278
43,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,65536,134217728,42,usage,9746432,0,0,0,0,0,0,3801088,230.206316
45,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,262144,134217728,42,write,2594176,22516360,10343823,81208,10628843880,5296037376,10644094976,3600062471352,237.060219
45,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,262144,134217728,42,stack,2594176,0,0,0,0,0,0,1856,237.060303
45,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,262144,134217728,42,ctx,2594176,0,0,0,0,0,0,400,237.060345
45,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,262144,134217728,42,heap,2594176,0,0,0,0,0,0,1552,237.060382
45,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,262144,134217728,42,usage,2594176,0,0,0,0,0,0,3407872,237.060417
47,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,1048576,134217728,42,write,820416,21426363,10289646,102536,10589192508,5268298752,13439598592,3600390400884,251.163035
47,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,1048576,134217728,42,stack,820416,0,0,0,0,0,0,1760,251.163123
47,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,1048576,134217728,42,ctx,820416,0,0,0,0,0,0,400,251.163160
47,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,1048576,134217728,42,heap,820416,0,0,0,0,0,0,1552,251.163193
47,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,1048576,134217728,42,usage,820416,0,0,0,0,0,0,3145728,251.163224
46,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,524288,134217728,42,write,1404736,21811198,10358822,87852,10650877218,5303716864,11514937344,3600107179398,254.196638
46,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,524288,134217728,42,stack,1404736,0,0,0,0,0,0,1760,254.196715
46,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,524288,134217728,42,ctx,1404736,0,0,0,0,0,0,400,254.196748
46,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,524288,134217728,42,heap,1404736,0,0,0,0,0,0,1552,254.196775
46,bench_p26_wt,bench_p26_wt_logging,64,0,1,0,0,2,64,2097152,3600000000000,0,32768,524288,134217728,42,usage,1404736,0,0,0,0,0,0,2621440,254.196802
