i,suite,case,SKIP_WARMUP,FILE_COUNT,NO_FRUNCATE,SIM_TIME,FILE_SIZE,FS,SIM_SIZE,SIZE,DISK_GEOMETRY,SEED,CHUNK,PROG_SIZE,DISK_SIZE,NO_SET,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,write,43253696,4151714497,991355,67390,4151714497,253786880,276029440,3600018851880,54.593985
46,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,stack,43253696,0,0,0,0,0,0,3488,54.594078
46,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,ctx,43253696,0,0,0,0,0,0,848,54.594132
46,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,heap,43253696,0,0,0,0,0,0,784,54.594180
46,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,usage,43253696,0,0,0,0,0,0,32251904,54.594226
45,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,write,45894080,4656129091,1343350,63814,4656129091,247307904,261382144,3600000196600,56.477871
45,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,stack,45894080,0,0,0,0,0,0,3248,56.477968
45,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,ctx,45894080,0,0,0,0,0,0,848,56.478019
45,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,heap,45894080,0,0,0,0,0,0,784,56.478065
45,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,usage,45894080,0,0,0,0,0,0,32268288,56.478109
38,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,59.674178
38,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,stack,65273856,0,0,0,0,0,0,3488,59.674292
38,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,ctx,65273856,0,0,0,0,0,0,848,59.674344
38,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,heap,65273856,0,0,0,0,0,0,784,59.674391
38,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,usage,65273856,0,0,0,0,0,0,31920128,59.674435
42,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,write,63193984,6137281078,1806772,58386,6137281078,227513584,239149056,3600045597248,60.315961
42,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,stack,63193984,0,0,0,0,0,0,3248,60.316064
42,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,ctx,63193984,0,0,0,0,0,0,848,60.316118
42,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,heap,63193984,0,0,0,0,0,0,784,60.316164
42,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,usage,63193984,0,0,0,0,0,0,32079872,60.316206
44,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,write,56951808,5441975730,1580253,61014,5441975730,236952064,249913344,3600032587984,63.508232
44,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,stack,56951808,0,0,0,0,0,0,3488,63.508324
44,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,ctx,56951808,0,0,0,0,0,0,848,63.508372
44,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,heap,56951808,0,0,0,0,0,0,784,63.508416
44,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,usage,56951808,0,0,0,0,0,0,32428032,63.508458
50,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,write,3111552,516303847,1112576,69536,516303847,284819456,284819456,3600263076888,7.890301
50,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,stack,3111552,0,0,0,0,0,0,3392,7.890388
50,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,ctx,3111552,0,0,0,0,0,0,848,7.890431
50,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,heap,3111552,0,0,0,0,0,0,8464,7.890468
50,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,usage,3111552,0,0,0,0,0,0,24768512,7.890504
40,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,write,64731328,6228587094,1862718,57808,6228587094,224074812,236781568,3600008839140,68.638540
40,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,stack,64731328,0,0,0,0,0,0,3488,68.638632
40,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,ctx,64731328,0,0,0,0,0,0,848,68.638678
40,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,heap,64731328,0,0,0,0,0,0,784,68.638715
40,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,usage,64731328,0,0,0,0,0,0,31985664,68.638750
39,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,write,65081344,6283752459,1875874,57643,6283752459,223301448,236105728,3600040065552,69.194551
39,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,stack,65081344,0,0,0,0,0,0,3488,69.194621
39,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,ctx,65081344,0,0,0,0,0,0,848,69.194655
39,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,heap,65081344,0,0,0,0,0,0,784,69.194693
39,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,usage,65081344,0,0,0,0,0,0,31969280,69.194719
41,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,write,64187648,6224840067,1845888,57961,6224840067,225352568,237408256,3600033875552,69.316517
41,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,stack,64187648,0,0,0,0,0,0,3488,69.316601
41,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,ctx,64187648,0,0,0,0,0,0,848,69.316631
41,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,heap,64187648,0,0,0,0,0,0,784,69.316652
41,bench_p26_wt,bench_p26_wt_many,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,usage,64187648,0,0,0,0,0,0,31977472,69.316670
62,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2048,134217728,0,write,1303488,443240674,830240,72138,443240674,212541440,295477248,3600083231568,12.519186
62,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2048,134217728,0,stack,1303488,0,0,0,0,0,0,3200,12.519310
62,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2048,134217728,0,ctx,1303488,0,0,0,0,0,0,624,12.519370
62,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2048,134217728,0,heap,1303488,0,0,0,0,0,0,4368,12.519422
62,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2048,134217728,0,usage,1303488,0,0,0,0,0,0,1437696,12.519471
61,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1024,134217728,0,write,2671360,649398055,952856,70850,649398055,243931136,290201600,3600029756952,14.013696
61,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1024,134217728,0,stack,2671360,0,0,0,0,0,0,3200,14.013810
61,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1024,134217728,0,ctx,2671360,0,0,0,0,0,0,624,14.013868
61,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1024,134217728,0,heap,2671360,0,0,0,0,0,0,2320,14.013918
61,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1024,134217728,0,usage,2671360,0,0,0,0,0,0,2904064,14.013969
56,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,32,134217728,0,write,23413440,750686200,2616378,55978,750686200,220326656,229285888,3600034516416,15.454990
56,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,32,134217728,0,stack,23413440,0,0,0,0,0,0,3296,15.455096
56,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,32,134217728,0,ctx,23413440,0,0,0,0,0,0,624,15.455153
56,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,32,134217728,0,heap,23413440,0,0,0,0,0,0,784,15.455202
56,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,32,134217728,0,usage,23413440,0,0,0,0,0,0,2940928,15.455251
60,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,512,134217728,0,write,5520000,810137451,1017188,70128,810137451,260400128,287244288,3600024248504,15.688138
60,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,512,134217728,0,stack,5520000,0,0,0,0,0,0,3280,15.688234
60,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,512,134217728,0,ctx,5520000,0,0,0,0,0,0,624,15.688289
60,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,512,134217728,0,heap,5520000,0,0,0,0,0,0,1296,15.688337
60,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,512,134217728,0,usage,5520000,0,0,0,0,0,0,3780608,15.688385
59,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,write,10863168,981221394,1068018,69519,981221394,273412608,284749824,3600049168080,16.211251
59,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,stack,10863168,0,0,0,0,0,0,3296,16.211349
59,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,ctx,10863168,0,0,0,0,0,0,624,16.211401
59,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,heap,10863168,0,0,0,0,0,0,784,16.211447
59,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,256,134217728,0,usage,10863168,0,0,0,0,0,0,2822144,16.211492
51,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,write,25533696,727304431,2954328,52999,727304431,208379380,217083904,3600044508788,16.547283
51,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,stack,25533696,0,0,0,0,0,0,3296,16.547386
51,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,ctx,25533696,0,0,0,0,0,0,624,16.547440
51,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,heap,25533696,0,0,0,0,0,0,784,16.547484
51,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,1,134217728,0,usage,25533696,0,0,0,0,0,0,2912256,16.547528
52,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,write,25518976,723574770,2944047,53093,723574770,208580776,217468928,3600015306568,17.012022
52,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,stack,25518976,0,0,0,0,0,0,3280,17.012134
52,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,ctx,25518976,0,0,0,0,0,0,624,17.012191
52,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,heap,25518976,0,0,0,0,0,0,784,17.012240
52,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,2,134217728,0,usage,25518976,0,0,0,0,0,0,2887680,17.012286
54,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,write,24824896,730045444,2858159,53851,730045444,210101456,220573696,3600045814032,17.094797
54,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,stack,24824896,0,0,0,0,0,0,3296,17.094879
54,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,ctx,24824896,0,0,0,0,0,0,624,17.094930
54,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,heap,24824896,0,0,0,0,0,0,784,17.094977
54,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,8,134217728,0,usage,24824896,0,0,0,0,0,0,4427776,17.095018
55,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,write,24372160,731587859,2784089,54506,731587859,215464592,223256576,3600046048936,17.124744
55,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,stack,24372160,0,0,0,0,0,0,3296,17.124820
55,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,ctx,24372160,0,0,0,0,0,0,624,17.124871
55,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,heap,24372160,0,0,0,0,0,0,784,17.124913
55,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,16,134217728,0,usage,24372160,0,0,0,0,0,0,3919872,17.124959
57,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,write,20433536,750528692,2315252,58650,750528692,232207232,240230400,3600001411744,17.616141
57,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,stack,20433536,0,0,0,0,0,0,3296,17.616231
57,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,ctx,20433536,0,0,0,0,0,0,624,17.616287
57,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,heap,20433536,0,0,0,0,0,0,784,17.616328
57,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,64,134217728,0,usage,20433536,0,0,0,0,0,0,4227072,17.616368
53,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,write,25359616,728929759,2919175,53309,728929759,209553600,218353664,3600015715864,17.757799
53,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,stack,25359616,0,0,0,0,0,0,3296,17.757868
53,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,ctx,25359616,0,0,0,0,0,0,624,17.757906
53,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,heap,25359616,0,0,0,0,0,0,784,17.757937
53,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4,134217728,0,usage,25359616,0,0,0,0,0,0,2707456,17.757967
58,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,write,18869248,958483333,1743383,63542,958483333,251661952,260268032,3600001862984,18.365480
58,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,stack,18869248,0,0,0,0,0,0,3296,18.365560
58,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,ctx,18869248,0,0,0,0,0,0,624,18.365598
58,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,heap,18869248,0,0,0,0,0,0,784,18.365632
58,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,128,134217728,0,usage,18869248,0,0,0,0,0,0,4681728,18.365665
63,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,write,870528,197569563,1116512,69782,197569563,285827072,285827072,3600177423416,4.390781
63,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,stack,870528,0,0,0,0,0,0,3168,4.390852
63,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,ctx,870528,0,0,0,0,0,0,624,4.390882
63,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,heap,870528,0,0,0,0,0,0,8464,4.390906
63,bench_p26_wt,bench_p26_wt_logging,0,32768,1,3600000000000,64,32,0,2097152,0,42,64,4096,134217728,0,usage,870528,0,0,0,0,0,0,978944,4.390928
