i,suite,case,NO_SET,PROG_SIZE,DISK_GEOMETRY,SEED,CHUNK,DISK_SIZE,FS,SKIP_WARMUP,SIM_TIME,FILE_COUNT,FILE_SIZE,SIZE,SIM_SIZE,NO_FRUNCATE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_many,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3307584,0,0,0,0,0,0,12730368,731.527655
45,bench_p26_wt,bench_p26_wt_many,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3656704,82560107446,114372,5590,82560107446,18706176,22896640,3600065641840,782.575570
45,bench_p26_wt,bench_p26_wt_many,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3656704,0,0,0,0,0,0,2288,782.575689
45,bench_p26_wt,bench_p26_wt_many,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3656704,0,0,0,0,0,0,640,782.583976
45,bench_p26_wt,bench_p26_wt_many,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3656704,0,0,0,0,0,0,784,782.584034
45,bench_p26_wt,bench_p26_wt_many,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3656704,0,0,0,0,0,0,13279232,782.584080
40,bench_p26_wt,bench_p26_wt_many,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4048832,84635420480,135019,3565,84635420480,11666044,14602240,3600083565108,897.250671
40,bench_p26_wt,bench_p26_wt_many,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4048832,0,0,0,0,0,0,2288,897.250787
40,bench_p26_wt,bench_p26_wt_many,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4048832,0,0,0,0,0,0,640,897.250850
40,bench_p26_wt,bench_p26_wt_many,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4048832,0,0,0,0,0,0,784,897.250896
40,bench_p26_wt,bench_p26_wt_many,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4048832,0,0,0,0,0,0,13549568,897.250941
44,bench_p26_wt,bench_p26_wt_many,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3794176,83669505626,123699,4522,83669505626,15291776,18522112,3600050124688,904.825750
44,bench_p26_wt,bench_p26_wt_many,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3794176,0,0,0,0,0,0,2288,904.825879
44,bench_p26_wt,bench_p26_wt_many,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3794176,0,0,0,0,0,0,640,904.834183
44,bench_p26_wt,bench_p26_wt_many,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3794176,0,0,0,0,0,0,784,904.834265
44,bench_p26_wt,bench_p26_wt_many,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3794176,0,0,0,0,0,0,13025280,904.834311
38,bench_p26_wt,bench_p26_wt_many,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,966.200820
38,bench_p26_wt,bench_p26_wt_many,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4026880,0,0,0,0,0,0,2288,966.200918
38,bench_p26_wt,bench_p26_wt_many,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4026880,0,0,0,0,0,0,640,966.200967
38,bench_p26_wt,bench_p26_wt_many,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4026880,0,0,0,0,0,0,784,966.201008
38,bench_p26_wt,bench_p26_wt_many,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4026880,0,0,0,0,0,0,13508608,966.201048
43,bench_p26_wt,bench_p26_wt_many,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3906432,84508292628,126559,3751,84508292628,12594016,15364096,3600000749632,970.636942
43,bench_p26_wt,bench_p26_wt_many,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3906432,0,0,0,0,0,0,2288,970.637040
43,bench_p26_wt,bench_p26_wt_many,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3906432,0,0,0,0,0,0,640,970.637090
43,bench_p26_wt,bench_p26_wt_many,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3906432,0,0,0,0,0,0,784,970.637136
43,bench_p26_wt,bench_p26_wt_many,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3906432,0,0,0,0,0,0,12795904,970.637179
41,bench_p26_wt,bench_p26_wt_many,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3983680,84718355980,132035,3517,84718355980,11507632,14405632,3600044057840,979.089521
41,bench_p26_wt,bench_p26_wt_many,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3983680,0,0,0,0,0,0,2288,979.089615
41,bench_p26_wt,bench_p26_wt_many,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3983680,0,0,0,0,0,0,640,979.089660
41,bench_p26_wt,bench_p26_wt_many,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3983680,0,0,0,0,0,0,784,979.089699
41,bench_p26_wt,bench_p26_wt_many,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3983680,0,0,0,0,0,0,13467648,979.089735
42,bench_p26_wt,bench_p26_wt_many,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3954304,84565354584,130867,3664,84565354584,12142048,15007744,3600083508832,1016.039244
42,bench_p26_wt,bench_p26_wt_many,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3954304,0,0,0,0,0,0,2288,1016.039330
42,bench_p26_wt,bench_p26_wt_many,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3954304,0,0,0,0,0,0,640,1016.039369
42,bench_p26_wt,bench_p26_wt_many,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3954304,0,0,0,0,0,0,784,1016.039402
42,bench_p26_wt,bench_p26_wt_many,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3954304,0,0,0,0,0,0,13049856,1016.039433
39,bench_p26_wt,bench_p26_wt_many,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,1056.451612
39,bench_p26_wt,bench_p26_wt_many,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4026880,0,0,0,0,0,0,2288,1056.451689
39,bench_p26_wt,bench_p26_wt_many,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4026880,0,0,0,0,0,0,640,1056.451724
39,bench_p26_wt,bench_p26_wt_many,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4026880,0,0,0,0,0,0,784,1056.451752
39,bench_p26_wt,bench_p26_wt_many,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4026880,0,0,0,0,0,0,13508608,1056.451779
50,bench_p26_wt,bench_p26_wt_many,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,1981440,23292054414,829360,51835,23292054414,212316160,212316160,3600071675440,105.496308
50,bench_p26_wt,bench_p26_wt_many,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,1981440,0,0,0,0,0,0,2240,105.496382
50,bench_p26_wt,bench_p26_wt_many,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,1981440,0,0,0,0,0,0,640,105.496413
50,bench_p26_wt,bench_p26_wt_many,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,1981440,0,0,0,0,0,0,12304,105.496439
50,bench_p26_wt,bench_p26_wt_many,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,1981440,0,0,0,0,0,0,5070848,105.496463
62,bench_p26_wt,bench_p26_wt_logging,0,2048,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3001536,362366156,950816,71123,362366156,243408896,291319808,3600006930400,10.028558
62,bench_p26_wt,bench_p26_wt_logging,0,2048,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3001536,0,0,0,0,0,0,2016,10.028679
62,bench_p26_wt,bench_p26_wt_logging,0,2048,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3001536,0,0,0,0,0,0,400,10.028737
62,bench_p26_wt,bench_p26_wt_logging,0,2048,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3001536,0,0,0,0,0,0,6160,10.028786
62,bench_p26_wt,bench_p26_wt_logging,0,2048,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3001536,0,0,0,0,0,0,3035136,10.028834
61,bench_p26_wt,bench_p26_wt_logging,0,1024,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,3660736,371962831,814964,72339,371962831,208630784,296300544,3600090189912,11.103199
61,bench_p26_wt,bench_p26_wt_logging,0,1024,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,3660736,0,0,0,0,0,0,2016,11.103310
61,bench_p26_wt,bench_p26_wt_logging,0,1024,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,3660736,0,0,0,0,0,0,400,11.103364
61,bench_p26_wt,bench_p26_wt_logging,0,1024,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,3660736,0,0,0,0,0,0,3088,11.103411
61,bench_p26_wt,bench_p26_wt_logging,0,1024,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,3660736,0,0,0,0,0,0,3686400,11.103455
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4564160,336078376,694805,73459,336078376,157414720,300888064,3600001220864,11.228698
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4564160,0,0,0,0,0,0,2000,11.228790
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4564160,0,0,0,0,0,0,400,11.228844
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4564160,0,0,0,0,0,0,784,11.228889
57,bench_p26_wt,bench_p26_wt_logging,0,64,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4564160,0,0,0,0,0,0,2490368,11.228933
60,bench_p26_wt,bench_p26_wt_logging,0,512,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4111424,357487128,722290,73185,357487128,184906240,299765760,3600047796160,11.320059
60,bench_p26_wt,bench_p26_wt_logging,0,512,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4111424,0,0,0,0,0,0,2000,11.320137
60,bench_p26_wt,bench_p26_wt_logging,0,512,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4111424,0,0,0,0,0,0,400,11.320186
60,bench_p26_wt,bench_p26_wt_logging,0,512,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4111424,0,0,0,0,0,0,1552,11.320230
60,bench_p26_wt,bench_p26_wt_logging,0,512,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4111424,0,0,0,0,0,0,4136960,11.320272
55,bench_p26_wt,bench_p26_wt_logging,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4596928,332896628,699810,73419,332896628,154488736,300724224,3600021051648,11.489794
55,bench_p26_wt,bench_p26_wt_logging,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4596928,0,0,0,0,0,0,2000,11.489880
55,bench_p26_wt,bench_p26_wt_logging,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4596928,0,0,0,0,0,0,400,11.489944
55,bench_p26_wt,bench_p26_wt_logging,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4596928,0,0,0,0,0,0,784,11.490004
55,bench_p26_wt,bench_p26_wt_logging,0,16,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4596928,0,0,0,0,0,0,2523136,11.490046
59,bench_p26_wt,bench_p26_wt_logging,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4380608,342262280,666861,73697,342262280,170716416,301862912,3600029812544,11.652877
59,bench_p26_wt,bench_p26_wt_logging,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4380608,0,0,0,0,0,0,2000,11.652970
59,bench_p26_wt,bench_p26_wt_logging,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4380608,0,0,0,0,0,0,400,11.653021
59,bench_p26_wt,bench_p26_wt_logging,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4380608,0,0,0,0,0,0,784,11.653066
59,bench_p26_wt,bench_p26_wt_logging,0,256,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4380608,0,0,0,0,0,0,2306048,11.653108
56,bench_p26_wt,bench_p26_wt_logging,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4596864,334393000,699782,73418,334393000,154910976,300720128,3600032726848,11.666322
56,bench_p26_wt,bench_p26_wt_logging,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4596864,0,0,0,0,0,0,2000,11.666401
56,bench_p26_wt,bench_p26_wt_logging,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4596864,0,0,0,0,0,0,400,11.666457
56,bench_p26_wt,bench_p26_wt_logging,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4596864,0,0,0,0,0,0,784,11.666505
56,bench_p26_wt,bench_p26_wt_logging,0,32,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4596864,0,0,0,0,0,0,2523136,11.666550
51,bench_p26_wt,bench_p26_wt_logging,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4592704,331044425,707723,73351,331044425,153905229,300445696,3600042181151,11.722721
51,bench_p26_wt,bench_p26_wt_logging,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4592704,0,0,0,0,0,0,2000,11.722792
51,bench_p26_wt,bench_p26_wt_logging,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4592704,0,0,0,0,0,0,400,11.722830
51,bench_p26_wt,bench_p26_wt_logging,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4592704,0,0,0,0,0,0,784,11.722858
51,bench_p26_wt,bench_p26_wt_logging,0,1,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4592704,0,0,0,0,0,0,2519040,11.722884
52,bench_p26_wt,bench_p26_wt_logging,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4592704,331041788,707723,73351,331041788,153905494,300445696,3600042080706,11.714303
52,bench_p26_wt,bench_p26_wt_logging,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4592704,0,0,0,0,0,0,2000,11.714369
52,bench_p26_wt,bench_p26_wt_logging,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4592704,0,0,0,0,0,0,400,11.714414
52,bench_p26_wt,bench_p26_wt_logging,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4592704,0,0,0,0,0,0,784,11.714453
52,bench_p26_wt,bench_p26_wt_logging,0,2,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4592704,0,0,0,0,0,0,2519040,11.714491
53,bench_p26_wt,bench_p26_wt_logging,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4592704,331180705,707717,73351,331180705,153906008,300445696,3600045246384,11.765293
53,bench_p26_wt,bench_p26_wt_logging,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4592704,0,0,0,0,0,0,2000,11.765395
53,bench_p26_wt,bench_p26_wt_logging,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4592704,0,0,0,0,0,0,400,11.765439
53,bench_p26_wt,bench_p26_wt_logging,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4592704,0,0,0,0,0,0,784,11.765478
53,bench_p26_wt,bench_p26_wt_logging,0,4,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4592704,0,0,0,0,0,0,2519040,11.765517
58,bench_p26_wt,bench_p26_wt_logging,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4501952,338556128,685365,73539,338556128,161952128,301215744,3600009225856,11.799356
58,bench_p26_wt,bench_p26_wt_logging,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4501952,0,0,0,0,0,0,2000,11.799417
58,bench_p26_wt,bench_p26_wt_logging,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4501952,0,0,0,0,0,0,400,11.799449
58,bench_p26_wt,bench_p26_wt_logging,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4501952,0,0,0,0,0,0,784,11.799475
58,bench_p26_wt,bench_p26_wt_logging,0,128,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4501952,0,0,0,0,0,0,2428928,11.799500
54,bench_p26_wt,bench_p26_wt_logging,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,4594624,331885848,704201,73381,331885848,154136168,300568576,3600020934776,12.293437
54,bench_p26_wt,bench_p26_wt_logging,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,4594624,0,0,0,0,0,0,2000,12.293516
54,bench_p26_wt,bench_p26_wt_logging,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,4594624,0,0,0,0,0,0,400,12.293561
54,bench_p26_wt,bench_p26_wt_logging,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,4594624,0,0,0,0,0,0,784,12.293589
54,bench_p26_wt,bench_p26_wt_logging,0,8,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,4594624,0,0,0,0,0,0,2519040,12.293614
63,bench_p26_wt,bench_p26_wt_logging,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,write,2205504,238245102,1115952,69747,238245102,285683712,285683712,3600002696496,2.944715
63,bench_p26_wt,bench_p26_wt_logging,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,stack,2205504,0,0,0,0,0,0,2000,2.944780
63,bench_p26_wt,bench_p26_wt_logging,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,ctx,2205504,0,0,0,0,0,0,400,2.944811
63,bench_p26_wt,bench_p26_wt_logging,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,heap,2205504,0,0,0,0,0,0,12304,2.944837
63,bench_p26_wt,bench_p26_wt_logging,0,4096,0,42,64,134217728,2,0,3600000000000,32768,64,2097152,0,0,usage,2205504,0,0,0,0,0,0,2236416,2.944861
