i,suite,case,NO_FRUNCATE,DISK_SIZE,FS,SEED,SIM_SIZE,CHUNK,BLOCK_SIZE,SKIP_WARMUP,NO_SET,FILE_COUNT,SIZE,SIM_TIME,DISK_GEOMETRY,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,16384,0,0,32768,2097152,3600000000000,1,64,ctx,12809408,0,0,0,0,0,0,528,27.664500
41,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,16384,0,0,32768,2097152,3600000000000,1,64,heap,12809408,0,0,0,0,0,0,1296,27.664545
41,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,16384,0,0,32768,2097152,3600000000000,1,64,usage,12809408,0,0,0,0,0,0,2195456,27.664587
43,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,65536,0,0,32768,2097152,3600000000000,1,64,write,64261248,98355726,4195082,32784,3242513529,2147881984,2148532224,3600002228475,30.769687
43,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,65536,0,0,32768,2097152,3600000000000,1,64,stack,64261248,0,0,0,0,0,0,3168,30.769783
43,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,65536,0,0,32768,2097152,3600000000000,1,64,ctx,64261248,0,0,0,0,0,0,528,30.769833
43,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,65536,0,0,32768,2097152,3600000000000,1,64,heap,64261248,0,0,0,0,0,0,1296,30.769883
43,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,65536,0,0,32768,2097152,3600000000000,1,64,usage,64261248,0,0,0,0,0,0,2490368,30.769924
39,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,4096,0,0,32768,2097152,3600000000000,1,64,write,9833344,131002884,1261071,173312,2236087212,645668352,709885952,3600014677956,32.168367
39,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,4096,0,0,32768,2097152,3600000000000,1,64,stack,9833344,0,0,0,0,0,0,3072,32.168480
39,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,4096,0,0,32768,2097152,3600000000000,1,64,ctx,9833344,0,0,0,0,0,0,528,32.168531
39,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,4096,0,0,32768,2097152,3600000000000,1,64,heap,9833344,0,0,0,0,0,0,1296,32.168575
39,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,4096,0,0,32768,2097152,3600000000000,1,64,usage,9833344,0,0,0,0,0,0,2191360,32.168616
40,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,8192,0,0,32768,2097152,3600000000000,1,64,write,10505216,130466571,1303570,85592,2355758325,667427840,701169664,3600009316911,33.073061
40,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,8192,0,0,32768,2097152,3600000000000,1,64,stack,10505216,0,0,0,0,0,0,3168,33.073166
40,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,8192,0,0,32768,2097152,3600000000000,1,64,ctx,10505216,0,0,0,0,0,0,528,33.073213
40,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,8192,0,0,32768,2097152,3600000000000,1,64,heap,10505216,0,0,0,0,0,0,1296,33.073252
40,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,8192,0,0,32768,2097152,3600000000000,1,64,usage,10505216,0,0,0,0,0,0,2179072,33.073291
45,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,262144,0,0,32768,2097152,3600000000000,1,64,write,82663936,85343769,5357232,20932,3725707575,2742902784,2743599104,3600002608917,36.730629
45,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,262144,0,0,32768,2097152,3600000000000,1,64,stack,82663936,0,0,0,0,0,0,3168,36.730731
45,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,262144,0,0,32768,2097152,3600000000000,1,64,ctx,82663936,0,0,0,0,0,0,528,36.730774
45,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,262144,0,0,32768,2097152,3600000000000,1,64,heap,82663936,0,0,0,0,0,0,1296,36.730811
45,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,262144,0,0,32768,2097152,3600000000000,1,64,usage,82663936,0,0,0,0,0,0,3407872,36.730846
44,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,131072,0,0,32768,2097152,3600000000000,1,64,write,77860288,89000854,5030590,19657,3589905985,2575662080,2576482304,3600001110739,42.196238
44,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,131072,0,0,32768,2097152,3600000000000,1,64,stack,77860288,0,0,0,0,0,0,3168,42.196321
44,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,131072,0,0,32768,2097152,3600000000000,1,64,ctx,77860288,0,0,0,0,0,0,528,42.196356
44,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,131072,0,0,32768,2097152,3600000000000,1,64,heap,77860288,0,0,0,0,0,0,1296,42.196385
44,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,131072,0,0,32768,2097152,3600000000000,1,64,usage,77860288,0,0,0,0,0,0,2752512,42.196413
47,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,1048576,0,0,32768,2097152,3600000000000,1,64,write,99904128,73224930,6440570,25176,4161026322,3297571840,3299868672,3600002332758,43.168227
47,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,1048576,0,0,32768,2097152,3600000000000,1,64,stack,99904128,0,0,0,0,0,0,3168,43.168304
47,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,1048576,0,0,32768,2097152,3600000000000,1,64,ctx,99904128,0,0,0,0,0,0,528,43.168337
47,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,1048576,0,0,32768,2097152,3600000000000,1,64,heap,99904128,0,0,0,0,0,0,1296,43.168364
47,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,1048576,0,0,32768,2097152,3600000000000,1,64,usage,99904128,0,0,0,0,0,0,8388608,43.168388
46,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,524288,0,0,32768,2097152,3600000000000,1,64,write,91191360,79305923,5896930,23040,3943782075,3019228160,3019898880,3600001383393,45.045192
46,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,524288,0,0,32768,2097152,3600000000000,1,64,stack,91191360,0,0,0,0,0,0,3168,45.045260
46,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,524288,0,0,32768,2097152,3600000000000,1,64,ctx,91191360,0,0,0,0,0,0,528,45.045290
46,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,524288,0,0,32768,2097152,3600000000000,1,64,heap,91191360,0,0,0,0,0,0,1296,45.045314
46,bench_p26_wt,bench_p26_wt_logging,0,134217728,30,42,0,64,524288,0,0,32768,2097152,3600000000000,1,64,usage,91191360,0,0,0,0,0,0,4718592,45.045336
