i,suite,case,DISK_SIZE,SEED,FILE_COUNT,NO_SET,SKIP_WARMUP,DISK_GEOMETRY,FS,READ_SIZE,SIM_SIZE,CHUNK,FILE_SIZE,SIZE,NO_FRUNCATE,SIM_TIME,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
47,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,usage,44144256,0,0,0,0,0,0,31920128,50.354492
46,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,write,50467264,24220510720,1470036,45328,24220510720,174563828,185663488,3600038785308,62.112102
46,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,stack,50467264,0,0,0,0,0,0,3488,62.112206
46,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,ctx,50467264,0,0,0,0,0,0,848,62.112260
46,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,heap,50467264,0,0,0,0,0,0,784,62.112308
46,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,usage,50467264,0,0,0,0,0,0,31920128,62.112355
45,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,write,56255424,17206882304,1631039,50122,17206882304,193595489,205299712,3600000615475,62.406825
45,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,stack,56255424,0,0,0,0,0,0,3488,62.406927
45,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,ctx,56255424,0,0,0,0,0,0,848,62.406981
45,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,heap,56255424,0,0,0,0,0,0,784,62.407027
45,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,usage,56255424,0,0,0,0,0,0,31920128,62.407071
42,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,write,64185280,7586146992,1851729,56701,7586146992,219698291,232247296,3600017562377,68.817615
42,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,stack,64185280,0,0,0,0,0,0,3488,68.817717
42,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,ctx,64185280,0,0,0,0,0,0,848,68.817771
42,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,heap,64185280,0,0,0,0,0,0,784,68.817818
42,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,usage,64185280,0,0,0,0,0,0,31920128,68.817879
44,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,write,60412288,12188156480,1746729,53549,12188156480,207264293,219336704,3600012492223,69.950988
44,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,stack,60412288,0,0,0,0,0,0,3488,69.951109
44,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,ctx,60412288,0,0,0,0,0,0,848,69.951163
44,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,heap,60412288,0,0,0,0,0,0,784,69.951209
44,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,usage,60412288,0,0,0,0,0,0,31920128,69.951252
43,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,write,62858560,9206956224,1814817,55591,9206956224,215328062,227700736,3600048864410,73.418572
43,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,stack,62858560,0,0,0,0,0,0,3488,73.418657
43,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,ctx,62858560,0,0,0,0,0,0,848,73.418699
43,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,heap,62858560,0,0,0,0,0,0,784,73.418733
43,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,usage,62858560,0,0,0,0,0,0,31920128,73.418765
38,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,73.829954
38,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,stack,65273856,0,0,0,0,0,0,3488,73.830044
38,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,ctx,65273856,0,0,0,0,0,0,848,73.830091
38,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,heap,65273856,0,0,0,0,0,0,784,73.830132
38,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,usage,65273856,0,0,0,0,0,0,31920128,73.830169
41,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,write,64626944,7062016072,1863978,57057,7062016072,221138802,233705472,3600000384694,75.083222
41,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,stack,64626944,0,0,0,0,0,0,3488,75.083311
41,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,ctx,64626944,0,0,0,0,0,0,848,75.091655
41,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,heap,64626944,0,0,0,0,0,0,784,75.091711
41,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,usage,64626944,0,0,0,0,0,0,31920128,75.091751
40,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,write,64978816,6651374512,1873735,57335,6651374512,222280132,234844160,3600010082828,84.146395
40,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,stack,64978816,0,0,0,0,0,0,3488,84.146477
40,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,ctx,64978816,0,0,0,0,0,0,848,84.146516
40,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,heap,64978816,0,0,0,0,0,0,784,84.146547
40,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,usage,64978816,0,0,0,0,0,0,31920128,84.146575
39,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,write,65225344,6367330770,1880512,57527,6367330770,223075047,235630592,3600014845941,84.321042
39,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,stack,65225344,0,0,0,0,0,0,3488,84.321113
39,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,ctx,65225344,0,0,0,0,0,0,848,84.321160
39,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,heap,65225344,0,0,0,0,0,0,784,84.321198
39,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,usage,65225344,0,0,0,0,0,0,31920128,84.321259
50,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,write,47562112,27699154944,1389397,42956,27699154944,165046174,175947776,3600000985018,22.100968
50,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,stack,47562112,0,0,0,0,0,0,3488,22.101037
50,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,ctx,47562112,0,0,0,0,0,0,848,22.101068
50,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,heap,47562112,0,0,0,0,0,0,8464,22.101092
50,bench_p26_wt,bench_p26_wt_many,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,usage,47562112,0,0,0,0,0,0,31920128,22.101114
62,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2048,0,64,64,2097152,0,3600000000000,write,12595072,20802000896,2069536,43040,20802000896,169223653,176291840,3600116740095,14.905236
62,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2048,0,64,64,2097152,0,3600000000000,stack,12595072,0,0,0,0,0,0,3264,14.905366
62,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2048,0,64,64,2097152,0,3600000000000,ctx,12595072,0,0,0,0,0,0,624,14.905428
62,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2048,0,64,64,2097152,0,3600000000000,heap,12595072,0,0,0,0,0,0,4368,14.905478
62,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2048,0,64,64,2097152,0,3600000000000,usage,12595072,0,0,0,0,0,0,2445312,14.905525
61,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1024,0,64,64,2097152,0,3600000000000,write,13727680,14152735744,2266146,47193,14152735744,185576412,193302528,3600005420884,15.799752
61,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1024,0,64,64,2097152,0,3600000000000,stack,13727680,0,0,0,0,0,0,3264,15.799862
61,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1024,0,64,64,2097152,0,3600000000000,ctx,13727680,0,0,0,0,0,0,624,15.799921
61,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1024,0,64,64,2097152,0,3600000000000,heap,13727680,0,0,0,0,0,0,2320,15.799971
61,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1024,0,64,64,2097152,0,3600000000000,usage,13727680,0,0,0,0,0,0,2449408,15.800020
60,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,write,14490752,9684468224,2398481,49984,9684468224,196566592,204734464,3600025721280,16.982336
60,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,stack,14490752,0,0,0,0,0,0,3264,16.982447
60,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,ctx,14490752,0,0,0,0,0,0,624,16.982510
60,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,heap,14490752,0,0,0,0,0,0,1296,16.982565
60,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,512,0,64,64,2097152,0,3600000000000,usage,14490752,0,0,0,0,0,0,2449408,16.982642
59,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,write,14989376,6757088768,2485038,51813,6757088768,203767578,212226048,3600003782894,17.750589
59,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,stack,14989376,0,0,0,0,0,0,3264,17.750689
59,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,ctx,14989376,0,0,0,0,0,0,624,17.750744
59,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,heap,14989376,0,0,0,0,0,0,784,17.750791
59,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,256,0,64,64,2097152,0,3600000000000,usage,14989376,0,0,0,0,0,0,2449408,17.750838
57,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,write,15666624,2772736448,2602865,54304,2772736448,213569490,222429184,3600053460374,18.543944
57,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,stack,15666624,0,0,0,0,0,0,3264,18.544065
57,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,ctx,15666624,0,0,0,0,0,0,624,18.544122
57,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,heap,15666624,0,0,0,0,0,0,784,18.544171
57,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,64,0,64,64,2097152,0,3600000000000,usage,15666624,0,0,0,0,0,0,2449408,18.544217
58,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,write,15417600,4247141632,2559353,53381,4247141632,209936889,218648576,3600016519291,18.660934
58,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,stack,15417600,0,0,0,0,0,0,3264,18.661018
58,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,ctx,15417600,0,0,0,0,0,0,624,18.661072
58,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,heap,15417600,0,0,0,0,0,0,784,18.661119
58,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,128,0,64,64,2097152,0,3600000000000,usage,15417600,0,0,0,0,0,0,2449408,18.661164
55,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,write,15907264,1349129360,2644727,55195,1349129360,217068813,226078720,3600019624823,19.045857
55,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,stack,15907264,0,0,0,0,0,0,3264,19.045959
55,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,ctx,15907264,0,0,0,0,0,0,624,19.046012
55,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,heap,15907264,0,0,0,0,0,0,784,19.046059
55,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,16,0,64,64,2097152,0,3600000000000,usage,15907264,0,0,0,0,0,0,2449408,19.046103
56,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,write,15826560,1832315168,2630664,54891,1832315168,215878618,224833536,3600017851950,19.063811
56,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,stack,15826560,0,0,0,0,0,0,3264,19.063871
56,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,ctx,15826560,0,0,0,0,0,0,624,19.063908
56,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,heap,15826560,0,0,0,0,0,0,784,19.063938
56,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,32,0,64,64,2097152,0,3600000000000,usage,15826560,0,0,0,0,0,0,2449408,19.063966
51,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,19.233931
51,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,stack,15992704,0,0,0,0,0,0,3264,19.234008
51,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,ctx,15992704,0,0,0,0,0,0,624,19.234049
51,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,heap,15992704,0,0,0,0,0,0,784,19.234082
51,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,1,0,64,64,2097152,0,3600000000000,usage,15992704,0,0,0,0,0,0,2449408,19.234113
54,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,write,15940992,1150803328,2650579,55319,1150803328,217556389,226586624,3600017229887,20.242343
54,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,stack,15940992,0,0,0,0,0,0,3264,20.242431
54,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,ctx,15940992,0,0,0,0,0,0,624,20.242471
54,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,heap,15940992,0,0,0,0,0,0,784,20.242513
54,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,8,0,64,64,2097152,0,3600000000000,usage,15940992,0,0,0,0,0,0,2445312,20.242543
52,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,write,15977344,930277520,2656926,55458,930277520,218098989,227155968,3600000932567,22.024170
52,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,stack,15977344,0,0,0,0,0,0,3264,22.024257
52,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,ctx,15977344,0,0,0,0,0,0,624,22.024298
52,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,heap,15977344,0,0,0,0,0,0,784,22.024334
52,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,2,0,64,64,2097152,0,3600000000000,usage,15977344,0,0,0,0,0,0,2449408,22.024372
53,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,write,15965056,1004605364,2654797,55411,1004605364,217918901,226963456,3600003815311,22.213168
53,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,stack,15965056,0,0,0,0,0,0,3264,22.213232
53,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,ctx,15965056,0,0,0,0,0,0,624,22.213265
53,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,heap,15965056,0,0,0,0,0,0,784,22.213293
53,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4,0,64,64,2097152,0,3600000000000,usage,15965056,0,0,0,0,0,0,2449408,22.213318
63,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,write,13530944,15306268672,2231999,46473,15306268672,182737843,190353408,3600030602057,6.091916
63,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,stack,13530944,0,0,0,0,0,0,3264,6.091985
63,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,ctx,13530944,0,0,0,0,0,0,624,6.100387
63,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,heap,13530944,0,0,0,0,0,0,8464,6.100458
63,bench_p26_wt,bench_p26_wt_logging,134217728,42,32768,0,0,0,3,4096,0,64,64,2097152,0,3600000000000,usage,13530944,0,0,0,0,0,0,2449408,6.100507
