i,suite,case,SIM_TIME,READ_SIZE,DISK_GEOMETRY,SIM_SIZE,FILE_SIZE,DISK_SIZE,SIZE,SKIP_WARMUP,FILE_COUNT,CHUNK,NO_FRUNCATE,FS,NO_SET,SEED,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_many,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,14808256,129462370,307380,1255,17688218800,157378560,164495360,3600001722640,203.862634
42,bench_p26_wt,bench_p26_wt_many,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,14808256,0,0,0,0,0,0,3200,203.862736
42,bench_p26_wt,bench_p26_wt_many,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,14808256,0,0,0,0,0,0,752,203.862790
42,bench_p26_wt,bench_p26_wt_many,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,14808256,0,0,0,0,0,0,1296,203.862835
42,bench_p26_wt,bench_p26_wt_many,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,14808256,0,0,0,0,0,0,34209792,203.862879
38,bench_p26_wt,bench_p26_wt_many,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,13789120,131514613,286488,1176,15327239749,146681856,154140672,3600000495391,206.815616
38,bench_p26_wt,bench_p26_wt_many,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,13789120,0,0,0,0,0,0,3200,206.815715
38,bench_p26_wt,bench_p26_wt_many,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,13789120,0,0,0,0,0,0,752,206.815767
38,bench_p26_wt,bench_p26_wt_many,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,13789120,0,0,0,0,0,0,1296,206.815811
38,bench_p26_wt,bench_p26_wt_many,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,13789120,0,0,0,0,0,0,34209792,206.815853
46,bench_p26_wt,bench_p26_wt_many,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,16785856,119117887,348214,1415,30494179072,178285568,185466880,3600003379456,223.613620
46,bench_p26_wt,bench_p26_wt_many,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,16785856,0,0,0,0,0,0,3152,223.613724
46,bench_p26_wt,bench_p26_wt_many,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,16785856,0,0,0,0,0,0,752,223.613778
46,bench_p26_wt,bench_p26_wt_many,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,16785856,0,0,0,0,0,0,1296,223.613833
46,bench_p26_wt,bench_p26_wt_many,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,16785856,0,0,0,0,0,0,34209792,223.613891
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,16720896,125986024,346623,1406,21632975680,177470976,184287232,3600001157056,236.611480
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,16720896,0,0,0,0,0,0,3152,236.611579
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,16720896,0,0,0,0,0,0,752,236.611629
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,16720896,0,0,0,0,0,0,1296,236.611675
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,16720896,0,0,0,0,0,0,34209792,236.611717
45,bench_p26_wt,bench_p26_wt_many,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,16790144,123227664,348345,1416,25176242560,178352640,185597952,3600000436864,236.995646
45,bench_p26_wt,bench_p26_wt_many,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,16790144,0,0,0,0,0,0,3152,236.995741
45,bench_p26_wt,bench_p26_wt_many,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,16790144,0,0,0,0,0,0,752,236.995791
45,bench_p26_wt,bench_p26_wt_many,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,16790144,0,0,0,0,0,0,1296,236.995834
45,bench_p26_wt,bench_p26_wt_many,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,16790144,0,0,0,0,0,0,34209792,236.995874
47,bench_p26_wt,bench_p26_wt_many,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,19230720,101837663,398343,1607,52140883456,203951616,210632704,3600002151424,245.850765
47,bench_p26_wt,bench_p26_wt_many,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,19230720,0,0,0,0,0,0,3152,245.850854
47,bench_p26_wt,bench_p26_wt_many,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,19230720,0,0,0,0,0,0,752,245.850897
47,bench_p26_wt,bench_p26_wt_many,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,19230720,0,0,0,0,0,0,1552,245.850956
47,bench_p26_wt,bench_p26_wt_many,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,19230720,0,0,0,0,0,0,34209792,245.850990
43,bench_p26_wt,bench_p26_wt_many,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,16245248,127731209,337246,1375,19507167488,172669952,180224000,3600005400320,249.402830
43,bench_p26_wt,bench_p26_wt_many,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,16245248,0,0,0,0,0,0,3152,249.402917
43,bench_p26_wt,bench_p26_wt_many,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,16245248,0,0,0,0,0,0,752,249.402963
43,bench_p26_wt,bench_p26_wt_many,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,16245248,0,0,0,0,0,0,1296,249.403002
43,bench_p26_wt,bench_p26_wt_many,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,16245248,0,0,0,0,0,0,34209792,249.403040
48,bench_p26_wt,bench_p26_wt_many,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,22106240,78980368,457821,1843,80875896832,234404352,241565696,3600130055680,253.110444
48,bench_p26_wt,bench_p26_wt_many,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,22106240,0,0,0,0,0,0,3104,253.110524
48,bench_p26_wt,bench_p26_wt_many,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,22106240,0,0,0,0,0,0,752,253.110562
48,bench_p26_wt,bench_p26_wt_many,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,22106240,0,0,0,0,0,0,2576,253.110594
48,bench_p26_wt,bench_p26_wt_many,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,22106240,0,0,0,0,0,0,34209792,253.110623
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,21594176,54819530,447744,1809,112270397440,229244928,237109248,3600166137856,267.060587
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,21594176,0,0,0,0,0,0,3104,267.060674
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,21594176,0,0,0,0,0,0,752,267.060710
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,21594176,0,0,0,0,0,0,4624,267.060739
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,21594176,0,0,0,0,0,0,34209792,267.060765
50,bench_p26_wt,bench_p26_wt_many,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,14339776,55449554,297560,1215,113560686592,152350720,159252480,3600011886592,87.829025
50,bench_p26_wt,bench_p26_wt_many,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,14339776,0,0,0,0,0,0,3104,87.829101
50,bench_p26_wt,bench_p26_wt_many,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,14339776,0,0,0,0,0,0,752,87.829134
50,bench_p26_wt,bench_p26_wt_many,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,14339776,0,0,0,0,0,0,8720,87.829163
50,bench_p26_wt,bench_p26_wt_many,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,14339776,0,0,0,0,0,0,34209792,87.829190
53,bench_p26_wt,bench_p26_wt_logging,3600000000000,4,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,50988672,108839345,3282979,12829,2512423292,1680885248,1681522688,3600003446324,44.696160
53,bench_p26_wt,bench_p26_wt_logging,3600000000000,4,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,50988672,0,0,0,0,0,0,3168,44.696285
53,bench_p26_wt,bench_p26_wt_logging,3600000000000,4,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,50988672,0,0,0,0,0,0,528,44.696340
53,bench_p26_wt,bench_p26_wt_logging,3600000000000,4,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,50988672,0,0,0,0,0,0,1296,44.696386
53,bench_p26_wt,bench_p26_wt_logging,3600000000000,4,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,50988672,0,0,0,0,0,0,2752512,44.696429
52,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,59302336,102774149,3823682,14942,2751650534,1957725184,1958477824,3600002681618,48.851289
52,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,59302336,0,0,0,0,0,0,3168,48.851391
52,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,59302336,0,0,0,0,0,0,528,48.851443
52,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,59302336,0,0,0,0,0,0,1296,48.851488
52,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,59302336,0,0,0,0,0,0,2883584,48.851531
54,bench_p26_wt,bench_p26_wt_logging,3600000000000,8,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,64806784,98464845,4181662,16340,3290132360,2141010944,2141716480,3600002841368,51.903902
54,bench_p26_wt,bench_p26_wt_logging,3600000000000,8,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,64806784,0,0,0,0,0,0,3168,51.904021
54,bench_p26_wt,bench_p26_wt_logging,3600000000000,8,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,64806784,0,0,0,0,0,0,528,51.904073
54,bench_p26_wt,bench_p26_wt_logging,3600000000000,8,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,64806784,0,0,0,0,0,0,1296,51.904117
54,bench_p26_wt,bench_p26_wt_logging,3600000000000,8,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,64806784,0,0,0,0,0,0,2883584,51.904159
51,bench_p26_wt,bench_p26_wt_logging,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,77859840,89001079,5030563,19657,3590026267,2575648256,2576482304,3600001916929,58.122074
51,bench_p26_wt,bench_p26_wt_logging,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,77859840,0,0,0,0,0,0,3168,58.122177
51,bench_p26_wt,bench_p26_wt_logging,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,77859840,0,0,0,0,0,0,528,58.122241
51,bench_p26_wt,bench_p26_wt_logging,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,77859840,0,0,0,0,0,0,1296,58.122285
51,bench_p26_wt,bench_p26_wt_logging,3600000000000,1,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,77859840,0,0,0,0,0,0,2752512,58.122327
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,105767424,27885911,6845535,26749,57110345728,3504913920,3506044928,3600002748928,63.451838
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,105767424,0,0,0,0,0,0,3168,63.451944
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,105767424,0,0,0,0,0,0,528,63.451996
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,105767424,0,0,0,0,0,0,4624,63.452041
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2048,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,105767424,0,0,0,0,0,0,2883584,63.452083
55,bench_p26_wt,bench_p26_wt_logging,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,89494848,79974908,5787247,22614,4621108048,2963070464,2964062208,3600002050288,65.317371
55,bench_p26_wt,bench_p26_wt_logging,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,89494848,0,0,0,0,0,0,3168,65.317471
55,bench_p26_wt,bench_p26_wt_logging,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,89494848,0,0,0,0,0,0,528,65.317521
55,bench_p26_wt,bench_p26_wt_logging,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,89494848,0,0,0,0,0,0,1296,65.317565
55,bench_p26_wt,bench_p26_wt_logging,3600000000000,16,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,89494848,0,0,0,0,0,0,2883584,65.317606
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,108842432,38993553,7045541,27531,39929398272,3607316992,3608543232,3600001989120,65.537572
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,108842432,0,0,0,0,0,0,3168,65.537669
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,108842432,0,0,0,0,0,0,528,65.537723
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,108842432,0,0,0,0,0,0,2576,65.537774
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,1024,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,108842432,0,0,0,0,0,0,2883584,65.537817
59,bench_p26_wt,bench_p26_wt_logging,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,112048960,56427736,7254064,28346,14445500416,3714080768,3715366912,3600002000896,65.807812
59,bench_p26_wt,bench_p26_wt_logging,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,112048960,0,0,0,0,0,0,3168,65.807907
59,bench_p26_wt,bench_p26_wt_logging,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,112048960,0,0,0,0,0,0,528,65.807956
59,bench_p26_wt,bench_p26_wt_logging,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,112048960,0,0,0,0,0,0,1296,65.808000
59,bench_p26_wt,bench_p26_wt_logging,3600000000000,256,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,112048960,0,0,0,0,0,0,2883584,65.808041
57,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,110922368,62951292,7180822,28060,7037673600,3676580864,3677880320,3600001453440,69.504537
57,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,110922368,0,0,0,0,0,0,3168,69.504640
57,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,110922368,0,0,0,0,0,0,528,69.504686
57,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,110922368,0,0,0,0,0,0,1296,69.504727
57,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,110922368,0,0,0,0,0,0,2883584,69.504777
56,bench_p26_wt,bench_p26_wt_logging,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,104055104,68643693,6734173,26314,5957632960,3447896576,3449028608,3600001418560,71.473112
56,bench_p26_wt,bench_p26_wt_logging,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,104055104,0,0,0,0,0,0,3168,71.473224
56,bench_p26_wt,bench_p26_wt_logging,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,104055104,0,0,0,0,0,0,528,71.473268
56,bench_p26_wt,bench_p26_wt_logging,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,104055104,0,0,0,0,0,0,1296,71.473305
56,bench_p26_wt,bench_p26_wt_logging,3600000000000,32,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,104055104,0,0,0,0,0,0,2883584,71.473340
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,112660480,48116855,7293848,28501,24635829760,3734450176,3735683072,3600002079232,71.698746
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,112660480,0,0,0,0,0,0,3168,71.698828
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,112660480,0,0,0,0,0,0,528,71.698865
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,112660480,0,0,0,0,0,0,1552,71.698896
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,512,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,112660480,0,0,0,0,0,0,2883584,71.698924
58,bench_p26_wt,bench_p26_wt_logging,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,109978432,61466732,7119433,27820,9821445120,3645149696,3646423040,3600001104384,71.872642
58,bench_p26_wt,bench_p26_wt_logging,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,109978432,0,0,0,0,0,0,3168,71.872719
58,bench_p26_wt,bench_p26_wt_logging,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,109978432,0,0,0,0,0,0,528,71.872751
58,bench_p26_wt,bench_p26_wt_logging,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,109978432,0,0,0,0,0,0,1296,71.872778
58,bench_p26_wt,bench_p26_wt_logging,3600000000000,128,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,109978432,0,0,0,0,0,0,2883584,71.872803
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,write,84014464,33841620,5430826,21222,69307637760,2780582912,2781609984,3600016456704,29.348683
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,stack,84014464,0,0,0,0,0,0,3168,29.348754
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,ctx,84014464,0,0,0,0,0,0,528,29.348785
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,heap,84014464,0,0,0,0,0,0,8720,29.348810
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,4096,1,0,64,134217728,2097152,0,32768,64,0,30,0,42,usage,84014464,0,0,0,0,0,0,2883584,29.348834
