i,suite,case,PROG_SIZE,DISK_GEOMETRY,NO_FRUNCATE,SIM_TIME,SEED,FILE_SIZE,FS,SIZE,CHUNK,SIM_SIZE,NO_SET,DISK_SIZE,SKIP_WARMUP,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
48,bench_p26_wt,bench_p26_wt_many,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,12983552,0,0,0,0,0,0,2320,158.191412
48,bench_p26_wt,bench_p26_wt_many,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,12983552,0,0,0,0,0,0,34078720,158.191474
47,bench_p26_wt,bench_p26_wt_many,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,187.055325
47,bench_p26_wt,bench_p26_wt_many,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,13886336,0,0,0,0,0,0,3312,187.055444
47,bench_p26_wt,bench_p26_wt_many,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,13886336,0,0,0,0,0,0,848,187.055510
47,bench_p26_wt,bench_p26_wt_many,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,13886336,0,0,0,0,0,0,1296,187.055566
47,bench_p26_wt,bench_p26_wt_many,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,13886336,0,0,0,0,0,0,34340864,187.055619
40,bench_p26_wt,bench_p26_wt_many,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9736896,130380932,224388,398,17792223421,45956208,52166656,3600014385751,191.764210
40,bench_p26_wt,bench_p26_wt_many,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9736896,0,0,0,0,0,0,3488,191.764315
40,bench_p26_wt,bench_p26_wt_many,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9736896,0,0,0,0,0,0,848,191.764370
40,bench_p26_wt,bench_p26_wt_many,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9736896,0,0,0,0,0,0,784,191.764418
40,bench_p26_wt,bench_p26_wt_many,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9736896,0,0,0,0,0,0,34078720,191.764465
41,bench_p26_wt,bench_p26_wt_many,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9753728,130353168,224596,399,17824513082,46331672,52297728,3600006631190,193.823193
41,bench_p26_wt,bench_p26_wt_many,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9753728,0,0,0,0,0,0,3488,193.823303
41,bench_p26_wt,bench_p26_wt_many,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9753728,0,0,0,0,0,0,848,193.823359
41,bench_p26_wt,bench_p26_wt_many,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9753728,0,0,0,0,0,0,784,193.823409
41,bench_p26_wt,bench_p26_wt_many,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9753728,0,0,0,0,0,0,34078720,193.823457
42,bench_p26_wt,bench_p26_wt_many,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9731840,130400445,224019,405,17770163048,46984960,53084160,3600015902136,201.681769
42,bench_p26_wt,bench_p26_wt_many,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9731840,0,0,0,0,0,0,3488,201.681875
42,bench_p26_wt,bench_p26_wt_many,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9731840,0,0,0,0,0,0,848,201.681927
42,bench_p26_wt,bench_p26_wt_many,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9731840,0,0,0,0,0,0,784,201.681973
42,bench_p26_wt,bench_p26_wt_many,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9731840,0,0,0,0,0,0,34078720,201.682019
43,bench_p26_wt,bench_p26_wt_many,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9889152,130332070,227414,420,17810494014,49089312,55050240,3600019541498,202.470968
43,bench_p26_wt,bench_p26_wt_many,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9889152,0,0,0,0,0,0,3488,202.471070
43,bench_p26_wt,bench_p26_wt_many,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9889152,0,0,0,0,0,0,848,202.471122
43,bench_p26_wt,bench_p26_wt_many,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9889152,0,0,0,0,0,0,784,202.471167
43,bench_p26_wt,bench_p26_wt_many,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9889152,0,0,0,0,0,0,34078720,202.471211
38,bench_p26_wt,bench_p26_wt_many,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9690752,130406596,223585,396,17770940679,45579359,51904512,3600029005458,204.208724
38,bench_p26_wt,bench_p26_wt_many,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9690752,0,0,0,0,0,0,3488,204.208818
38,bench_p26_wt,bench_p26_wt_many,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9690752,0,0,0,0,0,0,848,204.208868
38,bench_p26_wt,bench_p26_wt_many,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9690752,0,0,0,0,0,0,784,204.208912
38,bench_p26_wt,bench_p26_wt_many,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9690752,0,0,0,0,0,0,34078720,204.208954
44,bench_p26_wt,bench_p26_wt_many,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,10470272,130228514,244432,493,17704230101,57193920,64618496,3600005095695,207.895447
44,bench_p26_wt,bench_p26_wt_many,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,10470272,0,0,0,0,0,0,3248,207.895538
44,bench_p26_wt,bench_p26_wt_many,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,10470272,0,0,0,0,0,0,848,207.895583
44,bench_p26_wt,bench_p26_wt_many,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,10470272,0,0,0,0,0,0,784,207.895627
44,bench_p26_wt,bench_p26_wt_many,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,10470272,0,0,0,0,0,0,34078720,207.895661
39,bench_p26_wt,bench_p26_wt_many,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,9728960,130367597,224234,397,17811476754,45758958,52035584,3600008286464,208.134845
39,bench_p26_wt,bench_p26_wt_many,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,9728960,0,0,0,0,0,0,3488,208.134928
39,bench_p26_wt,bench_p26_wt_many,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,9728960,0,0,0,0,0,0,848,208.134971
39,bench_p26_wt,bench_p26_wt_many,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,9728960,0,0,0,0,0,0,784,208.135007
39,bench_p26_wt,bench_p26_wt_many,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,9728960,0,0,0,0,0,0,34078720,208.135041
45,bench_p26_wt,bench_p26_wt_many,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,11568832,129825568,259157,521,18023141072,62698624,68288512,3600000372464,211.828353
45,bench_p26_wt,bench_p26_wt_many,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,11568832,0,0,0,0,0,0,3248,211.828435
45,bench_p26_wt,bench_p26_wt_many,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,11568832,0,0,0,0,0,0,848,211.828475
45,bench_p26_wt,bench_p26_wt_many,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,11568832,0,0,0,0,0,0,784,211.828507
45,bench_p26_wt,bench_p26_wt_many,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,11568832,0,0,0,0,0,0,34078720,211.828537
46,bench_p26_wt,bench_p26_wt_many,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,12027776,129633355,257686,553,18284775425,65967616,72482816,3600005085715,216.546460
46,bench_p26_wt,bench_p26_wt_many,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,12027776,0,0,0,0,0,0,3488,216.546541
46,bench_p26_wt,bench_p26_wt_many,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,12027776,0,0,0,0,0,0,848,216.546671
46,bench_p26_wt,bench_p26_wt_many,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,12027776,0,0,0,0,0,0,784,216.546727
46,bench_p26_wt,bench_p26_wt_many,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,12027776,0,0,0,0,0,0,34078720,216.546763
50,bench_p26_wt,bench_p26_wt_many,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,6963328,137197076,286008,4664,7198716179,585744384,611319808,3600290702441,35.957295
50,bench_p26_wt,bench_p26_wt_many,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,6963328,0,0,0,0,0,0,3312,35.957368
50,bench_p26_wt,bench_p26_wt_many,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,6963328,0,0,0,0,0,0,848,35.957399
50,bench_p26_wt,bench_p26_wt_many,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,6963328,0,0,0,0,0,0,8464,35.957425
50,bench_p26_wt,bench_p26_wt_many,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,6963328,0,0,0,0,0,0,34603008,35.957448
51,bench_p26_wt,bench_p26_wt_logging,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,79589056,79909167,6420250,4069,746016361,518042000,533331968,3600002760571,31.201152
51,bench_p26_wt,bench_p26_wt_logging,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,79589056,0,0,0,0,0,0,3296,31.201277
51,bench_p26_wt,bench_p26_wt_logging,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,79589056,0,0,0,0,0,0,624,31.201335
51,bench_p26_wt,bench_p26_wt_logging,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,79589056,0,0,0,0,0,0,784,31.201396
51,bench_p26_wt,bench_p26_wt_logging,1,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,79589056,0,0,0,0,0,0,3014656,31.201451
53,bench_p26_wt,bench_p26_wt_logging,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,84460480,75815827,6815306,4426,764774206,561773464,580124672,3600001136098,31.829873
53,bench_p26_wt,bench_p26_wt_logging,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,84460480,0,0,0,0,0,0,3296,31.829984
53,bench_p26_wt,bench_p26_wt_logging,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,84460480,0,0,0,0,0,0,624,31.830041
53,bench_p26_wt,bench_p26_wt_logging,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,84460480,0,0,0,0,0,0,784,31.830101
53,bench_p26_wt,bench_p26_wt_logging,4,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,84460480,0,0,0,0,0,0,3014656,31.830150
52,bench_p26_wt,bench_p26_wt_logging,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,84559424,75782209,6820314,4376,753713371,555640046,573571072,3600001224171,31.957139
52,bench_p26_wt,bench_p26_wt_logging,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,84559424,0,0,0,0,0,0,3296,31.957243
52,bench_p26_wt,bench_p26_wt_logging,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,84559424,0,0,0,0,0,0,624,31.957297
52,bench_p26_wt,bench_p26_wt_logging,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,84559424,0,0,0,0,0,0,784,31.957344
52,bench_p26_wt,bench_p26_wt_logging,2,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,84559424,0,0,0,0,0,0,3014656,31.957391
54,bench_p26_wt,bench_p26_wt_logging,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,83259456,76884448,6707433,4475,797462758,560347840,586547200,3600001183058,32.173349
54,bench_p26_wt,bench_p26_wt_logging,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,83259456,0,0,0,0,0,0,3296,32.173453
54,bench_p26_wt,bench_p26_wt_logging,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,83259456,0,0,0,0,0,0,624,32.173507
54,bench_p26_wt,bench_p26_wt_logging,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,83259456,0,0,0,0,0,0,784,32.173580
54,bench_p26_wt,bench_p26_wt_logging,8,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,83259456,0,0,0,0,0,0,3014656,32.173629
55,bench_p26_wt,bench_p26_wt_logging,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,82526400,77344046,6656646,4698,841654853,566574688,615776256,3600003222591,32.441026
55,bench_p26_wt,bench_p26_wt_logging,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,82526400,0,0,0,0,0,0,3296,32.441124
55,bench_p26_wt,bench_p26_wt_logging,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,82526400,0,0,0,0,0,0,624,32.441175
55,bench_p26_wt,bench_p26_wt_logging,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,82526400,0,0,0,0,0,0,784,32.441219
55,bench_p26_wt,bench_p26_wt_logging,16,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,82526400,0,0,0,0,0,0,3014656,32.441259
56,bench_p26_wt,bench_p26_wt_logging,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,82524096,77610031,6617507,5104,926410045,610419776,668991488,3600002589767,33.146958
56,bench_p26_wt,bench_p26_wt_logging,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,82524096,0,0,0,0,0,0,3296,33.147059
56,bench_p26_wt,bench_p26_wt_logging,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,82524096,0,0,0,0,0,0,624,33.147111
56,bench_p26_wt,bench_p26_wt_logging,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,82524096,0,0,0,0,0,0,784,33.147159
56,bench_p26_wt,bench_p26_wt_logging,32,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,82524096,0,0,0,0,0,0,3014656,33.147204
57,bench_p26_wt,bench_p26_wt_logging,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,83963520,76777057,6675362,5969,1089342037,674554048,782368768,3600001757839,33.407236
57,bench_p26_wt,bench_p26_wt_logging,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,83963520,0,0,0,0,0,0,3296,33.407334
57,bench_p26_wt,bench_p26_wt_logging,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,83963520,0,0,0,0,0,0,624,33.407383
57,bench_p26_wt,bench_p26_wt_logging,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,83963520,0,0,0,0,0,0,784,33.407427
57,bench_p26_wt,bench_p26_wt_logging,64,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,83963520,0,0,0,0,0,0,3014656,33.407467
58,bench_p26_wt,bench_p26_wt_logging,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,81926912,84077395,5897178,7088,1516765521,921972480,929038336,3600002962947,36.482126
58,bench_p26_wt,bench_p26_wt_logging,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,81926912,0,0,0,0,0,0,3296,36.482229
58,bench_p26_wt,bench_p26_wt_logging,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,81926912,0,0,0,0,0,0,624,36.482279
58,bench_p26_wt,bench_p26_wt_logging,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,81926912,0,0,0,0,0,0,784,36.482320
58,bench_p26_wt,bench_p26_wt_logging,128,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,81926912,0,0,0,0,0,0,2883584,36.482360
59,bench_p26_wt,bench_p26_wt_logging,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,82552512,86230220,5558307,10865,2296594613,1422926592,1424097280,3600002602607,40.583099
59,bench_p26_wt,bench_p26_wt_logging,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,82552512,0,0,0,0,0,0,3296,40.583190
59,bench_p26_wt,bench_p26_wt_logging,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,82552512,0,0,0,0,0,0,624,40.583235
59,bench_p26_wt,bench_p26_wt_logging,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,82552512,0,0,0,0,0,0,784,40.583274
59,bench_p26_wt,bench_p26_wt_logging,256,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,82552512,0,0,0,0,0,0,3014656,40.583310
60,bench_p26_wt,bench_p26_wt_logging,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,46.281198
60,bench_p26_wt,bench_p26_wt_logging,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,77765696,0,0,0,0,0,0,3296,46.281291
60,bench_p26_wt,bench_p26_wt_logging,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,77765696,0,0,0,0,0,0,624,46.281347
60,bench_p26_wt,bench_p26_wt_logging,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,77765696,0,0,0,0,0,0,1296,46.281384
60,bench_p26_wt,bench_p26_wt_logging,512,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,77765696,0,0,0,0,0,0,3014656,46.281417
61,bench_p26_wt,bench_p26_wt_logging,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,67231488,93011142,4260023,33283,5339510975,4362263552,4362469376,3600004889133,53.612964
61,bench_p26_wt,bench_p26_wt_logging,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,67231488,0,0,0,0,0,0,3296,53.613051
61,bench_p26_wt,bench_p26_wt_logging,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,67231488,0,0,0,0,0,0,624,53.613089
61,bench_p26_wt,bench_p26_wt_logging,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,67231488,0,0,0,0,0,0,2320,53.613123
61,bench_p26_wt,bench_p26_wt_logging,1024,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,67231488,0,0,0,0,0,0,3014656,53.613154
62,bench_p26_wt,bench_p26_wt_logging,2048,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,53327232,97013878,3347941,52312,7692718389,6856583168,6856638464,3600002518767,62.514985
62,bench_p26_wt,bench_p26_wt_logging,2048,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,53327232,0,0,0,0,0,0,3296,62.515058
62,bench_p26_wt,bench_p26_wt_logging,2048,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,53327232,0,0,0,0,0,0,624,62.515092
62,bench_p26_wt,bench_p26_wt_logging,2048,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,53327232,0,0,0,0,0,0,4368,62.515122
62,bench_p26_wt,bench_p26_wt_logging,2048,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,53327232,0,0,0,0,0,0,3014656,62.515152
63,bench_p26_wt,bench_p26_wt_logging,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,write,32239616,87587691,4010958,62671,8737702310,8214441984,8214413312,3600023957330,47.371170
63,bench_p26_wt,bench_p26_wt_logging,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,stack,32239616,0,0,0,0,0,0,3296,47.371246
63,bench_p26_wt,bench_p26_wt_logging,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,ctx,32239616,0,0,0,0,0,0,624,47.371277
63,bench_p26_wt,bench_p26_wt_logging,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,heap,32239616,0,0,0,0,0,0,8464,47.371303
63,bench_p26_wt,bench_p26_wt_logging,4096,1,0,3600000000000,42,64,3,2097152,64,0,0,134217728,0,32768,usage,32239616,0,0,0,0,0,0,3014656,47.371326
