i,suite,case,DISK_GEOMETRY,NO_SET,DISK_SIZE,FS,SKIP_WARMUP,NO_FRUNCATE,FILE_COUNT,CHUNK,SIM_TIME,FILE_SIZE,SEED,SIM_SIZE,SIZE,BLOCK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
44,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,131072,write,32026688,293692833,3149648,51648,293692833,205327540,211550208,3600001876612,7.369579
44,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,131072,stack,32026688,0,0,0,0,0,0,3296,7.369688
44,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,131072,ctx,32026688,0,0,0,0,0,0,624,7.369748
44,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,131072,heap,32026688,0,0,0,0,0,0,784,7.369801
44,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,131072,usage,32026688,0,0,0,0,0,0,3014656,7.369844
43,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,65536,write,30308416,329922107,3032050,52672,329922107,209897107,215744512,3600562240545,7.625918
43,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,65536,stack,30308416,0,0,0,0,0,0,3296,7.626020
43,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,65536,ctx,30308416,0,0,0,0,0,0,624,7.626073
43,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,65536,heap,30308416,0,0,0,0,0,0,784,7.626118
43,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,65536,usage,30308416,0,0,0,0,0,0,2555904,7.626163
47,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,1048576,write,36763328,214044152,3452833,49152,214044152,194224246,201326592,3605601129090,10.171778
47,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,1048576,stack,36763328,0,0,0,0,0,0,3296,10.171883
47,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,1048576,ctx,36763328,0,0,0,0,0,0,624,10.171938
47,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,1048576,heap,36763328,0,0,0,0,0,0,784,10.171987
47,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,1048576,usage,36763328,0,0,0,0,0,0,6291456,10.172035
45,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,262144,write,33649024,266328202,3246146,50816,266328202,201267147,208142336,3600002813857,10.668473
45,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,262144,stack,33649024,0,0,0,0,0,0,3296,10.668582
45,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,262144,ctx,33649024,0,0,0,0,0,0,624,10.668635
45,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,262144,heap,33649024,0,0,0,0,0,0,784,10.668683
45,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,262144,usage,33649024,0,0,0,0,0,0,3932160,10.668728
39,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,4096,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,10.850410
39,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,4096,stack,15992704,0,0,0,0,0,0,3264,10.850479
39,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,4096,ctx,15992704,0,0,0,0,0,0,624,10.850515
39,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,4096,heap,15992704,0,0,0,0,0,0,784,10.850558
39,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,4096,usage,15992704,0,0,0,0,0,0,2449408,10.850585
46,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,524288,write,35160064,249578035,3347663,50048,249578035,198226306,204996608,3605335857566,11.521723
46,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,524288,stack,35160064,0,0,0,0,0,0,3296,11.521807
46,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,524288,ctx,35160064,0,0,0,0,0,0,624,11.521848
46,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,524288,heap,35160064,0,0,0,0,0,0,784,11.521881
46,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,524288,usage,35160064,0,0,0,0,0,0,4718592,11.521911
42,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,32768,write,28019328,421197328,2891734,53824,421197328,214829928,220463104,3600001064248,11.666927
42,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,32768,stack,28019328,0,0,0,0,0,0,3296,11.666994
42,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,32768,ctx,28019328,0,0,0,0,0,0,624,11.667033
42,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,32768,heap,28019328,0,0,0,0,0,0,784,11.667066
42,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,32768,usage,28019328,0,0,0,0,0,0,2326528,11.667095
40,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,8192,write,16695808,866514453,2755241,54642,866514453,215653749,223813632,3600023631351,13.656553
40,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,8192,stack,16695808,0,0,0,0,0,0,3296,13.656633
40,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,8192,ctx,16695808,0,0,0,0,0,0,624,13.656667
40,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,8192,heap,16695808,0,0,0,0,0,0,784,13.656698
40,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,8192,usage,16695808,0,0,0,0,0,0,2293760,13.656723
41,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,16384,write,23246912,896422573,2566527,56292,896422573,224888797,230572032,3600133449071,14.393204
41,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,16384,stack,23246912,0,0,0,0,0,0,3296,14.393272
41,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,16384,ctx,23246912,0,0,0,0,0,0,624,14.393302
41,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,16384,heap,23246912,0,0,0,0,0,0,784,14.393328
41,bench_p26_wt,bench_p26_wt_logging,0,1,134217728,33,0,0,32768,64,3600000000000,64,42,0,2097152,16384,usage,23246912,0,0,0,0,0,0,2260992,14.393352
