i,suite,case,SEED,SIM_TIME,CHUNK,FILE_SIZE,FS,SKIP_WARMUP,NO_SET,FILE_COUNT,DISK_GEOMETRY,SIM_SIZE,SIZE,NO_FRUNCATE,DISK_SIZE,READ_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,write,4014464,84707306224,134463,3506,84707306224,11508904,14360576,3600078617336,886.112989
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,stack,4014464,0,0,0,0,0,0,2288,886.113106
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,ctx,4014464,0,0,0,0,0,0,640,886.113185
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,heap,4014464,0,0,0,0,0,0,784,886.113234
41,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,usage,4014464,0,0,0,0,0,0,13500416,886.113281
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,924.795219
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,stack,4026880,0,0,0,0,0,0,2288,924.795340
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,ctx,4026880,0,0,0,0,0,0,640,924.795396
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,heap,4026880,0,0,0,0,0,0,784,924.795446
38,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,usage,4026880,0,0,0,0,0,0,13508608,924.795492
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,write,3884800,84830769920,130976,3428,84830769920,11207400,14041088,3600106295096,928.715719
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,stack,3884800,0,0,0,0,0,0,2288,928.715830
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,ctx,3884800,0,0,0,0,0,0,640,928.715885
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,heap,3884800,0,0,0,0,0,0,784,928.715932
44,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,usage,3884800,0,0,0,0,0,0,13312000,928.715976
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,write,3539328,85150485248,121687,3225,85150485248,10418840,13209600,3600028409416,930.303336
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,stack,3539328,0,0,0,0,0,0,2288,930.303448
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,ctx,3539328,0,0,0,0,0,0,640,930.303522
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,heap,3539328,0,0,0,0,0,0,784,930.303581
46,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,usage,3539328,0,0,0,0,0,0,12763136,930.303626
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,957.072259
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,stack,4026880,0,0,0,0,0,0,2288,957.072374
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,ctx,4026880,0,0,0,0,0,0,640,957.072428
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,heap,4026880,0,0,0,0,0,0,784,957.072474
39,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,usage,4026880,0,0,0,0,0,0,13508608,957.072518
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,write,3830144,84881488464,129510,3394,84881488464,11079540,13901824,3600016065564,962.460899
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,stack,3830144,0,0,0,0,0,0,2288,962.461016
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,ctx,3830144,0,0,0,0,0,0,640,962.469328
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,heap,3830144,0,0,0,0,0,0,784,962.469398
42,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,usage,3830144,0,0,0,0,0,0,13221888,962.469442
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,write,3728896,84971747328,126767,3338,84971747328,10848546,13672448,3600004555398,974.175724
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,stack,3728896,0,0,0,0,0,0,2288,974.175819
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,ctx,3728896,0,0,0,0,0,0,640,974.175863
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,heap,3728896,0,0,0,0,0,0,784,974.175898
45,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,usage,3728896,0,0,0,0,0,0,13090816,974.175931
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,write,4041920,84682658392,135190,3520,84682658392,11570100,14417920,3600014741020,1017.827668
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,stack,4041920,0,0,0,0,0,0,2288,1017.827760
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,ctx,4041920,0,0,0,0,0,0,640,1017.827800
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,heap,4041920,0,0,0,0,0,0,784,1017.827834
40,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,usage,4041920,0,0,0,0,0,0,13524992,1017.827865
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,write,3872960,84838776032,130671,3423,84838776032,11182058,14020608,3600079025758,1018.430353
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,stack,3872960,0,0,0,0,0,0,2288,1018.430428
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,ctx,3872960,0,0,0,0,0,0,640,1018.430464
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,heap,3872960,0,0,0,0,0,0,784,1018.430493
43,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,usage,3872960,0,0,0,0,0,0,13303808,1018.430522
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,write,1937216,86976491520,74647,2023,86976491520,6454524,8286208,3600082932660,131.201313
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,stack,1937216,0,0,0,0,0,0,2144,131.201382
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,ctx,1937216,0,0,0,0,0,0,640,131.201413
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,heap,1937216,0,0,0,0,0,0,12304,131.201439
50,bench_p26_wt,bench_p26_wt_many,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,usage,1937216,0,0,0,0,0,0,8224768,131.201462
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,512,write,4583744,517680640,706366,73197,517680640,153610293,299814912,3600029259247,11.984683
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,512,stack,4583744,0,0,0,0,0,0,2000,11.984839
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,512,ctx,4583744,0,0,0,0,0,0,400,11.984908
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,512,heap,4583744,0,0,0,0,0,0,1552,11.984962
60,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,512,usage,4583744,0,0,0,0,0,0,2510848,11.985012
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1024,write,4574208,704176128,704951,73044,704176128,153306977,299188224,3600032340275,12.013484
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1024,stack,4574208,0,0,0,0,0,0,2000,12.013575
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1024,ctx,4574208,0,0,0,0,0,0,400,12.013635
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1024,heap,4574208,0,0,0,0,0,0,3088,12.013686
61,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1024,usage,4574208,0,0,0,0,0,0,2498560,12.013734
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,write,4591424,354597504,707596,73331,354597504,153879709,300363776,3600033030055,12.271597
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,stack,4591424,0,0,0,0,0,0,2000,12.271710
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,ctx,4591424,0,0,0,0,0,0,400,12.271768
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,heap,4591424,0,0,0,0,0,0,784,12.271823
56,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,32,usage,4591424,0,0,0,0,0,0,2519040,12.271880
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2048,write,4555200,1073854464,701965,72742,1073854464,152654149,297951232,3600022693663,12.345896
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2048,stack,4555200,0,0,0,0,0,0,2000,12.345974
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2048,ctx,4555200,0,0,0,0,0,0,400,12.346014
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2048,heap,4555200,0,0,0,0,0,0,6160,12.346048
62,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2048,usage,4555200,0,0,0,0,0,0,2482176,12.346078
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,write,4589952,383594624,707333,73307,383594624,153820625,300265472,3600006590851,12.352590
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,stack,4589952,0,0,0,0,0,0,2000,12.352678
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,ctx,4589952,0,0,0,0,0,0,400,12.352756
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,heap,4589952,0,0,0,0,0,0,784,12.352815
58,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,128,usage,4589952,0,0,0,0,0,0,2514944,12.352872
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,write,4591424,354511472,707596,73331,354511472,153879709,300363776,3600029588775,12.350802
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,stack,4591424,0,0,0,0,0,0,2000,12.350880
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,ctx,4591424,0,0,0,0,0,0,400,12.350935
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,heap,4591424,0,0,0,0,0,0,784,12.350982
55,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,16,usage,4591424,0,0,0,0,0,0,2519040,12.351026
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,write,4590912,364601024,707573,73323,364601024,153876669,300331008,3600063920903,12.418164
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,stack,4590912,0,0,0,0,0,0,2000,12.418231
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,ctx,4590912,0,0,0,0,0,0,400,12.418268
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,heap,4590912,0,0,0,0,0,0,784,12.418298
57,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,64,usage,4590912,0,0,0,0,0,0,2519040,12.418325
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,write,4592448,335728908,707690,73347,335728908,153898077,300429312,3600036225735,12.542226
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,stack,4592448,0,0,0,0,0,0,2000,12.542304
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,ctx,4592448,0,0,0,0,0,0,400,12.542351
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,heap,4592448,0,0,0,0,0,0,784,12.542390
53,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4,usage,4592448,0,0,0,0,0,0,2519040,12.542424
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,write,4591808,346987984,707623,73337,346987984,153884677,300388352,3600009539039,12.568362
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,stack,4591808,0,0,0,0,0,0,2000,12.568430
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,ctx,4591808,0,0,0,0,0,0,400,12.568474
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,heap,4591808,0,0,0,0,0,0,784,12.568510
54,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,8,usage,4591808,0,0,0,0,0,0,2519040,12.568542
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,write,4587840,424014592,707003,73274,424014592,153748025,300130304,3600005012283,12.591308
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,stack,4587840,0,0,0,0,0,0,2000,12.591372
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,ctx,4587840,0,0,0,0,0,0,400,12.591411
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,heap,4587840,0,0,0,0,0,0,784,12.591445
59,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,256,usage,4587840,0,0,0,0,0,0,2514944,12.591477
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,write,4592576,333324630,707706,73349,333324630,153901525,300437504,3600036519487,12.642741
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,stack,4592576,0,0,0,0,0,0,2000,12.642798
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,ctx,4592576,0,0,0,0,0,0,400,12.642833
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,heap,4592576,0,0,0,0,0,0,784,12.642862
52,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,2,usage,4592576,0,0,0,0,0,0,2519040,12.642891
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,write,4592704,331044425,707723,73351,331044425,153905229,300445696,3600042181151,13.076025
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,stack,4592704,0,0,0,0,0,0,2000,13.076082
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,ctx,4592704,0,0,0,0,0,0,400,13.076133
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,heap,4592704,0,0,0,0,0,0,784,13.076166
51,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,1,usage,4592704,0,0,0,0,0,0,2519040,13.076190
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,write,4519104,1780756480,696365,72164,1780756480,151436241,295583744,3600025694083,4.584209
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,stack,4519104,0,0,0,0,0,0,1904,4.584271
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,ctx,4519104,0,0,0,0,0,0,400,4.584302
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,heap,4519104,0,0,0,0,0,0,12304,4.584328
63,bench_p26_wt,bench_p26_wt_logging,42,3600000000000,64,64,2,0,0,32768,0,0,2097152,0,134217728,4096,usage,4519104,0,0,0,0,0,0,2445312,4.584351
