i,suite,case,FS,CHUNK,FILE_SIZE,FILE_COUNT,SKIP_WARMUP,SEED,NO_FRUNCATE,SIM_SIZE,NO_SET,SIM_TIME,SIZE,DISK_SIZE,DISK_GEOMETRY,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,heap,7553216,0,0,0,0,0,0,784,11.958819
42,bench_p26_wt,bench_p26_wt_random,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,usage,7553216,0,0,0,0,0,0,37449728,11.958858
43,bench_p26_wt,bench_p26_wt_random,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,write,8356800,972102474,1872209,62416,972102474,194518889,255655936,3600339313499,10.712611
43,bench_p26_wt,bench_p26_wt_random,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,stack,8356800,0,0,0,0,0,0,3248,10.712679
43,bench_p26_wt,bench_p26_wt_random,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,ctx,8356800,0,0,0,0,0,0,608,10.712709
43,bench_p26_wt,bench_p26_wt_random,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,heap,8356800,0,0,0,0,0,0,784,10.712734
43,bench_p26_wt,bench_p26_wt_random,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,usage,8356800,0,0,0,0,0,0,69046272,10.712756
45,bench_p26_wt,bench_p26_wt_many,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,write,72852544,5218439538,1989440,57577,5218439538,228673805,235835392,3600000648647,67.110580
45,bench_p26_wt,bench_p26_wt_many,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,stack,72852544,0,0,0,0,0,0,3488,67.110708
45,bench_p26_wt,bench_p26_wt_many,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,ctx,72852544,0,0,0,0,0,0,848,67.110764
45,bench_p26_wt,bench_p26_wt_many,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,heap,72852544,0,0,0,0,0,0,784,67.110821
45,bench_p26_wt,bench_p26_wt_many,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,usage,72852544,0,0,0,0,0,0,57344,67.110868
44,bench_p26_wt,bench_p26_wt_many,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,write,73925888,5039536110,1992995,57705,5039536110,228779167,236359680,3600028796413,67.466999
44,bench_p26_wt,bench_p26_wt_many,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,stack,73925888,0,0,0,0,0,0,3488,67.467124
44,bench_p26_wt,bench_p26_wt_many,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,ctx,73925888,0,0,0,0,0,0,848,67.467180
44,bench_p26_wt,bench_p26_wt_many,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,heap,73925888,0,0,0,0,0,0,784,67.467242
44,bench_p26_wt,bench_p26_wt_many,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,usage,73925888,0,0,0,0,0,0,40960,67.467289
46,bench_p26_wt,bench_p26_wt_many,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,write,68990208,5212626625,1935322,58063,5212626625,230958607,237826048,3600026763077,67.885684
46,bench_p26_wt,bench_p26_wt_many,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,stack,68990208,0,0,0,0,0,0,3488,67.885807
46,bench_p26_wt,bench_p26_wt_many,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,ctx,68990208,0,0,0,0,0,0,848,67.885860
46,bench_p26_wt,bench_p26_wt_many,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,heap,68990208,0,0,0,0,0,0,784,67.885909
46,bench_p26_wt,bench_p26_wt_many,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,usage,68990208,0,0,0,0,0,0,81920,67.885951
47,bench_p26_wt,bench_p26_wt_many,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,write,70271040,5360158245,1951405,57789,5360158245,229714554,236703744,3600010017750,69.301393
47,bench_p26_wt,bench_p26_wt_many,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,stack,70271040,0,0,0,0,0,0,3488,69.301539
47,bench_p26_wt,bench_p26_wt_many,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,ctx,70271040,0,0,0,0,0,0,848,69.301593
47,bench_p26_wt,bench_p26_wt_many,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,heap,70271040,0,0,0,0,0,0,784,69.301639
47,bench_p26_wt,bench_p26_wt_many,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,usage,70271040,0,0,0,0,0,0,147456,69.301681
48,bench_p26_wt,bench_p26_wt_many,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,write,71379520,5587908932,1963190,57483,5587908932,228361749,235450368,3600040261679,73.844007
48,bench_p26_wt,bench_p26_wt_many,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,stack,71379520,0,0,0,0,0,0,3488,73.844122
48,bench_p26_wt,bench_p26_wt_many,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,ctx,71379520,0,0,0,0,0,0,848,73.844191
48,bench_p26_wt,bench_p26_wt_many,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,heap,71379520,0,0,0,0,0,0,784,73.844241
48,bench_p26_wt,bench_p26_wt_many,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,usage,71379520,0,0,0,0,0,0,286720,73.844287
49,bench_p26_wt,bench_p26_wt_many,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,write,69366592,5553463797,1937123,57745,5553463797,229366264,236523520,3600041053360,75.321232
49,bench_p26_wt,bench_p26_wt_many,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,stack,69366592,0,0,0,0,0,0,3488,75.321337
49,bench_p26_wt,bench_p26_wt_many,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,ctx,69366592,0,0,0,0,0,0,848,75.321392
49,bench_p26_wt,bench_p26_wt_many,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,heap,69366592,0,0,0,0,0,0,784,75.321441
49,bench_p26_wt,bench_p26_wt_many,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,usage,69366592,0,0,0,0,0,0,532480,75.321487
51,bench_p26_wt,bench_p26_wt_many,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,write,68372224,5878664785,1920554,57603,5878664785,228632826,235941888,3600015627574,77.178005
51,bench_p26_wt,bench_p26_wt_many,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,stack,68372224,0,0,0,0,0,0,3488,77.178106
51,bench_p26_wt,bench_p26_wt_many,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,ctx,68372224,0,0,0,0,0,0,848,77.178161
51,bench_p26_wt,bench_p26_wt_many,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,heap,68372224,0,0,0,0,0,0,784,77.178210
51,bench_p26_wt,bench_p26_wt_many,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,usage,68372224,0,0,0,0,0,0,1990656,77.178256
50,bench_p26_wt,bench_p26_wt_many,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,write,70505408,5788909041,1949577,57425,5788909041,227952782,235212800,3600015631154,80.015764
50,bench_p26_wt,bench_p26_wt_many,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,stack,70505408,0,0,0,0,0,0,3488,80.015880
50,bench_p26_wt,bench_p26_wt_many,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,ctx,70505408,0,0,0,0,0,0,848,80.015934
50,bench_p26_wt,bench_p26_wt_many,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,heap,70505408,0,0,0,0,0,0,784,80.015981
50,bench_p26_wt,bench_p26_wt_many,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,usage,70505408,0,0,0,0,0,0,1064960,80.016024
53,bench_p26_wt,bench_p26_wt_many,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,write,68139008,6303440592,1915706,57270,6303440592,226137003,234577920,3600034866225,81.225685
53,bench_p26_wt,bench_p26_wt_many,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,stack,68139008,0,0,0,0,0,0,3488,81.225787
53,bench_p26_wt,bench_p26_wt_many,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,ctx,68139008,0,0,0,0,0,0,848,81.225839
53,bench_p26_wt,bench_p26_wt_many,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,heap,68139008,0,0,0,0,0,0,784,81.225884
53,bench_p26_wt,bench_p26_wt_many,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,usage,68139008,0,0,0,0,0,0,8052736,81.225928
52,bench_p26_wt,bench_p26_wt_many,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,write,69346624,6203077948,1930569,57227,6203077948,226618115,234401792,3600041661849,81.829701
52,bench_p26_wt,bench_p26_wt_many,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,stack,69346624,0,0,0,0,0,0,3488,81.829803
52,bench_p26_wt,bench_p26_wt_many,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,ctx,69346624,0,0,0,0,0,0,848,81.829856
52,bench_p26_wt,bench_p26_wt_many,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,heap,69346624,0,0,0,0,0,0,784,81.829901
52,bench_p26_wt,bench_p26_wt_many,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,usage,69346624,0,0,0,0,0,0,4132864,81.829942
54,bench_p26_wt,bench_p26_wt_many,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,write,67139264,6283079192,1909161,57346,6283079192,225031584,234889216,3600000467360,81.854801
54,bench_p26_wt,bench_p26_wt_many,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,stack,67139264,0,0,0,0,0,0,3488,81.854882
54,bench_p26_wt,bench_p26_wt_many,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,ctx,67139264,0,0,0,0,0,0,848,81.854927
54,bench_p26_wt,bench_p26_wt_many,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,heap,67139264,0,0,0,0,0,0,784,81.854964
54,bench_p26_wt,bench_p26_wt_many,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,usage,67139264,0,0,0,0,0,0,16044032,81.854997
55,bench_p26_wt,bench_p26_wt_many,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,write,64232256,6207258790,1897616,57517,6207258790,222942364,235589632,3600003248516,82.780347
55,bench_p26_wt,bench_p26_wt_many,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,stack,64232256,0,0,0,0,0,0,3488,82.780430
55,bench_p26_wt,bench_p26_wt_many,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,ctx,64232256,0,0,0,0,0,0,848,82.780471
55,bench_p26_wt,bench_p26_wt_many,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,heap,64232256,0,0,0,0,0,0,784,82.780504
55,bench_p26_wt,bench_p26_wt_many,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,usage,64232256,0,0,0,0,0,0,31965184,82.780536
56,bench_p26_wt,bench_p26_wt_many,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,write,60032192,5970483220,1868981,57984,5970483220,218851874,237502464,3600011213478,47.503783
56,bench_p26_wt,bench_p26_wt_many,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,stack,60032192,0,0,0,0,0,0,3488,47.503867
56,bench_p26_wt,bench_p26_wt_many,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,ctx,60032192,0,0,0,0,0,0,848,47.503908
56,bench_p26_wt,bench_p26_wt_many,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,heap,60032192,0,0,0,0,0,0,784,47.503941
56,bench_p26_wt,bench_p26_wt_many,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,usage,60032192,0,0,0,0,0,0,64229376,47.503981
57,bench_p26_wt,bench_p26_wt_many,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,write,22015808,35205723997,2099365,57622,35205723997,204701671,236019712,4845045566381,212.020195
57,bench_p26_wt,bench_p26_wt_many,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,stack,22015808,0,0,0,0,0,0,3488,212.020294
57,bench_p26_wt,bench_p26_wt_many,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,ctx,22015808,0,0,0,0,0,0,848,212.020332
57,bench_p26_wt,bench_p26_wt_many,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,heap,22015808,0,0,0,0,0,0,784,212.020363
57,bench_p26_wt,bench_p26_wt_many,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,usage,22015808,0,0,0,0,0,0,113025024,212.020392
58,bench_p26_wt,bench_p26_wt_many,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,write,13493504,49520304713,2153443,58507,49520304713,204150580,239644672,5479080256836,281.834952
58,bench_p26_wt,bench_p26_wt_many,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,stack,13493504,0,0,0,0,0,0,3488,281.835025
58,bench_p26_wt,bench_p26_wt_many,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,ctx,13493504,0,0,0,0,0,0,848,281.835059
58,bench_p26_wt,bench_p26_wt_many,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,heap,13493504,0,0,0,0,0,0,784,281.835090
58,bench_p26_wt,bench_p26_wt_many,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,usage,13493504,0,0,0,0,0,0,112967680,281.835119
59,bench_p26_wt,bench_p26_wt_many,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,write,12247040,51812638899,2158791,58759,51812638899,205752189,240676864,5584283600703,293.642478
59,bench_p26_wt,bench_p26_wt_many,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,stack,12247040,0,0,0,0,0,0,3488,293.642547
59,bench_p26_wt,bench_p26_wt_many,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,ctx,12247040,0,0,0,0,0,0,848,293.642577
59,bench_p26_wt,bench_p26_wt_many,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,heap,12247040,0,0,0,0,0,0,784,293.642602
59,bench_p26_wt,bench_p26_wt_many,33,64,64,524288,0,42,0,0,1,3600000000000,33554432,134217728,0,usage,12247040,0,0,0,0,0,0,113213440,293.642627
64,bench_p26_wt,bench_p26_wt_logging,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,write,37215616,273144721,3458089,48929,273144721,192573816,200413184,3600002166160,14.180196
64,bench_p26_wt,bench_p26_wt_logging,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,stack,37215616,0,0,0,0,0,0,3264,14.180320
64,bench_p26_wt,bench_p26_wt_logging,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,ctx,37215616,0,0,0,0,0,0,624,14.180380
64,bench_p26_wt,bench_p26_wt_logging,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,heap,37215616,0,0,0,0,0,0,784,14.180431
64,bench_p26_wt,bench_p26_wt_logging,33,64,64,256,0,42,0,0,1,3600000000000,16384,134217728,0,usage,37215616,0,0,0,0,0,0,45056,14.180479
65,bench_p26_wt,bench_p26_wt_logging,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,write,34083072,348946491,3227586,50908,348946491,200785197,208519168,3600011889039,15.194598
65,bench_p26_wt,bench_p26_wt_logging,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,stack,34083072,0,0,0,0,0,0,3264,15.194708
65,bench_p26_wt,bench_p26_wt_logging,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,ctx,34083072,0,0,0,0,0,0,624,15.194764
65,bench_p26_wt,bench_p26_wt_logging,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,heap,34083072,0,0,0,0,0,0,784,15.194814
65,bench_p26_wt,bench_p26_wt_logging,33,64,64,512,0,42,0,0,1,3600000000000,32768,134217728,0,usage,34083072,0,0,0,0,0,0,61440,15.194862
60,bench_p26_wt,bench_p26_wt_logging,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,write,41962624,190536788,3720915,46670,190536788,182487464,191160320,3600018285976,15.201436
60,bench_p26_wt,bench_p26_wt_logging,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,stack,41962624,0,0,0,0,0,0,3296,15.201514
60,bench_p26_wt,bench_p26_wt_logging,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,ctx,41962624,0,0,0,0,0,0,624,15.201581
60,bench_p26_wt,bench_p26_wt_logging,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,heap,41962624,0,0,0,0,0,0,784,15.201630
60,bench_p26_wt,bench_p26_wt_logging,33,64,64,16,0,42,0,0,1,3600000000000,1024,134217728,0,usage,41962624,0,0,0,0,0,0,24576,15.201678
61,bench_p26_wt,bench_p26_wt_logging,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,write,41139968,216399355,3693832,46887,216399355,183591830,192049152,3600001813338,15.441260
61,bench_p26_wt,bench_p26_wt_logging,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,stack,41139968,0,0,0,0,0,0,3296,15.441362
61,bench_p26_wt,bench_p26_wt_logging,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,ctx,41139968,0,0,0,0,0,0,624,15.441417
61,bench_p26_wt,bench_p26_wt_logging,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,heap,41139968,0,0,0,0,0,0,784,15.441465
61,bench_p26_wt,bench_p26_wt_logging,33,64,64,32,0,42,0,0,1,3600000000000,2048,134217728,0,usage,41139968,0,0,0,0,0,0,24576,15.441513
62,bench_p26_wt,bench_p26_wt_logging,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,write,39248128,268233951,3573662,47909,268233951,186163710,196235264,3600029307570,16.131768
62,bench_p26_wt,bench_p26_wt_logging,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,stack,39248128,0,0,0,0,0,0,3296,16.131870
62,bench_p26_wt,bench_p26_wt_logging,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,ctx,39248128,0,0,0,0,0,0,624,16.131923
62,bench_p26_wt,bench_p26_wt_logging,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,heap,39248128,0,0,0,0,0,0,784,16.131970
62,bench_p26_wt,bench_p26_wt_logging,33,64,64,64,0,42,0,0,1,3600000000000,4096,134217728,0,usage,39248128,0,0,0,0,0,0,28672,16.132014
66,bench_p26_wt,bench_p26_wt_logging,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,write,31020160,431045939,3048001,52429,431045939,207241139,214749184,3600004498753,16.349878
66,bench_p26_wt,bench_p26_wt_logging,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,stack,31020160,0,0,0,0,0,0,3264,16.350000
66,bench_p26_wt,bench_p26_wt_logging,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,ctx,31020160,0,0,0,0,0,0,624,16.350053
66,bench_p26_wt,bench_p26_wt_logging,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,heap,31020160,0,0,0,0,0,0,784,16.350097
66,bench_p26_wt,bench_p26_wt_logging,33,64,64,1024,0,42,0,0,1,3600000000000,65536,134217728,0,usage,31020160,0,0,0,0,0,0,102400,16.350142
63,bench_p26_wt,bench_p26_wt_logging,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,write,36757760,313785527,3405721,49359,313785527,192933608,202174464,3600030153424,16.793583
63,bench_p26_wt,bench_p26_wt_logging,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,stack,36757760,0,0,0,0,0,0,3264,16.793680
63,bench_p26_wt,bench_p26_wt_logging,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,ctx,36757760,0,0,0,0,0,0,624,16.793728
63,bench_p26_wt,bench_p26_wt_logging,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,heap,36757760,0,0,0,0,0,0,784,16.793768
63,bench_p26_wt,bench_p26_wt_logging,33,64,64,128,0,42,0,0,1,3600000000000,8192,134217728,0,usage,36757760,0,0,0,0,0,0,32768,16.793807
70,bench_p26_wt,bench_p26_wt_logging,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,write,16707712,793878468,2766732,54605,793878468,214284624,223662080,3600025099152,17.422627
70,bench_p26_wt,bench_p26_wt_logging,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,stack,16707712,0,0,0,0,0,0,3264,17.422730
70,bench_p26_wt,bench_p26_wt_logging,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,ctx,16707712,0,0,0,0,0,0,624,17.422782
70,bench_p26_wt,bench_p26_wt_logging,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,heap,16707712,0,0,0,0,0,0,784,17.422828
70,bench_p26_wt,bench_p26_wt_logging,33,64,64,16384,0,42,0,0,1,3600000000000,1048576,134217728,0,usage,16707712,0,0,0,0,0,0,1228800,17.422871
71,bench_p26_wt,bench_p26_wt_logging,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,18.498853
71,bench_p26_wt,bench_p26_wt_logging,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,stack,15992704,0,0,0,0,0,0,3264,18.498967
71,bench_p26_wt,bench_p26_wt_logging,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,ctx,15992704,0,0,0,0,0,0,624,18.507285
71,bench_p26_wt,bench_p26_wt_logging,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,heap,15992704,0,0,0,0,0,0,784,18.507348
71,bench_p26_wt,bench_p26_wt_logging,33,64,64,32768,0,42,0,0,1,3600000000000,2097152,134217728,0,usage,15992704,0,0,0,0,0,0,2449408,18.507397
69,bench_p26_wt,bench_p26_wt_logging,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,write,16761024,835886958,2784882,54408,835886958,213761724,222855168,3600093091620,19.115634
69,bench_p26_wt,bench_p26_wt_logging,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,stack,16761024,0,0,0,0,0,0,3280,19.115736
69,bench_p26_wt,bench_p26_wt_logging,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,ctx,16761024,0,0,0,0,0,0,624,19.115792
69,bench_p26_wt,bench_p26_wt_logging,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,heap,16761024,0,0,0,0,0,0,784,19.115839
69,bench_p26_wt,bench_p26_wt_logging,33,64,64,8192,0,42,0,0,1,3600000000000,524288,134217728,0,usage,16761024,0,0,0,0,0,0,593920,19.115887
67,bench_p26_wt,bench_p26_wt_logging,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,write,26261248,712323648,2755849,54773,712323648,216013146,224350208,3600000929454,19.225819
67,bench_p26_wt,bench_p26_wt_logging,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,stack,26261248,0,0,0,0,0,0,3264,19.225912
67,bench_p26_wt,bench_p26_wt_logging,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,ctx,26261248,0,0,0,0,0,0,624,19.225964
67,bench_p26_wt,bench_p26_wt_logging,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,heap,26261248,0,0,0,0,0,0,784,19.226010
67,bench_p26_wt,bench_p26_wt_logging,33,64,64,2048,0,42,0,0,1,3600000000000,131072,134217728,0,usage,26261248,0,0,0,0,0,0,172032,19.226053
68,bench_p26_wt,bench_p26_wt_logging,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,write,18173120,777946429,2946340,53024,777946429,208626580,217186304,3600003629444,19.329554
68,bench_p26_wt,bench_p26_wt_logging,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,stack,18173120,0,0,0,0,0,0,3264,19.329627
68,bench_p26_wt,bench_p26_wt_logging,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,ctx,18173120,0,0,0,0,0,0,624,19.329660
68,bench_p26_wt,bench_p26_wt_logging,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,heap,18173120,0,0,0,0,0,0,784,19.329688
68,bench_p26_wt,bench_p26_wt_logging,33,64,64,4096,0,42,0,0,1,3600000000000,262144,134217728,0,usage,18173120,0,0,0,0,0,0,319488,19.329714
73,bench_p26_wt,bench_p26_wt_logging,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,write,14798336,972318548,2705278,54992,972318548,216181318,225247232,3600023753298,10.973518
73,bench_p26_wt,bench_p26_wt_logging,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,stack,14798336,0,0,0,0,0,0,3264,10.973608
73,bench_p26_wt,bench_p26_wt_logging,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,ctx,14798336,0,0,0,0,0,0,624,10.973649
73,bench_p26_wt,bench_p26_wt_logging,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,heap,14798336,0,0,0,0,0,0,784,10.973683
73,bench_p26_wt,bench_p26_wt_logging,33,64,64,131072,0,42,0,0,1,3600000000000,8388608,134217728,0,usage,14798336,0,0,0,0,0,0,9486336,10.973715
72,bench_p26_wt,bench_p26_wt_logging,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,write,15251136,989158543,2527248,56557,989158543,222905346,231657472,3600013218430,11.753549
72,bench_p26_wt,bench_p26_wt_logging,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,stack,15251136,0,0,0,0,0,0,3264,11.753639
72,bench_p26_wt,bench_p26_wt_logging,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,ctx,15251136,0,0,0,0,0,0,624,11.753683
72,bench_p26_wt,bench_p26_wt_logging,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,heap,15251136,0,0,0,0,0,0,784,11.753733
72,bench_p26_wt,bench_p26_wt_logging,33,64,64,65536,0,42,0,0,1,3600000000000,4194304,134217728,0,usage,15251136,0,0,0,0,0,0,4882432,11.753780
74,bench_p26_wt,bench_p26_wt_logging,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,write,17615808,991028307,2773762,54367,991028307,213788478,222687232,3600004885650,10.975991
74,bench_p26_wt,bench_p26_wt_logging,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,stack,17615808,0,0,0,0,0,0,3280,10.976052
74,bench_p26_wt,bench_p26_wt_logging,33,64,64,262144,0,42,0,0,1,3600000000000,16777216,134217728,0,ctx,17615808,0,0,0,0,0,0,624,10.976086
