i,suite,case,SIZE,FS,DISK_GEOMETRY,SEED,DISK_SIZE,SIM_SIZE,SIM_TIME,FILE_SIZE,NO_FRUNCATE,FILE_COUNT,CHUNK,NO_SET,SKIP_WARMUP,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,usage,11501248,0,0,0,0,0,0,34078720,24.154418
43,bench_p26_wt,bench_p26_wt_random,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,write,11173504,115857821,2598836,11445,2929180640,1330604032,1500119040,3600094270880,23.532980
43,bench_p26_wt,bench_p26_wt_random,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,stack,11173504,0,0,0,0,0,0,3296,23.533066
43,bench_p26_wt,bench_p26_wt_random,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,ctx,11173504,0,0,0,0,0,0,608,23.533106
43,bench_p26_wt,bench_p26_wt_random,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,heap,11173504,0,0,0,0,0,0,1296,23.533140
43,bench_p26_wt,bench_p26_wt_random,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,usage,11173504,0,0,0,0,0,0,68812800,23.533171
41,bench_p26_wt,bench_p26_wt_random,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,write,11792576,113335752,2824227,12137,3074829167,1446004224,1590820864,3600747649853,23.863538
41,bench_p26_wt,bench_p26_wt_random,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,stack,11792576,0,0,0,0,0,0,3296,23.863617
41,bench_p26_wt,bench_p26_wt_random,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,ctx,11792576,0,0,0,0,0,0,608,23.863654
41,bench_p26_wt,bench_p26_wt_random,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,heap,11792576,0,0,0,0,0,0,1296,23.863684
41,bench_p26_wt,bench_p26_wt_random,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,usage,11792576,0,0,0,0,0,0,17956864,23.863712
40,bench_p26_wt,bench_p26_wt_random,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,write,12219328,112540546,2892657,12633,3122638116,1481040384,1655832576,3600851546028,23.319586
40,bench_p26_wt,bench_p26_wt_random,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,stack,12219328,0,0,0,0,0,0,3200,23.319658
40,bench_p26_wt,bench_p26_wt_random,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,ctx,12219328,0,0,0,0,0,0,608,23.319691
40,bench_p26_wt,bench_p26_wt_random,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,heap,12219328,0,0,0,0,0,0,1296,23.319718
40,bench_p26_wt,bench_p26_wt_random,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,usage,12219328,0,0,0,0,0,0,8912896,23.319741
48,bench_p26_wt,bench_p26_wt_many,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,write,43364544,135234309,894055,3493,1975479037,457756160,457834496,3600002370247,37.609748
48,bench_p26_wt,bench_p26_wt_many,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,stack,43364544,0,0,0,0,0,0,3312,37.609890
48,bench_p26_wt,bench_p26_wt_many,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,ctx,43364544,0,0,0,0,0,0,848,37.609955
48,bench_p26_wt,bench_p26_wt_many,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,heap,43364544,0,0,0,0,0,0,1296,37.610011
48,bench_p26_wt,bench_p26_wt_many,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,usage,43364544,0,0,0,0,0,0,655360,37.610065
47,bench_p26_wt,bench_p26_wt_many,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,write,70326080,131264078,1250250,4884,2100433959,640128000,640155648,3600001456869,42.646217
47,bench_p26_wt,bench_p26_wt_many,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,stack,70326080,0,0,0,0,0,0,3312,42.646333
47,bench_p26_wt,bench_p26_wt_many,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,ctx,70326080,0,0,0,0,0,0,848,42.646398
47,bench_p26_wt,bench_p26_wt_many,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,heap,70326080,0,0,0,0,0,0,1296,42.646453
47,bench_p26_wt,bench_p26_wt_many,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,usage,70326080,0,0,0,0,0,0,655360,42.646507
46,bench_p26_wt,bench_p26_wt_many,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,write,101965760,126257965,1699364,6638,2258204606,870074368,870055936,3600000178970,48.488379
46,bench_p26_wt,bench_p26_wt_many,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,stack,101965760,0,0,0,0,0,0,3312,48.488503
46,bench_p26_wt,bench_p26_wt_many,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,ctx,101965760,0,0,0,0,0,0,848,48.488569
46,bench_p26_wt,bench_p26_wt_many,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,heap,101965760,0,0,0,0,0,0,1296,48.488651
46,bench_p26_wt,bench_p26_wt_many,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,usage,101965760,0,0,0,0,0,0,655360,48.488710
45,bench_p26_wt,bench_p26_wt_many,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,write,139567936,120101381,2251162,8794,2459717276,1152594944,1152647168,3600001511828,48.955905
45,bench_p26_wt,bench_p26_wt_many,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,stack,139567936,0,0,0,0,0,0,3312,48.956042
45,bench_p26_wt,bench_p26_wt_many,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,ctx,139567936,0,0,0,0,0,0,848,48.956116
45,bench_p26_wt,bench_p26_wt_many,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,heap,139567936,0,0,0,0,0,0,1296,48.956182
45,bench_p26_wt,bench_p26_wt_many,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,usage,139567936,0,0,0,0,0,0,655360,48.956246
44,bench_p26_wt,bench_p26_wt_many,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,write,184379840,112564626,2926753,11433,2705069238,1498497536,1498546176,3600001007490,61.516850
44,bench_p26_wt,bench_p26_wt_many,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,stack,184379840,0,0,0,0,0,0,3312,61.516995
44,bench_p26_wt,bench_p26_wt_many,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,ctx,184379840,0,0,0,0,0,0,848,61.517058
44,bench_p26_wt,bench_p26_wt_many,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,heap,184379840,0,0,0,0,0,0,1296,61.517111
44,bench_p26_wt,bench_p26_wt_many,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,usage,184379840,0,0,0,0,0,0,655360,61.517161
57,bench_p26_wt,bench_p26_wt_many,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,write,12492928,132699888,274064,1275,13954355205,140320768,167116800,3600014577759,122.529349
57,bench_p26_wt,bench_p26_wt_many,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,stack,12492928,0,0,0,0,0,0,3312,122.529461
57,bench_p26_wt,bench_p26_wt_many,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,ctx,12492928,0,0,0,0,0,0,848,122.529519
57,bench_p26_wt,bench_p26_wt_many,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,heap,12492928,0,0,0,0,0,0,1296,122.529570
57,bench_p26_wt,bench_p26_wt_many,8388608,32,1,42,134217728,0,3600000000000,64,1,131072,64,0,0,usage,12492928,0,0,0,0,0,0,108265472,122.529618
59,bench_p26_wt,bench_p26_wt_many,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,write,10931136,135610270,236700,1105,11589890842,121190400,144834560,3616581972718,152.438952
59,bench_p26_wt,bench_p26_wt_many,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,stack,10931136,0,0,0,0,0,0,3312,152.439061
59,bench_p26_wt,bench_p26_wt_many,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,ctx,10931136,0,0,0,0,0,0,848,152.439120
59,bench_p26_wt,bench_p26_wt_many,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,heap,10931136,0,0,0,0,0,0,1296,152.439188
59,bench_p26_wt,bench_p26_wt_many,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,usage,10931136,0,0,0,0,0,0,132644864,152.439255
55,bench_p26_wt,bench_p26_wt_many,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,198.289960
55,bench_p26_wt,bench_p26_wt_many,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,stack,13886336,0,0,0,0,0,0,3312,198.290058
55,bench_p26_wt,bench_p26_wt_many,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,ctx,13886336,0,0,0,0,0,0,848,198.290109
55,bench_p26_wt,bench_p26_wt_many,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,heap,13886336,0,0,0,0,0,0,1296,198.290153
55,bench_p26_wt,bench_p26_wt_many,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,usage,13886336,0,0,0,0,0,0,34340864,198.290195
54,bench_p26_wt,bench_p26_wt_many,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,write,14211776,131016457,294229,1178,15866117342,150645248,154402816,3600009859706,210.669582
54,bench_p26_wt,bench_p26_wt_many,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,stack,14211776,0,0,0,0,0,0,3312,210.669688
54,bench_p26_wt,bench_p26_wt_many,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,ctx,14211776,0,0,0,0,0,0,848,210.669739
54,bench_p26_wt,bench_p26_wt_many,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,heap,14211776,0,0,0,0,0,0,1296,210.669782
54,bench_p26_wt,bench_p26_wt_many,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,usage,14211776,0,0,0,0,0,0,17301504,210.669823
58,bench_p26_wt,bench_p26_wt_many,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,write,11254464,134862989,256168,1257,12699831040,131158016,164757504,3624658084096,165.163771
58,bench_p26_wt,bench_p26_wt_many,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,stack,11254464,0,0,0,0,0,0,3312,165.163873
58,bench_p26_wt,bench_p26_wt_many,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,ctx,11254464,0,0,0,0,0,0,848,165.163926
58,bench_p26_wt,bench_p26_wt_many,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,heap,11254464,0,0,0,0,0,0,1296,165.163972
58,bench_p26_wt,bench_p26_wt_many,16777216,32,1,42,134217728,0,3600000000000,64,1,262144,64,0,0,usage,11254464,0,0,0,0,0,0,127401984,165.164014
51,bench_p26_wt,bench_p26_wt_many,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,write,15341440,129821310,316179,1244,17105430717,161883648,163053568,3600012511239,223.392161
51,bench_p26_wt,bench_p26_wt_many,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,stack,15341440,0,0,0,0,0,0,3312,223.392266
51,bench_p26_wt,bench_p26_wt_many,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,ctx,15341440,0,0,0,0,0,0,848,223.392316
51,bench_p26_wt,bench_p26_wt_many,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,heap,15341440,0,0,0,0,0,0,1296,223.392361
51,bench_p26_wt,bench_p26_wt_many,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,usage,15341440,0,0,0,0,0,0,2621440,223.392401
53,bench_p26_wt,bench_p26_wt_many,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,write,14567936,130581089,301983,1195,16321683778,154615296,156631040,3600012255718,224.941089
53,bench_p26_wt,bench_p26_wt_many,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,stack,14567936,0,0,0,0,0,0,3312,224.941165
53,bench_p26_wt,bench_p26_wt_many,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,ctx,14567936,0,0,0,0,0,0,848,224.941199
53,bench_p26_wt,bench_p26_wt_many,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,heap,14567936,0,0,0,0,0,0,1296,224.941228
53,bench_p26_wt,bench_p26_wt_many,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,usage,14567936,0,0,0,0,0,0,8912896,224.941255
52,bench_p26_wt,bench_p26_wt_many,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,write,14974400,130202370,308553,1217,16719130037,157979136,159514624,3600005057135,227.264712
52,bench_p26_wt,bench_p26_wt_many,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,stack,14974400,0,0,0,0,0,0,3312,227.264804
52,bench_p26_wt,bench_p26_wt_many,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,ctx,14974400,0,0,0,0,0,0,848,227.264846
52,bench_p26_wt,bench_p26_wt_many,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,heap,14974400,0,0,0,0,0,0,1296,227.264879
52,bench_p26_wt,bench_p26_wt_many,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,usage,14974400,0,0,0,0,0,0,4718592,227.264909
50,bench_p26_wt,bench_p26_wt_many,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,write,15467776,129623847,318937,1253,17321839798,163295744,164233216,3600005060482,227.337085
50,bench_p26_wt,bench_p26_wt_many,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,stack,15467776,0,0,0,0,0,0,3312,227.337154
50,bench_p26_wt,bench_p26_wt_many,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,ctx,15467776,0,0,0,0,0,0,848,227.337185
50,bench_p26_wt,bench_p26_wt_many,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,heap,15467776,0,0,0,0,0,0,1296,227.337211
50,bench_p26_wt,bench_p26_wt_many,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,usage,15467776,0,0,0,0,0,0,1572864,227.337234
49,bench_p26_wt,bench_p26_wt_many,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,write,15986560,129286113,329126,1292,17615824720,168512512,169345024,3600012201712,230.108217
49,bench_p26_wt,bench_p26_wt_many,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,stack,15986560,0,0,0,0,0,0,3312,230.108299
49,bench_p26_wt,bench_p26_wt_many,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,ctx,15986560,0,0,0,0,0,0,848,230.108332
49,bench_p26_wt,bench_p26_wt_many,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,heap,15986560,0,0,0,0,0,0,1296,230.108360
49,bench_p26_wt,bench_p26_wt_many,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,usage,15986560,0,0,0,0,0,0,1048576,230.108386
56,bench_p26_wt,bench_p26_wt_many,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,write,13534976,131923347,284003,1209,14829918295,145409536,158466048,3600016248949,174.758839
56,bench_p26_wt,bench_p26_wt_many,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,stack,13534976,0,0,0,0,0,0,3312,174.758907
56,bench_p26_wt,bench_p26_wt_many,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,ctx,13534976,0,0,0,0,0,0,848,174.758937
56,bench_p26_wt,bench_p26_wt_many,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,heap,13534976,0,0,0,0,0,0,1296,174.758962
56,bench_p26_wt,bench_p26_wt_many,4194304,32,1,42,134217728,0,3600000000000,64,1,65536,64,0,0,usage,13534976,0,0,0,0,0,0,67633152,174.758986
71,bench_p26_wt,bench_p26_wt_logging,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,write,119645248,79254051,5897133,23086,4003651349,3019332096,3025928192,3600007228559,63.341531
71,bench_p26_wt,bench_p26_wt_logging,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,stack,119645248,0,0,0,0,0,0,3296,63.341647
71,bench_p26_wt,bench_p26_wt_logging,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,ctx,119645248,0,0,0,0,0,0,624,63.341700
71,bench_p26_wt,bench_p26_wt_logging,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,heap,119645248,0,0,0,0,0,0,1296,63.341745
71,bench_p26_wt,bench_p26_wt_logging,2097152,32,1,42,134217728,0,3600000000000,64,1,32768,64,0,0,usage,119645248,0,0,0,0,0,0,3014656,63.341788
63,bench_p26_wt,bench_p26_wt_logging,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,write,108915968,78114286,5905667,35455,4081047676,3023701504,4647157760,3600000627508,64.429641
63,bench_p26_wt,bench_p26_wt_logging,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,stack,108915968,0,0,0,0,0,0,3296,64.429748
63,bench_p26_wt,bench_p26_wt_logging,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,ctx,108915968,0,0,0,0,0,0,624,64.429799
63,bench_p26_wt,bench_p26_wt_logging,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,heap,108915968,0,0,0,0,0,0,1296,64.429842
63,bench_p26_wt,bench_p26_wt_logging,8192,32,1,42,134217728,0,3600000000000,64,1,128,64,0,0,usage,108915968,0,0,0,0,0,0,786432,64.429898
70,bench_p26_wt,bench_p26_wt_logging,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,write,125332288,76093544,6178830,24212,4126163423,3163560960,3173515264,3600000178061,65.771610
70,bench_p26_wt,bench_p26_wt_logging,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,stack,125332288,0,0,0,0,0,0,3296,65.771704
70,bench_p26_wt,bench_p26_wt_logging,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,ctx,125332288,0,0,0,0,0,0,624,65.771757
70,bench_p26_wt,bench_p26_wt_logging,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,heap,125332288,0,0,0,0,0,0,1296,65.771810
70,bench_p26_wt,bench_p26_wt_logging,1048576,32,1,42,134217728,0,3600000000000,64,1,16384,64,0,0,usage,125332288,0,0,0,0,0,0,2490368,65.771853
69,bench_p26_wt,bench_p26_wt_logging,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,write,128144320,74314813,6338322,24765,4190707204,3245220864,3245998080,3600001230412,68.041807
69,bench_p26_wt,bench_p26_wt_logging,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,stack,128144320,0,0,0,0,0,0,3296,68.041904
69,bench_p26_wt,bench_p26_wt_logging,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,ctx,128144320,0,0,0,0,0,0,624,68.041952
69,bench_p26_wt,bench_p26_wt_logging,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,heap,128144320,0,0,0,0,0,0,1296,68.041994
69,bench_p26_wt,bench_p26_wt_logging,524288,32,1,42,134217728,0,3600000000000,64,1,8192,64,0,0,usage,128144320,0,0,0,0,0,0,1441792,68.042036
64,bench_p26_wt,bench_p26_wt_logging,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,write,123676352,73091590,6397616,31581,4257520816,3275579392,4139384832,3600001335568,68.421022
64,bench_p26_wt,bench_p26_wt_logging,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,stack,123676352,0,0,0,0,0,0,3296,68.421123
64,bench_p26_wt,bench_p26_wt_logging,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,ctx,123676352,0,0,0,0,0,0,624,68.429404
64,bench_p26_wt,bench_p26_wt_logging,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,heap,123676352,0,0,0,0,0,0,1296,68.429460
64,bench_p26_wt,bench_p26_wt_logging,16384,32,1,42,134217728,0,3600000000000,64,1,256,64,0,0,usage,123676352,0,0,0,0,0,0,786432,68.429503
62,bench_p26_wt,bench_p26_wt_logging,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,write,120198656,74183482,6335506,24767,4399706490,3243779072,3246260224,3600017569806,68.614298
62,bench_p26_wt,bench_p26_wt_logging,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,stack,120198656,0,0,0,0,0,0,3296,68.614371
62,bench_p26_wt,bench_p26_wt_logging,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,ctx,120198656,0,0,0,0,0,0,624,68.614417
62,bench_p26_wt,bench_p26_wt_logging,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,heap,120198656,0,0,0,0,0,0,1296,68.614458
62,bench_p26_wt,bench_p26_wt_logging,4096,32,1,42,134217728,0,3600000000000,64,1,64,64,0,0,usage,120198656,0,0,0,0,0,0,655360,68.614499
68,bench_p26_wt,bench_p26_wt_logging,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,write,135266304,70470566,6681613,26105,4334296710,3420985856,3421634560,3600000614898,69.789094
68,bench_p26_wt,bench_p26_wt_logging,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,stack,135266304,0,0,0,0,0,0,3296,69.789185
68,bench_p26_wt,bench_p26_wt_logging,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,ctx,135266304,0,0,0,0,0,0,624,69.789227
68,bench_p26_wt,bench_p26_wt_logging,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,heap,135266304,0,0,0,0,0,0,1296,69.789264
68,bench_p26_wt,bench_p26_wt_logging,262144,32,1,42,134217728,0,3600000000000,64,1,4096,64,0,0,usage,135266304,0,0,0,0,0,0,1179648,69.789299
66,bench_p26_wt,bench_p26_wt_logging,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,write,139388992,67714366,6919650,28096,4441201609,3542860800,3682598912,3600000498667,69.909063
66,bench_p26_wt,bench_p26_wt_logging,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,stack,139388992,0,0,0,0,0,0,3296,69.909159
66,bench_p26_wt,bench_p26_wt_logging,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,ctx,139388992,0,0,0,0,0,0,624,69.909209
66,bench_p26_wt,bench_p26_wt_logging,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,heap,139388992,0,0,0,0,0,0,1296,69.909257
66,bench_p26_wt,bench_p26_wt_logging,65536,32,1,42,134217728,0,3600000000000,64,1,1024,64,0,0,usage,139388992,0,0,0,0,0,0,917504,69.909300
61,bench_p26_wt,bench_p26_wt_logging,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,write,134336512,68782336,6822508,26674,4534163427,3493124096,3496214528,3600000929241,70.263812
61,bench_p26_wt,bench_p26_wt_logging,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,stack,134336512,0,0,0,0,0,0,3296,70.263910
61,bench_p26_wt,bench_p26_wt_logging,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,ctx,134336512,0,0,0,0,0,0,624,70.263955
61,bench_p26_wt,bench_p26_wt_logging,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,heap,134336512,0,0,0,0,0,0,1296,70.263994
61,bench_p26_wt,bench_p26_wt_logging,2048,32,1,42,134217728,0,3600000000000,64,1,32,64,0,0,usage,134336512,0,0,0,0,0,0,655360,70.264032
65,bench_p26_wt,bench_p26_wt_logging,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,write,134172224,69478757,6747320,29425,4375945266,3454627840,3856793600,3600001110966,70.471075
65,bench_p26_wt,bench_p26_wt_logging,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,stack,134172224,0,0,0,0,0,0,3296,70.471171
65,bench_p26_wt,bench_p26_wt_logging,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,ctx,134172224,0,0,0,0,0,0,624,70.471216
65,bench_p26_wt,bench_p26_wt_logging,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,heap,134172224,0,0,0,0,0,0,1296,70.471256
65,bench_p26_wt,bench_p26_wt_logging,32768,32,1,42,134217728,0,3600000000000,64,1,512,64,0,0,usage,134172224,0,0,0,0,0,0,917504,70.471292
67,bench_p26_wt,bench_p26_wt_logging,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,write,142159616,66749149,7013759,27399,4476222110,3591044608,3591241728,3600003548090,70.887493
67,bench_p26_wt,bench_p26_wt_logging,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,stack,142159616,0,0,0,0,0,0,3296,70.887578
67,bench_p26_wt,bench_p26_wt_logging,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,ctx,142159616,0,0,0,0,0,0,624,70.887617
67,bench_p26_wt,bench_p26_wt_logging,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,heap,142159616,0,0,0,0,0,0,1296,70.887650
67,bench_p26_wt,bench_p26_wt_logging,131072,32,1,42,134217728,0,3600000000000,64,1,2048,64,0,0,usage,142159616,0,0,0,0,0,0,917504,70.887677
60,bench_p26_wt,bench_p26_wt_logging,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,write,141940672,65082121,7156900,27956,4619025529,3664332800,3664248832,3600000152827,72.386114
60,bench_p26_wt,bench_p26_wt_logging,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,stack,141940672,0,0,0,0,0,0,3296,72.386203
60,bench_p26_wt,bench_p26_wt_logging,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,ctx,141940672,0,0,0,0,0,0,624,72.386243
60,bench_p26_wt,bench_p26_wt_logging,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,heap,141940672,0,0,0,0,0,0,1296,72.386279
60,bench_p26_wt,bench_p26_wt_logging,1024,32,1,42,134217728,0,3600000000000,64,1,16,64,0,0,usage,141940672,0,0,0,0,0,0,655360,72.386313
75,bench_p26_wt,bench_p26_wt_logging,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,write,68863744,105134361,3587988,14043,3011813076,1837049856,1840644096,3600000442812,25.642344
75,bench_p26_wt,bench_p26_wt_logging,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,stack,68863744,0,0,0,0,0,0,3296,25.642431
75,bench_p26_wt,bench_p26_wt_logging,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,ctx,68863744,0,0,0,0,0,0,624,25.642469
75,bench_p26_wt,bench_p26_wt_logging,33554432,32,1,42,134217728,0,3600000000000,64,1,524288,64,0,0,heap,68863744,0,0,0,0,0,0,1296,25.642500
