i,suite,case,FS,SIM_SIZE,SIM_TIME,SEED,SIZE,DISK_SIZE,SKIP_WARMUP,FILE_COUNT,NO_FRUNCATE,FILE_SIZE,DISK_GEOMETRY,CHUNK,NO_SET,CRYSTAL_THRESH,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,ctx,16408128,0,0,0,0,0,0,608,21.715688
41,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,heap,16408128,0,0,0,0,0,0,784,21.715735
41,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,usage,16408128,0,0,0,0,0,0,26370048,21.715775
42,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,write,17497728,1170589022,2267487,58708,1170589022,218268665,240467968,3600036800299,22.558125
42,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,stack,17497728,0,0,0,0,0,0,3312,22.558197
42,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,ctx,17497728,0,0,0,0,0,0,608,22.558232
42,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,heap,17497728,0,0,0,0,0,0,784,22.558259
42,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,usage,17497728,0,0,0,0,0,0,40333312,22.558285
43,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,write,18607872,1201500768,2239825,58929,1201500768,212904568,241373184,3600047714536,21.935016
43,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,stack,18607872,0,0,0,0,0,0,3312,21.935073
43,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,ctx,18607872,0,0,0,0,0,0,608,21.935106
43,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,heap,18607872,0,0,0,0,0,0,784,21.935132
43,bench_p26_wt,bench_p26_wt_random,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,usage,18607872,0,0,0,0,0,0,53325824,21.935155
44,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,write,73925888,5039893572,1992958,57705,5039893572,228781722,236359680,3600028338702,84.271802
44,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,stack,73925888,0,0,0,0,0,0,3552,84.271933
44,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,ctx,73925888,0,0,0,0,0,0,848,84.271991
44,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,heap,73925888,0,0,0,0,0,0,784,84.272052
44,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,usage,73925888,0,0,0,0,0,0,40960,84.272098
45,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,write,72685056,5012571879,1982773,57819,5012571879,229447525,236826624,3600002664343,85.928272
45,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,stack,72685056,0,0,0,0,0,0,3552,85.928396
45,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,ctx,72685056,0,0,0,0,0,0,848,85.928452
45,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,heap,72685056,0,0,0,0,0,0,784,85.928502
45,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,usage,72685056,0,0,0,0,0,0,57344,85.928548
47,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,write,67989056,5284375600,1921119,58125,5284375600,231092416,238080000,3600006163136,86.975286
47,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,stack,67989056,0,0,0,0,0,0,3552,86.975410
47,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,ctx,67989056,0,0,0,0,0,0,848,86.975467
47,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,heap,67989056,0,0,0,0,0,0,784,86.975517
47,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,usage,67989056,0,0,0,0,0,0,139264,86.975564
46,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,write,72200384,5118518117,1976881,57778,5118518117,229361718,236658688,3600036384458,87.284168
46,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,stack,72200384,0,0,0,0,0,0,3552,87.284302
46,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,ctx,72200384,0,0,0,0,0,0,848,87.292611
46,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,heap,72200384,0,0,0,0,0,0,784,87.292681
46,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,usage,72200384,0,0,0,0,0,0,90112,87.292732
48,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,write,68892288,5468635163,1931178,57873,5468635163,229996213,237047808,3600040944039,89.818478
48,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,stack,68892288,0,0,0,0,0,0,3552,89.818591
48,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,ctx,68892288,0,0,0,0,0,0,848,89.818658
48,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,heap,68892288,0,0,0,0,0,0,784,89.818708
48,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,usage,68892288,0,0,0,0,0,0,270336,89.818779
49,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,write,70740608,5590855347,1954042,57561,5590855347,228536523,235769856,3600010963209,91.184226
49,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,stack,70740608,0,0,0,0,0,0,3552,91.184330
49,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,ctx,70740608,0,0,0,0,0,0,848,91.184387
49,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,heap,70740608,0,0,0,0,0,0,784,91.184435
49,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,usage,70740608,0,0,0,0,0,0,548864,91.184481
51,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,write,69213184,5933090677,1929475,57476,5933090677,228058768,235421696,3600036468728,95.355810
51,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,stack,69213184,0,0,0,0,0,0,3552,95.355932
51,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,ctx,69213184,0,0,0,0,0,0,848,95.355985
51,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,heap,69213184,0,0,0,0,0,0,784,95.356032
51,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,usage,69213184,0,0,0,0,0,0,2039808,95.356076
50,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,write,70269568,5790887134,1945555,57459,5790887134,228122403,235352064,3600018617161,95.608486
50,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,stack,70269568,0,0,0,0,0,0,3552,95.608589
50,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,ctx,70269568,0,0,0,0,0,0,848,95.608644
50,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,heap,70269568,0,0,0,0,0,0,784,95.608690
50,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,usage,70269568,0,0,0,0,0,0,1056768,95.608735
52,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,write,69488064,6190424863,1928914,57252,6190424863,226749468,234504192,3600000788716,96.834098
52,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,stack,69488064,0,0,0,0,0,0,3552,96.834204
52,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,ctx,69488064,0,0,0,0,0,0,848,96.834260
52,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,heap,69488064,0,0,0,0,0,0,784,96.834309
52,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,usage,69488064,0,0,0,0,0,0,4132864,96.834357
55,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,write,64469056,6246651551,1883424,57608,6246651551,223242130,235962368,3600000915630,99.030807
55,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,stack,64469056,0,0,0,0,0,0,3552,99.030913
55,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,ctx,64469056,0,0,0,0,0,0,848,99.030966
55,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,heap,64469056,0,0,0,0,0,0,784,99.031010
55,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,usage,64469056,0,0,0,0,0,0,31956992,99.031053
54,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,write,67562496,6362865212,1899763,57359,6362865212,225130886,234942464,3600018374482,99.454691
54,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,stack,67562496,0,0,0,0,0,0,3552,99.454790
54,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,ctx,67562496,0,0,0,0,0,0,848,99.454841
54,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,heap,67562496,0,0,0,0,0,0,784,99.454892
54,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,usage,67562496,0,0,0,0,0,0,16048128,99.454939
53,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,write,68586496,6318055563,1914830,57264,6318055563,226217547,234553344,3600000491337,100.527431
53,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,stack,68586496,0,0,0,0,0,0,3552,100.527529
53,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,ctx,68586496,0,0,0,0,0,0,848,100.527577
53,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,heap,68586496,0,0,0,0,0,0,784,100.527622
53,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,usage,68586496,0,0,0,0,0,0,8056832,100.527675
56,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,write,61452928,6089222364,1843092,58109,6089222364,219750235,238014464,3600043766305,56.583495
56,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,stack,61452928,0,0,0,0,0,0,3552,56.583592
56,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,ctx,61452928,0,0,0,0,0,0,848,56.591858
56,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,heap,61452928,0,0,0,0,0,0,784,56.591903
56,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,usage,61452928,0,0,0,0,0,0,63926272,56.591944
57,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,write,22642112,25848440240,1811728,52778,25848440240,184334212,216178688,4137302127180,167.457931
57,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,stack,22642112,0,0,0,0,0,0,3552,167.458013
57,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,ctx,22642112,0,0,0,0,0,0,848,167.458050
57,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,heap,22642112,0,0,0,0,0,0,784,167.458081
57,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,8388608,134217728,0,131072,0,64,0,64,0,-1,usage,22642112,0,0,0,0,0,0,113704960,167.458111
59,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,write,16347648,27855642829,1677274,50409,27855642829,176273023,206475264,4057036441973,180.535290
59,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,stack,16347648,0,0,0,0,0,0,3552,180.535366
59,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,ctx,16347648,0,0,0,0,0,0,848,180.535400
59,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,heap,16347648,0,0,0,0,0,0,784,180.535428
59,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,33554432,134217728,0,524288,0,64,0,64,0,-1,usage,16347648,0,0,0,0,0,0,113131520,180.535454
58,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,write,17403200,27521734836,1695413,50747,27521734836,175658245,207859712,4066135908991,181.630366
58,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,stack,17403200,0,0,0,0,0,0,3552,181.630426
58,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,ctx,17403200,0,0,0,0,0,0,848,181.630456
58,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,heap,17403200,0,0,0,0,0,0,784,181.630481
58,bench_p26_wt,bench_p26_wt_many,31,0,3600000000000,42,16777216,134217728,0,262144,0,64,0,64,0,-1,usage,17403200,0,0,0,0,0,0,113963008,181.630504
60,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,write,23226496,356871558,2385287,58378,356871558,232016311,239116288,3600034828933,29.163341
60,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,stack,23226496,0,0,0,0,0,0,3328,29.163469
60,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,ctx,23226496,0,0,0,0,0,0,624,29.163530
60,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,heap,23226496,0,0,0,0,0,0,784,29.163581
60,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1024,134217728,0,16,0,64,0,64,0,-1,usage,23226496,0,0,0,0,0,0,24576,29.163630
63,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,write,13943232,557099884,2288253,59071,557099884,212967591,241954816,3600040084549,30.735507
63,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,stack,13943232,0,0,0,0,0,0,3328,30.735669
63,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,ctx,13943232,0,0,0,0,0,0,624,30.735731
63,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,heap,13943232,0,0,0,0,0,0,784,30.735782
63,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,8192,134217728,0,128,0,64,0,64,0,-1,usage,13943232,0,0,0,0,0,0,49152,30.735832
64,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,write,13447168,588059359,2246042,59418,588059359,215332353,243376128,3600048124651,31.207272
64,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,stack,13447168,0,0,0,0,0,0,3328,31.207391
64,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,ctx,13447168,0,0,0,0,0,0,624,31.207447
64,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,heap,13447168,0,0,0,0,0,0,784,31.207494
64,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,16384,134217728,0,256,0,64,0,64,0,-1,usage,13447168,0,0,0,0,0,0,73728,31.207539
62,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,write,13928384,579257600,2293296,59006,579257600,212758525,241688576,3600015353799,31.606666
62,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,stack,13928384,0,0,0,0,0,0,3328,31.606773
62,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,ctx,13928384,0,0,0,0,0,0,624,31.606830
62,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,heap,13928384,0,0,0,0,0,0,784,31.606879
62,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4096,134217728,0,64,0,64,0,64,0,-1,usage,13928384,0,0,0,0,0,0,32768,31.606925
61,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,write,17219904,552679534,2614332,56171,552679534,221411157,230076416,3600000934015,32.010808
61,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,stack,17219904,0,0,0,0,0,0,3328,32.010913
61,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,ctx,17219904,0,0,0,0,0,0,624,32.010970
61,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,heap,17219904,0,0,0,0,0,0,784,32.011019
61,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2048,134217728,0,32,0,64,0,64,0,-1,usage,17219904,0,0,0,0,0,0,28672,32.011065
65,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,write,12751232,662048005,2182144,59918,662048005,218574342,245424128,3600001217338,32.319083
65,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,stack,12751232,0,0,0,0,0,0,3328,32.319191
65,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,ctx,12751232,0,0,0,0,0,0,624,32.319248
65,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,heap,12751232,0,0,0,0,0,0,784,32.319297
65,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,32768,134217728,0,512,0,64,0,64,0,-1,usage,12751232,0,0,0,0,0,0,135168,32.319343
70,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,write,9357568,897164977,2181003,59718,897164977,221424926,244604928,3600003780066,33.840982
70,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,stack,9357568,0,0,0,0,0,0,3328,33.841093
70,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,ctx,9357568,0,0,0,0,0,0,624,33.841148
70,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,heap,9357568,0,0,0,0,0,0,784,33.841196
70,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,1048576,134217728,0,16384,0,64,0,64,0,-1,usage,9357568,0,0,0,0,0,0,3899392,33.841254
66,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,write,11246080,838389550,2127287,60249,838389550,221492822,246779904,3600055063698,34.237584
66,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,stack,11246080,0,0,0,0,0,0,3328,34.237690
66,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,ctx,11246080,0,0,0,0,0,0,624,34.237744
66,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,heap,11246080,0,0,0,0,0,0,784,34.237791
66,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,65536,134217728,0,1024,0,64,0,64,0,-1,usage,11246080,0,0,0,0,0,0,253952,34.237838
68,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,write,9905920,819114559,2277206,58934,819114559,217599884,241393664,3600023655228,34.241918
68,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,stack,9905920,0,0,0,0,0,0,3328,34.241983
68,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,ctx,9905920,0,0,0,0,0,0,624,34.242022
68,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,heap,9905920,0,0,0,0,0,0,784,34.242054
68,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,262144,134217728,0,4096,0,64,0,64,0,-1,usage,9905920,0,0,0,0,0,0,983040,34.242082
69,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,write,9648640,841208278,2237392,59269,841208278,219212386,242765824,3600081895094,34.428003
69,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,stack,9648640,0,0,0,0,0,0,3328,34.428106
69,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,ctx,9648640,0,0,0,0,0,0,624,34.428160
69,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,heap,9648640,0,0,0,0,0,0,784,34.428216
69,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,524288,134217728,0,8192,0,64,0,64,0,-1,usage,9648640,0,0,0,0,0,0,1945600,34.428266
67,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,write,9926912,824962693,2290372,58812,824962693,217210116,240893952,3600028424212,34.950307
67,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,stack,9926912,0,0,0,0,0,0,3328,34.950410
67,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,ctx,9926912,0,0,0,0,0,0,624,34.950460
67,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,heap,9926912,0,0,0,0,0,0,784,34.950505
67,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,131072,134217728,0,2048,0,64,0,64,0,-1,usage,9926912,0,0,0,0,0,0,491520,34.950547
71,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,write,8541184,972615713,2286635,58714,972615713,217440757,240492544,3600033780567,35.506283
71,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,stack,8541184,0,0,0,0,0,0,3328,35.506373
71,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,ctx,8541184,0,0,0,0,0,0,624,35.506415
71,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,heap,8541184,0,0,0,0,0,0,784,35.506449
71,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,2097152,134217728,0,32768,0,64,0,64,0,-1,usage,8541184,0,0,0,0,0,0,7614464,35.506481
72,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,write,8898880,996939119,2232741,59171,996939119,217127855,242364416,3600000659029,21.141769
72,bench_p26_wt,bench_p26_wt_logging,31,0,3600000000000,42,4194304,134217728,0,65536,0,64,0,64,0,-1,stack,8898880,0,0,0,0,0,0,3328,21.141869
