i,suite,case,FS,SIM_SIZE,SKIP_WARMUP,DISK_SIZE,FILE_SIZE,CHUNK,DISK_GEOMETRY,SIM_TIME,SIZE,SEED,NO_SET,NO_FRUNCATE,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,write,9216,581106269,1128744,70633,581106269,288942437,289312768,3658766305543,23.372900
40,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,stack,9216,0,0,0,0,0,0,1984,23.372995
40,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,ctx,9216,0,0,0,0,0,0,384,23.373035
40,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,heap,9216,0,0,0,0,0,0,784,23.373068
40,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,usage,9216,0,0,0,0,0,0,4202496,23.373099
41,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,write,4352,574299585,1117070,69850,574299585,285964195,286105600,3618532409665,19.323227
41,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,stack,4352,0,0,0,0,0,0,1984,19.323304
41,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,ctx,4352,0,0,0,0,0,0,384,19.323342
41,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,heap,4352,0,0,0,0,0,0,784,19.323374
41,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,usage,4352,0,0,0,0,0,0,8245248,19.323404
42,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,write,2624,576359394,1123279,70217,576359394,287550566,287608832,3637643844578,18.856734
42,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,stack,2624,0,0,0,0,0,0,1984,18.856842
42,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,ctx,2624,0,0,0,0,0,0,384,18.856876
42,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,heap,2624,0,0,0,0,0,0,784,18.856904
42,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,usage,2624,0,0,0,0,0,0,15998976,18.856930
43,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,write,2112,612093799,1201741,75126,612093799,307639860,307716096,3891748162804,18.460327
43,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,stack,2112,0,0,0,0,0,0,1984,18.460393
43,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,ctx,2112,0,0,0,0,0,0,384,18.460423
43,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,heap,2112,0,0,0,0,0,0,784,18.460447
43,bench_p26_wt,bench_p26_wt_random,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,usage,2112,0,0,0,0,0,0,32210944,18.460468
44,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,write,104280832,7099476770,2365837,52564,7099476770,214464510,215302144,3600000877610,119.278147
44,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,stack,104280832,0,0,0,0,0,0,2240,119.278335
44,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,ctx,104280832,0,0,0,0,0,0,640,119.278386
44,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,heap,104280832,0,0,0,0,0,0,784,119.278438
44,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,usage,104280832,0,0,0,0,0,0,16384,119.278484
45,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,write,100838848,9121594254,2341009,50991,9121594254,207432896,208859136,3600034712432,147.560978
45,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,stack,100838848,0,0,0,0,0,0,2272,147.561106
45,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,ctx,100838848,0,0,0,0,0,0,640,147.561158
45,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,heap,100838848,0,0,0,0,0,0,784,147.561203
45,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,usage,100838848,0,0,0,0,0,0,24576,147.561256
46,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,write,95721536,12882695482,2226262,48672,12882695482,197611920,199360512,3600026792128,199.395540
46,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,stack,95721536,0,0,0,0,0,0,2272,199.395668
46,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,ctx,95721536,0,0,0,0,0,0,640,199.395719
46,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,heap,95721536,0,0,0,0,0,0,784,199.395764
46,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,usage,95721536,0,0,0,0,0,0,40960,199.395806
47,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,write,83155392,18023636244,1981528,46282,18023636244,187472752,189571072,3600000064624,264.947097
47,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,stack,83155392,0,0,0,0,0,0,2288,264.947231
47,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,ctx,83155392,0,0,0,0,0,0,640,264.947284
47,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,heap,83155392,0,0,0,0,0,0,784,264.947327
47,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,usage,83155392,0,0,0,0,0,0,65536,264.947369
48,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,write,73181184,30487098572,1699892,37723,30487098572,152821314,154513408,3600046234310,443.851334
48,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,stack,73181184,0,0,0,0,0,0,2288,443.851440
48,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,ctx,73181184,0,0,0,0,0,0,640,443.851490
48,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,heap,73181184,0,0,0,0,0,0,784,443.851535
48,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,usage,73181184,0,0,0,0,0,0,139264,443.851586
49,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,write,56873600,43549242116,1327208,29439,43549242116,119241410,120582144,3600003788038,606.081183
49,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,stack,56873600,0,0,0,0,0,0,2288,606.081283
49,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,ctx,56873600,0,0,0,0,0,0,640,606.081331
49,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,heap,56873600,0,0,0,0,0,0,784,606.081374
49,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,usage,56873600,0,0,0,0,0,0,270336,606.081413
50,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,write,38095936,58789834592,887691,19816,58789834592,80175212,81166336,3600000104452,707.999809
50,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,stack,38095936,0,0,0,0,0,0,2288,707.999911
50,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,ctx,38095936,0,0,0,0,0,0,640,707.999960
50,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,heap,38095936,0,0,0,0,0,0,784,708.000004
50,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,usage,38095936,0,0,0,0,0,0,540672,708.000044
54,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,write,4885888,84898312800,137643,3308,84898312800,12074822,13549568,3600092305970,913.725317
54,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,stack,4885888,0,0,0,0,0,0,2288,913.725417
54,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,ctx,4885888,0,0,0,0,0,0,640,913.725469
54,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,heap,4885888,0,0,0,0,0,0,784,913.725528
54,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,usage,4885888,0,0,0,0,0,0,8069120,913.725577
51,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,write,23750400,70208664426,558681,12604,70208664426,50880622,51625984,3600020280250,940.546312
51,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,stack,23750400,0,0,0,0,0,0,2288,940.546413
51,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,ctx,23750400,0,0,0,0,0,0,640,940.546462
51,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,heap,23750400,0,0,0,0,0,0,784,940.546503
51,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,usage,23750400,0,0,0,0,0,0,1032192,940.546541
57,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,write,3634112,83811650538,154119,4128,83811650538,13377200,16908288,3600141967520,869.587061
57,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,stack,3634112,0,0,0,0,0,0,2288,869.587179
57,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,ctx,3634112,0,0,0,0,0,0,640,869.587230
57,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,heap,3634112,0,0,0,0,0,0,784,869.587273
57,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,8388608,42,0,0,131072,usage,3634112,0,0,0,0,0,0,16646144,869.587315
53,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,write,7686272,83139172250,191158,4392,83139172250,17119494,17989632,3600013925762,1017.679569
53,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,stack,7686272,0,0,0,0,0,0,2288,1017.679664
53,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,ctx,7686272,0,0,0,0,0,0,640,1017.679711
53,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,heap,7686272,0,0,0,0,0,0,784,1017.679753
53,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,usage,7686272,0,0,0,0,0,0,4202496,1017.679791
55,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,1022.722870
55,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,stack,4026880,0,0,0,0,0,0,2288,1022.722960
55,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,ctx,4026880,0,0,0,0,0,0,640,1022.723002
55,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,heap,4026880,0,0,0,0,0,0,784,1022.723037
55,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,usage,4026880,0,0,0,0,0,0,13508608,1022.723068
59,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,write,3558656,83384324972,163442,4425,83384324972,14331538,18124800,3600162071478,762.288938
59,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,stack,3558656,0,0,0,0,0,0,2288,762.289028
59,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,ctx,3558656,0,0,0,0,0,0,640,762.289071
59,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,heap,3558656,0,0,0,0,0,0,784,762.289109
59,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,33554432,42,0,0,524288,usage,3558656,0,0,0,0,0,0,17481728,762.289144
52,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,write,13469056,78790726902,318736,7118,78790726902,28527920,29155328,3600006738176,1035.056246
52,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,stack,13469056,0,0,0,0,0,0,2288,1035.056337
52,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,ctx,13469056,0,0,0,0,0,0,640,1035.056375
52,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,heap,13469056,0,0,0,0,0,0,784,1035.056405
52,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,usage,13469056,0,0,0,0,0,0,2138112,1035.056432
56,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,write,3758080,84126709536,145611,3925,84126709536,12572728,16076800,3600190026280,986.952768
56,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,stack,3758080,0,0,0,0,0,0,2288,986.952850
56,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,ctx,3758080,0,0,0,0,0,0,640,986.952895
56,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,heap,3758080,0,0,0,0,0,0,784,986.952928
56,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,4194304,42,0,0,65536,usage,3758080,0,0,0,0,0,0,15900672,986.952958
58,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,write,3583552,83536129398,160055,4317,83536129398,13978752,17682432,3600012457200,927.678581
58,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,stack,3583552,0,0,0,0,0,0,2288,927.678650
58,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,ctx,3583552,0,0,0,0,0,0,640,927.678680
58,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,heap,3583552,0,0,0,0,0,0,784,927.678715
58,bench_p26_wt,bench_p26_wt_many,2,0,0,134217728,64,64,0,3600000000000,16777216,42,0,0,262144,usage,3583552,0,0,0,0,0,0,17244160,927.678752
60,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,write,6365824,203239194,369660,76511,203239194,57849685,313389056,3600032197471,6.806597
60,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,stack,6365824,0,0,0,0,0,0,2016,6.806710
60,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,ctx,6365824,0,0,0,0,0,0,400,6.806767
60,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,heap,6365824,0,0,0,0,0,0,784,6.806815
60,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1024,42,0,0,16,usage,6365824,0,0,0,0,0,0,24576,6.806859
61,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,write,5436032,236202713,480751,75479,236202713,92681848,309161984,3600024555984,8.509279
61,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,stack,5436032,0,0,0,0,0,0,2000,8.509402
61,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,ctx,5436032,0,0,0,0,0,0,400,8.509458
61,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,heap,5436032,0,0,0,0,0,0,784,8.509507
61,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2048,42,0,0,32,usage,5436032,0,0,0,0,0,0,24576,8.509551
68,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,write,4596096,331579277,707423,73353,331579277,153686097,300453888,3600029370635,11.902368
68,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,stack,4596096,0,0,0,0,0,0,2000,11.902484
68,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,ctx,4596096,0,0,0,0,0,0,400,11.902540
68,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,heap,4596096,0,0,0,0,0,0,784,11.902587
68,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,262144,42,0,0,4096,usage,4596096,0,0,0,0,0,0,425984,11.902632
71,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,write,4592704,331044425,707723,73351,331044425,153905229,300445696,3600042181151,11.983313
71,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,stack,4592704,0,0,0,0,0,0,2000,11.983393
71,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,ctx,4592704,0,0,0,0,0,0,400,11.983448
71,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,heap,4592704,0,0,0,0,0,0,784,11.983493
71,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,2097152,42,0,0,32768,usage,4592704,0,0,0,0,0,0,2519040,11.983538
69,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,write,4593984,331370427,707276,73354,331370427,153692070,300457984,3600007309962,11.990173
69,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,stack,4593984,0,0,0,0,0,0,2000,11.990246
69,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,ctx,4593984,0,0,0,0,0,0,400,11.990297
69,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,heap,4593984,0,0,0,0,0,0,784,11.990343
69,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,524288,42,0,0,8192,usage,4593984,0,0,0,0,0,0,946176,11.990386
67,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,write,4601280,331825489,707834,73349,331825489,153749017,300437504,3600024872579,12.001835
67,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,stack,4601280,0,0,0,0,0,0,2000,12.001922
67,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,ctx,4601280,0,0,0,0,0,0,400,12.001974
67,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,heap,4601280,0,0,0,0,0,0,784,12.002018
67,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,131072,42,0,0,2048,usage,4601280,0,0,0,0,0,0,167936,12.002062
66,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,write,4611200,332583625,708891,73339,332583625,153939137,300396544,3600031759035,12.017715
66,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,stack,4611200,0,0,0,0,0,0,2000,12.017794
66,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,ctx,4611200,0,0,0,0,0,0,400,12.017846
66,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,heap,4611200,0,0,0,0,0,0,784,12.017891
66,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,65536,42,0,0,1024,usage,4611200,0,0,0,0,0,0,110592,12.017935
65,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,write,4626816,334150189,711326,73316,334150189,154309693,300302336,3600040804751,12.071942
65,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,stack,4626816,0,0,0,0,0,0,2016,12.072022
65,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,ctx,4626816,0,0,0,0,0,0,400,12.072071
65,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,heap,4626816,0,0,0,0,0,0,784,12.072114
65,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,32768,42,0,0,512,usage,4626816,0,0,0,0,0,0,61440,12.072155
64,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,write,4667328,336305377,715581,73276,336305377,154651283,300138496,3600036100881,12.078845
64,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,stack,4667328,0,0,0,0,0,0,2016,12.078909
64,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,ctx,4667328,0,0,0,0,0,0,400,12.078955
64,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,heap,4667328,0,0,0,0,0,0,784,12.079014
64,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,16384,42,0,0,256,usage,4667328,0,0,0,0,0,0,53248,12.079060
70,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,write,4593280,331218078,707319,73354,331218078,153756915,300457984,3600019653561,12.106798
70,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,stack,4593280,0,0,0,0,0,0,2000,12.106876
70,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,ctx,4593280,0,0,0,0,0,0,400,12.106919
70,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,heap,4593280,0,0,0,0,0,0,784,12.106955
70,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,1048576,42,0,0,16384,usage,4593280,0,0,0,0,0,0,1470464,12.106987
62,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,write,4927424,361009743,742426,73012,361009743,162753829,299057152,3600040014871,12.454288
62,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,stack,4927424,0,0,0,0,0,0,2000,12.454379
62,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,ctx,4927424,0,0,0,0,0,0,400,12.454423
62,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,heap,4927424,0,0,0,0,0,0,784,12.454460
62,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,4096,42,0,0,64,usage,4927424,0,0,0,0,0,0,24576,12.454496
63,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,write,4751040,344310433,724340,73190,344310433,157024618,299786240,3600036233222,12.933580
63,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,stack,4751040,0,0,0,0,0,0,2000,12.933669
63,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,ctx,4751040,0,0,0,0,0,0,400,12.933708
63,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,heap,4751040,0,0,0,0,0,0,784,12.933739
63,bench_p26_wt,bench_p26_wt_logging,2,0,0,134217728,64,64,0,3600000000000,8192,42,0,0,128,usage,4751040,0,0,0,0,0,0,36864,12.933768
