i,suite,case,NO_FRUNCATE,SKIP_WARMUP,FILE_COUNT,SIM_TIME,CHUNK,FS,SIM_SIZE,DISK_GEOMETRY,SEED,SIZE,DISK_SIZE,NO_SET,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,heap,11637504,0,0,0,0,0,0,1296,21.430902
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,usage,11637504,0,0,0,0,0,0,17432576,21.430926
40,bench_p26_wt,bench_p26_wt_random,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,write,12082752,112925870,2856431,12483,3106044284,1462492672,1636171776,3600307383860,21.171371
40,bench_p26_wt,bench_p26_wt_random,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,stack,12082752,0,0,0,0,0,0,3056,21.171442
40,bench_p26_wt,bench_p26_wt_random,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,ctx,12082752,0,0,0,0,0,0,512,21.171472
40,bench_p26_wt,bench_p26_wt_random,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,heap,12082752,0,0,0,0,0,0,1296,21.171495
40,bench_p26_wt,bench_p26_wt_random,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,usage,12082752,0,0,0,0,0,0,9699328,21.171518
48,bench_p26_wt,bench_p26_wt_many,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,write,43723584,135165143,901463,3522,1980519851,461549056,461635584,3600378336689,32.485477
48,bench_p26_wt,bench_p26_wt_many,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,stack,43723584,0,0,0,0,0,0,3200,32.485590
48,bench_p26_wt,bench_p26_wt_many,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,ctx,43723584,0,0,0,0,0,0,752,32.485655
48,bench_p26_wt,bench_p26_wt_many,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,heap,43723584,0,0,0,0,0,0,1296,32.485702
48,bench_p26_wt,bench_p26_wt_many,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,usage,43723584,0,0,0,0,0,0,524288,32.485744
47,bench_p26_wt,bench_p26_wt_many,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,write,70216256,131284992,1248286,4876,2101006483,639122432,639107072,3600000765673,36.181090
47,bench_p26_wt,bench_p26_wt_many,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,stack,70216256,0,0,0,0,0,0,3200,36.181194
47,bench_p26_wt,bench_p26_wt_many,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,ctx,70216256,0,0,0,0,0,0,752,36.181248
47,bench_p26_wt,bench_p26_wt_many,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,heap,70216256,0,0,0,0,0,0,1296,36.181293
47,bench_p26_wt,bench_p26_wt_many,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,usage,70216256,0,0,0,0,0,0,524288,36.181338
46,bench_p26_wt,bench_p26_wt_many,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,write,101471232,126425535,1684209,6579,2254638468,862315008,862322688,3600000628428,40.339319
46,bench_p26_wt,bench_p26_wt_many,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,stack,101471232,0,0,0,0,0,0,3200,40.339427
46,bench_p26_wt,bench_p26_wt_many,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,ctx,101471232,0,0,0,0,0,0,752,40.339480
46,bench_p26_wt,bench_p26_wt_many,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,heap,101471232,0,0,0,0,0,0,1296,40.339527
46,bench_p26_wt,bench_p26_wt_many,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,usage,101471232,0,0,0,0,0,0,524288,40.339570
45,bench_p26_wt,bench_p26_wt_many,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,write,138521472,120295540,2234282,8728,2446018765,1143952384,1143996416,3600001352503,41.522125
45,bench_p26_wt,bench_p26_wt_many,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,stack,138521472,0,0,0,0,0,0,3200,41.522221
45,bench_p26_wt,bench_p26_wt_many,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,ctx,138521472,0,0,0,0,0,0,752,41.522274
45,bench_p26_wt,bench_p26_wt_many,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,heap,138521472,0,0,0,0,0,0,1296,41.522319
45,bench_p26_wt,bench_p26_wt_many,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,usage,138521472,0,0,0,0,0,0,524288,41.522368
44,bench_p26_wt,bench_p26_wt_many,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,write,183851840,112658165,2918370,11400,2702032879,1494205440,1494220800,3600001157821,50.672961
44,bench_p26_wt,bench_p26_wt_many,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,stack,183851840,0,0,0,0,0,0,3200,50.673065
44,bench_p26_wt,bench_p26_wt_many,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,ctx,183851840,0,0,0,0,0,0,752,50.673116
44,bench_p26_wt,bench_p26_wt_many,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,heap,183851840,0,0,0,0,0,0,1296,50.673160
44,bench_p26_wt,bench_p26_wt_many,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,usage,183851840,0,0,0,0,0,0,524288,50.673201
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,write,10488000,140393759,214552,1032,11303018462,109850624,135266304,3722797632890,139.017878
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,stack,10488000,0,0,0,0,0,0,3200,139.017972
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,ctx,10488000,0,0,0,0,0,0,752,139.018023
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,heap,10488000,0,0,0,0,0,0,1296,139.018066
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,usage,10488000,0,0,0,0,0,0,130940928,139.018108
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,write,14974528,130202008,308555,1217,16719970767,157980160,159514624,3600012653661,179.754684
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,stack,14974528,0,0,0,0,0,0,3200,179.754788
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,ctx,14974528,0,0,0,0,0,0,752,179.754847
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,heap,14974528,0,0,0,0,0,0,1296,179.754902
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,usage,14974528,0,0,0,0,0,0,4587520,179.754947
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,write,10847168,139255843,238111,1185,12479964624,121912832,155320320,3723610536048,142.492025
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,stack,10847168,0,0,0,0,0,0,3200,142.492138
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,ctx,10847168,0,0,0,0,0,0,752,142.492188
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,heap,10847168,0,0,0,0,0,0,1296,142.492229
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,usage,10847168,0,0,0,0,0,0,123076608,142.492269
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,write,13789120,131514613,286488,1176,15327239749,146681856,154140672,3600000495391,186.579287
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,stack,13789120,0,0,0,0,0,0,3200,186.579386
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,ctx,13789120,0,0,0,0,0,0,752,186.579436
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,heap,13789120,0,0,0,0,0,0,1296,186.579479
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,usage,13789120,0,0,0,0,0,0,34209792,186.579520
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,write,14197760,131031234,293744,1177,15853788848,150396928,154271744,3600010913552,191.402203
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,stack,14197760,0,0,0,0,0,0,3200,191.402301
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,ctx,14197760,0,0,0,0,0,0,752,191.402349
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,heap,14197760,0,0,0,0,0,0,1296,191.402390
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,usage,14197760,0,0,0,0,0,0,17170432,191.402429
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,write,11854272,133246802,258357,1222,13466490805,132278784,160169984,3600004624495,151.234865
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,stack,11854272,0,0,0,0,0,0,3200,151.234960
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,ctx,11854272,0,0,0,0,0,0,752,151.235013
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,heap,11854272,0,0,0,0,0,0,1296,151.235058
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,usage,11854272,0,0,0,0,0,0,106037248,151.235100
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,write,15508544,129623002,319824,1257,17310443923,163749888,164757504,3600005887465,193.815362
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,stack,15508544,0,0,0,0,0,0,3200,193.815447
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,ctx,15508544,0,0,0,0,0,0,752,193.815487
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,heap,15508544,0,0,0,0,0,0,1296,193.815522
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,usage,15508544,0,0,0,0,0,0,1441792,193.815555
49,bench_p26_wt,bench_p26_wt_many,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,write,15779776,129399003,324915,1276,17528545304,166356480,167247872,3600003711944,195.158862
49,bench_p26_wt,bench_p26_wt_many,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,stack,15779776,0,0,0,0,0,0,3200,195.158954
49,bench_p26_wt,bench_p26_wt_many,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,ctx,15779776,0,0,0,0,0,0,752,195.158994
49,bench_p26_wt,bench_p26_wt_many,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,heap,15779776,0,0,0,0,0,0,1296,195.159026
49,bench_p26_wt,bench_p26_wt_many,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,usage,15779776,0,0,0,0,0,0,917504,195.159054
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,write,14556480,130591310,301747,1194,16311528322,154494464,156499968,3600007265446,196.346551
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,stack,14556480,0,0,0,0,0,0,3200,196.346628
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,ctx,14556480,0,0,0,0,0,0,752,196.346664
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,heap,14556480,0,0,0,0,0,0,1296,196.346694
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,usage,14556480,0,0,0,0,0,0,8781824,196.346722
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,write,15341504,129820556,316180,1244,17106217034,161884160,163053568,3600009180542,198.429317
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,stack,15341504,0,0,0,0,0,0,3200,198.429382
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,ctx,15341504,0,0,0,0,0,0,752,198.429409
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,heap,15341504,0,0,0,0,0,0,1296,198.429431
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,usage,15341504,0,0,0,0,0,0,2490368,198.429451
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,write,13303488,132145488,277920,1185,14627885105,142295040,155320320,3600010720163,154.261828
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,stack,13303488,0,0,0,0,0,0,3200,154.261897
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,ctx,13303488,0,0,0,0,0,0,752,154.261927
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,heap,13303488,0,0,0,0,0,0,1296,154.261952
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,3600000000000,64,30,0,1,42,4194304,134217728,0,64,usage,13303488,0,0,0,0,0,0,67239936,154.261975
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,write,77860032,89000998,5030575,19657,3589936369,2575654400,2576482304,3600001333219,57.935574
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,stack,77860032,0,0,0,0,0,0,3168,57.935691
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,ctx,77860032,0,0,0,0,0,0,528,57.935743
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,heap,77860032,0,0,0,0,0,0,1296,57.935786
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,3600000000000,64,30,0,1,42,2097152,134217728,0,64,usage,77860032,0,0,0,0,0,0,2752512,57.935830
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,write,84954624,83841339,5491804,21457,3776160691,2811803648,2812411904,3600002428489,60.615785
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,stack,84954624,0,0,0,0,0,0,3168,60.615902
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,ctx,84954624,0,0,0,0,0,0,528,60.615952
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,heap,84954624,0,0,0,0,0,0,1296,60.616008
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,3600000000000,64,30,0,1,42,1048576,134217728,0,64,usage,84954624,0,0,0,0,0,0,1835008,60.616050
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,write,96984832,74865522,6294418,24587,4096680645,3222742016,3222667264,3600002211999,63.875817
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,stack,96984832,0,0,0,0,0,0,3168,63.875908
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,ctx,96984832,0,0,0,0,0,0,528,63.875956
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,heap,96984832,0,0,0,0,0,0,1296,63.875998
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,3600000000000,64,30,0,1,42,262144,134217728,0,64,usage,96984832,0,0,0,0,0,0,917504,63.876038
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,write,87534208,81518915,5699481,22267,3859051841,2918134272,2918580224,3600003619283,63.948660
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,stack,87534208,0,0,0,0,0,0,3168,63.948730
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,ctx,87534208,0,0,0,0,0,0,528,63.948775
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,heap,87534208,0,0,0,0,0,0,1296,63.948815
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,3600000000000,64,30,0,1,42,524288,134217728,0,64,usage,87534208,0,0,0,0,0,0,1179648,63.948853
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,write,80895296,81881419,5645494,22282,4126129432,2890492928,2920546304,3600002321608,65.045925
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,stack,80895296,0,0,0,0,0,0,3168,65.046018
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,ctx,80895296,0,0,0,0,0,0,528,65.046065
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,heap,80895296,0,0,0,0,0,0,1296,65.046107
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,3600000000000,64,30,0,1,42,4096,134217728,0,64,usage,80895296,0,0,0,0,0,0,524288,65.046145
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,write,113993408,62487659,7401944,28917,4527615996,3789795328,3790209024,3600000778164,66.720003
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,stack,113993408,0,0,0,0,0,0,3168,66.720095
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,ctx,113993408,0,0,0,0,0,0,528,66.720145
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,heap,113993408,0,0,0,0,0,0,1296,66.720191
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,3600000000000,64,30,0,1,42,16384,134217728,0,64,usage,113993408,0,0,0,0,0,0,655360,66.720233
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,write,104678080,69245286,6796144,26548,4308661280,3479625728,3479699456,3600002448992,67.084772
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,stack,104678080,0,0,0,0,0,0,3168,67.084855
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,ctx,104678080,0,0,0,0,0,0,528,67.084901
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,heap,104678080,0,0,0,0,0,0,1296,67.084939
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,3600000000000,64,30,0,1,42,131072,134217728,0,64,usage,104678080,0,0,0,0,0,0,786432,67.084977
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,write,109684160,65616741,7121592,27821,4423967736,3646255104,3646554112,3600002063208,68.507426
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,stack,109684160,0,0,0,0,0,0,3168,68.507526
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,ctx,109684160,0,0,0,0,0,0,528,68.507572
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,heap,109684160,0,0,0,0,0,0,1296,68.507613
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,3600000000000,64,30,0,1,42,65536,134217728,0,64,usage,109684160,0,0,0,0,0,0,655360,68.507651
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,write,100451328,70118101,6696919,26160,4575405420,3428822528,3428843520,3600000827652,69.399528
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,stack,100451328,0,0,0,0,0,0,3104,69.399600
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,ctx,100451328,0,0,0,0,0,0,528,69.399631
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,heap,100451328,0,0,0,0,0,0,1296,69.399657
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,3600000000000,64,30,0,1,42,2048,134217728,0,64,usage,100451328,0,0,0,0,0,0,524288,69.399679
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,write,112624384,63480255,7313009,28570,4494873640,3744260608,3744727040,3600004379896,69.396410
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,stack,112624384,0,0,0,0,0,0,3168,69.396475
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,ctx,112624384,0,0,0,0,0,0,528,69.396514
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,heap,112624384,0,0,0,0,0,0,1296,69.396544
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,3600000000000,64,30,0,1,42,32768,134217728,0,64,usage,112624384,0,0,0,0,0,0,655360,69.396572
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,write,115660096,61581007,7483188,29234,4557583317,3831392256,3831758848,3600001167567,70.326493
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,stack,115660096,0,0,0,0,0,0,3168,70.326573
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,ctx,115660096,0,0,0,0,0,0,528,70.326609
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,heap,115660096,0,0,0,0,0,0,1296,70.326639
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,3600000000000,64,30,0,1,42,8192,134217728,0,64,usage,115660096,0,0,0,0,0,0,655360,70.326665
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,write,113504704,61819916,7439503,29074,4861922674,3809025536,3810787328,3600000543094,71.920504
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,stack,113504704,0,0,0,0,0,0,3168,71.920586
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,ctx,113504704,0,0,0,0,0,0,528,71.920623
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,heap,113504704,0,0,0,0,0,0,1296,71.920652
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,3600000000000,64,30,0,1,42,1024,134217728,0,64,usage,113504704,0,0,0,0,0,0,524288,71.920678
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,write,53970368,107193197,3405986,13318,2910516993,1743864832,1745616896,3600003555603,25.152254
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,stack,53970368,0,0,0,0,0,0,3168,25.152351
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,ctx,53970368,0,0,0,0,0,0,528,25.160713
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,heap,53970368,0,0,0,0,0,0,1296,25.160767
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,3600000000000,64,30,0,1,42,16777216,134217728,0,64,usage,53970368,0,0,0,0,0,0,17563648,25.160815
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,write,50052416,112755055,2907051,11370,2734495928,1488410112,1490288640,3600001910696,21.001205
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,stack,50052416,0,0,0,0,0,0,3168,21.001282
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,ctx,50052416,0,0,0,0,0,0,528,21.001344
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,heap,50052416,0,0,0,0,0,0,1296,21.001375
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,3600000000000,64,30,0,1,42,33554432,134217728,0,64,usage,50052416,0,0,0,0,0,0,34340864,21.001417
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,write,62569792,100703336,3984331,15579,3169427600,2039977472,2041970688,3600002448560,25.077165
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,3600000000000,64,30,0,1,42,8388608,134217728,0,64,stack,62569792,0,0,0,0,0,0,3168,25.077236
