i,suite,case,DISK_GEOMETRY,SEED,FILE_SIZE,SIM_SIZE,FS,SIZE,SKIP_WARMUP,DISK_SIZE,SIM_TIME,NO_FRUNCATE,CHUNK,NO_SET,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
43,bench_p26_wt,bench_p26_wt_random,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,ctx,8356800,0,0,0,0,0,0,608,10.860317
43,bench_p26_wt,bench_p26_wt_random,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,heap,8356800,0,0,0,0,0,0,784,10.860341
43,bench_p26_wt,bench_p26_wt_random,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,usage,8356800,0,0,0,0,0,0,69046272,10.860363
44,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,write,73925888,5039547445,1992960,57705,5039547445,228778497,236359680,3600015232603,66.666924
44,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,stack,73925888,0,0,0,0,0,0,3488,66.667053
44,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,ctx,73925888,0,0,0,0,0,0,848,66.667109
44,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,heap,73925888,0,0,0,0,0,0,784,66.667156
44,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,usage,73925888,0,0,0,0,0,0,40960,66.667201
46,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,write,68543104,5138379264,1930688,58170,5138379264,230967650,238264320,3600017703494,67.777841
46,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,stack,68543104,0,0,0,0,0,0,3488,67.777955
46,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,ctx,68543104,0,0,0,0,0,0,848,67.778011
46,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,heap,68543104,0,0,0,0,0,0,784,67.778078
46,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,usage,68543104,0,0,0,0,0,0,81920,67.778128
45,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,write,73146944,5084267692,1988285,57707,5084267692,228791122,236367872,3600023681270,68.495175
45,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,stack,73146944,0,0,0,0,0,0,3488,68.495290
45,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,ctx,73146944,0,0,0,0,0,0,848,68.495344
45,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,heap,73146944,0,0,0,0,0,0,784,68.495390
45,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,usage,73146944,0,0,0,0,0,0,57344,68.495432
47,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,write,69872064,5318266875,1946041,57874,5318266875,229949095,237051904,3600017418397,69.881559
47,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,stack,69872064,0,0,0,0,0,0,3488,69.881700
47,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,ctx,69872064,0,0,0,0,0,0,848,69.881752
47,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,heap,69872064,0,0,0,0,0,0,784,69.881797
47,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,usage,69872064,0,0,0,0,0,0,147456,69.881840
48,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,write,67938432,5435786465,1918651,58013,5435786465,230631199,237621248,3600026469237,72.636432
48,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,stack,67938432,0,0,0,0,0,0,3488,72.636557
48,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,ctx,67938432,0,0,0,0,0,0,848,72.636613
48,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,heap,67938432,0,0,0,0,0,0,784,72.636662
48,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,usage,67938432,0,0,0,0,0,0,262144,72.636707
49,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,write,69726656,5596823921,1940573,57675,5596823921,229083520,236236800,3600000621864,73.035045
49,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,stack,69726656,0,0,0,0,0,0,3488,73.035236
49,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,ctx,69726656,0,0,0,0,0,0,848,73.035291
49,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,heap,69726656,0,0,0,0,0,0,784,73.035336
49,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,usage,69726656,0,0,0,0,0,0,524288,73.035381
51,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,write,69304320,5955975416,1930465,57447,5955975416,227957114,235302912,3600041092558,76.325614
51,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,stack,69304320,0,0,0,0,0,0,3488,76.325727
51,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,ctx,69304320,0,0,0,0,0,0,848,76.325783
51,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,heap,69304320,0,0,0,0,0,0,784,76.325833
51,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,usage,69304320,0,0,0,0,0,0,2035712,76.325882
50,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,write,70280576,5821860968,1945177,57435,5821860968,228066404,235253760,3600025290412,78.021806
50,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,stack,70280576,0,0,0,0,0,0,3488,78.021921
50,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,ctx,70280576,0,0,0,0,0,0,848,78.021975
50,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,heap,70280576,0,0,0,0,0,0,784,78.022020
50,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,usage,70280576,0,0,0,0,0,0,1052672,78.022065
55,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,79.705626
55,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,stack,65273856,0,0,0,0,0,0,3488,79.705722
55,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,ctx,65273856,0,0,0,0,0,0,848,79.705774
55,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,heap,65273856,0,0,0,0,0,0,784,79.705818
55,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,usage,65273856,0,0,0,0,0,0,31920128,79.705861
52,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,write,69014080,6171473643,1923222,57320,6171473643,227108311,234782720,3600031937965,81.526070
52,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,stack,69014080,0,0,0,0,0,0,3488,81.526171
52,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,ctx,69014080,0,0,0,0,0,0,848,81.526223
52,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,heap,69014080,0,0,0,0,0,0,784,81.526267
52,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,usage,69014080,0,0,0,0,0,0,4042752,81.526309
54,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,write,67572672,6364741301,1900009,57355,6364741301,225120683,234926080,3600011661049,81.601488
54,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,stack,67572672,0,0,0,0,0,0,3488,81.601585
54,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,ctx,67572672,0,0,0,0,0,0,848,81.601637
54,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,heap,67572672,0,0,0,0,0,0,784,81.601681
54,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,usage,67572672,0,0,0,0,0,0,16039936,81.601725
53,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,write,68585344,6321543828,1914784,57262,6321543828,226203687,234545152,3600031355397,82.248603
53,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,stack,68585344,0,0,0,0,0,0,3488,82.248688
53,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,ctx,68585344,0,0,0,0,0,0,848,82.248730
53,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,heap,68585344,0,0,0,0,0,0,784,82.248764
53,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,usage,68585344,0,0,0,0,0,0,8065024,82.248796
56,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,write,62019968,6191631056,1836331,58078,6191631056,219407039,237887488,3600033369517,47.105490
56,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,stack,62019968,0,0,0,0,0,0,3488,47.105582
56,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,ctx,62019968,0,0,0,0,0,0,848,47.105626
56,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,heap,62019968,0,0,0,0,0,0,784,47.105664
56,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,usage,62019968,0,0,0,0,0,0,64077824,47.105711
57,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,write,22185024,33607842102,1932109,55122,33607842102,193095743,225779712,4601489329181,201.559624
57,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,stack,22185024,0,0,0,0,0,0,3488,201.559704
57,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,ctx,22185024,0,0,0,0,0,0,848,201.559741
57,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,heap,22185024,0,0,0,0,0,0,784,201.559770
57,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,usage,22185024,0,0,0,0,0,0,113127424,201.559798
58,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,write,17266112,36033709212,1835722,53532,36033709212,186866039,219267072,4588290648629,221.373662
58,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,stack,17266112,0,0,0,0,0,0,3536,221.373747
58,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,ctx,17266112,0,0,0,0,0,0,848,221.373786
58,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,heap,17266112,0,0,0,0,0,0,784,221.373827
58,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,usage,17266112,0,0,0,0,0,0,112934912,221.373861
59,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,write,16275904,38277420520,1826295,53450,38277420520,188000787,218931200,4670598764713,226.284406
59,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,stack,16275904,0,0,0,0,0,0,3536,226.284470
59,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,ctx,16275904,0,0,0,0,0,0,848,226.284500
59,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,heap,16275904,0,0,0,0,0,0,784,226.284524
59,bench_p26_wt,bench_p26_wt_many,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,usage,16275904,0,0,0,0,0,0,113057792,226.284546
60,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,write,31999104,148129345,2359858,58825,148129345,146524456,240947200,3600000339488,12.003182
60,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,stack,31999104,0,0,0,0,0,0,3264,12.003304
60,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,ctx,31999104,0,0,0,0,0,0,624,12.003364
60,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,heap,31999104,0,0,0,0,0,0,784,12.003414
60,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1024,0,134217728,3600000000000,1,64,0,16,usage,31999104,0,0,0,0,0,0,28672,12.003462
61,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,write,41359104,180889744,3014073,52969,180889744,171029778,216961024,3600033966550,13.860722
61,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,stack,41359104,0,0,0,0,0,0,3296,13.860850
61,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,ctx,41359104,0,0,0,0,0,0,624,13.860907
61,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,heap,41359104,0,0,0,0,0,0,784,13.860956
61,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2048,0,134217728,3600000000000,1,64,0,32,usage,41359104,0,0,0,0,0,0,28672,13.861004
66,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,write,45011968,279242556,3314823,50196,279242556,196057048,205602816,3600000820072,14.953494
66,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,stack,45011968,0,0,0,0,0,0,3296,14.953604
66,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,ctx,45011968,0,0,0,0,0,0,624,14.953670
66,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,heap,45011968,0,0,0,0,0,0,784,14.953717
66,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,65536,0,134217728,3600000000000,1,64,0,1024,usage,45011968,0,0,0,0,0,0,102400,14.953759
62,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,write,47861440,210188523,3469289,48886,210188523,192479268,200237056,3600028613220,15.030648
62,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,stack,47861440,0,0,0,0,0,0,3264,15.030730
62,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,ctx,47861440,0,0,0,0,0,0,624,15.030779
62,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,heap,47861440,0,0,0,0,0,0,784,15.030822
62,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4096,0,134217728,3600000000000,1,64,0,64,usage,47861440,0,0,0,0,0,0,28672,15.030863
65,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,write,45314688,273458713,3326311,50100,273458713,194792761,205209600,3600022244387,15.387383
65,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,stack,45314688,0,0,0,0,0,0,3296,15.395802
65,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,ctx,45314688,0,0,0,0,0,0,624,15.395866
65,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,heap,45314688,0,0,0,0,0,0,784,15.395914
65,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,32768,0,134217728,3600000000000,1,64,0,512,usage,45314688,0,0,0,0,0,0,65536,15.395958
63,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,write,47588032,243483398,3453259,48998,243483398,193219403,200695808,3600000268417,15.458948
63,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,stack,47588032,0,0,0,0,0,0,3296,15.459035
63,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,ctx,47588032,0,0,0,0,0,0,624,15.459084
63,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,heap,47588032,0,0,0,0,0,0,784,15.459127
63,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8192,0,134217728,3600000000000,1,64,0,128,usage,47588032,0,0,0,0,0,0,32768,15.459171
67,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,write,43042240,345888348,3219617,50982,345888348,200969559,208822272,3600034346709,15.512589
67,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,stack,43042240,0,0,0,0,0,0,3296,15.512701
67,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,ctx,43042240,0,0,0,0,0,0,624,15.512754
67,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,heap,43042240,0,0,0,0,0,0,784,15.512801
67,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,131072,0,134217728,3600000000000,1,64,0,2048,usage,43042240,0,0,0,0,0,0,192512,15.512846
64,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,write,45478912,306623223,3359999,49770,306623223,196475453,203857920,3600010751519,16.146465
64,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,stack,45478912,0,0,0,0,0,0,3296,16.146566
64,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,ctx,45478912,0,0,0,0,0,0,624,16.146615
64,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,heap,45478912,0,0,0,0,0,0,784,16.146658
64,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16384,0,134217728,3600000000000,1,64,0,256,usage,45478912,0,0,0,0,0,0,36864,16.146700
68,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,write,36150464,532329910,3110666,51783,532329910,204142994,212103168,3600001882182,16.861749
68,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,stack,36150464,0,0,0,0,0,0,3296,16.861857
68,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,ctx,36150464,0,0,0,0,0,0,624,16.861911
68,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,heap,36150464,0,0,0,0,0,0,784,16.861959
68,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,262144,0,134217728,3600000000000,1,64,0,4096,usage,36150464,0,0,0,0,0,0,548864,16.862002
70,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,write,27170624,707706278,3008613,52534,707706278,206635186,215179264,3600024016422,17.311887
70,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,stack,27170624,0,0,0,0,0,0,3296,17.311989
70,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,ctx,27170624,0,0,0,0,0,0,624,17.312044
70,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,heap,27170624,0,0,0,0,0,0,784,17.312092
70,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,1048576,0,134217728,3600000000000,1,64,0,16384,usage,27170624,0,0,0,0,0,0,2277376,17.312136
69,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,write,29559168,676328800,3032525,52349,676328800,206026812,214421504,3600000467572,17.929865
69,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,stack,29559168,0,0,0,0,0,0,3296,17.929963
69,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,ctx,29559168,0,0,0,0,0,0,624,17.930013
69,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,heap,29559168,0,0,0,0,0,0,784,17.930058
69,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,524288,0,134217728,3600000000000,1,64,0,8192,usage,29559168,0,0,0,0,0,0,798720,17.930102
71,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,write,25533696,727304431,2954328,52999,727304431,208379380,217083904,3600044508788,17.989968
71,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,stack,25533696,0,0,0,0,0,0,3296,17.990044
71,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,ctx,25533696,0,0,0,0,0,0,624,17.990087
71,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,heap,25533696,0,0,0,0,0,0,784,17.990123
71,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,2097152,0,134217728,3600000000000,1,64,0,32768,usage,25533696,0,0,0,0,0,0,2912256,17.990155
72,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,write,23672576,800961630,2848851,53869,800961630,211931350,220647424,3600002813842,11.473006
72,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,stack,23672576,0,0,0,0,0,0,3296,11.473098
72,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,ctx,23672576,0,0,0,0,0,0,624,11.473139
72,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,heap,23672576,0,0,0,0,0,0,784,11.473171
72,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,4194304,0,134217728,3600000000000,1,64,0,65536,usage,23672576,0,0,0,0,0,0,7778304,11.473201
73,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,write,20654336,900385938,2802652,54191,900385938,213030870,221966336,3600004730802,10.556607
73,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,stack,20654336,0,0,0,0,0,0,3296,10.556683
73,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,ctx,20654336,0,0,0,0,0,0,624,10.556720
73,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,heap,20654336,0,0,0,0,0,0,784,10.556762
73,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,8388608,0,134217728,3600000000000,1,64,0,131072,usage,20654336,0,0,0,0,0,0,13737984,10.556801
74,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,write,18844288,963231985,2806057,54105,963231985,212704505,221614080,3600004923171,10.867919
74,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,stack,18844288,0,0,0,0,0,0,3280,10.867987
74,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,ctx,18844288,0,0,0,0,0,0,624,10.868021
74,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,heap,18844288,0,0,0,0,0,0,784,10.868049
74,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,16777216,0,134217728,3600000000000,1,64,0,262144,usage,18844288,0,0,0,0,0,0,20553728,10.868075
75,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,write,18079424,991158070,2788358,54238,991158070,213300443,222158848,3600036245169,10.474626
75,bench_p26_wt,bench_p26_wt_logging,0,42,64,0,32,33554432,0,134217728,3600000000000,1,64,0,524288,stack,18079424,0,0,0,0,0,0,3280,10.474676
