i,suite,case,NO_SET,SIZE,FILE_COUNT,FS,DISK_SIZE,NO_FRUNCATE,DISK_GEOMETRY,SEED,SIM_SIZE,SKIP_WARMUP,SIM_TIME,CHUNK,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_random,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,write,164096,21646544,10714076,42018,10969433183,5485606912,5507383296,3604218149645,430.143129
40,bench_p26_wt,bench_p26_wt_random,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,164096,0,0,0,0,0,0,1840,430.143227
40,bench_p26_wt,bench_p26_wt_random,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,164096,0,0,0,0,0,0,384,430.143275
40,bench_p26_wt,bench_p26_wt_random,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,164096,0,0,0,0,0,0,1552,430.143317
40,bench_p26_wt,bench_p26_wt_random,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,164096,0,0,0,0,0,0,4456448,430.143355
41,bench_p26_wt,bench_p26_wt_random,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,write,83456,21695053,10712894,41972,10964073454,5485001728,5501353984,3604911204010,389.511044
41,bench_p26_wt,bench_p26_wt_random,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,83456,0,0,0,0,0,0,1840,389.511132
41,bench_p26_wt,bench_p26_wt_random,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,83456,0,0,0,0,0,0,384,389.511179
41,bench_p26_wt,bench_p26_wt_random,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,83456,0,0,0,0,0,0,1552,389.511218
41,bench_p26_wt,bench_p26_wt_random,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,83456,0,0,0,0,0,0,8650752,389.511257
42,bench_p26_wt,bench_p26_wt_random,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,write,42432,21760014,10729661,42142,10973023514,5493586432,5523636224,3611364415214,344.150560
42,bench_p26_wt,bench_p26_wt_random,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,42432,0,0,0,0,0,0,1840,344.150636
42,bench_p26_wt,bench_p26_wt_random,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,42432,0,0,0,0,0,0,384,344.150670
42,bench_p26_wt,bench_p26_wt_random,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,42432,0,0,0,0,0,0,1552,344.150697
42,bench_p26_wt,bench_p26_wt_random,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,42432,0,0,0,0,0,0,17039360,344.150723
43,bench_p26_wt,bench_p26_wt_random,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,write,20736,21859631,10754051,42282,10982048642,5506074112,5541986304,3620590584998,297.420879
43,bench_p26_wt,bench_p26_wt_random,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,20736,0,0,0,0,0,0,1840,297.420943
43,bench_p26_wt,bench_p26_wt_random,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,20736,0,0,0,0,0,0,384,297.420973
43,bench_p26_wt,bench_p26_wt_random,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,20736,0,0,0,0,0,0,1552,297.420998
43,bench_p26_wt,bench_p26_wt_random,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,20736,0,0,0,0,0,0,33554432,297.421021
47,bench_p26_wt,bench_p26_wt_many,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,write,4473728,141241995,76263,298,5708543922,39046656,39059456,3600008150070,38.427248
47,bench_p26_wt,bench_p26_wt_many,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,4473728,0,0,0,0,0,0,2272,38.427381
47,bench_p26_wt,bench_p26_wt_many,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,4473728,0,0,0,0,0,0,640,38.427435
47,bench_p26_wt,bench_p26_wt_many,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,4473728,0,0,0,0,0,0,1552,38.427483
47,bench_p26_wt,bench_p26_wt_many,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,4473728,0,0,0,0,0,0,524288,38.427524
49,bench_p26_wt,bench_p26_wt_many,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,write,2614528,141258374,47191,187,6095690582,24161792,24510464,3600001605986,44.669728
49,bench_p26_wt,bench_p26_wt_many,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,2614528,0,0,0,0,0,0,2288,44.669849
49,bench_p26_wt,bench_p26_wt_many,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,2614528,0,0,0,0,0,0,640,44.669902
49,bench_p26_wt,bench_p26_wt_many,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,2614528,0,0,0,0,0,0,1552,44.669957
49,bench_p26_wt,bench_p26_wt_many,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,2614528,0,0,0,0,0,0,1048576,44.670001
48,bench_p26_wt,bench_p26_wt_many,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,write,4118272,140086587,70530,279,7617909542,36111360,36569088,3606365239250,46.218292
48,bench_p26_wt,bench_p26_wt_many,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,4118272,0,0,0,0,0,0,2272,46.218390
48,bench_p26_wt,bench_p26_wt_many,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,4118272,0,0,0,0,0,0,640,46.218441
48,bench_p26_wt,bench_p26_wt_many,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,4118272,0,0,0,0,0,0,1552,46.218488
48,bench_p26_wt,bench_p26_wt_many,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,4118272,0,0,0,0,0,0,786432,46.218530
46,bench_p26_wt,bench_p26_wt_many,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,write,8529664,137459443,138765,543,9847936156,71047680,71172096,3602402813332,48.459400
46,bench_p26_wt,bench_p26_wt_many,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,8529664,0,0,0,0,0,0,2272,48.459499
46,bench_p26_wt,bench_p26_wt_many,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,8529664,0,0,0,0,0,0,640,48.459549
46,bench_p26_wt,bench_p26_wt_many,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,8529664,0,0,0,0,0,0,1552,48.459591
46,bench_p26_wt,bench_p26_wt_many,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,8529664,0,0,0,0,0,0,524288,48.459632
55,bench_p26_wt,bench_p26_wt_many,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,write,638976,139906889,22822,133,8661037096,11684864,17432576,3609097123576,52.332667
55,bench_p26_wt,bench_p26_wt_many,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,638976,0,0,0,0,0,0,2288,52.332759
55,bench_p26_wt,bench_p26_wt_many,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,638976,0,0,0,0,0,0,640,52.332807
55,bench_p26_wt,bench_p26_wt_many,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,638976,0,0,0,0,0,0,1552,52.332850
55,bench_p26_wt,bench_p26_wt_many,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,638976,0,0,0,0,0,0,8912896,52.332891
50,bench_p26_wt,bench_p26_wt_many,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,write,2369536,139729060,43466,174,9134539494,22254592,22806528,3619162805010,52.939751
50,bench_p26_wt,bench_p26_wt_many,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,2369536,0,0,0,0,0,0,2272,52.939844
50,bench_p26_wt,bench_p26_wt_many,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,2369536,0,0,0,0,0,0,640,52.939893
50,bench_p26_wt,bench_p26_wt_many,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,2369536,0,0,0,0,0,0,1552,52.939936
50,bench_p26_wt,bench_p26_wt_many,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,2369536,0,0,0,0,0,0,1572864,52.939976
45,bench_p26_wt,bench_p26_wt_many,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,write,14291712,131868116,227793,890,15701776168,116630016,116654080,3600005795320,54.528228
45,bench_p26_wt,bench_p26_wt_many,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,14291712,0,0,0,0,0,0,2272,54.528329
45,bench_p26_wt,bench_p26_wt_many,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,14291712,0,0,0,0,0,0,640,54.528381
45,bench_p26_wt,bench_p26_wt_many,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,14291712,0,0,0,0,0,0,1552,54.528433
45,bench_p26_wt,bench_p26_wt_many,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,14291712,0,0,0,0,0,0,524288,54.528472
54,bench_p26_wt,bench_p26_wt_many,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,write,751104,138377908,23812,125,10585472598,12191744,16384000,3608326420578,60.160386
54,bench_p26_wt,bench_p26_wt_many,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,751104,0,0,0,0,0,0,2288,60.160493
54,bench_p26_wt,bench_p26_wt_many,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,751104,0,0,0,0,0,0,640,60.168815
54,bench_p26_wt,bench_p26_wt_many,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,751104,0,0,0,0,0,0,1552,60.168873
54,bench_p26_wt,bench_p26_wt_many,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,751104,0,0,0,0,0,0,9175040,60.168919
53,bench_p26_wt,bench_p26_wt_many,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,write,860096,138021960,23756,123,10609295052,12163072,16121856,3600012800292,62.924354
53,bench_p26_wt,bench_p26_wt_many,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,860096,0,0,0,0,0,0,2288,62.924453
53,bench_p26_wt,bench_p26_wt_many,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,860096,0,0,0,0,0,0,640,62.924501
53,bench_p26_wt,bench_p26_wt_many,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,860096,0,0,0,0,0,0,1552,62.924543
53,bench_p26_wt,bench_p26_wt_many,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,860096,0,0,0,0,0,0,8650752,62.924585
52,bench_p26_wt,bench_p26_wt_many,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,write,1175616,137749241,26373,120,11687713552,13502976,15728640,3614473842736,63.109611
52,bench_p26_wt,bench_p26_wt_many,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,1175616,0,0,0,0,0,0,2288,63.109693
52,bench_p26_wt,bench_p26_wt_many,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,1175616,0,0,0,0,0,0,640,63.109741
52,bench_p26_wt,bench_p26_wt_many,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,1175616,0,0,0,0,0,0,1552,63.109785
52,bench_p26_wt,bench_p26_wt_many,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,1175616,0,0,0,0,0,0,6029312,63.109825
51,bench_p26_wt,bench_p26_wt_many,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,write,1802048,136889470,34855,143,11922037816,17845760,18743296,3600043282984,63.470639
51,bench_p26_wt,bench_p26_wt_many,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,1802048,0,0,0,0,0,0,2288,63.470712
51,bench_p26_wt,bench_p26_wt_many,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,1802048,0,0,0,0,0,0,640,63.470755
51,bench_p26_wt,bench_p26_wt_many,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,1802048,0,0,0,0,0,0,1552,63.470788
51,bench_p26_wt,bench_p26_wt_many,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,1802048,0,0,0,0,0,0,2883584,63.470819
44,bench_p26_wt,bench_p26_wt_many,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,write,20911424,125544683,329341,1287,22452351648,168622592,168689664,3600002809824,68.303065
44,bench_p26_wt,bench_p26_wt_many,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,20911424,0,0,0,0,0,0,2272,68.303145
44,bench_p26_wt,bench_p26_wt_many,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,20911424,0,0,0,0,0,0,640,68.303186
44,bench_p26_wt,bench_p26_wt_many,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,20911424,0,0,0,0,0,0,1552,68.303218
44,bench_p26_wt,bench_p26_wt_many,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,20911424,0,0,0,0,0,0,524288,68.303248
59,bench_p26_wt,bench_p26_wt_many,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,write,544640,141998984,20093,121,7041384666,10287616,15859712,3629007056430,33.669070
59,bench_p26_wt,bench_p26_wt_many,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,544640,0,0,0,0,0,0,2288,33.669157
59,bench_p26_wt,bench_p26_wt_many,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,544640,0,0,0,0,0,0,640,33.669198
59,bench_p26_wt,bench_p26_wt_many,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,544640,0,0,0,0,0,0,1552,33.669231
59,bench_p26_wt,bench_p26_wt_many,0,33554432,524288,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,544640,0,0,0,0,0,0,12845056,33.669273
58,bench_p26_wt,bench_p26_wt_many,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,write,540992,141265809,19888,120,6884080322,10182656,15728640,3607944584294,24.023197
58,bench_p26_wt,bench_p26_wt_many,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,540992,0,0,0,0,0,0,2288,24.023272
58,bench_p26_wt,bench_p26_wt_many,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,540992,0,0,0,0,0,0,640,24.023314
58,bench_p26_wt,bench_p26_wt_many,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,540992,0,0,0,0,0,0,1552,24.023350
58,bench_p26_wt,bench_p26_wt_many,0,16777216,262144,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,540992,0,0,0,0,0,0,12845056,24.023385
57,bench_p26_wt,bench_p26_wt_many,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,write,558656,141324814,20185,117,7211090548,10334720,15335424,3615679083676,21.533476
57,bench_p26_wt,bench_p26_wt_many,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,558656,0,0,0,0,0,0,2288,21.533547
57,bench_p26_wt,bench_p26_wt_many,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,558656,0,0,0,0,0,0,640,21.533582
57,bench_p26_wt,bench_p26_wt_many,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,558656,0,0,0,0,0,0,1552,21.533612
57,bench_p26_wt,bench_p26_wt_many,0,8388608,131072,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,558656,0,0,0,0,0,0,12845056,21.533638
56,bench_p26_wt,bench_p26_wt_many,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,write,602432,140268906,21505,119,7734930152,11010560,15597568,3600028624184,18.654711
56,bench_p26_wt,bench_p26_wt_many,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,602432,0,0,0,0,0,0,2288,18.654796
56,bench_p26_wt,bench_p26_wt_many,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,602432,0,0,0,0,0,0,640,18.654827
56,bench_p26_wt,bench_p26_wt_many,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,602432,0,0,0,0,0,0,1552,18.654852
56,bench_p26_wt,bench_p26_wt_many,0,4194304,65536,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,602432,0,0,0,0,0,0,11534336,18.654876
60,bench_p26_wt,bench_p26_wt_logging,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,write,35206144,104753526,1203782,280708,8486474813,616336384,36792958976,3600042607751,53.236406
60,bench_p26_wt,bench_p26_wt_logging,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,35206144,0,0,0,0,0,0,1904,53.236545
60,bench_p26_wt,bench_p26_wt_logging,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,35206144,0,0,0,0,0,0,400,53.236610
60,bench_p26_wt,bench_p26_wt_logging,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,35206144,0,0,0,0,0,0,1552,53.236681
60,bench_p26_wt,bench_p26_wt_logging,0,1024,16,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,35206144,0,0,0,0,0,0,655360,53.236739
61,bench_p26_wt,bench_p26_wt_logging,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,write,40757632,79944091,2129713,486944,6589234393,1090413056,63824723968,3600111712795,61.955715
61,bench_p26_wt,bench_p26_wt_logging,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,40757632,0,0,0,0,0,0,2000,61.955867
61,bench_p26_wt,bench_p26_wt_logging,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,40757632,0,0,0,0,0,0,400,61.955923
61,bench_p26_wt,bench_p26_wt_logging,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,40757632,0,0,0,0,0,0,1552,61.955970
61,bench_p26_wt,bench_p26_wt_logging,0,2048,32,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,40757632,0,0,0,0,0,0,655360,61.956014
62,bench_p26_wt,bench_p26_wt_logging,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,write,40014528,61014694,3390247,563689,5904838918,1735806464,73883844608,3600000605554,94.312386
62,bench_p26_wt,bench_p26_wt_logging,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,40014528,0,0,0,0,0,0,2016,94.312523
62,bench_p26_wt,bench_p26_wt_logging,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,40014528,0,0,0,0,0,0,400,94.312593
62,bench_p26_wt,bench_p26_wt_logging,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,40014528,0,0,0,0,0,0,1552,94.312643
62,bench_p26_wt,bench_p26_wt_logging,0,4096,64,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,40014528,0,0,0,0,0,0,786432,94.312687
63,bench_p26_wt,bench_p26_wt_logging,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,write,34298752,47158279,5070345,510861,6353894378,2596016640,66959572992,3600259889246,159.165788
63,bench_p26_wt,bench_p26_wt_logging,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,34298752,0,0,0,0,0,0,1904,159.165913
63,bench_p26_wt,bench_p26_wt_logging,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,34298752,0,0,0,0,0,0,400,159.165970
63,bench_p26_wt,bench_p26_wt_logging,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,34298752,0,0,0,0,0,0,1552,159.166029
63,bench_p26_wt,bench_p26_wt_logging,0,8192,128,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,34298752,0,0,0,0,0,0,786432,159.166078
64,bench_p26_wt,bench_p26_wt_logging,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,write,25162304,37459131,6871966,382688,7535740899,3518446592,50159681536,3600022325721,210.767718
64,bench_p26_wt,bench_p26_wt_logging,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,25162304,0,0,0,0,0,0,2016,210.767834
64,bench_p26_wt,bench_p26_wt_logging,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,25162304,0,0,0,0,0,0,400,210.767892
64,bench_p26_wt,bench_p26_wt_logging,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,25162304,0,0,0,0,0,0,1552,210.767952
64,bench_p26_wt,bench_p26_wt_logging,0,16384,256,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,25162304,0,0,0,0,0,0,786432,210.768000
65,bench_p26_wt,bench_p26_wt_logging,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,write,16072384,30974553,8406355,248700,8823742459,4304053760,32597606400,3600001073569,266.540053
65,bench_p26_wt,bench_p26_wt_logging,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,16072384,0,0,0,0,0,0,2016,266.540163
65,bench_p26_wt,bench_p26_wt_logging,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,16072384,0,0,0,0,0,0,400,266.540219
65,bench_p26_wt,bench_p26_wt_logging,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,16072384,0,0,0,0,0,0,1552,266.540268
65,bench_p26_wt,bench_p26_wt_logging,0,32768,512,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,16072384,0,0,0,0,0,0,786432,266.540318
68,bench_p26_wt,bench_p26_wt_logging,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5061056,24494538,10183296,79248,10463044288,5213847552,10387193856,3600004224064,302.559966
68,bench_p26_wt,bench_p26_wt_logging,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5061056,0,0,0,0,0,0,1904,302.560078
68,bench_p26_wt,bench_p26_wt_logging,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5061056,0,0,0,0,0,0,400,302.560133
68,bench_p26_wt,bench_p26_wt_logging,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5061056,0,0,0,0,0,0,1552,302.560181
68,bench_p26_wt,bench_p26_wt_logging,0,262144,4096,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5061056,0,0,0,0,0,0,1048576,302.560226
67,bench_p26_wt,bench_p26_wt_logging,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5062720,24513373,10182497,79103,10465210284,5213438464,10368188416,3600015777732,316.738177
67,bench_p26_wt,bench_p26_wt_logging,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5062720,0,0,0,0,0,0,1904,316.738290
67,bench_p26_wt,bench_p26_wt_logging,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5062720,0,0,0,0,0,0,400,316.738350
67,bench_p26_wt,bench_p26_wt_logging,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5062720,0,0,0,0,0,0,1552,316.738402
67,bench_p26_wt,bench_p26_wt_logging,0,131072,2048,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5062720,0,0,0,0,0,0,786432,316.738457
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5071808,24107915,10215513,79566,10492696364,5230342656,10428874752,3600054197828,321.184850
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5071808,0,0,0,0,0,0,1904,321.184953
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5071808,0,0,0,0,0,0,400,321.185005
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5071808,0,0,0,0,0,0,1552,321.185052
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,32768,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5071808,0,0,0,0,0,0,3670016,321.185095
66,bench_p26_wt,bench_p26_wt_logging,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,write,9293440,26891774,9500340,145663,9820873695,4864174080,19092340736,3600010207629,322.801218
66,bench_p26_wt,bench_p26_wt_logging,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,9293440,0,0,0,0,0,0,1904,322.801328
66,bench_p26_wt,bench_p26_wt_logging,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,9293440,0,0,0,0,0,0,400,322.801381
66,bench_p26_wt,bench_p26_wt_logging,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,9293440,0,0,0,0,0,0,1552,322.801428
66,bench_p26_wt,bench_p26_wt_logging,0,65536,1024,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,9293440,0,0,0,0,0,0,786432,322.801471
69,bench_p26_wt,bench_p26_wt_logging,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5062336,24423352,10189002,79357,10466255664,5216769024,10401480704,3600011262096,337.245330
69,bench_p26_wt,bench_p26_wt_logging,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5062336,0,0,0,0,0,0,1904,337.245434
69,bench_p26_wt,bench_p26_wt_logging,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5062336,0,0,0,0,0,0,400,337.245488
69,bench_p26_wt,bench_p26_wt_logging,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5062336,0,0,0,0,0,0,1552,337.245535
69,bench_p26_wt,bench_p26_wt_logging,0,524288,8192,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5062336,0,0,0,0,0,0,1572864,337.245580
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,write,5065472,24311803,10198346,79451,10475263884,5221553152,10413801472,3600051354468,338.931360
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,stack,5065472,0,0,0,0,0,0,1904,338.931451
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,ctx,5065472,0,0,0,0,0,0,400,338.931496
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,heap,5065472,0,0,0,0,0,0,1552,338.931532
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,16384,2,134217728,0,1,42,0,0,3600000000000,64,64,usage,5065472,0,0,0,0,0,0,2621440,338.931562
