i,suite,case,SEED,FILE_COUNT,FILE_SIZE,SIZE,DISK_SIZE,DISK_GEOMETRY,SIM_TIME,SIM_SIZE,NO_SET,SKIP_WARMUP,NO_FRUNCATE,FS,CHUNK,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,heap,7553216,0,0,0,0,0,0,784,11.660222
42,bench_p26_wt,bench_p26_wt_random,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,usage,7553216,0,0,0,0,0,0,37449728,11.660247
43,bench_p26_wt,bench_p26_wt_random,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,write,8356800,972102474,1872209,62416,972102474,194518889,255655936,3600339313499,10.646049
43,bench_p26_wt,bench_p26_wt_random,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,stack,8356800,0,0,0,0,0,0,3248,10.646112
43,bench_p26_wt,bench_p26_wt_random,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,ctx,8356800,0,0,0,0,0,0,608,10.646142
43,bench_p26_wt,bench_p26_wt_random,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,heap,8356800,0,0,0,0,0,0,784,10.646165
43,bench_p26_wt,bench_p26_wt_random,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,usage,8356800,0,0,0,0,0,0,69046272,10.646188
44,bench_p26_wt,bench_p26_wt_many,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,write,73925888,5039547445,1992960,57705,5039547445,228778497,236359680,3600015232603,66.917264
44,bench_p26_wt,bench_p26_wt_many,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,stack,73925888,0,0,0,0,0,0,3488,66.917385
44,bench_p26_wt,bench_p26_wt_many,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,ctx,73925888,0,0,0,0,0,0,848,66.917440
44,bench_p26_wt,bench_p26_wt_many,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,heap,73925888,0,0,0,0,0,0,784,66.917499
44,bench_p26_wt,bench_p26_wt_many,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,usage,73925888,0,0,0,0,0,0,40960,66.917545
46,bench_p26_wt,bench_p26_wt_many,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,write,68543104,5138379264,1930688,58170,5138379264,230967650,238264320,3600017703494,69.137529
46,bench_p26_wt,bench_p26_wt_many,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,stack,68543104,0,0,0,0,0,0,3488,69.137644
46,bench_p26_wt,bench_p26_wt_many,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,ctx,68543104,0,0,0,0,0,0,848,69.137697
46,bench_p26_wt,bench_p26_wt_many,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,heap,68543104,0,0,0,0,0,0,784,69.137753
46,bench_p26_wt,bench_p26_wt_many,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,usage,68543104,0,0,0,0,0,0,81920,69.137808
48,bench_p26_wt,bench_p26_wt_many,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,write,67938432,5435786465,1918651,58013,5435786465,230631199,237621248,3600026469237,70.586913
48,bench_p26_wt,bench_p26_wt_many,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,stack,67938432,0,0,0,0,0,0,3488,70.587031
48,bench_p26_wt,bench_p26_wt_many,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,ctx,67938432,0,0,0,0,0,0,848,70.587085
48,bench_p26_wt,bench_p26_wt_many,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,heap,67938432,0,0,0,0,0,0,784,70.587133
48,bench_p26_wt,bench_p26_wt_many,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,usage,67938432,0,0,0,0,0,0,262144,70.587178
45,bench_p26_wt,bench_p26_wt_many,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,write,73146944,5084267692,1988285,57707,5084267692,228791122,236367872,3600023681270,70.586486
45,bench_p26_wt,bench_p26_wt_many,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,stack,73146944,0,0,0,0,0,0,3488,70.586578
45,bench_p26_wt,bench_p26_wt_many,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,ctx,73146944,0,0,0,0,0,0,848,70.586633
45,bench_p26_wt,bench_p26_wt_many,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,heap,73146944,0,0,0,0,0,0,784,70.586680
45,bench_p26_wt,bench_p26_wt_many,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,usage,73146944,0,0,0,0,0,0,57344,70.586723
47,bench_p26_wt,bench_p26_wt_many,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,write,69872064,5318266875,1946041,57874,5318266875,229949095,237051904,3600017418397,71.306287
47,bench_p26_wt,bench_p26_wt_many,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,stack,69872064,0,0,0,0,0,0,3488,71.306384
47,bench_p26_wt,bench_p26_wt_many,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,ctx,69872064,0,0,0,0,0,0,848,71.306436
47,bench_p26_wt,bench_p26_wt_many,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,heap,69872064,0,0,0,0,0,0,784,71.306489
47,bench_p26_wt,bench_p26_wt_many,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,usage,69872064,0,0,0,0,0,0,147456,71.306533
49,bench_p26_wt,bench_p26_wt_many,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,write,69726656,5596823921,1940573,57675,5596823921,229083520,236236800,3600000621864,72.681667
49,bench_p26_wt,bench_p26_wt_many,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,stack,69726656,0,0,0,0,0,0,3488,72.681771
49,bench_p26_wt,bench_p26_wt_many,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,ctx,69726656,0,0,0,0,0,0,848,72.681908
49,bench_p26_wt,bench_p26_wt_many,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,heap,69726656,0,0,0,0,0,0,784,72.681968
49,bench_p26_wt,bench_p26_wt_many,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,usage,69726656,0,0,0,0,0,0,524288,72.682015
51,bench_p26_wt,bench_p26_wt_many,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,write,69304320,5955975416,1930465,57447,5955975416,227957114,235302912,3600041092558,76.777434
51,bench_p26_wt,bench_p26_wt_many,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,stack,69304320,0,0,0,0,0,0,3488,76.777540
51,bench_p26_wt,bench_p26_wt_many,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,ctx,69304320,0,0,0,0,0,0,848,76.777593
51,bench_p26_wt,bench_p26_wt_many,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,heap,69304320,0,0,0,0,0,0,784,76.777640
51,bench_p26_wt,bench_p26_wt_many,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,usage,69304320,0,0,0,0,0,0,2035712,76.777685
50,bench_p26_wt,bench_p26_wt_many,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,write,70280576,5821860968,1945177,57435,5821860968,228066404,235253760,3600025290412,77.286048
50,bench_p26_wt,bench_p26_wt_many,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,stack,70280576,0,0,0,0,0,0,3488,77.286142
50,bench_p26_wt,bench_p26_wt_many,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,ctx,70280576,0,0,0,0,0,0,848,77.286212
50,bench_p26_wt,bench_p26_wt_many,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,heap,70280576,0,0,0,0,0,0,784,77.286270
50,bench_p26_wt,bench_p26_wt_many,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,usage,70280576,0,0,0,0,0,0,1052672,77.286315
55,bench_p26_wt,bench_p26_wt_many,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,80.039228
55,bench_p26_wt,bench_p26_wt_many,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,stack,65273856,0,0,0,0,0,0,3488,80.039328
55,bench_p26_wt,bench_p26_wt_many,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,ctx,65273856,0,0,0,0,0,0,848,80.039381
55,bench_p26_wt,bench_p26_wt_many,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,heap,65273856,0,0,0,0,0,0,784,80.039428
55,bench_p26_wt,bench_p26_wt_many,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,usage,65273856,0,0,0,0,0,0,31920128,80.039473
53,bench_p26_wt,bench_p26_wt_many,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,write,68585344,6321543828,1914784,57262,6321543828,226203687,234545152,3600031355397,81.507711
53,bench_p26_wt,bench_p26_wt_many,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,stack,68585344,0,0,0,0,0,0,3488,81.507814
53,bench_p26_wt,bench_p26_wt_many,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,ctx,68585344,0,0,0,0,0,0,848,81.507864
53,bench_p26_wt,bench_p26_wt_many,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,heap,68585344,0,0,0,0,0,0,784,81.507910
53,bench_p26_wt,bench_p26_wt_many,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,usage,68585344,0,0,0,0,0,0,8065024,81.507954
52,bench_p26_wt,bench_p26_wt_many,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,write,69014080,6171473643,1923222,57320,6171473643,227108311,234782720,3600031937965,82.255769
52,bench_p26_wt,bench_p26_wt_many,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,stack,69014080,0,0,0,0,0,0,3488,82.255865
52,bench_p26_wt,bench_p26_wt_many,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,ctx,69014080,0,0,0,0,0,0,848,82.255915
52,bench_p26_wt,bench_p26_wt_many,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,heap,69014080,0,0,0,0,0,0,784,82.255960
52,bench_p26_wt,bench_p26_wt_many,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,usage,69014080,0,0,0,0,0,0,4042752,82.256001
54,bench_p26_wt,bench_p26_wt_many,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,write,67572672,6364741301,1900009,57355,6364741301,225120683,234926080,3600011661049,82.478162
54,bench_p26_wt,bench_p26_wt_many,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,stack,67572672,0,0,0,0,0,0,3488,82.478261
54,bench_p26_wt,bench_p26_wt_many,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,ctx,67572672,0,0,0,0,0,0,848,82.478307
54,bench_p26_wt,bench_p26_wt_many,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,heap,67572672,0,0,0,0,0,0,784,82.478350
54,bench_p26_wt,bench_p26_wt_many,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,usage,67572672,0,0,0,0,0,0,16039936,82.478393
56,bench_p26_wt,bench_p26_wt_many,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,write,62019968,6191631056,1836331,58078,6191631056,219407039,237887488,3600033369517,47.502200
56,bench_p26_wt,bench_p26_wt_many,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,stack,62019968,0,0,0,0,0,0,3488,47.502281
56,bench_p26_wt,bench_p26_wt_many,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,ctx,62019968,0,0,0,0,0,0,848,47.502321
56,bench_p26_wt,bench_p26_wt_many,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,heap,62019968,0,0,0,0,0,0,784,47.502355
56,bench_p26_wt,bench_p26_wt_many,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,usage,62019968,0,0,0,0,0,0,64077824,47.502384
57,bench_p26_wt,bench_p26_wt_many,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,write,22185024,33607842102,1932109,55122,33607842102,193095743,225779712,4601489329181,199.071761
57,bench_p26_wt,bench_p26_wt_many,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,stack,22185024,0,0,0,0,0,0,3488,199.071846
57,bench_p26_wt,bench_p26_wt_many,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,ctx,22185024,0,0,0,0,0,0,848,199.071884
57,bench_p26_wt,bench_p26_wt_many,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,heap,22185024,0,0,0,0,0,0,784,199.071914
57,bench_p26_wt,bench_p26_wt_many,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,usage,22185024,0,0,0,0,0,0,113127424,199.071942
58,bench_p26_wt,bench_p26_wt_many,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,write,17266112,36033709212,1835722,53532,36033709212,186866039,219267072,4588290648629,221.379146
58,bench_p26_wt,bench_p26_wt_many,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,stack,17266112,0,0,0,0,0,0,3536,221.379217
58,bench_p26_wt,bench_p26_wt_many,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,ctx,17266112,0,0,0,0,0,0,848,221.379250
58,bench_p26_wt,bench_p26_wt_many,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,heap,17266112,0,0,0,0,0,0,784,221.379281
58,bench_p26_wt,bench_p26_wt_many,42,262144,64,16777216,134217728,0,3600000000000,0,0,0,0,3,64,usage,17266112,0,0,0,0,0,0,112934912,221.379306
59,bench_p26_wt,bench_p26_wt_many,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,write,16275904,38277420520,1826295,53450,38277420520,188000787,218931200,4670598764713,223.357116
59,bench_p26_wt,bench_p26_wt_many,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,stack,16275904,0,0,0,0,0,0,3536,223.357181
59,bench_p26_wt,bench_p26_wt_many,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,ctx,16275904,0,0,0,0,0,0,848,223.357211
59,bench_p26_wt,bench_p26_wt_many,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,heap,16275904,0,0,0,0,0,0,784,223.357236
59,bench_p26_wt,bench_p26_wt_many,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,usage,16275904,0,0,0,0,0,0,113057792,223.357259
64,bench_p26_wt,bench_p26_wt_logging,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,write,37215616,273144721,3458089,48929,273144721,192573816,200413184,3600002166160,14.248094
64,bench_p26_wt,bench_p26_wt_logging,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,stack,37215616,0,0,0,0,0,0,3264,14.248210
64,bench_p26_wt,bench_p26_wt_logging,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,ctx,37215616,0,0,0,0,0,0,624,14.248269
64,bench_p26_wt,bench_p26_wt_logging,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,heap,37215616,0,0,0,0,0,0,784,14.248328
64,bench_p26_wt,bench_p26_wt_logging,42,256,64,16384,134217728,0,3600000000000,0,0,0,0,3,64,usage,37215616,0,0,0,0,0,0,45056,14.248375
65,bench_p26_wt,bench_p26_wt_logging,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,write,34083072,348946491,3227586,50908,348946491,200785197,208519168,3600011889039,15.103549
65,bench_p26_wt,bench_p26_wt_logging,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,stack,34083072,0,0,0,0,0,0,3264,15.103650
65,bench_p26_wt,bench_p26_wt_logging,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,ctx,34083072,0,0,0,0,0,0,624,15.103706
65,bench_p26_wt,bench_p26_wt_logging,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,heap,34083072,0,0,0,0,0,0,784,15.103756
65,bench_p26_wt,bench_p26_wt_logging,42,512,64,32768,134217728,0,3600000000000,0,0,0,0,3,64,usage,34083072,0,0,0,0,0,0,61440,15.103801
60,bench_p26_wt,bench_p26_wt_logging,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,write,41962624,190536788,3720915,46670,190536788,182487464,191160320,3600018285976,15.157734
60,bench_p26_wt,bench_p26_wt_logging,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,stack,41962624,0,0,0,0,0,0,3296,15.157816
60,bench_p26_wt,bench_p26_wt_logging,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,ctx,41962624,0,0,0,0,0,0,624,15.157867
60,bench_p26_wt,bench_p26_wt_logging,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,heap,41962624,0,0,0,0,0,0,784,15.157912
60,bench_p26_wt,bench_p26_wt_logging,42,16,64,1024,134217728,0,3600000000000,0,0,0,0,3,64,usage,41962624,0,0,0,0,0,0,24576,15.157972
61,bench_p26_wt,bench_p26_wt_logging,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,write,41139968,216399355,3693832,46887,216399355,183591830,192049152,3600001813338,15.593984
61,bench_p26_wt,bench_p26_wt_logging,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,stack,41139968,0,0,0,0,0,0,3296,15.594086
61,bench_p26_wt,bench_p26_wt_logging,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,ctx,41139968,0,0,0,0,0,0,624,15.594138
61,bench_p26_wt,bench_p26_wt_logging,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,heap,41139968,0,0,0,0,0,0,784,15.594183
61,bench_p26_wt,bench_p26_wt_logging,42,32,64,2048,134217728,0,3600000000000,0,0,0,0,3,64,usage,41139968,0,0,0,0,0,0,24576,15.594226
62,bench_p26_wt,bench_p26_wt_logging,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,write,39248128,268233951,3573662,47909,268233951,186163710,196235264,3600029307570,16.151837
62,bench_p26_wt,bench_p26_wt_logging,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,stack,39248128,0,0,0,0,0,0,3296,16.151941
62,bench_p26_wt,bench_p26_wt_logging,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,ctx,39248128,0,0,0,0,0,0,624,16.151994
62,bench_p26_wt,bench_p26_wt_logging,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,heap,39248128,0,0,0,0,0,0,784,16.152040
62,bench_p26_wt,bench_p26_wt_logging,42,64,64,4096,134217728,0,3600000000000,0,0,0,0,3,64,usage,39248128,0,0,0,0,0,0,28672,16.152085
66,bench_p26_wt,bench_p26_wt_logging,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,write,31020160,431045939,3048001,52429,431045939,207241139,214749184,3600004498753,16.228484
66,bench_p26_wt,bench_p26_wt_logging,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,stack,31020160,0,0,0,0,0,0,3264,16.228593
66,bench_p26_wt,bench_p26_wt_logging,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,ctx,31020160,0,0,0,0,0,0,624,16.228648
66,bench_p26_wt,bench_p26_wt_logging,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,heap,31020160,0,0,0,0,0,0,784,16.228699
66,bench_p26_wt,bench_p26_wt_logging,42,1024,64,65536,134217728,0,3600000000000,0,0,0,0,3,64,usage,31020160,0,0,0,0,0,0,102400,16.228755
63,bench_p26_wt,bench_p26_wt_logging,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,write,36757760,313785527,3405721,49359,313785527,192933608,202174464,3600030153424,16.323373
63,bench_p26_wt,bench_p26_wt_logging,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,stack,36757760,0,0,0,0,0,0,3264,16.323467
63,bench_p26_wt,bench_p26_wt_logging,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,ctx,36757760,0,0,0,0,0,0,624,16.323518
63,bench_p26_wt,bench_p26_wt_logging,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,heap,36757760,0,0,0,0,0,0,784,16.323563
63,bench_p26_wt,bench_p26_wt_logging,42,128,64,8192,134217728,0,3600000000000,0,0,0,0,3,64,usage,36757760,0,0,0,0,0,0,32768,16.323607
70,bench_p26_wt,bench_p26_wt_logging,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,write,16707712,793878468,2766732,54605,793878468,214284624,223662080,3600025099152,17.716153
70,bench_p26_wt,bench_p26_wt_logging,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,stack,16707712,0,0,0,0,0,0,3264,17.716252
70,bench_p26_wt,bench_p26_wt_logging,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,ctx,16707712,0,0,0,0,0,0,624,17.716299
70,bench_p26_wt,bench_p26_wt_logging,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,heap,16707712,0,0,0,0,0,0,784,17.716340
70,bench_p26_wt,bench_p26_wt_logging,42,16384,64,1048576,134217728,0,3600000000000,0,0,0,0,3,64,usage,16707712,0,0,0,0,0,0,1228800,17.716379
71,bench_p26_wt,bench_p26_wt_logging,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,19.190665
71,bench_p26_wt,bench_p26_wt_logging,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,stack,15992704,0,0,0,0,0,0,3264,19.190768
71,bench_p26_wt,bench_p26_wt_logging,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,ctx,15992704,0,0,0,0,0,0,624,19.190835
71,bench_p26_wt,bench_p26_wt_logging,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,heap,15992704,0,0,0,0,0,0,784,19.190883
71,bench_p26_wt,bench_p26_wt_logging,42,32768,64,2097152,134217728,0,3600000000000,0,0,0,0,3,64,usage,15992704,0,0,0,0,0,0,2449408,19.190930
67,bench_p26_wt,bench_p26_wt_logging,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,write,26261248,712323648,2755849,54773,712323648,216013146,224350208,3600000929454,19.211574
67,bench_p26_wt,bench_p26_wt_logging,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,stack,26261248,0,0,0,0,0,0,3264,19.211655
67,bench_p26_wt,bench_p26_wt_logging,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,ctx,26261248,0,0,0,0,0,0,624,19.211708
67,bench_p26_wt,bench_p26_wt_logging,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,heap,26261248,0,0,0,0,0,0,784,19.211758
67,bench_p26_wt,bench_p26_wt_logging,42,2048,64,131072,134217728,0,3600000000000,0,0,0,0,3,64,usage,26261248,0,0,0,0,0,0,172032,19.211807
69,bench_p26_wt,bench_p26_wt_logging,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,write,16761024,835886958,2784882,54408,835886958,213761724,222855168,3600093091620,19.215574
69,bench_p26_wt,bench_p26_wt_logging,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,stack,16761024,0,0,0,0,0,0,3280,19.215650
69,bench_p26_wt,bench_p26_wt_logging,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,ctx,16761024,0,0,0,0,0,0,624,19.215700
69,bench_p26_wt,bench_p26_wt_logging,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,heap,16761024,0,0,0,0,0,0,784,19.215746
69,bench_p26_wt,bench_p26_wt_logging,42,8192,64,524288,134217728,0,3600000000000,0,0,0,0,3,64,usage,16761024,0,0,0,0,0,0,593920,19.215790
68,bench_p26_wt,bench_p26_wt_logging,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,write,18173120,777946429,2946340,53024,777946429,208626580,217186304,3600003629444,19.597571
68,bench_p26_wt,bench_p26_wt_logging,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,stack,18173120,0,0,0,0,0,0,3264,19.597662
68,bench_p26_wt,bench_p26_wt_logging,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,ctx,18173120,0,0,0,0,0,0,624,19.597710
68,bench_p26_wt,bench_p26_wt_logging,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,heap,18173120,0,0,0,0,0,0,784,19.597752
68,bench_p26_wt,bench_p26_wt_logging,42,4096,64,262144,134217728,0,3600000000000,0,0,0,0,3,64,usage,18173120,0,0,0,0,0,0,319488,19.597792
73,bench_p26_wt,bench_p26_wt_logging,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,write,14798336,972318548,2705278,54992,972318548,216181318,225247232,3600023753298,11.058088
73,bench_p26_wt,bench_p26_wt_logging,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,stack,14798336,0,0,0,0,0,0,3264,11.058178
73,bench_p26_wt,bench_p26_wt_logging,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,ctx,14798336,0,0,0,0,0,0,624,11.058219
73,bench_p26_wt,bench_p26_wt_logging,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,heap,14798336,0,0,0,0,0,0,784,11.058251
73,bench_p26_wt,bench_p26_wt_logging,42,131072,64,8388608,134217728,0,3600000000000,0,0,0,0,3,64,usage,14798336,0,0,0,0,0,0,9486336,11.058280
72,bench_p26_wt,bench_p26_wt_logging,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,write,15251136,989158543,2527248,56557,989158543,222905346,231657472,3600013218430,11.846096
72,bench_p26_wt,bench_p26_wt_logging,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,stack,15251136,0,0,0,0,0,0,3264,11.846168
72,bench_p26_wt,bench_p26_wt_logging,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,ctx,15251136,0,0,0,0,0,0,624,11.846211
72,bench_p26_wt,bench_p26_wt_logging,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,heap,15251136,0,0,0,0,0,0,784,11.846249
72,bench_p26_wt,bench_p26_wt_logging,42,65536,64,4194304,134217728,0,3600000000000,0,0,0,0,3,64,usage,15251136,0,0,0,0,0,0,4882432,11.846288
75,bench_p26_wt,bench_p26_wt_logging,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,write,18079424,991158070,2788358,54238,991158070,213300443,222158848,3600036245169,10.853178
75,bench_p26_wt,bench_p26_wt_logging,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,stack,18079424,0,0,0,0,0,0,3280,10.853245
75,bench_p26_wt,bench_p26_wt_logging,42,524288,64,33554432,134217728,0,3600000000000,0,0,0,0,3,64,ctx,18079424,0,0,0,0,0,0,624,10.853281
