i,suite,case,SIM_SIZE,DISK_SIZE,DISK_GEOMETRY,FILE_SIZE,NO_SET,SKIP_WARMUP,SIM_TIME,CHUNK,FILE_COUNT,SIZE,SEED,NO_FRUNCATE,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,usage,11792576,0,0,0,0,0,0,17956864,21.231966
40,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,write,12219328,112540546,2892657,12633,3122638116,1481040384,1655832576,3600851546028,20.873031
40,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,stack,12219328,0,0,0,0,0,0,3200,20.876353
40,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,ctx,12219328,0,0,0,0,0,0,608,20.876398
40,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,heap,12219328,0,0,0,0,0,0,1296,20.876426
40,bench_p26_wt,bench_p26_wt_random,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,usage,12219328,0,0,0,0,0,0,8912896,20.876450
48,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,write,43364544,135234309,894055,3493,1975479037,457756160,457834496,3600002370247,31.063669
48,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,stack,43364544,0,0,0,0,0,0,3312,31.063797
48,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,ctx,43364544,0,0,0,0,0,0,848,31.063852
48,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,heap,43364544,0,0,0,0,0,0,1296,31.063899
48,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,usage,43364544,0,0,0,0,0,0,655360,31.063942
47,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,write,70326080,131264078,1250250,4884,2100433959,640128000,640155648,3600001456869,33.943216
47,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,stack,70326080,0,0,0,0,0,0,3312,33.943333
47,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,ctx,70326080,0,0,0,0,0,0,848,33.943417
47,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,heap,70326080,0,0,0,0,0,0,1296,33.943464
47,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,usage,70326080,0,0,0,0,0,0,655360,33.943508
46,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,write,101965760,126257965,1699364,6638,2258204606,870074368,870055936,3600000178970,37.971169
46,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,stack,101965760,0,0,0,0,0,0,3312,37.971273
46,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,ctx,101965760,0,0,0,0,0,0,848,37.971323
46,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,heap,101965760,0,0,0,0,0,0,1296,37.971372
46,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,usage,101965760,0,0,0,0,0,0,655360,37.971423
45,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,write,139567936,120101381,2251162,8794,2459717276,1152594944,1152647168,3600001511828,44.855405
45,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,stack,139567936,0,0,0,0,0,0,3312,44.855508
45,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,ctx,139567936,0,0,0,0,0,0,848,44.855560
45,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,heap,139567936,0,0,0,0,0,0,1296,44.855603
45,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,usage,139567936,0,0,0,0,0,0,655360,44.855646
44,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,write,184379840,112564626,2926753,11433,2705069238,1498497536,1498546176,3600001007490,50.771663
44,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,stack,184379840,0,0,0,0,0,0,3312,50.780069
44,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,ctx,184379840,0,0,0,0,0,0,848,50.780141
44,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,heap,184379840,0,0,0,0,0,0,1296,50.780189
44,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,usage,184379840,0,0,0,0,0,0,655360,50.780231
51,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,write,15341440,129821310,316179,1244,17105430717,161883648,163053568,3600012511239,162.303630
51,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,stack,15341440,0,0,0,0,0,0,3312,162.303740
51,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,ctx,15341440,0,0,0,0,0,0,848,162.303792
51,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,heap,15341440,0,0,0,0,0,0,1296,162.303840
51,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,usage,15341440,0,0,0,0,0,0,2621440,162.303885
55,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,174.526423
55,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,stack,13886336,0,0,0,0,0,0,3312,174.526536
55,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,ctx,13886336,0,0,0,0,0,0,848,174.526590
55,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,heap,13886336,0,0,0,0,0,0,1296,174.526639
55,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,usage,13886336,0,0,0,0,0,0,34340864,174.526684
58,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,write,11254464,134862989,256168,1257,12699831040,131158016,164757504,3624658084096,137.650729
58,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,stack,11254464,0,0,0,0,0,0,3312,137.650832
58,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,ctx,11254464,0,0,0,0,0,0,848,137.650883
58,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,heap,11254464,0,0,0,0,0,0,1296,137.650927
58,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,usage,11254464,0,0,0,0,0,0,127401984,137.650968
59,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,write,10931136,135610270,236700,1105,11589890842,121190400,144834560,3616581972718,143.054538
59,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,stack,10931136,0,0,0,0,0,0,3312,143.054638
59,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,ctx,10931136,0,0,0,0,0,0,848,143.054690
59,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,heap,10931136,0,0,0,0,0,0,1296,143.054739
59,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,usage,10931136,0,0,0,0,0,0,132644864,143.054781
53,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,write,14567936,130581089,301983,1195,16321683778,154615296,156631040,3600012255718,189.122053
53,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,stack,14567936,0,0,0,0,0,0,3312,189.122153
53,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,ctx,14567936,0,0,0,0,0,0,848,189.122202
53,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,heap,14567936,0,0,0,0,0,0,1296,189.122244
53,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,usage,14567936,0,0,0,0,0,0,8912896,189.122283
57,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,write,12492928,132699888,274064,1275,13954355205,140320768,167116800,3600014577759,145.126595
57,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,stack,12492928,0,0,0,0,0,0,3312,145.126689
57,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,ctx,12492928,0,0,0,0,0,0,848,145.126748
57,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,heap,12492928,0,0,0,0,0,0,1296,145.126793
57,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,usage,12492928,0,0,0,0,0,0,108265472,145.126832
54,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,write,14211776,131016457,294229,1178,15866117342,150645248,154402816,3600009859706,192.477789
54,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,stack,14211776,0,0,0,0,0,0,3312,192.477878
54,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,ctx,14211776,0,0,0,0,0,0,848,192.477923
54,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,heap,14211776,0,0,0,0,0,0,1296,192.477963
54,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,usage,14211776,0,0,0,0,0,0,17301504,192.478003
50,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,write,15467776,129623847,318937,1253,17321839798,163295744,164233216,3600005060482,193.759046
50,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,stack,15467776,0,0,0,0,0,0,3312,193.759126
50,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,ctx,15467776,0,0,0,0,0,0,848,193.759176
50,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,heap,15467776,0,0,0,0,0,0,1296,193.759210
50,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,usage,15467776,0,0,0,0,0,0,1572864,193.759240
52,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,write,14974400,130202370,308553,1217,16719130037,157979136,159514624,3600005057135,196.551880
52,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,stack,14974400,0,0,0,0,0,0,3312,196.551960
52,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,ctx,14974400,0,0,0,0,0,0,848,196.551996
52,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,heap,14974400,0,0,0,0,0,0,1296,196.552027
52,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,usage,14974400,0,0,0,0,0,0,4718592,196.552055
49,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,write,15986560,129286113,329126,1292,17615824720,168512512,169345024,3600012201712,198.693051
49,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,stack,15986560,0,0,0,0,0,0,3312,198.693132
49,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,ctx,15986560,0,0,0,0,0,0,848,198.693167
49,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,heap,15986560,0,0,0,0,0,0,1296,198.693201
49,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,usage,15986560,0,0,0,0,0,0,1048576,198.693229
56,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,write,13534976,131923347,284003,1209,14829918295,145409536,158466048,3600016248949,153.381307
56,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,stack,13534976,0,0,0,0,0,0,3312,153.381373
56,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,ctx,13534976,0,0,0,0,0,0,848,153.381405
56,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,heap,13534976,0,0,0,0,0,0,1296,153.381430
56,bench_p26_wt,bench_p26_wt_many,0,134217728,1,64,0,0,3600000000000,64,65536,4194304,42,0,3,usage,13534976,0,0,0,0,0,0,67633152,153.381452
70,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,write,84852032,83906445,5486270,21435,3769778032,2808970240,2809528320,3600001411408,44.343184
70,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,stack,84852032,0,0,0,0,0,0,3296,44.343300
70,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,ctx,84852032,0,0,0,0,0,0,624,44.343352
70,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,heap,84852032,0,0,0,0,0,0,1296,44.343395
70,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16384,1048576,42,0,3,usage,84852032,0,0,0,0,0,0,1966080,44.343437
63,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,write,115410112,61762280,7467041,29171,4550285767,3823124992,3823501312,3600002113477,53.769775
63,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,stack,115410112,0,0,0,0,0,0,3296,53.769876
63,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,ctx,115410112,0,0,0,0,0,0,624,53.769926
63,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,heap,115410112,0,0,0,0,0,0,1296,53.769977
63,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,128,8192,42,0,3,usage,115410112,0,0,0,0,0,0,786432,53.770022
71,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,56.534847
71,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,stack,77765696,0,0,0,0,0,0,3296,56.534943
71,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,ctx,77765696,0,0,0,0,0,0,624,56.534994
71,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,heap,77765696,0,0,0,0,0,0,1296,56.535037
71,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32768,2097152,42,0,3,usage,77765696,0,0,0,0,0,0,3014656,56.535078
62,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,write,80759360,81990597,5636032,22245,4117994071,2885648384,2915696640,3600001979509,63.699956
62,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,stack,80759360,0,0,0,0,0,0,3296,63.700051
62,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,ctx,80759360,0,0,0,0,0,0,624,63.700106
62,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,heap,80759360,0,0,0,0,0,0,1296,63.700147
62,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,64,4096,42,0,3,usage,80759360,0,0,0,0,0,0,655360,63.700188
69,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,write,87265600,81666244,5686294,22221,3853324162,2911382528,2912550912,3600001976998,63.961936
69,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,stack,87265600,0,0,0,0,0,0,3296,63.962045
69,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,ctx,87265600,0,0,0,0,0,0,624,63.966937
69,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,heap,87265600,0,0,0,0,0,0,1296,63.966992
69,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,8192,524288,42,0,3,usage,87265600,0,0,0,0,0,0,1310720,63.967032
64,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,write,113758592,62658266,7386738,28857,4520891899,3782009856,3782344704,3600000658849,66.383364
64,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,stack,113758592,0,0,0,0,0,0,3296,66.383462
64,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,ctx,113758592,0,0,0,0,0,0,624,66.383510
64,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,heap,113758592,0,0,0,0,0,0,1296,66.383552
64,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,256,16384,42,0,3,usage,113758592,0,0,0,0,0,0,786432,66.383592
68,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,write,96957952,74892156,6292155,24581,4093797481,3221583360,3221880832,3600002753995,67.566129
68,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,stack,96957952,0,0,0,0,0,0,3296,67.566233
68,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,ctx,96957952,0,0,0,0,0,0,624,67.566280
68,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,heap,96957952,0,0,0,0,0,0,1296,67.566322
68,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,4096,262144,42,0,3,usage,96957952,0,0,0,0,0,0,1048576,67.566361
65,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,write,112396416,63645429,7298268,28511,4488553201,3736713216,3736993792,3600001081315,68.660698
65,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,stack,112396416,0,0,0,0,0,0,3296,68.660792
65,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,ctx,112396416,0,0,0,0,0,0,624,68.660838
65,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,heap,112396416,0,0,0,0,0,0,1296,68.660893
65,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,512,32768,42,0,3,usage,112396416,0,0,0,0,0,0,786432,68.660933
67,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,write,104474752,69393100,6783005,26497,4302178908,3472898560,3473014784,3600001016532,69.119974
67,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,stack,104474752,0,0,0,0,0,0,3296,69.120073
67,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,ctx,104474752,0,0,0,0,0,0,624,69.128345
67,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,heap,104474752,0,0,0,0,0,0,1296,69.128396
67,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,2048,131072,42,0,3,usage,104474752,0,0,0,0,0,0,917504,69.128436
61,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,write,100221696,70288691,6681620,26100,4570060534,3420989440,3420979200,3600002354242,69.177211
61,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,stack,100221696,0,0,0,0,0,0,3296,69.177274
61,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,ctx,100221696,0,0,0,0,0,0,624,69.177335
61,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,heap,100221696,0,0,0,0,0,0,1296,69.177375
61,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,32,2048,42,0,3,usage,100221696,0,0,0,0,0,0,655360,69.177412
66,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,write,109452736,65784393,7106615,27762,4417819244,3638586880,3638820864,3600001669124,69.706667
66,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,stack,109452736,0,0,0,0,0,0,3296,69.706761
66,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,ctx,109452736,0,0,0,0,0,0,624,69.706804
66,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,heap,109452736,0,0,0,0,0,0,1296,69.706842
66,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,1024,65536,42,0,3,usage,109452736,0,0,0,0,0,0,786432,69.706878
60,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,write,113399296,61915691,7430988,29047,4857266577,3804665856,3807248384,3600002401731,72.739480
60,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,stack,113399296,0,0,0,0,0,0,3296,72.739565
60,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,ctx,113399296,0,0,0,0,0,0,624,72.739608
60,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,heap,113399296,0,0,0,0,0,0,1296,72.739646
60,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,16,1024,42,0,3,usage,113399296,0,0,0,0,0,0,655360,72.739682
75,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,write,50017152,112717074,2911138,11386,2733959838,1490502656,1492385792,3600150681018,25.064383
75,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,stack,50017152,0,0,0,0,0,0,3296,25.064479
75,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,ctx,50017152,0,0,0,0,0,0,624,25.064523
75,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,heap,50017152,0,0,0,0,0,0,1296,25.064560
75,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,524288,33554432,42,0,3,usage,50017152,0,0,0,0,0,0,34471936,25.064595
74,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,write,53904256,107189862,3406494,13320,2907692227,1744124928,1745879040,3600003724921,23.295184
74,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,stack,53904256,0,0,0,0,0,0,3296,23.295281
74,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,ctx,53904256,0,0,0,0,0,0,624,23.295319
74,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,heap,53904256,0,0,0,0,0,0,1296,23.295348
74,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,262144,16777216,42,0,3,usage,53904256,0,0,0,0,0,0,17694720,23.295377
73,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,write,62628992,100563267,3997253,15629,3168834069,2046593536,2048524288,3600001484175,24.095209
73,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,stack,62628992,0,0,0,0,0,0,3296,24.095290
73,bench_p26_wt,bench_p26_wt_logging,0,134217728,1,64,0,0,3600000000000,64,131072,8388608,42,0,3,ctx,62628992,0,0,0,0,0,0,624,24.103614
