i,suite,case,NO_FRUNCATE,SEED,DISK_GEOMETRY,SIM_TIME,CHUNK,NO_SET,FILE_SIZE,SKIP_WARMUP,SIM_SIZE,SIZE,FS,CRYSTAL_THRESH,DISK_SIZE,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
43,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,heap,24652800,0,0,0,0,0,0,1296,28.982390
43,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,usage,24652800,0,0,0,0,0,0,68026368,28.982430
41,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,write,31470272,123702625,1888780,7481,2888739459,967055360,980549632,3600007073721,31.976543
41,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,stack,31470272,0,0,0,0,0,0,3312,31.976623
41,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,ctx,31470272,0,0,0,0,0,0,608,31.976661
41,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,heap,31470272,0,0,0,0,0,0,1296,31.976691
41,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,usage,31470272,0,0,0,0,0,0,29622272,31.976721
42,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,write,26402816,128608308,1456076,5820,2627060523,745510912,762839040,3600008545329,29.873245
42,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,stack,26402816,0,0,0,0,0,0,3312,29.873313
42,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,ctx,26402816,0,0,0,0,0,0,608,29.873347
42,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,heap,26402816,0,0,0,0,0,0,1296,29.873375
42,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,usage,26402816,0,0,0,0,0,0,43909120,29.873400
40,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,write,37859776,117654299,2423673,9539,3192587258,1240920576,1250295808,3600032379278,31.392060
40,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,stack,37859776,0,0,0,0,0,0,3312,31.392136
40,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,ctx,37859776,0,0,0,0,0,0,608,31.392167
40,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,heap,37859776,0,0,0,0,0,0,1296,31.392192
40,bench_p26_wt,bench_p26_wt_random,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,usage,37859776,0,0,0,0,0,0,15204352,31.392215
48,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,write,43368448,135233470,894119,3493,1975652169,457788928,457834496,3600001653867,51.768538
48,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,stack,43368448,0,0,0,0,0,0,3552,51.768672
48,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,ctx,43368448,0,0,0,0,0,0,848,51.768728
48,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,heap,43368448,0,0,0,0,0,0,1296,51.768775
48,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,usage,43368448,0,0,0,0,0,0,655360,51.768821
47,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,write,70318144,131271461,1250129,4884,2100615437,640066048,640155648,3600154939895,55.993930
47,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,stack,70318144,0,0,0,0,0,0,3552,55.994034
47,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,ctx,70318144,0,0,0,0,0,0,848,55.994087
47,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,heap,70318144,0,0,0,0,0,0,1296,55.994134
47,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,usage,70318144,0,0,0,0,0,0,655360,55.994179
46,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,write,101938176,126262920,1698897,6637,2258365573,869835264,869924864,3600001819615,57.935245
46,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,stack,101938176,0,0,0,0,0,0,3552,57.935346
46,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,ctx,101938176,0,0,0,0,0,0,848,57.935396
46,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,heap,101938176,0,0,0,0,0,0,1296,57.935453
46,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,usage,101938176,0,0,0,0,0,0,655360,57.935505
45,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,write,139563648,120102431,2251097,8794,2460392505,1152561664,1152647168,3600023273019,65.383798
45,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,stack,139563648,0,0,0,0,0,0,3552,65.383904
45,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,ctx,139563648,0,0,0,0,0,0,848,65.383956
45,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,heap,139563648,0,0,0,0,0,0,1296,65.384000
45,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,usage,139563648,0,0,0,0,0,0,655360,65.384043
44,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,write,184329216,112573673,2925952,11430,2704606570,1498087424,1498152960,3600000730846,71.104492
44,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,stack,184329216,0,0,0,0,0,0,3552,71.104599
44,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,ctx,184329216,0,0,0,0,0,0,848,71.104653
44,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,heap,184329216,0,0,0,0,0,0,1296,71.104708
44,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,usage,184329216,0,0,0,0,0,0,655360,71.104754
54,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,write,14267712,130962194,295051,1181,15924860680,151066112,154796032,3600011691928,190.474094
54,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,stack,14267712,0,0,0,0,0,0,3552,190.474218
54,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,ctx,14267712,0,0,0,0,0,0,848,190.474296
54,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,heap,14267712,0,0,0,0,0,0,1296,190.474351
54,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,usage,14267712,0,0,0,0,0,0,17563648,190.474401
50,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,write,15728384,129515096,324250,1275,17387661003,166016000,167116800,3600005422353,203.778063
50,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,stack,15728384,0,0,0,0,0,0,3552,203.778174
50,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,ctx,15728384,0,0,0,0,0,0,848,203.778240
50,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,heap,15728384,0,0,0,0,0,0,1296,203.778289
50,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,usage,15728384,0,0,0,0,0,0,1835008,203.778338
59,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,write,10810176,135032795,234202,1098,11499166286,119911424,143917056,3600003977162,156.490724
59,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,stack,10810176,0,0,0,0,0,0,3552,156.490831
59,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,ctx,10810176,0,0,0,0,0,0,848,156.490884
59,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,heap,10810176,0,0,0,0,0,0,1296,156.490931
59,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,usage,10810176,0,0,0,0,0,0,132382720,156.490973
51,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,write,15363584,129857948,316646,1247,17075490673,162122752,163446784,3600471189859,213.818655
51,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,stack,15363584,0,0,0,0,0,0,3552,213.818758
51,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,ctx,15363584,0,0,0,0,0,0,848,213.818810
51,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,heap,15363584,0,0,0,0,0,0,1296,213.818855
51,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,usage,15363584,0,0,0,0,0,0,2883584,213.818898
55,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,write,13888960,131420444,288750,1181,15417918233,147840000,154796032,3600006098651,215.003313
55,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,stack,13888960,0,0,0,0,0,0,3552,215.003419
55,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,ctx,13888960,0,0,0,0,0,0,848,215.003470
55,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,heap,13888960,0,0,0,0,0,0,1296,215.003513
55,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,usage,13888960,0,0,0,0,0,0,34603008,215.003556
49,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,write,15833472,129321775,326008,1281,17613042452,166916096,167903232,3600004758140,221.547459
49,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,stack,15833472,0,0,0,0,0,0,3552,221.547557
49,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,ctx,15833472,0,0,0,0,0,0,848,221.547608
49,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,heap,15833472,0,0,0,0,0,0,1296,221.547653
49,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,usage,15833472,0,0,0,0,0,0,1310720,221.547696
53,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,write,14521536,130594365,300976,1192,16318627480,154099712,156237824,3600013157704,222.063041
53,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,stack,14521536,0,0,0,0,0,0,3552,222.063130
53,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,ctx,14521536,0,0,0,0,0,0,848,222.063187
53,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,heap,14521536,0,0,0,0,0,0,1296,222.063224
53,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,usage,14521536,0,0,0,0,0,0,9175040,222.063258
52,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,write,15022528,130160484,309423,1221,16761004650,158424576,160038912,3600004986846,223.058470
52,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,stack,15022528,0,0,0,0,0,0,3552,223.058551
52,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,ctx,15022528,0,0,0,0,0,0,848,223.058591
52,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,heap,15022528,0,0,0,0,0,0,1296,223.058624
52,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,usage,15022528,0,0,0,0,0,0,4980736,223.058655
58,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,write,11343296,134235278,257816,1262,12762610282,132001792,165412864,3610861888990,168.622669
58,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,stack,11343296,0,0,0,0,0,0,3552,168.622754
58,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,ctx,11343296,0,0,0,0,0,0,848,168.631387
58,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,heap,11343296,0,0,0,0,0,0,1296,168.631440
58,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,usage,11343296,0,0,0,0,0,0,127926272,168.631477
57,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,write,12269888,132863172,269553,1260,13806139323,138011136,165150720,3600010868961,172.516016
57,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,stack,12269888,0,0,0,0,0,0,3552,172.516104
57,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,ctx,12269888,0,0,0,0,0,0,848,172.516141
57,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,heap,12269888,0,0,0,0,0,0,1296,172.516170
57,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,usage,12269888,0,0,0,0,0,0,107479040,172.516195
56,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,write,13576768,131876622,284362,1210,14885200093,145593344,158597120,3600013446247,173.549541
56,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,stack,13576768,0,0,0,0,0,0,3552,173.549613
56,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,ctx,13576768,0,0,0,0,0,0,848,173.549645
56,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,heap,13576768,0,0,0,0,0,0,1296,173.549672
56,bench_p26_wt,bench_p26_wt_many,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,usage,13576768,0,0,0,0,0,0,67108864,173.549696
71,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,write,21401152,110040039,3085959,12592,3675604593,1580011008,1650458624,3600002946147,69.074087
71,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,stack,21401152,0,0,0,0,0,0,3328,69.074201
71,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,ctx,21401152,0,0,0,0,0,0,624,69.074252
71,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,heap,21401152,0,0,0,0,0,0,1296,69.074296
71,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2097152,31,-1,134217728,32768,usage,21401152,0,0,0,0,0,0,9175040,69.074348
65,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,write,52028672,94593208,4514067,17691,3616778952,2311202304,2318794752,3600002969304,72.452464
65,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,stack,52028672,0,0,0,0,0,0,3328,72.452570
65,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,ctx,52028672,0,0,0,0,0,0,624,72.452632
65,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,heap,52028672,0,0,0,0,0,0,1296,72.452677
65,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,32768,31,-1,134217728,512,usage,52028672,0,0,0,0,0,0,786432,72.452723
70,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,write,23758336,105708151,3465418,14134,3934903789,1774294016,1852571648,3600002331799,73.063577
70,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,stack,23758336,0,0,0,0,0,0,3328,73.063676
70,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,ctx,23758336,0,0,0,0,0,0,624,73.063725
70,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,heap,23758336,0,0,0,0,0,0,1296,73.063766
70,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1048576,31,-1,134217728,16384,usage,23758336,0,0,0,0,0,0,4849664,73.063807
68,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,write,26642880,100623064,3910759,15947,4240486170,2002308608,2090205184,3600005200110,74.054299
68,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,stack,26642880,0,0,0,0,0,0,3328,74.054390
68,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,ctx,26642880,0,0,0,0,0,0,624,74.054438
68,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,heap,26642880,0,0,0,0,0,0,1296,74.054479
68,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,262144,31,-1,134217728,4096,usage,26642880,0,0,0,0,0,0,1572864,74.054520
69,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,write,25481024,102661470,3732160,15220,4119175835,1910865920,1994915840,3600005386625,74.382899
69,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,stack,25481024,0,0,0,0,0,0,3328,74.382998
69,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,ctx,25481024,0,0,0,0,0,0,624,74.383045
69,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,heap,25481024,0,0,0,0,0,0,1296,74.383087
69,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,524288,31,-1,134217728,8192,usage,25481024,0,0,0,0,0,0,2752512,74.383127
67,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,write,27616768,98969343,4055384,16537,4342337085,2076356608,2167537664,3600000843399,75.697349
67,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,stack,27616768,0,0,0,0,0,0,3328,75.697457
67,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,ctx,27616768,0,0,0,0,0,0,624,75.697506
67,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,heap,27616768,0,0,0,0,0,0,1296,75.697551
67,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,131072,31,-1,134217728,2048,usage,27616768,0,0,0,0,0,0,1179648,75.697596
64,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,write,70822528,86039328,5278560,20923,3901752015,2702622720,2742419456,3600001824093,76.442790
64,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,stack,70822528,0,0,0,0,0,0,3328,76.442911
64,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,ctx,70822528,0,0,0,0,0,0,624,76.442959
64,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,heap,70822528,0,0,0,0,0,0,1296,76.443018
64,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16384,31,-1,134217728,256,usage,70822528,0,0,0,0,0,0,786432,76.443060
66,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,write,31157376,96760285,4251011,16729,4507319738,2176517632,2192703488,3600004830926,76.826196
66,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,stack,31157376,0,0,0,0,0,0,3328,76.826281
66,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,ctx,31157376,0,0,0,0,0,0,624,76.826320
66,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,heap,31157376,0,0,0,0,0,0,1296,76.826352
66,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,65536,31,-1,134217728,1024,usage,31157376,0,0,0,0,0,0,917504,76.826384
63,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,write,80636928,82728062,5574226,22043,4029843132,2854003712,2889220096,3600010054644,77.771148
63,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,stack,80636928,0,0,0,0,0,0,3328,77.771236
63,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,ctx,80636928,0,0,0,0,0,0,624,77.771282
63,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,heap,80636928,0,0,0,0,0,0,1296,77.771325
63,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8192,31,-1,134217728,128,usage,80636928,0,0,0,0,0,0,786432,77.771359
62,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,write,81346624,81530347,5677001,22406,4136921889,2906624512,2936799232,3600001939827,80.485624
62,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,stack,81346624,0,0,0,0,0,0,3328,80.485710
62,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,ctx,81346624,0,0,0,0,0,0,624,80.485751
62,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,heap,81346624,0,0,0,0,0,0,1296,80.485789
62,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4096,31,-1,134217728,64,usage,81346624,0,0,0,0,0,0,655360,80.485824
61,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,write,100638336,69976720,6709377,26208,4583092399,3435201024,3435134976,3600000570109,84.920877
61,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,stack,100638336,0,0,0,0,0,0,3328,84.920954
61,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,ctx,100638336,0,0,0,0,0,0,624,84.920992
61,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,heap,100638336,0,0,0,0,0,0,1296,84.921024
61,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,2048,31,-1,134217728,32,usage,100638336,0,0,0,0,0,0,655360,84.921052
60,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,write,113758080,61672856,7452499,29139,4867917151,3815679488,3819307008,3600001640461,86.524096
60,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,stack,113758080,0,0,0,0,0,0,3328,86.524183
