i,suite,case,NO_FRUNCATE,SEED,DISK_GEOMETRY,SIM_TIME,CHUNK,NO_SET,FILE_SIZE,SKIP_WARMUP,SIM_SIZE,SIZE,FS,CRYSTAL_THRESH,DISK_SIZE,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
60,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,ctx,113758080,0,0,0,0,0,0,624,86.524221
60,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,heap,113758080,0,0,0,0,0,0,1296,86.524251
60,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,1024,31,-1,134217728,16,usage,113758080,0,0,0,0,0,0,655360,86.524290
75,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,write,21744320,119640099,2250077,9317,3063559840,1152039424,1221197824,3600884665312,30.931698
75,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,stack,21744320,0,0,0,0,0,0,3328,30.931789
75,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,ctx,21744320,0,0,0,0,0,0,624,30.931831
75,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,heap,21744320,0,0,0,0,0,0,1296,30.931864
75,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,33554432,31,-1,134217728,524288,usage,21744320,0,0,0,0,0,0,89784320,30.931893
74,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,write,20450688,119120565,2292086,9453,3101382468,1173548032,1239023616,3600007478796,31.028434
74,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,stack,20450688,0,0,0,0,0,0,3328,31.028514
74,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,ctx,20450688,0,0,0,0,0,0,624,31.028550
74,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,heap,20450688,0,0,0,0,0,0,1296,31.028580
74,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,16777216,31,-1,134217728,262144,usage,20450688,0,0,0,0,0,0,69468160,31.028609
73,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,write,20079232,115418253,2615853,10717,3339057493,1339316736,1404698624,3600065142607,32.005157
73,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,stack,20079232,0,0,0,0,0,0,3328,32.005237
73,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,ctx,20079232,0,0,0,0,0,0,624,32.005271
73,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,heap,20079232,0,0,0,0,0,0,1296,32.005297
73,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,8388608,31,-1,134217728,131072,usage,20079232,0,0,0,0,0,0,34996224,32.005323
72,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,write,18084992,116493656,2520272,10296,3294115688,1290379264,1349517312,3600001334456,31.512502
72,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,stack,18084992,0,0,0,0,0,0,3328,31.512573
72,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,ctx,18084992,0,0,0,0,0,0,624,31.512603
72,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,heap,18084992,0,0,0,0,0,0,1296,31.512627
72,bench_p26_wt,bench_p26_wt_logging,0,42,1,3600000000000,64,0,64,0,0,4194304,31,-1,134217728,65536,usage,18084992,0,0,0,0,0,0,17825792,31.512650
