FS,DISK_GEOMETRY,case,SIZE,bench_throughput,bench_ram
2,0,bench_p26_wt_linear,1024,21945.811763171394,2784
2,0,bench_p26_wt_linear,1048576,79023.95557112925,2784
2,0,bench_p26_wt_linear,131072,77191.71103808196,2784
2,0,bench_p26_wt_linear,16384,65022.4033167877,2784
2,0,bench_p26_wt_linear,16777216,79138.85564132403,2784
2,0,bench_p26_wt_linear,2048,42382.85916171382,2784
2,0,bench_p26_wt_linear,2097152,79157.77472766432,2784
2,0,bench_p26_wt_linear,262144,78228.37350685633,2784
2,0,bench_p26_wt_linear,32768,71460.66187791084,2784
2,0,bench_p26_wt_linear,33554432,79142.63255622605,2784
2,0,bench_p26_wt_linear,4096,79313.19177605935,2784
2,0,bench_p26_wt_linear,4194304,79157.28064595204,2784
2,0,bench_p26_wt_linear,524288,78757.41748195622,2784
2,0,bench_p26_wt_linear,65536,75182.33187930395,2784
2,0,bench_p26_wt_linear,8192,55095.51860965843,2784
2,0,bench_p26_wt_linear,8388608,79123.3545599046,2784
2,0,bench_p26_wt_logging,1024,1768.2686295061337,2800
2,0,bench_p26_wt_logging,1048576,1275.9041455389015,2784
2,0,bench_p26_wt_logging,131072,1278.124502707593,2784
2,0,bench_p26_wt_logging,16384,1296.4669989997635,2800
2,0,bench_p26_wt_logging,16777216,1275.592801841686,2784
2,0,bench_p26_wt_logging,2048,1509.9985890274465,2784
2,0,bench_p26_wt_logging,2097152,1275.7361633278497,2784
2,0,bench_p26_wt_logging,262144,1276.6829175033388,2784
2,0,bench_p26_wt_logging,32768,1285.2120992334192,2800
2,0,bench_p26_wt_logging,33554432,1275.592801841686,2784
2,0,bench_p26_wt_logging,4096,1368.7136753052353,2784
2,0,bench_p26_wt_logging,4194304,1275.617685089673,2784
2,0,bench_p26_wt_logging,524288,1276.1040754799167,2784
2,0,bench_p26_wt_logging,65536,1280.8775890455051,2784
2,0,bench_p26_wt_logging,8192,1319.7200506362299,2784
2,0,bench_p26_wt_logging,8388608,1275.592801841686,2784
2,0,bench_p26_wt_many,1024,28966.890716213067,3024
2,0,bench_p26_wt_many,1048576,1357.1563128805828,3072
2,0,bench_p26_wt_many,131072,6597.2961681067745,3072
2,0,bench_p26_wt_many,16384,20327.845598912485,3072
2,0,bench_p26_wt_many,16777216,995.4276665995754,3072
2,0,bench_p26_wt_many,2048,28010.521024081572,3056
2,0,bench_p26_wt_many,2097152,1118.5441238225608,3072
2,0,bench_p26_wt_many,262144,3741.3974416126534,3072
2,0,bench_p26_wt_many,32768,15798.205598832461,3072
2,0,bench_p26_wt_many,33554432,988.4710547319997,3072
2,0,bench_p26_wt_many,4096,26589.11767248775,3056
2,0,bench_p26_wt_many,4194304,1043.8560110903768,3072
2,0,bench_p26_wt_many,524288,2135.067296544715,3072
2,0,bench_p26_wt_many,65536,10582.20413740767,3072
2,0,bench_p26_wt_many,8192,23098.71958535232,3072
2,0,bench_p26_wt_many,8388608,1009.4357480306257,3072
2,0,bench_p26_wt_random,1024,1359.4617659501214,2768
2,0,bench_p26_wt_random,1048576,9.877559865871808,2768
2,0,bench_p26_wt_random,131072,72.95255673062114,2768
2,0,bench_p26_wt_random,16384,369.2314342069621,2768
2,0,bench_p26_wt_random,16777216,0.721346044888682,2768
2,0,bench_p26_wt_random,2048,1311.491359317073,2768
2,0,bench_p26_wt_random,2097152,5.066629251096903,2768
2,0,bench_p26_wt_random,262144,38.583340966301655,2768
2,0,bench_p26_wt_random,32768,229.83243200088128,2768
2,0,bench_p26_wt_random,33554432,0.5426867082987987,2768
2,0,bench_p26_wt_random,4096,659.7966204840163,2768
2,0,bench_p26_wt_random,4194304,2.518881838951517,2768
2,0,bench_p26_wt_random,524288,19.122864645529084,2768
2,0,bench_p26_wt_random,65536,134.23261606141443,2768
2,0,bench_p26_wt_random,8192,520.9203540696844,2768
2,0,bench_p26_wt_random,8388608,1.2026975323962632,2768
