FS,DISK_GEOMETRY,case,g,READ_SIZE,PROG_SIZE,BLOCK_SIZE,bench_throughput
33,0,bench_p26_wt_random,rs,16,,,2157.1058609189013
33,0,bench_p26_wt_random,rs,2,,,2164.9800125316015
33,0,bench_p26_wt_random,rs,2048,,,1727.0893608613171
33,0,bench_p26_wt_random,rs,256,,,2033.8695356677608
33,0,bench_p26_wt_random,rs,32,,,2146.3109842860554
33,0,bench_p26_wt_random,rs,4,,,2163.7226148316404
33,0,bench_p26_wt_random,rs,4096,,,1735.5646850884607
33,0,bench_p26_wt_random,rs,512,,,1949.2014357430146
33,0,bench_p26_wt_random,rs,64,,,2125.8319321857575
33,0,bench_p26_wt_random,rs,8,,,2161.08609910491
