FS,DISK_GEOMETRY,case,g,READ_SIZE,PROG_SIZE,BLOCK_SIZE,bench_throughput
2,1,bench_p26_wt_many,rs,32,,,247.40280545414024
2,1,bench_p26_wt_many,rs,4,,,176.71337593127836
2,1,bench_p26_wt_many,rs,4096,,,583.0891295735028
2,1,bench_p26_wt_many,rs,512,,,350.02953668336573
2,1,bench_p26_wt_many,rs,64,,,269.8468199913098
2,1,bench_p26_wt_many,rs,8,,,217.63225964169362
2,1,bench_p26_wt_random,bs,,,1048576,62.54830717179897
2,1,bench_p26_wt_random,bs,,,131072,88.31380909085875
2,1,bench_p26_wt_random,bs,,,16384,91.85095365619775
2,1,bench_p26_wt_random,bs,,,262144,83.4721030093367
2,1,bench_p26_wt_random,bs,,,32768,92.1042597085614
2,1,bench_p26_wt_random,bs,,,4096,85.46198397946188
2,1,bench_p26_wt_random,bs,,,524288,74.8920667947724
2,1,bench_p26_wt_random,bs,,,65536,91.02364632044454
2,1,bench_p26_wt_random,bs,,,8192,89.53698580447737
2,1,bench_p26_wt_random,ps,,1,,47.0822292245722
2,1,bench_p26_wt_random,ps,,1024,,157.78209161325069
2,1,bench_p26_wt_random,ps,,128,,47.4169022657474
2,1,bench_p26_wt_random,ps,,16,,47.08577794731453
2,1,bench_p26_wt_random,ps,,2,,47.08222381675572
2,1,bench_p26_wt_random,ps,,2048,,261.59553708217237
2,1,bench_p26_wt_random,ps,,256,,47.41669074122637
2,1,bench_p26_wt_random,ps,,32,,47.08410040375761
2,1,bench_p26_wt_random,ps,,4,,47.084007426264506
2,1,bench_p26_wt_random,ps,,4096,,261.08538337174804
2,1,bench_p26_wt_random,ps,,512,,88.31380909085875
2,1,bench_p26_wt_random,ps,,64,,47.41740092574639
2,1,bench_p26_wt_random,ps,,8,,47.08399867383599
2,1,bench_p26_wt_random,rs,1,,,88.31380909085875
2,1,bench_p26_wt_random,rs,1024,,,157.4656992088813
2,1,bench_p26_wt_random,rs,128,,,88.28373738502685
2,1,bench_p26_wt_random,rs,16,,,88.28980800405863
2,1,bench_p26_wt_random,rs,2,,,88.31380976159183
2,1,bench_p26_wt_random,rs,2048,,,260.36469696900883
2,1,bench_p26_wt_random,rs,256,,,88.27438562910895
2,1,bench_p26_wt_random,rs,32,,,88.28993148886293
2,1,bench_p26_wt_random,rs,4,,,88.3138067546359
2,1,bench_p26_wt_random,rs,4096,,,257.999264090109
2,1,bench_p26_wt_random,rs,512,,,88.26120666049358
2,1,bench_p26_wt_random,rs,64,,,88.28819672218525
2,1,bench_p26_wt_random,rs,8,,,88.2894722025626
