FS,DISK_GEOMETRY,case,g,READ_SIZE,PROG_SIZE,BLOCK_SIZE,bench_throughput
3,1,bench_p26_wt_linear,bs,,,1048576,1266453.6766135884
3,1,bench_p26_wt_linear,bs,,,131072,1286271.7206453916
3,1,bench_p26_wt_linear,bs,,,16384,817246.7014868577
3,1,bench_p26_wt_linear,bs,,,262144,1286256.067627764
3,1,bench_p26_wt_linear,bs,,,32768,1024326.1039826467
3,1,bench_p26_wt_linear,bs,,,4096,414569.71049690235
3,1,bench_p26_wt_linear,bs,,,524288,1270625.7558027515
3,1,bench_p26_wt_linear,bs,,,65536,1233878.999455467
3,1,bench_p26_wt_linear,bs,,,8192,779150.7335254435
3,1,bench_p26_wt_linear,ps,,1,,645304.2998423899
3,1,bench_p26_wt_linear,ps,,1024,,2135470.305708468
3,1,bench_p26_wt_linear,ps,,128,,651246.9447839452
3,1,bench_p26_wt_linear,ps,,16,,646403.1529052431
3,1,bench_p26_wt_linear,ps,,2,,647788.4807444398
3,1,bench_p26_wt_linear,ps,,2048,,2848585.5648265705
3,1,bench_p26_wt_linear,ps,,256,,650917.0127602386
3,1,bench_p26_wt_linear,ps,,32,,652223.3690376373
3,1,bench_p26_wt_linear,ps,,4,,649718.2347183606
3,1,bench_p26_wt_linear,ps,,4096,,2712849.4145776154
3,1,bench_p26_wt_linear,ps,,512,,1286271.7206453916
3,1,bench_p26_wt_linear,ps,,64,,649340.417455191
3,1,bench_p26_wt_linear,ps,,8,,646585.3782594261
3,1,bench_p26_wt_linear,rs,1,,,1286271.7206453916
3,1,bench_p26_wt_linear,rs,1024,,,2090888.1807823712
3,1,bench_p26_wt_linear,rs,128,,,1410852.9047566645
3,1,bench_p26_wt_linear,rs,16,,,1256907.0038830505
3,1,bench_p26_wt_linear,rs,2,,,1046791.6847045056
3,1,bench_p26_wt_linear,rs,2048,,,2842971.422361359
3,1,bench_p26_wt_linear,rs,256,,,1403162.5522731694
3,1,bench_p26_wt_linear,rs,32,,,1343048.3215360106
3,1,bench_p26_wt_linear,rs,4,,,1027566.9130304805
3,1,bench_p26_wt_linear,rs,4096,,,3022038.7568122423
3,1,bench_p26_wt_linear,rs,512,,,1398747.758482536
3,1,bench_p26_wt_linear,rs,64,,,1393010.051195272
3,1,bench_p26_wt_linear,rs,8,,,1112475.5403093498
3,1,bench_p26_wt_logging,bs,,,1048576,27742.6825226751
3,1,bench_p26_wt_logging,bs,,,131072,21601.574490082643
3,1,bench_p26_wt_logging,bs,,,16384,3552.3532840634407
3,1,bench_p26_wt_logging,bs,,,262144,22945.960647767344
3,1,bench_p26_wt_logging,bs,,,32768,10891.923175206855
3,1,bench_p26_wt_logging,bs,,,4096,2843.050814442678
3,1,bench_p26_wt_logging,bs,,,524288,25309.96749376842
3,1,bench_p26_wt_logging,bs,,,65536,17818.294828441478
3,1,bench_p26_wt_logging,bs,,,8192,2941.0538637461473
3,1,bench_p26_wt_logging,ps,,1,,22108.05415809634
3,1,bench_p26_wt_logging,ps,,1024,,18675.387970428998
3,1,bench_p26_wt_logging,ps,,128,,22757.456825239326
3,1,bench_p26_wt_logging,ps,,16,,22923.979479275014
3,1,bench_p26_wt_logging,ps,,2,,23488.720901608067
3,1,bench_p26_wt_logging,ps,,2048,,14813.109635896746
3,1,bench_p26_wt_logging,ps,,256,,22931.23675527853
3,1,bench_p26_wt_logging,ps,,32,,22923.343509411516
3,1,bench_p26_wt_logging,ps,,4,,23461.237040482087
3,1,bench_p26_wt_logging,ps,,4096,,8955.389292439844
3,1,bench_p26_wt_logging,ps,,512,,21601.574490082643
3,1,bench_p26_wt_logging,ps,,64,,23323.188611552625
3,1,bench_p26_wt_logging,ps,,8,,23127.619066301457
3,1,bench_p26_wt_logging,rs,1,,,21601.574490082643
3,1,bench_p26_wt_logging,rs,1024,,,30178.10072241549
3,1,bench_p26_wt_logging,rs,128,,,30506.086380161578
3,1,bench_p26_wt_logging,rs,16,,,25289.410100052584
3,1,bench_p26_wt_logging,rs,2,,,16648.62135788197
3,1,bench_p26_wt_logging,rs,2048,,,29300.715332945496
3,1,bench_p26_wt_logging,rs,256,,,31077.284641892984
3,1,bench_p26_wt_logging,rs,32,,,28869.98566687337
3,1,bench_p26_wt_logging,rs,4,,,14207.460099789176
3,1,bench_p26_wt_logging,rs,4096,,,23239.277320893067
3,1,bench_p26_wt_logging,rs,512,,,31248.169418267495
3,1,bench_p26_wt_logging,rs,64,,,30754.8901636871
3,1,bench_p26_wt_logging,rs,8,,,18222.073422884325
3,1,bench_p26_wt_many,bs,,,1048576,621.5149842821146
3,1,bench_p26_wt_many,bs,,,131072,3857.3131645346307
3,1,bench_p26_wt_many,bs,,,16384,7505.030429539688
3,1,bench_p26_wt_many,bs,,,262144,2457.2256262507167
3,1,bench_p26_wt_many,bs,,,32768,6529.409869521886
3,1,bench_p26_wt_many,bs,,,4096,8164.085853282319
3,1,bench_p26_wt_many,bs,,,524288,1264.9901581837464
3,1,bench_p26_wt_many,bs,,,65536,5149.133252367559
3,1,bench_p26_wt_many,bs,,,8192,7945.610120900093
3,1,bench_p26_wt_many,ps,,1,,2691.853867096032
3,1,bench_p26_wt_many,ps,,1024,,3606.536628163331
3,1,bench_p26_wt_many,ps,,128,,3213.56411196196
3,1,bench_p26_wt_many,ps,,16,,2703.2769478117584
3,1,bench_p26_wt_many,ps,,2,,2702.482668326294
3,1,bench_p26_wt_many,ps,,2048,,2846.313839054704
3,1,bench_p26_wt_many,ps,,256,,3341.044169000432
3,1,bench_p26_wt_many,ps,,32,,2746.97175557137
3,1,bench_p26_wt_many,ps,,4,,2704.682525308516
3,1,bench_p26_wt_many,ps,,4096,,1934.1015977623301
3,1,bench_p26_wt_many,ps,,512,,3857.3131645346307
3,1,bench_p26_wt_many,ps,,64,,2908.4047721267625
3,1,bench_p26_wt_many,ps,,8,,2709.3638982481143
3,1,bench_p26_wt_many,rs,1,,,3857.3131645346307
3,1,bench_p26_wt_many,rs,1024,,,6169.343853111132
3,1,bench_p26_wt_many,rs,128,,,4683.139176141659
3,1,bench_p26_wt_many,rs,16,,,4137.899358170584
3,1,bench_p26_wt_many,rs,2,,,2947.778506148011
3,1,bench_p26_wt_many,rs,2048,,,6036.256752774312
3,1,bench_p26_wt_many,rs,256,,,4681.223332137663
3,1,bench_p26_wt_many,rs,32,,,4533.499008159777
3,1,bench_p26_wt_many,rs,4,,,3104.258939593603
3,1,bench_p26_wt_many,rs,4096,,,4021.2158822303445
3,1,bench_p26_wt_many,rs,512,,,5362.103250839331
3,1,bench_p26_wt_many,rs,64,,,4662.283039873147
3,1,bench_p26_wt_many,rs,8,,,3473.5554564421636
3,1,bench_p26_wt_random,bs,,,1048576,6165.629369672304
3,1,bench_p26_wt_random,bs,,,131072,3632.0821884102656
3,1,bench_p26_wt_random,bs,,,16384,3362.727031839581
3,1,bench_p26_wt_random,bs,,,262144,4991.412661394778
3,1,bench_p26_wt_random,bs,,,32768,3862.9403642949505
3,1,bench_p26_wt_random,bs,,,4096,1778.9974938798302
3,1,bench_p26_wt_random,bs,,,524288,6140.567674152234
3,1,bench_p26_wt_random,bs,,,65536,3715.6239732237073
3,1,bench_p26_wt_random,bs,,,8192,1702.585300932849
3,1,bench_p26_wt_random,ps,,1,,4139.638971058546
3,1,bench_p26_wt_random,ps,,1024,,2655.2048581809495
3,1,bench_p26_wt_random,ps,,128,,3660.1234547285594
3,1,bench_p26_wt_random,ps,,16,,4031.4996553941764
3,1,bench_p26_wt_random,ps,,2,,4104.201267836219
3,1,bench_p26_wt_random,ps,,2048,,1584.9343650277972
3,1,bench_p26_wt_random,ps,,256,,3681.2336119969837
3,1,bench_p26_wt_random,ps,,32,,4007.3668633643533
3,1,bench_p26_wt_random,ps,,4,,4076.4462195517476
3,1,bench_p26_wt_random,ps,,4096,,845.6320038856933
3,1,bench_p26_wt_random,ps,,512,,3632.0821884102656
3,1,bench_p26_wt_random,ps,,64,,3947.9173303428033
3,1,bench_p26_wt_random,ps,,8,,4042.160073297018
3,1,bench_p26_wt_random,rs,1,,,3632.0821884102656
3,1,bench_p26_wt_random,rs,1024,,,4353.369033581331
3,1,bench_p26_wt_random,rs,128,,,5138.139474459202
3,1,bench_p26_wt_random,rs,16,,,3803.089620978376
3,1,bench_p26_wt_random,rs,2,,,2231.94079122885
3,1,bench_p26_wt_random,rs,2048,,,3580.150885782921
3,1,bench_p26_wt_random,rs,256,,,5035.407003120289
3,1,bench_p26_wt_random,rs,32,,,4630.284476144346
3,1,bench_p26_wt_random,rs,4,,,2279.7518561428496
3,1,bench_p26_wt_random,rs,4096,,,2262.9493259256883
3,1,bench_p26_wt_random,rs,512,,,4924.370025360605
3,1,bench_p26_wt_random,rs,64,,,5026.196493374177
3,1,bench_p26_wt_random,rs,8,,,2833.9638835383557
