probe,ORDER,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
create,0,1124,0.000172518,0.000172518,0.000172518
create,0,1125,0.000163026,0.000163026,0.000163026
create,0,1126,0.000164608,0.000164608,0.000164608
create,0,1127,0.000164608,0.000164608,0.000164608
create,0,1128,0.0001741,0.0001741,0.0001741
create,0,1129,0.000172518,0.000172518,0.000172518
create,0,113,0.000136132,0.000136132,0.000136132
create,0,1130,0.000172518,0.000172518,0.000172518
create,0,1131,0.000163026,0.000163026,0.000163026
create,0,1132,0.0001741,0.0001741,0.0001741
create,0,1133,0.000172518,0.000172518,0.000172518
create,0,1134,0.000172518,0.000172518,0.000172518
create,0,1135,0.000172518,0.000172518,0.000172518
create,0,1136,0.00018201,0.00018201,0.00018201
create,0,1137,0.000180428,0.000180428,0.000180428
create,0,1138,0.000180428,0.000180428,0.000180428
create,0,1139,0.000170936,0.000170936,0.000170936
create,0,114,0.000136132,0.000136132,0.000136132
create,0,1140,0.000172518,0.000172518,0.000172518
create,0,1141,0.000172518,0.000172518,0.000172518
create,0,1142,0.000172518,0.000172518,0.000172518
create,0,1143,0.000172518,0.000172518,0.000172518
create,0,1144,0.00018201,0.00018201,0.00018201
create,0,1145,0.000180428,0.000180428,0.000180428
create,0,1146,0.000180428,0.000180428,0.000180428
create,0,1147,0.000170936,0.000170936,0.000170936
create,0,1148,0.00018201,0.00018201,0.00018201
create,0,1149,0.000180428,0.000180428,0.000180428
create,0,115,0.00012664,0.00012664,0.00012664
create,0,1150,0.000180428,0.000180428,0.000180428
create,0,1151,0.000180428,0.000180428,0.000180428
create,0,1152,0.00018992,0.00018992,0.00018992
create,0,1153,0.000188338,0.000188338,0.000188338
create,0,1154,0.000188338,0.000188338,0.000188338
create,0,1155,0.000178846,0.000178846,0.000178846
create,0,1156,0.000180428,0.000180428,0.000180428
create,0,1157,0.000170936,0.000170936,0.000170936
create,0,1158,0.000163026,0.000163026,0.000163026
create,0,1159,0.000156698,0.000156698,0.000156698
create,0,116,0.000128222,0.000128222,0.000128222
create,0,1160,0.000167772,0.000167772,0.000167772
create,0,1161,0.00016619,0.00016619,0.00016619
create,0,1162,0.00016619,0.00016619,0.00016619
create,0,1163,0.000156698,0.000156698,0.000156698
create,0,1164,0.000167772,0.000167772,0.000167772
create,0,1165,0.00016619,0.00016619,0.00016619
create,0,1166,0.00016619,0.00016619,0.00016619
create,0,1167,0.00016619,0.00016619,0.00016619
create,0,1168,0.000175682,0.000175682,0.000175682
create,0,1169,0.0001741,0.0001741,0.0001741
create,0,117,0.000128222,0.000128222,0.000128222
create,0,1170,0.0001741,0.0001741,0.0001741
create,0,1171,0.000164608,0.000164608,0.000164608
create,0,1172,0.00016619,0.00016619,0.00016619
create,0,1173,0.00016619,0.00016619,0.00016619
create,0,1174,0.00016619,0.00016619,0.00016619
create,0,1175,0.00016619,0.00016619,0.00016619
create,0,1176,0.000175682,0.000175682,0.000175682
create,0,1177,0.0001741,0.0001741,0.0001741
create,0,1178,0.0001741,0.0001741,0.0001741
create,0,1179,0.000164608,0.000164608,0.000164608
create,0,118,0.000128222,0.000128222,0.000128222
create,0,1180,0.000177264,0.000177264,0.000177264
create,0,1181,0.000177264,0.000177264,0.000177264
create,0,1182,0.000178846,0.000178846,0.000178846
create,0,1183,0.000178846,0.000178846,0.000178846
create,0,1184,0.000188338,0.000188338,0.000188338
create,0,1185,0.000186756,0.000186756,0.000186756
create,0,1186,0.000186756,0.000186756,0.000186756
create,0,1187,0.000177264,0.000177264,0.000177264
create,0,1188,0.000178846,0.000178846,0.000178846
create,0,1189,0.000169354,0.000169354,0.000169354
create,0,119,0.000128222,0.000128222,0.000128222
create,0,1190,0.000170936,0.000170936,0.000170936
create,0,1191,0.000170936,0.000170936,0.000170936
create,0,1192,0.000180428,0.000180428,0.000180428
create,0,1193,0.000178846,0.000178846,0.000178846
create,0,1194,0.000178846,0.000178846,0.000178846
create,0,1195,0.000169354,0.000169354,0.000169354
create,0,1196,0.000180428,0.000180428,0.000180428
create,0,1197,0.000178846,0.000178846,0.000178846
create,0,1198,0.000178846,0.000178846,0.000178846
create,0,1199,0.000178846,0.000178846,0.000178846
create,0,12,8.709e-05,8.709e-05,8.709e-05
create,0,120,0.000137714,0.000137714,0.000137714
create,0,1200,0.000188338,0.000188338,0.000188338
create,0,1201,0.000186756,0.000186756,0.000186756
create,0,1202,0.000186756,0.000186756,0.000186756
create,0,1203,0.000177264,0.000177264,0.000177264
create,0,1204,0.000178846,0.000178846,0.000178846
create,0,1205,0.000178846,0.000178846,0.000178846
create,0,1206,0.000178846,0.000178846,0.000178846
create,0,1207,0.000178846,0.000178846,0.000178846
create,0,1208,0.000188338,0.000188338,0.000188338
create,0,1209,0.000186756,0.000186756,0.000186756
create,0,121,0.000136132,0.000136132,0.000136132
create,0,1210,0.000186756,0.000186756,0.000186756
create,0,1211,0.000177264,0.000177264,0.000177264
create,0,1212,0.000188338,0.000188338,0.000188338
create,0,1213,0.000186756,0.000186756,0.000186756
create,0,1214,0.000186756,0.000186756,0.000186756
create,0,1215,0.000186756,0.000186756,0.000186756
create,0,1216,0.000196248,0.000196248,0.000196248
create,0,1217,0.000194666,0.000194666,0.000194666
create,0,1218,0.000194666,0.000194666,0.000194666
create,0,1219,0.000185174,0.000185174,0.000185174
create,0,122,0.000136132,0.000136132,0.000136132
create,0,1220,0.000186756,0.000186756,0.000186756
create,0,1221,0.000177264,0.000177264,0.000177264
create,0,1222,0.000169354,0.000169354,0.000169354
create,0,1223,0.000170936,0.000170936,0.000170936
create,0,1224,0.000180428,0.000180428,0.000180428
create,0,1225,0.000178846,0.000178846,0.000178846
create,0,1226,0.000178846,0.000178846,0.000178846
create,0,1227,0.000169354,0.000169354,0.000169354
create,0,1228,0.000180428,0.000180428,0.000180428
create,0,1229,0.000178846,0.000178846,0.000178846
create,0,123,0.00012664,0.00012664,0.00012664
create,0,1230,0.000178846,0.000178846,0.000178846
create,0,1231,0.000178846,0.000178846,0.000178846
create,0,1232,0.000188338,0.000188338,0.000188338
create,0,1233,0.000186756,0.000186756,0.000186756
create,0,1234,0.000186756,0.000186756,0.000186756
create,0,1235,0.000177264,0.000177264,0.000177264
create,0,1236,0.000178846,0.000178846,0.000178846
create,0,1237,0.000178846,0.000178846,0.000178846
create,0,1238,0.000178846,0.000178846,0.000178846
create,0,1239,0.000178846,0.000178846,0.000178846
create,0,124,0.000137714,0.000137714,0.000137714
create,0,1240,0.000188338,0.000188338,0.000188338
create,0,1241,0.000186756,0.000186756,0.000186756
create,0,1242,0.000186756,0.000186756,0.000186756
create,0,1243,0.000177264,0.000177264,0.000177264
create,0,1244,0.000188338,0.000188338,0.000188338
create,0,1245,0.000186756,0.000186756,0.000186756
create,0,1246,0.000186756,0.000186756,0.000186756
create,0,1247,0.000186756,0.000186756,0.000186756
create,0,1248,0.000196248,0.000196248,0.000196248
create,0,1249,0.000194666,0.000194666,0.000194666
create,0,125,0.000136132,0.000136132,0.000136132
create,0,1250,0.000194666,0.000194666,0.000194666
create,0,1251,0.000185174,0.000185174,0.000185174
create,0,1252,0.000186756,0.000186756,0.000186756
create,0,1253,0.000177264,0.000177264,0.000177264
create,0,1254,0.000178846,0.000178846,0.000178846
create,0,1255,0.000178846,0.000178846,0.000178846
create,0,1256,0.000188338,0.000188338,0.000188338
create,0,1257,0.000186756,0.000186756,0.000186756
create,0,1258,0.000186756,0.000186756,0.000186756
create,0,1259,0.000177264,0.000177264,0.000177264
create,0,126,0.000136132,0.000136132,0.000136132
create,0,1260,0.000188338,0.000188338,0.000188338
create,0,1261,0.000186756,0.000186756,0.000186756
create,0,1262,0.000186756,0.000186756,0.000186756
create,0,1263,0.000186756,0.000186756,0.000186756
create,0,1264,0.000196248,0.000196248,0.000196248
create,0,1265,0.000194666,0.000194666,0.000194666
create,0,1266,0.000194666,0.000194666,0.000194666
create,0,1267,0.000185174,0.000185174,0.000185174
create,0,1268,0.000186756,0.000186756,0.000186756
create,0,1269,0.000186756,0.000186756,0.000186756
create,0,127,0.000136132,0.000136132,0.000136132
create,0,1270,0.000186756,0.000186756,0.000186756
create,0,1271,0.000186756,0.000186756,0.000186756
create,0,1272,0.000196248,0.000196248,0.000196248
create,0,1273,0.000194666,0.000194666,0.000194666
create,0,1274,0.000194666,0.000194666,0.000194666
create,0,1275,0.000185174,0.000185174,0.000185174
create,0,1276,0.000196248,0.000196248,0.000196248
create,0,1277,0.000194666,0.000194666,0.000194666
create,0,1278,0.000194666,0.000194666,0.000194666
create,0,1279,0.000194666,0.000194666,0.000194666
create,0,128,0.000145624,0.000145624,0.000145624
create,0,1280,0.00020574,0.00020574,0.00020574
create,0,1281,0.00020574,0.00020574,0.00020574
create,0,1282,0.00020574,0.00020574,0.00020574
create,0,1283,0.000196248,0.000196248,0.000196248
create,0,1284,0.000194666,0.000194666,0.000194666
create,0,1285,0.000185174,0.000185174,0.000185174
create,0,1286,0.000177264,0.000177264,0.000177264
create,0,1287,0.000170936,0.000170936,0.000170936
create,0,1288,0.000169354,0.000169354,0.000169354
create,0,1289,0.000169354,0.000169354,0.000169354
create,0,129,0.000144042,0.000144042,0.000144042
create,0,1290,0.000169354,0.000169354,0.000169354
create,0,1291,0.000159862,0.000159862,0.000159862
create,0,1292,0.000170936,0.000170936,0.000170936
create,0,1293,0.000169354,0.000169354,0.000169354
create,0,1294,0.000169354,0.000169354,0.000169354
create,0,1295,0.000169354,0.000169354,0.000169354
create,0,1296,0.000178846,0.000178846,0.000178846
