probe,ORDER,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
delete,0,7280,0.000335652,0.000335652,0.000335652
delete,0,7281,0.000346904,0.000346904,0.000346904
delete,0,7282,0.000317548,0.000317548,0.000317548
delete,0,7283,0.000325636,0.000325636,0.000325636
delete,0,7284,0.000326684,0.000326684,0.000326684
delete,0,7285,0.000326516,0.000326516,0.000326516
delete,0,7286,0.000315966,0.000315966,0.000315966
delete,0,7287,0.000317548,0.000317548,0.000317548
delete,0,7288,0.000315966,0.000315966,0.000315966
delete,0,7289,0.000317548,0.000317548,0.000317548
delete,0,729,0.000251806,0.000251806,0.000251806
delete,0,7290,0.000341456,0.000341456,0.000341456
delete,0,7291,0.000325636,0.000325636,0.000325636
delete,0,7292,0.000338816,0.000338816,0.000338816
delete,0,7293,0.00034462,0.00034462,0.00034462
delete,0,7294,0.000317548,0.000317548,0.000317548
delete,0,7295,0.000334772,0.000334772,0.000334772
delete,0,7296,0.000338816,0.000338816,0.000338816
delete,0,7297,0.000317548,0.000317548,0.000317548
delete,0,7298,0.000337936,0.000337936,0.000337936
delete,0,7299,0.000338816,0.000338816,0.000338816
delete,0,73,0.00014862,0.00014862,0.00014862
delete,0,730,0.000246002,0.000246002,0.000246002
delete,0,7300,0.000317548,0.000317548,0.000317548
delete,0,7301,0.000324756,0.000324756,0.000324756
delete,0,7302,0.000317548,0.000317548,0.000317548
delete,0,7303,0.000315966,0.000315966,0.000315966
delete,0,7304,0.000317548,0.000317548,0.000317548
delete,0,7305,0.000346904,0.000346904,0.000346904
delete,0,7306,0.000344264,0.000344264,0.000344264
delete,0,7307,0.000345144,0.000345144,0.000345144
delete,0,7308,0.000323174,0.000323174,0.000323174
delete,0,7309,0.000317548,0.000317548,0.000317548
delete,0,731,0.000232822,0.000232822,0.000232822
delete,0,7310,0.000346024,0.000346024,0.000346024
delete,0,7311,0.000315966,0.000315966,0.000315966
delete,0,7312,0.000315966,0.000315966,0.000315966
delete,0,7313,0.000317548,0.000317548,0.000317548
delete,0,7314,0.000317548,0.000317548,0.000317548
delete,0,7315,0.000346904,0.000346904,0.000346904
delete,0,7316,0.000317548,0.000317548,0.000317548
delete,0,7317,0.000337234,0.000337234,0.000337234
delete,0,7318,0.000317548,0.000317548,0.000317548
delete,0,7319,0.000324756,0.000324756,0.000324756
delete,0,732,0.000251806,0.000251806,0.000251806
delete,0,7320,0.000337936,0.000337936,0.000337936
delete,0,7321,0.000317548,0.000317548,0.000317548
delete,0,7322,0.000338816,0.000338816,0.000338816
delete,0,7323,0.000337056,0.000337056,0.000337056
delete,0,7324,0.000317548,0.000317548,0.000317548
delete,0,7325,0.000317548,0.000317548,0.000317548
delete,0,7326,0.000317548,0.000317548,0.000317548
delete,0,7327,0.000326516,0.000326516,0.000326516
delete,0,7328,0.000317548,0.000317548,0.000317548
delete,0,7329,0.000325636,0.000325636,0.000325636
delete,0,733,0.000265342,0.000265342,0.000265342
delete,0,7330,0.000338816,0.000338816,0.000338816
delete,0,7331,0.000325636,0.000325636,0.000325636
delete,0,7332,0.000337056,0.000337056,0.000337056
delete,0,7333,0.000325636,0.000325636,0.000325636
delete,0,7334,0.000344442,0.000344442,0.000344442
delete,0,7335,0.000338816,0.000338816,0.000338816
delete,0,7336,0.000324756,0.000324756,0.000324756
delete,0,7337,0.000364128,0.000364128,0.000364128
delete,0,7338,0.000338816,0.000338816,0.000338816
delete,0,7339,0.000346024,0.000346024,0.000346024
delete,0,734,0.000224734,0.000224734,0.000224734
delete,0,7340,0.000338816,0.000338816,0.000338816
delete,0,7341,0.000317548,0.000317548,0.000317548
delete,0,7342,0.000346024,0.000346024,0.000346024
delete,0,7343,0.000324756,0.000324756,0.000324756
delete,0,7344,0.000346024,0.000346024,0.000346024
delete,0,7345,0.000317548,0.000317548,0.000317548
delete,0,7346,0.000324756,0.000324756,0.000324756
delete,0,7347,0.000326516,0.000326516,0.000326516
delete,0,7348,0.000317548,0.000317548,0.000317548
delete,0,7349,0.000317548,0.000317548,0.000317548
delete,0,735,0.000246002,0.000246002,0.000246002
delete,0,7350,0.000337936,0.000337936,0.000337936
delete,0,7351,0.000337936,0.000337936,0.000337936
delete,0,7352,0.000325636,0.000325636,0.000325636
delete,0,7353,0.000317548,0.000317548,0.000317548
delete,0,7354,0.000317548,0.000317548,0.000317548
delete,0,7355,0.000317548,0.000317548,0.000317548
delete,0,7356,0.000352184,0.000352184,0.000352184
delete,0,7357,0.000317548,0.000317548,0.000317548
delete,0,7358,0.000324756,0.000324756,0.000324756
delete,0,7359,0.000325636,0.000325636,0.000325636
delete,0,736,0.000231942,0.000231942,0.000231942
delete,0,7360,0.000346024,0.000346024,0.000346024
delete,0,7361,0.000317548,0.000317548,0.000317548
delete,0,7362,0.00036483,0.00036483,0.00036483
delete,0,7363,0.000346904,0.000346904,0.000346904
delete,0,7364,0.000345144,0.000345144,0.000345144
delete,0,7365,0.000326516,0.000326516,0.000326516
delete,0,7366,0.000337056,0.000337056,0.000337056
delete,0,7367,0.000317548,0.000317548,0.000317548
delete,0,7368,0.000325636,0.000325636,0.000325636
delete,0,7369,0.000326516,0.000326516,0.000326516
delete,0,737,0.000261822,0.000261822,0.000261822
delete,0,7370,0.000317548,0.000317548,0.000317548
delete,0,7371,0.000324756,0.000324756,0.000324756
delete,0,7372,0.000317548,0.000317548,0.000317548
delete,0,7373,0.000324756,0.000324756,0.000324756
delete,0,7374,0.000338816,0.000338816,0.000338816
delete,0,7375,0.000365532,0.000365532,0.000365532
delete,0,7376,0.000317548,0.000317548,0.000317548
delete,0,7377,0.000346024,0.000346024,0.000346024
delete,0,7378,0.000324756,0.000324756,0.000324756
delete,0,7379,0.000338816,0.000338816,0.000338816
delete,0,738,0.000263582,0.000263582,0.000263582
delete,0,7380,0.000317548,0.000317548,0.000317548
delete,0,7381,0.000325636,0.000325636,0.000325636
delete,0,7382,0.000337936,0.000337936,0.000337936
delete,0,7383,0.000326516,0.000326516,0.000326516
delete,0,7384,0.000325636,0.000325636,0.000325636
delete,0,7385,0.000338816,0.000338816,0.000338816
delete,0,7386,0.000338816,0.000338816,0.000338816
delete,0,7387,0.000346024,0.000346024,0.000346024
delete,0,7388,0.000317548,0.000317548,0.000317548
delete,0,7389,0.000346904,0.000346904,0.000346904
delete,0,739,0.000266044,0.000266044,0.000266044
delete,0,7390,0.000346024,0.000346024,0.000346024
delete,0,7391,0.000345144,0.000345144,0.000345144
delete,0,7392,0.000317548,0.000317548,0.000317548
delete,0,7393,0.000324756,0.000324756,0.000324756
delete,0,7394,0.000344264,0.000344264,0.000344264
delete,0,7395,0.000326516,0.000326516,0.000326516
delete,0,7396,0.000346024,0.000346024,0.000346024
delete,0,7397,0.00035516,0.00035516,0.00035516
delete,0,7398,0.000317548,0.000317548,0.000317548
delete,0,7399,0.000317548,0.000317548,0.000317548
delete,0,74,0.000167248,0.000167248,0.000167248
delete,0,740,0.00026551,0.00026551,0.00026551
delete,0,7400,0.000317548,0.000317548,0.000317548
delete,0,7401,0.000317548,0.000317548,0.000317548
delete,0,7402,0.000317548,0.000317548,0.000317548
delete,0,7403,0.000338816,0.000338816,0.000338816
delete,0,7404,0.000324756,0.000324756,0.000324756
delete,0,7405,0.000328276,0.000328276,0.000328276
delete,0,7406,0.000337936,0.000337936,0.000337936
delete,0,7407,0.000317548,0.000317548,0.000317548
delete,0,7408,0.000338816,0.000338816,0.000338816
delete,0,7409,0.000317548,0.000317548,0.000317548
delete,0,741,0.000250046,0.000250046,0.000250046
delete,0,7410,0.000317548,0.000317548,0.000317548
delete,0,7411,0.000324756,0.000324756,0.000324756
delete,0,7412,0.000317548,0.000317548,0.000317548
delete,0,7413,0.000324756,0.000324756,0.000324756
delete,0,7414,0.000358324,0.000358324,0.000358324
delete,0,7415,0.000325636,0.000325636,0.000325636
delete,0,7416,0.000346024,0.000346024,0.000346024
delete,0,7417,0.000324756,0.000324756,0.000324756
delete,0,7418,0.000324756,0.000324756,0.000324756
delete,0,7419,0.000317548,0.000317548,0.000317548
delete,0,742,0.000236342,0.000236342,0.000236342
delete,0,7420,0.000317548,0.000317548,0.000317548
delete,0,7421,0.000317548,0.000317548,0.000317548
delete,0,7422,0.000325636,0.000325636,0.000325636
delete,0,7423,0.000325636,0.000325636,0.000325636
delete,0,7424,0.000338816,0.000338816,0.000338816
delete,0,7425,0.000317548,0.000317548,0.000317548
delete,0,7426,0.000337936,0.000337936,0.000337936
delete,0,7427,0.000317548,0.000317548,0.000317548
delete,0,7428,0.000317548,0.000317548,0.000317548
delete,0,7429,0.000317548,0.000317548,0.000317548
delete,0,743,0.000261822,0.000261822,0.000261822
delete,0,7430,0.000317548,0.000317548,0.000317548
delete,0,7431,0.000338816,0.000338816,0.000338816
delete,0,7432,0.000359204,0.000359204,0.000359204
delete,0,7433,0.000325814,0.000325814,0.000325814
delete,0,7434,0.000323174,0.000323174,0.000323174
delete,0,7435,0.000315966,0.000315966,0.000315966
delete,0,7436,0.000323174,0.000323174,0.000323174
delete,0,7437,0.000324756,0.000324756,0.000324756
delete,0,7438,0.000317548,0.000317548,0.000317548
delete,0,7439,0.000315966,0.000315966,0.000315966
delete,0,744,0.000246002,0.000246002,0.000246002
delete,0,7440,0.000361666,0.000361666,0.000361666
delete,0,7441,0.000317548,0.000317548,0.000317548
delete,0,7442,0.000346904,0.000346904,0.000346904
delete,0,7443,0.00035604,0.00035604,0.00035604
delete,0,7444,0.00035516,0.00035516,0.00035516
delete,0,7445,0.000317548,0.000317548,0.000317548
delete,0,7446,0.00035516,0.00035516,0.00035516
delete,0,7447,0.000337234,0.000337234,0.000337234
delete,0,7448,0.000344442,0.000344442,0.000344442
delete,0,7449,0.000346904,0.000346904,0.000346904
delete,0,745,0.000224734,0.000224734,0.000224734
delete,0,7450,0.000338816,0.000338816,0.000338816
delete,0,7451,0.000346024,0.000346024,0.000346024
delete,0,7452,0.000324054,0.000324054,0.000324054
delete,0,7453,0.000324756,0.000324756,0.000324756
delete,0,7454,0.000346024,0.000346024,0.000346024
delete,0,7455,0.000317548,0.000317548,0.000317548
delete,0,7456,0.00040525,0.00040525,0.00040525
delete,0,7457,0.000347784,0.000347784,0.000347784
delete,0,7458,0.000338816,0.000338816,0.000338816
delete,0,7459,0.000324756,0.000324756,0.000324756
delete,0,746,0.000246002,0.000246002,0.000246002
delete,0,7460,0.000317548,0.000317548,0.000317548
delete,0,7461,0.000332676,0.000332676,0.000332676
delete,0,7462,0.000345322,0.000345322,0.000345322
delete,0,7463,0.000315966,0.000315966,0.000315966
delete,0,7464,0.000325636,0.000325636,0.000325636
delete,0,7465,0.000317548,0.000317548,0.000317548
delete,0,7466,0.000346904,0.000346904,0.000346904
delete,0,7467,0.000327396,0.000327396,0.000327396
delete,0,7468,0.000315966,0.000315966,0.000315966
delete,0,7469,0.000317548,0.000317548,0.000317548
delete,0,747,0.000224734,0.000224734,0.000224734
delete,0,7470,0.000324756,0.000324756,0.000324756
delete,0,7471,0.000317548,0.000317548,0.000317548
delete,0,7472,0.000317548,0.000317548,0.000317548
delete,0,7473,0.000324756,0.000324756,0.000324756
delete,0,7474,0.000348664,0.000348664,0.000348664
delete,0,7475,0.000369932,0.000369932,0.000369932
delete,0,7476,0.000317548,0.000317548,0.000317548
delete,0,7477,0.000317548,0.000317548,0.000317548
delete,0,7478,0.000326516,0.000326516,0.000326516
delete,0,7479,0.000317548,0.000317548,0.000317548
delete,0,748,0.000232822,0.000232822,0.000232822
delete,0,7480,0.000317548,0.000317548,0.000317548
delete,0,7481,0.000324756,0.000324756,0.000324756
delete,0,7482,0.000326516,0.000326516,0.000326516
delete,0,7483,0.000337936,0.000337936,0.000337936
delete,0,7484,0.000317548,0.000317548,0.000317548
delete,0,7485,0.000338816,0.000338816,0.000338816
delete,0,7486,0.000359204,0.000359204,0.000359204
delete,0,7487,0.000338816,0.000338816,0.000338816
delete,0,7488,0.000348664,0.000348664,0.000348664
delete,0,7489,0.000345144,0.000345144,0.000345144
delete,0,749,0.000253734,0.000253734,0.000253734
delete,0,7490,0.000317548,0.000317548,0.000317548
delete,0,7491,0.000324756,0.000324756,0.000324756
delete,0,7492,0.000317548,0.000317548,0.000317548
delete,0,7493,0.000325636,0.000325636,0.000325636
delete,0,7494,0.000346904,0.000346904,0.000346904
delete,0,7495,0.000323174,0.000323174,0.000323174
delete,0,7496,0.000345144,0.000345144,0.000345144
delete,0,7497,0.000317548,0.000317548,0.000317548
delete,0,7498,0.000328276,0.000328276,0.000328276
delete,0,7499,0.000324756,0.000324756,0.000324756
delete,0,75,0.0001495,0.0001495,0.0001495
delete,0,750,0.000246002,0.000246002,0.000246002
delete,0,7500,0.000317548,0.000317548,0.000317548
delete,0,7501,0.000325636,0.000325636,0.000325636
delete,0,7502,0.000338816,0.000338816,0.000338816
delete,0,7503,0.000317548,0.000317548,0.000317548
delete,0,7504,0.000338816,0.000338816,0.000338816
delete,0,7505,0.000317548,0.000317548,0.000317548
delete,0,7506,0.000338816,0.000338816,0.000338816
delete,0,7507,0.000346024,0.000346024,0.000346024
delete,0,7508,0.000338816,0.000338816,0.000338816
delete,0,7509,0.000362012,0.000362012,0.000362012
delete,0,751,0.000242838,0.000242838,0.000242838
delete,0,7510,0.000317548,0.000317548,0.000317548
delete,0,7511,0.000317548,0.000317548,0.000317548
delete,0,7512,0.000338816,0.000338816,0.000338816
delete,0,7513,0.000346904,0.000346904,0.000346904
delete,0,7514,0.000324756,0.000324756,0.000324756
delete,0,7515,0.000346904,0.000346904,0.000346904
delete,0,7516,0.000317548,0.000317548,0.000317548
delete,0,7517,0.000317548,0.000317548,0.000317548
delete,0,7518,0.000317548,0.000317548,0.000317548
delete,0,7519,0.000338816,0.000338816,0.000338816
delete,0,752,0.00025321,0.00025321,0.00025321
delete,0,7520,0.000325636,0.000325636,0.000325636
delete,0,7521,0.000338816,0.000338816,0.000338816
delete,0,7522,0.000317548,0.000317548,0.000317548
delete,0,7523,0.000317548,0.000317548,0.000317548
delete,0,7524,0.000317548,0.000317548,0.000317548
delete,0,7525,0.000325636,0.000325636,0.000325636
delete,0,7526,0.000324756,0.000324756,0.000324756
delete,0,7527,0.000317548,0.000317548,0.000317548
delete,0,7528,0.000325636,0.000325636,0.000325636
delete,0,7529,0.000324756,0.000324756,0.000324756
delete,0,753,0.000224734,0.000224734,0.000224734
delete,0,7530,0.000346024,0.000346024,0.000346024
delete,0,7531,0.000317548,0.000317548,0.000317548
delete,0,7532,0.000348842,0.000348842,0.000348842
delete,0,7533,0.000325636,0.000325636,0.000325636
delete,0,7534,0.000325636,0.000325636,0.000325636
delete,0,7535,0.000324756,0.000324756,0.000324756
delete,0,7536,0.000317548,0.000317548,0.000317548
delete,0,7537,0.000317548,0.000317548,0.000317548
delete,0,7538,0.000317548,0.000317548,0.000317548
delete,0,7539,0.000317548,0.000317548,0.000317548
delete,0,754,0.000234582,0.000234582,0.000234582
delete,0,7540,0.000324756,0.000324756,0.000324756
delete,0,7541,0.000324756,0.000324756,0.000324756
delete,0,7542,0.000365888,0.000365888,0.000365888
delete,0,7543,0.000317548,0.000317548,0.000317548
delete,0,7544,0.000317548,0.000317548,0.000317548
delete,0,7545,0.000338816,0.000338816,0.000338816
delete,0,7546,0.000359204,0.000359204,0.000359204
delete,0,7547,0.000317548,0.000317548,0.000317548
delete,0,7548,0.000317548,0.000317548,0.000317548
delete,0,7549,0.000346024,0.000346024,0.000346024
delete,0,755,0.000231942,0.000231942,0.000231942
delete,0,7550,0.000317548,0.000317548,0.000317548
delete,0,7551,0.000317548,0.000317548,0.000317548
delete,0,7552,0.000365532,0.000365532,0.000365532
delete,0,7553,0.000324756,0.000324756,0.000324756
delete,0,7554,0.000324756,0.000324756,0.000324756
delete,0,7555,0.000317548,0.000317548,0.000317548
delete,0,7556,0.000359204,0.000359204,0.000359204
delete,0,7557,0.000317548,0.000317548,0.000317548
delete,0,7558,0.000337936,0.000337936,0.000337936
delete,0,7559,0.000346024,0.000346024,0.000346024
delete,0,756,0.000224734,0.000224734,0.000224734
delete,0,7560,0.000324756,0.000324756,0.000324756
delete,0,7561,0.000317548,0.000317548,0.000317548
delete,0,7562,0.000338816,0.000338816,0.000338816
delete,0,7563,0.000377308,0.000377308,0.000377308
delete,0,7564,0.000317548,0.000317548,0.000317548
delete,0,7565,0.000346904,0.000346904,0.000346904
delete,0,7566,0.000338816,0.000338816,0.000338816
delete,0,7567,0.000325636,0.000325636,0.000325636
delete,0,7568,0.000338816,0.000338816,0.000338816
delete,0,7569,0.00041228,0.00041228,0.00041228
delete,0,757,0.00025409,0.00025409,0.00025409
delete,0,7570,0.000317548,0.000317548,0.000317548
delete,0,7571,0.000366412,0.000366412,0.000366412
delete,0,7572,0.000366412,0.000366412,0.000366412
delete,0,7573,0.000324756,0.000324756,0.000324756
delete,0,7574,0.000377308,0.000377308,0.000377308
delete,0,7575,0.000317548,0.000317548,0.000317548
delete,0,7576,0.000367292,0.000367292,0.000367292
delete,0,7577,0.000368172,0.000368172,0.000368172
delete,0,7578,0.000338816,0.000338816,0.000338816
delete,0,7579,0.000317548,0.000317548,0.000317548
delete,0,758,0.000267794,0.000267794,0.000267794
delete,0,7580,0.000325636,0.000325636,0.000325636
delete,0,7581,0.000338816,0.000338816,0.000338816
delete,0,7582,0.000346904,0.000346904,0.000346904
delete,0,7583,0.000347784,0.000347784,0.000347784
delete,0,7584,0.000317548,0.000317548,0.000317548
delete,0,7585,0.000338816,0.000338816,0.000338816
delete,0,7586,0.000338816,0.000338816,0.000338816
delete,0,7587,0.000317548,0.000317548,0.000317548
delete,0,7588,0.000317548,0.000317548,0.000317548
delete,0,7589,0.000317548,0.000317548,0.000317548
delete,0,759,0.000262702,0.000262702,0.000262702
delete,0,7590,0.000338816,0.000338816,0.000338816
delete,0,7591,0.000317548,0.000317548,0.000317548
delete,0,7592,0.000346904,0.000346904,0.000346904
delete,0,7593,0.000338816,0.000338816,0.000338816
delete,0,7594,0.000317548,0.000317548,0.000317548
delete,0,7595,0.000324756,0.000324756,0.000324756
delete,0,7596,0.000325636,0.000325636,0.000325636
delete,0,7597,0.000317548,0.000317548,0.000317548
delete,0,7598,0.000317548,0.000317548,0.000317548
delete,0,7599,0.000317548,0.000317548,0.000317548
delete,0,76,0.000155472,0.000155472,0.000155472
delete,0,760,0.000224734,0.000224734,0.000224734
delete,0,7600,0.00037011,0.00037011,0.00037011
delete,0,7601,0.000338816,0.000338816,0.000338816
delete,0,7602,0.000337936,0.000337936,0.000337936
delete,0,7603,0.000317548,0.000317548,0.000317548
delete,0,7604,0.000317548,0.000317548,0.000317548
delete,0,7605,0.000327396,0.000327396,0.000327396
delete,0,7606,0.000345144,0.000345144,0.000345144
delete,0,7607,0.000337936,0.000337936,0.000337936
delete,0,7608,0.000317548,0.000317548,0.000317548
delete,0,7609,0.000366412,0.000366412,0.000366412
delete,0,761,0.000224734,0.000224734,0.000224734
delete,0,7610,0.000338816,0.000338816,0.000338816
delete,0,7611,0.000338816,0.000338816,0.000338816
delete,0,7612,0.000373264,0.000373264,0.000373264
delete,0,7613,0.000338816,0.000338816,0.000338816
delete,0,7614,0.000346024,0.000346024,0.000346024
delete,0,7615,0.000317548,0.000317548,0.000317548
delete,0,7616,0.000317548,0.000317548,0.000317548
delete,0,7617,0.000346904,0.000346904,0.000346904
delete,0,7618,0.000346024,0.000346024,0.000346024
delete,0,7619,0.000317548,0.000317548,0.000317548
delete,0,762,0.000233702,0.000233702,0.000233702
delete,0,7620,0.000345144,0.000345144,0.000345144
delete,0,7621,0.000338816,0.000338816,0.000338816
delete,0,7622,0.000337936,0.000337936,0.000337936
delete,0,7623,0.000317548,0.000317548,0.000317548
delete,0,7624,0.000325636,0.000325636,0.000325636
delete,0,7625,0.000317548,0.000317548,0.000317548
delete,0,7626,0.000338816,0.000338816,0.000338816
delete,0,7627,0.000337936,0.000337936,0.000337936
delete,0,7628,0.000326516,0.000326516,0.000326516
delete,0,7629,0.000347784,0.000347784,0.000347784
delete,0,763,0.000253734,0.000253734,0.000253734
delete,0,7630,0.000337936,0.000337936,0.000337936
delete,0,7631,0.000317548,0.000317548,0.000317548
delete,0,7632,0.000317548,0.000317548,0.000317548
delete,0,7633,0.000324756,0.000324756,0.000324756
delete,0,7634,0.000346024,0.000346024,0.000346024
delete,0,7635,0.000317548,0.000317548,0.000317548
delete,0,7636,0.000380472,0.000380472,0.000380472
delete,0,7637,0.000317548,0.000317548,0.000317548
delete,0,7638,0.000317548,0.000317548,0.000317548
delete,0,7639,0.000394008,0.000394008,0.000394008
delete,0,764,0.000246002,0.000246002,0.000246002
delete,0,7640,0.000324756,0.000324756,0.000324756
delete,0,7641,0.000317548,0.000317548,0.000317548
delete,0,7642,0.000347784,0.000347784,0.000347784
delete,0,7643,0.000317548,0.000317548,0.000317548
delete,0,7644,0.000385396,0.000385396,0.000385396
delete,0,7645,0.000317548,0.000317548,0.000317548
delete,0,7646,0.000337936,0.000337936,0.000337936
delete,0,7647,0.000349544,0.000349544,0.000349544
delete,0,7648,0.000346904,0.000346904,0.000346904
delete,0,7649,0.000317548,0.000317548,0.000317548
delete,0,765,0.000250046,0.000250046,0.000250046
delete,0,7650,0.000338816,0.000338816,0.000338816
delete,0,7651,0.000324756,0.000324756,0.000324756
delete,0,7652,0.000345144,0.000345144,0.000345144
delete,0,7653,0.000317548,0.000317548,0.000317548
delete,0,7654,0.000317548,0.000317548,0.000317548
delete,0,7655,0.000396292,0.000396292,0.000396292
delete,0,7656,0.000366412,0.000366412,0.000366412
delete,0,7657,0.000366412,0.000366412,0.000366412
delete,0,7658,0.000359204,0.000359204,0.000359204
delete,0,7659,0.000328276,0.000328276,0.000328276
delete,0,766,0.000242838,0.000242838,0.000242838
delete,0,7660,0.000346024,0.000346024,0.000346024
delete,0,7661,0.000324756,0.000324756,0.000324756
delete,0,7662,0.000317548,0.000317548,0.000317548
delete,0,7663,0.000317548,0.000317548,0.000317548
delete,0,7664,0.000325636,0.000325636,0.000325636
delete,0,7665,0.000317548,0.000317548,0.000317548
delete,0,7666,0.00038944,0.00038944,0.00038944
delete,0,7667,0.000317548,0.000317548,0.000317548
delete,0,7668,0.00040262,0.00040262,0.00040262
delete,0,7669,0.000346024,0.000346024,0.000346024
delete,0,767,0.000224734,0.000224734,0.000224734
delete,0,7670,0.000338816,0.000338816,0.000338816
delete,0,7671,0.000366412,0.000366412,0.000366412
delete,0,7672,0.000367292,0.000367292,0.000367292
delete,0,7673,0.000337936,0.000337936,0.000337936
delete,0,7674,0.000337936,0.000337936,0.000337936
delete,0,7675,0.000317548,0.000317548,0.000317548
delete,0,7676,0.000359204,0.000359204,0.000359204
delete,0,7677,0.000346904,0.000346904,0.000346904
delete,0,7678,0.000317548,0.000317548,0.000317548
delete,0,7679,0.000317548,0.000317548,0.000317548
delete,0,768,0.000242838,0.000242838,0.000242838
delete,0,7680,0.000317548,0.000317548,0.000317548
delete,0,7681,0.000346904,0.000346904,0.000346904
delete,0,7682,0.000324756,0.000324756,0.000324756
delete,0,7683,0.000325636,0.000325636,0.000325636
delete,0,7684,0.000317548,0.000317548,0.000317548
delete,0,7685,0.000366412,0.000366412,0.000366412
delete,0,7686,0.000317548,0.000317548,0.000317548
delete,0,7687,0.000359204,0.000359204,0.000359204
delete,0,7688,0.000324756,0.000324756,0.000324756
delete,0,7689,0.000345144,0.000345144,0.000345144
delete,0,769,0.000252686,0.000252686,0.000252686
delete,0,7690,0.000346024,0.000346024,0.000346024
delete,0,7691,0.000324756,0.000324756,0.000324756
delete,0,7692,0.000315966,0.000315966,0.000315966
delete,0,7693,0.00035604,0.00035604,0.00035604
delete,0,7694,0.000362546,0.000362546,0.000362546
delete,0,7695,0.000337234,0.000337234,0.000337234
delete,0,7696,0.000315966,0.000315966,0.000315966
delete,0,7697,0.000325636,0.000325636,0.000325636
delete,0,7698,0.0003578,0.0003578,0.0003578
delete,0,7699,0.000342148,0.000342148,0.000342148
delete,0,77,0.00014862,0.00014862,0.00014862
delete,0,770,0.00025321,0.00025321,0.00025321
delete,0,7700,0.000326516,0.000326516,0.000326516
delete,0,7701,0.000326516,0.000326516,0.000326516
delete,0,7702,0.00035604,0.00035604,0.00035604
delete,0,7703,0.000317548,0.000317548,0.000317548
delete,0,7704,0.000346024,0.000346024,0.000346024
delete,0,7705,0.000317548,0.000317548,0.000317548
delete,0,7706,0.000369932,0.000369932,0.000369932
delete,0,7707,0.000328276,0.000328276,0.000328276
delete,0,7708,0.000344788,0.000344788,0.000344788
delete,0,7709,0.000317548,0.000317548,0.000317548
delete,0,771,0.000260942,0.000260942,0.000260942
delete,0,7710,0.00035604,0.00035604,0.00035604
delete,0,7711,0.000324756,0.000324756,0.000324756
delete,0,7712,0.000325636,0.000325636,0.000325636
delete,0,7713,0.000317548,0.000317548,0.000317548
delete,0,7714,0.000329156,0.000329156,0.000329156
delete,0,7715,0.000317548,0.000317548,0.000317548
delete,0,7716,0.000317548,0.000317548,0.000317548
delete,0,7717,0.000324756,0.000324756,0.000324756
delete,0,7718,0.000323174,0.000323174,0.000323174
delete,0,7719,0.000315966,0.000315966,0.000315966
delete,0,772,0.000232822,0.000232822,0.000232822
delete,0,7720,0.000369052,0.000369052,0.000369052
delete,0,7721,0.000324756,0.000324756,0.000324756
delete,0,7722,0.000360084,0.000360084,0.000360084
delete,0,7723,0.000317548,0.000317548,0.000317548
delete,0,7724,0.000338816,0.000338816,0.000338816
delete,0,7725,0.000346024,0.000346024,0.000346024
delete,0,7726,0.000360084,0.000360084,0.000360084
delete,0,7727,0.000317548,0.000317548,0.000317548
delete,0,7728,0.000317548,0.000317548,0.000317548
delete,0,7729,0.000317548,0.000317548,0.000317548
delete,0,773,0.00025321,0.00025321,0.00025321
delete,0,7730,0.00035604,0.00035604,0.00035604
delete,0,7731,0.000360084,0.000360084,0.000360084
delete,0,7732,0.000317548,0.000317548,0.000317548
delete,0,7733,0.000324756,0.000324756,0.000324756
delete,0,7734,0.000317548,0.000317548,0.000317548
delete,0,7735,0.000338816,0.000338816,0.000338816
delete,0,7736,0.000317548,0.000317548,0.000317548
delete,0,7737,0.000346904,0.000346904,0.000346904
delete,0,7738,0.000317548,0.000317548,0.000317548
delete,0,7739,0.000338816,0.000338816,0.000338816
delete,0,774,0.000242838,0.000242838,0.000242838
delete,0,7740,0.000338816,0.000338816,0.000338816
delete,0,7741,0.000346024,0.000346024,0.000346024
delete,0,7742,0.000324756,0.000324756,0.000324756
delete,0,7743,0.000351996,0.000351996,0.000351996
delete,0,7744,0.000324756,0.000324756,0.000324756
delete,0,7745,0.000338816,0.000338816,0.000338816
delete,0,7746,0.000324756,0.000324756,0.000324756
delete,0,7747,0.000338816,0.000338816,0.000338816
delete,0,7748,0.000324756,0.000324756,0.000324756
delete,0,7749,0.000317548,0.000317548,0.000317548
delete,0,775,0.000245122,0.000245122,0.000245122
delete,0,7750,0.000346904,0.000346904,0.000346904
delete,0,7751,0.000323174,0.000323174,0.000323174
delete,0,7752,0.000323174,0.000323174,0.000323174
delete,0,7753,0.000325636,0.000325636,0.000325636
delete,0,7754,0.000365008,0.000365008,0.000365008
delete,0,7755,0.000344788,0.000344788,0.000344788
delete,0,7756,0.000344442,0.000344442,0.000344442
delete,0,7757,0.000325636,0.000325636,0.000325636
delete,0,7758,0.000346024,0.000346024,0.000346024
delete,0,7759,0.000317548,0.000317548,0.000317548
delete,0,776,0.000246002,0.000246002,0.000246002
delete,0,7760,0.000317548,0.000317548,0.000317548
delete,0,7761,0.000338816,0.000338816,0.000338816
delete,0,7762,0.000324756,0.000324756,0.000324756
delete,0,7763,0.000325636,0.000325636,0.000325636
delete,0,7764,0.000317548,0.000317548,0.000317548
delete,0,7765,0.000338816,0.000338816,0.000338816
