probe,BLOCK_SIZE,n,SEED,bench_simtime
commit+amor,4096,4516,0,0.0032143730704162978
commit+amor,4096,4517,0,0.003213744544609254
commit+amor,4096,4518,0,0.0032131184953519253
commit+amor,4096,4519,0,0.0032124939867227264
commit+amor,4096,452,0,0.0023527134955752213
commit+amor,4096,4520,0,0.003211866235840708
commit+amor,4096,4521,0,0.003211243390400354
commit+amor,4096,4522,0,0.0032106176510393633
commit+amor,4096,4523,0,0.0032099964828653546
commit+amor,4096,4524,0,0.0032093721688771
commit+amor,4096,4525,0,0.003208745369281768
commit+amor,4096,4526,0,0.003208122734865223
commit+amor,4096,4527,0,0.0032177680225314777
commit+amor,4096,4528,0,0.003217141516342756
commit+amor,4096,4529,0,0.003216519536321484
commit+amor,4096,453,0,0.00234803051214128
commit+amor,4096,4530,0,0.0032158962790286975
commit+amor,4096,4531,0,0.003215273645994262
commit+amor,4096,4532,0,0.003214648980582524
commit+amor,4096,4533,0,0.0032140294374586368
commit+amor,4096,4534,0,0.003213404254521394
commit+amor,4096,4535,0,0.0032127776061742007
commit+amor,4096,4536,0,0.0032121561529982363
commit+amor,4096,4537,0,0.0032115336759973552
commit+amor,4096,4538,0,0.0032109127492287353
commit+amor,4096,4539,0,0.0032206023956818683
commit+amor,4096,454,0,0.0023433826740088103
commit+amor,4096,4540,0,0.003219984568722467
commit+amor,4096,4541,0,0.0032193643814137857
commit+amor,4096,4542,0,0.0032187395125495375
commit+amor,4096,4543,0,0.0032181166990975126
commit+amor,4096,4544,0,0.0032174922830105635
commit+amor,4096,4545,0,0.003216873093069307
commit+amor,4096,4546,0,0.003216251062032556
commit+amor,4096,4547,0,0.0032156294013635364
commit+amor,4096,4548,0,0.003215009
commit+amor,4096,4549,0,0.0032143851035392394
commit+amor,4096,455,0,0.002338758742857143
commit+amor,4096,4550,0,0.0032137580189010987
commit+amor,4096,4551,0,0.0032131383410239508
commit+amor,4096,4552,0,0.0032125142816344463
commit+amor,4096,4553,0,0.003211894686580277
commit+amor,4096,4554,0,0.0032112741857707513
commit+amor,4096,4555,0,0.003210653860812294
commit+amor,4096,4556,0,0.003210035043020193
commit+amor,4096,4557,0,0.003209414125082291
commit+amor,4096,4558,0,0.003208794018867924
commit+amor,4096,4559,0,0.0032081782522483
commit+amor,4096,456,0,0.002334148153508772
commit+amor,4096,4560,0,0.0032075627166666667
commit+amor,4096,4561,0,0.0032069435996491995
commit+amor,4096,4562,0,0.0032162056106970626
commit+amor,4096,4563,0,0.003215584117028271
commit+amor,4096,4564,0,0.0032149687309377738
commit+amor,4096,4565,0,0.0032143463369112817
commit+amor,4096,4566,0,0.003213728508541393
commit+amor,4096,4567,0,0.0032131126437486314
commit+amor,4096,4568,0,0.003212495605954466
commit+amor,4096,4569,0,0.0032118752978769973
commit+amor,4096,457,0,0.002329549855579869
commit+amor,4096,4570,0,0.00321125410809628
commit+amor,4096,4571,0,0.003210640861518267
commit+amor,4096,4572,0,0.003210022578302712
commit+amor,4096,4573,0,0.0032094014703695603
commit+amor,4096,4574,0,0.0032087831512898992
commit+amor,4096,4575,0,0.0032081732869945357
commit+amor,4096,4576,0,0.0032075550830419582
commit+amor,4096,4577,0,0.003206935787196854
commit+amor,4096,4578,0,0.0032063177986020094
commit+amor,4096,4579,0,0.0032057007534396155
commit+amor,4096,458,0,0.0023249835327510916
commit+amor,4096,4580,0,0.0032050879480349345
commit+amor,4096,4581,0,0.0032044723903077933
commit+amor,4096,4582,0,0.003203859679179398
commit+amor,4096,4583,0,0.003203245989526511
commit+amor,4096,4584,0,0.0032026347914485163
commit+amor,4096,4585,0,0.0032020245500545257
commit+amor,4096,4586,0,0.0032014076367204536
commit+amor,4096,4587,0,0.003200796357532156
commit+amor,4096,4588,0,0.003200185462074978
commit+amor,4096,4589,0,0.0031995741045979516
commit+amor,4096,459,0,0.0023204248496732026
commit+amor,4096,4590,0,0.0031989626862745095
commit+amor,4096,4591,0,0.0031983499952080155
commit+amor,4096,4592,0,0.0031977381332752614
commit+amor,4096,4593,0,0.0032073114360984104
commit+amor,4096,4594,0,0.0032066996891597734
commit+amor,4096,4595,0,0.0032060892413492926
commit+amor,4096,4596,0,0.0032054793076588335
commit+amor,4096,4597,0,0.00320487271829454
commit+amor,4096,4598,0,0.003204263275772075
commit+amor,4096,4599,0,0.003203654442270059
commit+amor,4096,46,0,8.883239130434783e-05
commit+amor,4096,460,0,0.0023158735739130434
commit+amor,4096,4600,0,0.003203042395652174
commit+amor,4096,4601,0,0.003202433691371441
commit+amor,4096,4602,0,0.0032018181734028684
commit+amor,4096,4603,0,0.0032113080134694764
commit+amor,4096,4604,0,0.003210693844048653
commit+amor,4096,4605,0,0.003210080380456026
commit+amor,4096,4606,0,0.0032094680794615715
commit+amor,4096,4607,0,0.0032088582387670935
commit+amor,4096,4608,0,0.0032082441610243057
commit+amor,4096,4609,0,0.003207634677804296
commit+amor,4096,461,0,0.0023113527245119305
commit+amor,4096,4610,0,0.003207025783947939
commit+amor,4096,4611,0,0.003206414200390371
commit+amor,4096,4612,0,0.003205803833911535
commit+amor,4096,4613,0,0.0032051921898981137
commit+amor,4096,4614,0,0.0032045824685739055
commit+amor,4096,4615,0,0.0032039745915492957
commit+amor,4096,4616,0,0.0032033681581455802
commit+amor,4096,4617,0,0.0032027589036170674
commit+amor,4096,4618,0,0.003202147776526635
commit+amor,4096,4619,0,0.003201539106733059
commit+amor,4096,462,0,0.002306838316017316
commit+amor,4096,4620,0,0.003200932222077922
commit+amor,4096,4621,0,0.00320032461155594
commit+amor,4096,4622,0,0.003199717796624838
commit+amor,4096,4623,0,0.0031991091343283582
commit+amor,4096,4624,0,0.0031985051829584777
commit+amor,4096,4625,0,0.003197893587027027
commit+amor,4096,4626,0,0.0031972892853437095
commit+amor,4096,4627,0,0.0031966803812405447
commit+amor,4096,4628,0,0.0031960747216940363
commit+amor,4096,4629,0,0.0031954731034780732
commit+amor,4096,463,0,0.0023023785269978402
commit+amor,4096,4630,0,0.0031948703399568034
commit+amor,4096,4631,0,0.003194260586050529
commit+amor,4096,4632,0,0.003193654777633851
commit+amor,4096,4633,0,0.0031930480164040578
commit+amor,4096,4634,0,0.0031924386171773844
commit+amor,4096,4635,0,0.003201558924703344
commit+amor,4096,4636,0,0.003200954946074202
commit+amor,4096,4637,0,0.0032003455410825965
commit+amor,4096,4638,0,0.003199739507115136
commit+amor,4096,4639,0,0.0031991348907092045
commit+amor,4096,464,0,0.002297923375
commit+amor,4096,4640,0,0.003198529569396552
commit+amor,4096,4641,0,0.0032080085322128853
commit+amor,4096,4642,0,0.0032073986816027575
commit+amor,4096,4643,0,0.003206795132026707
commit+amor,4096,4644,0,0.003206191501722653
commit+amor,4096,4645,0,0.003205589816146394
commit+amor,4096,4646,0,0.00320498379164873
commit+amor,4096,4647,0,0.003204378501398752
commit+amor,4096,4648,0,0.0032037718825301204
commit+amor,4096,4649,0,0.0032031706672402665
commit+amor,4096,465,0,0.002293494189247312
commit+amor,4096,4650,0,0.003202563548387097
commit+amor,4096,4651,0,0.003201956841539454
commit+amor,4096,4652,0,0.003201355422184007
commit+amor,4096,4653,0,0.003200753392220073
commit+amor,4096,4654,0,0.0032001521117318438
commit+amor,4096,4655,0,0.0031995494466165414
commit+amor,4096,4656,0,0.003198950157646048
commit+amor,4096,4657,0,0.0031983503311144514
commit+amor,4096,4658,0,0.0031977494598540144
commit+amor,4096,4659,0,0.0031971493749731704
commit+amor,4096,466,0,0.0022890660944206004
commit+amor,4096,4660,0,0.0031965445678111587
commit+amor,4096,4661,0,0.0031959439987127225
commit+amor,4096,4662,0,0.003195338094809095
commit+amor,4096,4663,0,0.003194739870898563
commit+amor,4096,4664,0,0.003194138228559177
commit+amor,4096,4665,0,0.003193535431511254
commit+amor,4096,4666,0,0.0031929360385769398
commit+amor,4096,4667,0,0.0031923317235911723
commit+amor,4096,4668,0,0.003191730585261354
commit+amor,4096,4669,0,0.0031911347689012634
commit+amor,4096,467,0,0.0022846545182012845
commit+amor,4096,4670,0,0.003190536214989293
commit+amor,4096,4671,0,0.0031899394605009635
commit+amor,4096,4672,0,0.0031893379944349315
commit+amor,4096,4673,0,0.003188737107211641
commit+amor,4096,4674,0,0.0031881390136927683
commit+amor,4096,4675,0,0.0031875382245989303
commit+amor,4096,4676,0,0.0031869378246364415
commit+amor,4096,4677,0,0.003186340575582638
commit+amor,4096,4678,0,0.003185740932449765
commit+amor,4096,4679,0,0.0031851450386834795
commit+amor,4096,468,0,0.002280300858974359
commit+amor,4096,4680,0,0.003184545831196581
commit+amor,4096,4681,0,0.0031839441627857295
commit+amor,4096,4682,0,0.003193278257155062
commit+amor,4096,4683,0,0.0031926823702754644
commit+amor,4096,4684,0,0.0031920857625960717
commit+amor,4096,4685,0,0.0032014780687299894
commit+amor,4096,4686,0,0.0032008792394366196
commit+amor,4096,4687,0,0.0032002758869212715
commit+amor,4096,4688,0,0.0032197317133105803
commit+amor,4096,4689,0,0.0032191321851140968
commit+amor,4096,469,0,0.00227592866098081
commit+amor,4096,4690,0,0.0032185274597014927
commit+amor,4096,4691,0,0.0032179207252185037
commit+amor,4096,4692,0,0.0032173189138959934
commit+amor,4096,4693,0,0.0032167191003622418
commit+amor,4096,4694,0,0.003216114355347252
commit+amor,4096,4695,0,0.003215511551863685
commit+amor,4096,4696,0,0.0032149088006814307
commit+amor,4096,4697,0,0.003214307073451139
commit+amor,4096,4698,0,0.0032137068556832692
commit+amor,4096,4699,0,0.003213103620344754
commit+amor,4096,47,0,8.909089361702127e-05
commit+amor,4096,470,0,0.002271601059574468
commit+amor,4096,4700,0,0.003212501350638298
commit+amor,4096,4701,0,0.0032119016570942354
commit+amor,4096,4702,0,0.0032113034887282007
commit+amor,4096,4703,0,0.0032107032370827134
commit+amor,4096,4704,0,0.0032101050922619047
commit+amor,4096,4705,0,0.0032095038393198726
commit+amor,4096,4706,0,0.003208900956226094
commit+amor,4096,4707,0,0.0032082949691948164
commit+amor,4096,4708,0,0.0032172714460492777
commit+amor,4096,4709,0,0.0032166689016776386
commit+amor,4096,471,0,0.002267283248407643
commit+amor,4096,4710,0,0.003216069431422505
commit+amor,4096,4711,0,0.003215471894714498
commit+amor,4096,4712,0,0.003214870042444822
commit+amor,4096,4713,0,0.003214265833651602
commit+amor,4096,4714,0,0.003213668779804837
commit+amor,4096,4715,0,0.0032130696305408273
commit+amor,4096,4716,0,0.003212471388464801
commit+amor,4096,4717,0,0.0032118729344922624
commit+amor,4096,4718,0,0.0032112740072064434
commit+amor,4096,4719,0,0.0032106731913541004
commit+amor,4096,472,0,0.0022629742330508473
commit+amor,4096,4720,0,0.0032100797063559323
commit+amor,4096,4721,0,0.0032094810557085364
commit+amor,4096,4722,0,0.0032088872558238032
commit+amor,4096,4723,0,0.003208291939445268
commit+amor,4096,4724,0,0.003207696781964437
commit+amor,4096,4725,0,0.003207103364232804
commit+amor,4096,4726,0,0.0032065065886584853
commit+amor,4096,4727,0,0.003205914584726042
commit+amor,4096,4728,0,0.00320532004357022
commit+amor,4096,4729,0,0.003204721719602453
commit+amor,4096,473,0,0.0022586977463002113
commit+amor,4096,4730,0,0.0032239955019027484
commit+amor,4096,4731,0,0.003223393038258296
commit+amor,4096,4732,0,0.0032227985562130177
commit+amor,4096,4733,0,0.003222202412845975
commit+amor,4096,4734,0,0.0032216071896915928
commit+amor,4096,4735,0,0.0032210072240760296
commit+amor,4096,4736,0,0.0032204109197635136
commit+amor,4096,4737,0,0.003219811367109985
commit+amor,4096,4738,0,0.003229090404390038
commit+amor,4096,4739,0,0.0032284952137581766
commit+amor,4096,474,0,0.0022544648987341772
commit+amor,4096,4740,0,0.0032278914793248945
commit+amor,4096,4741,0,0.003227296066230753
commit+amor,4096,4742,0,0.003226696601855757
commit+amor,4096,4743,0,0.0032261000033733923
commit+amor,4096,4744,0,0.0032255048246205733
commit+amor,4096,4745,0,0.0032249086183350896
commit+amor,4096,4746,0,0.003224309680994522
commit+amor,4096,4747,0,0.003223709088266273
commit+amor,4096,4748,0,0.0032231126175231678
commit+amor,4096,4749,0,0.003222517460939145
commit+amor,4096,475,0,0.002250225633684211
commit+amor,4096,4750,0,0.0032219251381052634
commit+amor,4096,4751,0,0.003221330957272153
commit+amor,4096,4752,0,0.003220735355218855
commit+amor,4096,4753,0,0.0032201423946980855
commit+amor,4096,4754,0,0.003219549110643668
commit+amor,4096,4755,0,0.0032189548929547843
commit+amor,4096,4756,0,0.003228170436921783
commit+amor,4096,4757,0,0.0032275758393945763
commit+amor,4096,4758,0,0.003226982451870534
commit+amor,4096,4759,0,0.00322639090313091
commit+amor,4096,476,0,0.0022459833151260503
commit+amor,4096,4760,0,0.0032257958722689078
commit+amor,4096,4761,0,0.0032252017009031715
commit+amor,4096,4762,0,0.0032246061906761863
commit+amor,4096,4763,0,0.003224014196934705
commit+amor,4096,4764,0,0.0032234231532325777
commit+amor,4096,4765,0,0.0032228311769150054
commit+amor,4096,4766,0,0.003222233566512799
commit+amor,4096,4767,0,0.0032216426595342985
commit+amor,4096,4768,0,0.003221050009647651
commit+amor,4096,4769,0,0.0032204576632417696
commit+amor,4096,477,0,0.002241783098532495
commit+amor,4096,4770,0,0.0032198677396226413
commit+amor,4096,4771,0,0.003219276111087822
commit+amor,4096,4772,0,0.0032186835142497907
commit+amor,4096,4773,0,0.0032180920875759483
commit+amor,4096,4774,0,0.003217501165479682
commit+amor,4096,4775,0,0.0032169088167539267
commit+amor,4096,4776,0,0.00321631758040201
commit+amor,4096,4777,0,0.003215724255809085
commit+amor,4096,4778,0,0.003215134323984931
commit+amor,4096,4779,0,0.00321454241389412
commit+amor,4096,478,0,0.0022375894309623434
commit+amor,4096,4780,0,0.003213951983263598
commit+amor,4096,4781,0,0.0032227939861953566
commit+amor,4096,4782,0,0.0032222048155583437
commit+amor,4096,4783,0,0.003221614568262597
commit+amor,4096,4784,0,0.0032210223996655516
commit+amor,4096,4785,0,0.0032204343364681293
commit+amor,4096,4786,0,0.00321984165273715
commit+amor,4096,4787,0,0.0032192538433256737
commit+amor,4096,4788,0,0.0032186675639097745
commit+amor,4096,4789,0,0.0032180778584255587
commit+amor,4096,479,0,0.002233394375782881
commit+amor,4096,4790,0,0.003227256069311065
commit+amor,4096,4791,0,0.003226663955750365
commit+amor,4096,4792,0,0.0032260734645242067
commit+amor,4096,4793,0,0.0032254850164823703
commit+amor,4096,4794,0,0.003244528870254485
commit+amor,4096,4795,0,0.003243933080291971
commit+amor,4096,4796,0,0.003243343075062552
commit+amor,4096,4797,0,0.003242749667708985
commit+amor,4096,4798,0,0.0032421549508128387
commit+amor,4096,4799,0,0.003261150373411127
commit+amor,4096,48,0,8.940825e-05
commit+amor,4096,480,0,0.0022292168000000003
commit+amor,4096,4800,0,0.0032801387979166665
commit+amor,4096,4801,0,0.0032795382753593003
commit+amor,4096,4802,0,0.0032789369600166596
commit+amor,4096,4803,0,0.003278338767853425
commit+amor,4096,4804,0,0.0032777373484596172
commit+amor,4096,4805,0,0.0032771374093652447
commit+amor,4096,4806,0,0.0032765369479816897
commit+amor,4096,4807,0,0.003285659248179738
commit+amor,4096,4808,0,0.0032850590008319464
commit+amor,4096,4809,0,0.0032844603023497606
commit+amor,4096,481,0,0.0022250787027027026
commit+amor,4096,4810,0,0.0032838593471933475
commit+amor,4096,4811,0,0.0032832610546663895
commit+amor,4096,4812,0,0.0032826621878636743
commit+amor,4096,4813,0,0.0032820579081653855
commit+amor,4096,4814,0,0.00328145740506855
commit+amor,4096,4815,0,0.0032808585919003115
commit+amor,4096,4816,0,0.003280255319767442
commit+amor,4096,4817,0,0.0032796560564666804
commit+amor,4096,4818,0,0.0032790609647156497
commit+amor,4096,4819,0,0.003278463930691015
commit+amor,4096,482,0,0.0022209530373443983
commit+amor,4096,4820,0,0.0032778693331950207
commit+amor,4096,4821,0,0.003277272428956648
commit+amor,4096,4822,0,0.003276676265450021
commit+amor,4096,4823,0,0.0032760784897366783
commit+amor,4096,4824,0,0.003275485145936982
commit+amor,4096,4825,0,0.0032748892306735753
commit+amor,4096,4826,0,0.0032742897567343554
commit+amor,4096,4827,0,0.003273693754298736
commit+amor,4096,4828,0,0.0032730971980115993
commit+amor,4096,4829,0,0.0032724970660592254
commit+amor,4096,483,0,0.0022168402691511387
commit+amor,4096,4830,0,0.00327190395320911
commit+amor,4096,4831,0,0.0032713066089836472
commit+amor,4096,4832,0,0.0032707114221854306
commit+amor,4096,4833,0,0.003270114608731637
commit+amor,4096,4834,0,0.003269520441456351
commit+amor,4096,4835,0,0.003268924138572906
commit+amor,4096,4836,0,0.0032683328982630274
commit+amor,4096,4837,0,0.003267742357246227
commit+amor,4096,4838,0,0.0032671476816866474
commit+amor,4096,4839,0,0.0032665542161603636
commit+amor,4096,484,0,0.002212772462809917
commit+amor,4096,4840,0,0.003265955546694215
commit+amor,4096,4841,0,0.0032653626626730015
commit+amor,4096,4842,0,0.0032647714386617103
commit+amor,4096,4843,0,0.003264179719182325
commit+amor,4096,4844,0,0.0032732608018166804
commit+amor,4096,4845,0,0.003272667171929825
commit+amor,4096,4846,0,0.003272075981427982
commit+amor,4096,4847,0,0.0032714872122962656
commit+amor,4096,4848,0,0.003270895674917492
commit+amor,4096,4849,0,0.0032703039278201692
commit+amor,4096,485,0,0.0022087089237113403
commit+amor,4096,4850,0,0.003269710286185567
commit+amor,4096,4851,0,0.0032691190274170274
commit+amor,4096,4852,0,0.0032685267448474852
commit+amor,4096,4853,0,0.003267937240881929
commit+amor,4096,4854,0,0.0032766329011124844
commit+amor,4096,4855,0,0.0032760400519052523
commit+amor,4096,4856,0,0.003275447591433278
commit+amor,4096,4857,0,0.0032748550492073297
commit+amor,4096,4858,0,0.0032742631305063812
commit+amor,4096,4859,0,0.0032736729763325786
commit+amor,4096,486,0,0.002204637510288066
commit+amor,4096,4860,0,0.003273082631687243
commit+amor,4096,4861,0,0.0032724912445998766
commit+amor,4096,4862,0,0.003271898600987248
commit+amor,4096,4863,0,0.003271309290561382
commit+amor,4096,4864,0,0.003270719571957237
commit+amor,4096,4865,0,0.0032701284332990748
commit+amor,4096,4866,0,0.0032695379971228937
commit+amor,4096,4867,0,0.003278548955003082
commit+amor,4096,4868,0,0.0032779549667214464
commit+amor,4096,4869,0,0.003277364237009653
commit+amor,4096,487,0,0.0022005748788501028
commit+amor,4096,4870,0,0.003276771620123203
commit+amor,4096,4871,0,0.00327618236748101
commit+amor,4096,4872,0,0.0032755912816091956
commit+amor,4096,4873,0,0.0032750031450851634
commit+amor,4096,4874,0,0.003274415574476816
commit+amor,4096,4875,0,0.003273824638769231
commit+amor,4096,4876,0,0.0032732291324856443
commit+amor,4096,4877,0,0.003272637528808694
commit+amor,4096,4878,0,0.003272048564575646
commit+amor,4096,4879,0,0.0032714573551957367
commit+amor,4096,488,0,0.0021965548319672133
commit+amor,4096,4880,0,0.0032708687110655737
commit+amor,4096,4881,0,0.0032702818213480845
commit+amor,4096,4882,0,0.0032696944702990576
commit+amor,4096,4883,0,0.0032691057763669876
commit+amor,4096,4884,0,0.00326851689025389
commit+amor,4096,4885,0,0.0032679317367451384
commit+amor,4096,4886,0,0.003267346336062219
commit+amor,4096,4887,0,0.003266756695723348
commit+amor,4096,4888,0,0.003266169545826514
commit+amor,4096,4889,0,0.003265582385354878
commit+amor,4096,489,0,0.002192525345603272
commit+amor,4096,4890,0,0.003264999400817996
commit+amor,4096,4891,0,0.003264413940707422
commit+amor,4096,4892,0,0.0032638314333605888
commit+amor,4096,4893,0,0.003263245337829552
commit+amor,4096,4894,0,0.003262658745402534
commit+amor,4096,4895,0,0.0032620692143003065
commit+amor,4096,4896,0,0.0032614882716503267
commit+amor,4096,4897,0,0.003260902540739228
commit+amor,4096,4898,0,0.0032603184842792975
commit+amor,4096,4899,0,0.0032597339305980816
commit+amor,4096,49,0,8.968036734693878e-05
commit+amor,4096,490,0,0.0021885289836734694
commit+amor,4096,4900,0,0.003259151127346939
commit+amor,4096,4901,0,0.0032585684142011836
commit+amor,4096,4902,0,0.003257988035495716
commit+amor,4096,4903,0,0.003257406872119111
commit+amor,4096,4904,0,0.0032568224335236544
commit+amor,4096,4905,0,0.0032562368913353723
commit+amor,4096,4906,0,0.0032652036714227476
commit+amor,4096,4907,0,0.0032646221218667207
commit+amor,4096,4908,0,0.003264037137734311
commit+amor,4096,4909,0,0.0032634519437767366
commit+amor,4096,491,0,0.002184557136456212
commit+amor,4096,4910,0,0.0032628662179226067
commit+amor,4096,4911,0,0.003262281517817145
commit+amor,4096,4912,0,0.0032616988815146577
commit+amor,4096,4913,0,0.00326111644616324
commit+amor,4096,4914,0,0.003260534695563696
commit+amor,4096,4915,0,0.0032599552919633777
commit+amor,4096,4916,0,0.0032593743893409273
commit+amor,4096,4917,0,0.0032587933479764084
commit+amor,4096,4918,0,0.0032582109707198046
commit+amor,4096,4919,0,0.0032576302232161006
commit+amor,4096,492,0,0.0021805996463414635
commit+amor,4096,4920,0,0.0032570497117886178
commit+amor,4096,4921,0,0.003256470847795164
commit+amor,4096,4922,0,0.003255887540430719
commit+amor,4096,4923,0,0.0032553094690229534
commit+amor,4096,4924,0,0.0032547297416734367
commit+amor,4096,4925,0,0.0032636428406091376
commit+amor,4096,4926,0,0.003263058319935039
commit+amor,4096,4927,0,0.0032716267387862797
commit+amor,4096,4928,0,0.0032710463810876624
commit+amor,4096,4929,0,0.003270462335159262
commit+amor,4096,493,0,0.00217663984989858
commit+amor,4096,4930,0,0.003269879684381339
commit+amor,4096,4931,0,0.003269294507807747
commit+amor,4096,4932,0,0.003268712349148419
commit+amor,4096,4933,0,0.0032681335442935333
commit+amor,4096,4934,0,0.0032675558998783946
commit+amor,4096,4935,0,0.003266973129078014
commit+amor,4096,4936,0,0.0032663926065640194
commit+amor,4096,4937,0,0.003265814046586996
commit+amor,4096,4938,0,0.0032652296338598627
commit+amor,4096,4939,0,0.0032646502624012956
commit+amor,4096,494,0,0.0021727158299595143
commit+amor,4096,4940,0,0.0032640667842105267
commit+amor,4096,4941,0,0.0032634859255211497
commit+amor,4096,4942,0,0.003281928300687981
commit+amor,4096,4943,0,0.0032813448456403
commit+amor,4096,4944,0,0.0032807614486245955
commit+amor,4096,4945,0,0.003280180829929222
commit+amor,4096,4946,0,0.003279597548321876
commit+amor,4096,4947,0,0.0032790175415403273
commit+amor,4096,4948,0,0.003278437076798706
commit+amor,4096,4949,0,0.0032778560295009095
commit+amor,4096,495,0,0.0021687888484848484
commit+amor,4096,4950,0,0.003277274505858586
commit+amor,4096,4951,0,0.0032766939091092707
commit+amor,4096,4952,0,0.0032761132104200327
commit+amor,4096,4953,0,0.003275537431455683
commit+amor,4096,4954,0,0.0032749592414210737
commit+amor,4096,4955,0,0.003274377239959637
commit+amor,4096,4956,0,0.003273793008474576
commit+amor,4096,4957,0,0.0032732117119225338
commit+amor,4096,4958,0,0.0032726312666397743
commit+amor,4096,4959,0,0.003272051989110708
commit+amor,4096,496,0,0.0021648927620967744
commit+amor,4096,4960,0,0.0032998773725806453
commit+amor,4096,4961,0,0.0032992916371699255
commit+amor,4096,4962,0,0.0032987061737202745
commit+amor,4096,4963,0,0.0032981217420914766
commit+amor,4096,4964,0,0.003297538396454472
commit+amor,4096,4965,0,0.0032969558702920444
commit+amor,4096,4966,0,0.0032963722327829237
commit+amor,4096,4967,0,0.0032957889905375474
commit+amor,4096,4968,0,0.0032952007109500804
commit+amor,4096,4969,0,0.0032946133745220367
commit+amor,4096,497,0,0.0021610005070422534
commit+amor,4096,4970,0,0.0032940321114688126
commit+amor,4096,4971,0,0.003293448057936029
commit+amor,4096,4972,0,0.003292867385358005
commit+amor,4096,4973,0,0.003292284932234064
commit+amor,4096,4974,0,0.0032917035629272218
commit+amor,4096,4975,0,0.003300527968241206
commit+amor,4096,4976,0,0.00329994572266881
commit+amor,4096,4977,0,0.003299362721719912
commit+amor,4096,4978,0,0.0032987786311771796
commit+amor,4096,4979,0,0.0032981957650130545
commit+amor,4096,498,0,0.0021571353493975904
commit+amor,4096,4980,0,0.0032976120550200806
commit+amor,4096,4981,0,0.0032970323906846015
commit+amor,4096,4982,0,0.003296453259735046
commit+amor,4096,4983,0,0.0032958679927754366
commit+amor,4096,4984,0,0.0032952859414125198
commit+amor,4096,4985,0,0.003294704211835507
commit+amor,4096,4986,0,0.003294122539109506
commit+amor,4096,4987,0,0.0032935389316222177
commit+amor,4096,4988,0,0.00329295853648757
commit+amor,4096,4989,0,0.0033112186301864103
commit+amor,4096,499,0,0.00215329273747495
commit+amor,4096,4990,0,0.003310634836472946
commit+amor,4096,4991,0,0.0033100496561811257
commit+amor,4096,4992,0,0.0033094665761217953
commit+amor,4096,4993,0,0.0033088823216503105
commit+amor,4096,4994,0,0.003308300835402483
commit+amor,4096,4995,0,0.003307717083883884
commit+amor,4096,4996,0,0.003307134128102482
commit+amor,4096,4997,0,0.0033065528312987797
commit+amor,4096,4998,0,0.0033059700448179272
commit+amor,4096,4999,0,0.0033053909717943586
commit+amor,4096,5,0,6.18136e-05
commit+amor,4096,50,0,9.005579999999999e-05
commit+amor,4096,500,0,0.0022401430919999996
commit+amor,4096,5000,0,0.0033138248404000004
commit+amor,4096,5001,0,0.0033132400163967206
commit+amor,4096,5002,0,0.003312658836065574
commit+amor,4096,5003,0,0.003312074690385769
commit+amor,4096,5004,0,0.003311493939648281
commit+amor,4096,5005,0,0.0033109107164835164
commit+amor,4096,5006,0,0.003310331254894127
commit+amor,4096,5007,0,0.003309749708408228
commit+amor,4096,5008,0,0.0033091698146964854
commit+amor,4096,5009,0,0.0033085872054302258
commit+amor,4096,501,0,0.0022361258483033935
commit+amor,4096,5010,0,0.0033080079073852294
commit+amor,4096,5011,0,0.003307427253242866
commit+amor,4096,5012,0,0.0033068503579409417
commit+amor,4096,5013,0,0.0033062689040494714
commit+amor,4096,5014,0,0.003305690293976865
commit+amor,4096,5015,0,0.0033051106173479566
commit+amor,4096,5016,0,0.0033045294752791065
commit+amor,4096,5017,0,0.0033039490875024914
commit+amor,4096,5018,0,0.0033033636070147468
commit+amor,4096,5019,0,0.003302785434150229
commit+amor,4096,502,0,0.002232148848605578
commit+amor,4096,5020,0,0.003302206809163347
commit+amor,4096,5021,0,0.003301629902409879
commit+amor,4096,5022,0,0.0033010524201513344
commit+amor,4096,5023,0,0.003309799272546287
commit+amor,4096,5024,0,0.0033092217058121017
commit+amor,4096,5025,0,0.003308646101492537
commit+amor,4096,5026,0,0.003317396618384401
commit+amor,4096,5027,0,0.0033168146337776007
commit+amor,4096,5028,0,0.003316234943516309
commit+amor,4096,5029,0,0.0033156573712467686
commit+amor,4096,503,0,0.002228183642147117
commit+amor,4096,5030,0,0.003315077512524851
commit+amor,4096,5031,0,0.0033144996128006356
commit+amor,4096,5032,0,0.003313919429650239
commit+amor,4096,5033,0,0.0033133374329425793
commit+amor,4096,5034,0,0.003312758006754072
commit+amor,4096,5035,0,0.0033121789855014893
commit+amor,4096,5036,0,0.00331159687807784
commit+amor,4096,5037,0,0.0033110158379988084
commit+amor,4096,5038,0,0.0033104378380309648
commit+amor,4096,5039,0,0.003309858289740028
commit+amor,4096,504,0,0.0022241992896825397
commit+amor,4096,5040,0,0.0033092806448412697
commit+amor,4096,5041,0,0.00330870436183297
commit+amor,4096,5042,0,0.0033081285692185642
commit+amor,4096,5043,0,0.003307548874876066
commit+amor,4096,5044,0,0.0033069725114988104
commit+amor,4096,5045,0,0.0033063954878097125
commit+amor,4096,5046,0,0.0033058197205707487
commit+amor,4096,5047,0,0.0033052440943134535
commit+amor,4096,5048,0,0.003304670175911252
commit+amor,4096,5049,0,0.0033040932125173303
commit+amor,4096,505,0,0.0022202589108910892
commit+amor,4096,5050,0,0.0033035181310891093
