probe,BLOCK_SIZE,n,SEED,bench_simtime
commit+amor,1048576,3666,0,0.00016526275777414075
commit+amor,1048576,3667,0,0.0001652708044723207
commit+amor,1048576,3668,0,0.00016528339967284623
commit+amor,1048576,3669,0,0.00016528990297083674
commit+amor,1048576,367,0,0.00012154930245231608
commit+amor,1048576,3670,0,0.0001652935280653951
commit+amor,1048576,3671,0,0.00016530328139471534
commit+amor,1048576,3672,0,0.00016530647004357299
commit+amor,1048576,3673,0,0.00016531075796351755
commit+amor,1048576,3674,0,0.00016532080947196515
commit+amor,1048576,3675,0,0.0001653220293877551
commit+amor,1048576,3676,0,0.0001653250184983678
commit+amor,1048576,3677,0,0.00016532673810171333
commit+amor,1048576,3678,0,0.00016532730886351278
commit+amor,1048576,3679,0,0.0001653336145691764
commit+amor,1048576,368,0,0.00012157557608695651
commit+amor,1048576,3680,0,0.0001653397260869565
commit+amor,1048576,3681,0,0.00016534435425156208
commit+amor,1048576,3682,0,0.00016535100869092886
commit+amor,1048576,3683,0,0.00016535770784686398
commit+amor,1048576,3684,0,0.00016536602442996742
commit+amor,1048576,3685,0,0.0001653729063772049
commit+amor,1048576,3686,0,0.00016537847151383613
commit+amor,1048576,3687,0,0.00016538374938974775
commit+amor,1048576,3688,0,0.00016539240780911064
commit+amor,1048576,3689,0,0.00016539982325833557
commit+amor,1048576,369,0,0.00012164863956639566
commit+amor,1048576,3690,0,0.0001654087111111111
commit+amor,1048576,3691,0,0.00016541004389054458
commit+amor,1048576,3692,0,0.00016541659154929576
commit+amor,1048576,3693,0,0.00016542215976171135
commit+amor,1048576,3694,0,0.00016542560638873848
commit+amor,1048576,3695,0,0.00016543185818673886
commit+amor,1048576,3696,0,0.00016543651352813853
commit+amor,1048576,3697,0,0.00016544684825534216
commit+amor,1048576,3698,0,0.00016545106922660898
commit+amor,1048576,3699,0,0.00016545906623411733
commit+amor,1048576,37,0,8.59388108108108e-05
commit+amor,1048576,370,0,0.00012172867027027027
commit+amor,1048576,3700,0,0.0001654657054054054
commit+amor,1048576,3701,0,0.0001654640043231559
commit+amor,1048576,3702,0,0.0001654656520799568
commit+amor,1048576,3703,0,0.00016547223602484472
commit+amor,1048576,3704,0,0.00016548334773218144
commit+amor,1048576,3705,0,0.00016548688636977058
commit+amor,1048576,3706,0,0.00016549644738262276
commit+amor,1048576,3707,0,0.00016550351335311574
commit+amor,1048576,3708,0,0.00016550600107874866
commit+amor,1048576,3709,0,0.0001655135578322998
commit+amor,1048576,371,0,0.00012180281940700808
commit+amor,1048576,3710,0,0.00016551976064690027
commit+amor,1048576,3711,0,0.0001655310530854217
commit+amor,1048576,3712,0,0.00016553736637931035
commit+amor,1048576,3713,0,0.00016554050471316993
commit+amor,1048576,3714,0,0.00016554461173936457
commit+amor,1048576,3715,0,0.00016555212328398387
commit+amor,1048576,3716,0,0.00016555279386437028
commit+amor,1048576,3717,0,0.00016555921119182137
commit+amor,1048576,3718,0,0.0001655655545992469
commit+amor,1048576,3719,0,0.00016557002688894864
commit+amor,1048576,372,0,0.00012180923118279571
commit+amor,1048576,3720,0,0.0001655720634408602
commit+amor,1048576,3721,0,0.00016558404353668368
commit+amor,1048576,3722,0,0.00016559240300913488
commit+amor,1048576,3723,0,0.00016559896535052378
commit+amor,1048576,3724,0,0.00016560578302900105
commit+amor,1048576,3725,0,0.00016561240859060402
commit+amor,1048576,3726,0,0.00016562200268384328
commit+amor,1048576,3727,0,0.00016562916286557553
commit+amor,1048576,3728,0,0.00016563855901287553
commit+amor,1048576,3729,0,0.00016563955805846072
commit+amor,1048576,373,0,0.00012187970509383379
commit+amor,1048576,3730,0,0.00016564635388739948
commit+amor,1048576,3731,0,0.00016565272205842937
commit+amor,1048576,3732,0,0.00016565708520900323
commit+amor,1048576,3733,0,0.00016566380069649075
commit+amor,1048576,3734,0,0.0001656719239421532
commit+amor,1048576,3735,0,0.00016567820829986612
commit+amor,1048576,3736,0,0.00016568792451820128
commit+amor,1048576,3737,0,0.0001656965758629917
commit+amor,1048576,3738,0,0.0001657012257891921
commit+amor,1048576,3739,0,0.00016570610858518322
commit+amor,1048576,374,0,0.00012194579679144384
commit+amor,1048576,3740,0,0.00016571333903743317
commit+amor,1048576,3741,0,0.00016571908420208502
commit+amor,1048576,3742,0,0.00016572788081239978
commit+amor,1048576,3743,0,0.00016573415923056372
commit+amor,1048576,3744,0,0.00016574059935897437
commit+amor,1048576,3745,0,0.00016575142536715622
commit+amor,1048576,3746,0,0.00016575959423384943
commit+amor,1048576,3747,0,0.00016576379396850813
commit+amor,1048576,3748,0,0.00016577575400213447
commit+amor,1048576,3749,0,0.00016577975993598294
commit+amor,1048576,375,0,0.00012201974933333334
commit+amor,1048576,3750,0,0.0001657867168
commit+amor,1048576,3751,0,0.00016579613063183153
commit+amor,1048576,3752,0,0.00016580319669509593
commit+amor,1048576,3753,0,0.00016580936850519587
commit+amor,1048576,3754,0,0.00016581511561001598
commit+amor,1048576,3755,0,0.00016582420772303595
commit+amor,1048576,3756,0,0.00016583371618743344
commit+amor,1048576,3757,0,0.0001658427037529944
commit+amor,1048576,3758,0,0.00016585143001596593
commit+amor,1048576,3759,0,0.00016585727533918596
commit+amor,1048576,376,0,0.00012209027127659574
commit+amor,1048576,3760,0,0.0001658640760638298
commit+amor,1048576,3761,0,0.0001658688869981388
commit+amor,1048576,3762,0,0.0001658728543328017
commit+amor,1048576,3763,0,0.00016587810310922136
commit+amor,1048576,3764,0,0.00016588692295430393
commit+amor,1048576,3765,0,0.000165890414873838
commit+amor,1048576,3766,0,0.00016589703186404675
commit+amor,1048576,3767,0,0.00016589459251393682
commit+amor,1048576,3768,0,0.0001659035153927813
commit+amor,1048576,3769,0,0.00016590688246219157
commit+amor,1048576,377,0,0.0001221657824933687
commit+amor,1048576,3770,0,0.0001659109702917772
commit+amor,1048576,3771,0,0.00016591666454521346
commit+amor,1048576,3772,0,0.00016592622481442204
commit+amor,1048576,3773,0,0.00016593512748476014
commit+amor,1048576,3774,0,0.00016593866772655007
commit+amor,1048576,3775,0,0.00016594714331125826
commit+amor,1048576,3776,0,0.00016594846716101695
commit+amor,1048576,3777,0,0.00016595223404818638
commit+amor,1048576,3778,0,0.00016596142032821598
commit+amor,1048576,3779,0,0.0001659674855781953
commit+amor,1048576,378,0,0.000122211126984127
commit+amor,1048576,3780,0,0.00016597012751322753
commit+amor,1048576,3781,0,0.0001659772097328749
commit+amor,1048576,3782,0,0.00016598345161290322
commit+amor,1048576,3783,0,0.0001659923156225218
commit+amor,1048576,3784,0,0.0001660015459830867
commit+amor,1048576,3785,0,0.00016601005178335537
commit+amor,1048576,3786,0,0.00016601755414685684
commit+amor,1048576,3787,0,0.00016602616741484026
commit+amor,1048576,3788,0,0.00016603168954593454
commit+amor,1048576,3789,0,0.00016603843916600686
commit+amor,1048576,379,0,0.00012228429023746702
commit+amor,1048576,3790,0,0.00016604240158311345
commit+amor,1048576,3791,0,0.00016605630809812715
commit+amor,1048576,3792,0,0.0001660623496835443
commit+amor,1048576,3793,0,0.00016606570050092277
commit+amor,1048576,3794,0,0.0001660704164470216
commit+amor,1048576,3795,0,0.00016607341554677208
commit+amor,1048576,3796,0,0.00016607432929399368
commit+amor,1048576,3797,0,0.00016607998841190416
commit+amor,1048576,3798,0,0.00016609147604002106
commit+amor,1048576,3799,0,0.00016609784469597262
commit+amor,1048576,38,0,8.614968421052631e-05
commit+amor,1048576,380,0,0.00012233093157894737
commit+amor,1048576,3800,0,0.0001661043257894737
commit+amor,1048576,3801,0,0.00016611133543804264
commit+amor,1048576,3802,0,0.000166115266175697
commit+amor,1048576,3803,0,0.00016612143728635288
commit+amor,1048576,3804,0,0.00016612707360672978
commit+amor,1048576,3805,0,0.00016612827122207622
commit+amor,1048576,3806,0,0.00016613718129269574
commit+amor,1048576,3807,0,0.00016614553349093774
commit+amor,1048576,3808,0,0.00016615471218487396
commit+amor,1048576,3809,0,0.0001661629619322657
commit+amor,1048576,381,0,0.00012240501837270341
commit+amor,1048576,3810,0,0.00016617136955380578
commit+amor,1048576,3811,0,0.0001661790800314878
commit+amor,1048576,3812,0,0.0001661875477439664
commit+amor,1048576,3813,0,0.00016618831209021768
commit+amor,1048576,3814,0,0.0001661870020975354
commit+amor,1048576,3815,0,0.00016619373368283093
commit+amor,1048576,3816,0,0.0001662018894129979
commit+amor,1048576,3817,0,0.00016620334084359445
commit+amor,1048576,3818,0,0.00016621201938187534
commit+amor,1048576,3819,0,0.00016621802409007595
commit+amor,1048576,382,0,0.0001224119895287958
commit+amor,1048576,3820,0,0.00016622368010471203
commit+amor,1048576,3821,0,0.00016622767704789322
commit+amor,1048576,3822,0,0.00016622624437467295
commit+amor,1048576,3823,0,0.00016623012346324875
commit+amor,1048576,3824,0,0.0001662402060669456
commit+amor,1048576,3825,0,0.00016624212653594772
commit+amor,1048576,3826,0,0.00016624882435964454
commit+amor,1048576,3827,0,0.00016625487535928924
commit+amor,1048576,3828,0,0.0001662610381400209
commit+amor,1048576,3829,0,0.00016627344162966834
commit+amor,1048576,383,0,0.0001224655091383812
commit+amor,1048576,3830,0,0.0001662788140992167
commit+amor,1048576,3831,0,0.00016628680083529104
commit+amor,1048576,3832,0,0.00016629581419624217
commit+amor,1048576,3833,0,0.00016630207304983043
commit+amor,1048576,3834,0,0.0001663096812728221
commit+amor,1048576,3835,0,0.0001663187744458931
commit+amor,1048576,3836,0,0.000166322799270073
commit+amor,1048576,3837,0,0.00016633163304665105
commit+amor,1048576,3838,0,0.00016634334757686294
commit+amor,1048576,3839,0,0.0001663447757228445
commit+amor,1048576,384,0,0.00012251165625000001
commit+amor,1048576,3840,0,0.00016635119322916666
commit+amor,1048576,3841,0,0.00016635332777922417
commit+amor,1048576,3842,0,0.00016636156949505465
commit+amor,1048576,3843,0,0.0001663698532396565
commit+amor,1048576,3844,0,0.00016637614308012485
commit+amor,1048576,3845,0,0.00016638121716514953
commit+amor,1048576,3846,0,0.0001663825647425897
commit+amor,1048576,3847,0,0.0001663913600207954
commit+amor,1048576,3848,0,0.00016640293607068606
commit+amor,1048576,3849,0,0.0001664090485840478
commit+amor,1048576,385,0,0.0001225411272727273
commit+amor,1048576,3850,0,0.00016641760155844157
commit+amor,1048576,3851,0,0.00016641864139184626
commit+amor,1048576,3852,0,0.0001664271194184839
commit+amor,1048576,3853,0,0.00016643531845315338
commit+amor,1048576,3854,0,0.0001664360103788272
commit+amor,1048576,3855,0,0.0001664403953307393
commit+amor,1048576,3856,0,0.00016644657935684649
commit+amor,1048576,3857,0,0.00016644476069484053
commit+amor,1048576,3858,0,0.00016645082633488854
commit+amor,1048576,3859,0,0.00016645859652759782
commit+amor,1048576,386,0,0.00012254493264248707
commit+amor,1048576,3860,0,0.00016646490518134715
commit+amor,1048576,3861,0,0.0001664722797202797
commit+amor,1048576,3862,0,0.00016648201864319007
commit+amor,1048576,3863,0,0.00016648836241263266
commit+amor,1048576,3864,0,0.0001664924741200828
commit+amor,1048576,3865,0,0.00016649485433376456
commit+amor,1048576,3866,0,0.00016649605173305743
commit+amor,1048576,3867,0,0.00016650586397724332
commit+amor,1048576,3868,0,0.000166511556876939
commit+amor,1048576,3869,0,0.000166522789868183
commit+amor,1048576,387,0,0.00012255554005167959
commit+amor,1048576,3870,0,0.00016652170749354006
commit+amor,1048576,3871,0,0.00016652832291397574
commit+amor,1048576,3872,0,0.00016652839772727274
commit+amor,1048576,3873,0,0.00016653523521817715
commit+amor,1048576,3874,0,0.0001665432942694889
commit+amor,1048576,3875,0,0.00016654744774193548
commit+amor,1048576,3876,0,0.00016654976109391125
commit+amor,1048576,3877,0,0.00016655617797265928
commit+amor,1048576,3878,0,0.00016656197833935017
commit+amor,1048576,3879,0,0.00016657054137664347
commit+amor,1048576,388,0,0.00012259984536082473
commit+amor,1048576,3880,0,0.00016657898659793816
commit+amor,1048576,3881,0,0.00016659057510950786
commit+amor,1048576,3882,0,0.0001666033127253993
commit+amor,1048576,3883,0,0.0001666109956219418
commit+amor,1048576,3884,0,0.00016661197682801238
commit+amor,1048576,3885,0,0.0001666223691119691
commit+amor,1048576,3886,0,0.00016662870663921773
commit+amor,1048576,3887,0,0.00016663497350141498
commit+amor,1048576,3888,0,0.00016663949639917695
commit+amor,1048576,3889,0,0.00016664847004371303
commit+amor,1048576,389,0,0.00012264685861182518
commit+amor,1048576,3890,0,0.00016665172133676094
commit+amor,1048576,3891,0,0.0001666535034695451
commit+amor,1048576,3892,0,0.00016665709095580678
commit+amor,1048576,3893,0,0.00016666049627536605
commit+amor,1048576,3894,0,0.00016666448638931689
commit+amor,1048576,3895,0,0.00016666459306803594
commit+amor,1048576,3896,0,0.0001666673619096509
commit+amor,1048576,3897,0,0.00016667076109828073
commit+amor,1048576,3898,0,0.00016667848845561826
commit+amor,1048576,3899,0,0.00016668210874583227
commit+amor,1048576,39,0,8.651871794871796e-05
commit+amor,1048576,390,0,0.00012269768717948718
commit+amor,1048576,3900,0,0.00016669122615384615
commit+amor,1048576,3901,0,0.00016669236247116124
commit+amor,1048576,3902,0,0.00016670124705279343
commit+amor,1048576,3903,0,0.00016669972277735074
commit+amor,1048576,3904,0,0.00016670612397540985
commit+amor,1048576,3905,0,0.00016671103559539054
commit+amor,1048576,3906,0,0.00016671599027137738
commit+amor,1048576,3907,0,0.00016672497005374966
commit+amor,1048576,3908,0,0.00016672868270214944
commit+amor,1048576,3909,0,0.00016673452954719877
commit+amor,1048576,391,0,0.00012276398465473144
commit+amor,1048576,3910,0,0.0001667510726342711
commit+amor,1048576,3911,0,0.0001667528872411148
commit+amor,1048576,3912,0,0.0001667646099182004
commit+amor,1048576,3913,0,0.00016676949654996167
commit+amor,1048576,3914,0,0.0001667751676034747
commit+amor,1048576,3915,0,0.00016678422630906768
commit+amor,1048576,3916,0,0.00016678275280898876
commit+amor,1048576,3917,0,0.00016678570130201684
commit+amor,1048576,3918,0,0.0001667906671771312
commit+amor,1048576,3919,0,0.0001667939489665731
commit+amor,1048576,392,0,0.00012277568877551022
commit+amor,1048576,3920,0,0.00016679942602040816
commit+amor,1048576,3921,0,0.000166805415965315
commit+amor,1048576,3922,0,0.00016681492095869455
commit+amor,1048576,3923,0,0.00016681866326790723
commit+amor,1048576,3924,0,0.00016682155198776758
commit+amor,1048576,3925,0,0.0001668233421656051
commit+amor,1048576,3926,0,0.0001668271462047886
commit+amor,1048576,3927,0,0.000166835470333588
commit+amor,1048576,3928,0,0.00016684121639511202
commit+amor,1048576,3929,0,0.00016684190379231357
commit+amor,1048576,393,0,0.00012280164885496183
commit+amor,1048576,3930,0,0.00016684827175572517
commit+amor,1048576,3931,0,0.00016685434596794708
commit+amor,1048576,3932,0,0.00016686271922685655
commit+amor,1048576,3933,0,0.00016686896516653952
commit+amor,1048576,3934,0,0.0001668773304524657
commit+amor,1048576,3935,0,0.0001668811573062262
commit+amor,1048576,3936,0,0.00016688641158536585
commit+amor,1048576,3937,0,0.00016689498958597917
commit+amor,1048576,3938,0,0.0001668961752158456
commit+amor,1048576,3939,0,0.00016690333942625033
commit+amor,1048576,394,0,0.00012285603553299494
commit+amor,1048576,3940,0,0.00016690601675126905
commit+amor,1048576,3941,0,0.00016690556914488708
commit+amor,1048576,3942,0,0.00016690405327245055
commit+amor,1048576,3943,0,0.0001669127917829064
commit+amor,1048576,3944,0,0.0001669192971602434
commit+amor,1048576,3945,0,0.00016692499721166032
commit+amor,1048576,3946,0,0.000166930471363406
commit+amor,1048576,3947,0,0.00016693908284773245
commit+amor,1048576,3948,0,0.00016694958206686932
commit+amor,1048576,3949,0,0.00016695611496581414
commit+amor,1048576,395,0,0.00012294552911392404
commit+amor,1048576,3950,0,0.00016696453569620254
commit+amor,1048576,3951,0,0.0001669734188812959
commit+amor,1048576,3952,0,0.00016697435779352226
commit+amor,1048576,3953,0,0.0001669835679230964
commit+amor,1048576,3954,0,0.00016698694941831056
commit+amor,1048576,3955,0,0.00016698697294563843
commit+amor,1048576,3956,0,0.0001669921289180991
commit+amor,1048576,3957,0,0.0001670004806671721
commit+amor,1048576,3958,0,0.00016700876200101061
commit+amor,1048576,3959,0,0.0001670165945945946
commit+amor,1048576,396,0,0.00012298972727272728
commit+amor,1048576,3960,0,0.00016701991767676766
commit+amor,1048576,3961,0,0.00016702295077000758
commit+amor,1048576,3962,0,0.00016703088490661283
commit+amor,1048576,3963,0,0.00016703220590461772
commit+amor,1048576,3964,0,0.00016704239606458123
commit+amor,1048576,3965,0,0.00016705045145018916
commit+amor,1048576,3966,0,0.0001670556232980333
commit+amor,1048576,3967,0,0.00016706409377363247
commit+amor,1048576,3968,0,0.00016707251512096773
commit+amor,1048576,3969,0,0.0001670759722852104
commit+amor,1048576,397,0,0.00012304499748110831
commit+amor,1048576,3970,0,0.00016708130931989925
commit+amor,1048576,3971,0,0.00016708960916645682
commit+amor,1048576,3972,0,0.00016709124471299094
commit+amor,1048576,3973,0,0.0001670979899320413
commit+amor,1048576,3974,0,0.0001671018344237544
commit+amor,1048576,3975,0,0.0001671099889308176
commit+amor,1048576,3976,0,0.00016711809456740443
commit+amor,1048576,3977,0,0.0001671215991953734
commit+amor,1048576,3978,0,0.0001671320180995475
commit+amor,1048576,3979,0,0.0001671415918572506
commit+amor,1048576,398,0,0.0001231362110552764
commit+amor,1048576,3980,0,0.0001671493944723618
commit+amor,1048576,3981,0,0.0001671522034664657
commit+amor,1048576,3982,0,0.0001671548111501758
commit+amor,1048576,3983,0,0.00016715518955561133
commit+amor,1048576,3984,0,0.00016715907580321286
commit+amor,1048576,3985,0,0.00016716483462986197
commit+amor,1048576,3986,0,0.0001671704801806322
commit+amor,1048576,3987,0,0.00016717821720591924
commit+amor,1048576,3988,0,0.0001671879338014042
commit+amor,1048576,3989,0,0.00016719284181499123
commit+amor,1048576,399,0,0.00012316087719298246
commit+amor,1048576,3990,0,0.0001672007879699248
commit+amor,1048576,3991,0,0.00016720166073665749
commit+amor,1048576,3992,0,0.00016720405260521042
commit+amor,1048576,3993,0,0.0001672114179814676
commit+amor,1048576,3994,0,0.00016721629293940912
commit+amor,1048576,3995,0,0.0001672249496871089
commit+amor,1048576,3996,0,0.00016723390890890891
commit+amor,1048576,3997,0,0.00016724211658744056
commit+amor,1048576,3998,0,0.00016724838619309654
commit+amor,1048576,3999,0,0.00016725194898724682
commit+amor,1048576,4,0,5.8834e-05
commit+amor,1048576,40,0,8.68803e-05
commit+amor,1048576,400,0,0.00012320014
commit+amor,1048576,4000,0,0.000167247841
commit+amor,1048576,4001,0,0.0001672552461884529
commit+amor,1048576,4002,0,0.00016725840929535235
commit+amor,1048576,4003,0,0.00016726416187859105
commit+amor,1048576,4004,0,0.00016727221678321678
commit+amor,1048576,4005,0,0.00016727278352059925
commit+amor,1048576,4006,0,0.00016728151223165252
commit+amor,1048576,4007,0,0.00016728157174943848
commit+amor,1048576,4008,0,0.00016728709181636727
commit+amor,1048576,4009,0,0.00016729716936891994
commit+amor,1048576,401,0,0.00012322407980049874
commit+amor,1048576,4010,0,0.00016730520149625935
commit+amor,1048576,4011,0,0.00016730873946646722
commit+amor,1048576,4012,0,0.00016731981206380856
commit+amor,1048576,4013,0,0.00016732306005482183
commit+amor,1048576,4014,0,0.0001673302476332835
commit+amor,1048576,4015,0,0.000167338898132005
commit+amor,1048576,4016,0,0.0001673432529880478
commit+amor,1048576,4017,0,0.00016734913915857606
commit+amor,1048576,4018,0,0.00016735861025385764
commit+amor,1048576,4019,0,0.00016736151530231402
commit+amor,1048576,402,0,0.00012324505970149252
commit+amor,1048576,4020,0,0.00016736951393034826
commit+amor,1048576,4021,0,0.00016737967122606317
commit+amor,1048576,4022,0,0.0001673849731476877
commit+amor,1048576,4023,0,0.00016739510067114094
commit+amor,1048576,4024,0,0.00016740271073558647
commit+amor,1048576,4025,0,0.00016741027279503106
commit+amor,1048576,4026,0,0.00016741584550422257
commit+amor,1048576,4027,0,0.00016742599950335236
commit+amor,1048576,4028,0,0.0001674292090367428
commit+amor,1048576,4029,0,0.00016743745644080417
commit+amor,1048576,403,0,0.00012326637717121589
commit+amor,1048576,4030,0,0.00016744251513647643
commit+amor,1048576,4031,0,0.00016744807293475565
commit+amor,1048576,4032,0,0.0001674466304563492
commit+amor,1048576,4033,0,0.00016745218447805602
commit+amor,1048576,4034,0,0.0001674603718393654
commit+amor,1048576,4035,0,0.00016746620024783149
commit+amor,1048576,4036,0,0.0001674734871159564
commit+amor,1048576,4037,0,0.00016748144513252413
commit+amor,1048576,4038,0,0.0001674891604754829
commit+amor,1048576,4039,0,0.00016749201881653873
commit+amor,1048576,404,0,0.00012331499999999998
commit+amor,1048576,4040,0,0.0001674999014851485
commit+amor,1048576,4041,0,0.00016750543132887898
commit+amor,1048576,4042,0,0.00016751432805541813
commit+amor,1048576,4043,0,0.00016752437348503584
commit+amor,1048576,4044,0,0.00016752693719090012
commit+amor,1048576,4045,0,0.00016753306353522866
commit+amor,1048576,4046,0,0.0001675361883341572
commit+amor,1048576,4047,0,0.0001675415922905856
commit+amor,1048576,4048,0,0.0001675447574110672
commit+amor,1048576,4049,0,0.0001675528268708323
commit+amor,1048576,405,0,0.00012339853827160493
commit+amor,1048576,4050,0,0.0001675585486419753
commit+amor,1048576,4051,0,0.0001675671098494199
commit+amor,1048576,4052,0,0.0001675754935834156
commit+amor,1048576,4053,0,0.00016758272292129287
commit+amor,1048576,4054,0,0.00016759070843611247
commit+amor,1048576,4055,0,0.000167594938594328
commit+amor,1048576,4056,0,0.00016760475887573964
commit+amor,1048576,4057,0,0.0001676106310081341
commit+amor,1048576,4058,0,0.0001676184056185313
commit+amor,1048576,4059,0,0.00016762344813993593
commit+amor,1048576,406,0,0.00012344117733990148
commit+amor,1048576,4060,0,0.00016763143251231525
commit+amor,1048576,4061,0,0.0001676385254863334
commit+amor,1048576,4062,0,0.00016764172033481044
commit+amor,1048576,4063,0,0.00016764551956682255
commit+amor,1048576,4064,0,0.00016765597834645667
commit+amor,1048576,4065,0,0.00016766394489544896
commit+amor,1048576,4066,0,0.00016766762764387603
commit+amor,1048576,4067,0,0.00016767091959675438
commit+amor,1048576,4068,0,0.00016767630629301868
commit+amor,1048576,4069,0,0.0001676820353895306
commit+amor,1048576,407,0,0.00012350412285012284
commit+amor,1048576,4070,0,0.00016769125995085994
commit+amor,1048576,4071,0,0.00016769963841807908
commit+amor,1048576,4072,0,0.00016770701964636544
commit+amor,1048576,4073,0,0.00016771966265651854
commit+amor,1048576,4074,0,0.00016772759597447228
commit+amor,1048576,4075,0,0.0001677351808588957
commit+amor,1048576,4076,0,0.00016774526300294406
commit+amor,1048576,4077,0,0.00016775318420407162
commit+amor,1048576,4078,0,0.0001677600892594409
commit+amor,1048576,4079,0,0.00016777065359156656
commit+amor,1048576,408,0,0.000123543931372549
commit+amor,1048576,4080,0,0.00016777457745098038
commit+amor,1048576,4081,0,0.0001677789512374418
commit+amor,1048576,4082,0,0.0001677824835864772
commit+amor,1048576,4083,0,0.00016778534704873867
commit+amor,1048576,4084,0,0.00016778859647404506
commit+amor,1048576,4085,0,0.0001677870893512852
commit+amor,1048576,4086,0,0.00016779442388644152
commit+amor,1048576,4087,0,0.00016780199070222656
commit+amor,1048576,4088,0,0.00016780910273972603
commit+amor,1048576,4089,0,0.00016781019271215456
commit+amor,1048576,409,0,0.00012356871393643033
commit+amor,1048576,4090,0,0.00016782202787286063
commit+amor,1048576,4091,0,0.00016782732437056955
commit+amor,1048576,4092,0,0.00016783094379276638
commit+amor,1048576,4093,0,0.00016783219887612998
commit+amor,1048576,4094,0,0.00016783740449438203
commit+amor,1048576,4095,0,0.00016784707203907205
commit+amor,1048576,4096,0,0.000167850404296875
commit+amor,1048576,4097,0,0.00016785221088601416
commit+amor,1048576,4098,0,0.00016786246852122986
commit+amor,1048576,4099,0,0.00016786943937545745
commit+amor,1048576,41,0,8.728429268292683e-05
commit+amor,1048576,410,0,0.00012359380975609756
commit+amor,1048576,4100,0,0.000167879043902439
commit+amor,1048576,4101,0,0.00016788508510119483
commit+amor,1048576,4102,0,0.00016789230326669919
commit+amor,1048576,4103,0,0.00016789870338776504
commit+amor,1048576,4104,0,0.00016790570029239765
commit+amor,1048576,4105,0,0.00016791083069427526
commit+amor,1048576,4106,0,0.00016791809936678032
commit+amor,1048576,4107,0,0.00016792568590211834
commit+amor,1048576,4108,0,0.0001679343169425511
commit+amor,1048576,4109,0,0.00016794195960087612
commit+amor,1048576,411,0,0.0001236380291970803
commit+amor,1048576,4110,0,0.00016794273381995134
commit+amor,1048576,4111,0,0.00016794235319873512
commit+amor,1048576,4112,0,0.00016795283171206228
commit+amor,1048576,4113,0,0.00016795881692195479
commit+amor,1048576,4114,0,0.0001679629834710744
commit+amor,1048576,4115,0,0.00016797268043742408
commit+amor,1048576,4116,0,0.0001679800869776482
commit+amor,1048576,4117,0,0.0001679816191401506
commit+amor,1048576,4118,0,0.00016798923360854785
commit+amor,1048576,4119,0,0.00016799471036659384
commit+amor,1048576,412,0,0.0001237008009708738
commit+amor,1048576,4120,0,0.0001679934432038835
commit+amor,1048576,4121,0,0.00016800098568308663
commit+amor,1048576,4122,0,0.0001680018500727802
commit+amor,1048576,4123,0,0.0001680111986417657
commit+amor,1048576,4124,0,0.00016801677012609118
commit+amor,1048576,4125,0,0.00016802095466666666
commit+amor,1048576,4126,0,0.00016802630780416868
commit+amor,1048576,4127,0,0.00016803361812454568
commit+amor,1048576,4128,0,0.00016804328779069768
commit+amor,1048576,4129,0,0.00016804873819326713
commit+amor,1048576,413,0,0.00012375730750605328
commit+amor,1048576,4130,0,0.00016805237723970944
commit+amor,1048576,4131,0,0.00016805350375211813
commit+amor,1048576,4132,0,0.00016805888431752178
commit+amor,1048576,4133,0,0.00016806356012581659
commit+amor,1048576,4134,0,0.00016806861635220127
commit+amor,1048576,4135,0,0.00016808038694074968
commit+amor,1048576,4136,0,0.00016808363056092845
commit+amor,1048576,4137,0,0.00016808661687212957
commit+amor,1048576,4138,0,0.00016809459449009185
commit+amor,1048576,4139,0,0.0001680969615849239
commit+amor,1048576,414,0,0.00012382480193236714
commit+amor,1048576,4140,0,0.0001681058033816425
commit+amor,1048576,4141,0,0.0001681090369475972
commit+amor,1048576,4142,0,0.00016811379671656206
commit+amor,1048576,4143,0,0.0001681231793386435
commit+amor,1048576,4144,0,0.0001681310936293436
commit+amor,1048576,4145,0,0.00016813573848009652
commit+amor,1048576,4146,0,0.0001681412503617945
commit+amor,1048576,4147,0,0.000168145064383892
commit+amor,1048576,4148,0,0.00016815474638379941
commit+amor,1048576,4149,0,0.0001681630248252591
commit+amor,1048576,415,0,0.00012386654939759037
commit+amor,1048576,4150,0,0.0001681685248192771
commit+amor,1048576,4151,0,0.00016817505950373403
commit+amor,1048576,4152,0,0.00016818093497109827
commit+amor,1048576,4153,0,0.00016818871225620033
commit+amor,1048576,4154,0,0.00016819149205584978
commit+amor,1048576,4155,0,0.00016819469410348978
commit+amor,1048576,4156,0,0.00016819984071222331
commit+amor,1048576,4157,0,0.00016820678181380804
commit+amor,1048576,4158,0,0.00016821302164502164
commit+amor,1048576,4159,0,0.00016821860351045923
commit+amor,1048576,416,0,0.00012392753846153845
commit+amor,1048576,4160,0,0.0001682245
commit+amor,1048576,4161,0,0.00016823468156693103
commit+amor,1048576,4162,0,0.00016823797357039887
commit+amor,1048576,4163,0,0.00016824603555128513
commit+amor,1048576,4164,0,0.00016825343948126802
commit+amor,1048576,4165,0,0.0001682572729891957
commit+amor,1048576,4166,0,0.00016826061929908786
commit+amor,1048576,4167,0,0.0001682654826013919
commit+amor,1048576,4168,0,0.00016827325431861804
commit+amor,1048576,4169,0,0.0001682803262173183
commit+amor,1048576,417,0,0.00012394944364508393
commit+amor,1048576,4170,0,0.00016828284220623502
