probe,BLOCK_SIZE,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
usage+per,131072,3840,102.4,102.4,102.4
usage+per,131072,3841,102.3733402759698,102.3733402759698,102.3733402759698
usage+per,131072,3842,102.34669442998438,102.34669442998438,102.34669442998438
usage+per,131072,3843,102.32006245120999,102.32006245120999,102.32006245120999
usage+per,131072,3844,102.29344432882414,102.29344432882414,102.29344432882414
usage+per,131072,3845,102.26684005201561,102.26684005201561,102.26684005201561
usage+per,131072,3846,102.2402496099844,102.2402496099844,102.2402496099844
usage+per,131072,3847,102.21367299194178,102.21367299194178,102.21367299194178
usage+per,131072,3848,102.18711018711019,102.18711018711019,102.18711018711019
usage+per,131072,3849,102.1605611847233,102.1605611847233,102.1605611847233
usage+per,131072,385,340.44675324675325,340.44675324675325,340.44675324675325
usage+per,131072,3850,102.13402597402597,102.13402597402597,102.13402597402597
usage+per,131072,3851,102.10750454427422,102.10750454427422,102.10750454427422
usage+per,131072,3852,102.0809968847352,102.0809968847352,102.0809968847352
usage+per,131072,3853,102.05450298468726,102.05450298468726,102.05450298468726
usage+per,131072,3854,102.02802283341983,102.02802283341983,102.02802283341983
usage+per,131072,3855,102.00155642023347,102.00155642023347,102.00155642023347
usage+per,131072,3856,101.97510373443983,101.97510373443983,101.97510373443983
usage+per,131072,3857,101.94866476536168,101.94866476536168,101.94866476536168
usage+per,131072,3858,101.92223950233281,101.92223950233281,101.92223950233281
usage+per,131072,3859,101.8958279346981,101.8958279346981,101.8958279346981
usage+per,131072,386,339.56476683937825,339.56476683937825,339.56476683937825
usage+per,131072,3860,101.86943005181347,101.86943005181347,101.86943005181347
usage+per,131072,3861,101.84304584304584,101.84304584304584,101.84304584304584
usage+per,131072,3862,101.81667529777317,101.81667529777317,101.81667529777317
usage+per,131072,3863,101.79031840538441,101.79031840538441,101.79031840538441
usage+per,131072,3864,101.7639751552795,101.7639751552795,101.7639751552795
usage+per,131072,3865,101.73764553686934,101.73764553686934,101.73764553686934
usage+per,131072,3866,101.71132953957579,101.71132953957579,101.71132953957579
usage+per,131072,3867,101.68502715283165,101.68502715283165,101.68502715283165
usage+per,131072,3868,101.65873836608066,101.65873836608066,101.65873836608066
usage+per,131072,3869,101.63246316877746,101.63246316877746,101.63246316877746
usage+per,131072,387,338.687338501292,338.687338501292,338.687338501292
usage+per,131072,3870,101.6062015503876,101.6062015503876,101.6062015503876
usage+per,131072,3871,101.5799535003875,101.5799535003875,101.5799535003875
usage+per,131072,3872,101.55371900826447,101.55371900826447,101.55371900826447
usage+per,131072,3873,101.52749806351666,101.52749806351666,101.52749806351666
usage+per,131072,3874,101.50129065565307,101.50129065565307,101.50129065565307
usage+per,131072,3875,101.47509677419355,101.47509677419355,101.47509677419355
usage+per,131072,3876,101.44891640866874,101.44891640866874,101.44891640866874
usage+per,131072,3877,101.42274954862006,101.42274954862006,101.42274954862006
usage+per,131072,3878,101.3965961835998,101.3965961835998,101.3965961835998
usage+per,131072,3879,101.37045630317093,101.37045630317093,101.37045630317093
usage+per,131072,388,337.8144329896907,337.8144329896907,337.8144329896907
usage+per,131072,3880,101.34432989690721,101.34432989690721,101.34432989690721
usage+per,131072,3881,101.3182169543932,101.3182169543932,101.3182169543932
usage+per,131072,3882,101.29211746522411,101.29211746522411,101.29211746522411
usage+per,131072,3883,101.26603141900593,101.26603141900593,101.26603141900593
usage+per,131072,3884,101.2399588053553,101.2399588053553,101.2399588053553
usage+per,131072,3885,101.21389961389961,101.21389961389961,101.21389961389961
usage+per,131072,3886,101.1878538342769,101.1878538342769,101.1878538342769
usage+per,131072,3887,101.16182145613584,101.16182145613584,101.16182145613584
usage+per,131072,3888,101.1358024691358,101.1358024691358,101.1358024691358
usage+per,131072,3889,101.10979686294678,101.10979686294678,101.10979686294678
usage+per,131072,389,336.9460154241645,336.9460154241645,336.9460154241645
usage+per,131072,3890,101.08380462724936,101.08380462724936,101.08380462724936
usage+per,131072,3891,101.05782575173477,101.05782575173477,101.05782575173477
usage+per,131072,3892,101.03186022610483,101.03186022610483,101.03186022610483
usage+per,131072,3893,101.00590804007193,101.00590804007193,101.00590804007193
usage+per,131072,3894,100.97996918335902,100.97996918335902,100.97996918335902
usage+per,131072,3895,100.95404364569961,100.95404364569961,100.95404364569961
usage+per,131072,3896,100.92813141683779,100.92813141683779,100.92813141683779
usage+per,131072,3897,100.90223248652809,100.90223248652809,100.90223248652809
usage+per,131072,3898,100.87634684453566,100.87634684453566,100.87634684453566
usage+per,131072,3899,100.85047448063607,100.85047448063607,100.85047448063607
usage+per,131072,39,3360.8205128205127,3360.8205128205127,3360.8205128205127
usage+per,131072,390,336.0820512820513,336.0820512820513,336.0820512820513
usage+per,131072,3900,100.82461538461538,100.82461538461538,100.82461538461538
usage+per,131072,3901,100.7987695462702,100.7987695462702,100.7987695462702
usage+per,131072,3902,100.77293695540749,100.77293695540749,100.77293695540749
usage+per,131072,3903,100.74711760184474,100.74711760184474,100.74711760184474
usage+per,131072,3904,100.72131147540983,100.72131147540983,100.72131147540983
usage+per,131072,3905,100.6955185659411,100.6955185659411,100.6955185659411
usage+per,131072,3906,100.66973886328725,100.66973886328725,100.66973886328725
usage+per,131072,3907,100.64397235730739,100.64397235730739,100.64397235730739
usage+per,131072,3908,100.61821903787103,100.61821903787103,100.61821903787103
usage+per,131072,3909,100.59247889485802,100.59247889485802,100.59247889485802
usage+per,131072,391,335.2225063938619,335.2225063938619,335.2225063938619
usage+per,131072,3910,100.56675191815857,100.56675191815857,100.56675191815857
usage+per,131072,3911,100.54103809767322,100.54103809767322,100.54103809767322
usage+per,131072,3912,100.51533742331289,100.51533742331289,100.51533742331289
usage+per,131072,3913,100.48964988499873,100.48964988499873,100.48964988499873
usage+per,131072,3914,100.46397547266224,100.46397547266224,100.46397547266224
usage+per,131072,3915,100.43831417624521,100.43831417624521,100.43831417624521
usage+per,131072,3916,100.41266598569969,100.41266598569969,100.41266598569969
usage+per,131072,3917,100.387030890988,100.387030890988,100.387030890988
usage+per,131072,3918,100.3614088820827,100.3614088820827,100.3614088820827
usage+per,131072,3919,100.33579994896657,100.33579994896657,100.33579994896657
usage+per,131072,392,334.3673469387755,334.3673469387755,334.3673469387755
usage+per,131072,3920,100.31020408163265,100.31020408163265,100.31020408163265
usage+per,131072,3921,100.28462127008416,100.28462127008416,100.28462127008416
usage+per,131072,3922,100.25905150433452,100.25905150433452,100.25905150433452
usage+per,131072,3923,100.23349477440735,100.23349477440735,100.23349477440735
usage+per,131072,3924,100.20795107033639,100.20795107033639,100.20795107033639
usage+per,131072,3925,100.1824203821656,100.1824203821656,100.1824203821656
usage+per,131072,3926,100.15690269994906,100.15690269994906,100.15690269994906
usage+per,131072,3927,100.13139801375095,100.13139801375095,100.13139801375095
usage+per,131072,3928,100.10590631364562,100.10590631364562,100.10590631364562
usage+per,131072,3929,100.08042758971749,100.08042758971749,100.08042758971749
usage+per,131072,393,333.5165394402036,333.5165394402036,333.5165394402036
usage+per,131072,3930,100.05496183206107,100.05496183206107,100.05496183206107
usage+per,131072,3931,100.02950903078097,100.02950903078097,100.02950903078097
usage+per,131072,3932,100.00406917599186,100.00406917599186,100.00406917599186
usage+per,131072,3933,99.97864225781846,99.97864225781846,99.97864225781846
usage+per,131072,3934,99.95322826639553,99.95322826639553,99.95322826639553
usage+per,131072,3935,99.92782719186785,99.92782719186785,99.92782719186785
usage+per,131072,3936,99.90243902439025,99.90243902439025,99.90243902439025
usage+per,131072,3937,99.8770637541275,99.8770637541275,99.8770637541275
usage+per,131072,3938,99.85170137125445,99.85170137125445,99.85170137125445
usage+per,131072,3939,99.82635186595583,99.82635186595583,99.82635186595583
usage+per,131072,394,332.6700507614213,332.6700507614213,332.6700507614213
usage+per,131072,3940,99.8010152284264,99.8010152284264,99.8010152284264
usage+per,131072,3941,99.77569144887084,99.77569144887084,99.77569144887084
usage+per,131072,3942,99.7503805175038,99.7503805175038,99.7503805175038
usage+per,131072,3943,99.72508242454984,99.72508242454984,99.72508242454984
usage+per,131072,3944,99.6997971602434,99.6997971602434,99.6997971602434
usage+per,131072,3945,99.67452471482889,99.67452471482889,99.67452471482889
usage+per,131072,3946,99.64926507856057,99.64926507856057,99.64926507856057
usage+per,131072,3947,99.62401824170256,99.62401824170256,99.62401824170256
usage+per,131072,3948,99.59878419452887,99.59878419452887,99.59878419452887
usage+per,131072,3949,99.57356292732338,99.57356292732338,99.57356292732338
usage+per,131072,395,331.82784810126583,331.82784810126583,331.82784810126583
usage+per,131072,3950,99.54835443037975,99.54835443037975,99.54835443037975
usage+per,131072,3951,99.52315869400152,99.52315869400152,99.52315869400152
usage+per,131072,3952,99.49797570850203,99.49797570850203,99.49797570850203
usage+per,131072,3953,99.4728054642044,99.4728054642044,99.4728054642044
usage+per,131072,3954,99.44764795144158,99.44764795144158,99.44764795144158
usage+per,131072,3955,99.42250316055626,99.42250316055626,99.42250316055626
usage+per,131072,3956,99.39737108190091,99.39737108190091,99.39737108190091
usage+per,131072,3957,99.37225170583775,99.37225170583775,99.37225170583775
usage+per,131072,3958,99.34714502273876,99.34714502273876,99.34714502273876
usage+per,131072,3959,99.3220510229856,99.3220510229856,99.3220510229856
usage+per,131072,396,330.989898989899,330.989898989899,330.989898989899
usage+per,131072,3960,99.2969696969697,99.2969696969697,99.2969696969697
usage+per,131072,3961,99.27190103509214,99.27190103509214,99.27190103509214
usage+per,131072,3962,99.24684502776375,99.24684502776375,99.24684502776375
usage+per,131072,3963,99.221801665405,99.221801665405,99.221801665405
usage+per,131072,3964,99.19677093844601,99.19677093844601,99.19677093844601
usage+per,131072,3965,99.17175283732661,99.17175283732661,99.17175283732661
usage+per,131072,3966,99.14674735249622,99.14674735249622,99.14674735249622
usage+per,131072,3967,99.12175447441392,99.12175447441392,99.12175447441392
usage+per,131072,3968,99.09677419354838,99.09677419354838,99.09677419354838
usage+per,131072,3969,99.07180650037793,99.07180650037793,99.07180650037793
usage+per,131072,397,330.15617128463475,330.15617128463475,330.15617128463475
usage+per,131072,3970,99.04685138539043,99.04685138539043,99.04685138539043
usage+per,131072,3971,99.02190883908335,99.02190883908335,99.02190883908335
usage+per,131072,3972,98.99697885196375,98.99697885196375,98.99697885196375
usage+per,131072,3973,98.97206141454821,98.97206141454821,98.97206141454821
usage+per,131072,3974,98.94715651736286,98.94715651736286,98.94715651736286
usage+per,131072,3975,98.92226415094339,98.92226415094339,98.92226415094339
usage+per,131072,3976,98.897384305835,98.897384305835,98.897384305835
usage+per,131072,3977,98.87251697259241,98.87251697259241,98.87251697259241
usage+per,131072,3978,98.8476621417798,98.8476621417798,98.8476621417798
usage+per,131072,3979,98.82281980397084,98.82281980397084,98.82281980397084
usage+per,131072,398,329.32663316582915,329.32663316582915,329.32663316582915
usage+per,131072,3980,98.79798994974874,98.79798994974874,98.79798994974874
usage+per,131072,3981,98.7731725697061,98.7731725697061,98.7731725697061
usage+per,131072,3982,98.748367654445,98.748367654445,98.748367654445
usage+per,131072,3983,98.72357519457695,98.72357519457695,98.72357519457695
usage+per,131072,3984,98.6987951807229,98.6987951807229,98.6987951807229
usage+per,131072,3985,98.67402760351318,98.67402760351318,98.67402760351318
usage+per,131072,3986,98.64927245358756,98.64927245358756,98.64927245358756
usage+per,131072,3987,98.62452972159518,98.62452972159518,98.62452972159518
usage+per,131072,3988,98.59979939819458,98.59979939819458,98.59979939819458
usage+per,131072,3989,98.57508147405365,98.57508147405365,98.57508147405365
usage+per,131072,399,328.50125313283206,328.50125313283206,328.50125313283206
usage+per,131072,3990,98.55037593984963,98.55037593984963,98.55037593984963
usage+per,131072,3991,98.5256827862691,98.5256827862691,98.5256827862691
usage+per,131072,3992,98.50100200400801,98.50100200400801,98.50100200400801
usage+per,131072,3993,98.4763335837716,98.4763335837716,98.4763335837716
usage+per,131072,3994,98.45167751627442,98.45167751627442,98.45167751627442
usage+per,131072,3995,98.4270337922403,98.4270337922403,98.4270337922403
usage+per,131072,3996,98.4024024024024,98.4024024024024,98.4024024024024
usage+per,131072,3997,98.37778333750313,98.37778333750313,98.37778333750313
usage+per,131072,3998,98.35317658829415,98.35317658829415,98.35317658829415
usage+per,131072,3999,98.32858214553639,98.32858214553639,98.32858214553639
usage+per,131072,4,32768.0,32768.0,32768.0
usage+per,131072,40,3276.8,3276.8,3276.8
usage+per,131072,400,327.68,327.68,327.68
usage+per,131072,4000,98.304,98.304,98.304
usage+per,131072,4001,98.27943014246438,98.27943014246438,98.27943014246438
usage+per,131072,4002,98.25487256371814,98.25487256371814,98.25487256371814
usage+per,131072,4003,98.23032725455909,98.23032725455909,98.23032725455909
usage+per,131072,4004,98.2057942057942,98.2057942057942,98.2057942057942
usage+per,131072,4005,98.1812734082397,98.1812734082397,98.1812734082397
usage+per,131072,4006,98.15676485272091,98.15676485272091,98.15676485272091
usage+per,131072,4007,98.13226853007237,98.13226853007237,98.13226853007237
usage+per,131072,4008,98.10778443113773,98.10778443113773,98.10778443113773
usage+per,131072,4009,98.08331254676976,98.08331254676976,98.08331254676976
usage+per,131072,401,326.8628428927681,326.8628428927681,326.8628428927681
usage+per,131072,4010,98.05885286783042,98.05885286783042,98.05885286783042
usage+per,131072,4011,98.03440538519072,98.03440538519072,98.03440538519072
usage+per,131072,4012,98.00997008973081,98.00997008973081,98.00997008973081
usage+per,131072,4013,97.98554697233989,97.98554697233989,97.98554697233989
usage+per,131072,4014,97.9611360239163,97.9611360239163,97.9611360239163
usage+per,131072,4015,97.93673723536737,97.93673723536737,97.93673723536737
usage+per,131072,4016,97.91235059760956,97.91235059760956,97.91235059760956
usage+per,131072,4017,97.88797610156834,97.88797610156834,97.88797610156834
usage+per,131072,4018,97.8636137381782,97.8636137381782,97.8636137381782
usage+per,131072,4019,97.83926349838268,97.83926349838268,97.83926349838268
usage+per,131072,402,326.0497512437811,326.0497512437811,326.0497512437811
usage+per,131072,4020,97.81492537313433,97.81492537313433,97.81492537313433
usage+per,131072,4021,97.79059935339468,97.79059935339468,97.79059935339468
usage+per,131072,4022,97.76628543013426,97.76628543013426,97.76628543013426
usage+per,131072,4023,97.74198359433258,97.74198359433258,97.74198359433258
usage+per,131072,4024,97.71769383697813,97.71769383697813,97.71769383697813
usage+per,131072,4025,97.69341614906833,97.69341614906833,97.69341614906833
usage+per,131072,4026,97.66915052160954,97.66915052160954,97.66915052160954
usage+per,131072,4027,97.64489694561709,97.64489694561709,97.64489694561709
usage+per,131072,4028,97.6206554121152,97.6206554121152,97.6206554121152
usage+per,131072,4029,97.59642591213701,97.59642591213701,97.59642591213701
usage+per,131072,403,325.2406947890819,325.2406947890819,325.2406947890819
usage+per,131072,4030,97.57220843672457,97.57220843672457,97.57220843672457
usage+per,131072,4031,97.5480029769288,97.5480029769288,97.5480029769288
usage+per,131072,4032,97.52380952380952,97.52380952380952,97.52380952380952
usage+per,131072,4033,97.49962806843541,97.49962806843541,97.49962806843541
usage+per,131072,4034,97.47545860188399,97.47545860188399,97.47545860188399
usage+per,131072,4035,97.45130111524163,97.45130111524163,97.45130111524163
usage+per,131072,4036,97.42715559960357,97.42715559960357,97.42715559960357
usage+per,131072,4037,97.40302204607381,97.40302204607381,97.40302204607381
usage+per,131072,4038,97.37890044576523,97.37890044576523,97.37890044576523
usage+per,131072,4039,97.35479078979945,97.35479078979945,97.35479078979945
usage+per,131072,404,324.43564356435644,324.43564356435644,324.43564356435644
usage+per,131072,4040,97.33069306930693,97.33069306930693,97.33069306930693
usage+per,131072,4041,97.30660727542687,97.30660727542687,97.30660727542687
usage+per,131072,4042,97.28253339930727,97.28253339930727,97.28253339930727
usage+per,131072,4043,97.25847143210487,97.25847143210487,97.25847143210487
usage+per,131072,4044,97.23442136498517,97.23442136498517,97.23442136498517
usage+per,131072,4045,97.21038318912237,97.21038318912237,97.21038318912237
usage+per,131072,4046,97.18635689569946,97.18635689569946,97.18635689569946
usage+per,131072,4047,97.16234247590808,97.16234247590808,97.16234247590808
usage+per,131072,4048,97.13833992094861,97.13833992094861,97.13833992094861
usage+per,131072,4049,97.11434922203013,97.11434922203013,97.11434922203013
usage+per,131072,405,323.63456790123456,323.63456790123456,323.63456790123456
usage+per,131072,4050,97.09037037037037,97.09037037037037,97.09037037037037
usage+per,131072,4051,97.06640335719575,97.06640335719575,97.06640335719575
usage+per,131072,4052,97.04244817374136,97.04244817374136,97.04244817374136
usage+per,131072,4053,97.01850481125092,97.01850481125092,97.01850481125092
usage+per,131072,4054,96.99457326097681,96.99457326097681,96.99457326097681
usage+per,131072,4055,96.97065351418003,96.97065351418003,96.97065351418003
usage+per,131072,4056,96.94674556213018,96.94674556213018,96.94674556213018
usage+per,131072,4057,96.92284939610549,96.92284939610549,96.92284939610549
usage+per,131072,4058,96.8989650073928,96.8989650073928,96.8989650073928
usage+per,131072,4059,96.87509238728751,96.87509238728751,96.87509238728751
usage+per,131072,406,322.8374384236453,322.8374384236453,322.8374384236453
usage+per,131072,4060,96.8512315270936,96.8512315270936,96.8512315270936
usage+per,131072,4061,96.82738241812362,96.82738241812362,96.82738241812362
usage+per,131072,4062,96.80354505169868,96.80354505169868,96.80354505169868
usage+per,131072,4063,96.7797194191484,96.7797194191484,96.7797194191484
usage+per,131072,4064,96.75590551181102,96.75590551181102,96.75590551181102
usage+per,131072,4065,96.73210332103321,96.73210332103321,96.73210332103321
usage+per,131072,4066,96.70831283817019,96.70831283817019,96.70831283817019
usage+per,131072,4067,96.68453405458568,96.68453405458568,96.68453405458568
usage+per,131072,4068,96.66076696165192,96.66076696165192,96.66076696165192
usage+per,131072,4069,96.63701155074958,96.63701155074958,96.63701155074958
usage+per,131072,407,322.04422604422604,322.04422604422604,322.04422604422604
usage+per,131072,4070,96.61326781326781,96.61326781326781,96.61326781326781
usage+per,131072,4071,96.58953574060428,96.58953574060428,96.58953574060428
usage+per,131072,4072,96.56581532416503,96.56581532416503,96.56581532416503
usage+per,131072,4073,96.5421065553646,96.5421065553646,96.5421065553646
usage+per,131072,4074,96.51840942562592,96.51840942562592,96.51840942562592
usage+per,131072,4075,96.49472392638037,96.49472392638037,96.49472392638037
usage+per,131072,4076,96.47105004906771,96.47105004906771,96.47105004906771
usage+per,131072,4077,96.44738778513613,96.44738778513613,96.44738778513613
usage+per,131072,4078,96.42373712604218,96.42373712604218,96.42373712604218
usage+per,131072,4079,96.4000980632508,96.4000980632508,96.4000980632508
usage+per,131072,408,321.2549019607843,321.2549019607843,321.2549019607843
usage+per,131072,4080,96.37647058823529,96.37647058823529,96.37647058823529
usage+per,131072,4081,96.35285469247734,96.35285469247734,96.35285469247734
usage+per,131072,4082,96.32925036746693,96.32925036746693,96.32925036746693
usage+per,131072,4083,96.30565760470242,96.30565760470242,96.30565760470242
usage+per,131072,4084,96.2820763956905,96.2820763956905,96.2820763956905
usage+per,131072,4085,96.25850673194614,96.25850673194614,96.25850673194614
usage+per,131072,4086,96.23494860499265,96.23494860499265,96.23494860499265
usage+per,131072,4087,96.21140200636164,96.21140200636164,96.21140200636164
usage+per,131072,4088,96.18786692759295,96.18786692759295,96.18786692759295
usage+per,131072,4089,96.16434336023478,96.16434336023478,96.16434336023478
usage+per,131072,409,320.46943765281173,320.46943765281173,320.46943765281173
usage+per,131072,4090,96.14083129584353,96.14083129584353,96.14083129584353
usage+per,131072,4091,96.11733072598386,96.11733072598386,96.11733072598386
usage+per,131072,4092,96.09384164222874,96.09384164222874,96.09384164222874
usage+per,131072,4093,96.07036403615929,96.07036403615929,96.07036403615929
usage+per,131072,4094,96.04689789936492,96.04689789936492,96.04689789936492
usage+per,131072,4095,96.02344322344322,96.02344322344322,96.02344322344322
usage+per,131072,4096,96.0,96.0,96.0
usage+per,131072,4097,95.97656822064926,95.97656822064926,95.97656822064926
usage+per,131072,4098,95.95314787701318,95.95314787701318,95.95314787701318
usage+per,131072,4099,95.92973896072213,95.92973896072213,95.92973896072213
usage+per,131072,41,3196.878048780488,3196.878048780488,3196.878048780488
usage+per,131072,410,319.6878048780488,319.6878048780488,319.6878048780488
usage+per,131072,4100,95.90634146341463,95.90634146341463,95.90634146341463
usage+per,131072,4101,95.88295537673739,95.88295537673739,95.88295537673739
usage+per,131072,4102,95.8595806923452,95.8595806923452,95.8595806923452
usage+per,131072,4103,95.83621740190105,95.83621740190105,95.83621740190105
usage+per,131072,4104,95.81286549707602,95.81286549707602,95.81286549707602
usage+per,131072,4105,95.78952496954933,95.78952496954933,95.78952496954933
usage+per,131072,4106,95.76619581100827,95.76619581100827,95.76619581100827
usage+per,131072,4107,95.74287801314829,95.74287801314829,95.74287801314829
usage+per,131072,4108,95.71957156767283,95.71957156767283,95.71957156767283
usage+per,131072,4109,95.6962764662935,95.6962764662935,95.6962764662935
usage+per,131072,411,318.90997566909977,318.90997566909977,318.90997566909977
usage+per,131072,4110,95.67299270072992,95.67299270072992,95.67299270072992
usage+per,131072,4111,95.6497202627098,95.6497202627098,95.6497202627098
usage+per,131072,4112,95.62645914396887,95.62645914396887,95.62645914396887
usage+per,131072,4113,95.60320933625091,95.60320933625091,95.60320933625091
usage+per,131072,4114,95.57997083130773,95.57997083130773,95.57997083130773
usage+per,131072,4115,95.55674362089916,95.55674362089916,95.55674362089916
usage+per,131072,4116,95.533527696793,95.533527696793,95.533527696793
usage+per,131072,4117,95.51032305076512,95.51032305076512,95.51032305076512
usage+per,131072,4118,95.48712967459932,95.48712967459932,95.48712967459932
usage+per,131072,4119,95.4639475600874,95.4639475600874,95.4639475600874
usage+per,131072,412,318.13592233009706,318.13592233009706,318.13592233009706
usage+per,131072,4120,95.44077669902913,95.44077669902913,95.44077669902913
usage+per,131072,4121,95.41761708323223,95.41761708323223,95.41761708323223
usage+per,131072,4122,95.39446870451238,95.39446870451238,95.39446870451238
usage+per,131072,4123,95.37133155469319,95.37133155469319,95.37133155469319
usage+per,131072,4124,95.34820562560621,95.34820562560621,95.34820562560621
usage+per,131072,4125,95.3250909090909,95.3250909090909,95.3250909090909
usage+per,131072,4126,95.30198739699466,95.30198739699466,95.30198739699466
usage+per,131072,4127,95.27889508117276,95.27889508117276,95.27889508117276
usage+per,131072,4128,95.25581395348837,95.25581395348837,95.25581395348837
usage+per,131072,4129,95.23274400581255,95.23274400581255,95.23274400581255
usage+per,131072,413,317.36561743341406,317.36561743341406,317.36561743341406
usage+per,131072,4130,95.2096852300242,95.2096852300242,95.2096852300242
usage+per,131072,4131,95.18663761801017,95.18663761801017,95.18663761801017
usage+per,131072,4132,95.16360116166506,95.16360116166506,95.16360116166506
usage+per,131072,4133,95.14057585289136,95.14057585289136,95.14057585289136
usage+per,131072,4134,95.11756168359942,95.11756168359942,95.11756168359942
usage+per,131072,4135,95.09455864570738,95.09455864570738,95.09455864570738
usage+per,131072,4136,95.0715667311412,95.0715667311412,95.0715667311412
usage+per,131072,4137,95.04858593183467,95.04858593183467,95.04858593183467
usage+per,131072,4138,95.02561623972933,95.02561623972933,95.02561623972933
usage+per,131072,4139,95.00265764677458,95.00265764677458,95.00265764677458
usage+per,131072,414,316.5990338164251,316.5990338164251,316.5990338164251
usage+per,131072,4140,94.97971014492754,94.97971014492754,94.97971014492754
usage+per,131072,4141,94.9567737261531,94.9567737261531,94.9567737261531
usage+per,131072,4142,94.93384838242395,94.93384838242395,94.93384838242395
usage+per,131072,4143,94.91093410572049,94.91093410572049,94.91093410572049
usage+per,131072,4144,94.88803088803088,94.88803088803088,94.88803088803088
usage+per,131072,4145,94.86513872135103,94.86513872135103,94.86513872135103
usage+per,131072,4146,94.84225759768451,94.84225759768451,94.84225759768451
usage+per,131072,4147,94.81938750904268,94.81938750904268,94.81938750904268
usage+per,131072,4148,94.79652844744456,94.79652844744456,94.79652844744456
usage+per,131072,4149,94.77368040491685,94.77368040491685,94.77368040491685
usage+per,131072,415,315.8361445783133,315.8361445783133,315.8361445783133
usage+per,131072,4150,94.75084337349398,94.75084337349398,94.75084337349398
usage+per,131072,4151,94.72801734521802,94.72801734521802,94.72801734521802
usage+per,131072,4152,94.70520231213872,94.70520231213872,94.70520231213872
usage+per,131072,4153,94.68239826631351,94.68239826631351,94.68239826631351
usage+per,131072,4154,94.65960519980742,94.65960519980742,94.65960519980742
usage+per,131072,4155,94.63682310469314,94.63682310469314,94.63682310469314
usage+per,131072,4156,94.614051973051,94.614051973051,94.614051973051
usage+per,131072,4157,94.59129179696897,94.59129179696897,94.59129179696897
usage+per,131072,4158,94.56854256854257,94.56854256854257,94.56854256854257
usage+per,131072,4159,94.54580427987497,94.54580427987497,94.54580427987497
usage+per,131072,416,315.0769230769231,315.0769230769231,315.0769230769231
usage+per,131072,4160,94.52307692307693,94.52307692307693,94.52307692307693
usage+per,131072,4161,94.50036049026676,94.50036049026676,94.50036049026676
usage+per,131072,4162,94.4776549735704,94.4776549735704,94.4776549735704
usage+per,131072,4163,94.45496036512131,94.45496036512131,94.45496036512131
usage+per,131072,4164,94.43227665706051,94.43227665706051,94.43227665706051
usage+per,131072,4165,94.40960384153661,94.40960384153661,94.40960384153661
usage+per,131072,4166,94.38694191070572,94.38694191070572,94.38694191070572
usage+per,131072,4167,94.36429085673146,94.36429085673146,94.36429085673146
usage+per,131072,4168,94.34165067178503,94.34165067178503,94.34165067178503
usage+per,131072,4169,94.3190213480451,94.3190213480451,94.3190213480451
usage+per,131072,417,314.32134292565945,314.32134292565945,314.32134292565945
usage+per,131072,4170,94.29640287769784,94.29640287769784,94.29640287769784
usage+per,131072,4171,94.27379525293695,94.27379525293695,94.27379525293695
usage+per,131072,4172,94.25119846596357,94.25119846596357,94.25119846596357
usage+per,131072,4173,94.22861250898634,94.22861250898634,94.22861250898634
usage+per,131072,4174,94.20603737422137,94.20603737422137,94.20603737422137
usage+per,131072,4175,94.18347305389221,94.18347305389221,94.18347305389221
usage+per,131072,4176,94.16091954022988,94.16091954022988,94.16091954022988
usage+per,131072,4177,94.13837682547283,94.13837682547283,94.13837682547283
usage+per,131072,4178,94.11584490186692,94.11584490186692,94.11584490186692
usage+per,131072,4179,94.09332376166547,94.09332376166547,94.09332376166547
usage+per,131072,418,313.5693779904306,313.5693779904306,313.5693779904306
usage+per,131072,4180,94.07081339712919,94.07081339712919,94.07081339712919
usage+per,131072,4181,94.04831380052619,94.04831380052619,94.04831380052619
usage+per,131072,4182,94.025824964132,94.025824964132,94.025824964132
usage+per,131072,4183,94.0033468802295,94.0033468802295,94.0033468802295
usage+per,131072,4184,93.98087954110899,93.98087954110899,93.98087954110899
usage+per,131072,4185,93.9584229390681,93.9584229390681,93.9584229390681
usage+per,131072,4186,93.93597706641185,93.93597706641185,93.93597706641185
usage+per,131072,4187,93.9135419154526,93.9135419154526,93.9135419154526
usage+per,131072,4188,93.89111747851003,93.89111747851003,93.89111747851003
usage+per,131072,4189,93.8687037479112,93.8687037479112,93.8687037479112
usage+per,131072,419,312.82100238663486,312.82100238663486,312.82100238663486
usage+per,131072,4190,93.84630071599045,93.84630071599045,93.84630071599045
usage+per,131072,4191,93.82390837508947,93.82390837508947,93.82390837508947
usage+per,131072,4192,93.80152671755725,93.80152671755725,93.80152671755725
usage+per,131072,4193,93.77915573575007,93.77915573575007,93.77915573575007
usage+per,131072,4194,93.75679542203147,93.75679542203147,93.75679542203147
usage+per,131072,4195,93.73444576877235,93.73444576877235,93.73444576877235
usage+per,131072,4196,93.71210676835081,93.71210676835081,93.71210676835081
usage+per,131072,4197,93.68977841315225,93.68977841315225,93.68977841315225
usage+per,131072,4198,93.66746069556932,93.66746069556932,93.66746069556932
usage+per,131072,4199,93.6451536080019,93.6451536080019,93.6451536080019
usage+per,131072,42,3120.7619047619046,3120.7619047619046,3120.7619047619046
usage+per,131072,420,312.0761904761905,312.0761904761905,312.0761904761905
usage+per,131072,4200,93.62285714285714,93.62285714285714,93.62285714285714
