probe,BLOCK_SIZE,n,bench_simtime_avg,bench_simtime_min,bench_simtime_max
commit+amor,16384,5172,0.002879558648105182,0.002879558648105182,0.002879558648105182
commit+amor,16384,5173,0.002879060017784651,0.002879060017784651,0.002879060017784651
commit+amor,16384,5174,0.002878560391573251,0.002878560391573251,0.002878560391573251
commit+amor,16384,5175,0.0028780618411594202,0.0028780618411594202,0.0028780618411594202
commit+amor,16384,5176,0.002877565792890263,0.002877565792890263,0.002877565792890263
commit+amor,16384,5177,0.0028770662348850686,0.0028770662348850686,0.0028770662348850686
commit+amor,16384,5178,0.0028765679907300115,0.0028765679907300115,0.0028765679907300115
commit+amor,16384,5179,0.0028760700401621936,0.0028760700401621936,0.0028760700401621936
commit+amor,16384,518,0.0015914229884169883,0.0015914229884169883,0.0015914229884169883
commit+amor,16384,5180,0.0028755725023166022,0.0028755725023166022,0.0028755725023166022
commit+amor,16384,5181,0.00294758568268674,0.00294758568268674,0.00294758568268674
commit+amor,16384,5182,0.0030195148120416826,0.0030195148120416826,0.0030195148120416826
commit+amor,16384,5183,0.003018990090295196,0.003018990090295196,0.003018990090295196
commit+amor,16384,5184,0.003018469452546296,0.003018469452546296,0.003018469452546296
commit+amor,16384,5185,0.003017948066730955,0.003017948066730955,0.003017948066730955
commit+amor,16384,5186,0.0030174238314693404,0.0030174238314693404,0.0030174238314693404
commit+amor,16384,5187,0.003016900052824369,0.003016900052824369,0.003016900052824369
commit+amor,16384,5188,0.0030163767629144177,0.0030163767629144177,0.0030163767629144177
commit+amor,16384,5189,0.0030158533879360186,0.0030158533879360186,0.0030158533879360186
commit+amor,16384,519,0.0015888084662813104,0.0015888084662813104,0.0015888084662813104
commit+amor,16384,5190,0.0030153298755298654,0.0030153298755298654,0.0030153298755298654
commit+amor,16384,5191,0.0030148093924099403,0.0030148093924099403,0.0030148093924099403
commit+amor,16384,5192,0.003014286401771957,0.003014286401771957,0.003014286401771957
commit+amor,16384,5193,0.003013767691892933,0.003013767691892933,0.003013767691892933
commit+amor,16384,5194,0.0030132449337697343,0.0030132449337697343,0.0030132449337697343
commit+amor,16384,5195,0.0030127213282001926,0.0030127213282001926,0.0030127213282001926
commit+amor,16384,5196,0.003012200799461124,0.003012200799461124,0.003012200799461124
commit+amor,16384,5197,0.003011678779680585,0.003011678779680585,0.003011678779680585
commit+amor,16384,5198,0.003011157045402078,0.003011157045402078,0.003011157045402078
commit+amor,16384,5199,0.0030106352579342185,0.0030106352579342185,0.0030106352579342185
commit+amor,16384,52,9.06078076923077e-05,9.06078076923077e-05,9.06078076923077e-05
commit+amor,16384,520,0.0015861845576923075,0.0015861845576923075,0.0015861845576923075
commit+amor,16384,5200,0.0030101172715384615,0.0030101172715384615,0.0030101172715384615
commit+amor,16384,5201,0.003009595834262642,0.003009595834262642,0.003009595834262642
commit+amor,16384,5202,0.0030090750707420224,0.0030090750707420224,0.0030090750707420224
commit+amor,16384,5203,0.0030085586131078225,0.0030085586131078225,0.0030085586131078225
commit+amor,16384,5204,0.0030080392959262107,0.0030080392959262107,0.0030080392959262107
commit+amor,16384,5205,0.0030075228472622477,0.0030075228472622477,0.0030075228472622477
commit+amor,16384,5206,0.003007002409143296,0.003007002409143296,0.003007002409143296
commit+amor,16384,5207,0.0030064828127520644,0.0030064828127520644,0.0030064828127520644
commit+amor,16384,5208,0.003005968107142857,0.003005968107142857,0.003005968107142857
commit+amor,16384,5209,0.003005448874640046,0.003005448874640046,0.003005448874640046
commit+amor,16384,521,0.0015835715662188099,0.0015835715662188099,0.0015835715662188099
commit+amor,16384,5210,0.0030049332157389636,0.0030049332157389636,0.0030049332157389636
commit+amor,16384,5211,0.0030044135206294376,0.0030044135206294376,0.0030044135206294376
commit+amor,16384,5212,0.00300389444704528,0.00300389444704528,0.00300389444704528
commit+amor,16384,5213,0.0030033807316324572,0.0030033807316324572,0.0030033807316324572
commit+amor,16384,5214,0.0030028623084004604,0.0030028623084004604,0.0030028623084004604
commit+amor,16384,5215,0.003002344134228188,0.003002344134228188,0.003002344134228188
commit+amor,16384,5216,0.0030018297480828224,0.0030018297480828224,0.0030018297480828224
commit+amor,16384,5217,0.0030013134866781676,0.0030013134866781676,0.0030013134866781676
commit+amor,16384,5218,0.0030007925381372175,0.0030007925381372175,0.0030007925381372175
commit+amor,16384,5219,0.003000278407740947,0.003000278407740947,0.003000278407740947
commit+amor,16384,522,0.0015809652145593871,0.0015809652145593871,0.0015809652145593871
commit+amor,16384,5220,0.0029997625555555556,0.0029997625555555556,0.0029997625555555556
commit+amor,16384,5221,0.0029992439712698713,0.0029992439712698713,0.0029992439712698713
commit+amor,16384,5222,0.002998729911145155,0.002998729911145155,0.002998729911145155
commit+amor,16384,5223,0.0029982133218456825,0.0029982133218456825,0.0029982133218456825
commit+amor,16384,5224,0.002997696677641654,0.002997696677641654,0.002997696677641654
commit+amor,16384,5225,0.0029971801810526316,0.0029971801810526316,0.0029971801810526316
commit+amor,16384,5226,0.0029966645717566017,0.0029966645717566017,0.0029966645717566017
commit+amor,16384,5227,0.002996150454562847,0.002996150454562847,0.002996150454562847
commit+amor,16384,5228,0.0029956344319051263,0.0029956344319051263,0.0029956344319051263
commit+amor,16384,5229,0.0029951227760566072,0.0029951227760566072,0.0029951227760566072
commit+amor,16384,523,0.0015783713537284895,0.0015783713537284895,0.0015783713537284895
commit+amor,16384,5230,0.0029946114,0.0029946114,0.0029946114
commit+amor,16384,5231,0.0029940958833874977,0.0029940958833874977,0.0029940958833874977
commit+amor,16384,5232,0.002993584562691131,0.002993584562691131,0.002993584562691131
commit+amor,16384,5233,0.0029930697756545,0.0029930697756545,0.0029930697756545
commit+amor,16384,5234,0.0029925563102789453,0.0029925563102789453,0.0029925563102789453
commit+amor,16384,5235,0.0029920467514804204,0.0029920467514804204,0.0029920467514804204
commit+amor,16384,5236,0.002991536464858671,0.002991536464858671,0.002991536464858671
commit+amor,16384,5237,0.002991026171090319,0.002991026171090319,0.002991026171090319
commit+amor,16384,5238,0.002990512229858725,0.002990512229858725,0.002990512229858725
commit+amor,16384,5239,0.002990001638480626,0.002990001638480626,0.002990001638480626
commit+amor,16384,524,0.0015757873931297709,0.0015757873931297709,0.0015757873931297709
commit+amor,16384,5240,0.002989488256870229,0.002989488256870229,0.002989488256870229
commit+amor,16384,5241,0.002988978861286014,0.002988978861286014,0.002988978861286014
commit+amor,16384,5242,0.002988467027851965,0.002988467027851965,0.002988467027851965
commit+amor,16384,5243,0.0029879538130841124,0.0029879538130841124,0.0029879538130841124
commit+amor,16384,5244,0.0029874409618611745,0.0029874409618611745,0.0029874409618611745
commit+amor,16384,5245,0.002986932596758818,0.002986932596758818,0.002986932596758818
commit+amor,16384,5246,0.002986422028974457,0.002986422028974457,0.002986422028974457
commit+amor,16384,5247,0.0029859085568896514,0.0029859085568896514,0.0029859085568896514
commit+amor,16384,5248,0.0029853964862804876,0.0029853964862804876,0.0029853964862804876
commit+amor,16384,5249,0.0029848854650409602,0.0029848854650409602,0.0029848854650409602
commit+amor,16384,525,0.0015732141142857142,0.0015732141142857142,0.0015732141142857142
commit+amor,16384,5250,0.002984373834285714,0.002984373834285714,0.002984373834285714
commit+amor,16384,5251,0.0029838629171586362,0.0029838629171586362,0.0029838629171586362
commit+amor,16384,5252,0.0029833519611576543,0.0029833519611576543,0.0029833519611576543
commit+amor,16384,5253,0.002982842587854559,0.002982842587854559,0.002982842587854559
commit+amor,16384,5254,0.003016860155690902,0.003016860155690902,0.003016860155690902
commit+amor,16384,5255,0.0030163406058991435,0.0030163406058991435,0.0030163406058991435
commit+amor,16384,5256,0.0030158248622526636,0.0030158248622526636,0.0030158248622526636
commit+amor,16384,5257,0.003015310953015028,0.003015310953015028,0.003015310953015028
commit+amor,16384,5258,0.003014794933815139,0.003014794933815139,0.003014794933815139
commit+amor,16384,5259,0.0030142787921658113,0.0030142787921658113,0.0030142787921658113
commit+amor,16384,526,0.0015706589657794676,0.0015706589657794676,0.0015706589657794676
commit+amor,16384,5260,0.0030137626634980986,0.0030137626634980986,0.0030137626634980986
commit+amor,16384,5261,0.0030132468146740164,0.0030132468146740164,0.0030132468146740164
commit+amor,16384,5262,0.0030127313291524135,0.0030127313291524135,0.0030127313291524135
commit+amor,16384,5263,0.0030122172080562417,0.0030122172080562417,0.0030122172080562417
commit+amor,16384,5264,0.003011704784954407,0.003011704784954407,0.003011704784954407
commit+amor,16384,5265,0.003011190886989554,0.003011190886989554,0.003011190886989554
commit+amor,16384,5266,0.003010676382453475,0.003010676382453475,0.003010676382453475
commit+amor,16384,5267,0.0030101619578507687,0.0030101619578507687,0.0030101619578507687
commit+amor,16384,5268,0.0030096472274107823,0.0030096472274107823,0.0030096472274107823
commit+amor,16384,5269,0.00300913269235149,0.00300913269235149,0.00300913269235149
commit+amor,16384,527,0.001568091844402277,0.001568091844402277,0.001568091844402277
commit+amor,16384,5270,0.0030086183525616698,0.0030086183525616698,0.0030086183525616698
commit+amor,16384,5271,0.003008104374881427,0.003008104374881427,0.003008104374881427
commit+amor,16384,5272,0.0030075904252655538,0.0030075904252655538,0.0030075904252655538
commit+amor,16384,5273,0.0030070761699222456,0.0030070761699222456,0.0030070761699222456
commit+amor,16384,5274,0.0030065627770193403,0.0030065627770193403,0.0030065627770193403
commit+amor,16384,5275,0.003006047096113744,0.003006047096113744,0.003006047096113744
commit+amor,16384,5276,0.003005534259666414,0.003005534259666414,0.003005534259666414
commit+amor,16384,5277,0.0030050216175857495,0.0030050216175857495,0.0030050216175857495
commit+amor,16384,5278,0.0030045100848806365,0.0030045100848806365,0.0030045100848806365
commit+amor,16384,5279,0.0030039988293237355,0.0030039988293237355,0.0030039988293237355
commit+amor,16384,528,0.001565564409090909,0.001565564409090909,0.001565564409090909
commit+amor,16384,5280,0.003003489348863636,0.003003489348863636,0.003003489348863636
commit+amor,16384,5281,0.003002977315659913,0.003002977315659913,0.003002977315659913
commit+amor,16384,5282,0.003002464577811435,0.003002464577811435,0.003002464577811435
commit+amor,16384,5283,0.003001954179822071,0.003001954179822071,0.003001954179822071
commit+amor,16384,5284,0.003001442894398183,0.003001442894398183,0.003001442894398183
commit+amor,16384,5285,0.0030009326331125828,0.0030009326331125828,0.0030009326331125828
commit+amor,16384,5286,0.0030004213181990163,0.0030004213181990163,0.0030004213181990163
commit+amor,16384,5287,0.002999910862492907,0.002999910862492907,0.002999910862492907
commit+amor,16384,5288,0.0029994013963691377,0.0029994013963691377,0.0029994013963691377
commit+amor,16384,5289,0.002998891906976744,0.002998891906976744,0.002998891906976744
commit+amor,16384,529,0.0015630103062381853,0.0015630103062381853,0.0015630103062381853
commit+amor,16384,5290,0.0029983827765595462,0.0029983827765595462,0.0029983827765595462
commit+amor,16384,5291,0.0029978733573993574,0.0029978733573993574,0.0029978733573993574
commit+amor,16384,5292,0.002997363366591081,0.002997363366591081,0.002997363366591081
commit+amor,16384,5293,0.0029968512605327794,0.0029968512605327794,0.0029968512605327794
commit+amor,16384,5294,0.002996342170003778,0.002996342170003778,0.002996342170003778
commit+amor,16384,5295,0.0029958330066100092,0.0029958330066100092,0.0029958330066100092
commit+amor,16384,5296,0.0029953250305891238,0.0029953250305891238,0.0029953250305891238
commit+amor,16384,5297,0.0029948160853313197,0.0029948160853313197,0.0029948160853313197
commit+amor,16384,5298,0.002994306750849377,0.002994306750849377,0.002994306750849377
commit+amor,16384,5299,0.0029937995165125494,0.0029937995165125494,0.0029937995165125494
commit+amor,16384,53,9.099924528301887e-05,9.099924528301887e-05,9.099924528301887e-05
commit+amor,16384,530,0.0015605003358490567,0.0015605003358490567,0.0015605003358490567
commit+amor,16384,5300,0.0029932898366037738,0.0029932898366037738,0.0029932898366037738
commit+amor,16384,5301,0.0029927844776457273,0.0029927844776457273,0.0029927844776457273
commit+amor,16384,5302,0.0029922778174273855,0.0029922778174273855,0.0029922778174273855
commit+amor,16384,5303,0.0029917696907410902,0.0029917696907410902,0.0029917696907410902
commit+amor,16384,5304,0.002991262087481146,0.002991262087481146,0.002991262087481146
commit+amor,16384,5305,0.0029907560007540056,0.0029907560007540056,0.0029907560007540056
commit+amor,16384,5306,0.002990249856012062,0.002990249856012062,0.002990249856012062
commit+amor,16384,5307,0.002989742743169399,0.002989742743169399,0.002989742743169399
commit+amor,16384,5308,0.002989234761492087,0.002989234761492087,0.002989234761492087
commit+amor,16384,5309,0.002988731391599171,0.002988731391599171,0.002988731391599171
commit+amor,16384,531,0.0015579725122410546,0.0015579725122410546,0.0015579725122410546
commit+amor,16384,5310,0.0029882250662900188,0.0029882250662900188,0.0029882250662900188
commit+amor,16384,5311,0.002987719874599887,0.002987719874599887,0.002987719874599887
commit+amor,16384,5312,0.0029872165278614455,0.0029872165278614455,0.0029872165278614455
commit+amor,16384,5313,0.00298671204743083,0.00298671204743083,0.00298671204743083
commit+amor,16384,5314,0.002986206384644336,0.002986206384644336,0.002986206384644336
commit+amor,16384,5315,0.0029857005475070553,0.0029857005475070553,0.0029857005475070553
commit+amor,16384,5316,0.0029851966369450716,0.0029851966369450716,0.0029851966369450716
commit+amor,16384,5317,0.0029846901553507617,0.0029846901553507617,0.0029846901553507617
commit+amor,16384,5318,0.0029841858796540053,0.0029841858796540053,0.0029841858796540053
commit+amor,16384,5319,0.002983681299116375,0.002983681299116375,0.002983681299116375
commit+amor,16384,532,0.0015554665789473685,0.0015554665789473685,0.0015554665789473685
commit+amor,16384,5320,0.00298317682556391,0.00298317682556391,0.00298317682556391
commit+amor,16384,5321,0.00298267221086262,0.00298267221086262,0.00298267221086262
commit+amor,16384,5322,0.0029821651597143933,0.0029821651597143933,0.0029821651597143933
commit+amor,16384,5323,0.002981661255307158,0.002981661255307158,0.002981661255307158
commit+amor,16384,5324,0.002981157457550714,0.002981157457550714,0.002981157457550714
commit+amor,16384,5325,0.002980655169201878,0.002980655169201878,0.002980655169201878
commit+amor,16384,5326,0.0029801545546376267,0.0029801545546376267,0.0029801545546376267
commit+amor,16384,5327,0.0029796540454289466,0.0029796540454289466,0.0029796540454289466
commit+amor,16384,5328,0.002979151250375375,0.002979151250375375,0.002979151250375375
commit+amor,16384,5329,0.002978648561456183,0.002978648561456183,0.002978648561456183
commit+amor,16384,533,0.0015529716998123827,0.0015529716998123827,0.0015529716998123827
commit+amor,16384,5330,0.0029781470499061916,0.0029781470499061916,0.0029781470499061916
commit+amor,16384,5331,0.002977645248921403,0.002977645248921403,0.002977645248921403
commit+amor,16384,5332,0.002977140339084771,0.002977140339084771,0.002977140339084771
commit+amor,16384,5333,0.002976637826739171,0.002976637826739171,0.002976637826739171
commit+amor,16384,5334,0.0029761357502812147,0.0029761357502812147,0.0029761357502812147
commit+amor,16384,5335,0.0029756340269915652,0.0029756340269915652,0.0029756340269915652
commit+amor,16384,5336,0.0029751321619190404,0.0029751321619190404,0.0029751321619190404
commit+amor,16384,5337,0.002974632049465992,0.002974632049465992,0.002974632049465992
commit+amor,16384,5338,0.002974132338328962,0.002974132338328962,0.002974132338328962
commit+amor,16384,5339,0.002973631778235625,0.002973631778235625,0.002973631778235625
commit+amor,16384,534,0.0015504705280898878,0.0015504705280898878,0.0015504705280898878
commit+amor,16384,5340,0.002973134038576779,0.002973134038576779,0.002973134038576779
commit+amor,16384,5341,0.0029726333585470884,0.0029726333585470884,0.0029726333585470884
commit+amor,16384,5342,0.0029721331130662674,0.0029721331130662674,0.0029721331130662674
commit+amor,16384,5343,0.0029716333176118283,0.0029716333176118283,0.0029716333176118283
commit+amor,16384,5344,0.0029711327054640717,0.0029711327054640717,0.0029711327054640717
commit+amor,16384,5345,0.0029706374611786716,0.0029706374611786716,0.0029706374611786716
commit+amor,16384,5346,0.002970137551814441,0.002970137551814441,0.002970137551814441
commit+amor,16384,5347,0.002969637106414812,0.002969637106414812,0.002969637106414812
commit+amor,16384,5348,0.0029691391323859386,0.0029691391323859386,0.0029691391323859386
commit+amor,16384,5349,0.0029686429878481957,0.0029686429878481957,0.0029686429878481957
commit+amor,16384,535,0.0015480090990654205,0.0015480090990654205,0.0015480090990654205
commit+amor,16384,5350,0.002968144810093458,0.002968144810093458,0.002968144810093458
commit+amor,16384,5351,0.002967646080358811,0.002967646080358811,0.002967646080358811
commit+amor,16384,5352,0.00296714770142003,0.00296714770142003,0.00296714770142003
commit+amor,16384,5353,0.0029666505753782927,0.0029666505753782927,0.0029666505753782927
commit+amor,16384,5354,0.0029661537172207693,0.0029661537172207693,0.0029661537172207693
commit+amor,16384,5355,0.002965660047805789,0.002965660047805789,0.002965660047805789
commit+amor,16384,5356,0.0029651623297236745,0.0029651623297236745,0.0029651623297236745
commit+amor,16384,5357,0.0029646669367183126,0.0029646669367183126,0.0029646669367183126
commit+amor,16384,5358,0.002964169589772303,0.002964169589772303,0.002964169589772303
commit+amor,16384,5359,0.0029636738223549172,0.0029636738223549172,0.0029636738223549172
commit+amor,16384,536,0.0015455455373134328,0.0015455455373134328,0.0015455455373134328
commit+amor,16384,5360,0.0029631757145522387,0.0029631757145522387,0.0029631757145522387
commit+amor,16384,5361,0.002962680071255363,0.002962680071255363,0.002962680071255363
commit+amor,16384,5362,0.002962182563222678,0.002962182563222678,0.002962182563222678
commit+amor,16384,5363,0.0029616863072906958,0.0029616863072906958,0.0029616863072906958
commit+amor,16384,5364,0.0029611899571215508,0.0029611899571215508,0.0029611899571215508
commit+amor,16384,5365,0.0029606939891891892,0.0029606939891891892,0.0029606939891891892
commit+amor,16384,5366,0.0029601978781215055,0.0029601978781215055,0.0029601978781215055
commit+amor,16384,5367,0.0029597026897708214,0.0029597026897708214,0.0029597026897708214
commit+amor,16384,5368,0.002959207276080477,0.002959207276080477,0.002959207276080477
commit+amor,16384,5369,0.0029587127006891413,0.0029587127006891413,0.0029587127006891413
commit+amor,16384,537,0.0015430877169459963,0.0015430877169459963,0.0015430877169459963
commit+amor,16384,5370,0.00295821716424581,0.00295821716424581,0.00295821716424581
commit+amor,16384,5371,0.002957722647179296,0.002957722647179296,0.002957722647179296
commit+amor,16384,5372,0.002957230506329114,0.002957230506329114,0.002957230506329114
commit+amor,16384,5373,0.0029567372402754515,0.0029567372402754515,0.0029567372402754515
commit+amor,16384,5374,0.0029562426858950504,0.0029562426858950504,0.0029562426858950504
commit+amor,16384,5375,0.002955749787162791,0.002955749787162791,0.002955749787162791
commit+amor,16384,5376,0.0029552563526785715,0.0029552563526785715,0.0029552563526785715
commit+amor,16384,5377,0.002954762513297378,0.002954762513297378,0.002954762513297378
commit+amor,16384,5378,0.002954268775753068,0.002954268775753068,0.002954268775753068
commit+amor,16384,5379,0.002953776528722811,0.002953776528722811,0.002953776528722811
commit+amor,16384,538,0.0015406235130111525,0.0015406235130111525,0.0015406235130111525
commit+amor,16384,5380,0.0029532830762081783,0.0029532830762081783,0.0029532830762081783
commit+amor,16384,5381,0.002952789480022301,0.002952789480022301,0.002952789480022301
commit+amor,16384,5382,0.0029522962307692306,0.0029522962307692306,0.0029522962307692306
commit+amor,16384,5383,0.002951803164778005,0.002951803164778005,0.002951803164778005
commit+amor,16384,5384,0.002951310527117385,0.002951310527117385,0.002951310527117385
commit+amor,16384,5385,0.0029508179090064995,0.0029508179090064995,0.0029508179090064995
commit+amor,16384,5386,0.002950325800594133,0.002950325800594133,0.002950325800594133
commit+amor,16384,5387,0.002949833384815296,0.002949833384815296,0.002949833384815296
commit+amor,16384,5388,0.002949344756867112,0.002949344756867112,0.002949344756867112
commit+amor,16384,5389,0.002948852950825756,0.002948852950825756,0.002948852950825756
commit+amor,16384,539,0.0015381692690166976,0.0015381692690166976,0.0015381692690166976
commit+amor,16384,5390,0.002948361164007421,0.002948361164007421,0.002948361164007421
commit+amor,16384,5391,0.002947869233166388,0.002947869233166388,0.002947869233166388
commit+amor,16384,5392,0.00294737821921365,0.00294737821921365,0.00294737821921365
commit+amor,16384,5393,0.002946888282959392,0.002946888282959392,0.002946888282959392
commit+amor,16384,5394,0.002946394797182054,0.002946394797182054,0.002946394797182054
commit+amor,16384,5395,0.0029459070987951806,0.0029459070987951806,0.0029459070987951806
commit+amor,16384,5396,0.0029454172357301703,0.0029454172357301703,0.0029454172357301703
commit+amor,16384,5397,0.0029449266418380585,0.0029449266418380585,0.0029449266418380585
commit+amor,16384,5398,0.002944436637273064,0.002944436637273064,0.002944436637273064
commit+amor,16384,5399,0.0029439462437488425,0.0029439462437488425,0.0029439462437488425
commit+amor,16384,54,9.118896296296296e-05,9.118896296296296e-05,9.118896296296296e-05
commit+amor,16384,540,0.0015357216703703702,0.0015357216703703702,0.0015357216703703702
commit+amor,16384,5400,0.002943459124444444,0.002943459124444444,0.002943459124444444
commit+amor,16384,5401,0.002942970802443992,0.002942970802443992,0.002942970802443992
commit+amor,16384,5402,0.0029424803184005923,0.0029424803184005923,0.0029424803184005923
commit+amor,16384,5403,0.002941992325374792,0.002941992325374792,0.002941992325374792
commit+amor,16384,5404,0.0029415044644707624,0.0029415044644707624,0.0029415044644707624
commit+amor,16384,5405,0.002941014279740981,0.002941014279740981,0.002941014279740981
commit+amor,16384,5406,0.002940525886792453,0.002940525886792453,0.002940525886792453
commit+amor,16384,5407,0.002940038649158498,0.002940038649158498,0.002940038649158498
commit+amor,16384,5408,0.002939547481508876,0.002939547481508876,0.002939547481508876
commit+amor,16384,5409,0.0029725929972268445,0.0029725929972268445,0.0029725929972268445
commit+amor,16384,541,0.001533304402957486,0.001533304402957486,0.001533304402957486
commit+amor,16384,5410,0.0029720993434380776,0.0029720993434380776,0.0029720993434380776
commit+amor,16384,5411,0.0029716050877841432,0.0029716050877841432,0.0029716050877841432
commit+amor,16384,5412,0.00297111166518847,0.00297111166518847,0.00297111166518847
commit+amor,16384,5413,0.002970621022353593,0.002970621022353593,0.002970621022353593
commit+amor,16384,5414,0.0029701272323605465,0.0029701272323605465,0.0029701272323605465
commit+amor,16384,5415,0.0029696337872576173,0.0029696337872576173,0.0029696337872576173
commit+amor,16384,5416,0.0029691405243722304,0.0029691405243722304,0.0029691405243722304
commit+amor,16384,5417,0.003037930733985601,0.003037930733985601,0.003037930733985601
commit+amor,16384,5418,0.0030374253724621634,0.0030374253724621634,0.0030374253724621634
commit+amor,16384,5419,0.003036923863074368,0.003036923863074368,0.003036923863074368
commit+amor,16384,542,0.0015309130848708487,0.0015309130848708487,0.0015309130848708487
commit+amor,16384,5420,0.00303641895498155,0.00303641895498155,0.00303641895498155
commit+amor,16384,5421,0.003035916745618889,0.003035916745618889,0.003035916745618889
commit+amor,16384,5422,0.0030354132471412765,0.0030354132471412765,0.0030354132471412765
commit+amor,16384,5423,0.0030349136127604645,0.0030349136127604645,0.0030349136127604645
commit+amor,16384,5424,0.003034412866519174,0.003034412866519174,0.003034412866519174
commit+amor,16384,5425,0.0030339086433179723,0.0030339086433179723,0.0030339086433179723
commit+amor,16384,5426,0.003033406063767048,0.003033406063767048,0.003033406063767048
commit+amor,16384,5427,0.003032901968675143,0.003032901968675143,0.003032901968675143
commit+amor,16384,5428,0.003032402043109801,0.003032402043109801,0.003032402043109801
commit+amor,16384,5429,0.0030318990480751517,0.0030318990480751517,0.0030318990480751517
commit+amor,16384,543,0.001528511473296501,0.001528511473296501,0.001528511473296501
commit+amor,16384,5430,0.0030314008670349907,0.0030314008670349907,0.0030314008670349907
commit+amor,16384,5431,0.003030901704290186,0.003030901704290186,0.003030901704290186
commit+amor,16384,5432,0.00303040272533137,0.00303040272533137,0.00303040272533137
commit+amor,16384,5433,0.003029903638873551,0.003029903638873551,0.003029903638873551
commit+amor,16384,5434,0.0030294008376886275,0.0030294008376886275,0.0030294008376886275
commit+amor,16384,5435,0.0030289034126954923,0.0030289034126954923,0.0030289034126954923
commit+amor,16384,5436,0.0030284042144959533,0.0030284042144959533,0.0030284042144959533
commit+amor,16384,5437,0.003027907236711422,0.003027907236711422,0.003027907236711422
commit+amor,16384,5438,0.0030274111044501653,0.0030274111044501653,0.0030274111044501653
commit+amor,16384,5439,0.0030269107589630446,0.0030269107589630446,0.0030269107589630446
commit+amor,16384,544,0.0015261232169117647,0.0015261232169117647,0.0015261232169117647
commit+amor,16384,5440,0.0030264097422794114,0.0030264097422794114,0.0030264097422794114
commit+amor,16384,5441,0.0030259121235067083,0.0030259121235067083,0.0030259121235067083
commit+amor,16384,5442,0.003025410956633591,0.003025410956633591,0.003025410956633591
commit+amor,16384,5443,0.00302491154069447,0.00302491154069447,0.00302491154069447
commit+amor,16384,5444,0.003024410984202792,0.003024410984202792,0.003024410984202792
commit+amor,16384,5445,0.0030239117410468318,0.0030239117410468318,0.0030239117410468318
commit+amor,16384,5446,0.0030234163286816016,0.0030234163286816016,0.0030234163286816016
commit+amor,16384,5447,0.00302291898439508,0.00302291898439508,0.00302291898439508
commit+amor,16384,5448,0.0030224181284875186,0.0030224181284875186,0.0030224181284875186
commit+amor,16384,5449,0.003021918246650761,0.003021918246650761,0.003021918246650761
commit+amor,16384,545,0.0015237259816513762,0.0015237259816513762,0.0015237259816513762
commit+amor,16384,5450,0.003021419757431193,0.003021419757431193,0.003021419757431193
commit+amor,16384,5451,0.0030209242091359385,0.0030209242091359385,0.0030209242091359385
commit+amor,16384,5452,0.003020426085106383,0.003020426085106383,0.003020426085106383
commit+amor,16384,5453,0.003019927096644049,0.003019927096644049,0.003019927096644049
commit+amor,16384,5454,0.003019430949761643,0.003019430949761643,0.003019430949761643
commit+amor,16384,5455,0.003018933373418882,0.003018933373418882,0.003018933373418882
commit+amor,16384,5456,0.0030184340630498535,0.0030184340630498535,0.0030184340630498535
commit+amor,16384,5457,0.003017935805387576,0.003017935805387576,0.003017935805387576
commit+amor,16384,5458,0.0030174389377061192,0.0030174389377061192,0.0030174389377061192
commit+amor,16384,5459,0.003016941125480857,0.003016941125480857,0.003016941125480857
commit+amor,16384,546,0.0015213560439560438,0.0015213560439560438,0.0015213560439560438
commit+amor,16384,5460,0.003016444976923077,0.003016444976923077,0.003016444976923077
commit+amor,16384,5461,0.0030159475290239884,0.0030159475290239884,0.0030159475290239884
commit+amor,16384,5462,0.0030154501827169534,0.0030154501827169534,0.0030154501827169534
commit+amor,16384,5463,0.0030149543053267437,0.0030149543053267437,0.0030149543053267437
commit+amor,16384,5464,0.0030144567591508056,0.0030144567591508056,0.0030144567591508056
commit+amor,16384,5465,0.0030139600391582795,0.0030139600391582795,0.0030139600391582795
commit+amor,16384,5466,0.0030134631789242587,0.0030134631789242587,0.0030134631789242587
commit+amor,16384,5467,0.0030129702143771716,0.0030129702143771716,0.0030129702143771716
commit+amor,16384,5468,0.0030124767710314553,0.0030124767710314553,0.0030124767710314553
commit+amor,16384,5469,0.0030119802457487656,0.0030119802457487656,0.0030119802457487656
commit+amor,16384,547,0.0015190002303473492,0.0015190002303473492,0.0015190002303473492
commit+amor,16384,5470,0.0030114877422303473,0.0030114877422303473,0.0030114877422303473
commit+amor,16384,5471,0.0030109920292451108,0.0030109920292451108,0.0030109920292451108
commit+amor,16384,5472,0.003010495934576023,0.003010495934576023,0.003010495934576023
commit+amor,16384,5473,0.0030100016597843964,0.0030100016597843964,0.0030100016597843964
commit+amor,16384,5474,0.003009507693825356,0.003009507693825356,0.003009507693825356
commit+amor,16384,5475,0.003009013940821918,0.003009013940821918,0.003009013940821918
commit+amor,16384,5476,0.003008518971512052,0.003008518971512052,0.003008518971512052
commit+amor,16384,5477,0.0030080245846266203,0.0030080245846266203,0.0030080245846266203
commit+amor,16384,5478,0.0030075315009127418,0.0030075315009127418,0.0030075315009127418
commit+amor,16384,5479,0.003007036992881913,0.003007036992881913,0.003007036992881913
commit+amor,16384,548,0.0015166257518248174,0.0015166257518248174,0.0015166257518248174
commit+amor,16384,5480,0.0030065458408759125,0.0030065458408759125,0.0030065458408759125
commit+amor,16384,5481,0.0030060517733990146,0.0030060517733990146,0.0030060517733990146
