i,suite,case,N,DISK_SIZE,DISK_GEOMETRY,SIZE,DISK_SIM,SEED,FS,STEP,BLOCK_SIZE,BLOCK_COUNT,ORDER,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3413,0,0,0,0,0,0,345762,0.244700
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3572,0,0,0,0,0,0,426228,0.249280
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3428,0,0,0,0,0,0,406090,0.245745
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3414,0,0,0,0,0,0,345873,0.244770
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3573,0,0,0,0,0,0,426372,0.249348
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3429,0,0,0,0,0,0,406220,0.245812
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3415,0,0,0,0,0,0,345981,0.244836
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3574,0,0,0,0,0,0,426516,0.249413
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3430,0,0,0,0,0,0,406350,0.245878
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3416,0,0,0,0,0,0,346105,0.244916
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3575,0,0,0,0,0,0,426660,0.249495
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3431,0,0,0,0,0,0,406480,0.245960
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3417,0,0,0,0,0,0,346224,0.244993
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3576,0,0,0,0,0,0,426809,0.249573
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3432,0,0,0,0,0,0,406616,0.246037
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3418,0,0,0,0,0,0,346329,0.245064
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3577,0,0,0,0,0,0,426958,0.249642
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3433,0,0,0,0,0,0,406752,0.246107
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3419,0,0,0,0,0,0,346433,0.245133
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3578,0,0,0,0,0,0,427108,0.249717
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3434,0,0,0,0,0,0,406888,0.246191
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3420,0,0,0,0,0,0,346550,0.245219
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3579,0,0,0,0,0,0,427254,0.249796
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3435,0,0,0,0,0,0,407018,0.246260
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3421,0,0,0,0,0,0,346662,0.245286
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3580,0,0,0,0,0,0,427405,0.249869
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3436,0,0,0,0,0,0,407154,0.246333
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3422,0,0,0,0,0,0,346784,0.245358
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3581,0,0,0,0,0,0,427556,0.249936
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3437,0,0,0,0,0,0,407290,0.246402
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3423,0,0,0,0,0,0,346894,0.245427
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3582,0,0,0,0,0,0,427707,0.250004
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3438,0,0,0,0,0,0,407426,0.246469
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3424,0,0,0,0,0,0,347012,0.245496
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3583,0,0,0,0,0,0,427858,0.250077
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3439,0,0,0,0,0,0,407562,0.246542
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3425,0,0,0,0,0,0,347129,0.245565
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3584,0,0,0,0,0,0,428014,0.250144
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3440,0,0,0,0,0,0,407703,0.246609
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3426,0,0,0,0,0,0,347239,0.245633
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3585,0,0,0,0,0,0,428170,0.250211
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3441,0,0,0,0,0,0,407844,0.246679
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3427,0,0,0,0,0,0,347356,0.245701
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3586,0,0,0,0,0,0,428326,0.250280
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3442,0,0,0,0,0,0,407985,0.246746
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3428,0,0,0,0,0,0,347473,0.245770
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3587,0,0,0,0,0,0,428477,0.250355
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3443,0,0,0,0,0,0,408121,0.246821
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3429,0,0,0,0,0,0,347588,0.245844
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3444,0,0,0,0,0,0,408257,0.246886
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3588,0,0,0,0,0,0,428628,0.250459
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3430,0,0,0,0,0,0,347697,0.245926
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3445,0,0,0,0,0,0,408393,0.246948
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3589,0,0,0,0,0,0,428774,0.250531
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3431,0,0,0,0,0,0,347805,0.245999
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3446,0,0,0,0,0,0,408529,0.247019
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3590,0,0,0,0,0,0,428915,0.250600
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3432,0,0,0,0,0,0,347909,0.246067
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3447,0,0,0,0,0,0,408665,0.247087
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3591,0,0,0,0,0,0,429051,0.250667
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3433,0,0,0,0,0,0,348020,0.246135
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3448,0,0,0,0,0,0,408806,0.247157
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3592,0,0,0,0,0,0,429184,0.250737
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3434,0,0,0,0,0,0,348132,0.246204
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3449,0,0,0,0,0,0,408947,0.247225
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3593,0,0,0,0,0,0,429307,0.250805
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3435,0,0,0,0,0,0,348242,0.246274
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3450,0,0,0,0,0,0,409088,0.247293
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3594,0,0,0,0,0,0,429430,0.250874
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3436,0,0,0,0,0,0,348355,0.246340
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3451,0,0,0,0,0,0,409224,0.247360
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3595,0,0,0,0,0,0,429547,0.250940
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3437,0,0,0,0,0,0,348460,0.246406
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3452,0,0,0,0,0,0,409365,0.247427
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3596,0,0,0,0,0,0,429671,0.251008
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3438,0,0,0,0,0,0,348577,0.246485
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3453,0,0,0,0,0,0,409506,0.247505
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3597,0,0,0,0,0,0,429794,0.251086
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3439,0,0,0,0,0,0,348695,0.246555
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3454,0,0,0,0,0,0,409647,0.247575
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3598,0,0,0,0,0,0,429917,0.251163
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3440,0,0,0,0,0,0,348811,0.246633
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3455,0,0,0,0,0,0,409788,0.247653
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3599,0,0,0,0,0,0,430040,0.251235
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3441,0,0,0,0,0,0,348924,0.246703
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3456,0,0,0,0,0,0,409934,0.247725
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3600,0,0,0,0,0,0,430169,0.251306
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3442,0,0,0,0,0,0,349056,0.246775
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3457,0,0,0,0,0,0,410081,0.247795
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3601,0,0,0,0,0,0,430298,0.251376
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3443,0,0,0,0,0,0,349162,0.246844
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3458,0,0,0,0,0,0,410229,0.247864
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3602,0,0,0,0,0,0,430427,0.251447
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3444,0,0,0,0,0,0,349272,0.246914
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3459,0,0,0,0,0,0,410373,0.247936
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3603,0,0,0,0,0,0,430550,0.251517
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3445,0,0,0,0,0,0,349397,0.246984
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3460,0,0,0,0,0,0,410517,0.248004
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3604,0,0,0,0,0,0,430673,0.251586
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3446,0,0,0,0,0,0,349514,0.247055
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3461,0,0,0,0,0,0,410656,0.248075
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3605,0,0,0,0,0,0,430796,0.251658
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3447,0,0,0,0,0,0,349630,0.247126
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3462,0,0,0,0,0,0,410790,0.248146
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3606,0,0,0,0,0,0,430919,0.251728
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3448,0,0,0,0,0,0,349744,0.247195
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3463,0,0,0,0,0,0,410918,0.248217
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3607,0,0,0,0,0,0,431042,0.251798
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3449,0,0,0,0,0,0,349848,0.247266
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3464,0,0,0,0,0,0,411052,0.248286
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3608,0,0,0,0,0,0,431171,0.251867
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3450,0,0,0,0,0,0,349974,0.247335
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3465,0,0,0,0,0,0,411186,0.248355
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3609,0,0,0,0,0,0,431300,0.251940
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3451,0,0,0,0,0,0,350090,0.247410
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3466,0,0,0,0,0,0,411320,0.248432
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3610,0,0,0,0,0,0,431429,0.252013
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3452,0,0,0,0,0,0,350206,0.247481
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3467,0,0,0,0,0,0,411448,0.248501
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3611,0,0,0,0,0,0,431552,0.252082
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3453,0,0,0,0,0,0,350313,0.247555
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3468,0,0,0,0,0,0,411582,0.248573
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3612,0,0,0,0,0,0,431681,0.252152
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3454,0,0,0,0,0,0,350444,0.247622
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3469,0,0,0,0,0,0,411716,0.248641
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3613,0,0,0,0,0,0,431810,0.252222
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3455,0,0,0,0,0,0,350548,0.247692
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3470,0,0,0,0,0,0,411850,0.248713
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3614,0,0,0,0,0,0,431939,0.252295
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3456,0,0,0,0,0,0,350660,0.247764
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3471,0,0,0,0,0,0,411984,0.248783
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3615,0,0,0,0,0,0,432068,0.252363
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3457,0,0,0,0,0,0,350772,0.247835
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3472,0,0,0,0,0,0,412123,0.248853
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3616,0,0,0,0,0,0,432203,0.252434
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3458,0,0,0,0,0,0,350883,0.247904
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3473,0,0,0,0,0,0,412262,0.248922
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3617,0,0,0,0,0,0,432338,0.252501
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3459,0,0,0,0,0,0,350999,0.247970
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3474,0,0,0,0,0,0,412401,0.248991
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3618,0,0,0,0,0,0,432473,0.252570
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3460,0,0,0,0,0,0,351118,0.248041
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3475,0,0,0,0,0,0,412535,0.249060
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3619,0,0,0,0,0,0,432602,0.252638
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3461,0,0,0,0,0,0,351218,0.248108
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3476,0,0,0,0,0,0,412669,0.249128
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3620,0,0,0,0,0,0,432731,0.252709
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3462,0,0,0,0,0,0,351341,0.248178
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3477,0,0,0,0,0,0,412803,0.249200
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3621,0,0,0,0,0,0,432854,0.252784
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3463,0,0,0,0,0,0,351443,0.248254
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3478,0,0,0,0,0,0,412937,0.249273
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3622,0,0,0,0,0,0,432977,0.252853
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3464,0,0,0,0,0,0,351561,0.248324
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3479,0,0,0,0,0,0,413071,0.249343
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3623,0,0,0,0,0,0,433100,0.252922
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3465,0,0,0,0,0,0,351673,0.248391
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3480,0,0,0,0,0,0,413210,0.249409
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3624,0,0,0,0,0,0,433229,0.252991
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3466,0,0,0,0,0,0,351785,0.248460
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3481,0,0,0,0,0,0,413349,0.249480
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3625,0,0,0,0,0,0,433358,0.253060
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3467,0,0,0,0,0,0,351910,0.248529
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3482,0,0,0,0,0,0,413488,0.249548
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3626,0,0,0,0,0,0,433487,0.253127
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3468,0,0,0,0,0,0,352013,0.248597
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3483,0,0,0,0,0,0,413622,0.249617
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3627,0,0,0,0,0,0,433610,0.253198
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3469,0,0,0,0,0,0,352124,0.248667
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3484,0,0,0,0,0,0,413761,0.249685
25,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,1,usage,3628,0,0,0,0,0,0,433739,0.253264
26,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,2,usage,3470,0,0,0,0,0,0,352239,0.248733
24,bench_p26_rbyd,bench_p26_rbyd_usage,8192,134217728,0,4,1,0,3,1,134217728,1,0,usage,3485,0,0,0,0,0,0,413900,0.249753
