i,suite,case,N,DISK_SIZE,DISK_GEOMETRY,SIZE,DISK_SIM,SEED,FS,STEP,BLOCK_SIZE,BLOCK_COUNT,ORDER,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2683,5366,2683,0,5366,299160,0,473485760,0.238666
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2683,33000,2683,0,309340,256215,0,417705730,0.238277
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2691,5382,2691,0,5382,300215,0,475155410,0.239630
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2684,5368,2684,0,5368,299290,0,473691500,0.238759
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2684,33014,2684,0,309474,256323,0,417881946,0.238368
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2692,5384,2692,0,5384,300345,0,475361150,0.239717
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2685,5370,2685,0,5370,299420,0,473897240,0.238850
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2685,33028,2685,0,309608,256430,0,418056580,0.238457
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2693,5386,2693,0,5386,300469,0,475557398,0.239818
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2686,5372,2686,0,5372,299550,0,474102980,0.238955
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2686,33043,2686,0,309753,256537,0,418231654,0.238566
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2694,5388,2694,0,5388,300586,0,475742572,0.239919
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2687,5374,2687,0,5374,299680,0,474308720,0.239048
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2687,33056,2687,0,309876,256645,0,418407430,0.238657
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2695,5390,2695,0,5390,300699,0,475921418,0.240007
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2688,5376,2688,0,5376,299815,0,474522370,0.239136
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2688,33072,2688,0,310032,256763,0,418600346,0.238744
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2696,5392,2696,0,5392,300819,0,476111338,0.240094
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2689,5378,2689,0,5378,299950,0,474736020,0.239222
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2689,33082,2689,0,310122,256871,0,418774802,0.238830
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2697,5394,2697,0,5394,300938,0,476299676,0.240179
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2690,5380,2690,0,5380,300085,0,474949670,0.239311
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2690,33096,2690,0,310256,256976,0,418946272,0.238914
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2698,5396,2698,0,5396,301057,0,476488014,0.240261
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2691,5382,2691,0,5382,300215,0,475155410,0.239387
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2691,33109,2691,0,310379,257076,0,419109392,0.238989
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2699,5398,2699,0,5398,301171,0,476668442,0.240335
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2692,5384,2692,0,5384,300345,0,475361150,0.239467
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2692,33125,2692,0,310535,257191,0,419297562,0.239068
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2700,5400,2700,0,5400,301293,0,476861526,0.240424
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2693,5386,2693,0,5386,300469,0,475557398,0.239552
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2693,33134,2693,0,310614,257294,0,419463668,0.239153
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2701,5402,2701,0,5402,301415,0,477054610,0.240502
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2694,5388,2694,0,5388,300586,0,475742572,0.239630
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2694,33150,2694,0,310770,257414,0,419659748,0.239233
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2702,5404,2702,0,5404,301537,0,477247694,0.240580
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2695,5390,2695,0,5390,300699,0,475921418,0.239712
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2695,33164,2695,0,310904,257523,0,419837546,0.239313
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2703,5406,2703,0,5406,301659,0,477440778,0.240663
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2696,5392,2696,0,5392,300819,0,476111338,0.239789
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2696,33179,2696,0,311049,257629,0,420011038,0.239391
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2704,5408,2704,0,5408,301787,0,477643354,0.240741
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2697,5394,2697,0,5394,300938,0,476299676,0.239869
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2697,33193,2697,0,311183,257729,0,420174598,0.239473
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2705,5410,2705,0,5410,301915,0,477845930,0.240820
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2698,5396,2698,0,5396,301057,0,476488014,0.239947
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2698,33208,2698,0,311328,257832,0,420343344,0.239548
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2706,5412,2706,0,5412,302043,0,478048506,0.240894
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2699,5398,2699,0,5398,301171,0,476668442,0.240025
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2699,33218,2699,0,311418,257933,0,420506726,0.239626
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2707,5414,2707,0,5414,302165,0,478241590,0.240974
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2700,5400,2700,0,5400,301293,0,476861526,0.240103
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2700,33232,2700,0,311552,258038,0,420678196,0.239704
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2708,5416,2708,0,5416,302287,0,478434674,0.241054
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2701,5402,2701,0,5402,301415,0,477054610,0.240193
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2701,33249,2701,0,311719,258155,0,420869970,0.239804
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2709,5418,2709,0,5418,302409,0,478627758,0.241156
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2702,5404,2702,0,5404,301537,0,477247694,0.240285
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2702,33267,2702,0,311897,258278,0,421071676,0.239898
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2710,5420,2710,0,5420,302531,0,478820842,0.241249
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2703,5406,2703,0,5406,301659,0,477440778,0.240381
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2703,33281,2703,0,312031,258384,0,421244728,0.239990
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2711,5422,2711,0,5422,302653,0,479013926,0.241343
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2704,5408,2704,0,5408,301787,0,477643354,0.240473
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2704,33297,2704,0,312187,258496,0,421428152,0.240084
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2712,5424,2712,0,5424,302781,0,479216502,0.241435
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2705,5410,2705,0,5410,301915,0,477845930,0.240563
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2705,33312,2705,0,312332,258596,0,421592152,0.240171
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2713,5426,2713,0,5426,302909,0,479419078,0.241521
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2706,5412,2706,0,5412,302043,0,478048506,0.240664
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2706,33326,2706,0,312466,258697,0,421757294,0.240275
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2714,5428,2714,0,5428,303037,0,479621654,0.241627
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2707,5414,2707,0,5414,302165,0,478241590,0.240757
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2707,33340,2707,0,312600,258803,0,421930346,0.240366
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2715,5430,2715,0,5430,303159,0,479814738,0.241719
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2708,5416,2708,0,5416,302287,0,478434674,0.240851
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2708,33351,2708,0,312701,258911,0,422105242,0.240462
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2716,5432,2716,0,5432,303287,0,480017314,0.241813
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2709,5418,2709,0,5418,302409,0,478627758,0.240942
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2709,33363,2709,0,312813,259008,0,422263176,0.240550
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2717,5434,2717,0,5434,303415,0,480219890,0.241900
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2710,5420,2710,0,5420,302531,0,478820842,0.241033
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2710,33377,2710,0,312947,259114,0,422436228,0.240640
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2718,5436,2718,0,5436,303543,0,480422466,0.241992
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2711,5422,2711,0,5422,302653,0,479013926,0.241121
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2711,33393,2711,0,313103,259225,0,422618070,0.240729
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2719,5438,2719,0,5438,303671,0,480625042,0.242081
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2712,5424,2712,0,5424,302781,0,479216502,0.241212
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2712,33407,2712,0,313237,259332,0,422792704,0.240827
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2720,5440,2720,0,5440,303805,0,480837110,0.242178
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2713,5426,2713,0,5426,302909,0,479419078,0.241307
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2713,33424,2713,0,313404,259452,0,422989224,0.240917
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2721,5442,2721,0,5442,303939,0,481049178,0.242266
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2714,5428,2714,0,5428,303037,0,479621654,0.241398
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2714,33426,2714,0,313406,259561,0,423161742,0.241006
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2722,5444,2722,0,5444,304073,0,481261246,0.242360
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2715,5430,2715,0,5430,303159,0,479814738,0.241493
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2715,33438,2715,0,313518,259663,0,423327586,0.241131
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2723,5446,2723,0,5446,304201,0,481463822,0.242469
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2716,5432,2716,0,5432,303287,0,480017314,0.241597
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2716,33454,2716,0,313674,259774,0,423509428,0.241207
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2724,5448,2724,0,5448,304329,0,481666398,0.242557
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2717,5434,2717,0,5434,303415,0,480219890,0.241690
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2717,33469,2717,0,313819,259882,0,423686084,0.241298
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2725,5450,2725,0,5450,304451,0,481859482,0.242648
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2718,5436,2718,0,5436,303543,0,480422466,0.241777
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2718,33486,2718,0,313986,259996,0,423873112,0.241385
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2726,5452,2726,0,5452,304573,0,482052566,0.242738
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2719,5438,2719,0,5438,303671,0,480625042,0.241868
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2719,33496,2719,0,314076,260111,0,424058642,0.241476
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2727,5454,2727,0,5454,304695,0,482245650,0.242826
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2720,5440,2720,0,5440,303805,0,480837110,0.241969
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2720,33512,2720,0,314232,260225,0,424245230,0.241580
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2728,5456,2728,0,5456,304823,0,482448226,0.242930
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2721,5442,2721,0,5442,303939,0,481049178,0.242062
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2721,33526,2721,0,314366,260326,0,424410372,0.241670
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2729,5458,2729,0,5458,304951,0,482650802,0.243020
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2722,5444,2722,0,5444,304073,0,481261246,0.242157
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2722,33540,2722,0,314500,260427,0,424575514,0.241764
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2730,5460,2730,0,5460,305079,0,482853378,0.243118
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2723,5446,2723,0,5446,304201,0,481463822,0.242248
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2723,33555,2723,0,314645,260545,0,424767990,0.241859
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2731,5462,2731,0,5462,305201,0,483046462,0.243212
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2724,5448,2724,0,5448,304329,0,481666398,0.242342
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2724,33569,2724,0,314779,260654,0,424945788,0.241943
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2732,5464,2732,0,5464,305329,0,483249038,0.243290
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2725,5450,2725,0,5450,304451,0,481859482,0.242418
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2725,33581,2725,0,314891,260755,0,425110050,0.242019
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2733,5466,2733,0,5466,305457,0,483451614,0.243369
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2726,5452,2726,0,5452,304573,0,482052566,0.242497
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2726,33595,2726,0,315025,260856,0,425275192,0.242101
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2734,5468,2734,0,5468,305585,0,483654190,0.243448
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2727,5454,2727,0,5454,304695,0,482245650,0.242574
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2727,33609,2727,0,315159,260961,0,425446662,0.242184
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2735,5470,2735,0,5470,305713,0,483856766,0.243531
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2728,5456,2728,0,5456,304823,0,482448226,0.242661
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2728,33623,2728,0,315293,261070,0,425624460,0.242262
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2736,5472,2736,0,5472,305847,0,484068834,0.243609
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2729,5458,2729,0,5458,304951,0,482650802,0.242738
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2729,33637,2729,0,315427,261176,0,425797512,0.242339
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2737,5474,2737,0,5474,305981,0,484280902,0.243689
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2730,5460,2730,0,5460,305079,0,482853378,0.242817
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2730,33651,2730,0,315561,261282,0,425970564,0.242421
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2738,5476,2738,0,5476,306115,0,484492970,0.243768
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2731,5462,2731,0,5462,305201,0,483046462,0.242895
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2731,33662,2731,0,315662,261377,0,426124894,0.242497
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2739,5478,2739,0,5478,306243,0,484695546,0.243850
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2732,5464,2732,0,5464,305329,0,483249038,0.242980
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2732,33676,2732,0,315796,261472,0,426280544,0.242582
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2740,5480,2740,0,5480,306371,0,484898122,0.243929
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2733,5466,2733,0,5466,305457,0,483451614,0.243056
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2733,33687,2733,0,315897,261579,0,426453858,0.242657
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2741,5482,2741,0,5482,306499,0,485100698,0.244007
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2734,5468,2734,0,5468,305585,0,483654190,0.243134
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2734,33698,2734,0,315998,261686,0,426627172,0.242738
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2742,5484,2742,0,5484,306627,0,485303274,0.244087
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2735,5470,2735,0,5470,305713,0,483856766,0.243219
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2735,33712,2735,0,316132,261798,0,426809716,0.242828
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2743,5486,2743,0,5486,306755,0,485505850,0.244179
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2736,5472,2736,0,5472,305847,0,484068834,0.243307
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2736,33726,2736,0,316266,261912,0,426995424,0.242918
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2744,5488,2744,0,5488,306889,0,485717918,0.244271
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2737,5474,2737,0,5474,305981,0,484280902,0.243402
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2737,33739,2737,0,316389,262007,0,427150634,0.243013
12,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,0,create,2745,5490,2745,0,5490,307023,0,485929986,0.244363
13,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,1,create,2738,5476,2738,0,5476,306115,0,484492970,0.243491
14,bench_p26_rbyd,bench_p26_rbyd_create,8192,134217728,0,4,1,0,3,1,134217728,1,2,create,2738,33753,2738,0,316523,262116,0,427328432,0.243099
