i,suite,case,SIZE,NO_SET,FS,CHUNK,DISK_SIZE,SKIP_WARMUP,FILE_SIZE,SIM_SIZE,BLOCK_SIZE,FILE_COUNT,NO_FRUNCATE,SEED,SIM_TIME,DISK_GEOMETRY,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,131072,32768,0,42,3600000000000,1,write,89092800,24413343,10596356,6191,12484333739,5425334272,811466752,3600001135793,22.325894
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,131072,32768,0,42,3600000000000,1,stack,89092800,0,0,0,0,0,0,1344,22.326021
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,131072,32768,0,42,3600000000000,1,ctx,89092800,0,0,0,0,0,0,384,22.326078
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,131072,32768,0,42,3600000000000,1,heap,89092800,0,0,0,0,0,0,2696,22.326124
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,131072,32768,0,42,3600000000000,1,usage,89092800,0,0,0,0,0,0,6780163,22.326169
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,262144,32768,0,42,3600000000000,1,write,94818176,19237737,11276874,6590,9840115068,5773759488,863764480,3600001338420,23.128061
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,262144,32768,0,42,3600000000000,1,stack,94818176,0,0,0,0,0,0,1344,23.128175
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,262144,32768,0,42,3600000000000,1,ctx,94818176,0,0,0,0,0,0,384,23.128235
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,262144,32768,0,42,3600000000000,1,heap,94818176,0,0,0,0,0,0,2696,23.128281
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,262144,32768,0,42,3600000000000,1,usage,94818176,0,0,0,0,0,0,6465285,23.128325
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,65536,32768,0,42,3600000000000,1,write,79532928,33042090,9460156,11052,16915154055,4843599872,724303872,3600000024069,38.403299
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,65536,32768,0,42,3600000000000,1,stack,79532928,0,0,0,0,0,0,1344,38.403400
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,65536,32768,0,42,3600000000000,1,ctx,79532928,0,0,0,0,0,0,384,38.403444
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,65536,32768,0,42,3600000000000,1,heap,79532928,0,0,0,0,0,0,2696,38.403481
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,65536,32768,0,42,3600000000000,1,usage,79532928,0,0,0,0,0,0,7585466,38.403527
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,32768,32768,0,42,3600000000000,1,write,47371904,62096275,5637349,13270,31791861667,2886322688,434831360,3600011499289,39.686314
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,32768,32768,0,42,3600000000000,1,stack,47371904,0,0,0,0,0,0,1344,39.686419
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,32768,32768,0,42,3600000000000,1,ctx,47371904,0,0,0,0,0,0,384,39.686473
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,32768,32768,0,42,3600000000000,1,heap,47371904,0,0,0,0,0,0,2696,39.686515
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,32768,32768,0,42,3600000000000,1,usage,47371904,0,0,0,0,0,0,7841996,39.686554
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,4096,32768,0,42,3600000000000,1,write,1253888,103832026,146995,3163,53161997312,75261440,12955648,3600205704704,41.295780
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,4096,32768,0,42,3600000000000,1,stack,1253888,0,0,0,0,0,0,1344,41.295874
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,4096,32768,0,42,3600000000000,1,ctx,1253888,0,0,0,0,0,0,384,41.295925
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,4096,32768,0,42,3600000000000,1,heap,1253888,0,0,0,0,0,0,2696,41.295964
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,4096,32768,0,42,3600000000000,1,usage,1253888,0,0,0,0,0,0,20112681,41.296006
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,8192,32768,0,42,3600000000000,1,write,5142528,100346795,605369,6052,51377415047,309948928,49577984,3600181496069,41.536537
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,8192,32768,0,42,3600000000000,1,stack,5142528,0,0,0,0,0,0,1344,41.536611
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,8192,32768,0,42,3600000000000,1,ctx,5142528,0,0,0,0,0,0,384,41.536644
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,8192,32768,0,42,3600000000000,1,heap,5142528,0,0,0,0,0,0,2696,41.536673
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,8192,32768,0,42,3600000000000,1,usage,5142528,0,0,0,0,0,0,13686353,41.536699
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,16384,32768,0,42,3600000000000,1,write,18153472,88553203,2156566,10335,45338710727,1104161792,169328640,3600068978885,45.588577
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,16384,32768,0,42,3600000000000,1,stack,18153472,0,0,0,0,0,0,1344,45.588652
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,16384,32768,0,42,3600000000000,1,ctx,18153472,0,0,0,0,0,0,384,45.588684
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,16384,32768,0,42,3600000000000,1,heap,18153472,0,0,0,0,0,0,2696,45.588711
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,4,64,134217728,0,64,0,16384,32768,0,42,3600000000000,1,usage,18153472,0,0,0,0,0,0,10012944,45.588736
