i,suite,case,FILE_COUNT,DISK_GEOMETRY,NO_SET,SIZE,CHUNK,SIM_TIME,BLOCK_SIZE,DISK_SIZE,FILE_SIZE,SEED,FS,NO_FRUNCATE,SIM_SIZE,SKIP_WARMUP,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
33,bench_p26_wt,bench_p26_wt_many,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,heap,229926464,0,0,0,0,0,0,7955564,1952.460063
33,bench_p26_wt,bench_p26_wt_many,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,usage,229926464,0,0,0,0,0,0,43550416,1952.460090
43,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,65536,134217728,64,42,5,0,0,0,write,375956992,5875400,12715742,99332,3008204800,6510459904,6509821952,3600000222208,11.300174
43,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,65536,134217728,64,42,5,0,0,0,stack,375956992,0,0,0,0,0,0,8944,11.300387
43,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,65536,134217728,64,42,5,0,0,0,ctx,375956992,0,0,0,0,0,0,7232,11.300498
43,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,65536,134217728,64,42,5,0,0,0,heap,375956992,0,0,0,0,0,0,120444,11.300592
43,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,65536,134217728,64,42,5,0,0,0,usage,375956992,0,0,0,0,0,0,10393808,11.300654
41,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,16384,134217728,64,42,5,0,0,0,write,375957120,5875402,12715745,397325,3008205824,6510461440,6509772800,3600000332288,11.640062
41,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,16384,134217728,64,42,5,0,0,0,stack,375957120,0,0,0,0,0,0,8944,11.640234
41,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,16384,134217728,64,42,5,0,0,0,ctx,375957120,0,0,0,0,0,0,7232,11.640320
41,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,16384,134217728,64,42,5,0,0,0,heap,375957120,0,0,0,0,0,0,189140,11.640388
41,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,16384,134217728,64,42,5,0,0,0,usage,375957120,0,0,0,0,0,0,10158208,11.640451
46,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,524288,134217728,64,42,5,0,0,0,write,378442560,5914243,12710413,49692,3028092416,6507731456,6513229824,3600000487424,11.838814
46,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,524288,134217728,64,42,5,0,0,0,stack,378442560,0,0,0,0,0,0,8768,11.838986
46,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,524288,134217728,64,42,5,0,0,0,ctx,378442560,0,0,0,0,0,0,7232,11.839071
46,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,524288,134217728,64,42,5,0,0,0,heap,378442560,0,0,0,0,0,0,130220,11.839135
46,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,524288,134217728,64,42,5,0,0,0,usage,378442560,0,0,0,0,0,0,12689296,11.839196
42,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,write,375957056,5875401,12715744,198663,3008205312,6510460928,6509789184,3600000284160,14.974994
42,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,stack,375957056,0,0,0,0,0,0,8768,14.975166
42,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,ctx,375957056,0,0,0,0,0,0,7232,14.975269
42,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,heap,375957056,0,0,0,0,0,0,135596,14.975355
42,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,32768,134217728,64,42,5,0,0,0,usage,375957056,0,0,0,0,0,0,10205328,14.975410
45,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,262144,134217728,64,42,5,0,0,0,write,378103232,5908941,12711447,49648,3025377792,6508260864,6507462656,3600000509952,15.663304
45,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,262144,134217728,64,42,5,0,0,0,stack,378103232,0,0,0,0,0,0,8944,15.663521
45,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,262144,134217728,64,42,5,0,0,0,ctx,378103232,0,0,0,0,0,0,7232,15.663627
45,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,262144,134217728,64,42,5,0,0,0,heap,378103232,0,0,0,0,0,0,118308,15.663723
45,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,262144,134217728,64,42,5,0,0,0,usage,378103232,0,0,0,0,0,0,10934944,15.663792
40,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,8192,134217728,64,42,5,0,0,0,write,364488320,5696166,12738768,796052,2916436992,6522249216,6521257984,3600000500736,15.791265
40,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,8192,134217728,64,42,5,0,0,0,stack,364488320,0,0,0,0,0,0,8944,15.791409
40,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,8192,134217728,64,42,5,0,0,0,ctx,364488320,0,0,0,0,0,0,7232,15.791493
40,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,8192,134217728,64,42,5,0,0,0,heap,364488320,0,0,0,0,0,0,321812,15.791552
40,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,8192,134217728,64,42,5,0,0,0,usage,364488320,0,0,0,0,0,0,14471920,15.791613
44,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,131072,134217728,64,42,5,0,0,0,write,377388480,5897767,12712892,49652,3019656704,6509000704,6507986944,3600000160256,16.020721
44,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,131072,134217728,64,42,5,0,0,0,stack,377388480,0,0,0,0,0,0,8944,16.020818
44,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,131072,134217728,64,42,5,0,0,0,ctx,377388480,0,0,0,0,0,0,7232,16.020863
44,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,131072,134217728,64,42,5,0,0,0,heap,377388480,0,0,0,0,0,0,115508,16.020902
44,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,131072,134217728,64,42,5,0,0,0,usage,377388480,0,0,0,0,0,0,11761776,16.020938
39,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,4096,134217728,64,42,5,0,0,0,write,341424576,5335729,12785032,1597883,2731893248,6545936384,6544928768,3600000525824,16.111322
39,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,4096,134217728,64,42,5,0,0,0,stack,341424576,0,0,0,0,0,0,8944,16.111439
39,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,4096,134217728,64,42,5,0,0,0,ctx,341424576,0,0,0,0,0,0,7232,16.111490
39,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,4096,134217728,64,42,5,0,0,0,heap,341424576,0,0,0,0,0,0,587828,16.111533
39,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,4096,134217728,64,42,5,0,0,0,usage,341424576,0,0,0,0,0,0,21037472,16.111568
47,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,1048576,134217728,64,42,5,0,0,0,write,356334400,5771330,11753504,91816,5909841920,12035588096,12034506752,3600000473088,16.263143
47,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,1048576,134217728,64,42,5,0,0,0,stack,356334400,0,0,0,0,0,0,8768,16.263222
47,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,1048576,134217728,64,42,5,0,0,0,ctx,356334400,0,0,0,0,0,0,7232,16.271654
47,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,1048576,134217728,64,42,5,0,0,0,heap,356334400,0,0,0,0,0,0,98452,16.271724
47,bench_p26_wt,bench_p26_wt_logging,32768,1,0,2097152,64,3600000000000,1048576,134217728,64,42,5,0,0,0,usage,356334400,0,0,0,0,0,0,13565168,16.271774
