i,suite,case,SIZE,DISK_SIZE,FILE_SIZE,FS,NO_FRUNCATE,SEED,SKIP_WARMUP,NO_SET,CHUNK,DISK_GEOMETRY,SIM_TIME,FILE_COUNT,SIM_SIZE,BLOCK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
44,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,131072,stack,30497664,0,0,0,0,0,0,1344,16.819318
44,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,131072,ctx,30497664,0,0,0,0,0,0,384,16.827644
44,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,131072,heap,30497664,0,0,0,0,0,0,1160,16.827720
44,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,131072,usage,30497664,0,0,0,0,0,0,10279056,16.827763
43,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,65536,write,29615552,9572863185,3836418,37264,9572863185,273580037,152633344,3600000726791,18.061150
43,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,65536,stack,29615552,0,0,0,0,0,0,1344,18.061241
43,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,65536,ctx,29615552,0,0,0,0,0,0,384,18.061283
43,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,65536,heap,29615552,0,0,0,0,0,0,1160,18.061332
43,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,65536,usage,29615552,0,0,0,0,0,0,9258205,18.061366
42,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,32768,write,28136320,13631104782,3641000,35400,13631104782,259921392,144998400,3600001168128,29.612923
42,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,32768,stack,28136320,0,0,0,0,0,0,1344,29.613014
42,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,32768,ctx,28136320,0,0,0,0,0,0,384,29.613053
42,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,32768,heap,28136320,0,0,0,0,0,0,1160,29.613085
42,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,32768,usage,28136320,0,0,0,0,0,0,9823835,29.613114
41,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,16384,write,25480832,20786251918,3303595,32052,20786251918,235395520,131284992,3600080373872,46.739666
41,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,16384,stack,25480832,0,0,0,0,0,0,1344,46.739751
41,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,16384,ctx,25480832,0,0,0,0,0,0,384,46.739787
41,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,16384,heap,25480832,0,0,0,0,0,0,1160,46.739818
41,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,16384,usage,25480832,0,0,0,0,0,0,9225354,46.739846
40,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,8192,write,15881344,46597316592,2049414,20298,46597316592,146702741,83140608,3600090660239,57.573982
40,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,8192,stack,15881344,0,0,0,0,0,0,1344,57.574064
40,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,8192,ctx,15881344,0,0,0,0,0,0,384,57.574098
40,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,8192,heap,15881344,0,0,0,0,0,0,1160,57.574126
40,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,8192,usage,15881344,0,0,0,0,0,0,12133532,57.574152
39,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,4096,write,6307456,72489598692,811475,8331,72489598692,58224014,34123776,3600267875882,80.249002
39,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,4096,stack,6307456,0,0,0,0,0,0,1344,80.249072
39,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,4096,ctx,6307456,0,0,0,0,0,0,384,80.249101
39,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,4096,heap,6307456,0,0,0,0,0,0,1160,80.249125
39,bench_p26_wt,bench_p26_wt_logging,2097152,134217728,64,4,0,42,0,0,64,0,3600000000000,32768,0,4096,usage,6307456,0,0,0,0,0,0,14967857,80.249148
