i,suite,case,SIZE,NO_SET,BLOCK_SIZE,SKIP_WARMUP,CHUNK,FS,SEED,FILE_COUNT,SIM_SIZE,FILE_SIZE,DISK_SIZE,SIM_TIME,DISK_GEOMETRY,NO_FRUNCATE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,65536,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,30308416,0,0,0,0,0,0,784,7.717183
43,bench_p26_wt,bench_p26_wt_logging,2097152,0,65536,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,30308416,0,0,0,0,0,0,2555904,7.717227
47,bench_p26_wt,bench_p26_wt_logging,2097152,0,1048576,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,36763328,214044152,3452833,49152,214044152,194224246,201326592,3605601129090,10.136042
47,bench_p26_wt,bench_p26_wt_logging,2097152,0,1048576,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,36763328,0,0,0,0,0,0,3296,10.136155
47,bench_p26_wt,bench_p26_wt_logging,2097152,0,1048576,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,36763328,0,0,0,0,0,0,624,10.144438
47,bench_p26_wt,bench_p26_wt_logging,2097152,0,1048576,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,36763328,0,0,0,0,0,0,784,10.144495
47,bench_p26_wt,bench_p26_wt_logging,2097152,0,1048576,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,36763328,0,0,0,0,0,0,6291456,10.144550
46,bench_p26_wt,bench_p26_wt_logging,2097152,0,524288,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,35160064,249578035,3347663,50048,249578035,198226306,204996608,3605335857566,10.609946
46,bench_p26_wt,bench_p26_wt_logging,2097152,0,524288,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,35160064,0,0,0,0,0,0,3296,10.610048
46,bench_p26_wt,bench_p26_wt_logging,2097152,0,524288,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,35160064,0,0,0,0,0,0,624,10.610100
46,bench_p26_wt,bench_p26_wt_logging,2097152,0,524288,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,35160064,0,0,0,0,0,0,784,10.610145
46,bench_p26_wt,bench_p26_wt_logging,2097152,0,524288,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,35160064,0,0,0,0,0,0,4718592,10.610189
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,16384,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,23246912,896422573,2566527,56292,896422573,224888797,230572032,3600133449071,10.988428
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,16384,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,23246912,0,0,0,0,0,0,3296,10.988520
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,16384,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,23246912,0,0,0,0,0,0,624,10.988570
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,16384,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,23246912,0,0,0,0,0,0,784,10.988612
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,16384,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,23246912,0,0,0,0,0,0,2260992,10.988664
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,262144,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,33649024,266328202,3246146,50816,266328202,201267147,208142336,3600002813857,11.555350
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,262144,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,33649024,0,0,0,0,0,0,3296,11.555432
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,262144,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,33649024,0,0,0,0,0,0,624,11.555473
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,262144,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,33649024,0,0,0,0,0,0,784,11.555506
45,bench_p26_wt,bench_p26_wt_logging,2097152,0,262144,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,33649024,0,0,0,0,0,0,3932160,11.555535
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,32768,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,28019328,421197328,2891734,53824,421197328,214829928,220463104,3600001064248,11.703175
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,32768,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,28019328,0,0,0,0,0,0,3296,11.703248
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,32768,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,28019328,0,0,0,0,0,0,624,11.703292
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,32768,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,28019328,0,0,0,0,0,0,784,11.703331
42,bench_p26_wt,bench_p26_wt_logging,2097152,0,32768,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,28019328,0,0,0,0,0,0,2326528,11.703367
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4096,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,13.353902
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4096,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,15992704,0,0,0,0,0,0,3264,13.353978
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4096,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,15992704,0,0,0,0,0,0,624,13.354012
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4096,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,15992704,0,0,0,0,0,0,784,13.354040
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,4096,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,15992704,0,0,0,0,0,0,2449408,13.354065
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,8192,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,write,16695808,866514453,2755241,54642,866514453,215653749,223813632,3600023631351,14.402636
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,8192,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,stack,16695808,0,0,0,0,0,0,3296,14.402719
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,8192,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,ctx,16695808,0,0,0,0,0,0,624,14.402757
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,8192,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,heap,16695808,0,0,0,0,0,0,784,14.402783
40,bench_p26_wt,bench_p26_wt_logging,2097152,0,8192,0,64,3,42,32768,0,64,134217728,3600000000000,0,0,usage,16695808,0,0,0,0,0,0,2293760,14.402805
