i,suite,case,NO_SET,BLOCK_SIZE,SIZE,FILE_COUNT,CHUNK,DISK_SIZE,FILE_SIZE,SEED,SIM_SIZE,FS,SIM_TIME,SKIP_WARMUP,DISK_GEOMETRY,NO_FRUNCATE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_logging,0,16384,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,12788480,133644216,1039529,33060,1978533053,532238848,541655040,3600002301959,28.096294
41,bench_p26_wt,bench_p26_wt_logging,0,16384,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,12788480,0,0,0,0,0,0,3296,28.096395
41,bench_p26_wt,bench_p26_wt_logging,0,16384,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,12788480,0,0,0,0,0,0,624,28.096444
41,bench_p26_wt,bench_p26_wt_logging,0,16384,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,12788480,0,0,0,0,0,0,1296,28.096488
41,bench_p26_wt,bench_p26_wt_logging,0,16384,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,12788480,0,0,0,0,0,0,2244608,28.096529
40,bench_p26_wt,bench_p26_wt_logging,0,8192,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,10587840,130224952,1325179,87002,2364272620,678491648,712720384,3600015671428,29.694473
40,bench_p26_wt,bench_p26_wt_logging,0,8192,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,10587840,0,0,0,0,0,0,3296,29.694575
40,bench_p26_wt,bench_p26_wt_logging,0,8192,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,10587840,0,0,0,0,0,0,624,29.694623
40,bench_p26_wt,bench_p26_wt_logging,0,8192,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,10587840,0,0,0,0,0,0,1296,29.694665
40,bench_p26_wt,bench_p26_wt_logging,0,8192,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,10587840,0,0,0,0,0,0,2252800,29.694709
43,bench_p26_wt,bench_p26_wt_logging,0,65536,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,64145920,98416418,4189956,32744,3236168469,2145257472,2145910784,3600003289743,30.274590
43,bench_p26_wt,bench_p26_wt_logging,0,65536,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,64145920,0,0,0,0,0,0,3296,30.274683
43,bench_p26_wt,bench_p26_wt_logging,0,65536,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,64145920,0,0,0,0,0,0,624,30.274729
43,bench_p26_wt,bench_p26_wt_logging,0,65536,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,64145920,0,0,0,0,0,0,1296,30.274769
43,bench_p26_wt,bench_p26_wt_logging,0,65536,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,64145920,0,0,0,0,0,0,2555904,30.274807
39,bench_p26_wt,bench_p26_wt_logging,0,4096,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,10235008,130091159,1342036,184453,2272875177,687122432,755519488,3600008817291,32.138080
39,bench_p26_wt,bench_p26_wt_logging,0,4096,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,10235008,0,0,0,0,0,0,3280,32.138181
39,bench_p26_wt,bench_p26_wt_logging,0,4096,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,10235008,0,0,0,0,0,0,624,32.146493
39,bench_p26_wt,bench_p26_wt_logging,0,4096,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,10235008,0,0,0,0,0,0,1296,32.146569
39,bench_p26_wt,bench_p26_wt_logging,0,4096,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,10235008,0,0,0,0,0,0,2318336,32.146611
44,bench_p26_wt,bench_p26_wt_logging,0,131072,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,33.248971
44,bench_p26_wt,bench_p26_wt_logging,0,131072,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,77765696,0,0,0,0,0,0,3296,33.249058
44,bench_p26_wt,bench_p26_wt_logging,0,131072,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,77765696,0,0,0,0,0,0,624,33.249098
44,bench_p26_wt,bench_p26_wt_logging,0,131072,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,77765696,0,0,0,0,0,0,1296,33.249135
44,bench_p26_wt,bench_p26_wt_logging,0,131072,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,77765696,0,0,0,0,0,0,3014656,33.249171
47,bench_p26_wt,bench_p26_wt_logging,0,1048576,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,99873728,73238134,6439381,25168,4161031377,3296963072,3298820096,3600002556291,42.909601
47,bench_p26_wt,bench_p26_wt_logging,0,1048576,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,99873728,0,0,0,0,0,0,3296,42.909675
47,bench_p26_wt,bench_p26_wt_logging,0,1048576,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,99873728,0,0,0,0,0,0,624,42.909712
47,bench_p26_wt,bench_p26_wt_logging,0,1048576,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,99873728,0,0,0,0,0,0,1296,42.909741
47,bench_p26_wt,bench_p26_wt_logging,0,1048576,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,99873728,0,0,0,0,0,0,9437184,42.909768
45,bench_p26_wt,bench_p26_wt_logging,0,262144,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,82605504,85376695,5354263,20920,3724891249,2741382656,2742026240,3600001990243,44.209304
45,bench_p26_wt,bench_p26_wt_logging,0,262144,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,82605504,0,0,0,0,0,0,3296,44.209373
45,bench_p26_wt,bench_p26_wt_logging,0,262144,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,82605504,0,0,0,0,0,0,624,44.209405
45,bench_p26_wt,bench_p26_wt_logging,0,262144,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,82605504,0,0,0,0,0,0,1296,44.209433
45,bench_p26_wt,bench_p26_wt_logging,0,262144,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,82605504,0,0,0,0,0,0,3670016,44.209457
46,bench_p26_wt,bench_p26_wt_logging,0,524288,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,write,91115904,79341174,5893806,23028,3942079549,3017628672,3018326016,3600000830599,44.797860
46,bench_p26_wt,bench_p26_wt_logging,0,524288,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,stack,91115904,0,0,0,0,0,0,3296,44.797922
46,bench_p26_wt,bench_p26_wt_logging,0,524288,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,ctx,91115904,0,0,0,0,0,0,624,44.797951
46,bench_p26_wt,bench_p26_wt_logging,0,524288,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,heap,91115904,0,0,0,0,0,0,1296,44.797976
46,bench_p26_wt,bench_p26_wt_logging,0,524288,2097152,32768,64,134217728,64,42,0,3,3600000000000,0,1,0,usage,91115904,0,0,0,0,0,0,5242880,44.797998
