i,suite,case,SIM_SIZE,FILE_SIZE,NO_FRUNCATE,DISK_GEOMETRY,FILE_COUNT,FS,NO_SET,SKIP_WARMUP,SIM_TIME,SEED,SIZE,CHUNK,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,stack,7553216,0,0,0,0,0,0,3248,11.891995
42,bench_p26_wt,bench_p26_wt_random,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,ctx,7553216,0,0,0,0,0,0,608,11.892029
42,bench_p26_wt,bench_p26_wt_random,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,heap,7553216,0,0,0,0,0,0,784,11.892056
42,bench_p26_wt,bench_p26_wt_random,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,usage,7553216,0,0,0,0,0,0,37449728,11.892082
43,bench_p26_wt,bench_p26_wt_random,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,write,8356800,972102474,1872209,62416,972102474,194518889,255655936,3600339313499,10.626417
43,bench_p26_wt,bench_p26_wt_random,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,stack,8356800,0,0,0,0,0,0,3248,10.626482
43,bench_p26_wt,bench_p26_wt_random,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,ctx,8356800,0,0,0,0,0,0,608,10.626512
43,bench_p26_wt,bench_p26_wt_random,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,heap,8356800,0,0,0,0,0,0,784,10.626538
43,bench_p26_wt,bench_p26_wt_random,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,usage,8356800,0,0,0,0,0,0,69046272,10.626560
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,write,73925888,5039547445,1992960,57705,5039547445,228778497,236359680,3600015232603,66.582081
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,stack,73925888,0,0,0,0,0,0,3488,66.582210
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,ctx,73925888,0,0,0,0,0,0,848,66.582285
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,heap,73925888,0,0,0,0,0,0,784,66.582340
44,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,usage,73925888,0,0,0,0,0,0,40960,66.582394
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,write,68543104,5138379264,1930688,58170,5138379264,230967650,238264320,3600017703494,67.379221
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,stack,68543104,0,0,0,0,0,0,3488,67.379336
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,ctx,68543104,0,0,0,0,0,0,848,67.379391
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,heap,68543104,0,0,0,0,0,0,784,67.379437
46,bench_p26_wt,bench_p26_wt_many,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,usage,68543104,0,0,0,0,0,0,81920,67.379494
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,write,73146944,5084267692,1988285,57707,5084267692,228791122,236367872,3600023681270,67.941209
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,stack,73146944,0,0,0,0,0,0,3488,67.941321
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,ctx,73146944,0,0,0,0,0,0,848,67.941375
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,heap,73146944,0,0,0,0,0,0,784,67.941436
45,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,usage,73146944,0,0,0,0,0,0,57344,67.941482
47,bench_p26_wt,bench_p26_wt_many,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,write,69872064,5318266875,1946041,57874,5318266875,229949095,237051904,3600017418397,69.059319
47,bench_p26_wt,bench_p26_wt_many,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,stack,69872064,0,0,0,0,0,0,3488,69.059434
47,bench_p26_wt,bench_p26_wt_many,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,ctx,69872064,0,0,0,0,0,0,848,69.059488
47,bench_p26_wt,bench_p26_wt_many,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,heap,69872064,0,0,0,0,0,0,784,69.059535
47,bench_p26_wt,bench_p26_wt_many,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,usage,69872064,0,0,0,0,0,0,147456,69.059579
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,write,67938432,5435786465,1918651,58013,5435786465,230631199,237621248,3600026469237,70.057758
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,stack,67938432,0,0,0,0,0,0,3488,70.057878
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,ctx,67938432,0,0,0,0,0,0,848,70.057932
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,heap,67938432,0,0,0,0,0,0,784,70.057979
48,bench_p26_wt,bench_p26_wt_many,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,usage,67938432,0,0,0,0,0,0,262144,70.058024
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,write,69726656,5596823921,1940573,57675,5596823921,229083520,236236800,3600000621864,72.379028
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,stack,69726656,0,0,0,0,0,0,3488,72.379132
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,ctx,69726656,0,0,0,0,0,0,848,72.379186
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,heap,69726656,0,0,0,0,0,0,784,72.379233
49,bench_p26_wt,bench_p26_wt_many,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,usage,69726656,0,0,0,0,0,0,524288,72.379278
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,write,70280576,5821860968,1945177,57435,5821860968,228066404,235253760,3600025290412,75.777933
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,stack,70280576,0,0,0,0,0,0,3488,75.778112
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,ctx,70280576,0,0,0,0,0,0,848,75.778169
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,heap,70280576,0,0,0,0,0,0,784,75.778217
50,bench_p26_wt,bench_p26_wt_many,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,usage,70280576,0,0,0,0,0,0,1052672,75.778261
51,bench_p26_wt,bench_p26_wt_many,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,write,69304320,5955975416,1930465,57447,5955975416,227957114,235302912,3600041092558,76.912752
51,bench_p26_wt,bench_p26_wt_many,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,stack,69304320,0,0,0,0,0,0,3488,76.912853
51,bench_p26_wt,bench_p26_wt_many,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,ctx,69304320,0,0,0,0,0,0,848,76.912906
51,bench_p26_wt,bench_p26_wt_many,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,heap,69304320,0,0,0,0,0,0,784,76.913035
51,bench_p26_wt,bench_p26_wt_many,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,usage,69304320,0,0,0,0,0,0,2035712,76.913082
52,bench_p26_wt,bench_p26_wt_many,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,write,69014080,6171473643,1923222,57320,6171473643,227108311,234782720,3600031937965,79.079645
52,bench_p26_wt,bench_p26_wt_many,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,stack,69014080,0,0,0,0,0,0,3488,79.079747
52,bench_p26_wt,bench_p26_wt_many,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,ctx,69014080,0,0,0,0,0,0,848,79.079798
52,bench_p26_wt,bench_p26_wt_many,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,heap,69014080,0,0,0,0,0,0,784,79.079843
52,bench_p26_wt,bench_p26_wt_many,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,usage,69014080,0,0,0,0,0,0,4042752,79.079888
55,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,79.476241
55,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,stack,65273856,0,0,0,0,0,0,3488,79.476338
55,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,ctx,65273856,0,0,0,0,0,0,848,79.476393
55,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,heap,65273856,0,0,0,0,0,0,784,79.476444
55,bench_p26_wt,bench_p26_wt_many,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,usage,65273856,0,0,0,0,0,0,31920128,79.476493
54,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,write,67572672,6364741301,1900009,57355,6364741301,225120683,234926080,3600011661049,80.778893
54,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,stack,67572672,0,0,0,0,0,0,3488,80.778995
54,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,ctx,67572672,0,0,0,0,0,0,848,80.787311
54,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,heap,67572672,0,0,0,0,0,0,784,80.787385
54,bench_p26_wt,bench_p26_wt_many,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,usage,67572672,0,0,0,0,0,0,16039936,80.787433
53,bench_p26_wt,bench_p26_wt_many,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,write,68585344,6321543828,1914784,57262,6321543828,226203687,234545152,3600031355397,81.632905
53,bench_p26_wt,bench_p26_wt_many,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,stack,68585344,0,0,0,0,0,0,3488,81.632998
53,bench_p26_wt,bench_p26_wt_many,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,ctx,68585344,0,0,0,0,0,0,848,81.633046
53,bench_p26_wt,bench_p26_wt_many,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,heap,68585344,0,0,0,0,0,0,784,81.633088
53,bench_p26_wt,bench_p26_wt_many,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,usage,68585344,0,0,0,0,0,0,8065024,81.633129
56,bench_p26_wt,bench_p26_wt_many,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,write,62019968,6191631056,1836331,58078,6191631056,219407039,237887488,3600033369517,47.983814
56,bench_p26_wt,bench_p26_wt_many,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,stack,62019968,0,0,0,0,0,0,3488,47.983898
56,bench_p26_wt,bench_p26_wt_many,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,ctx,62019968,0,0,0,0,0,0,848,47.983938
56,bench_p26_wt,bench_p26_wt_many,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,heap,62019968,0,0,0,0,0,0,784,47.983972
56,bench_p26_wt,bench_p26_wt_many,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,usage,62019968,0,0,0,0,0,0,64077824,47.984004
57,bench_p26_wt,bench_p26_wt_many,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,write,22185024,33607842102,1932109,55122,33607842102,193095743,225779712,4601489329181,199.616744
57,bench_p26_wt,bench_p26_wt_many,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,stack,22185024,0,0,0,0,0,0,3488,199.616839
57,bench_p26_wt,bench_p26_wt_many,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,ctx,22185024,0,0,0,0,0,0,848,199.616880
57,bench_p26_wt,bench_p26_wt_many,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,heap,22185024,0,0,0,0,0,0,784,199.616915
57,bench_p26_wt,bench_p26_wt_many,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,usage,22185024,0,0,0,0,0,0,113127424,199.616949
58,bench_p26_wt,bench_p26_wt_many,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,write,17266112,36033709212,1835722,53532,36033709212,186866039,219267072,4588290648629,218.537579
58,bench_p26_wt,bench_p26_wt_many,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,stack,17266112,0,0,0,0,0,0,3536,218.537653
58,bench_p26_wt,bench_p26_wt_many,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,ctx,17266112,0,0,0,0,0,0,848,218.537687
58,bench_p26_wt,bench_p26_wt_many,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,heap,17266112,0,0,0,0,0,0,784,218.537718
58,bench_p26_wt,bench_p26_wt_many,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,usage,17266112,0,0,0,0,0,0,112934912,218.537742
59,bench_p26_wt,bench_p26_wt_many,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,write,16275904,38277420520,1826295,53450,38277420520,188000787,218931200,4670598764713,224.888266
59,bench_p26_wt,bench_p26_wt_many,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,stack,16275904,0,0,0,0,0,0,3536,224.888336
59,bench_p26_wt,bench_p26_wt_many,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,ctx,16275904,0,0,0,0,0,0,848,224.888367
59,bench_p26_wt,bench_p26_wt_many,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,heap,16275904,0,0,0,0,0,0,784,224.888392
59,bench_p26_wt,bench_p26_wt_many,0,64,0,0,524288,3,0,0,3600000000000,42,33554432,64,134217728,usage,16275904,0,0,0,0,0,0,113057792,224.888414
64,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,write,37215616,273144721,3458089,48929,273144721,192573816,200413184,3600002166160,14.218450
64,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,stack,37215616,0,0,0,0,0,0,3264,14.218576
64,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,ctx,37215616,0,0,0,0,0,0,624,14.218635
64,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,heap,37215616,0,0,0,0,0,0,784,14.218684
64,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,256,3,0,0,3600000000000,42,16384,64,134217728,usage,37215616,0,0,0,0,0,0,45056,14.218730
65,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,write,34083072,348946491,3227586,50908,348946491,200785197,208519168,3600011889039,15.239164
65,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,stack,34083072,0,0,0,0,0,0,3264,15.239268
65,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,ctx,34083072,0,0,0,0,0,0,624,15.239324
65,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,heap,34083072,0,0,0,0,0,0,784,15.239373
65,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,512,3,0,0,3600000000000,42,32768,64,134217728,usage,34083072,0,0,0,0,0,0,61440,15.239420
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,write,41962624,190536788,3720915,46670,190536788,182487464,191160320,3600018285976,15.375336
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,stack,41962624,0,0,0,0,0,0,3296,15.375497
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,ctx,41962624,0,0,0,0,0,0,624,15.375552
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,heap,41962624,0,0,0,0,0,0,784,15.375600
60,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16,3,0,0,3600000000000,42,1024,64,134217728,usage,41962624,0,0,0,0,0,0,24576,15.375663
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,write,41139968,216399355,3693832,46887,216399355,183591830,192049152,3600001813338,15.641886
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,stack,41139968,0,0,0,0,0,0,3296,15.641988
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,ctx,41139968,0,0,0,0,0,0,624,15.642042
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,heap,41139968,0,0,0,0,0,0,784,15.642089
61,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32,3,0,0,3600000000000,42,2048,64,134217728,usage,41139968,0,0,0,0,0,0,24576,15.642133
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,write,39248128,268233951,3573662,47909,268233951,186163710,196235264,3600029307570,16.214812
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,stack,39248128,0,0,0,0,0,0,3296,16.214916
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,ctx,39248128,0,0,0,0,0,0,624,16.214968
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,heap,39248128,0,0,0,0,0,0,784,16.215015
62,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,64,3,0,0,3600000000000,42,4096,64,134217728,usage,39248128,0,0,0,0,0,0,28672,16.215060
66,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,write,31020160,431045939,3048001,52429,431045939,207241139,214749184,3600004498753,16.397461
66,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,stack,31020160,0,0,0,0,0,0,3264,16.397561
66,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,ctx,31020160,0,0,0,0,0,0,624,16.397615
66,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,heap,31020160,0,0,0,0,0,0,784,16.397662
66,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,1024,3,0,0,3600000000000,42,65536,64,134217728,usage,31020160,0,0,0,0,0,0,102400,16.397708
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,write,36757760,313785527,3405721,49359,313785527,192933608,202174464,3600030153424,16.894095
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,stack,36757760,0,0,0,0,0,0,3264,16.894197
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,ctx,36757760,0,0,0,0,0,0,624,16.894269
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,heap,36757760,0,0,0,0,0,0,784,16.894317
63,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,128,3,0,0,3600000000000,42,8192,64,134217728,usage,36757760,0,0,0,0,0,0,32768,16.894360
68,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,write,18173120,777946429,2946340,53024,777946429,208626580,217186304,3600003629444,17.601085
68,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,stack,18173120,0,0,0,0,0,0,3264,17.601183
68,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,ctx,18173120,0,0,0,0,0,0,624,17.601232
68,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,heap,18173120,0,0,0,0,0,0,784,17.601275
68,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,4096,3,0,0,3600000000000,42,262144,64,134217728,usage,18173120,0,0,0,0,0,0,319488,17.601317
67,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,write,26261248,712323648,2755849,54773,712323648,216013146,224350208,3600000929454,17.806334
67,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,stack,26261248,0,0,0,0,0,0,3264,17.806439
67,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,ctx,26261248,0,0,0,0,0,0,624,17.806499
67,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,heap,26261248,0,0,0,0,0,0,784,17.806541
67,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,2048,3,0,0,3600000000000,42,131072,64,134217728,usage,26261248,0,0,0,0,0,0,172032,17.806583
70,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,write,16707712,793878468,2766732,54605,793878468,214284624,223662080,3600025099152,18.786967
70,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,stack,16707712,0,0,0,0,0,0,3264,18.787071
70,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,ctx,16707712,0,0,0,0,0,0,624,18.787123
70,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,heap,16707712,0,0,0,0,0,0,784,18.787168
70,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,16384,3,0,0,3600000000000,42,1048576,64,134217728,usage,16707712,0,0,0,0,0,0,1228800,18.787212
71,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,write,15992704,840673598,2659584,55515,840673598,218324755,227389440,3600049528857,18.905698
71,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,stack,15992704,0,0,0,0,0,0,3264,18.905792
71,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,ctx,15992704,0,0,0,0,0,0,624,18.905849
71,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,heap,15992704,0,0,0,0,0,0,784,18.905894
71,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,32768,3,0,0,3600000000000,42,2097152,64,134217728,usage,15992704,0,0,0,0,0,0,2449408,18.905936
69,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,write,16761024,835886958,2784882,54408,835886958,213761724,222855168,3600093091620,19.483132
69,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,stack,16761024,0,0,0,0,0,0,3280,19.483221
69,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,ctx,16761024,0,0,0,0,0,0,624,19.483263
69,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,heap,16761024,0,0,0,0,0,0,784,19.483297
69,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,8192,3,0,0,3600000000000,42,524288,64,134217728,usage,16761024,0,0,0,0,0,0,593920,19.483328
72,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,write,15251136,989158543,2527248,56557,989158543,222905346,231657472,3600013218430,11.477432
72,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,stack,15251136,0,0,0,0,0,0,3264,11.477532
72,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,ctx,15251136,0,0,0,0,0,0,624,11.477573
72,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,heap,15251136,0,0,0,0,0,0,784,11.477607
72,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,65536,3,0,0,3600000000000,42,4194304,64,134217728,usage,15251136,0,0,0,0,0,0,4882432,11.477639
73,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,write,14798336,972318548,2705278,54992,972318548,216181318,225247232,3600023753298,11.257263
73,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,stack,14798336,0,0,0,0,0,0,3264,11.257330
73,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,ctx,14798336,0,0,0,0,0,0,624,11.257370
73,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,heap,14798336,0,0,0,0,0,0,784,11.257396
73,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,131072,3,0,0,3600000000000,42,8388608,64,134217728,usage,14798336,0,0,0,0,0,0,9486336,11.257422
74,bench_p26_wt,bench_p26_wt_logging,0,64,0,0,262144,3,0,0,3600000000000,42,16777216,64,134217728,write,17615808,991028307,2773762,54367,991028307,213788478,222687232,3600004885650,10.775997
