i,suite,case,SIM_SIZE,SKIP_WARMUP,SIZE,FILE_COUNT,NO_FRUNCATE,FILE_SIZE,CHUNK,SEED,FS,DISK_SIZE,DISK_GEOMETRY,SIM_TIME,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_random,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,stack,27820736,0,0,0,0,0,0,8688,0.891169
40,bench_p26_wt,bench_p26_wt_random,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,ctx,27820736,0,0,0,0,0,0,7152,0.891219
40,bench_p26_wt,bench_p26_wt_random,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,heap,27820736,0,0,0,0,0,0,587828,0.891259
40,bench_p26_wt,bench_p26_wt_random,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,usage,27820736,0,0,0,0,0,0,21464528,0.891299
44,bench_p26_wt,bench_p26_wt_many,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,write,10423616,166778880,1116856,69803,166778880,285915136,285913088,3600030085120,2.363033
44,bench_p26_wt,bench_p26_wt_many,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,stack,10423616,0,0,0,0,0,0,8960,2.363249
44,bench_p26_wt,bench_p26_wt_many,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,ctx,10423616,0,0,0,0,0,0,7424,2.371597
44,bench_p26_wt,bench_p26_wt_many,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,heap,10423616,0,0,0,0,0,0,587828,2.371699
44,bench_p26_wt,bench_p26_wt_many,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,usage,10423616,0,0,0,0,0,0,17110640,2.371762
45,bench_p26_wt,bench_p26_wt_many,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,write,10423424,166775808,1116872,69803,166775808,285919232,285913088,3600036442112,2.533618
45,bench_p26_wt,bench_p26_wt_many,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,stack,10423424,0,0,0,0,0,0,8960,2.533757
45,bench_p26_wt,bench_p26_wt_many,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,ctx,10423424,0,0,0,0,0,0,7424,2.533831
45,bench_p26_wt,bench_p26_wt_many,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,heap,10423424,0,0,0,0,0,0,587828,2.533905
45,bench_p26_wt,bench_p26_wt_many,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,usage,10423424,0,0,0,0,0,0,17130976,2.533964
48,bench_p26_wt,bench_p26_wt_many,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,write,10420544,166729728,1117076,69801,166729728,285971456,285904896,3600027219968,2.720556
48,bench_p26_wt,bench_p26_wt_many,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,stack,10420544,0,0,0,0,0,0,8960,2.720699
48,bench_p26_wt,bench_p26_wt_many,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,ctx,10420544,0,0,0,0,0,0,7424,2.720774
48,bench_p26_wt,bench_p26_wt_many,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,heap,10420544,0,0,0,0,0,0,587828,2.720841
48,bench_p26_wt,bench_p26_wt_many,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,usage,10420544,0,0,0,0,0,0,17380464,2.720905
46,bench_p26_wt,bench_p26_wt_many,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,write,10422976,166768640,1116898,69802,166768640,285925888,285908992,3600001686528,2.731078
46,bench_p26_wt,bench_p26_wt_many,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,stack,10422976,0,0,0,0,0,0,8960,2.731228
46,bench_p26_wt,bench_p26_wt_many,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,ctx,10422976,0,0,0,0,0,0,7424,2.731301
46,bench_p26_wt,bench_p26_wt_many,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,heap,10422976,0,0,0,0,0,0,587828,2.731516
46,bench_p26_wt,bench_p26_wt_many,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,usage,10422976,0,0,0,0,0,0,17164208,2.731600
47,bench_p26_wt,bench_p26_wt_many,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,write,10422144,166755328,1116954,69802,166755328,285940224,285908992,3600023833600,2.728058
47,bench_p26_wt,bench_p26_wt_many,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,stack,10422144,0,0,0,0,0,0,8960,2.728334
47,bench_p26_wt,bench_p26_wt_many,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,ctx,10422144,0,0,0,0,0,0,7424,2.728392
47,bench_p26_wt,bench_p26_wt_many,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,heap,10422144,0,0,0,0,0,0,587828,2.728446
47,bench_p26_wt,bench_p26_wt_many,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,usage,10422144,0,0,0,0,0,0,17237120,2.728499
49,bench_p26_wt,bench_p26_wt_many,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,write,10417216,166676480,1117304,69799,166676480,286029824,285896704,3600027430912,3.207287
49,bench_p26_wt,bench_p26_wt_many,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,stack,10417216,0,0,0,0,0,0,8960,3.207487
49,bench_p26_wt,bench_p26_wt_many,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,ctx,10417216,0,0,0,0,0,0,7424,3.207583
49,bench_p26_wt,bench_p26_wt_many,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,heap,10417216,0,0,0,0,0,0,587828,3.207659
49,bench_p26_wt,bench_p26_wt_many,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,usage,10417216,0,0,0,0,0,0,17670128,3.207720
51,bench_p26_wt,bench_p26_wt_many,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,write,10397440,166360064,1118696,69787,166360064,286386176,285847552,3600038539264,3.496753
51,bench_p26_wt,bench_p26_wt_many,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,stack,10397440,0,0,0,0,0,0,8960,3.496917
51,bench_p26_wt,bench_p26_wt_many,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,ctx,10397440,0,0,0,0,0,0,7424,3.496995
51,bench_p26_wt,bench_p26_wt_many,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,heap,10397440,0,0,0,0,0,0,812740,3.497055
51,bench_p26_wt,bench_p26_wt_many,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,usage,10397440,0,0,0,0,0,0,19393728,3.497110
50,bench_p26_wt,bench_p26_wt_many,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,write,10410624,166571008,1117768,69795,166571008,286148608,285880320,3600031133696,3.958422
50,bench_p26_wt,bench_p26_wt_many,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,stack,10410624,0,0,0,0,0,0,8960,3.958579
50,bench_p26_wt,bench_p26_wt_many,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,ctx,10410624,0,0,0,0,0,0,7424,3.958678
50,bench_p26_wt,bench_p26_wt_many,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,heap,10410624,0,0,0,0,0,0,587828,3.958766
50,bench_p26_wt,bench_p26_wt_many,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,usage,10410624,0,0,0,0,0,0,18245984,3.958837
52,bench_p26_wt,bench_p26_wt_many,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,write,10370944,165936128,1120538,69770,165936128,286857728,285777920,3600002599936,6.537485
52,bench_p26_wt,bench_p26_wt_many,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,stack,10370944,0,0,0,0,0,0,8960,6.537665
52,bench_p26_wt,bench_p26_wt_many,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,ctx,10370944,0,0,0,0,0,0,7424,6.537760
52,bench_p26_wt,bench_p26_wt_many,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,heap,10370944,0,0,0,0,0,0,1293380,6.537838
52,bench_p26_wt,bench_p26_wt_many,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,usage,10370944,0,0,0,0,0,0,21697152,6.537911
53,bench_p26_wt,bench_p26_wt_many,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,write,10317760,165099008,1124264,69738,165099008,287811584,285646848,3600038158336,11.544676
53,bench_p26_wt,bench_p26_wt_many,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,stack,10317760,0,0,0,0,0,0,8960,11.544856
53,bench_p26_wt,bench_p26_wt_many,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,ctx,10317760,0,0,0,0,0,0,7424,11.544938
53,bench_p26_wt,bench_p26_wt_many,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,heap,10317760,0,0,0,0,0,0,2278692,11.545008
53,bench_p26_wt,bench_p26_wt_many,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,usage,10317760,0,0,0,0,0,0,26300528,11.545076
54,bench_p26_wt,bench_p26_wt_many,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,write,10193472,163556864,1131660,69672,163556864,289704960,285376512,3600001882112,20.926430
54,bench_p26_wt,bench_p26_wt_many,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,stack,10193472,0,0,0,0,0,0,8960,20.926613
54,bench_p26_wt,bench_p26_wt_many,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,ctx,10193472,0,0,0,0,0,0,7424,20.926709
54,bench_p26_wt,bench_p26_wt_many,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,heap,10193472,0,0,0,0,0,0,4249316,20.926782
54,bench_p26_wt,bench_p26_wt_many,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,usage,10193472,0,0,0,0,0,0,35508272,20.926848
55,bench_p26_wt,bench_p26_wt_many,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,write,9853568,161290240,1146216,69543,161290240,293431296,284848128,3600001454080,52.017583
55,bench_p26_wt,bench_p26_wt_many,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,stack,9853568,0,0,0,0,0,0,8960,52.017779
55,bench_p26_wt,bench_p26_wt_many,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,ctx,9853568,0,0,0,0,0,0,7424,52.017870
55,bench_p26_wt,bench_p26_wt_many,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,heap,9853568,0,0,0,0,0,0,8118468,52.017944
55,bench_p26_wt,bench_p26_wt_many,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,usage,9853568,0,0,0,0,0,0,53611776,52.018008
56,bench_p26_wt,bench_p26_wt_many,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,write,8532928,164215808,1168422,69341,164215808,299116032,284020736,3600022000640,94.138128
56,bench_p26_wt,bench_p26_wt_many,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,stack,8532928,0,0,0,0,0,0,8960,94.138259
56,bench_p26_wt,bench_p26_wt_many,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,ctx,8532928,0,0,0,0,0,0,7424,94.146598
56,bench_p26_wt,bench_p26_wt_many,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,heap,8532928,0,0,0,0,0,0,14054372,94.146749
56,bench_p26_wt,bench_p26_wt_many,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,usage,8532928,0,0,0,0,0,0,81299488,94.146807
67,bench_p26_wt,bench_p26_wt_logging,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,write,14901312,119556608,1117636,69838,119556608,286114816,286056448,3600032040960,1.719800
67,bench_p26_wt,bench_p26_wt_logging,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,stack,14901312,0,0,0,0,0,0,8944,1.719989
67,bench_p26_wt,bench_p26_wt_logging,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,ctx,14901312,0,0,0,0,0,0,7232,1.720071
67,bench_p26_wt,bench_p26_wt_logging,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,heap,14901312,0,0,0,0,0,0,587828,1.720150
67,bench_p26_wt,bench_p26_wt_logging,0,0,131072,2048,0,64,64,42,5,134217728,0,3600000000000,usage,14901312,0,0,0,0,0,0,17328384,1.720206
65,bench_p26_wt,bench_p26_wt_logging,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,write,14819648,119944704,1117462,69839,119944704,286070272,286060544,3600022094848,1.728311
65,bench_p26_wt,bench_p26_wt_logging,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,stack,14819648,0,0,0,0,0,0,8944,1.728424
65,bench_p26_wt,bench_p26_wt_logging,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,ctx,14819648,0,0,0,0,0,0,7232,1.728496
65,bench_p26_wt,bench_p26_wt_logging,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,heap,14819648,0,0,0,0,0,0,587828,1.728564
65,bench_p26_wt,bench_p26_wt_logging,0,0,32768,512,0,64,64,42,5,134217728,0,3600000000000,usage,14819648,0,0,0,0,0,0,17138912,1.728621
64,bench_p26_wt,bench_p26_wt_logging,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,write,14724160,120550912,1117444,69839,120550912,286065664,286060544,3600039053312,1.747294
64,bench_p26_wt,bench_p26_wt_logging,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,stack,14724160,0,0,0,0,0,0,8944,1.747424
64,bench_p26_wt,bench_p26_wt_logging,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,ctx,14724160,0,0,0,0,0,0,7232,1.747498
64,bench_p26_wt,bench_p26_wt_logging,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,heap,14724160,0,0,0,0,0,0,587828,1.747561
64,bench_p26_wt,bench_p26_wt_logging,0,0,16384,256,0,64,64,42,5,134217728,0,3600000000000,usage,14724160,0,0,0,0,0,0,17124528,1.747620
68,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,write,14916928,119506432,1117894,69836,119506432,286180864,286048256,3600044524544,2.182717
68,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,stack,14916928,0,0,0,0,0,0,8944,2.182867
68,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,ctx,14916928,0,0,0,0,0,0,7232,2.182947
68,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,heap,14916928,0,0,0,0,0,0,587828,2.183028
68,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4096,0,64,64,42,5,134217728,0,3600000000000,usage,14916928,0,0,0,0,0,0,17615072,2.183093
70,bench_p26_wt,bench_p26_wt_logging,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,write,14934656,119519232,1118614,69829,119519232,286365184,286019584,3600021640192,2.018498
70,bench_p26_wt,bench_p26_wt_logging,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,stack,14934656,0,0,0,0,0,0,8944,2.018604
70,bench_p26_wt,bench_p26_wt_logging,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,ctx,14934656,0,0,0,0,0,0,7232,2.018677
70,bench_p26_wt,bench_p26_wt_logging,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,heap,14934656,0,0,0,0,0,0,587828,2.018739
70,bench_p26_wt,bench_p26_wt_logging,0,0,1048576,16384,0,64,64,42,5,134217728,0,3600000000000,usage,14934656,0,0,0,0,0,0,18453312,2.018796
66,bench_p26_wt,bench_p26_wt_logging,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,write,14875968,119700992,1117546,69838,119700992,286091776,286056448,3600001367040,2.250851
66,bench_p26_wt,bench_p26_wt_logging,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,stack,14875968,0,0,0,0,0,0,8944,2.250956
66,bench_p26_wt,bench_p26_wt_logging,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,ctx,14875968,0,0,0,0,0,0,7232,2.251022
66,bench_p26_wt,bench_p26_wt_logging,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,heap,14875968,0,0,0,0,0,0,587828,2.251080
66,bench_p26_wt,bench_p26_wt_logging,0,0,65536,1024,0,64,64,42,5,134217728,0,3600000000000,usage,14875968,0,0,0,0,0,0,17230672,2.251155
69,bench_p26_wt,bench_p26_wt_logging,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,write,14925120,119485952,1118124,69833,119485952,286239744,286035968,3600001857536,2.200940
69,bench_p26_wt,bench_p26_wt_logging,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,stack,14925120,0,0,0,0,0,0,8944,2.201102
69,bench_p26_wt,bench_p26_wt_logging,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,ctx,14925120,0,0,0,0,0,0,7232,2.201178
69,bench_p26_wt,bench_p26_wt_logging,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,heap,14925120,0,0,0,0,0,0,587828,2.201236
69,bench_p26_wt,bench_p26_wt_logging,0,0,524288,8192,0,64,64,42,5,134217728,0,3600000000000,usage,14925120,0,0,0,0,0,0,17898288,2.201288
63,bench_p26_wt,bench_p26_wt_logging,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,write,14563136,121963008,1117414,69838,121963008,286057984,286056448,3600038388736,2.361498
63,bench_p26_wt,bench_p26_wt_logging,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,stack,14563136,0,0,0,0,0,0,8944,2.361618
63,bench_p26_wt,bench_p26_wt_logging,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,ctx,14563136,0,0,0,0,0,0,7232,2.361685
63,bench_p26_wt,bench_p26_wt_logging,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,heap,14563136,0,0,0,0,0,0,587828,2.361741
63,bench_p26_wt,bench_p26_wt_logging,0,0,8192,128,0,64,64,42,5,134217728,0,3600000000000,usage,14563136,0,0,0,0,0,0,17110144,2.361796
71,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,write,14949184,119613952,1119574,69820,119613952,286610944,285982720,3600009233408,2.171093
71,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,stack,14949184,0,0,0,0,0,0,8944,2.171210
71,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,ctx,14949184,0,0,0,0,0,0,7232,2.171281
71,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,heap,14949184,0,0,0,0,0,0,587828,2.171340
71,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,32768,0,64,64,42,5,134217728,0,3600000000000,usage,14949184,0,0,0,0,0,0,19562368,2.171419
62,bench_p26_wt,bench_p26_wt_logging,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,write,14201088,124258304,1117380,69836,124258304,286049280,286048256,3600026433536,2.345404
62,bench_p26_wt,bench_p26_wt_logging,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,stack,14201088,0,0,0,0,0,0,8944,2.345524
62,bench_p26_wt,bench_p26_wt_logging,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,ctx,14201088,0,0,0,0,0,0,7232,2.345589
62,bench_p26_wt,bench_p26_wt_logging,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,heap,14201088,0,0,0,0,0,0,587828,2.345648
62,bench_p26_wt,bench_p26_wt_logging,0,0,4096,64,0,64,64,42,5,134217728,0,3600000000000,usage,14201088,0,0,0,0,0,0,17100720,2.345702
61,bench_p26_wt,bench_p26_wt_logging,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,write,13529024,128521728,1117334,69833,128521728,286037504,286035968,3600043344896,2.404700
61,bench_p26_wt,bench_p26_wt_logging,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,stack,13529024,0,0,0,0,0,0,8944,2.404847
61,bench_p26_wt,bench_p26_wt_logging,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,ctx,13529024,0,0,0,0,0,0,7232,2.404933
61,bench_p26_wt,bench_p26_wt_logging,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,heap,13529024,0,0,0,0,0,0,587828,2.405000
61,bench_p26_wt,bench_p26_wt_logging,0,0,2048,32,0,64,64,42,5,134217728,0,3600000000000,usage,13529024,0,0,0,0,0,0,17100224,2.405059
60,bench_p26_wt,bench_p26_wt_logging,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,write,12208064,134284800,1117236,69828,134284800,286012416,286015488,3600009185280,2.653079
60,bench_p26_wt,bench_p26_wt_logging,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,stack,12208064,0,0,0,0,0,0,8944,2.653229
60,bench_p26_wt,bench_p26_wt_logging,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,ctx,12208064,0,0,0,0,0,0,7232,2.653306
60,bench_p26_wt,bench_p26_wt_logging,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,heap,12208064,0,0,0,0,0,0,587828,2.653367
60,bench_p26_wt,bench_p26_wt_logging,0,0,1024,16,0,64,64,42,5,134217728,0,3600000000000,usage,12208064,0,0,0,0,0,0,17097744,2.653421
74,bench_p26_wt,bench_p26_wt_logging,0,0,16777216,262144,0,64,64,42,5,134217728,0,3600000000000,write,14410944,126776320,1130452,69716,126776320,289395712,285556736,3600021370880,0.838625
74,bench_p26_wt,bench_p26_wt_logging,0,0,16777216,262144,0,64,64,42,5,134217728,0,3600000000000,stack,14410944,0,0,0,0,0,0,8768,0.838774
74,bench_p26_wt,bench_p26_wt_logging,0,0,16777216,262144,0,64,64,42,5,134217728,0,3600000000000,ctx,14410944,0,0,0,0,0,0,7232,0.838851
74,bench_p26_wt,bench_p26_wt_logging,0,0,16777216,262144,0,64,64,42,5,134217728,0,3600000000000,heap,14410944,0,0,0,0,0,0,587828,0.838943
74,bench_p26_wt,bench_p26_wt_logging,0,0,16777216,262144,0,64,64,42,5,134217728,0,3600000000000,usage,14410944,0,0,0,0,0,0,32110176,0.839001
73,bench_p26_wt,bench_p26_wt_logging,0,0,8388608,131072,0,64,64,42,5,134217728,0,3600000000000,write,14411072,126775296,1130454,69716,126775296,289396224,285556736,3600022139904,0.832397
73,bench_p26_wt,bench_p26_wt_logging,0,0,8388608,131072,0,64,64,42,5,134217728,0,3600000000000,stack,14411072,0,0,0,0,0,0,8768,0.832470
73,bench_p26_wt,bench_p26_wt_logging,0,0,8388608,131072,0,64,64,42,5,134217728,0,3600000000000,ctx,14411072,0,0,0,0,0,0,7232,0.832514
73,bench_p26_wt,bench_p26_wt_logging,0,0,8388608,131072,0,64,64,42,5,134217728,0,3600000000000,heap,14411072,0,0,0,0,0,0,587828,0.832548
73,bench_p26_wt,bench_p26_wt_logging,0,0,8388608,131072,0,64,64,42,5,134217728,0,3600000000000,usage,14411072,0,0,0,0,0,0,32115136,0.832582
75,bench_p26_wt,bench_p26_wt_logging,0,0,33554432,524288,0,64,64,42,5,134217728,0,3600000000000,write,14410944,126776320,1130452,69716,126776320,289395712,285556736,3600021370880,1.196205
75,bench_p26_wt,bench_p26_wt_logging,0,0,33554432,524288,0,64,64,42,5,134217728,0,3600000000000,stack,14410944,0,0,0,0,0,0,8768,1.196341
75,bench_p26_wt,bench_p26_wt_logging,0,0,33554432,524288,0,64,64,42,5,134217728,0,3600000000000,ctx,14410944,0,0,0,0,0,0,7232,1.196405
75,bench_p26_wt,bench_p26_wt_logging,0,0,33554432,524288,0,64,64,42,5,134217728,0,3600000000000,heap,14410944,0,0,0,0,0,0,587828,1.196460
75,bench_p26_wt,bench_p26_wt_logging,0,0,33554432,524288,0,64,64,42,5,134217728,0,3600000000000,usage,14410944,0,0,0,0,0,0,32110176,1.196511
72,bench_p26_wt,bench_p26_wt_logging,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,write,14560896,123789312,1122996,69786,123789312,287486976,285843456,3600032176128,0.817506
72,bench_p26_wt,bench_p26_wt_logging,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,stack,14560896,0,0,0,0,0,0,8768,0.817583
72,bench_p26_wt,bench_p26_wt_logging,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,ctx,14560896,0,0,0,0,0,0,7232,0.817631
72,bench_p26_wt,bench_p26_wt_logging,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,heap,14560896,0,0,0,0,0,0,587828,0.817671
72,bench_p26_wt,bench_p26_wt_logging,0,0,4194304,65536,0,64,64,42,5,134217728,0,3600000000000,usage,14560896,0,0,0,0,0,0,23526896,0.817707
