i,suite,case,SIM_SIZE,NO_FRUNCATE,FILE_COUNT,FS,SIM_TIME,SKIP_WARMUP,SIZE,CHUNK,FILE_SIZE,DISK_SIZE,DISK_GEOMETRY,SEED,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,write,5266496,90796172,1863847,822,46485970268,954289664,107741184,3600081135572,122.183665
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,stack,5266496,0,0,0,0,0,0,1312,122.183753
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,ctx,5266496,0,0,0,0,0,0,352,122.183795
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,heap,5266496,0,0,0,0,0,0,2696,122.183831
41,bench_p26_wt,bench_p26_wt_random,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,usage,5266496,0,0,0,0,0,0,12100897,122.183864
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,write,606400,122898254,63106,76,29664510579,32310272,9961472,3600503921289,172.386163
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,stack,606400,0,0,0,0,0,0,1552,172.386287
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,ctx,606400,0,0,0,0,0,0,592,172.386345
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,heap,606400,0,0,0,0,0,0,2696,172.386395
55,bench_p26_wt,bench_p26_wt_many,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,usage,606400,0,0,0,0,0,0,11932895,172.386453
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,write,1980736,119854761,320224,245,30047773074,163954688,32112640,3600065011158,196.277131
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,stack,1980736,0,0,0,0,0,0,1552,196.277272
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,ctx,1980736,0,0,0,0,0,0,592,196.277335
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,heap,1980736,0,0,0,0,0,0,2696,196.277386
52,bench_p26_wt,bench_p26_wt_many,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,usage,1980736,0,0,0,0,0,0,7761013,196.277448
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,write,696768,122728163,80129,87,29636184578,41026048,11403264,3600226096166,202.318228
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,stack,696768,0,0,0,0,0,0,1552,202.318367
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,ctx,696768,0,0,0,0,0,0,592,202.318432
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,heap,696768,0,0,0,0,0,0,2696,202.318486
54,bench_p26_wt,bench_p26_wt_many,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,usage,696768,0,0,0,0,0,0,11635119,202.318551
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,write,984448,122266611,134535,123,29481488985,68881920,16121856,3600137483931,205.014973
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,stack,984448,0,0,0,0,0,0,1552,205.015094
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,ctx,984448,0,0,0,0,0,0,592,205.015155
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,heap,984448,0,0,0,0,0,0,2696,205.015208
53,bench_p26_wt,bench_p26_wt_many,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,usage,984448,0,0,0,0,0,0,10644209,205.015268
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,write,3211712,114252635,542170,397,34242543963,277591040,52035584,3600000284097,255.470976
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,stack,3211712,0,0,0,0,0,0,1552,255.479447
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,ctx,3211712,0,0,0,0,0,0,592,255.479536
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,heap,3211712,0,0,0,0,0,0,2696,255.479593
51,bench_p26_wt,bench_p26_wt_many,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,usage,3211712,0,0,0,0,0,0,5704749,255.479645
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,write,4258112,108226891,727269,526,39494691009,372361728,68943872,3600004756563,271.787971
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,stack,4258112,0,0,0,0,0,0,1552,271.788089
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,ctx,4258112,0,0,0,0,0,0,592,271.788147
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,heap,4258112,0,0,0,0,0,0,2696,271.788198
50,bench_p26_wt,bench_p26_wt_many,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,usage,4258112,0,0,0,0,0,0,4674605,271.788246
49,bench_p26_wt,bench_p26_wt_many,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,write,5006400,103575828,858533,618,43710299112,439568896,81002496,3600051699768,272.806440
49,bench_p26_wt,bench_p26_wt_many,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,stack,5006400,0,0,0,0,0,0,1552,272.806552
49,bench_p26_wt,bench_p26_wt_many,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,ctx,5006400,0,0,0,0,0,0,592,272.806610
49,bench_p26_wt,bench_p26_wt_many,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,heap,5006400,0,0,0,0,0,0,2696,272.806659
49,bench_p26_wt,bench_p26_wt_many,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,usage,5006400,0,0,0,0,0,0,4159533,272.806705
48,bench_p26_wt,bench_p26_wt_many,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,write,5457408,100615437,937385,673,46456450221,479941120,88211456,3600050853591,279.985702
48,bench_p26_wt,bench_p26_wt_many,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,stack,5457408,0,0,0,0,0,0,1552,279.985822
48,bench_p26_wt,bench_p26_wt_many,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,ctx,5457408,0,0,0,0,0,0,592,279.994141
48,bench_p26_wt,bench_p26_wt_many,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,heap,5457408,0,0,0,0,0,0,2696,279.994245
48,bench_p26_wt,bench_p26_wt_many,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,usage,5457408,0,0,0,0,0,0,3901997,279.994297
46,bench_p26_wt,bench_p26_wt_many,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,write,5879168,98003370,1010887,725,48823360266,517574144,95027200,3600010165182,308.767813
46,bench_p26_wt,bench_p26_wt_many,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,stack,5879168,0,0,0,0,0,0,1552,308.767925
46,bench_p26_wt,bench_p26_wt_many,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,ctx,5879168,0,0,0,0,0,0,592,308.767979
46,bench_p26_wt,bench_p26_wt_many,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,heap,5879168,0,0,0,0,0,0,2696,308.768025
46,bench_p26_wt,bench_p26_wt_many,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,usage,5879168,0,0,0,0,0,0,3708845,308.768070
47,bench_p26_wt,bench_p26_wt_many,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,write,5704576,98953495,980538,704,48018404370,502035456,92274688,3600146872662,308.901478
47,bench_p26_wt,bench_p26_wt_many,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,stack,5704576,0,0,0,0,0,0,1552,308.901596
47,bench_p26_wt,bench_p26_wt_many,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,ctx,5704576,0,0,0,0,0,0,592,308.901657
47,bench_p26_wt,bench_p26_wt_many,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,heap,5704576,0,0,0,0,0,0,2696,308.901706
47,bench_p26_wt,bench_p26_wt_many,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,usage,5704576,0,0,0,0,0,0,3773229,308.901755
45,bench_p26_wt,bench_p26_wt_many,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,write,6043840,97417104,1039370,745,49192919826,532157440,97648640,3600056776278,317.610817
45,bench_p26_wt,bench_p26_wt_many,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,stack,6043840,0,0,0,0,0,0,1552,317.610934
45,bench_p26_wt,bench_p26_wt_many,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,ctx,6043840,0,0,0,0,0,0,592,317.610992
45,bench_p26_wt,bench_p26_wt_many,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,heap,6043840,0,0,0,0,0,0,2696,317.611040
45,bench_p26_wt,bench_p26_wt_many,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,usage,6043840,0,0,0,0,0,0,3676653,317.611085
44,bench_p26_wt,bench_p26_wt_many,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,write,6260672,96943259,1076745,772,49291109977,551293440,101187584,3600032210587,327.339290
44,bench_p26_wt,bench_p26_wt_many,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,stack,6260672,0,0,0,0,0,0,1552,327.339401
44,bench_p26_wt,bench_p26_wt_many,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,ctx,6260672,0,0,0,0,0,0,592,327.339457
44,bench_p26_wt,bench_p26_wt_many,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,heap,6260672,0,0,0,0,0,0,2696,327.339505
44,bench_p26_wt,bench_p26_wt_many,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,usage,6260672,0,0,0,0,0,0,3660557,327.339550
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,write,547904,123000293,52145,69,29661408787,26698240,9043968,3600093634921,80.730873
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,stack,547904,0,0,0,0,0,0,1552,80.730981
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,ctx,547904,0,0,0,0,0,0,592,80.731034
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,heap,547904,0,0,0,0,0,0,2696,80.731079
58,bench_p26_wt,bench_p26_wt_many,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,usage,547904,0,0,0,0,0,0,12113975,80.731121
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,write,555392,122992521,53533,70,29667789431,27408896,9175040,3600386131157,77.621321
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,stack,555392,0,0,0,0,0,0,1552,77.621423
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,ctx,555392,0,0,0,0,0,0,592,77.621482
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,heap,555392,0,0,0,0,0,0,2696,77.621525
57,bench_p26_wt,bench_p26_wt_many,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,usage,555392,0,0,0,0,0,0,12093855,77.621565
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,write,572160,122957735,56652,72,29670449258,29005824,9437184,3600395341790,74.471633
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,stack,572160,0,0,0,0,0,0,1552,74.471725
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,ctx,572160,0,0,0,0,0,0,592,74.471769
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,heap,572160,0,0,0,0,0,0,2696,74.471808
56,bench_p26_wt,bench_p26_wt_many,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,usage,572160,0,0,0,0,0,0,12046573,74.471844
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,write,544576,123004336,51498,69,29665103470,26366976,9043968,3600095243818,105.122751
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,stack,544576,0,0,0,0,0,0,1552,105.122824
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,ctx,544576,0,0,0,0,0,0,592,105.122859
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,heap,544576,0,0,0,0,0,0,2696,105.122886
59,bench_p26_wt,bench_p26_wt_many,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,usage,544576,0,0,0,0,0,0,12129065,105.122911
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,write,89092800,24413343,10596356,6191,12484333739,5425334272,811466752,3600001135793,41.244668
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,stack,89092800,0,0,0,0,0,0,1344,41.244807
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,ctx,89092800,0,0,0,0,0,0,384,41.244870
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,heap,89092800,0,0,0,0,0,0,2696,41.244921
71,bench_p26_wt,bench_p26_wt_logging,0,0,32768,4,3600000000000,0,2097152,64,64,134217728,1,42,usage,89092800,0,0,0,0,0,0,6780163,41.244970
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,write,89154944,24584981,10573649,6195,12572121853,5413708288,811991040,3600000775879,41.819478
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,stack,89154944,0,0,0,0,0,0,1344,41.819607
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,ctx,89154944,0,0,0,0,0,0,384,41.819664
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,heap,89154944,0,0,0,0,0,0,2696,41.819714
70,bench_p26_wt,bench_p26_wt_logging,0,0,16384,4,3600000000000,0,1048576,64,64,134217728,1,42,usage,89154944,0,0,0,0,0,0,4728426,41.819759
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,write,90422272,27513516,10186228,6287,14069365041,5215348736,824049664,3600032659107,42.276175
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,stack,90422272,0,0,0,0,0,0,1344,42.276288
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,ctx,90422272,0,0,0,0,0,0,384,42.276347
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,heap,90422272,0,0,0,0,0,0,2696,42.276398
67,bench_p26_wt,bench_p26_wt_logging,0,0,2048,4,3600000000000,0,131072,64,64,134217728,1,42,usage,90422272,0,0,0,0,0,0,3891937,42.276445
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,write,89324480,24999127,10518846,6208,12783866408,5385649152,813694976,3600001551608,43.694414
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,stack,89324480,0,0,0,0,0,0,1344,43.694539
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,ctx,89324480,0,0,0,0,0,0,384,43.694597
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,heap,89324480,0,0,0,0,0,0,2696,43.694644
69,bench_p26_wt,bench_p26_wt_logging,0,0,8192,4,3600000000000,0,524288,64,64,134217728,1,42,usage,89324480,0,0,0,0,0,0,4371296,43.694688
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,write,89664576,25837007,10408236,6233,13212240678,5329016832,816971776,3600068967378,45.427025
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,stack,89664576,0,0,0,0,0,0,1344,45.427134
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,ctx,89664576,0,0,0,0,0,0,384,45.427188
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,heap,89664576,0,0,0,0,0,0,2696,45.427234
68,bench_p26_wt,bench_p26_wt_logging,0,0,4096,4,3600000000000,0,262144,64,64,134217728,1,42,usage,89664576,0,0,0,0,0,0,3921614,45.427279
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,write,91934144,30959739,9730043,6397,15831257509,4981782016,838467584,3600000934207,55.570740
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,stack,91934144,0,0,0,0,0,0,1344,55.570852
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,ctx,91934144,0,0,0,0,0,0,384,55.570907
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,heap,91934144,0,0,0,0,0,0,2696,55.570956
66,bench_p26_wt,bench_p26_wt_logging,0,0,1024,4,3600000000000,0,65536,64,64,134217728,1,42,usage,91934144,0,0,0,0,0,0,3764678,55.571012
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,write,88449792,34987358,9199705,6155,17892287738,4710248960,806748160,3600000222350,72.046135
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,stack,88449792,0,0,0,0,0,0,1344,72.046247
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,ctx,88449792,0,0,0,0,0,0,384,72.046300
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,heap,88449792,0,0,0,0,0,0,2696,72.046345
65,bench_p26_wt,bench_p26_wt_logging,0,0,512,4,3600000000000,0,32768,64,64,134217728,1,42,usage,88449792,0,0,0,0,0,0,3687719,72.046388
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,write,76267520,44524639,7946679,5316,22770760971,4068699648,696778752,3600164389329,83.883187
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,stack,76267520,0,0,0,0,0,0,1344,83.883303
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,ctx,76267520,0,0,0,0,0,0,384,83.883353
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,heap,76267520,0,0,0,0,0,0,2696,83.883404
64,bench_p26_wt,bench_p26_wt_logging,0,0,256,4,3600000000000,0,16384,64,64,134217728,1,42,usage,76267520,0,0,0,0,0,0,3662066,83.883445
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,write,59711488,57368292,6258118,4191,29340479496,3204156416,549322752,3600099398808,103.401675
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,stack,59711488,0,0,0,0,0,0,1344,103.401771
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,ctx,59711488,0,0,0,0,0,0,384,103.401813
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,heap,59711488,0,0,0,0,0,0,2696,103.401856
63,bench_p26_wt,bench_p26_wt_logging,0,0,128,4,3600000000000,0,8192,64,64,134217728,1,42,usage,59711488,0,0,0,0,0,0,3654018,103.401956
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,write,41637888,71388602,4414756,2963,36512073231,2260355072,388366336,3600001190685,117.988798
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,stack,41637888,0,0,0,0,0,0,1344,117.988894
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,ctx,41637888,0,0,0,0,0,0,384,117.988936
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,heap,41637888,0,0,0,0,0,0,2696,117.988969
62,bench_p26_wt,bench_p26_wt_logging,0,0,64,4,3600000000000,0,4096,64,64,134217728,1,42,usage,41637888,0,0,0,0,0,0,3652509,117.989000
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,write,60182784,27405501,10227771,5385,13755345851,5236618752,705822720,3600422211809,20.729928
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,stack,60182784,0,0,0,0,0,0,1648,20.730021
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,ctx,60182784,0,0,0,0,0,0,384,20.730061
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,heap,60182784,0,0,0,0,0,0,2696,20.730093
75,bench_p26_wt,bench_p26_wt_logging,0,0,524288,4,3600000000000,0,33554432,64,64,134217728,1,42,usage,60182784,0,0,0,0,0,0,64309782,20.730124
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,write,72436992,25316744,10488380,5739,12837784058,5370050560,752222208,3600001164686,18.615225
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,stack,72436992,0,0,0,0,0,0,1648,18.615314
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,ctx,72436992,0,0,0,0,0,0,384,18.615353
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,heap,72436992,0,0,0,0,0,0,2696,18.615384
74,bench_p26_wt,bench_p26_wt_logging,0,0,262144,4,3600000000000,0,16777216,64,64,134217728,1,42,usage,72436992,0,0,0,0,0,0,25927361,18.615412
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,write,25937152,83570599,2813417,1896,42743343100,1440469504,248512512,3600000286132,140.103348
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,stack,25937152,0,0,0,0,0,0,1344,140.103429
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,ctx,25937152,0,0,0,0,0,0,384,140.103467
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,heap,25937152,0,0,0,0,0,0,2696,140.103500
61,bench_p26_wt,bench_p26_wt_logging,0,0,32,4,3600000000000,0,2048,64,64,134217728,1,42,usage,25937152,0,0,0,0,0,0,3649491,140.103531
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,write,14785536,92224978,1676056,1139,47170182635,858140672,149291008,3600071215217,143.732843
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,stack,14785536,0,0,0,0,0,0,1344,143.732922
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,ctx,14785536,0,0,0,0,0,0,384,143.732955
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,heap,14785536,0,0,0,0,0,0,2696,143.732982
60,bench_p26_wt,bench_p26_wt_logging,0,0,16,4,3600000000000,0,1024,64,64,134217728,1,42,usage,14785536,0,0,0,0,0,0,3646976,143.733009
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,write,84596928,24367771,10605295,6077,12433091691,5429911040,796524544,3600003847665,15.208743
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,stack,84596928,0,0,0,0,0,0,1648,15.208827
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,ctx,84596928,0,0,0,0,0,0,384,15.208873
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,heap,84596928,0,0,0,0,0,0,2696,15.208908
73,bench_p26_wt,bench_p26_wt_logging,0,0,131072,4,3600000000000,0,8388608,64,64,134217728,1,42,usage,84596928,0,0,0,0,0,0,12818175,15.208941
72,bench_p26_wt,bench_p26_wt_logging,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,write,89147840,24287366,10613212,6195,12419878169,5433964544,811991040,3600063881435,14.670583
72,bench_p26_wt,bench_p26_wt_logging,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,stack,89147840,0,0,0,0,0,0,1344,14.670655
72,bench_p26_wt,bench_p26_wt_logging,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,ctx,89147840,0,0,0,0,0,0,384,14.670685
72,bench_p26_wt,bench_p26_wt_logging,0,0,65536,4,3600000000000,0,4194304,64,64,134217728,1,42,heap,89147840,0,0,0,0,0,0,2696,14.670708
