i,suite,case,CHUNK,FILE_SIZE,FILE_COUNT,SIM_TIME,SEED,NO_FRUNCATE,FS,SKIP_WARMUP,NO_SET,SIM_SIZE,DISK_GEOMETRY,SIZE,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,write,11792576,113335752,2824227,12137,3074829167,1446004224,1590820864,3600747649853,21.468012
41,bench_p26_wt,bench_p26_wt_random,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,stack,11792576,0,0,0,0,0,0,3296,21.468089
41,bench_p26_wt,bench_p26_wt_random,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,ctx,11792576,0,0,0,0,0,0,608,21.468213
41,bench_p26_wt,bench_p26_wt_random,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,heap,11792576,0,0,0,0,0,0,1296,21.468258
41,bench_p26_wt,bench_p26_wt_random,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,usage,11792576,0,0,0,0,0,0,17956864,21.468291
40,bench_p26_wt,bench_p26_wt_random,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,write,12219328,112540546,2892657,12633,3122638116,1481040384,1655832576,3600851546028,21.254630
40,bench_p26_wt,bench_p26_wt_random,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,stack,12219328,0,0,0,0,0,0,3200,21.254695
40,bench_p26_wt,bench_p26_wt_random,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,ctx,12219328,0,0,0,0,0,0,608,21.254725
40,bench_p26_wt,bench_p26_wt_random,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,heap,12219328,0,0,0,0,0,0,1296,21.254750
40,bench_p26_wt,bench_p26_wt_random,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,usage,12219328,0,0,0,0,0,0,8912896,21.254772
48,bench_p26_wt,bench_p26_wt_many,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,write,43364544,135234309,894055,3493,1975479037,457756160,457834496,3600002370247,31.137733
48,bench_p26_wt,bench_p26_wt_many,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,stack,43364544,0,0,0,0,0,0,3312,31.137844
48,bench_p26_wt,bench_p26_wt_many,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,ctx,43364544,0,0,0,0,0,0,848,31.137897
48,bench_p26_wt,bench_p26_wt_many,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,heap,43364544,0,0,0,0,0,0,1296,31.137944
48,bench_p26_wt,bench_p26_wt_many,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,usage,43364544,0,0,0,0,0,0,655360,31.137986
47,bench_p26_wt,bench_p26_wt_many,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,write,70326080,131264078,1250250,4884,2100433959,640128000,640155648,3600001456869,35.458364
47,bench_p26_wt,bench_p26_wt_many,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,stack,70326080,0,0,0,0,0,0,3312,35.458477
47,bench_p26_wt,bench_p26_wt_many,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,ctx,70326080,0,0,0,0,0,0,848,35.458529
47,bench_p26_wt,bench_p26_wt_many,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,heap,70326080,0,0,0,0,0,0,1296,35.458573
47,bench_p26_wt,bench_p26_wt_many,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,usage,70326080,0,0,0,0,0,0,655360,35.458615
46,bench_p26_wt,bench_p26_wt_many,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,write,101965760,126257965,1699364,6638,2258204606,870074368,870055936,3600000178970,39.577339
46,bench_p26_wt,bench_p26_wt_many,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,stack,101965760,0,0,0,0,0,0,3312,39.577443
46,bench_p26_wt,bench_p26_wt_many,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,ctx,101965760,0,0,0,0,0,0,848,39.577493
46,bench_p26_wt,bench_p26_wt_many,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,heap,101965760,0,0,0,0,0,0,1296,39.577537
46,bench_p26_wt,bench_p26_wt_many,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,usage,101965760,0,0,0,0,0,0,655360,39.577579
45,bench_p26_wt,bench_p26_wt_many,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,write,139567936,120101381,2251162,8794,2459717276,1152594944,1152647168,3600001511828,45.246173
45,bench_p26_wt,bench_p26_wt_many,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,stack,139567936,0,0,0,0,0,0,3312,45.246270
45,bench_p26_wt,bench_p26_wt_many,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,ctx,139567936,0,0,0,0,0,0,848,45.246320
45,bench_p26_wt,bench_p26_wt_many,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,heap,139567936,0,0,0,0,0,0,1296,45.246367
45,bench_p26_wt,bench_p26_wt_many,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,usage,139567936,0,0,0,0,0,0,655360,45.246411
44,bench_p26_wt,bench_p26_wt_many,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,write,184379840,112564626,2926753,11433,2705069238,1498497536,1498546176,3600001007490,51.193367
44,bench_p26_wt,bench_p26_wt_many,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,stack,184379840,0,0,0,0,0,0,3312,51.193473
44,bench_p26_wt,bench_p26_wt_many,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,ctx,184379840,0,0,0,0,0,0,848,51.193526
44,bench_p26_wt,bench_p26_wt_many,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,heap,184379840,0,0,0,0,0,0,1296,51.193569
44,bench_p26_wt,bench_p26_wt_many,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,usage,184379840,0,0,0,0,0,0,655360,51.193609
52,bench_p26_wt,bench_p26_wt_many,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,write,14974400,130202370,308553,1217,16719130037,157979136,159514624,3600005057135,173.707757
52,bench_p26_wt,bench_p26_wt_many,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,stack,14974400,0,0,0,0,0,0,3312,173.707858
52,bench_p26_wt,bench_p26_wt_many,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,ctx,14974400,0,0,0,0,0,0,848,173.707912
52,bench_p26_wt,bench_p26_wt_many,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,heap,14974400,0,0,0,0,0,0,1296,173.707967
52,bench_p26_wt,bench_p26_wt_many,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,usage,14974400,0,0,0,0,0,0,4718592,173.708012
58,bench_p26_wt,bench_p26_wt_many,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,write,11254464,134862989,256168,1257,12699831040,131158016,164757504,3624658084096,142.982459
58,bench_p26_wt,bench_p26_wt_many,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,stack,11254464,0,0,0,0,0,0,3312,142.982556
58,bench_p26_wt,bench_p26_wt_many,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,ctx,11254464,0,0,0,0,0,0,848,142.982606
58,bench_p26_wt,bench_p26_wt_many,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,heap,11254464,0,0,0,0,0,0,1296,142.982651
58,bench_p26_wt,bench_p26_wt_many,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,usage,11254464,0,0,0,0,0,0,127401984,142.982703
59,bench_p26_wt,bench_p26_wt_many,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,write,10931136,135610270,236700,1105,11589890842,121190400,144834560,3616581972718,147.495810
59,bench_p26_wt,bench_p26_wt_many,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,stack,10931136,0,0,0,0,0,0,3312,147.495901
59,bench_p26_wt,bench_p26_wt_many,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,ctx,10931136,0,0,0,0,0,0,848,147.495951
59,bench_p26_wt,bench_p26_wt_many,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,heap,10931136,0,0,0,0,0,0,1296,147.495994
59,bench_p26_wt,bench_p26_wt_many,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,usage,10931136,0,0,0,0,0,0,132644864,147.496033
55,bench_p26_wt,bench_p26_wt_many,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,write,13886336,131426228,288678,1183,15411009979,147803136,155058176,3600002231521,186.442724
55,bench_p26_wt,bench_p26_wt_many,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,stack,13886336,0,0,0,0,0,0,3312,186.442821
55,bench_p26_wt,bench_p26_wt_many,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,ctx,13886336,0,0,0,0,0,0,848,186.442869
55,bench_p26_wt,bench_p26_wt_many,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,heap,13886336,0,0,0,0,0,0,1296,186.442912
55,bench_p26_wt,bench_p26_wt_many,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,usage,13886336,0,0,0,0,0,0,34340864,186.442955
53,bench_p26_wt,bench_p26_wt_many,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,write,14567936,130581089,301983,1195,16321683778,154615296,156631040,3600012255718,187.822841
53,bench_p26_wt,bench_p26_wt_many,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,stack,14567936,0,0,0,0,0,0,3312,187.822933
53,bench_p26_wt,bench_p26_wt_many,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,ctx,14567936,0,0,0,0,0,0,848,187.822982
53,bench_p26_wt,bench_p26_wt_many,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,heap,14567936,0,0,0,0,0,0,1296,187.823024
53,bench_p26_wt,bench_p26_wt_many,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,usage,14567936,0,0,0,0,0,0,8912896,187.823063
57,bench_p26_wt,bench_p26_wt_many,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,write,12492928,132699888,274064,1275,13954355205,140320768,167116800,3600014577759,145.170976
57,bench_p26_wt,bench_p26_wt_many,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,stack,12492928,0,0,0,0,0,0,3312,145.171070
57,bench_p26_wt,bench_p26_wt_many,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,ctx,12492928,0,0,0,0,0,0,848,145.171118
57,bench_p26_wt,bench_p26_wt_many,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,heap,12492928,0,0,0,0,0,0,1296,145.171159
57,bench_p26_wt,bench_p26_wt_many,64,64,131072,3600000000000,42,0,3,0,0,0,1,8388608,134217728,usage,12492928,0,0,0,0,0,0,108265472,145.171199
54,bench_p26_wt,bench_p26_wt_many,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,write,14211776,131016457,294229,1178,15866117342,150645248,154402816,3600009859706,191.689864
54,bench_p26_wt,bench_p26_wt_many,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,stack,14211776,0,0,0,0,0,0,3312,191.689960
54,bench_p26_wt,bench_p26_wt_many,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,ctx,14211776,0,0,0,0,0,0,848,191.690009
54,bench_p26_wt,bench_p26_wt_many,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,heap,14211776,0,0,0,0,0,0,1296,191.690054
54,bench_p26_wt,bench_p26_wt_many,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,usage,14211776,0,0,0,0,0,0,17301504,191.690095
50,bench_p26_wt,bench_p26_wt_many,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,write,15467776,129623847,318937,1253,17321839798,163295744,164233216,3600005060482,196.854098
50,bench_p26_wt,bench_p26_wt_many,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,stack,15467776,0,0,0,0,0,0,3312,196.854193
50,bench_p26_wt,bench_p26_wt_many,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,ctx,15467776,0,0,0,0,0,0,848,196.862487
50,bench_p26_wt,bench_p26_wt_many,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,heap,15467776,0,0,0,0,0,0,1296,196.862540
50,bench_p26_wt,bench_p26_wt_many,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,usage,15467776,0,0,0,0,0,0,1572864,196.862577
51,bench_p26_wt,bench_p26_wt_many,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,write,15341440,129821310,316179,1244,17105430717,161883648,163053568,3600012511239,198.814944
51,bench_p26_wt,bench_p26_wt_many,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,stack,15341440,0,0,0,0,0,0,3312,198.815027
51,bench_p26_wt,bench_p26_wt_many,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,ctx,15341440,0,0,0,0,0,0,848,198.815066
51,bench_p26_wt,bench_p26_wt_many,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,heap,15341440,0,0,0,0,0,0,1296,198.815100
51,bench_p26_wt,bench_p26_wt_many,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,usage,15341440,0,0,0,0,0,0,2621440,198.815133
49,bench_p26_wt,bench_p26_wt_many,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,write,15986560,129286113,329126,1292,17615824720,168512512,169345024,3600012201712,199.900863
49,bench_p26_wt,bench_p26_wt_many,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,stack,15986560,0,0,0,0,0,0,3312,199.900934
49,bench_p26_wt,bench_p26_wt_many,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,ctx,15986560,0,0,0,0,0,0,848,199.900967
49,bench_p26_wt,bench_p26_wt_many,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,heap,15986560,0,0,0,0,0,0,1296,199.900995
49,bench_p26_wt,bench_p26_wt_many,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,usage,15986560,0,0,0,0,0,0,1048576,199.901019
56,bench_p26_wt,bench_p26_wt_many,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,write,13534976,131923347,284003,1209,14829918295,145409536,158466048,3600016248949,151.613723
56,bench_p26_wt,bench_p26_wt_many,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,stack,13534976,0,0,0,0,0,0,3312,151.613788
56,bench_p26_wt,bench_p26_wt_many,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,ctx,13534976,0,0,0,0,0,0,848,151.613818
56,bench_p26_wt,bench_p26_wt_many,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,heap,13534976,0,0,0,0,0,0,1296,151.613843
56,bench_p26_wt,bench_p26_wt_many,64,64,65536,3600000000000,42,0,3,0,0,0,1,4194304,134217728,usage,13534976,0,0,0,0,0,0,67633152,151.613867
71,bench_p26_wt,bench_p26_wt_logging,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,write,77765696,89054040,5026102,19640,3584196252,2573364224,2574254080,3600001288596,55.445825
71,bench_p26_wt,bench_p26_wt_logging,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,stack,77765696,0,0,0,0,0,0,3296,55.445938
71,bench_p26_wt,bench_p26_wt_logging,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,ctx,77765696,0,0,0,0,0,0,624,55.445989
71,bench_p26_wt,bench_p26_wt_logging,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,heap,77765696,0,0,0,0,0,0,1296,55.446034
71,bench_p26_wt,bench_p26_wt_logging,64,64,32768,3600000000000,42,0,3,0,0,0,1,2097152,134217728,usage,77765696,0,0,0,0,0,0,3014656,55.446076
70,bench_p26_wt,bench_p26_wt_logging,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,write,84852032,83906445,5486270,21435,3769778032,2808970240,2809528320,3600001411408,57.995056
70,bench_p26_wt,bench_p26_wt_logging,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,stack,84852032,0,0,0,0,0,0,3296,57.995151
70,bench_p26_wt,bench_p26_wt_logging,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,ctx,84852032,0,0,0,0,0,0,624,57.995199
70,bench_p26_wt,bench_p26_wt_logging,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,heap,84852032,0,0,0,0,0,0,1296,57.995241
70,bench_p26_wt,bench_p26_wt_logging,64,64,16384,3600000000000,42,0,3,0,0,0,1,1048576,134217728,usage,84852032,0,0,0,0,0,0,1966080,57.995281
62,bench_p26_wt,bench_p26_wt_logging,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,write,80759360,81990597,5636032,22245,4117994071,2885648384,2915696640,3600001979509,62.652411
62,bench_p26_wt,bench_p26_wt_logging,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,stack,80759360,0,0,0,0,0,0,3296,62.652507
62,bench_p26_wt,bench_p26_wt_logging,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,ctx,80759360,0,0,0,0,0,0,624,62.652556
62,bench_p26_wt,bench_p26_wt_logging,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,heap,80759360,0,0,0,0,0,0,1296,62.652597
62,bench_p26_wt,bench_p26_wt_logging,64,64,64,3600000000000,42,0,3,0,0,0,1,4096,134217728,usage,80759360,0,0,0,0,0,0,655360,62.652637
69,bench_p26_wt,bench_p26_wt_logging,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,write,87265600,81666244,5686294,22221,3853324162,2911382528,2912550912,3600001976998,63.856498
69,bench_p26_wt,bench_p26_wt_logging,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,stack,87265600,0,0,0,0,0,0,3296,63.856594
69,bench_p26_wt,bench_p26_wt_logging,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,ctx,87265600,0,0,0,0,0,0,624,63.856643
69,bench_p26_wt,bench_p26_wt_logging,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,heap,87265600,0,0,0,0,0,0,1296,63.856683
69,bench_p26_wt,bench_p26_wt_logging,64,64,8192,3600000000000,42,0,3,0,0,0,1,524288,134217728,usage,87265600,0,0,0,0,0,0,1310720,63.856723
61,bench_p26_wt,bench_p26_wt_logging,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,write,100221696,70288691,6681620,26100,4570060534,3420989440,3420979200,3600002354242,66.341817
61,bench_p26_wt,bench_p26_wt_logging,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,stack,100221696,0,0,0,0,0,0,3296,66.341907
61,bench_p26_wt,bench_p26_wt_logging,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,ctx,100221696,0,0,0,0,0,0,624,66.341954
61,bench_p26_wt,bench_p26_wt_logging,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,heap,100221696,0,0,0,0,0,0,1296,66.341999
61,bench_p26_wt,bench_p26_wt_logging,64,64,32,3600000000000,42,0,3,0,0,0,1,2048,134217728,usage,100221696,0,0,0,0,0,0,655360,66.342040
64,bench_p26_wt,bench_p26_wt_logging,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,write,113758592,62658266,7386738,28857,4520891899,3782009856,3782344704,3600000658849,66.854529
64,bench_p26_wt,bench_p26_wt_logging,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,stack,113758592,0,0,0,0,0,0,3296,66.854629
64,bench_p26_wt,bench_p26_wt_logging,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,ctx,113758592,0,0,0,0,0,0,624,66.854676
64,bench_p26_wt,bench_p26_wt_logging,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,heap,113758592,0,0,0,0,0,0,1296,66.854716
64,bench_p26_wt,bench_p26_wt_logging,64,64,256,3600000000000,42,0,3,0,0,0,1,16384,134217728,usage,113758592,0,0,0,0,0,0,786432,66.854757
68,bench_p26_wt,bench_p26_wt_logging,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,write,96957952,74892156,6292155,24581,4093797481,3221583360,3221880832,3600002753995,67.012124
68,bench_p26_wt,bench_p26_wt_logging,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,stack,96957952,0,0,0,0,0,0,3296,67.012218
68,bench_p26_wt,bench_p26_wt_logging,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,ctx,96957952,0,0,0,0,0,0,624,67.012262
68,bench_p26_wt,bench_p26_wt_logging,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,heap,96957952,0,0,0,0,0,0,1296,67.012302
68,bench_p26_wt,bench_p26_wt_logging,64,64,4096,3600000000000,42,0,3,0,0,0,1,262144,134217728,usage,96957952,0,0,0,0,0,0,1048576,67.012341
63,bench_p26_wt,bench_p26_wt_logging,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,write,115410112,61762280,7467041,29171,4550285767,3823124992,3823501312,3600002113477,68.932596
63,bench_p26_wt,bench_p26_wt_logging,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,stack,115410112,0,0,0,0,0,0,3296,68.932689
63,bench_p26_wt,bench_p26_wt_logging,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,ctx,115410112,0,0,0,0,0,0,624,68.932734
63,bench_p26_wt,bench_p26_wt_logging,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,heap,115410112,0,0,0,0,0,0,1296,68.932788
63,bench_p26_wt,bench_p26_wt_logging,64,64,128,3600000000000,42,0,3,0,0,0,1,8192,134217728,usage,115410112,0,0,0,0,0,0,786432,68.932829
67,bench_p26_wt,bench_p26_wt_logging,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,write,104474752,69393100,6783005,26497,4302178908,3472898560,3473014784,3600001016532,69.157117
67,bench_p26_wt,bench_p26_wt_logging,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,stack,104474752,0,0,0,0,0,0,3296,69.157212
67,bench_p26_wt,bench_p26_wt_logging,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,ctx,104474752,0,0,0,0,0,0,624,69.157258
67,bench_p26_wt,bench_p26_wt_logging,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,heap,104474752,0,0,0,0,0,0,1296,69.157299
67,bench_p26_wt,bench_p26_wt_logging,64,64,2048,3600000000000,42,0,3,0,0,0,1,131072,134217728,usage,104474752,0,0,0,0,0,0,917504,69.157337
65,bench_p26_wt,bench_p26_wt_logging,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,write,112396416,63645429,7298268,28511,4488553201,3736713216,3736993792,3600001081315,70.306597
65,bench_p26_wt,bench_p26_wt_logging,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,stack,112396416,0,0,0,0,0,0,3296,70.306685
65,bench_p26_wt,bench_p26_wt_logging,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,ctx,112396416,0,0,0,0,0,0,624,70.306731
65,bench_p26_wt,bench_p26_wt_logging,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,heap,112396416,0,0,0,0,0,0,1296,70.306773
65,bench_p26_wt,bench_p26_wt_logging,64,64,512,3600000000000,42,0,3,0,0,0,1,32768,134217728,usage,112396416,0,0,0,0,0,0,786432,70.306820
66,bench_p26_wt,bench_p26_wt_logging,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,write,109452736,65784393,7106615,27762,4417819244,3638586880,3638820864,3600001669124,70.355732
66,bench_p26_wt,bench_p26_wt_logging,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,stack,109452736,0,0,0,0,0,0,3296,70.355810
66,bench_p26_wt,bench_p26_wt_logging,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,ctx,109452736,0,0,0,0,0,0,624,70.355848
66,bench_p26_wt,bench_p26_wt_logging,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,heap,109452736,0,0,0,0,0,0,1296,70.355880
66,bench_p26_wt,bench_p26_wt_logging,64,64,1024,3600000000000,42,0,3,0,0,0,1,65536,134217728,usage,109452736,0,0,0,0,0,0,786432,70.355909
60,bench_p26_wt,bench_p26_wt_logging,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,write,113399296,61915691,7430988,29047,4857266577,3804665856,3807248384,3600002401731,72.934314
60,bench_p26_wt,bench_p26_wt_logging,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,stack,113399296,0,0,0,0,0,0,3296,72.934396
60,bench_p26_wt,bench_p26_wt_logging,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,ctx,113399296,0,0,0,0,0,0,624,72.934435
60,bench_p26_wt,bench_p26_wt_logging,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,heap,113399296,0,0,0,0,0,0,1296,72.934467
60,bench_p26_wt,bench_p26_wt_logging,64,64,16,3600000000000,42,0,3,0,0,0,1,1024,134217728,usage,113399296,0,0,0,0,0,0,655360,72.934496
74,bench_p26_wt,bench_p26_wt_logging,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,write,53904256,107189862,3406494,13320,2907692227,1744124928,1745879040,3600003724921,25.212119
74,bench_p26_wt,bench_p26_wt_logging,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,stack,53904256,0,0,0,0,0,0,3296,25.212210
74,bench_p26_wt,bench_p26_wt_logging,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,ctx,53904256,0,0,0,0,0,0,624,25.212248
74,bench_p26_wt,bench_p26_wt_logging,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,heap,53904256,0,0,0,0,0,0,1296,25.212281
74,bench_p26_wt,bench_p26_wt_logging,64,64,262144,3600000000000,42,0,3,0,0,0,1,16777216,134217728,usage,53904256,0,0,0,0,0,0,17694720,25.212311
75,bench_p26_wt,bench_p26_wt_logging,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,write,50017152,112717074,2911138,11386,2733959838,1490502656,1492385792,3600150681018,20.930734
75,bench_p26_wt,bench_p26_wt_logging,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,stack,50017152,0,0,0,0,0,0,3296,20.930832
75,bench_p26_wt,bench_p26_wt_logging,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,ctx,50017152,0,0,0,0,0,0,624,20.930868
75,bench_p26_wt,bench_p26_wt_logging,64,64,524288,3600000000000,42,0,3,0,0,0,1,33554432,134217728,heap,50017152,0,0,0,0,0,0,1296,20.930898
