i,suite,case,FS,SEED,SIM_SIZE,FILE_COUNT,SIZE,NO_FRUNCATE,SIM_TIME,CHUNK,DISK_GEOMETRY,FILE_SIZE,SKIP_WARMUP,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
41,bench_p26_wt,bench_p26_wt_random,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,ctx,471104,0,0,0,0,0,0,352,92.157598
41,bench_p26_wt,bench_p26_wt_random,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,heap,471104,0,0,0,0,0,0,1160,92.157629
41,bench_p26_wt,bench_p26_wt_random,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,usage,471104,0,0,0,0,0,0,21345891,92.157657
43,bench_p26_wt,bench_p26_wt_random,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,write,768,83121264384,743365,9888,83121264384,57360443,40501248,4068328285025,101.937871
43,bench_p26_wt,bench_p26_wt_random,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,stack,768,0,0,0,0,0,0,1312,101.937958
43,bench_p26_wt,bench_p26_wt_random,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,ctx,768,0,0,0,0,0,0,352,101.937995
43,bench_p26_wt,bench_p26_wt_random,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,heap,768,0,0,0,0,0,0,1160,101.938027
43,bench_p26_wt,bench_p26_wt_random,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,usage,768,0,0,0,0,0,0,31452637,101.938058
44,bench_p26_wt,bench_p26_wt_many,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,write,1079552,85592750104,187719,2251,85592750104,10193788,9220096,3600307288820,245.501481
44,bench_p26_wt,bench_p26_wt_many,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,stack,1079552,0,0,0,0,0,0,1520,245.501620
44,bench_p26_wt,bench_p26_wt_many,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,ctx,1079552,0,0,0,0,0,0,592,245.501691
44,bench_p26_wt,bench_p26_wt_many,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,heap,1079552,0,0,0,0,0,0,1160,245.501748
44,bench_p26_wt,bench_p26_wt_many,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,usage,1079552,0,0,0,0,0,0,12827355,245.501799
46,bench_p26_wt,bench_p26_wt_many,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,write,1029824,85795019759,178829,2148,85795019759,9713604,8798208,3600196952036,246.312981
46,bench_p26_wt,bench_p26_wt_many,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,stack,1029824,0,0,0,0,0,0,1520,246.313112
46,bench_p26_wt,bench_p26_wt_many,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,ctx,1029824,0,0,0,0,0,0,592,246.321451
46,bench_p26_wt,bench_p26_wt_many,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,heap,1029824,0,0,0,0,0,0,1160,246.321541
46,bench_p26_wt,bench_p26_wt_many,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,usage,1029824,0,0,0,0,0,0,12851067,246.321703
48,bench_p26_wt,bench_p26_wt_many,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,write,999040,85934078700,172514,2084,85934078700,9380968,8536064,3600346267288,246.928658
48,bench_p26_wt,bench_p26_wt_many,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,stack,999040,0,0,0,0,0,0,1520,246.928797
48,bench_p26_wt,bench_p26_wt_many,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,ctx,999040,0,0,0,0,0,0,592,246.928869
48,bench_p26_wt,bench_p26_wt_many,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,heap,999040,0,0,0,0,0,0,1160,246.928926
48,bench_p26_wt,bench_p26_wt_many,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,usage,999040,0,0,0,0,0,0,12945915,246.928977
53,bench_p26_wt,bench_p26_wt_many,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,write,265728,89087555769,29873,556,89087555769,1796954,2277376,3600508649366,247.660207
53,bench_p26_wt,bench_p26_wt_many,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,stack,265728,0,0,0,0,0,0,1520,247.660344
53,bench_p26_wt,bench_p26_wt_many,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,ctx,265728,0,0,0,0,0,0,592,247.660416
53,bench_p26_wt,bench_p26_wt_many,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,heap,265728,0,0,0,0,0,0,1160,247.660470
53,bench_p26_wt,bench_p26_wt_many,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,usage,265728,0,0,0,0,0,0,14435325,247.660521
45,bench_p26_wt,bench_p26_wt_many,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,write,1052992,85699079063,183019,2196,85699079063,9939420,8994816,3600200086508,248.711658
45,bench_p26_wt,bench_p26_wt_many,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,stack,1052992,0,0,0,0,0,0,1520,248.711798
45,bench_p26_wt,bench_p26_wt_many,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,ctx,1052992,0,0,0,0,0,0,592,248.711870
45,bench_p26_wt,bench_p26_wt_many,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,heap,1052992,0,0,0,0,0,0,1160,248.711926
45,bench_p26_wt,bench_p26_wt_many,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,usage,1052992,0,0,0,0,0,0,12835259,248.711976
49,bench_p26_wt,bench_p26_wt_many,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,write,933184,86212659792,159777,1946,86212659792,8703092,7970816,3600170386460,248.765256
49,bench_p26_wt,bench_p26_wt_many,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,stack,933184,0,0,0,0,0,0,1520,248.765379
49,bench_p26_wt,bench_p26_wt_many,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,ctx,933184,0,0,0,0,0,0,592,248.765445
49,bench_p26_wt,bench_p26_wt_many,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,heap,933184,0,0,0,0,0,0,1160,248.765498
49,bench_p26_wt,bench_p26_wt_many,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,usage,933184,0,0,0,0,0,0,13072379,248.765547
47,bench_p26_wt,bench_p26_wt_many,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,write,1016192,85852989971,176137,2119,85852989971,9570884,8679424,3600130943236,249.388266
47,bench_p26_wt,bench_p26_wt_many,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,stack,1016192,0,0,0,0,0,0,1520,249.388384
47,bench_p26_wt,bench_p26_wt_many,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,ctx,1016192,0,0,0,0,0,0,592,249.388450
47,bench_p26_wt,bench_p26_wt_many,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,heap,1016192,0,0,0,0,0,0,1160,249.388501
47,bench_p26_wt,bench_p26_wt_many,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,usage,1016192,0,0,0,0,0,0,12882683,249.388549
50,bench_p26_wt,bench_p26_wt_many,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,write,805504,86763566755,135006,1680,86763566755,7385432,6881280,3600300416256,250.228431
50,bench_p26_wt,bench_p26_wt_many,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,stack,805504,0,0,0,0,0,0,1520,250.228553
50,bench_p26_wt,bench_p26_wt_many,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,ctx,805504,0,0,0,0,0,0,592,250.228614
50,bench_p26_wt,bench_p26_wt_many,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,heap,805504,0,0,0,0,0,0,1160,250.228662
50,bench_p26_wt,bench_p26_wt_many,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,usage,805504,0,0,0,0,0,0,13325307,250.228724
51,bench_p26_wt,bench_p26_wt_many,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,write,570624,87765674256,89187,1191,87765674256,4950540,4878336,3600000645732,250.441131
51,bench_p26_wt,bench_p26_wt_many,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,stack,570624,0,0,0,0,0,0,1520,250.441244
51,bench_p26_wt,bench_p26_wt_many,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,ctx,570624,0,0,0,0,0,0,592,250.441307
51,bench_p26_wt,bench_p26_wt_many,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,heap,570624,0,0,0,0,0,0,1160,250.441359
51,bench_p26_wt,bench_p26_wt_many,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,usage,570624,0,0,0,0,0,0,13815355,250.441409
52,bench_p26_wt,bench_p26_wt_many,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,write,337024,88771091222,43730,704,88771091222,2533840,2883584,3600068443104,256.025241
52,bench_p26_wt,bench_p26_wt_many,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,stack,337024,0,0,0,0,0,0,1520,256.025358
52,bench_p26_wt,bench_p26_wt_many,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,ctx,337024,0,0,0,0,0,0,592,256.025422
52,bench_p26_wt,bench_p26_wt_many,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,heap,337024,0,0,0,0,0,0,1160,256.025482
52,bench_p26_wt,bench_p26_wt_many,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,usage,337024,0,0,0,0,0,0,14291571,256.025540
55,bench_p26_wt,bench_p26_wt_many,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,write,231360,89239346221,23184,484,89239346221,1441362,1982464,3600657151774,257.182316
55,bench_p26_wt,bench_p26_wt_many,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,stack,231360,0,0,0,0,0,0,1520,257.182432
55,bench_p26_wt,bench_p26_wt_many,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,ctx,231360,0,0,0,0,0,0,592,257.182493
55,bench_p26_wt,bench_p26_wt_many,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,heap,231360,0,0,0,0,0,0,1160,257.182541
55,bench_p26_wt,bench_p26_wt_many,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,usage,231360,0,0,0,0,0,0,14505473,257.182586
54,bench_p26_wt,bench_p26_wt_many,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,write,242752,89177506472,25391,508,89177506472,1558780,2080768,3600148842996,258.940300
54,bench_p26_wt,bench_p26_wt_many,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,stack,242752,0,0,0,0,0,0,1520,258.940412
54,bench_p26_wt,bench_p26_wt_many,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,ctx,242752,0,0,0,0,0,0,592,258.940470
54,bench_p26_wt,bench_p26_wt_many,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,heap,242752,0,0,0,0,0,0,1160,258.940515
54,bench_p26_wt,bench_p26_wt_many,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,usage,242752,0,0,0,0,0,0,14483243,258.940560
56,bench_p26_wt,bench_p26_wt_many,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,write,226112,89257237625,22161,473,89257237625,1386994,1937408,3600467458782,133.139642
56,bench_p26_wt,bench_p26_wt_many,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,stack,226112,0,0,0,0,0,0,1520,133.139754
56,bench_p26_wt,bench_p26_wt_many,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,ctx,226112,0,0,0,0,0,0,592,133.139810
56,bench_p26_wt,bench_p26_wt_many,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,heap,226112,0,0,0,0,0,0,1160,133.139855
56,bench_p26_wt,bench_p26_wt_many,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,usage,226112,0,0,0,0,0,0,14516341,133.139898
58,bench_p26_wt,bench_p26_wt_many,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,write,222208,89266511677,21407,465,89266511677,1346848,1904640,3600175972328,133.909649
58,bench_p26_wt,bench_p26_wt_many,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,stack,222208,0,0,0,0,0,0,1520,133.909758
58,bench_p26_wt,bench_p26_wt_many,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,ctx,222208,0,0,0,0,0,0,592,133.909815
58,bench_p26_wt,bench_p26_wt_many,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,heap,222208,0,0,0,0,0,0,1160,133.909874
58,bench_p26_wt,bench_p26_wt_many,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,usage,222208,0,0,0,0,0,0,14523751,133.909919
57,bench_p26_wt,bench_p26_wt_many,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,write,223232,89283185800,21600,467,89283185800,1357174,1912832,3601010355458,131.879665
57,bench_p26_wt,bench_p26_wt_many,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,stack,223232,0,0,0,0,0,0,1520,131.879769
57,bench_p26_wt,bench_p26_wt_many,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,ctx,223232,0,0,0,0,0,0,592,131.879819
57,bench_p26_wt,bench_p26_wt_many,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,heap,223232,0,0,0,0,0,0,1160,131.879861
57,bench_p26_wt,bench_p26_wt_many,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,usage,223232,0,0,0,0,0,0,14522269,131.879900
59,bench_p26_wt,bench_p26_wt_many,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,write,221696,89275138119,21303,464,89275138119,1341358,1900544,3600434313730,135.808068
59,bench_p26_wt,bench_p26_wt_many,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,stack,221696,0,0,0,0,0,0,1520,135.808156
59,bench_p26_wt,bench_p26_wt_many,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,ctx,221696,0,0,0,0,0,0,592,135.808197
59,bench_p26_wt,bench_p26_wt_many,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,heap,221696,0,0,0,0,0,0,1160,135.808231
59,bench_p26_wt,bench_p26_wt_many,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,usage,221696,0,0,0,0,0,0,14525233,135.808262
71,bench_p26_wt,bench_p26_wt_logging,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,write,6307456,72489598692,811475,8331,72489598692,58224014,34123776,3600267875882,185.636230
71,bench_p26_wt,bench_p26_wt_logging,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,stack,6307456,0,0,0,0,0,0,1344,185.636374
71,bench_p26_wt,bench_p26_wt_logging,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,ctx,6307456,0,0,0,0,0,0,384,185.636448
71,bench_p26_wt,bench_p26_wt_logging,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,heap,6307456,0,0,0,0,0,0,1160,185.636523
71,bench_p26_wt,bench_p26_wt_logging,4,42,0,32768,2097152,0,3600000000000,64,0,64,0,134217728,usage,6307456,0,0,0,0,0,0,14967857,185.636581
67,bench_p26_wt,bench_p26_wt_logging,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,write,6168896,72805698984,800904,8148,72805698984,54777062,33374208,3600381888338,196.575847
67,bench_p26_wt,bench_p26_wt_logging,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,stack,6168896,0,0,0,0,0,0,1344,196.575984
67,bench_p26_wt,bench_p26_wt_logging,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,ctx,6168896,0,0,0,0,0,0,384,196.576057
67,bench_p26_wt,bench_p26_wt_logging,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,heap,6168896,0,0,0,0,0,0,1160,196.576128
67,bench_p26_wt,bench_p26_wt_logging,4,42,0,2048,131072,0,3600000000000,64,0,64,0,134217728,usage,6168896,0,0,0,0,0,0,12961723,196.576183
64,bench_p26_wt,bench_p26_wt_logging,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,write,5662656,74738521439,679132,7514,74738521439,35150294,30777344,3600068343226,206.619760
64,bench_p26_wt,bench_p26_wt_logging,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,stack,5662656,0,0,0,0,0,0,1344,206.623153
64,bench_p26_wt,bench_p26_wt_logging,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,ctx,5662656,0,0,0,0,0,0,384,206.623235
64,bench_p26_wt,bench_p26_wt_logging,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,heap,5662656,0,0,0,0,0,0,1160,206.623308
64,bench_p26_wt,bench_p26_wt_logging,4,42,0,256,16384,0,3600000000000,64,0,64,0,134217728,usage,5662656,0,0,0,0,0,0,12847115,206.623365
70,bench_p26_wt,bench_p26_wt_logging,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,write,6291456,72941182007,817742,8309,72941182007,57996146,34033664,3619844510734,206.616396
70,bench_p26_wt,bench_p26_wt_logging,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,stack,6291456,0,0,0,0,0,0,1344,206.616558
70,bench_p26_wt,bench_p26_wt_logging,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,ctx,6291456,0,0,0,0,0,0,384,206.616634
70,bench_p26_wt,bench_p26_wt_logging,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,heap,6291456,0,0,0,0,0,0,1160,206.616695
70,bench_p26_wt,bench_p26_wt_logging,4,42,0,16384,1048576,0,3600000000000,64,0,64,0,134217728,usage,6291456,0,0,0,0,0,0,13885750,206.616751
68,bench_p26_wt,bench_p26_wt_logging,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,write,6205632,72675196014,808053,8198,72675196014,56310604,33579008,3600301354708,210.523435
68,bench_p26_wt,bench_p26_wt_logging,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,stack,6205632,0,0,0,0,0,0,1344,210.523565
68,bench_p26_wt,bench_p26_wt_logging,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,ctx,6205632,0,0,0,0,0,0,384,210.523635
68,bench_p26_wt,bench_p26_wt_logging,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,heap,6205632,0,0,0,0,0,0,1160,210.523691
68,bench_p26_wt,bench_p26_wt_logging,4,42,0,4096,262144,0,3600000000000,64,0,64,0,134217728,usage,6205632,0,0,0,0,0,0,13265533,210.523742
69,bench_p26_wt,bench_p26_wt_logging,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,write,6251008,72568620183,811503,8255,72568620183,57314982,33812480,3600002769642,223.174884
69,bench_p26_wt,bench_p26_wt_logging,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,stack,6251008,0,0,0,0,0,0,1344,223.175023
69,bench_p26_wt,bench_p26_wt_logging,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,ctx,6251008,0,0,0,0,0,0,384,223.175094
69,bench_p26_wt,bench_p26_wt_logging,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,heap,6251008,0,0,0,0,0,0,1160,223.175147
69,bench_p26_wt,bench_p26_wt_logging,4,42,0,8192,524288,0,3600000000000,64,0,64,0,134217728,usage,6251008,0,0,0,0,0,0,13844501,223.175200
65,bench_p26_wt,bench_p26_wt_logging,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,write,5941696,73673659059,746293,7860,73673659059,45949893,32194560,3600121571991,230.156497
65,bench_p26_wt,bench_p26_wt_logging,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,stack,5941696,0,0,0,0,0,0,1344,230.156622
65,bench_p26_wt,bench_p26_wt_logging,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,ctx,5941696,0,0,0,0,0,0,384,230.156688
65,bench_p26_wt,bench_p26_wt_logging,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,heap,5941696,0,0,0,0,0,0,1160,230.156740
65,bench_p26_wt,bench_p26_wt_logging,4,42,0,512,32768,0,3600000000000,64,0,64,0,134217728,usage,5941696,0,0,0,0,0,0,12864158,230.156790
66,bench_p26_wt,bench_p26_wt_logging,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,write,6091520,73092003272,782362,8052,73092003272,51789811,32980992,3600038257737,230.316909
66,bench_p26_wt,bench_p26_wt_logging,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,stack,6091520,0,0,0,0,0,0,1344,230.317032
66,bench_p26_wt,bench_p26_wt_logging,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,ctx,6091520,0,0,0,0,0,0,384,230.317095
66,bench_p26_wt,bench_p26_wt_logging,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,heap,6091520,0,0,0,0,0,0,1160,230.317146
66,bench_p26_wt,bench_p26_wt_logging,4,42,0,1024,65536,0,3600000000000,64,0,64,0,134217728,usage,6091520,0,0,0,0,0,0,12949867,230.317195
62,bench_p26_wt,bench_p26_wt_logging,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,write,4490624,77987035021,525610,5996,77987035021,23859410,24559616,3600057949086,234.248019
62,bench_p26_wt,bench_p26_wt_logging,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,stack,4490624,0,0,0,0,0,0,1344,234.248138
62,bench_p26_wt,bench_p26_wt_logging,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,ctx,4490624,0,0,0,0,0,0,384,234.248200
62,bench_p26_wt,bench_p26_wt_logging,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,heap,4490624,0,0,0,0,0,0,1160,234.248251
62,bench_p26_wt,bench_p26_wt_logging,4,42,0,64,4096,0,3600000000000,64,0,64,0,134217728,usage,4490624,0,0,0,0,0,0,12825626,234.248300
63,bench_p26_wt,bench_p26_wt_logging,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,write,5331456,75820117971,620655,7074,75820117971,28121384,28975104,3600000961520,239.724999
63,bench_p26_wt,bench_p26_wt_logging,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,stack,5331456,0,0,0,0,0,0,1344,239.725118
63,bench_p26_wt,bench_p26_wt_logging,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,ctx,5331456,0,0,0,0,0,0,384,239.725178
63,bench_p26_wt,bench_p26_wt_logging,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,heap,5331456,0,0,0,0,0,0,1160,239.725231
63,bench_p26_wt,bench_p26_wt_logging,4,42,0,128,8192,0,3600000000000,64,0,64,0,134217728,usage,5331456,0,0,0,0,0,0,12835012,239.725281
61,bench_p26_wt,bench_p26_wt_logging,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,write,3393536,80728710687,405617,4642,80728710687,18306879,19013632,3600678738309,240.115404
61,bench_p26_wt,bench_p26_wt_logging,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,stack,3393536,0,0,0,0,0,0,1344,240.115526
61,bench_p26_wt,bench_p26_wt_logging,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,ctx,3393536,0,0,0,0,0,0,384,240.115592
61,bench_p26_wt,bench_p26_wt_logging,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,heap,3393536,0,0,0,0,0,0,1160,240.115642
61,bench_p26_wt,bench_p26_wt_logging,4,42,0,32,2048,0,3600000000000,64,0,64,0,134217728,usage,3393536,0,0,0,0,0,0,12822168,240.115692
60,bench_p26_wt,bench_p26_wt_logging,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,write,2279424,83495176224,283732,3267,83495176224,12667900,13381632,3600587465908,246.570383
60,bench_p26_wt,bench_p26_wt_logging,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,stack,2279424,0,0,0,0,0,0,1344,246.570508
60,bench_p26_wt,bench_p26_wt_logging,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,ctx,2279424,0,0,0,0,0,0,384,246.570571
60,bench_p26_wt,bench_p26_wt_logging,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,heap,2279424,0,0,0,0,0,0,1160,246.570624
60,bench_p26_wt,bench_p26_wt_logging,4,42,0,16,1024,0,3600000000000,64,0,64,0,134217728,usage,2279424,0,0,0,0,0,0,12821180,246.570673
74,bench_p26_wt,bench_p26_wt_logging,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,write,6507584,72282001664,802206,8595,72282001664,60139034,35205120,3600171238894,101.614355
74,bench_p26_wt,bench_p26_wt_logging,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,stack,6507584,0,0,0,0,0,0,1344,101.614480
74,bench_p26_wt,bench_p26_wt_logging,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,ctx,6507584,0,0,0,0,0,0,384,101.614542
74,bench_p26_wt,bench_p26_wt_logging,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,heap,6507584,0,0,0,0,0,0,1160,101.614592
74,bench_p26_wt,bench_p26_wt_logging,4,42,0,262144,16777216,0,3600000000000,64,0,64,0,134217728,usage,6507584,0,0,0,0,0,0,19434111,101.614639
73,bench_p26_wt,bench_p26_wt_logging,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,write,6507584,72282001664,802206,8595,72282001664,60139034,35205120,3600171238894,100.986699
73,bench_p26_wt,bench_p26_wt_logging,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,stack,6507584,0,0,0,0,0,0,1344,100.986818
73,bench_p26_wt,bench_p26_wt_logging,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,ctx,6507584,0,0,0,0,0,0,384,100.986878
73,bench_p26_wt,bench_p26_wt_logging,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,heap,6507584,0,0,0,0,0,0,1160,100.986930
73,bench_p26_wt,bench_p26_wt_logging,4,42,0,131072,8388608,0,3600000000000,64,0,64,0,134217728,usage,6507584,0,0,0,0,0,0,19434111,100.986979
72,bench_p26_wt,bench_p26_wt_logging,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,write,6505408,72291708005,801729,8592,72291708005,60067801,35192832,3600232282083,100.878352
72,bench_p26_wt,bench_p26_wt_logging,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,stack,6505408,0,0,0,0,0,0,1344,100.878458
72,bench_p26_wt,bench_p26_wt_logging,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,ctx,6505408,0,0,0,0,0,0,384,100.878510
72,bench_p26_wt,bench_p26_wt_logging,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,heap,6505408,0,0,0,0,0,0,1160,100.878566
72,bench_p26_wt,bench_p26_wt_logging,4,42,0,65536,4194304,0,3600000000000,64,0,64,0,134217728,usage,6505408,0,0,0,0,0,0,19431888,100.878610
75,bench_p26_wt,bench_p26_wt_logging,4,42,0,524288,33554432,0,3600000000000,64,0,64,0,134217728,write,6507584,72282001664,802206,8595,72282001664,60139034,35205120,3600171238894,130.878867
