i,suite,case,SIM_TIME,FS,SIZE,SKIP_WARMUP,NO_FRUNCATE,FILE_COUNT,FILE_SIZE,DISK_GEOMETRY,CHUNK,SEED,SIM_SIZE,DISK_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,usage,2624,0,0,0,0,0,0,15998976,18.780734
43,bench_p26_wt,bench_p26_wt_random,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,write,2112,612093799,1201741,75126,612093799,307639860,307716096,3891748162804,18.434348
43,bench_p26_wt,bench_p26_wt_random,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,stack,2112,0,0,0,0,0,0,1984,18.434398
43,bench_p26_wt,bench_p26_wt_random,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,ctx,2112,0,0,0,0,0,0,384,18.434427
43,bench_p26_wt,bench_p26_wt_random,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,heap,2112,0,0,0,0,0,0,784,18.434451
43,bench_p26_wt,bench_p26_wt_random,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,usage,2112,0,0,0,0,0,0,32210944,18.434473
44,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,write,104280832,7099476770,2365837,52564,7099476770,214464510,215302144,3600000877610,119.991614
44,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,stack,104280832,0,0,0,0,0,0,2240,119.991743
44,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,ctx,104280832,0,0,0,0,0,0,640,119.991792
44,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,heap,104280832,0,0,0,0,0,0,784,119.991833
44,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,usage,104280832,0,0,0,0,0,0,16384,119.991872
45,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,write,100838848,9121594254,2341009,50991,9121594254,207432896,208859136,3600034712432,147.647958
45,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,stack,100838848,0,0,0,0,0,0,2272,147.648086
45,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,ctx,100838848,0,0,0,0,0,0,640,147.648136
45,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,heap,100838848,0,0,0,0,0,0,784,147.648178
45,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,usage,100838848,0,0,0,0,0,0,24576,147.648216
46,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,write,95721536,12882695482,2226262,48672,12882695482,197611920,199360512,3600026792128,199.603194
46,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,stack,95721536,0,0,0,0,0,0,2272,199.603314
46,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,ctx,95721536,0,0,0,0,0,0,640,199.603374
46,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,heap,95721536,0,0,0,0,0,0,784,199.603418
46,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,usage,95721536,0,0,0,0,0,0,40960,199.603457
47,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,write,83155392,18023636244,1981528,46282,18023636244,187472752,189571072,3600000064624,268.123667
47,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,stack,83155392,0,0,0,0,0,0,2288,268.123792
47,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,ctx,83155392,0,0,0,0,0,0,640,268.123841
47,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,heap,83155392,0,0,0,0,0,0,784,268.123883
47,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,usage,83155392,0,0,0,0,0,0,65536,268.123923
48,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,write,73181184,30487098572,1699892,37723,30487098572,152821314,154513408,3600046234310,437.744817
48,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,stack,73181184,0,0,0,0,0,0,2288,437.744925
48,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,ctx,73181184,0,0,0,0,0,0,640,437.744973
48,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,heap,73181184,0,0,0,0,0,0,784,437.745017
48,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,usage,73181184,0,0,0,0,0,0,139264,437.745056
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,write,56873600,43549242116,1327208,29439,43549242116,119241410,120582144,3600003788038,629.533460
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,stack,56873600,0,0,0,0,0,0,2288,629.533559
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,ctx,56873600,0,0,0,0,0,0,640,629.533607
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,heap,56873600,0,0,0,0,0,0,784,629.533648
49,bench_p26_wt,bench_p26_wt_many,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,usage,56873600,0,0,0,0,0,0,270336,629.533687
50,bench_p26_wt,bench_p26_wt_many,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,write,38095936,58789834592,887691,19816,58789834592,80175212,81166336,3600000104452,817.677329
50,bench_p26_wt,bench_p26_wt_many,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,stack,38095936,0,0,0,0,0,0,2288,817.677450
50,bench_p26_wt,bench_p26_wt_many,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,ctx,38095936,0,0,0,0,0,0,640,817.677499
50,bench_p26_wt,bench_p26_wt_many,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,heap,38095936,0,0,0,0,0,0,784,817.677539
50,bench_p26_wt,bench_p26_wt_many,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,usage,38095936,0,0,0,0,0,0,540672,817.677576
53,bench_p26_wt,bench_p26_wt_many,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,write,7686272,83139172250,191158,4392,83139172250,17119494,17989632,3600013925762,886.788224
53,bench_p26_wt,bench_p26_wt_many,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,stack,7686272,0,0,0,0,0,0,2288,886.788325
53,bench_p26_wt,bench_p26_wt_many,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,ctx,7686272,0,0,0,0,0,0,640,886.788372
53,bench_p26_wt,bench_p26_wt_many,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,heap,7686272,0,0,0,0,0,0,784,886.788411
53,bench_p26_wt,bench_p26_wt_many,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,usage,7686272,0,0,0,0,0,0,4202496,886.788449
51,bench_p26_wt,bench_p26_wt_many,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,write,23750400,70208664426,558681,12604,70208664426,50880622,51625984,3600020280250,934.804414
51,bench_p26_wt,bench_p26_wt_many,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,stack,23750400,0,0,0,0,0,0,2288,934.804527
51,bench_p26_wt,bench_p26_wt_many,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,ctx,23750400,0,0,0,0,0,0,640,934.804574
51,bench_p26_wt,bench_p26_wt_many,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,heap,23750400,0,0,0,0,0,0,784,934.804618
51,bench_p26_wt,bench_p26_wt_many,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,usage,23750400,0,0,0,0,0,0,1032192,934.804668
54,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,write,4885888,84898312800,137643,3308,84898312800,12074822,13549568,3600092305970,993.684285
54,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,stack,4885888,0,0,0,0,0,0,2288,993.684392
54,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,ctx,4885888,0,0,0,0,0,0,640,993.684441
54,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,heap,4885888,0,0,0,0,0,0,784,993.684484
54,bench_p26_wt,bench_p26_wt_many,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,usage,4885888,0,0,0,0,0,0,8069120,993.684524
52,bench_p26_wt,bench_p26_wt_many,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,write,13469056,78790726902,318736,7118,78790726902,28527920,29155328,3600006738176,996.685888
52,bench_p26_wt,bench_p26_wt_many,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,stack,13469056,0,0,0,0,0,0,2288,996.685987
52,bench_p26_wt,bench_p26_wt_many,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,ctx,13469056,0,0,0,0,0,0,640,996.686035
52,bench_p26_wt,bench_p26_wt_many,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,heap,13469056,0,0,0,0,0,0,784,996.686076
52,bench_p26_wt,bench_p26_wt_many,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,usage,13469056,0,0,0,0,0,0,2138112,996.686116
55,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,write,4026880,84698034504,134788,3512,84698034504,11536912,14385152,3600108314224,1025.084907
55,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,stack,4026880,0,0,0,0,0,0,2288,1025.085011
55,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,ctx,4026880,0,0,0,0,0,0,640,1025.085076
55,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,heap,4026880,0,0,0,0,0,0,784,1025.085121
55,bench_p26_wt,bench_p26_wt_many,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,usage,4026880,0,0,0,0,0,0,13508608,1025.085166
59,bench_p26_wt,bench_p26_wt_many,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,write,3558656,83384324972,163442,4425,83384324972,14331538,18124800,3600162071478,806.610952
59,bench_p26_wt,bench_p26_wt_many,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,stack,3558656,0,0,0,0,0,0,2288,806.611054
59,bench_p26_wt,bench_p26_wt_many,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,ctx,3558656,0,0,0,0,0,0,640,806.611102
59,bench_p26_wt,bench_p26_wt_many,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,heap,3558656,0,0,0,0,0,0,784,806.611141
59,bench_p26_wt,bench_p26_wt_many,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,usage,3558656,0,0,0,0,0,0,17481728,806.611179
56,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,write,3758080,84126709536,145611,3925,84126709536,12572728,16076800,3600190026280,964.046920
56,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,stack,3758080,0,0,0,0,0,0,2288,964.047005
56,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,ctx,3758080,0,0,0,0,0,0,640,964.047044
56,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,heap,3758080,0,0,0,0,0,0,784,964.047077
56,bench_p26_wt,bench_p26_wt_many,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,usage,3758080,0,0,0,0,0,0,15900672,964.047118
57,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,write,3634112,83811650538,154119,4128,83811650538,13377200,16908288,3600141967520,966.642316
57,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,stack,3634112,0,0,0,0,0,0,2288,966.642412
57,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,ctx,3634112,0,0,0,0,0,0,640,966.642454
57,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,heap,3634112,0,0,0,0,0,0,784,966.642505
57,bench_p26_wt,bench_p26_wt_many,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,usage,3634112,0,0,0,0,0,0,16646144,966.642540
58,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,write,3583552,83536129398,160055,4317,83536129398,13978752,17682432,3600012457200,939.508188
58,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,stack,3583552,0,0,0,0,0,0,2288,939.508297
58,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,ctx,3583552,0,0,0,0,0,0,640,939.508332
58,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,heap,3583552,0,0,0,0,0,0,784,939.508361
58,bench_p26_wt,bench_p26_wt_many,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,usage,3583552,0,0,0,0,0,0,17244160,939.508385
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,write,6365824,203239194,369660,76511,203239194,57849685,313389056,3600032197471,7.581536
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,stack,6365824,0,0,0,0,0,0,2016,7.581661
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,ctx,6365824,0,0,0,0,0,0,400,7.581716
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,heap,6365824,0,0,0,0,0,0,784,7.581762
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1024,0,0,16,64,0,64,42,0,134217728,usage,6365824,0,0,0,0,0,0,24576,7.581805
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,write,5436032,236202713,480751,75479,236202713,92681848,309161984,3600024555984,9.627528
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,stack,5436032,0,0,0,0,0,0,2000,9.627638
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,ctx,5436032,0,0,0,0,0,0,400,9.627692
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,heap,5436032,0,0,0,0,0,0,784,9.627738
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2048,0,0,32,64,0,64,42,0,134217728,usage,5436032,0,0,0,0,0,0,24576,9.627794
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,write,4593984,331370427,707276,73354,331370427,153692070,300457984,3600007309962,11.811084
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,stack,4593984,0,0,0,0,0,0,2000,11.811204
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,ctx,4593984,0,0,0,0,0,0,400,11.811259
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,heap,4593984,0,0,0,0,0,0,784,11.811304
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,524288,0,0,8192,64,0,64,42,0,134217728,usage,4593984,0,0,0,0,0,0,946176,11.811347
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,write,4667328,336305377,715581,73276,336305377,154651283,300138496,3600036100881,13.034018
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,stack,4667328,0,0,0,0,0,0,2016,13.034129
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,ctx,4667328,0,0,0,0,0,0,400,13.034183
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,heap,4667328,0,0,0,0,0,0,784,13.034250
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16384,0,0,256,64,0,64,42,0,134217728,usage,4667328,0,0,0,0,0,0,53248,13.034298
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,write,4626816,334150189,711326,73316,334150189,154309693,300302336,3600040804751,13.111106
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,stack,4626816,0,0,0,0,0,0,2016,13.111186
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,ctx,4626816,0,0,0,0,0,0,400,13.111237
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,heap,4626816,0,0,0,0,0,0,784,13.111281
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,32768,0,0,512,64,0,64,42,0,134217728,usage,4626816,0,0,0,0,0,0,61440,13.111324
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,write,4601280,331825489,707834,73349,331825489,153749017,300437504,3600024872579,13.132027
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,stack,4601280,0,0,0,0,0,0,2000,13.132102
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,ctx,4601280,0,0,0,0,0,0,400,13.132154
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,heap,4601280,0,0,0,0,0,0,784,13.132198
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,131072,0,0,2048,64,0,64,42,0,134217728,usage,4601280,0,0,0,0,0,0,167936,13.132241
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,write,4596096,331579277,707423,73353,331579277,153686097,300453888,3600029370635,13.258249
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,stack,4596096,0,0,0,0,0,0,2000,13.258344
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,ctx,4596096,0,0,0,0,0,0,400,13.258394
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,heap,4596096,0,0,0,0,0,0,784,13.258437
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,262144,0,0,4096,64,0,64,42,0,134217728,usage,4596096,0,0,0,0,0,0,425984,13.258478
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,write,4593280,331218078,707319,73354,331218078,153756915,300457984,3600019653561,13.330610
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,stack,4593280,0,0,0,0,0,0,2000,13.330702
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,ctx,4593280,0,0,0,0,0,0,400,13.330751
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,heap,4593280,0,0,0,0,0,0,784,13.330793
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,1048576,0,0,16384,64,0,64,42,0,134217728,usage,4593280,0,0,0,0,0,0,1470464,13.330832
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,write,4611200,332583625,708891,73339,332583625,153939137,300396544,3600031759035,13.642278
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,stack,4611200,0,0,0,0,0,0,2000,13.642376
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,ctx,4611200,0,0,0,0,0,0,400,13.642424
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,heap,4611200,0,0,0,0,0,0,784,13.642465
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,65536,0,0,1024,64,0,64,42,0,134217728,usage,4611200,0,0,0,0,0,0,110592,13.642505
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,write,4751040,344310433,724340,73190,344310433,157024618,299786240,3600036233222,13.680045
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,stack,4751040,0,0,0,0,0,0,2000,13.680127
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,ctx,4751040,0,0,0,0,0,0,400,13.680184
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,heap,4751040,0,0,0,0,0,0,784,13.680226
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8192,0,0,128,64,0,64,42,0,134217728,usage,4751040,0,0,0,0,0,0,36864,13.680265
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,write,4592704,331044425,707723,73351,331044425,153905229,300445696,3600042181151,13.853039
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,stack,4592704,0,0,0,0,0,0,2000,13.853137
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,ctx,4592704,0,0,0,0,0,0,400,13.853185
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,heap,4592704,0,0,0,0,0,0,784,13.853226
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,2097152,0,0,32768,64,0,64,42,0,134217728,usage,4592704,0,0,0,0,0,0,2519040,13.853266
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,write,4927424,361009743,742426,73012,361009743,162753829,299057152,3600040014871,14.149425
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,stack,4927424,0,0,0,0,0,0,2000,14.149520
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,ctx,4927424,0,0,0,0,0,0,400,14.149565
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,heap,4927424,0,0,0,0,0,0,784,14.149605
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4096,0,0,64,64,0,64,42,0,134217728,usage,4927424,0,0,0,0,0,0,24576,14.149642
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,write,4592256,329416170,707730,73352,329416170,153931385,300449792,3600025347467,9.892652
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,stack,4592256,0,0,0,0,0,0,2000,9.892734
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,ctx,4592256,0,0,0,0,0,0,400,9.892773
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,heap,4592256,0,0,0,0,0,0,784,9.892805
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,4194304,0,0,65536,64,0,64,42,0,134217728,usage,4592256,0,0,0,0,0,0,4620288,9.892834
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,write,4592192,329042226,707705,73353,329042226,153932226,300453888,3600045401142,7.985027
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,stack,4592192,0,0,0,0,0,0,2000,7.985168
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,ctx,4592192,0,0,0,0,0,0,400,7.985208
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,heap,4592192,0,0,0,0,0,0,784,7.985240
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,8388608,0,0,131072,64,0,64,42,0,134217728,usage,4592192,0,0,0,0,0,0,4620288,7.985280
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,write,4592192,329042226,707705,73353,329042226,153932226,300453888,3600045401142,5.939384
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,stack,4592192,0,0,0,0,0,0,2000,5.939462
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,ctx,4592192,0,0,0,0,0,0,400,5.939500
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,heap,4592192,0,0,0,0,0,0,784,5.939531
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,33554432,0,0,524288,64,0,64,42,0,134217728,usage,4592192,0,0,0,0,0,0,4620288,5.939559
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,write,4592192,329042226,707705,73353,329042226,153932226,300453888,3600045401142,6.687824
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,stack,4592192,0,0,0,0,0,0,2000,6.687899
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,2,16777216,0,0,262144,64,0,64,42,0,134217728,ctx,4592192,0,0,0,0,0,0,400,6.696320
