i,suite,case,SIM_TIME,CHUNK,NO_FRUNCATE,FS,SIZE,SKIP_WARMUP,FILE_SIZE,SEED,DISK_SIZE,DISK_GEOMETRY,FILE_COUNT,SIM_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
40,bench_p26_wt,bench_p26_wt_random,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,stack,661641664,0,0,0,0,0,0,8688,10.128885
40,bench_p26_wt,bench_p26_wt_random,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,ctx,661641664,0,0,0,0,0,0,7152,10.128968
40,bench_p26_wt,bench_p26_wt_random,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,heap,661641664,0,0,0,0,0,0,115508,10.129014
40,bench_p26_wt,bench_p26_wt_random,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,usage,661641664,0,0,0,0,0,0,11859984,10.129043
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,write,258022208,8063256,12434887,48574,4128387072,6366662144,6366691328,3600000010752,27.911908
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,stack,258022208,0,0,0,0,0,0,8960,27.912075
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,ctx,258022208,0,0,0,0,0,0,7424,27.912138
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,heap,258022208,0,0,0,0,0,0,78788,27.912188
44,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,usage,258022208,0,0,0,0,0,0,7652912,27.912234
48,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,write,258017536,8063110,12434908,48574,4128312320,6366672896,6366691328,3600000453632,31.018792
48,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,stack,258017536,0,0,0,0,0,0,8960,31.019017
48,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,ctx,258017536,0,0,0,0,0,0,7424,31.019103
48,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,heap,258017536,0,0,0,0,0,0,125076,31.019162
48,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,usage,258017536,0,0,0,0,0,0,7890992,31.019217
47,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,write,258020032,8063188,12434897,48574,4128352256,6366667264,6366691328,3600000273920,32.311573
47,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,stack,258020032,0,0,0,0,0,0,8960,32.311742
47,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,ctx,258020032,0,0,0,0,0,0,7424,32.311825
47,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,heap,258020032,0,0,0,0,0,0,101044,32.311899
47,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,usage,258020032,0,0,0,0,0,0,7764016,32.311971
46,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,write,258021312,8063228,12434893,48574,4128372736,6366665216,6366691328,3600000607744,34.004638
46,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,stack,258021312,0,0,0,0,0,0,8960,34.004871
46,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,ctx,258021312,0,0,0,0,0,0,7424,34.004943
46,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,heap,258021312,0,0,0,0,0,0,78788,34.005005
46,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,usage,258021312,0,0,0,0,0,0,7700528,34.005061
45,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,write,258021952,8063248,12434891,48574,4128382976,6366664192,6366691328,3600000774656,34.407918
45,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,stack,258021952,0,0,0,0,0,0,8960,34.408077
45,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,ctx,258021952,0,0,0,0,0,0,7424,34.408149
45,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,heap,258021952,0,0,0,0,0,0,78788,34.408210
45,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,usage,258021952,0,0,0,0,0,0,7668784,34.408265
49,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,write,258012672,8062958,12434936,48573,4128234496,6366687232,6366560256,3600000541696,40.325948
49,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,stack,258012672,0,0,0,0,0,0,8960,40.326128
49,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,ctx,258012672,0,0,0,0,0,0,7424,40.326212
49,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,heap,258012672,0,0,0,0,0,0,197172,40.326282
49,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,usage,258012672,0,0,0,0,0,0,8148416,40.326348
50,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,write,258002752,8062648,12434990,48572,4128075776,6366714880,6366429184,3600001958912,72.853339
50,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,stack,258002752,0,0,0,0,0,0,8960,72.853521
50,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,ctx,258002752,0,0,0,0,0,0,7424,72.853606
50,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,heap,258002752,0,0,0,0,0,0,317332,72.853698
50,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,usage,258002752,0,0,0,0,0,0,8790240,72.853771
51,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,write,257982720,8062022,12435075,48571,4127755264,6366758400,6366298112,3600000583168,109.989549
51,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,stack,257982720,0,0,0,0,0,0,8960,109.989814
51,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,ctx,257982720,0,0,0,0,0,0,7424,109.989929
51,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,heap,257982720,0,0,0,0,0,0,557652,109.990029
51,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,usage,257982720,0,0,0,0,0,0,9809520,109.990124
52,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,write,257942912,8060777,12435263,48568,4127117824,6366854656,6365904896,3600000778240,169.723234
52,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,stack,257942912,0,0,0,0,0,0,8960,169.723456
52,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,ctx,257942912,0,0,0,0,0,0,7424,169.723571
52,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,heap,257942912,0,0,0,0,0,0,1038292,169.723671
52,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,usage,257942912,0,0,0,0,0,0,12108976,169.723769
53,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,write,257804736,8059106,12435536,48561,4126262272,6366994432,6364987392,3600000560128,244.972028
53,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,stack,257804736,0,0,0,0,0,0,8960,244.972271
53,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,ctx,257804736,0,0,0,0,0,0,7424,244.972403
53,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,heap,257804736,0,0,0,0,0,0,2023604,244.972519
53,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,usage,257804736,0,0,0,0,0,0,16580912,244.972618
54,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,write,254551424,8097121,12430777,48526,4145725952,6364557824,6360399872,3600000453632,420.223801
54,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,stack,254551424,0,0,0,0,0,0,8960,420.223957
54,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,ctx,254551424,0,0,0,0,0,0,7424,420.224032
54,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,heap,254551424,0,0,0,0,0,0,3994228,420.224097
54,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,usage,254551424,0,0,0,0,0,0,25651760,420.224160
55,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,write,229816256,8426349,12388754,48330,4314290688,6343042048,6334709760,3600000440832,762.516321
55,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,stack,229816256,0,0,0,0,0,0,8960,762.516471
55,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,ctx,229816256,0,0,0,0,0,0,7424,762.516540
55,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,heap,229816256,0,0,0,0,0,0,7935476,762.516593
55,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,usage,229816256,0,0,0,0,0,0,43666480,762.516639
57,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,write,18132480,11295142,12022060,46806,5783112704,6155294720,6134956032,3600227314688,802.980490
57,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,stack,18132480,0,0,0,0,0,0,9072,802.980611
57,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,ctx,18132480,0,0,0,0,0,0,7424,802.980669
57,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,heap,18132480,0,0,0,0,0,0,27971748,802.980726
57,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,usage,18132480,0,0,0,0,0,0,134217728,802.980783
58,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,write,11346624,11400856,12007724,46750,5837238272,6147954688,6127616000,3600022231040,804.966491
58,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,stack,11346624,0,0,0,0,0,0,9072,804.966594
58,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,ctx,11346624,0,0,0,0,0,0,7424,804.966639
58,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,heap,11346624,0,0,0,0,0,0,28050260,804.966675
58,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,usage,11346624,0,0,0,0,0,0,134217728,804.966709
59,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,write,11780992,11419568,12005420,46741,5846818816,6146775040,6126436352,3600048351232,919.962889
59,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,stack,11780992,0,0,0,0,0,0,9072,919.963035
59,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,ctx,11780992,0,0,0,0,0,0,7424,919.963183
59,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,heap,11780992,0,0,0,0,0,0,28050260,919.963233
59,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,usage,11780992,0,0,0,0,0,0,134217728,919.963268
56,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,write,152448896,9472335,12254982,47742,4849835520,6274550784,6257639424,3600000818688,1049.644231
56,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,stack,152448896,0,0,0,0,0,0,8960,1049.644325
56,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,ctx,152448896,0,0,0,0,0,0,7424,1049.652640
56,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,heap,152448896,0,0,0,0,0,0,15817972,1049.652714
56,bench_p26_wt,bench_p26_wt_many,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,usage,152448896,0,0,0,0,0,0,79572416,1049.652750
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,write,376800832,5904755,12711938,49656,3023234560,6508512256,6508511232,3600000097792,18.574655
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,stack,376800832,0,0,0,0,0,0,8944,18.574884
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,ctx,376800832,0,0,0,0,0,0,7232,18.575047
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,heap,376800832,0,0,0,0,0,0,78788,18.575106
67,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,131072,0,64,42,134217728,1,2048,0,usage,376800832,0,0,0,0,0,0,7869664,18.575159
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,write,367901760,6017917,12697411,49600,3081173504,6501074432,6501171200,3600000929792,18.615737
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,stack,367901760,0,0,0,0,0,0,8944,18.615927
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,ctx,367901760,0,0,0,0,0,0,7232,18.615993
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,heap,367901760,0,0,0,0,0,0,78788,18.616049
63,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8192,0,64,42,134217728,1,128,0,usage,367901760,0,0,0,0,0,0,7653904,18.616104
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,write,377121536,5901150,12712407,49657,3021388800,6508752384,6508642304,3600000142848,18.637430
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,stack,377121536,0,0,0,0,0,0,8768,18.637648
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,ctx,377121536,0,0,0,0,0,0,7232,18.637757
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,heap,377121536,0,0,0,0,0,0,78788,18.637818
68,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,262144,0,64,42,134217728,1,4096,0,usage,377121536,0,0,0,0,0,0,8062608,18.637870
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,write,372207104,5952036,12705864,49633,3047442432,6505402368,6505496576,3600000092160,18.689857
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,stack,372207104,0,0,0,0,0,0,8944,18.690015
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,ctx,372207104,0,0,0,0,0,0,7232,18.690074
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,heap,372207104,0,0,0,0,0,0,78788,18.690131
64,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16384,0,64,42,134217728,1,256,0,usage,372207104,0,0,0,0,0,0,7666800,18.690185
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,write,374724736,5923682,12709505,49647,3032925184,6507266560,6507331584,3600000107008,18.755757
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,stack,374724736,0,0,0,0,0,0,8944,18.755898
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,ctx,374724736,0,0,0,0,0,0,7232,18.755938
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,heap,374724736,0,0,0,0,0,0,78788,18.755970
65,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,32768,0,64,42,134217728,1,512,0,usage,374724736,0,0,0,0,0,0,7694080,18.755997
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,write,340748288,6322476,12658322,49447,3237107712,6481060864,6481117184,3600000832512,18.844861
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,stack,340748288,0,0,0,0,0,0,8944,18.845074
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,ctx,340748288,0,0,0,0,0,0,7232,18.845139
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,heap,340748288,0,0,0,0,0,0,78788,18.845185
61,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2048,0,64,42,134217728,1,32,0,usage,340748288,0,0,0,0,0,0,7640512,18.845240
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,write,358382336,6124692,12683708,49546,3135842304,6494058496,6494093312,3600000491520,18.903032
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,stack,358382336,0,0,0,0,0,0,8768,18.903305
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,ctx,358382336,0,0,0,0,0,0,7232,18.903397
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,heap,358382336,0,0,0,0,0,0,78788,18.903459
62,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4096,0,64,42,134217728,1,64,0,usage,358382336,0,0,0,0,0,0,7645472,18.903524
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,write,377388480,5897767,12712892,49652,3019656704,6509000704,6507986944,3600000160256,18.930139
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,stack,377388480,0,0,0,0,0,0,8944,18.930612
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,ctx,377388480,0,0,0,0,0,0,7232,18.930906
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,heap,377388480,0,0,0,0,0,0,115508,18.931156
71,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,2097152,0,64,42,134217728,1,32768,0,usage,377388480,0,0,0,0,0,0,11761776,18.931358
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,write,377342208,5898124,12712816,49656,3019839488,6508961792,6508511232,3600000542720,19.038968
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,stack,377342208,0,0,0,0,0,0,8944,19.039148
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,ctx,377342208,0,0,0,0,0,0,7232,19.039185
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,heap,377342208,0,0,0,0,0,0,96260,19.039288
70,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1048576,0,64,42,134217728,1,16384,0,usage,377342208,0,0,0,0,0,0,9604672,19.039318
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,write,376161024,5911948,12711011,49653,3026917376,6508037632,6508118016,3600000313856,18.980745
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,stack,376161024,0,0,0,0,0,0,8768,18.980877
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,ctx,376161024,0,0,0,0,0,0,7232,18.980935
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,heap,376161024,0,0,0,0,0,0,78788,18.980980
66,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,65536,0,64,42,134217728,1,1024,0,usage,376161024,0,0,0,0,0,0,7754096,18.981024
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,write,377261376,5899021,12712681,49658,3020298752,6508892672,6508773376,3600000201728,19.059462
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,stack,377261376,0,0,0,0,0,0,8768,19.059588
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,ctx,377261376,0,0,0,0,0,0,7232,19.059642
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,heap,377261376,0,0,0,0,0,0,83428,19.059688
69,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,524288,0,64,42,134217728,1,8192,0,usage,377261376,0,0,0,0,0,0,8464864,19.059735
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,write,306674688,6588712,12624157,49313,3373420544,6463568384,6463553536,3600001650176,19.258639
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,stack,306674688,0,0,0,0,0,0,8944,19.258757
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,ctx,306674688,0,0,0,0,0,0,7232,19.258799
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,heap,306674688,0,0,0,0,0,0,78788,19.258835
60,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,1024,0,64,42,134217728,1,16,0,usage,306674688,0,0,0,0,0,0,7639520,19.258867
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,write,212728128,8407038,12391418,48315,4304403456,6344406016,6332743680,3600000036864,6.934344
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,stack,212728128,0,0,0,0,0,0,8768,6.934473
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,ctx,212728128,0,0,0,0,0,0,7232,6.934513
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,heap,212728128,0,0,0,0,0,0,692948,6.934548
75,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,33554432,0,64,42,134217728,1,524288,0,usage,212728128,0,0,0,0,0,0,53284416,6.934581
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,write,292185664,7196215,12546521,48963,3684462080,6423818752,6417678336,3600000241664,7.347529
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,stack,292185664,0,0,0,0,0,0,8768,7.347649
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,ctx,292185664,0,0,0,0,0,0,7232,7.347708
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,heap,292185664,0,0,0,0,0,0,384980,7.347766
74,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,16777216,0,64,42,134217728,1,262144,0,usage,292185664,0,0,0,0,0,0,31806128,7.347807
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,write,339881152,6469424,12639644,49349,3312345088,6471497728,6468272128,3600000550912,7.664063
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,stack,339881152,0,0,0,0,0,0,8768,7.664138
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,ctx,339881152,0,0,0,0,0,0,7232,7.664165
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,heap,339881152,0,0,0,0,0,0,230996,7.664188
73,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,8388608,0,64,42,134217728,1,131072,0,usage,339881152,0,0,0,0,0,0,20577680,7.664208
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,write,362658304,6122298,12684115,49536,3134616576,6494266880,6492782592,3600004357632,7.467659
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,stack,362658304,0,0,0,0,0,0,8768,7.467724
72,bench_p26_wt,bench_p26_wt_logging,3600000000000,64,0,5,4194304,0,64,42,134217728,1,65536,0,ctx,362658304,0,0,0,0,0,0,7232,7.467754
