i,suite,case,SKIP_WARMUP,SIZE,DISK_SIZE,SIM_SIZE,DISK_GEOMETRY,NO_FRUNCATE,FILE_COUNT,SIM_TIME,FS,FILE_SIZE,SEED,CHUNK,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_random,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,write,42432,21760014,10729661,42142,10973023514,5493586432,5523636224,3611364415214,329.419452
42,bench_p26_wt,bench_p26_wt_random,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,stack,42432,0,0,0,0,0,0,1840,329.419542
42,bench_p26_wt,bench_p26_wt_random,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,ctx,42432,0,0,0,0,0,0,384,329.419576
42,bench_p26_wt,bench_p26_wt_random,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,heap,42432,0,0,0,0,0,0,1552,329.419605
42,bench_p26_wt,bench_p26_wt_random,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,usage,42432,0,0,0,0,0,0,17039360,329.419633
43,bench_p26_wt,bench_p26_wt_random,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,write,20736,21859631,10754051,42282,10982048642,5506074112,5541986304,3620590584998,290.702307
43,bench_p26_wt,bench_p26_wt_random,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,stack,20736,0,0,0,0,0,0,1840,290.702384
43,bench_p26_wt,bench_p26_wt_random,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,ctx,20736,0,0,0,0,0,0,384,290.702418
43,bench_p26_wt,bench_p26_wt_random,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,heap,20736,0,0,0,0,0,0,1552,290.702446
43,bench_p26_wt,bench_p26_wt_random,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,usage,20736,0,0,0,0,0,0,33554432,290.702472
47,bench_p26_wt,bench_p26_wt_many,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,write,4473728,141241995,76263,298,5708543922,39046656,39059456,3600008150070,48.151738
47,bench_p26_wt,bench_p26_wt_many,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,stack,4473728,0,0,0,0,0,0,2272,48.151882
47,bench_p26_wt,bench_p26_wt_many,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,ctx,4473728,0,0,0,0,0,0,640,48.151937
47,bench_p26_wt,bench_p26_wt_many,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,heap,4473728,0,0,0,0,0,0,1552,48.151982
47,bench_p26_wt,bench_p26_wt_many,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,usage,4473728,0,0,0,0,0,0,524288,48.152024
49,bench_p26_wt,bench_p26_wt_many,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,write,2614528,141258374,47191,187,6095690582,24161792,24510464,3600001605986,53.992755
49,bench_p26_wt,bench_p26_wt_many,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,stack,2614528,0,0,0,0,0,0,2288,53.992862
49,bench_p26_wt,bench_p26_wt_many,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,ctx,2614528,0,0,0,0,0,0,640,53.992912
49,bench_p26_wt,bench_p26_wt_many,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,heap,2614528,0,0,0,0,0,0,1552,53.992979
49,bench_p26_wt,bench_p26_wt_many,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,usage,2614528,0,0,0,0,0,0,1048576,53.993022
48,bench_p26_wt,bench_p26_wt_many,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,write,4118272,140086587,70530,279,7617909542,36111360,36569088,3606365239250,54.305039
48,bench_p26_wt,bench_p26_wt_many,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,stack,4118272,0,0,0,0,0,0,2272,54.305143
48,bench_p26_wt,bench_p26_wt_many,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,ctx,4118272,0,0,0,0,0,0,640,54.305193
48,bench_p26_wt,bench_p26_wt_many,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,heap,4118272,0,0,0,0,0,0,1552,54.305260
48,bench_p26_wt,bench_p26_wt_many,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,usage,4118272,0,0,0,0,0,0,786432,54.305319
46,bench_p26_wt,bench_p26_wt_many,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,write,8529664,137459443,138765,543,9847936156,71047680,71172096,3602402813332,57.396693
46,bench_p26_wt,bench_p26_wt_many,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,stack,8529664,0,0,0,0,0,0,2272,57.396792
46,bench_p26_wt,bench_p26_wt_many,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,ctx,8529664,0,0,0,0,0,0,640,57.396842
46,bench_p26_wt,bench_p26_wt_many,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,heap,8529664,0,0,0,0,0,0,1552,57.396886
46,bench_p26_wt,bench_p26_wt_many,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,usage,8529664,0,0,0,0,0,0,524288,57.396929
55,bench_p26_wt,bench_p26_wt_many,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,write,638976,139906889,22822,133,8661037096,11684864,17432576,3609097123576,61.288690
55,bench_p26_wt,bench_p26_wt_many,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,stack,638976,0,0,0,0,0,0,2288,61.288815
55,bench_p26_wt,bench_p26_wt_many,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,ctx,638976,0,0,0,0,0,0,640,61.288867
55,bench_p26_wt,bench_p26_wt_many,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,heap,638976,0,0,0,0,0,0,1552,61.288914
55,bench_p26_wt,bench_p26_wt_many,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,usage,638976,0,0,0,0,0,0,8912896,61.288959
45,bench_p26_wt,bench_p26_wt_many,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,write,14291712,131868116,227793,890,15701776168,116630016,116654080,3600005795320,61.705160
45,bench_p26_wt,bench_p26_wt_many,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,stack,14291712,0,0,0,0,0,0,2272,61.705288
45,bench_p26_wt,bench_p26_wt_many,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,ctx,14291712,0,0,0,0,0,0,640,61.705340
45,bench_p26_wt,bench_p26_wt_many,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,heap,14291712,0,0,0,0,0,0,1552,61.705383
45,bench_p26_wt,bench_p26_wt_many,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,usage,14291712,0,0,0,0,0,0,524288,61.705424
50,bench_p26_wt,bench_p26_wt_many,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,write,2369536,139729060,43466,174,9134539494,22254592,22806528,3619162805010,69.321971
50,bench_p26_wt,bench_p26_wt_many,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,stack,2369536,0,0,0,0,0,0,2272,69.322095
50,bench_p26_wt,bench_p26_wt_many,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,ctx,2369536,0,0,0,0,0,0,640,69.322151
50,bench_p26_wt,bench_p26_wt_many,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,heap,2369536,0,0,0,0,0,0,1552,69.322197
50,bench_p26_wt,bench_p26_wt_many,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,usage,2369536,0,0,0,0,0,0,1572864,69.322241
54,bench_p26_wt,bench_p26_wt_many,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,write,751104,138377908,23812,125,10585472598,12191744,16384000,3608326420578,69.974805
54,bench_p26_wt,bench_p26_wt_many,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,stack,751104,0,0,0,0,0,0,2288,69.975059
54,bench_p26_wt,bench_p26_wt_many,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,ctx,751104,0,0,0,0,0,0,640,69.975120
54,bench_p26_wt,bench_p26_wt_many,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,heap,751104,0,0,0,0,0,0,1552,69.975184
54,bench_p26_wt,bench_p26_wt_many,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,usage,751104,0,0,0,0,0,0,9175040,69.975230
53,bench_p26_wt,bench_p26_wt_many,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,write,860096,138021960,23756,123,10609295052,12163072,16121856,3600012800292,71.493147
53,bench_p26_wt,bench_p26_wt_many,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,stack,860096,0,0,0,0,0,0,2288,71.493247
53,bench_p26_wt,bench_p26_wt_many,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,ctx,860096,0,0,0,0,0,0,640,71.493297
53,bench_p26_wt,bench_p26_wt_many,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,heap,860096,0,0,0,0,0,0,1552,71.493342
53,bench_p26_wt,bench_p26_wt_many,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,usage,860096,0,0,0,0,0,0,8650752,71.493383
52,bench_p26_wt,bench_p26_wt_many,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,write,1175616,137749241,26373,120,11687713552,13502976,15728640,3614473842736,77.582924
52,bench_p26_wt,bench_p26_wt_many,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,stack,1175616,0,0,0,0,0,0,2288,77.583028
52,bench_p26_wt,bench_p26_wt_many,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,ctx,1175616,0,0,0,0,0,0,640,77.583078
52,bench_p26_wt,bench_p26_wt_many,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,heap,1175616,0,0,0,0,0,0,1552,77.583122
52,bench_p26_wt,bench_p26_wt_many,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,usage,1175616,0,0,0,0,0,0,6029312,77.583165
51,bench_p26_wt,bench_p26_wt_many,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,write,1802048,136889470,34855,143,11922037816,17845760,18743296,3600043282984,77.965138
51,bench_p26_wt,bench_p26_wt_many,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,stack,1802048,0,0,0,0,0,0,2288,77.965239
51,bench_p26_wt,bench_p26_wt_many,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,ctx,1802048,0,0,0,0,0,0,640,77.965291
51,bench_p26_wt,bench_p26_wt_many,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,heap,1802048,0,0,0,0,0,0,1552,77.965337
51,bench_p26_wt,bench_p26_wt_many,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,usage,1802048,0,0,0,0,0,0,2883584,77.965380
44,bench_p26_wt,bench_p26_wt_many,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,write,20911424,125544683,329341,1287,22452351648,168622592,168689664,3600002809824,80.412936
44,bench_p26_wt,bench_p26_wt_many,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,stack,20911424,0,0,0,0,0,0,2272,80.413032
44,bench_p26_wt,bench_p26_wt_many,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,ctx,20911424,0,0,0,0,0,0,640,80.413081
44,bench_p26_wt,bench_p26_wt_many,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,heap,20911424,0,0,0,0,0,0,1552,80.413126
44,bench_p26_wt,bench_p26_wt_many,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,usage,20911424,0,0,0,0,0,0,524288,80.413167
59,bench_p26_wt,bench_p26_wt_many,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,write,544640,141998984,20093,121,7041384666,10287616,15859712,3629007056430,37.052772
59,bench_p26_wt,bench_p26_wt_many,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,stack,544640,0,0,0,0,0,0,2288,37.052926
59,bench_p26_wt,bench_p26_wt_many,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,ctx,544640,0,0,0,0,0,0,640,37.052980
59,bench_p26_wt,bench_p26_wt_many,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,heap,544640,0,0,0,0,0,0,1552,37.053024
59,bench_p26_wt,bench_p26_wt_many,0,33554432,134217728,0,1,0,524288,3600000000000,2,64,42,64,usage,544640,0,0,0,0,0,0,12845056,37.053067
58,bench_p26_wt,bench_p26_wt_many,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,write,540992,141265809,19888,120,6884080322,10182656,15728640,3607944584294,34.623287
58,bench_p26_wt,bench_p26_wt_many,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,stack,540992,0,0,0,0,0,0,2288,34.623390
58,bench_p26_wt,bench_p26_wt_many,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,ctx,540992,0,0,0,0,0,0,640,34.623455
58,bench_p26_wt,bench_p26_wt_many,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,heap,540992,0,0,0,0,0,0,1552,34.623502
58,bench_p26_wt,bench_p26_wt_many,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,usage,540992,0,0,0,0,0,0,12845056,34.623546
57,bench_p26_wt,bench_p26_wt_many,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,write,558656,141324814,20185,117,7211090548,10334720,15335424,3615679083676,33.310151
57,bench_p26_wt,bench_p26_wt_many,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,stack,558656,0,0,0,0,0,0,2288,33.310248
57,bench_p26_wt,bench_p26_wt_many,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,ctx,558656,0,0,0,0,0,0,640,33.310296
57,bench_p26_wt,bench_p26_wt_many,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,heap,558656,0,0,0,0,0,0,1552,33.310340
57,bench_p26_wt,bench_p26_wt_many,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,usage,558656,0,0,0,0,0,0,12845056,33.310380
56,bench_p26_wt,bench_p26_wt_many,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,write,602432,140268906,21505,119,7734930152,11010560,15597568,3600028624184,25.181524
56,bench_p26_wt,bench_p26_wt_many,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,stack,602432,0,0,0,0,0,0,2288,25.181622
56,bench_p26_wt,bench_p26_wt_many,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,ctx,602432,0,0,0,0,0,0,640,25.181665
56,bench_p26_wt,bench_p26_wt_many,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,heap,602432,0,0,0,0,0,0,1552,25.181698
56,bench_p26_wt,bench_p26_wt_many,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,usage,602432,0,0,0,0,0,0,11534336,25.181730
61,bench_p26_wt,bench_p26_wt_logging,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,write,40757632,79944091,2129713,486944,6589234393,1090413056,63824723968,3600111712795,74.285644
61,bench_p26_wt,bench_p26_wt_logging,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,stack,40757632,0,0,0,0,0,0,2000,74.285780
61,bench_p26_wt,bench_p26_wt_logging,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,ctx,40757632,0,0,0,0,0,0,400,74.285838
61,bench_p26_wt,bench_p26_wt_logging,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,heap,40757632,0,0,0,0,0,0,1552,74.285885
61,bench_p26_wt,bench_p26_wt_logging,0,2048,134217728,0,1,0,32,3600000000000,2,64,42,64,usage,40757632,0,0,0,0,0,0,655360,74.285930
60,bench_p26_wt,bench_p26_wt_logging,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,write,35206144,104753526,1203782,280708,8486474813,616336384,36792958976,3600042607751,81.347173
60,bench_p26_wt,bench_p26_wt_logging,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,stack,35206144,0,0,0,0,0,0,1904,81.347290
60,bench_p26_wt,bench_p26_wt_logging,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,ctx,35206144,0,0,0,0,0,0,400,81.347347
60,bench_p26_wt,bench_p26_wt_logging,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,heap,35206144,0,0,0,0,0,0,1552,81.347394
60,bench_p26_wt,bench_p26_wt_logging,0,1024,134217728,0,1,0,16,3600000000000,2,64,42,64,usage,35206144,0,0,0,0,0,0,655360,81.347439
62,bench_p26_wt,bench_p26_wt_logging,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,write,40014528,61014694,3390247,563689,5904838918,1735806464,73883844608,3600000605554,141.102138
62,bench_p26_wt,bench_p26_wt_logging,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,stack,40014528,0,0,0,0,0,0,2016,141.102254
62,bench_p26_wt,bench_p26_wt_logging,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,ctx,40014528,0,0,0,0,0,0,400,141.102310
62,bench_p26_wt,bench_p26_wt_logging,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,heap,40014528,0,0,0,0,0,0,1552,141.102359
62,bench_p26_wt,bench_p26_wt_logging,0,4096,134217728,0,1,0,64,3600000000000,2,64,42,64,usage,40014528,0,0,0,0,0,0,786432,141.102406
63,bench_p26_wt,bench_p26_wt_logging,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,write,34298752,47158279,5070345,510861,6353894378,2596016640,66959572992,3600259889246,222.229540
63,bench_p26_wt,bench_p26_wt_logging,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,stack,34298752,0,0,0,0,0,0,1904,222.229693
63,bench_p26_wt,bench_p26_wt_logging,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,ctx,34298752,0,0,0,0,0,0,400,222.229753
63,bench_p26_wt,bench_p26_wt_logging,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,heap,34298752,0,0,0,0,0,0,1552,222.229818
63,bench_p26_wt,bench_p26_wt_logging,0,8192,134217728,0,1,0,128,3600000000000,2,64,42,64,usage,34298752,0,0,0,0,0,0,786432,222.229869
64,bench_p26_wt,bench_p26_wt_logging,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,write,25162304,37459131,6871966,382688,7535740899,3518446592,50159681536,3600022325721,325.257766
64,bench_p26_wt,bench_p26_wt_logging,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,stack,25162304,0,0,0,0,0,0,2016,325.257883
64,bench_p26_wt,bench_p26_wt_logging,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,ctx,25162304,0,0,0,0,0,0,400,325.257941
64,bench_p26_wt,bench_p26_wt_logging,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,heap,25162304,0,0,0,0,0,0,1552,325.257990
64,bench_p26_wt,bench_p26_wt_logging,0,16384,134217728,0,1,0,256,3600000000000,2,64,42,64,usage,25162304,0,0,0,0,0,0,786432,325.258037
65,bench_p26_wt,bench_p26_wt_logging,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,write,16072384,30974553,8406355,248700,8823742459,4304053760,32597606400,3600001073569,366.261700
65,bench_p26_wt,bench_p26_wt_logging,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,stack,16072384,0,0,0,0,0,0,2016,366.261911
65,bench_p26_wt,bench_p26_wt_logging,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,ctx,16072384,0,0,0,0,0,0,400,366.261969
65,bench_p26_wt,bench_p26_wt_logging,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,heap,16072384,0,0,0,0,0,0,1552,366.262017
65,bench_p26_wt,bench_p26_wt_logging,0,32768,134217728,0,1,0,512,3600000000000,2,64,42,64,usage,16072384,0,0,0,0,0,0,786432,366.262071
67,bench_p26_wt,bench_p26_wt_logging,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,write,5062720,24513373,10182497,79103,10465210284,5213438464,10368188416,3600015777732,374.239182
67,bench_p26_wt,bench_p26_wt_logging,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,stack,5062720,0,0,0,0,0,0,1904,374.239298
67,bench_p26_wt,bench_p26_wt_logging,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,ctx,5062720,0,0,0,0,0,0,400,374.239354
67,bench_p26_wt,bench_p26_wt_logging,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,heap,5062720,0,0,0,0,0,0,1552,374.239404
67,bench_p26_wt,bench_p26_wt_logging,0,131072,134217728,0,1,0,2048,3600000000000,2,64,42,64,usage,5062720,0,0,0,0,0,0,786432,374.239450
66,bench_p26_wt,bench_p26_wt_logging,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,write,9293440,26891774,9500340,145663,9820873695,4864174080,19092340736,3600010207629,406.000761
66,bench_p26_wt,bench_p26_wt_logging,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,stack,9293440,0,0,0,0,0,0,1904,406.000876
66,bench_p26_wt,bench_p26_wt_logging,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,ctx,9293440,0,0,0,0,0,0,400,406.000931
66,bench_p26_wt,bench_p26_wt_logging,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,heap,9293440,0,0,0,0,0,0,1552,406.000989
66,bench_p26_wt,bench_p26_wt_logging,0,65536,134217728,0,1,0,1024,3600000000000,2,64,42,64,usage,9293440,0,0,0,0,0,0,786432,406.001037
68,bench_p26_wt,bench_p26_wt_logging,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,write,5061056,24494538,10183296,79248,10463044288,5213847552,10387193856,3600004224064,413.705252
68,bench_p26_wt,bench_p26_wt_logging,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,stack,5061056,0,0,0,0,0,0,1904,413.705360
68,bench_p26_wt,bench_p26_wt_logging,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,ctx,5061056,0,0,0,0,0,0,400,413.705415
68,bench_p26_wt,bench_p26_wt_logging,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,heap,5061056,0,0,0,0,0,0,1552,413.705463
68,bench_p26_wt,bench_p26_wt_logging,0,262144,134217728,0,1,0,4096,3600000000000,2,64,42,64,usage,5061056,0,0,0,0,0,0,1048576,413.705522
69,bench_p26_wt,bench_p26_wt_logging,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,write,5062336,24423352,10189002,79357,10466255664,5216769024,10401480704,3600011262096,430.245802
69,bench_p26_wt,bench_p26_wt_logging,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,stack,5062336,0,0,0,0,0,0,1904,430.245910
69,bench_p26_wt,bench_p26_wt_logging,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,ctx,5062336,0,0,0,0,0,0,400,430.245970
69,bench_p26_wt,bench_p26_wt_logging,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,heap,5062336,0,0,0,0,0,0,1552,430.246018
69,bench_p26_wt,bench_p26_wt_logging,0,524288,134217728,0,1,0,8192,3600000000000,2,64,42,64,usage,5062336,0,0,0,0,0,0,1572864,430.246063
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,write,5071808,24107915,10215513,79566,10492696364,5230342656,10428874752,3600054197828,449.683653
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,stack,5071808,0,0,0,0,0,0,1904,449.683761
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,ctx,5071808,0,0,0,0,0,0,400,449.683815
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,heap,5071808,0,0,0,0,0,0,1552,449.683862
71,bench_p26_wt,bench_p26_wt_logging,0,2097152,134217728,0,1,0,32768,3600000000000,2,64,42,64,usage,5071808,0,0,0,0,0,0,3670016,449.683906
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,write,5065472,24311803,10198346,79451,10475263884,5221553152,10413801472,3600051354468,456.239929
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,stack,5065472,0,0,0,0,0,0,1904,456.240042
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,ctx,5065472,0,0,0,0,0,0,400,456.240098
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,heap,5065472,0,0,0,0,0,0,1552,456.240154
70,bench_p26_wt,bench_p26_wt_logging,0,1048576,134217728,0,1,0,16384,3600000000000,2,64,42,64,usage,5065472,0,0,0,0,0,0,2621440,456.240203
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,write,5083520,23693571,10250716,79759,10526688724,5248366592,10454171648,3600034723516,379.516321
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,stack,5083520,0,0,0,0,0,0,1904,379.516427
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,ctx,5083520,0,0,0,0,0,0,400,379.516479
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,heap,5083520,0,0,0,0,0,0,1552,379.516524
72,bench_p26_wt,bench_p26_wt_logging,0,4194304,134217728,0,1,0,65536,3600000000000,2,64,42,64,usage,5083520,0,0,0,0,0,0,5767168,379.516566
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,write,5088000,23513215,10266031,79837,10541502932,5256207872,10464395264,3600012647612,410.646041
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,stack,5088000,0,0,0,0,0,0,1904,410.646149
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,ctx,5088000,0,0,0,0,0,0,400,410.646202
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,heap,5088000,0,0,0,0,0,0,1552,410.646247
73,bench_p26_wt,bench_p26_wt_logging,0,8388608,134217728,0,1,0,131072,3600000000000,2,64,42,64,usage,5088000,0,0,0,0,0,0,5636096,410.646289
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,write,5088000,23513215,10266031,79837,10541502932,5256207872,10464395264,3600012647612,364.239625
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,stack,5088000,0,0,0,0,0,0,1904,364.239724
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,ctx,5088000,0,0,0,0,0,0,400,364.239785
74,bench_p26_wt,bench_p26_wt_logging,0,16777216,134217728,0,1,0,262144,3600000000000,2,64,42,64,heap,5088000,0,0,0,0,0,0,1552,364.239828
