i,suite,case,DISK_SIZE,SIZE,DISK_GEOMETRY,SIM_SIZE,FS,SKIP_WARMUP,CHUNK,SIM_TIME,FILE_SIZE,NO_FRUNCATE,FILE_COUNT,SEED,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
42,bench_p26_wt,bench_p26_wt_logging,134217728,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592704,0,0,0,0,0,0,784,9.429333
42,bench_p26_wt,bench_p26_wt_logging,134217728,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592704,0,0,0,0,0,0,2519040,9.429376
40,bench_p26_wt,bench_p26_wt_logging,33554432,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592704,331140790,707723,73351,331140790,153905229,300445696,3600046035751,9.883791
40,bench_p26_wt,bench_p26_wt_logging,33554432,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592704,0,0,0,0,0,0,2000,9.883890
40,bench_p26_wt,bench_p26_wt_logging,33554432,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592704,0,0,0,0,0,0,400,9.883938
40,bench_p26_wt,bench_p26_wt_logging,33554432,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592704,0,0,0,0,0,0,784,9.883981
40,bench_p26_wt,bench_p26_wt_logging,33554432,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592704,0,0,0,0,0,0,2519040,9.884021
44,bench_p26_wt,bench_p26_wt_logging,536870912,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592576,331796639,707706,73350,331796639,153901641,300441600,3600020400707,10.500575
44,bench_p26_wt,bench_p26_wt_logging,536870912,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592576,0,0,0,0,0,0,2000,10.500667
44,bench_p26_wt,bench_p26_wt_logging,536870912,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592576,0,0,0,0,0,0,400,10.500713
44,bench_p26_wt,bench_p26_wt_logging,536870912,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592576,0,0,0,0,0,0,784,10.500754
44,bench_p26_wt,bench_p26_wt_logging,536870912,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592576,0,0,0,0,0,0,2519040,10.500793
43,bench_p26_wt,bench_p26_wt_logging,268435456,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592640,331298614,707714,73350,331298614,153903333,300441600,3600003712879,12.333374
43,bench_p26_wt,bench_p26_wt_logging,268435456,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592640,0,0,0,0,0,0,2000,12.333477
43,bench_p26_wt,bench_p26_wt_logging,268435456,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592640,0,0,0,0,0,0,400,12.333521
43,bench_p26_wt,bench_p26_wt_logging,268435456,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592640,0,0,0,0,0,0,784,12.333560
43,bench_p26_wt,bench_p26_wt_logging,268435456,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592640,0,0,0,0,0,0,2519040,12.333596
45,bench_p26_wt,bench_p26_wt_logging,1073741824,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592640,331937325,707713,73350,331937325,153903345,300441600,3600028861419,17.338327
45,bench_p26_wt,bench_p26_wt_logging,1073741824,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592640,0,0,0,0,0,0,2000,17.338421
45,bench_p26_wt,bench_p26_wt_logging,1073741824,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592640,0,0,0,0,0,0,400,17.338462
45,bench_p26_wt,bench_p26_wt_logging,1073741824,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592640,0,0,0,0,0,0,784,17.338497
45,bench_p26_wt,bench_p26_wt_logging,1073741824,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592640,0,0,0,0,0,0,2519040,17.338543
46,bench_p26_wt,bench_p26_wt_logging,2147483648,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592576,333376423,707707,73349,333376423,153901557,300437504,3600038991943,23.385788
46,bench_p26_wt,bench_p26_wt_logging,2147483648,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592576,0,0,0,0,0,0,2000,23.385870
46,bench_p26_wt,bench_p26_wt_logging,2147483648,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592576,0,0,0,0,0,0,400,23.385904
46,bench_p26_wt,bench_p26_wt_logging,2147483648,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592576,0,0,0,0,0,0,784,23.385930
46,bench_p26_wt,bench_p26_wt_logging,2147483648,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592576,0,0,0,0,0,0,2519040,23.385955
47,bench_p26_wt,bench_p26_wt_logging,4294967296,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,write,4592640,331756195,707715,73350,331756195,153903377,300441600,3600022417083,32.795511
47,bench_p26_wt,bench_p26_wt_logging,4294967296,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,stack,4592640,0,0,0,0,0,0,2000,32.795578
47,bench_p26_wt,bench_p26_wt_logging,4294967296,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,ctx,4592640,0,0,0,0,0,0,400,32.795609
47,bench_p26_wt,bench_p26_wt_logging,4294967296,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,heap,4592640,0,0,0,0,0,0,784,32.795633
47,bench_p26_wt,bench_p26_wt_logging,4294967296,2097152,0,0,2,0,64,3600000000000,64,0,32768,42,usage,4592640,0,0,0,0,0,0,2519040,32.795656
