i,suite,case,NO_FRUNCATE,FILE_SIZE,SEED,DISK_GEOMETRY,FS,DISK_SIZE,FILE_COUNT,SIM_SIZE,SIM_TIME,SIZE,SKIP_WARMUP,CHUNK,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
43,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,268435456,32768,0,3600000000000,2097152,0,64,write,14949184,119613952,1119576,69820,119613952,286611456,285982720,3600010043392,1.598732
43,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,268435456,32768,0,3600000000000,2097152,0,64,stack,14949184,0,0,0,0,0,0,8944,1.598943
43,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,268435456,32768,0,3600000000000,2097152,0,64,ctx,14949184,0,0,0,0,0,0,7232,1.599020
43,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,268435456,32768,0,3600000000000,2097152,0,64,heap,14949184,0,0,0,0,0,0,1153076,1.599067
43,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,268435456,32768,0,3600000000000,2097152,0,64,usage,14949184,0,0,0,0,0,0,36633328,1.599112
44,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,536870912,32768,0,3600000000000,2097152,0,64,write,14949248,119614464,1119580,69820,119614464,286612480,285982720,3600011683840,2.299989
44,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,536870912,32768,0,3600000000000,2097152,0,64,stack,14949248,0,0,0,0,0,0,8768,2.300166
44,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,536870912,32768,0,3600000000000,2097152,0,64,ctx,14949248,0,0,0,0,0,0,7232,2.300242
44,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,536870912,32768,0,3600000000000,2097152,0,64,heap,14949248,0,0,0,0,0,0,2283572,2.300399
44,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,536870912,32768,0,3600000000000,2097152,0,64,usage,14949248,0,0,0,0,0,0,70779216,2.300450
45,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,1073741824,32768,0,3600000000000,2097152,0,64,write,14949184,119613952,1119574,69820,119613952,286610944,285982720,3600009233408,3.597764
45,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,1073741824,32768,0,3600000000000,2097152,0,64,stack,14949184,0,0,0,0,0,0,8944,3.597873
45,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,1073741824,32768,0,3600000000000,2097152,0,64,ctx,14949184,0,0,0,0,0,0,7232,3.606228
45,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,1073741824,32768,0,3600000000000,2097152,0,64,heap,14949184,0,0,0,0,0,0,4544564,3.606292
45,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,1073741824,32768,0,3600000000000,2097152,0,64,usage,14949184,0,0,0,0,0,0,139066528,3.606331
46,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,2147483648,32768,0,3600000000000,2097152,0,64,write,14949184,119613952,1119576,69820,119613952,286611456,285982720,3600010043392,6.064628
46,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,2147483648,32768,0,3600000000000,2097152,0,64,stack,14949184,0,0,0,0,0,0,8944,6.064779
46,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,2147483648,32768,0,3600000000000,2097152,0,64,ctx,14949184,0,0,0,0,0,0,7232,6.064855
46,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,2147483648,32768,0,3600000000000,2097152,0,64,heap,14949184,0,0,0,0,0,0,9066548,6.064895
46,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,2147483648,32768,0,3600000000000,2097152,0,64,usage,14949184,0,0,0,0,0,0,275645120,6.064929
47,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,4294967296,32768,0,3600000000000,2097152,0,64,write,14949248,119614464,1119580,69820,119614464,286612480,285982720,3600011683840,11.340959
47,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,4294967296,32768,0,3600000000000,2097152,0,64,stack,14949248,0,0,0,0,0,0,8768,11.341032
47,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,4294967296,32768,0,3600000000000,2097152,0,64,ctx,14949248,0,0,0,0,0,0,7232,11.341071
47,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,4294967296,32768,0,3600000000000,2097152,0,64,heap,14949248,0,0,0,0,0,0,18110516,11.341096
47,bench_p26_wt,bench_p26_wt_logging,0,64,42,0,5,4294967296,32768,0,3600000000000,2097152,0,64,usage,14949248,0,0,0,0,0,0,548798336,11.341119
