i,suite,case,SEED,SIM_SIZE,FILE_SIZE,FS,CHUNK,DISK_SIZE,SIM_TIME,SKIP_WARMUP,FILE_COUNT,SIZE,DISK_GEOMETRY,NO_FRUNCATE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,2147483648,3600000000000,0,32768,2097152,1,0,usage,5070656,0,0,0,0,0,0,3670016,272.475582
41,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,67108864,3600000000000,0,32768,2097152,1,0,write,5071424,24117937,10214439,79560,10492490664,5229792768,10428088320,3600006000504,277.703093
41,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,67108864,3600000000000,0,32768,2097152,1,0,stack,5071424,0,0,0,0,0,0,1904,277.703182
41,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,67108864,3600000000000,0,32768,2097152,1,0,ctx,5071424,0,0,0,0,0,0,400,277.703227
41,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,67108864,3600000000000,0,32768,2097152,1,0,heap,5071424,0,0,0,0,0,0,1552,277.703265
41,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,67108864,3600000000000,0,32768,2097152,1,0,usage,5071424,0,0,0,0,0,0,3670016,277.703301
42,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,134217728,3600000000000,0,32768,2097152,1,0,write,5071808,24107915,10215513,79566,10492696364,5230342656,10428874752,3600054197828,280.655742
42,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,134217728,3600000000000,0,32768,2097152,1,0,stack,5071808,0,0,0,0,0,0,1904,280.655833
42,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,134217728,3600000000000,0,32768,2097152,1,0,ctx,5071808,0,0,0,0,0,0,400,280.655884
42,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,134217728,3600000000000,0,32768,2097152,1,0,heap,5071808,0,0,0,0,0,0,1552,280.655920
42,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,134217728,3600000000000,0,32768,2097152,1,0,usage,5071808,0,0,0,0,0,0,3670016,280.655956
45,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,1073741824,3600000000000,0,32768,2097152,1,0,write,5070976,24132918,10213191,79553,10493048376,5229153792,10427170816,3600047046696,281.209142
45,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,1073741824,3600000000000,0,32768,2097152,1,0,stack,5070976,0,0,0,0,0,0,1904,281.209228
45,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,1073741824,3600000000000,0,32768,2097152,1,0,ctx,5070976,0,0,0,0,0,0,400,281.209277
45,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,1073741824,3600000000000,0,32768,2097152,1,0,heap,5070976,0,0,0,0,0,0,1552,281.209308
45,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,1073741824,3600000000000,0,32768,2097152,1,0,usage,5070976,0,0,0,0,0,0,3670016,281.209336
44,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,536870912,3600000000000,0,32768,2097152,1,0,write,5072320,24089995,10216953,79574,10492764156,5231079936,10429923328,3600004613556,282.046585
44,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,536870912,3600000000000,0,32768,2097152,1,0,stack,5072320,0,0,0,0,0,0,1904,282.046662
44,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,536870912,3600000000000,0,32768,2097152,1,0,ctx,5072320,0,0,0,0,0,0,400,282.046695
44,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,536870912,3600000000000,0,32768,2097152,1,0,heap,5072320,0,0,0,0,0,0,1552,282.046721
44,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,536870912,3600000000000,0,32768,2097152,1,0,usage,5072320,0,0,0,0,0,0,3670016,282.046745
47,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,4294967296,3600000000000,0,32768,2097152,1,0,write,5068480,24207341,10206349,79513,10493377928,5225650688,10421927936,3600027610904,286.877631
47,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,4294967296,3600000000000,0,32768,2097152,1,0,stack,5068480,0,0,0,0,0,0,2000,286.877700
47,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,4294967296,3600000000000,0,32768,2097152,1,0,ctx,5068480,0,0,0,0,0,0,400,286.877729
47,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,4294967296,3600000000000,0,32768,2097152,1,0,heap,5068480,0,0,0,0,0,0,1552,286.877752
47,bench_p26_wt,bench_p26_wt_logging,42,0,64,2,64,4294967296,3600000000000,0,32768,2097152,1,0,usage,5068480,0,0,0,0,0,0,3670016,286.877775
