i,suite,case,FILE_COUNT,FILE_SIZE,SIM_SIZE,SKIP_WARMUP,SIZE,DISK_GEOMETRY,CHUNK,DISK_SIZE,NO_FRUNCATE,SEED,SIM_TIME,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
39,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,16777216,0,42,3600000000000,5,write,288559104,7251124,12539181,48974,3712575488,6420060672,6419120128,3600000120320,15.498725
39,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,16777216,0,42,3600000000000,5,stack,288559104,0,0,0,0,0,0,8768,15.498885
39,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,16777216,0,42,3600000000000,5,ctx,288559104,0,0,0,0,0,0,7232,15.498950
39,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,16777216,0,42,3600000000000,5,heap,288559104,0,0,0,0,0,0,79444,15.499007
39,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,16777216,0,42,3600000000000,5,usage,288559104,0,0,0,0,0,0,4988784,15.499059
42,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,134217728,0,42,3600000000000,5,write,377388480,5897767,12712892,49652,3019656704,6509000704,6507986944,3600000160256,15.908249
42,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,134217728,0,42,3600000000000,5,stack,377388480,0,0,0,0,0,0,8944,15.908407
42,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,134217728,0,42,3600000000000,5,ctx,377388480,0,0,0,0,0,0,7232,15.908490
42,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,134217728,0,42,3600000000000,5,heap,377388480,0,0,0,0,0,0,115508,15.908548
42,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,134217728,0,42,3600000000000,5,usage,377388480,0,0,0,0,0,0,11761776,15.908603
41,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,67108864,0,42,3600000000000,5,write,362442432,6125475,12683664,49538,3136243200,6494035968,6493044736,3600000201216,16.365708
41,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,67108864,0,42,3600000000000,5,stack,362442432,0,0,0,0,0,0,8768,16.365817
41,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,67108864,0,42,3600000000000,5,ctx,362442432,0,0,0,0,0,0,7232,16.365865
41,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,67108864,0,42,3600000000000,5,heap,362442432,0,0,0,0,0,0,94900,16.365902
41,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,67108864,0,42,3600000000000,5,usage,362442432,0,0,0,0,0,0,8055104,16.365936
45,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,1073741824,0,42,3600000000000,5,write,377388480,5897767,12712892,49652,3019656704,6509000704,6507986944,3600000160256,18.527216
45,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,1073741824,0,42,3600000000000,5,stack,377388480,0,0,0,0,0,0,8768,18.527429
45,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,1073741824,0,42,3600000000000,5,ctx,377388480,0,0,0,0,0,0,7232,18.527475
45,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,1073741824,0,42,3600000000000,5,heap,377388480,0,0,0,0,0,0,424644,18.527511
45,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,1073741824,0,42,3600000000000,5,usage,377388480,0,0,0,0,0,0,60169792,18.527544
46,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,2147483648,0,42,3600000000000,5,write,377388928,5897774,12712900,49651,3019660288,6509004800,6507855872,3600000510976,19.963465
46,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,2147483648,0,42,3600000000000,5,stack,377388928,0,0,0,0,0,0,8944,19.963552
46,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,2147483648,0,42,3600000000000,5,ctx,377388928,0,0,0,0,0,0,7232,19.963591
46,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,2147483648,0,42,3600000000000,5,heap,377388928,0,0,0,0,0,0,819908,19.963624
46,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,2147483648,0,42,3600000000000,5,usage,377388928,0,0,0,0,0,0,115583440,19.963654
47,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,4294967296,0,42,3600000000000,5,write,377388480,5897767,12712892,49652,3019656704,6509000704,6507986944,3600000160256,24.530976
47,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,4294967296,0,42,3600000000000,5,stack,377388480,0,0,0,0,0,0,8768,24.531062
47,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,4294967296,0,42,3600000000000,5,ctx,377388480,0,0,0,0,0,0,7232,24.531095
47,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,4294967296,0,42,3600000000000,5,heap,377388480,0,0,0,0,0,0,1610436,24.531121
47,bench_p26_wt,bench_p26_wt_logging,32768,64,0,0,2097152,1,64,4294967296,0,42,3600000000000,5,usage,377388480,0,0,0,0,0,0,226285744,24.531145
